PPI_1,PPI_2,Prot_1A,Prot_1B,Prot_2A,Prot_2B,distance
YPT32:ALO1,YBL039W-A:ALO1,YPT32,ALO1,YBL039W-A,ALO1,0.0
YPT32:ALO1,ALO1:PGM2,YPT32,ALO1,ALO1,PGM2,0.0
YPT32:ALO1,YPT31:ALO1,YPT32,ALO1,YPT31,ALO1,0.0
YPT32:ALO1,SEC4:ALO1,YPT32,ALO1,SEC4,ALO1,0.0
YPT32:ALO1,ALO1:KES1,YPT32,ALO1,ALO1,KES1,0.0
YPT32:ALO1,ALO1:SNC2,YPT32,ALO1,ALO1,SNC2,0.0
YPT32:ALO1,ACB1:ALO1,YPT32,ALO1,ACB1,ALO1,0.0
YPT32:ALO1,YHR003C:ALO1,YPT32,ALO1,YHR003C,ALO1,0.0
YPT32:ALO1,MCR1:ALO1,YPT32,ALO1,MCR1,ALO1,0.0
YPT32:ALO1,GTT1:ALO1,YPT32,ALO1,GTT1,ALO1,0.0
YPT32:ALO1,HYR1:ALO1,YPT32,ALO1,HYR1,ALO1,0.0
YPT32:ALO1,SSL2:ALO1,YPT32,ALO1,SSL2,ALO1,0.0
YPT32:ALO1,MSP1:ALO1,YPT32,ALO1,MSP1,ALO1,0.0
YPT32:ALO1,GRE3:ALO1,YPT32,ALO1,GRE3,ALO1,0.0
YPT32:ALO1,GDI1:YPT32,YPT32,ALO1,GDI1,YPT32,0.0
YPT32:ALO1,FUN14:ALO1,YPT32,ALO1,FUN14,ALO1,0.0
YPT32:ALO1,ALO1:TOM70,YPT32,ALO1,ALO1,TOM70,0.0
YPT32:ALO1,TOM20:ALO1,YPT32,ALO1,TOM20,ALO1,0.0
YPT32:ALO1,ALO1:ADE4,YPT32,ALO1,ALO1,ADE4,0.0
YPT32:ALO1,PCK1:ALO1,YPT32,ALO1,PCK1,ALO1,0.0
YPT32:ALO1,DNM1:ALO1,YPT32,ALO1,DNM1,ALO1,0.0
YPT32:ALO1,ALO1:SIS1,YPT32,ALO1,ALO1,SIS1,0.0
YPT32:ALO1,YGR012W:ALO1,YPT32,ALO1,YGR012W,ALO1,0.0
YPT32:ALO1,UIP4:ALO1,YPT32,ALO1,UIP4,ALO1,0.0
YPT32:ALO1,ALO1:HUG1,YPT32,ALO1,ALO1,HUG1,0.0
YPT32:ALO1,QCR9:ALO1,YPT32,ALO1,QCR9,ALO1,0.0
YPT32:ALO1,YDR381C-A:ALO1,YPT32,ALO1,YDR381C-A,ALO1,0.0
YPT32:ALO1,ALO1:LSP1,YPT32,ALO1,ALO1,LSP1,0.0
YPT32:ALO1,YPT1:ALO1,YPT32,ALO1,YPT1,ALO1,0.0
YPT32:ALO1,INO1:ALO1,YPT32,ALO1,INO1,ALO1,0.0
YPT32:ALO1,FAA3:ALO1,YPT32,ALO1,FAA3,ALO1,0.0
YPT32:ALO1,ARF1:ALO1,YPT32,ALO1,ARF1,ALO1,0.0
SDS24:SAP155,SDS24:ALG7,SDS24,SAP155,SDS24,ALG7,0.0
SDS24:SAP155,SIT4:SAP155,SDS24,SAP155,SIT4,SAP155,0.0
SDS24:SAP155,SAP155:ADE17,SDS24,SAP155,SAP155,ADE17,0.0
SDS24:SAP155,SDS24:SIC1,SDS24,SAP155,SDS24,SIC1,0.0
SDS24:SAP155,SAP155:TIP41,SDS24,SAP155,SAP155,TIP41,0.0
YNL313C:EFT1,EFT2:YNL313C,YNL313C,EFT1,EFT2,YNL313C,0.0
YNL313C:EFT1,DPH5:EFT1,YNL313C,EFT1,DPH5,EFT1,0.0
HSP30:MID2,ITR1:MID2,HSP30,MID2,ITR1,MID2,0.0
HSP30:MID2,ERG11:MID2,HSP30,MID2,ERG11,MID2,0.0
HSP30:MID2,PIN2:MID2,HSP30,MID2,PIN2,MID2,0.0
HSP30:MID2,HSP30:CTR1,HSP30,MID2,HSP30,CTR1,0.0
HSP30:MID2,MID2:WSC3,HSP30,MID2,MID2,WSC3,0.0
HSP30:MID2,OSH7:MID2,HSP30,MID2,OSH7,MID2,0.0
HSP30:MID2,MID2:MEP3,HSP30,MID2,MID2,MEP3,0.0
HSP30:MID2,TPO4:MID2,HSP30,MID2,TPO4,MID2,0.0
HSP30:MID2,GPA2:MID2,HSP30,MID2,GPA2,MID2,0.0
HSP30:MID2,RSN1:MID2,HSP30,MID2,RSN1,MID2,0.0
HSP30:MID2,TPO2:MID2,HSP30,MID2,TPO2,MID2,0.0
HSP30:MID2,YBL029C-A:HSP30,HSP30,MID2,YBL029C-A,HSP30,0.0
HSP30:MID2,HSP30:HNM1,HSP30,MID2,HSP30,HNM1,0.0
HSP30:MID2,HSP30:FLC1,HSP30,MID2,HSP30,FLC1,0.0
HSP30:MID2,HSP30:SNA3,HSP30,MID2,HSP30,SNA3,0.0
HSP30:MID2,RIM1:MID2,HSP30,MID2,RIM1,MID2,0.0
HSP30:MID2,ENA2:MID2,HSP30,MID2,ENA2,MID2,0.0
HSP30:MID2,PST2:MID2,HSP30,MID2,PST2,MID2,0.0
HSP30:MID2,HSP30:HXT5,HSP30,MID2,HSP30,HXT5,0.0
HSP30:MID2,HNM1:MID2,HSP30,MID2,HNM1,MID2,0.0
HSP30:MID2,HSP30:HXT1,HSP30,MID2,HSP30,HXT1,0.0
HSP30:MID2,WSC2:MID2,HSP30,MID2,WSC2,MID2,0.0
HSP30:MID2,HSP30:PPZ1,HSP30,MID2,HSP30,PPZ1,0.0
HSP30:MID2,HSP30:PDR12,HSP30,MID2,HSP30,PDR12,0.0
HSP30:MID2,DNF2:MID2,HSP30,MID2,DNF2,MID2,0.0
HSP30:MID2,SMI1:MID2,HSP30,MID2,SMI1,MID2,0.0
HSP30:MID2,MID2:LSP1,HSP30,MID2,MID2,LSP1,0.0
HSP30:MID2,QDR2:MID2,HSP30,MID2,QDR2,MID2,0.0
HSP30:MID2,HSP30:OSH6,HSP30,MID2,HSP30,OSH6,0.0
HSP30:MID2,HSP30:SNQ2,HSP30,MID2,HSP30,SNQ2,0.0
HSP30:MID2,HSP30:TCB3,HSP30,MID2,HSP30,TCB3,0.0
HSP30:MID2,MAM33:MID2,HSP30,MID2,MAM33,MID2,0.0
HSP30:MID2,VHT1:MID2,HSP30,MID2,VHT1,MID2,0.0
HSP30:MID2,YOR1:MID2,HSP30,MID2,YOR1,MID2,0.0
HSP30:MID2,GIN4:MID2,HSP30,MID2,GIN4,MID2,0.0
HSP30:MID2,HXT1:MID2,HSP30,MID2,HXT1,MID2,0.0
HSP30:MID2,FPS1:MID2,HSP30,MID2,FPS1,MID2,0.0
HSP30:MID2,HSP30:FMP45,HSP30,MID2,HSP30,FMP45,0.0
HSP30:MID2,MID2:PPZ1,HSP30,MID2,MID2,PPZ1,0.0
HSP30:MID2,YGL108C:MID2,HSP30,MID2,YGL108C,MID2,0.0
HSP30:MID2,MID2:PDR12,HSP30,MID2,MID2,PDR12,0.0
HSP30:MID2,MID2:DYN3,HSP30,MID2,MID2,DYN3,0.0
HSP30:MID2,HSP30:NHA1,HSP30,MID2,HSP30,NHA1,0.0
HSP30:MID2,MID2:LCB1,HSP30,MID2,MID2,LCB1,0.0
HSP30:MID2,HSP30:DUR3,HSP30,MID2,HSP30,DUR3,0.0
HSP30:MID2,MUP1:MID2,HSP30,MID2,MUP1,MID2,0.0
HSP30:MID2,HSP30:SFK1,HSP30,MID2,HSP30,SFK1,0.0
HSP30:MID2,SDS23:MID2,HSP30,MID2,SDS23,MID2,0.0
HSP30:MID2,MID2:TCB3,HSP30,MID2,MID2,TCB3,0.0
HSP30:MID2,MID2:RTS1,HSP30,MID2,MID2,RTS1,0.0
HSP30:MID2,OLE1:MID2,HSP30,MID2,OLE1,MID2,0.0
HSP30:MID2,SLM1:MID2,HSP30,MID2,SLM1,MID2,0.0
HSP30:MID2,HSP30:ITR1,HSP30,MID2,HSP30,ITR1,0.0
HSP30:MID2,HSP30:CDC11,HSP30,MID2,HSP30,CDC11,0.0
HSP30:MID2,HSP30:STE20,HSP30,MID2,HSP30,STE20,0.0
HSP30:MID2,HSP30:YLR454W,HSP30,MID2,HSP30,YLR454W,0.0
HSP30:MID2,HSP30:OSH7,HSP30,MID2,HSP30,OSH7,0.0
HSP30:MID2,SYP1:MID2,HSP30,MID2,SYP1,MID2,0.0
HSP30:MID2,FMP45:MID2,HSP30,MID2,FMP45,MID2,0.0
HSP30:MID2,HSP30:TPO4,HSP30,MID2,HSP30,TPO4,0.0
HSP30:MID2,BBC1:MID2,HSP30,MID2,BBC1,MID2,0.0
HSP30:MID2,HSP30:GPA2,HSP30,MID2,HSP30,GPA2,0.0
HSP30:MID2,MID2:MYO5,HSP30,MID2,MID2,MYO5,0.0
HSP30:MID2,FTR1:MID2,HSP30,MID2,FTR1,MID2,0.0
HSP30:MID2,TPO1:MID2,HSP30,MID2,TPO1,MID2,0.0
HSP30:MID2,HSP30:TPO2,HSP30,MID2,HSP30,TPO2,0.0
RVS167:VRP1,BZZ1:VRP1,RVS167,VRP1,BZZ1,VRP1,0.0
RVS167:VRP1,VRP1:SLA2,RVS167,VRP1,VRP1,SLA2,0.0
RVS167:VRP1,RVS161:RVS167,RVS167,VRP1,RVS161,RVS167,0.0
RVS167:VRP1,VRP1:END3,RVS167,VRP1,VRP1,END3,0.0
RVS167:VRP1,ARC40:RVS167,RVS167,VRP1,ARC40,RVS167,0.0
RVS167:VRP1,ARP2:VRP1,RVS167,VRP1,ARP2,VRP1,0.0
RVS167:VRP1,ARC19:VRP1,RVS167,VRP1,ARC19,VRP1,0.0
RVS167:VRP1,ARC40:VRP1,RVS167,VRP1,ARC40,VRP1,0.0
RVS167:VRP1,VRP1:ARC18,RVS167,VRP1,VRP1,ARC18,0.0
RVS167:VRP1,ARC15:VRP1,RVS167,VRP1,ARC15,VRP1,0.0
RVS167:VRP1,SLA1:VRP1,RVS167,VRP1,SLA1,VRP1,0.0
RVS167:VRP1,VRP1:LAS17,RVS167,VRP1,VRP1,LAS17,0.0
RVS167:VRP1,SYP1:VRP1,RVS167,VRP1,SYP1,VRP1,0.0
RVS167:VRP1,VRP1:ARC35,RVS167,VRP1,VRP1,ARC35,0.0
RVS167:VRP1,VRP1:MYO5,RVS167,VRP1,VRP1,MYO5,0.0
CAF17:YNL295W,SOD2:YNL295W,CAF17,YNL295W,SOD2,YNL295W,0.0
CAF17:YNL295W,CAF17:YNR075C-A,CAF17,YNL295W,CAF17,YNR075C-A,0.0
HNM1:KEX1,KEX1:TVP38,HNM1,KEX1,KEX1,TVP38,0.0
HNM1:KEX1,SYP1:HNM1,HNM1,KEX1,SYP1,HNM1,0.0
HNM1:KEX1,CHS3:KEX1,HNM1,KEX1,CHS3,KEX1,0.0
HNM1:KEX1,FLC2:KEX1,HNM1,KEX1,FLC2,KEX1,0.0
HNM1:KEX1,FMP45:HNM1,HNM1,KEX1,FMP45,HNM1,0.0
HNM1:KEX1,KEX1:SMI1,HNM1,KEX1,KEX1,SMI1,0.0
HNM1:KEX1,KEX1:FLC1,HNM1,KEX1,KEX1,FLC1,0.0
HNM1:KEX1,HNM1:DUR3,HNM1,KEX1,HNM1,DUR3,0.0
HNM1:KEX1,FTR1:HNM1,HNM1,KEX1,FTR1,HNM1,0.0
HNM1:KEX1,TPO1:HNM1,HNM1,KEX1,TPO1,HNM1,0.0
HNM1:KEX1,HNM1:SFK1,HNM1,KEX1,HNM1,SFK1,0.0
HNM1:KEX1,KEX1:GEF1,HNM1,KEX1,KEX1,GEF1,0.0
HNM1:KEX1,KEX1:SNX3,HNM1,KEX1,KEX1,SNX3,0.0
HNM1:KEX1,RFS1:HNM1,HNM1,KEX1,RFS1,HNM1,0.0
HNM1:KEX1,KEX1:BSC6,HNM1,KEX1,KEX1,BSC6,0.0
HNM1:KEX1,KEX1:CHS7,HNM1,KEX1,KEX1,CHS7,0.0
HNM1:KEX1,HSP30:HNM1,HNM1,KEX1,HSP30,HNM1,0.0
HNM1:KEX1,DNF1:KEX1,HNM1,KEX1,DNF1,KEX1,0.0
HNM1:KEX1,TVP15:HNM1,HNM1,KEX1,TVP15,HNM1,0.0
HNM1:KEX1,PEP1:KEX1,HNM1,KEX1,PEP1,KEX1,0.0
HNM1:KEX1,ITR1:HNM1,HNM1,KEX1,ITR1,HNM1,0.0
HNM1:KEX1,PLM2:KEX1,HNM1,KEX1,PLM2,KEX1,0.0
HNM1:KEX1,ERG11:HNM1,HNM1,KEX1,ERG11,HNM1,0.0
HNM1:KEX1,ARF1:KEX1,HNM1,KEX1,ARF1,KEX1,0.0
HNM1:KEX1,KEX1:HXT1,HNM1,KEX1,KEX1,HXT1,0.0
HNM1:KEX1,HNM1:WSC3,HNM1,KEX1,HNM1,WSC3,0.0
HNM1:KEX1,HNM1:OSH7,HNM1,KEX1,HNM1,OSH7,0.0
HNM1:KEX1,KEX1:HXT2,HNM1,KEX1,KEX1,HXT2,0.0
HNM1:KEX1,GDI1:HNM1,HNM1,KEX1,GDI1,HNM1,0.0
HNM1:KEX1,KEX1:YMR010W,HNM1,KEX1,KEX1,YMR010W,0.0
HNM1:KEX1,KEX1:PDR12,HNM1,KEX1,KEX1,PDR12,0.0
HNM1:KEX1,SEC26:KEX1,HNM1,KEX1,SEC26,KEX1,0.0
HNM1:KEX1,HNM1:MEP3,HNM1,KEX1,HNM1,MEP3,0.0
HNM1:KEX1,TPO4:HNM1,HNM1,KEX1,TPO4,HNM1,0.0
HNM1:KEX1,GPA2:HNM1,HNM1,KEX1,GPA2,HNM1,0.0
HNM1:KEX1,KEX1:YLR413W,HNM1,KEX1,KEX1,YLR413W,0.0
HNM1:KEX1,KEX1:MUP1,HNM1,KEX1,KEX1,MUP1,0.0
HNM1:KEX1,RBD2:HNM1,HNM1,KEX1,RBD2,HNM1,0.0
HNM1:KEX1,KEX1:AUR1,HNM1,KEX1,KEX1,AUR1,0.0
HNM1:KEX1,TPO2:HNM1,HNM1,KEX1,TPO2,HNM1,0.0
HNM1:KEX1,KEX1:COG6,HNM1,KEX1,KEX1,COG6,0.0
HNM1:KEX1,HNM1:YGR130C,HNM1,KEX1,HNM1,YGR130C,0.0
HNM1:KEX1,HNM1:MID2,HNM1,KEX1,HNM1,MID2,0.0
HNM1:KEX1,HNM1:PDR5,HNM1,KEX1,HNM1,PDR5,0.0
HNM1:KEX1,HNM1:YVH1,HNM1,KEX1,HNM1,YVH1,0.0
HNM1:KEX1,HNM1:SWP1,HNM1,KEX1,HNM1,SWP1,0.0
HNM1:KEX1,HNM1:YJU3,HNM1,KEX1,HNM1,YJU3,0.0
HNM1:KEX1,CDC50:KEX1,HNM1,KEX1,CDC50,KEX1,0.0
HNM1:KEX1,DPP1:KEX1,HNM1,KEX1,DPP1,KEX1,0.0
HNM1:KEX1,KEX1:DUR3,HNM1,KEX1,KEX1,DUR3,0.0
HNM1:KEX1,DRS2:KEX1,HNM1,KEX1,DRS2,KEX1,0.0
HNM1:KEX1,RIM1:HNM1,HNM1,KEX1,RIM1,HNM1,0.0
HNM1:KEX1,FTR1:KEX1,HNM1,KEX1,FTR1,KEX1,0.0
HNM1:KEX1,SEC7:KEX1,HNM1,KEX1,SEC7,KEX1,0.0
HNM1:KEX1,SFT2:KEX1,HNM1,KEX1,SFT2,KEX1,0.0
HNM1:KEX1,HNM1:MEP1,HNM1,KEX1,HNM1,MEP1,0.0
HNM1:KEX1,HNM1:MSC3,HNM1,KEX1,HNM1,MSC3,0.0
HNM1:KEX1,HNM1:YLR326W,HNM1,KEX1,HNM1,YLR326W,0.0
HNM1:KEX1,DOP1:HNM1,HNM1,KEX1,DOP1,HNM1,0.0
HNM1:KEX1,PST2:HNM1,HNM1,KEX1,PST2,HNM1,0.0
HNM1:KEX1,KEX1:EMP70,HNM1,KEX1,KEX1,EMP70,0.0
HNM1:KEX1,HNM1:WSC2,HNM1,KEX1,HNM1,WSC2,0.0
HNM1:KEX1,GPX2:HNM1,HNM1,KEX1,GPX2,HNM1,0.0
HNM1:KEX1,TVP15:KEX1,HNM1,KEX1,TVP15,KEX1,0.0
HNM1:KEX1,ITR1:KEX1,HNM1,KEX1,ITR1,KEX1,0.0
HNM1:KEX1,FLC2:HNM1,HNM1,KEX1,FLC2,HNM1,0.0
HNM1:KEX1,FTH1:KEX1,HNM1,KEX1,FTH1,KEX1,0.0
HNM1:KEX1,KEX1:PIN2,HNM1,KEX1,KEX1,PIN2,0.0
HNM1:KEX1,HNM1:SMI1,HNM1,KEX1,HNM1,SMI1,0.0
HNM1:KEX1,HNM1:FLC1,HNM1,KEX1,HNM1,FLC1,0.0
HNM1:KEX1,HNM1:LSP1,HNM1,KEX1,HNM1,LSP1,0.0
HNM1:KEX1,HNM1:QDR2,HNM1,KEX1,HNM1,QDR2,0.0
HNM1:KEX1,VPS45:KEX1,HNM1,KEX1,VPS45,KEX1,0.0
HNM1:KEX1,KEX1:RBD2,HNM1,KEX1,KEX1,RBD2,0.0
HNM1:KEX1,MAM33:HNM1,HNM1,KEX1,MAM33,HNM1,0.0
HNM1:KEX1,HNM1:VHT1,HNM1,KEX1,HNM1,VHT1,0.0
HNM1:KEX1,HNM1:YOR1,HNM1,KEX1,HNM1,YOR1,0.0
HNM1:KEX1,KEX1:KEX2,HNM1,KEX1,KEX1,KEX2,0.0
HNM1:KEX1,RET2:KEX1,HNM1,KEX1,RET2,KEX1,0.0
HNM1:KEX1,SEC27:KEX1,HNM1,KEX1,SEC27,KEX1,0.0
HNM1:KEX1,PLM2:HNM1,HNM1,KEX1,PLM2,HNM1,0.0
HNM1:KEX1,KEX1:VMA7,HNM1,KEX1,KEX1,VMA7,0.0
HNM1:KEX1,HNM1:HXT5,HNM1,KEX1,HNM1,HXT5,0.0
HNM1:KEX1,AKR1:KEX1,HNM1,KEX1,AKR1,KEX1,0.0
HNM1:KEX1,HNM1:HXT1,HNM1,KEX1,HNM1,HXT1,0.0
HNM1:KEX1,HNM1:HXT2,HNM1,KEX1,HNM1,HXT2,0.0
HNM1:KEX1,HNM1:PPZ1,HNM1,KEX1,HNM1,PPZ1,0.0
HNM1:KEX1,HNM1:YGL108C,HNM1,KEX1,HNM1,YGL108C,0.0
HNM1:KEX1,HNM1:YMR010W,HNM1,KEX1,HNM1,YMR010W,0.0
HNM1:KEX1,KEX1:CHS5,HNM1,KEX1,KEX1,CHS5,0.0
HNM1:KEX1,HNM1:PDR12,HNM1,KEX1,HNM1,PDR12,0.0
HNM1:KEX1,HNM1:YLR413W,HNM1,KEX1,HNM1,YLR413W,0.0
HNM1:KEX1,SNQ2:HNM1,HNM1,KEX1,SNQ2,HNM1,0.0
HNM1:KEX1,HNM1:MUP1,HNM1,KEX1,HNM1,MUP1,0.0
HNM1:KEX1,SDS23:HNM1,HNM1,KEX1,SDS23,HNM1,0.0
HNM1:KEX1,HNM1:TCB3,HNM1,KEX1,HNM1,TCB3,0.0
HNM1:KEX1,KEX1:YMD8,HNM1,KEX1,KEX1,YMD8,0.0
HNM1:KEX1,KEX1:OPY2,HNM1,KEX1,KEX1,OPY2,0.0
HNM1:KEX1,HNM1:SLM1,HNM1,KEX1,HNM1,SLM1,0.0
PNO1:KEL3,PHB1:KEL3,PNO1,KEL3,PHB1,KEL3,0.0
ERV29:GOT1,MSC7:GOT1,ERV29,GOT1,MSC7,GOT1,0.0
ERV29:GOT1,ERV29:ERP4,ERV29,GOT1,ERV29,ERP4,0.0
ERV29:GOT1,ARF1:GOT1,ERV29,GOT1,ARF1,GOT1,0.0
ERV29:GOT1,SSH1:ERV29,ERV29,GOT1,SSH1,ERV29,0.0
ERV29:GOT1,ERV25:GOT1,ERV29,GOT1,ERV25,GOT1,0.0
ERV29:GOT1,YCR043C:GOT1,ERV29,GOT1,YCR043C,GOT1,0.0
ERV29:GOT1,ERV29:ERV41,ERV29,GOT1,ERV29,ERV41,0.0
ERV29:GOT1,SSH1:GOT1,ERV29,GOT1,SSH1,GOT1,0.0
ERV29:GOT1,ERV29:SCS7,ERV29,GOT1,ERV29,SCS7,0.0
ERV29:GOT1,ERV29:ERG11,ERV29,GOT1,ERV29,ERG11,0.0
ERV29:GOT1,PHO88:GOT1,ERV29,GOT1,PHO88,GOT1,0.0
ERV29:GOT1,ERV29:ERP5,ERV29,GOT1,ERV29,ERP5,0.0
ERV29:GOT1,SFT2:GOT1,ERV29,GOT1,SFT2,GOT1,0.0
ERV29:GOT1,ERV29:SEY1,ERV29,GOT1,ERV29,SEY1,0.0
ERV29:GOT1,ERV29:GTT1,ERV29,GOT1,ERV29,GTT1,0.0
ERV29:GOT1,RET2:ERV29,ERV29,GOT1,RET2,ERV29,0.0
ERV29:GOT1,GOT1:SEY1,ERV29,GOT1,GOT1,SEY1,0.0
ERV29:GOT1,GOT1:RBD2,ERV29,GOT1,GOT1,RBD2,0.0
ERV29:GOT1,ERV29:KRE27,ERV29,GOT1,ERV29,KRE27,0.0
ERV29:GOT1,ERP1:ERV29,ERV29,GOT1,ERP1,ERV29,0.0
ERV29:GOT1,EMP47:ERV29,ERV29,GOT1,EMP47,ERV29,0.0
ERV29:GOT1,ERV29:NDC1,ERV29,GOT1,ERV29,NDC1,0.0
ERV29:GOT1,AKR1:GOT1,ERV29,GOT1,AKR1,GOT1,0.0
ERV29:GOT1,ERV29:PIS1,ERV29,GOT1,ERV29,PIS1,0.0
ERV29:GOT1,ERP1:GOT1,ERV29,GOT1,ERP1,GOT1,0.0
ERV29:GOT1,ERV29:YKL088W,ERV29,GOT1,ERV29,YKL088W,0.0
ERV29:GOT1,ERV29:MSC7,ERV29,GOT1,ERV29,MSC7,0.0
ERV29:GOT1,ERV29:SEC61,ERV29,GOT1,ERV29,SEC61,0.0
ERV29:GOT1,ARF1:ERV29,ERV29,GOT1,ARF1,ERV29,0.0
FTH1:ATG27,FTH1:VMA7,FTH1,ATG27,FTH1,VMA7,0.0
FTH1:ATG27,CTR2:ATG27,FTH1,ATG27,CTR2,ATG27,0.0
FTH1:ATG27,FTH1:VAC8,FTH1,ATG27,FTH1,VAC8,0.0
FTH1:ATG27,ATG27:RBD2,FTH1,ATG27,ATG27,RBD2,0.0
FTH1:ATG27,FTH1:MRL1,FTH1,ATG27,FTH1,MRL1,0.0
FTH1:ATG27,FTH1:EMP47,FTH1,ATG27,FTH1,EMP47,0.0
FTH1:ATG27,ATG27:COT1,FTH1,ATG27,ATG27,COT1,0.0
FTH1:ATG27,FTH1:FET5,FTH1,ATG27,FTH1,FET5,0.0
FTH1:ATG27,AKR1:ATG27,FTH1,ATG27,AKR1,ATG27,0.0
FTH1:ATG27,FTH1:DOP1,FTH1,ATG27,FTH1,DOP1,0.0
FTH1:ATG27,EMP47:ATG27,FTH1,ATG27,EMP47,ATG27,0.0
FTH1:ATG27,FTH1:PMC1,FTH1,ATG27,FTH1,PMC1,0.0
FTH1:ATG27,FTH1:YDR352W,FTH1,ATG27,FTH1,YDR352W,0.0
FTH1:ATG27,FTH1:VPS35,FTH1,ATG27,FTH1,VPS35,0.0
FTH1:ATG27,FTH1:YDL199C,FTH1,ATG27,FTH1,YDL199C,0.0
FTH1:ATG27,FTH1:DNF1,FTH1,ATG27,FTH1,DNF1,0.0
FTH1:ATG27,PEP1:FTH1,FTH1,ATG27,PEP1,FTH1,0.0
FTH1:ATG27,FTH1:YBT1,FTH1,ATG27,FTH1,YBT1,0.0
FTH1:ATG27,FTH1:YML018C,FTH1,ATG27,FTH1,YML018C,0.0
FTH1:ATG27,FTH1:HXT1,FTH1,ATG27,FTH1,HXT1,0.0
FTH1:ATG27,FTH1:VMA8,FTH1,ATG27,FTH1,VMA8,0.0
FTH1:ATG27,PMC1:ATG27,FTH1,ATG27,PMC1,ATG27,0.0
FTH1:ATG27,FTH1:MEH1,FTH1,ATG27,FTH1,MEH1,0.0
FTH1:ATG27,ATG27:SNX3,FTH1,ATG27,ATG27,SNX3,0.0
FTH1:ATG27,FTH1:GTR2,FTH1,ATG27,FTH1,GTR2,0.0
FTH1:ATG27,FTH1:SNA4,FTH1,ATG27,FTH1,SNA4,0.0
FTH1:ATG27,ATG27:VPS17,FTH1,ATG27,ATG27,VPS17,0.0
FTH1:ATG27,PEP1:ATG27,FTH1,ATG27,PEP1,ATG27,0.0
FTH1:ATG27,ARF1:ATG27,FTH1,ATG27,ARF1,ATG27,0.0
FTH1:ATG27,FTH1:YMR221C,FTH1,ATG27,FTH1,YMR221C,0.0
FTH1:ATG27,ATG27:YML018C,FTH1,ATG27,ATG27,YML018C,0.0
FTH1:ATG27,FTH1:KEX1,FTH1,ATG27,FTH1,KEX1,0.0
FTH1:ATG27,ATG27:VPS68,FTH1,ATG27,ATG27,VPS68,0.0
FTH1:ATG27,FTH1:DPP1,FTH1,ATG27,FTH1,DPP1,0.0
FTH1:ATG27,SFT2:FTH1,FTH1,ATG27,SFT2,FTH1,0.0
FTH1:ATG27,FTH1:VMA13,FTH1,ATG27,FTH1,VMA13,0.0
FTH1:ATG27,ATG27:YMR221C,FTH1,ATG27,ATG27,YMR221C,0.0
FTH1:ATG27,FTH1:SYG1,FTH1,ATG27,FTH1,SYG1,0.0
FTH1:ATG27,YDR119W:ATG27,FTH1,ATG27,YDR119W,ATG27,0.0
FTH1:ATG27,ATG27:VPS16,FTH1,ATG27,ATG27,VPS16,0.0
FTH1:ATG27,FTH1:TVP15,FTH1,ATG27,FTH1,TVP15,0.0
FTH1:ATG27,ATG27:VPS5,FTH1,ATG27,ATG27,VPS5,0.0
FTH1:ATG27,FTH1:CTR2,FTH1,ATG27,FTH1,CTR2,0.0
FTH1:ATG27,SFT2:ATG27,FTH1,ATG27,SFT2,ATG27,0.0
FTH1:ATG27,FTH1:VPH1,FTH1,ATG27,FTH1,VPH1,0.0
FMP45:YLR326W,FMP45:PST2,FMP45,YLR326W,FMP45,PST2,0.0
FMP45:YLR326W,YBL029C-A:FMP45,FMP45,YLR326W,YBL029C-A,FMP45,0.0
FMP45:YLR326W,FMP45:HNM1,FMP45,YLR326W,FMP45,HNM1,0.0
FMP45:YLR326W,FTR1:YLR326W,FMP45,YLR326W,FTR1,YLR326W,0.0
FMP45:YLR326W,FMP45:WSC2,FMP45,YLR326W,FMP45,WSC2,0.0
FMP45:YLR326W,FMP45:MDG1,FMP45,YLR326W,FMP45,MDG1,0.0
FMP45:YLR326W,TPO1:YLR326W,FMP45,YLR326W,TPO1,YLR326W,0.0
FMP45:YLR326W,GPX2:FMP45,FMP45,YLR326W,GPX2,FMP45,0.0
FMP45:YLR326W,SFK1:YLR326W,FMP45,YLR326W,SFK1,YLR326W,0.0
FMP45:YLR326W,FLC2:FMP45,FMP45,YLR326W,FLC2,FMP45,0.0
FMP45:YLR326W,FMP45:FLC1,FMP45,YLR326W,FMP45,FLC1,0.0
FMP45:YLR326W,FMP45:ARF3,FMP45,YLR326W,FMP45,ARF3,0.0
FMP45:YLR326W,FMP45:VHT1,FMP45,YLR326W,FMP45,VHT1,0.0
FMP45:YLR326W,GPA2:YLR326W,FMP45,YLR326W,GPA2,YLR326W,0.0
FMP45:YLR326W,FMP45:FCY2,FMP45,YLR326W,FMP45,FCY2,0.0
FMP45:YLR326W,FMP45:HXT5,FMP45,YLR326W,FMP45,HXT5,0.0
FMP45:YLR326W,FMP45:HXT1,FMP45,YLR326W,FMP45,HXT1,0.0
FMP45:YLR326W,FMP45:HXT2,FMP45,YLR326W,FMP45,HXT2,0.0
FMP45:YLR326W,FMP45:YGL108C,FMP45,YLR326W,FMP45,YGL108C,0.0
FMP45:YLR326W,FMP45:PDR12,FMP45,YLR326W,FMP45,PDR12,0.0
FMP45:YLR326W,FMP45:SNQ2,FMP45,YLR326W,FMP45,SNQ2,0.0
FMP45:YLR326W,FMP45:MUP1,FMP45,YLR326W,FMP45,MUP1,0.0
FMP45:YLR326W,FMP45:TCB3,FMP45,YLR326W,FMP45,TCB3,0.0
