strain_id,A_MTX_5-FC.FMP45_MEP1,A_MTX_Fluconazole.FMP45_MEP1,A_MTX_Metformin.FMP45_MEP1,A_MTX_Trifluoperazine.FMP45_MEP1,A_MTX_noDrug.FMP45_MEP1,A_noMTX_5-FC.FMP45_MEP1,A_noMTX_Fluconazole.FMP45_MEP1,A_noMTX_Metformin.FMP45_MEP1,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_noDrug.FMP45_MEP1,B_MTX_5-FC.FMP45_MEP1,B_MTX_Fluconazole.FMP45_MEP1,B_MTX_Metformin.FMP45_MEP1,B_MTX_Trifluoperazine.FMP45_MEP1,B_MTX_noDrug.FMP45_MEP1,B_noMTX_5-FC.FMP45_MEP1,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Metformin.FMP45_MEP1,B_noMTX_Trifluoperazine.FMP45_MEP1,B_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.FMP45_MEP1
543,7.0,4.0,4.0,1.0,0.0,2.0,46.0,6.0,7.0,5.0,0.0,0.0,2.0,1.0,0.0,6.0,41.0,2.0,4.0,7.0,1.0
545,478.0,1134.0,32.0,85.0,56.0,101.0,220.0,63.0,118.0,90.0,255.0,978.0,52.0,134.0,145.0,147.0,223.0,63.0,35.0,74.0,31.0
546,2.0,11.0,0.0,11.0,3.0,541.0,883.0,647.0,1282.0,521.0,3.0,4.0,6.0,2.0,1.0,783.0,492.0,372.0,402.0,518.0,204.0
557,7.0,8.0,0.0,11.0,14.0,90.0,92.0,84.0,273.0,60.0,15.0,0.0,9.0,9.0,7.0,63.0,82.0,72.0,62.0,69.0,29.0
559,8.0,11.0,9.0,5.0,5.0,3.0,11.0,15.0,32.0,25.0,11.0,10.0,16.0,6.0,9.0,5.0,4.0,10.0,13.0,5.0,1.0
564,632.0,107.0,62.0,147.0,47.0,45.0,25.0,42.0,166.0,39.0,123.0,53.0,101.0,143.0,75.0,52.0,8.0,24.0,53.0,36.0,29.0
567,595.0,59.0,420.0,107.0,57.0,297.0,569.0,423.0,677.0,450.0,569.0,173.0,379.0,214.0,113.0,534.0,347.0,242.0,148.0,524.0,59.0
57,1.0,0.0,0.0,4.0,0.0,7.0,135.0,6.0,13.0,5.0,2.0,0.0,2.0,4.0,1.0,7.0,49.0,9.0,10.0,5.0,5.0
571,833.0,26.0,84.0,129.0,104.0,119.0,671.0,155.0,249.0,173.0,444.0,7.0,163.0,128.0,194.0,296.0,747.0,214.0,141.0,165.0,60.0
574,1.0,2.0,4.0,0.0,1.0,20.0,7.0,13.0,26.0,12.0,1.0,2.0,2.0,3.0,1.0,46.0,1.0,17.0,10.0,9.0,4.0
576,5.0,14.0,1.0,7.0,5.0,73.0,6.0,107.0,118.0,51.0,3.0,3.0,1.0,4.0,2.0,183.0,28.0,26.0,27.0,56.0,11.0
578,9757.0,15730.0,695.0,6761.0,2568.0,488.0,2971.0,613.0,1912.0,503.0,5515.0,11096.0,1393.0,7153.0,4828.0,1115.0,1895.0,665.0,622.0,653.0,416.0
58,2.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,41.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,18.0,20.0,4.0,4.0
581,2.0,6.0,1.0,3.0,0.0,116.0,172.0,91.0,119.0,122.0,2.0,1.0,2.0,0.0,0.0,101.0,61.0,50.0,52.0,89.0,12.0
586,23.0,16.0,5.0,31.0,20.0,75.0,84.0,62.0,277.0,57.0,14.0,6.0,13.0,7.0,8.0,94.0,65.0,65.0,51.0,78.0,16.0
588,9.0,4.0,1.0,4.0,4.0,14.0,1.0,9.0,71.0,10.0,9.0,1.0,4.0,9.0,1.0,14.0,4.0,9.0,18.0,8.0,5.0
589,13.0,58.0,8.0,5.0,4.0,172.0,207.0,231.0,378.0,485.0,2.0,38.0,7.0,0.0,2.0,360.0,498.0,304.0,282.0,621.0,67.0
590,16.0,8.0,2.0,11.0,5.0,23.0,9.0,25.0,65.0,26.0,8.0,5.0,7.0,4.0,2.0,21.0,9.0,27.0,30.0,28.0,3.0
596,10.0,0.0,1.0,2.0,5.0,165.0,171.0,137.0,1134.0,1327.0,3.0,1.0,3.0,4.0,1.0,423.0,214.0,174.0,310.0,972.0,203.0
598,803.0,218.0,211.0,132.0,73.0,203.0,401.0,181.0,536.0,200.0,350.0,218.0,203.0,302.0,94.0,308.0,177.0,125.0,187.0,148.0,96.0
599,3058.0,7.0,362.0,507.0,195.0,798.0,498.0,829.0,1777.0,405.0,1561.0,19.0,533.0,621.0,785.0,1532.0,388.0,378.0,396.0,547.0,286.0
599_ref1,40.0,2.0,32.0,9.0,1.0,61.0,17.0,112.0,153.0,113.0,8.0,4.0,34.0,12.0,0.0,114.0,5.0,32.0,40.0,124.0,356.0
599_ref2,32.0,0.0,13.0,178.0,0.0,47.0,5.0,31.0,117.0,63.0,50.0,0.0,7.0,2.0,8.0,63.0,11.0,24.0,23.0,108.0,341.0
6,4.0,2.0,2.0,9.0,2.0,29.0,104.0,35.0,108.0,83.0,4.0,2.0,2.0,11.0,2.0,112.0,235.0,82.0,21.0,92.0,13.0
60,445.0,0.0,138.0,124.0,18.0,320.0,1138.0,293.0,801.0,183.0,149.0,1.0,147.0,109.0,23.0,534.0,602.0,408.0,124.0,154.0,74.0
61,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
611,4.0,27.0,1.0,3.0,4.0,355.0,288.0,722.0,908.0,169.0,1.0,2.0,7.0,5.0,3.0,706.0,1469.0,601.0,187.0,229.0,179.0
616,172.0,18.0,63.0,78.0,32.0,109.0,327.0,129.0,206.0,202.0,71.0,23.0,75.0,65.0,42.0,166.0,32.0,136.0,90.0,239.0,28.0
619,10.0,2.0,2.0,2.0,7.0,11.0,3.0,4.0,30.0,3.0,7.0,0.0,4.0,1.0,0.0,7.0,2.0,8.0,10.0,3.0,6.0
622,9.0,3.0,5.0,10.0,10.0,24.0,6.0,33.0,119.0,58.0,8.0,0.0,3.0,6.0,6.0,49.0,7.0,17.0,42.0,71.0,22.0
627,3.0,2.0,4.0,2.0,8.0,15.0,10.0,10.0,35.0,22.0,5.0,0.0,12.0,6.0,2.0,24.0,8.0,21.0,19.0,47.0,11.0
631,132.0,15.0,557.0,30.0,18.0,820.0,197.0,1083.0,1706.0,883.0,122.0,99.0,644.0,26.0,33.0,2147.0,44.0,521.0,861.0,1307.0,142.0
632,145.0,80.0,70.0,195.0,90.0,64.0,33.0,125.0,265.0,80.0,87.0,23.0,132.0,184.0,79.0,88.0,58.0,98.0,87.0,91.0,19.0
636,23.0,2.0,7.0,6.0,1.0,975.0,25.0,790.0,1317.0,347.0,12.0,1.0,11.0,8.0,4.0,1486.0,43.0,380.0,301.0,317.0,122.0
638,47.0,1.0,1.0,3.0,1.0,1.0,7.0,2.0,9.0,11.0,1.0,2.0,9.0,3.0,1.0,5.0,2.0,1.0,3.0,6.0,5.0
639,61.0,35.0,71.0,75.0,17.0,44.0,13.0,26.0,31.0,19.0,48.0,15.0,87.0,64.0,15.0,80.0,19.0,18.0,22.0,21.0,6.0
64,169.0,11.0,31.0,67.0,6.0,68.0,1069.0,102.0,407.0,58.0,90.0,3.0,38.0,28.0,31.0,163.0,97.0,71.0,82.0,111.0,64.0
640,138.0,17.0,39.0,15.0,13.0,103.0,6.0,143.0,179.0,177.0,89.0,0.0,29.0,44.0,24.0,194.0,39.0,85.0,56.0,134.0,43.0
642,991.0,103.0,259.0,709.0,323.0,166.0,575.0,250.0,358.0,201.0,1436.0,15.0,345.0,449.0,934.0,257.0,417.0,164.0,136.0,177.0,40.0
648,780.0,935.0,30.0,70.0,27.0,65.0,23.0,53.0,86.0,151.0,1024.0,521.0,49.0,53.0,71.0,158.0,75.0,39.0,99.0,150.0,35.0
649,1794.0,24.0,901.0,1057.0,307.0,606.0,58.0,400.0,1198.0,416.0,2087.0,12.0,940.0,725.0,590.0,501.0,100.0,330.0,226.0,382.0,97.0
65,8.0,5.0,0.0,15.0,4.0,7.0,5.0,6.0,9.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0,25.0,15.0,6.0,1.0,2.0
651,227.0,0.0,77.0,81.0,23.0,112.0,232.0,119.0,194.0,181.0,43.0,7.0,70.0,76.0,78.0,135.0,89.0,115.0,103.0,105.0,71.0
652,511.0,29.0,154.0,69.0,124.0,108.0,107.0,122.0,445.0,131.0,446.0,34.0,235.0,100.0,63.0,245.0,139.0,123.0,143.0,179.0,226.0
653,359.0,400.0,23.0,59.0,29.0,38.0,402.0,81.0,279.0,78.0,162.0,354.0,43.0,92.0,52.0,112.0,194.0,98.0,80.0,86.0,82.0
657,542.0,700.0,246.0,228.0,127.0,169.0,37.0,292.0,934.0,278.0,349.0,389.0,182.0,229.0,309.0,331.0,628.0,268.0,251.0,331.0,80.0
658,311.0,20.0,33.0,39.0,47.0,34.0,2.0,20.0,23.0,164.0,459.0,3.0,22.0,71.0,70.0,35.0,3.0,21.0,9.0,118.0,6.0
66,2.0,3.0,3.0,2.0,0.0,21.0,7.0,22.0,61.0,19.0,1.0,1.0,1.0,0.0,0.0,11.0,10.0,32.0,26.0,26.0,29.0
660,397.0,15.0,32.0,35.0,34.0,37.0,101.0,31.0,55.0,149.0,358.0,11.0,31.0,16.0,78.0,20.0,101.0,48.0,53.0,110.0,18.0
666,2796.0,3657.0,75.0,303.0,250.0,231.0,634.0,311.0,514.0,240.0,1167.0,2435.0,138.0,497.0,385.0,411.0,896.0,361.0,138.0,182.0,191.0
667,100.0,55.0,175.0,61.0,16.0,189.0,13.0,129.0,435.0,120.0,32.0,17.0,177.0,88.0,26.0,177.0,6.0,89.0,101.0,153.0,50.0
668,67.0,17.0,1.0,25.0,25.0,7.0,17.0,11.0,86.0,11.0,17.0,13.0,12.0,24.0,5.0,14.0,33.0,9.0,20.0,13.0,17.0
673,11114.0,618.0,5932.0,3345.0,1970.0,8185.0,841.0,9990.0,24710.0,9549.0,9371.0,162.0,6513.0,3618.0,2904.0,12619.0,2469.0,5595.0,7952.0,12574.0,4454.0
674,584.0,2366.0,809.0,1374.0,343.0,579.0,241.0,623.0,1304.0,499.0,642.0,5091.0,663.0,1601.0,1568.0,715.0,369.0,410.0,463.0,725.0,211.0
676,4060.0,493.0,906.0,969.0,659.0,701.0,1427.0,986.0,2375.0,723.0,2569.0,203.0,1446.0,1201.0,530.0,1996.0,990.0,502.0,1067.0,1110.0,408.0
677,1.0,2.0,0.0,0.0,6.0,11.0,5.0,29.0,40.0,15.0,0.0,0.0,0.0,0.0,2.0,7.0,34.0,16.0,23.0,17.0,10.0
683,0.0,5.0,2.0,6.0,1.0,11.0,0.0,13.0,81.0,9.0,2.0,4.0,1.0,3.0,0.0,31.0,5.0,15.0,14.0,19.0,17.0
685,13.0,9.0,2.0,3.0,2.0,46.0,21.0,119.0,160.0,92.0,6.0,1.0,4.0,6.0,1.0,143.0,74.0,81.0,53.0,112.0,57.0
689,2641.0,3069.0,621.0,839.0,989.0,254.0,30.0,338.0,230.0,124.0,1719.0,1310.0,563.0,1791.0,992.0,385.0,57.0,95.0,49.0,104.0,30.0
690,473.0,210.0,207.0,76.0,90.0,88.0,57.0,93.0,67.0,88.0,434.0,344.0,526.0,185.0,73.0,61.0,233.0,207.0,36.0,44.0,15.0
692,3.0,7.0,2.0,1.0,1.0,132.0,628.0,327.0,247.0,117.0,2.0,0.0,4.0,1.0,1.0,244.0,707.0,308.0,104.0,88.0,85.0
693,23.0,18.0,7.0,128.0,15.0,72.0,3.0,115.0,134.0,98.0,16.0,4.0,17.0,33.0,12.0,71.0,4.0,71.0,61.0,56.0,33.0
695,148.0,3.0,187.0,103.0,30.0,203.0,274.0,529.0,466.0,186.0,125.0,4.0,179.0,82.0,31.0,279.0,16.0,196.0,103.0,162.0,47.0
697,7.0,0.0,1.0,5.0,3.0,92.0,63.0,205.0,239.0,102.0,3.0,2.0,4.0,5.0,1.0,112.0,57.0,165.0,93.0,91.0,28.0
7,29.0,4.0,15.0,3.0,3.0,21.0,4.0,23.0,33.0,13.0,10.0,0.0,29.0,10.0,5.0,10.0,33.0,11.0,33.0,16.0,7.0
701,2.0,28.0,5.0,9.0,3.0,97.0,53.0,124.0,252.0,125.0,6.0,6.0,15.0,20.0,4.0,119.0,72.0,68.0,86.0,148.0,30.0
702,7.0,34.0,8.0,13.0,7.0,538.0,497.0,954.0,1957.0,520.0,3.0,33.0,14.0,13.0,5.0,1051.0,396.0,543.0,421.0,693.0,300.0
703,68.0,2.0,136.0,189.0,136.0,77.0,1.0,61.0,377.0,84.0,73.0,16.0,160.0,269.0,197.0,150.0,0.0,18.0,32.0,54.0,17.0
705,3.0,0.0,0.0,1.0,0.0,162.0,258.0,480.0,636.0,320.0,1.0,1.0,0.0,0.0,0.0,389.0,168.0,201.0,156.0,287.0,89.0
709,101.0,40.0,62.0,26.0,18.0,34.0,53.0,115.0,184.0,77.0,23.0,2.0,80.0,58.0,21.0,62.0,9.0,19.0,58.0,74.0,28.0
711,3.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,12.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,11.0,2.0,0.0,1.0,6.0
713,1213.0,1.0,161.0,405.0,212.0,54.0,210.0,122.0,226.0,149.0,776.0,1.0,238.0,564.0,358.0,102.0,111.0,106.0,68.0,86.0,107.0
715,1.0,3.0,2.0,0.0,1.0,19.0,99.0,38.0,75.0,21.0,4.0,6.0,2.0,0.0,0.0,35.0,94.0,55.0,11.0,21.0,44.0
717,2258.0,298.0,485.0,1387.0,730.0,221.0,28.0,179.0,686.0,145.0,1393.0,64.0,654.0,1419.0,1352.0,352.0,166.0,146.0,139.0,161.0,225.0
721,15.0,2.0,5.0,37.0,4.0,94.0,242.0,76.0,134.0,170.0,5.0,1.0,7.0,11.0,3.0,111.0,251.0,172.0,85.0,86.0,33.0
724,15.0,3.0,4.0,42.0,3.0,15.0,3.0,16.0,83.0,4.0,8.0,2.0,4.0,10.0,4.0,11.0,5.0,13.0,23.0,17.0,3.0
727,7582.0,60.0,2478.0,4647.0,2292.0,794.0,121.0,1854.0,2264.0,883.0,4364.0,485.0,3604.0,4745.0,5231.0,1595.0,204.0,927.0,583.0,1324.0,368.0
729,3624.0,2622.0,618.0,3780.0,1026.0,460.0,531.0,757.0,1360.0,547.0,2140.0,591.0,823.0,3664.0,2144.0,763.0,649.0,426.0,351.0,575.0,250.0
731,46.0,8.0,60.0,28.0,59.0,1265.0,446.0,4056.0,5292.0,1848.0,46.0,4.0,93.0,133.0,7.0,1850.0,516.0,2153.0,1667.0,1740.0,951.0
732,5.0,6.0,10.0,10.0,5.0,155.0,206.0,319.0,545.0,165.0,8.0,3.0,13.0,6.0,2.0,249.0,146.0,150.0,141.0,240.0,47.0
734,2525.0,11.0,48.0,382.0,457.0,85.0,1.0,518.0,304.0,612.0,1662.0,4.0,62.0,485.0,1032.0,403.0,30.0,198.0,301.0,474.0,114.0
735,2.0,1.0,1.0,1.0,2.0,57.0,5.0,124.0,178.0,69.0,4.0,2.0,8.0,7.0,1.0,70.0,16.0,85.0,60.0,72.0,16.0
738,14.0,108.0,18.0,4.0,7.0,16.0,374.0,58.0,32.0,29.0,11.0,23.0,23.0,7.0,2.0,25.0,264.0,58.0,27.0,21.0,7.0
739,52.0,3.0,125.0,81.0,39.0,268.0,267.0,519.0,1301.0,436.0,41.0,2.0,100.0,139.0,10.0,654.0,174.0,294.0,426.0,390.0,459.0
740,16.0,1.0,5.0,5.0,16.0,13.0,10.0,18.0,92.0,13.0,10.0,0.0,13.0,38.0,8.0,12.0,22.0,31.0,40.0,21.0,2.0
741,52.0,6.0,18.0,183.0,40.0,9.0,16.0,17.0,62.0,13.0,43.0,5.0,28.0,39.0,23.0,6.0,13.0,13.0,14.0,11.0,2.0
742,62.0,3.0,15.0,224.0,28.0,381.0,3544.0,839.0,2147.0,494.0,36.0,12.0,26.0,46.0,27.0,708.0,2683.0,997.0,584.0,565.0,271.0
748,31.0,14.0,13.0,8.0,8.0,74.0,20.0,79.0,243.0,53.0,8.0,3.0,5.0,2.0,6.0,126.0,28.0,62.0,97.0,76.0,93.0
749,5.0,1.0,5.0,2.0,2.0,48.0,5.0,47.0,64.0,120.0,4.0,1.0,2.0,1.0,3.0,31.0,1.0,28.0,38.0,78.0,13.0
754,10.0,3.0,8.0,3.0,3.0,33.0,8.0,49.0,92.0,67.0,6.0,5.0,24.0,4.0,1.0,35.0,36.0,34.0,24.0,37.0,18.0
755,6.0,0.0,1.0,2.0,2.0,27.0,95.0,43.0,16.0,43.0,2.0,2.0,5.0,4.0,2.0,43.0,16.0,18.0,19.0,39.0,20.0
756,4629.0,216.0,928.0,1826.0,1197.0,563.0,162.0,812.0,1507.0,632.0,2095.0,300.0,996.0,2344.0,2018.0,751.0,488.0,896.0,1113.0,1045.0,635.0
760,2734.0,1823.0,1986.0,1526.0,845.0,524.0,366.0,764.0,862.0,613.0,2107.0,4562.0,1615.0,1624.0,2098.0,1207.0,69.0,457.0,303.0,545.0,96.0
77,164.0,5.0,30.0,10.0,2.0,75.0,25.0,102.0,51.0,122.0,20.0,15.0,21.0,27.0,6.0,67.0,137.0,83.0,36.0,109.0,12.0
772,158.0,99.0,19.0,93.0,20.0,24.0,16.0,29.0,95.0,105.0,59.0,71.0,61.0,18.0,59.0,57.0,14.0,41.0,44.0,93.0,14.0
775,6.0,8.0,5.0,5.0,3.0,312.0,83.0,258.0,1069.0,231.0,2.0,14.0,15.0,10.0,2.0,536.0,58.0,146.0,228.0,306.0,190.0
778,278.0,16.0,68.0,53.0,22.0,186.0,41.0,242.0,405.0,183.0,217.0,0.0,57.0,45.0,30.0,297.0,18.0,160.0,157.0,225.0,48.0
78,2.0,0.0,1.0,0.0,1.0,20.0,1.0,83.0,53.0,105.0,1.0,0.0,2.0,0.0,0.0,45.0,1.0,69.0,39.0,101.0,5.0
782,4.0,1.0,0.0,1.0,1.0,22.0,78.0,51.0,76.0,94.0,2.0,2.0,0.0,4.0,0.0,78.0,10.0,19.0,40.0,92.0,23.0
783,592.0,531.0,132.0,66.0,70.0,179.0,77.0,202.0,306.0,210.0,926.0,351.0,212.0,213.0,92.0,364.0,351.0,125.0,136.0,187.0,61.0
784,7.0,42.0,3.0,6.0,2.0,108.0,195.0,166.0,59.0,170.0,8.0,35.0,3.0,8.0,1.0,184.0,18.0,54.0,28.0,78.0,14.0
789,3.0,2.0,3.0,1.0,0.0,65.0,66.0,101.0,147.0,71.0,4.0,3.0,5.0,5.0,0.0,74.0,15.0,77.0,71.0,76.0,81.0
790,44.0,33.0,11.0,76.0,19.0,62.0,534.0,154.0,233.0,100.0,21.0,4.0,24.0,39.0,8.0,178.0,397.0,122.0,97.0,96.0,114.0
791,63.0,43.0,10.0,396.0,31.0,12.0,24.0,22.0,60.0,20.0,20.0,13.0,9.0,45.0,26.0,58.0,28.0,12.0,20.0,34.0,34.0
795,73.0,78.0,118.0,89.0,71.0,1536.0,809.0,2432.0,3889.0,1760.0,86.0,6.0,148.0,179.0,17.0,2508.0,1194.0,1668.0,1168.0,1901.0,359.0
796,9.0,18.0,4.0,1.0,3.0,114.0,321.0,187.0,621.0,321.0,3.0,32.0,10.0,4.0,4.0,229.0,204.0,138.0,229.0,351.0,80.0
797,6.0,15.0,5.0,16.0,3.0,13.0,9.0,22.0,89.0,42.0,11.0,2.0,11.0,1.0,6.0,37.0,7.0,11.0,26.0,30.0,11.0
798,10.0,9.0,11.0,11.0,5.0,323.0,28.0,269.0,536.0,1365.0,3.0,5.0,13.0,8.0,2.0,499.0,247.0,323.0,405.0,1401.0,100.0
800,1.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,22.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,9.0,3.0,1.0
801,136.0,169.0,5.0,27.0,9.0,4.0,57.0,13.0,62.0,21.0,81.0,91.0,6.0,33.0,33.0,16.0,48.0,18.0,57.0,36.0,105.0
803,1.0,1.0,0.0,1.0,0.0,51.0,5.0,52.0,150.0,73.0,1.0,0.0,2.0,1.0,1.0,249.0,37.0,61.0,38.0,40.0,27.0
804,535.0,796.0,340.0,92.0,14.0,130.0,72.0,245.0,326.0,252.0,115.0,624.0,474.0,137.0,87.0,276.0,113.0,120.0,84.0,148.0,38.0
805,87.0,135.0,102.0,59.0,17.0,116.0,184.0,153.0,183.0,95.0,79.0,78.0,178.0,86.0,13.0,175.0,264.0,121.0,58.0,62.0,29.0
807,0.0,0.0,1.0,0.0,0.0,8.0,11.0,5.0,11.0,7.0,1.0,0.0,2.0,3.0,0.0,3.0,8.0,11.0,6.0,5.0,3.0
808,19.0,11.0,11.0,10.0,11.0,38.0,6.0,45.0,121.0,37.0,9.0,0.0,5.0,13.0,3.0,45.0,31.0,18.0,38.0,24.0,14.0
809,756.0,68.0,270.0,199.0,125.0,304.0,331.0,543.0,1377.0,432.0,587.0,29.0,259.0,201.0,134.0,556.0,280.0,296.0,339.0,567.0,129.0
81,331.0,98.0,44.0,84.0,38.0,87.0,3.0,110.0,42.0,483.0,412.0,103.0,49.0,72.0,125.0,131.0,26.0,82.0,35.0,174.0,46.0
811,165.0,421.0,8.0,39.0,17.0,16.0,17.0,16.0,58.0,25.0,115.0,353.0,15.0,74.0,45.0,21.0,17.0,30.0,37.0,22.0,12.0
812,1.0,3.0,1.0,2.0,4.0,10.0,3.0,15.0,33.0,19.0,6.0,17.0,9.0,4.0,1.0,14.0,15.0,16.0,16.0,30.0,2.0
813,108.0,114.0,42.0,547.0,92.0,124.0,231.0,88.0,344.0,88.0,112.0,32.0,163.0,278.0,137.0,90.0,498.0,213.0,104.0,103.0,31.0
819,15.0,1.0,10.0,14.0,11.0,788.0,25.0,350.0,724.0,423.0,8.0,3.0,17.0,11.0,4.0,879.0,32.0,318.0,233.0,368.0,102.0
821,3.0,2.0,0.0,0.0,2.0,51.0,36.0,40.0,110.0,71.0,3.0,0.0,2.0,0.0,0.0,76.0,18.0,47.0,42.0,66.0,21.0
823,44.0,36.0,20.0,106.0,16.0,40.0,49.0,40.0,130.0,54.0,24.0,4.0,25.0,48.0,24.0,37.0,18.0,35.0,46.0,41.0,18.0
830,2.0,4.0,3.0,1.0,0.0,5.0,5.0,3.0,13.0,7.0,0.0,4.0,4.0,1.0,0.0,3.0,9.0,5.0,5.0,2.0,4.0
833,697.0,778.0,65.0,127.0,218.0,34.0,139.0,33.0,67.0,84.0,448.0,512.0,137.0,349.0,310.0,33.0,215.0,72.0,39.0,41.0,19.0
835,64.0,26.0,26.0,12.0,7.0,21.0,2.0,32.0,37.0,27.0,15.0,12.0,57.0,49.0,4.0,31.0,8.0,31.0,10.0,8.0,22.0
837,242.0,3.0,76.0,180.0,110.0,185.0,228.0,559.0,414.0,298.0,192.0,1.0,122.0,209.0,92.0,330.0,123.0,174.0,235.0,432.0,68.0
838,74433.0,3886.0,21461.0,94970.0,25789.0,10382.0,1839.0,9472.0,17728.0,7940.0,69714.0,399.0,26327.0,129948.0,54183.0,10741.0,5950.0,7300.0,4878.0,7145.0,3170.0
839,33.0,2.0,14.0,53.0,5.0,601.0,245.0,321.0,438.0,232.0,20.0,0.0,12.0,16.0,11.0,835.0,159.0,207.0,86.0,163.0,70.0
841,69.0,442.0,35.0,28.0,15.0,16.0,16.0,15.0,67.0,47.0,131.0,454.0,53.0,53.0,22.0,20.0,38.0,24.0,50.0,49.0,61.0
842,1974.0,16356.0,1128.0,4177.0,3756.0,228.0,533.0,307.0,719.0,247.0,760.0,9680.0,1481.0,4227.0,8338.0,390.0,184.0,169.0,201.0,296.0,319.0
843,10.0,135.0,18.0,57.0,7.0,425.0,158.0,535.0,1265.0,1572.0,14.0,331.0,39.0,28.0,11.0,745.0,739.0,469.0,912.0,1840.0,502.0
848,23.0,78.0,10.0,1.0,2.0,13.0,5.0,46.0,54.0,77.0,45.0,24.0,1.0,8.0,6.0,32.0,165.0,49.0,20.0,41.0,11.0
850,16.0,55.0,7.0,18.0,9.0,445.0,1261.0,453.0,1592.0,344.0,6.0,56.0,12.0,14.0,6.0,703.0,844.0,430.0,530.0,425.0,171.0
853,7586.0,4255.0,1525.0,2069.0,745.0,2588.0,3055.0,2767.0,8262.0,1595.0,5073.0,534.0,2167.0,2921.0,1140.0,4986.0,6804.0,2893.0,1708.0,2307.0,3324.0
854,7.0,23.0,6.0,3.0,0.0,118.0,2198.0,238.0,281.0,238.0,1.0,10.0,4.0,1.0,0.0,244.0,2288.0,714.0,59.0,131.0,111.0
857,6.0,193.0,17.0,11.0,6.0,2667.0,167.0,3244.0,5874.0,5994.0,22.0,25.0,29.0,293.0,3.0,1715.0,292.0,3423.0,3147.0,4551.0,916.0
859,80.0,48.0,29.0,73.0,71.0,98.0,6.0,60.0,221.0,74.0,181.0,4.0,38.0,56.0,12.0,107.0,11.0,54.0,51.0,110.0,32.0
860,61.0,36.0,5.0,278.0,32.0,28.0,53.0,37.0,136.0,34.0,23.0,10.0,22.0,49.0,40.0,28.0,72.0,48.0,53.0,32.0,12.0
862,75.0,7.0,32.0,251.0,33.0,39.0,16.0,55.0,282.0,27.0,27.0,14.0,43.0,74.0,22.0,41.0,29.0,29.0,68.0,35.0,24.0
868,23.0,6.0,29.0,9.0,0.0,54.0,6.0,142.0,237.0,350.0,25.0,0.0,34.0,8.0,1.0,88.0,9.0,82.0,105.0,241.0,54.0
869,119.0,0.0,68.0,38.0,11.0,56.0,53.0,88.0,182.0,66.0,84.0,0.0,61.0,41.0,52.0,146.0,50.0,41.0,69.0,74.0,10.0
87,6.0,60.0,13.0,15.0,9.0,15.0,3.0,17.0,29.0,28.0,1.0,6.0,6.0,12.0,4.0,7.0,0.0,11.0,32.0,3.0,8.0
870,35.0,13.0,0.0,5.0,2.0,2.0,0.0,2.0,12.0,24.0,2.0,3.0,4.0,0.0,1.0,6.0,4.0,4.0,4.0,15.0,2.0
871,1.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,13.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,7.0,6.0,2.0,1.0,0.0
879,1.0,1.0,0.0,0.0,3.0,22.0,16.0,38.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,8.0,20.0,30.0,6.0
880,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0
882,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,1.0
887,3.0,1.0,2.0,0.0,0.0,19.0,1.0,17.0,48.0,42.0,0.0,0.0,1.0,0.0,0.0,23.0,5.0,14.0,43.0,55.0,16.0
888,797.0,172.0,275.0,202.0,75.0,955.0,539.0,718.0,1724.0,489.0,515.0,152.0,442.0,362.0,122.0,1932.0,575.0,390.0,470.0,623.0,421.0
89,1749.0,645.0,39.0,1015.0,359.0,63.0,328.0,99.0,145.0,298.0,1481.0,279.0,63.0,835.0,1021.0,264.0,629.0,171.0,168.0,407.0,106.0
892,1.0,1.0,0.0,0.0,1.0,162.0,336.0,282.0,325.0,182.0,0.0,7.0,2.0,0.0,0.0,262.0,113.0,93.0,79.0,180.0,25.0
897,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,3.0,2.0,1.0,3.0
904,2.0,1.0,0.0,3.0,1.0,30.0,120.0,40.0,69.0,24.0,1.0,3.0,1.0,0.0,0.0,49.0,3.0,39.0,20.0,32.0,8.0
