strain_id,A_MTX_5-FC.HUG1_ADE17,A_MTX_Fluconazole.HUG1_ADE17,A_MTX_Metformin.HUG1_ADE17,A_MTX_Trifluoperazine.HUG1_ADE17,A_MTX_noDrug.HUG1_ADE17,A_noMTX_5-FC.HUG1_ADE17,A_noMTX_Fluconazole.HUG1_ADE17,A_noMTX_Metformin.HUG1_ADE17,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_noDrug.HUG1_ADE17,B_MTX_5-FC.HUG1_ADE17,B_MTX_Fluconazole.HUG1_ADE17,B_MTX_Metformin.HUG1_ADE17,B_MTX_Trifluoperazine.HUG1_ADE17,B_MTX_noDrug.HUG1_ADE17,B_noMTX_5-FC.HUG1_ADE17,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Metformin.HUG1_ADE17,B_noMTX_Trifluoperazine.HUG1_ADE17,B_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.HUG1_ADE17
541,5.0,4.0,3.0,6.0,7.0,188.0,10.0,143.0,73.0,51.0,106.0,39.0,18.0,20.0,19.0,115.0,6.0,247.0,53.0,165.0,19.0
543,7.0,0.0,2.0,9.0,6.0,41.0,80.0,24.0,13.0,9.0,57.0,117.0,66.0,12.0,9.0,17.0,208.0,99.0,8.0,73.0,88.0
545,2180.0,10228.0,165.0,1986.0,3885.0,113.0,3161.0,116.0,80.0,42.0,10693.0,63317.0,1440.0,16102.0,8172.0,117.0,124.0,575.0,43.0,234.0,36.0
546,2.0,1.0,2.0,6.0,2.0,332.0,63.0,360.0,358.0,63.0,7.0,4.0,49.0,11.0,10.0,246.0,20.0,893.0,278.0,305.0,63.0
557,7.0,1.0,5.0,3.0,3.0,410.0,11.0,889.0,950.0,140.0,13.0,1.0,55.0,6.0,7.0,436.0,11.0,2755.0,750.0,895.0,48.0
559,2.0,5.0,2.0,2.0,6.0,7.0,3.0,8.0,6.0,1.0,7.0,51.0,13.0,15.0,14.0,1.0,4.0,13.0,9.0,13.0,4.0
564,53.0,23.0,21.0,16.0,8.0,34.0,12.0,69.0,21.0,17.0,162.0,34.0,28.0,51.0,9.0,53.0,22.0,139.0,22.0,71.0,11.0
567,12.0,3.0,37.0,25.0,1.0,46.0,10.0,45.0,22.0,25.0,13.0,10.0,39.0,26.0,17.0,21.0,30.0,38.0,12.0,67.0,8.0
57,0.0,0.0,5.0,1.0,1.0,12.0,10.0,10.0,7.0,2.0,1.0,0.0,2.0,3.0,3.0,10.0,9.0,2.0,7.0,9.0,5.0
571,440.0,46.0,198.0,957.0,1208.0,451.0,88.0,329.0,301.0,104.0,1058.0,32.0,875.0,1711.0,1121.0,263.0,14.0,930.0,262.0,478.0,101.0
574,0.0,0.0,4.0,0.0,1.0,135.0,4.0,75.0,26.0,59.0,3.0,0.0,5.0,5.0,5.0,61.0,6.0,145.0,14.0,55.0,16.0
576,3.0,7.0,1.0,4.0,1.0,192.0,12.0,100.0,45.0,55.0,7.0,82.0,10.0,25.0,1.0,158.0,12.0,200.0,25.0,150.0,31.0
578,96.0,312.0,52.0,82.0,127.0,269.0,1281.0,118.0,220.0,49.0,127.0,881.0,111.0,547.0,139.0,245.0,154.0,330.0,146.0,233.0,63.0
58,3.0,0.0,1.0,0.0,2.0,23.0,841.0,114.0,51.0,7.0,0.0,0.0,7.0,5.0,0.0,17.0,39.0,72.0,38.0,20.0,68.0
581,1.0,2.0,1.0,32.0,1.0,102.0,20.0,41.0,57.0,49.0,1.0,8.0,4.0,1.0,1.0,36.0,12.0,160.0,27.0,90.0,28.0
586,42.0,14.0,12.0,14.0,22.0,1236.0,75.0,1366.0,544.0,352.0,180.0,16.0,43.0,24.0,29.0,959.0,34.0,2697.0,337.0,1610.0,180.0
588,3.0,0.0,8.0,7.0,1.0,12.0,12.0,26.0,13.0,7.0,6.0,0.0,25.0,7.0,5.0,9.0,4.0,27.0,15.0,20.0,3.0
589,15.0,14.0,3.0,2.0,3.0,769.0,8350.0,638.0,254.0,417.0,12.0,38.0,12.0,12.0,5.0,598.0,544.0,1156.0,202.0,1146.0,159.0
590,4.0,4.0,2.0,1.0,12.0,210.0,13.0,769.0,176.0,128.0,11.0,8.0,18.0,6.0,6.0,183.0,254.0,1080.0,84.0,287.0,59.0
596,1.0,0.0,0.0,11.0,1.0,11.0,28.0,20.0,15.0,12.0,4.0,0.0,5.0,9.0,2.0,9.0,31.0,57.0,14.0,59.0,4.0
598,1901.0,7906.0,114.0,1557.0,3470.0,90.0,3594.0,122.0,59.0,13.0,9571.0,58423.0,625.0,13920.0,8977.0,32.0,28.0,186.0,47.0,103.0,10.0
599,1149.0,4.0,742.0,226.0,74.0,2397.0,568.0,3129.0,1341.0,417.0,1118.0,5.0,4325.0,674.0,119.0,954.0,291.0,4354.0,935.0,1625.0,122.0
599_ref1,14.0,0.0,17.0,5.0,3.0,23.0,5.0,19.0,50.0,12.0,18.0,2.0,18.0,15.0,5.0,6.0,10.0,16.0,66.0,192.0,315.0
599_ref2,16.0,0.0,3.0,0.0,0.0,18.0,6.0,7.0,6.0,14.0,8.0,1.0,5.0,15.0,2.0,4.0,7.0,7.0,8.0,60.0,128.0
6,103.0,1.0,3.0,1.0,9.0,21.0,4026.0,18.0,7.0,6.0,3.0,4.0,9.0,4.0,0.0,15.0,587.0,220.0,9.0,34.0,18.0
60,44.0,0.0,32.0,16.0,19.0,296.0,13.0,97.0,73.0,24.0,88.0,1.0,72.0,62.0,454.0,104.0,26.0,253.0,114.0,148.0,28.0
61,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,5.0,2.0,3.0,0.0
611,15.0,19.0,0.0,1.0,0.0,665.0,62.0,810.0,225.0,150.0,7.0,39.0,11.0,19.0,2.0,392.0,43.0,1197.0,239.0,405.0,95.0
616,1143.0,6.0,81.0,7948.0,2196.0,235.0,80.0,210.0,149.0,79.0,1300.0,7.0,428.0,6536.0,3383.0,231.0,14.0,529.0,80.0,389.0,78.0
619,3.0,3.0,6.0,2.0,5.0,8.0,12.0,9.0,9.0,2.0,13.0,18.0,9.0,47.0,19.0,9.0,3.0,24.0,10.0,17.0,0.0
622,279.0,0.0,80.0,9.0,27.0,829.0,1951.0,956.0,310.0,344.0,24.0,0.0,410.0,1054.0,61.0,512.0,86.0,1513.0,189.0,1004.0,149.0
627,4.0,0.0,2.0,84.0,9.0,39.0,8.0,25.0,25.0,14.0,3.0,0.0,22.0,347.0,9.0,32.0,6.0,55.0,14.0,64.0,9.0
631,71.0,0.0,59.0,108.0,11.0,204.0,32.0,145.0,70.0,70.0,104.0,1.0,303.0,70.0,19.0,183.0,78.0,289.0,84.0,215.0,32.0
632,52.0,16.0,37.0,33.0,50.0,522.0,23.0,361.0,157.0,154.0,113.0,8.0,192.0,101.0,71.0,248.0,54.0,585.0,189.0,489.0,69.0
636,3.0,2.0,3.0,8.0,0.0,40.0,13.0,25.0,19.0,12.0,8.0,0.0,46.0,14.0,4.0,17.0,16.0,54.0,19.0,36.0,1.0
638,17.0,0.0,66.0,264.0,21.0,176.0,2422.0,96.0,39.0,92.0,733.0,3.0,407.0,383.0,139.0,90.0,13.0,183.0,22.0,129.0,80.0
639,36.0,13.0,11.0,16.0,50.0,74.0,20.0,301.0,58.0,26.0,90.0,10.0,116.0,90.0,59.0,31.0,11.0,175.0,25.0,102.0,11.0
64,5.0,2.0,13.0,8.0,6.0,56.0,9.0,33.0,61.0,25.0,12.0,0.0,33.0,15.0,9.0,26.0,15.0,92.0,37.0,52.0,5.0
640,27.0,1.0,48.0,42.0,31.0,350.0,18.0,185.0,162.0,43.0,490.0,346.0,1305.0,353.0,478.0,130.0,14.0,1073.0,78.0,350.0,54.0
642,1270.0,73.0,129.0,429.0,852.0,463.0,33.0,186.0,166.0,101.0,1055.0,419.0,2433.0,1724.0,2782.0,174.0,69.0,763.0,183.0,357.0,94.0
648,21.0,16.0,6.0,7.0,22.0,17.0,9.0,13.0,5.0,7.0,63.0,28.0,6.0,8.0,12.0,5.0,11.0,14.0,5.0,14.0,1.0
649,3245.0,10.0,2143.0,2287.0,1711.0,1167.0,38.0,2379.0,581.0,275.0,5436.0,15.0,23824.0,8211.0,3422.0,728.0,91.0,2249.0,681.0,1577.0,81.0
65,3.0,1.0,1.0,0.0,2.0,4.0,5.0,7.0,6.0,1.0,5.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,6.0,8.0,0.0
651,43.0,3.0,26.0,23.0,14.0,139.0,10.0,70.0,141.0,40.0,25.0,9.0,181.0,91.0,179.0,147.0,20.0,163.0,73.0,183.0,45.0
652,1255.0,6.0,415.0,1103.0,470.0,1004.0,42.0,366.0,639.0,140.0,552.0,52.0,1712.0,2090.0,601.0,451.0,33.0,537.0,300.0,501.0,129.0
653,458.0,35.0,33.0,44.0,92.0,105.0,458.0,99.0,76.0,42.0,496.0,434.0,285.0,398.0,254.0,109.0,75.0,207.0,45.0,217.0,41.0
657,43.0,126.0,20.0,18.0,274.0,65.0,564.0,93.0,58.0,35.0,46.0,90.0,83.0,210.0,40.0,37.0,79.0,148.0,49.0,121.0,34.0
658,687.0,0.0,192.0,3397.0,10152.0,119.0,9.0,32.0,33.0,20.0,2887.0,7.0,4226.0,7683.0,8386.0,17.0,1.0,173.0,15.0,81.0,13.0
66,4.0,2.0,0.0,0.0,1.0,140.0,113.0,248.0,123.0,58.0,2.0,8.0,7.0,5.0,0.0,126.0,12.0,1433.0,114.0,325.0,52.0
660,1873.0,6.0,1205.0,1370.0,1791.0,1108.0,1029.0,1691.0,341.0,317.0,6789.0,133.0,4831.0,5800.0,4412.0,458.0,14.0,3254.0,315.0,719.0,90.0
666,70.0,428.0,29.0,88.0,66.0,1010.0,5721.0,369.0,423.0,97.0,403.0,501.0,278.0,248.0,79.0,313.0,157.0,869.0,223.0,729.0,190.0
667,70.0,21.0,21.0,10.0,23.0,248.0,60.0,208.0,92.0,68.0,40.0,50.0,593.0,70.0,32.0,117.0,31.0,184.0,162.0,245.0,34.0
668,38.0,7.0,12.0,231.0,92.0,42.0,15.0,29.0,20.0,18.0,241.0,107.0,40.0,155.0,167.0,41.0,14.0,42.0,16.0,35.0,28.0
673,1022.0,88.0,5243.0,2802.0,1008.0,5528.0,179.0,19895.0,4238.0,1664.0,5866.0,68.0,14741.0,14195.0,8522.0,2761.0,212.0,11980.0,3268.0,9935.0,891.0
674,10.0,26.0,55.0,8.0,15.0,138.0,186.0,101.0,90.0,31.0,17.0,952.0,102.0,100.0,22.0,169.0,106.0,275.0,71.0,121.0,31.0
676,77.0,41.0,153.0,119.0,269.0,615.0,2106.0,944.0,696.0,201.0,333.0,64.0,1039.0,1388.0,97.0,354.0,83.0,1959.0,386.0,746.0,83.0
677,0.0,1.0,1.0,0.0,2.0,59.0,17.0,85.0,22.0,16.0,0.0,1.0,1.0,0.0,0.0,25.0,22.0,107.0,19.0,48.0,15.0
683,0.0,0.0,1.0,0.0,3.0,10.0,29.0,14.0,16.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,21.0,6.0,9.0,10.0
685,6.0,1.0,0.0,1.0,14.0,127.0,3906.0,78.0,50.0,31.0,6.0,3.0,9.0,25.0,4.0,63.0,81.0,139.0,38.0,90.0,59.0
689,571.0,154.0,32.0,410.0,198.0,107.0,38.0,115.0,37.0,26.0,45.0,157.0,78.0,347.0,463.0,35.0,53.0,272.0,24.0,115.0,12.0
690,3.0,11.0,1.0,230.0,35.0,46.0,374.0,9.0,19.0,9.0,439.0,18.0,46.0,11.0,3.0,25.0,28.0,71.0,29.0,43.0,15.0
692,0.0,0.0,4.0,0.0,2.0,789.0,44.0,298.0,669.0,72.0,1.0,1.0,6.0,2.0,0.0,257.0,35.0,2538.0,391.0,830.0,180.0
693,6.0,7.0,6.0,12.0,11.0,221.0,17.0,64.0,45.0,29.0,5.0,9.0,44.0,20.0,11.0,48.0,20.0,153.0,31.0,60.0,36.0
695,70.0,8.0,38.0,45.0,69.0,46.0,77.0,52.0,20.0,20.0,58.0,7.0,132.0,119.0,51.0,29.0,29.0,46.0,60.0,54.0,14.0
697,3.0,0.0,7.0,2.0,7.0,109.0,27.0,54.0,41.0,42.0,9.0,0.0,15.0,5.0,1.0,87.0,38.0,308.0,54.0,283.0,23.0
7,8.0,1.0,7.0,0.0,1.0,12.0,5.0,11.0,8.0,6.0,13.0,0.0,11.0,5.0,5.0,5.0,11.0,19.0,10.0,14.0,3.0
701,160.0,27.0,8.0,6.0,3.0,1298.0,23084.0,2201.0,928.0,277.0,0.0,7.0,6.0,2.0,43.0,968.0,1775.0,2889.0,531.0,1173.0,56.0
702,54.0,4.0,10.0,0.0,0.0,607.0,3618.0,865.0,309.0,175.0,16.0,1.0,27.0,2.0,6.0,333.0,226.0,514.0,283.0,554.0,141.0
703,2.0,0.0,1.0,0.0,8.0,17.0,2.0,4.0,10.0,1.0,6.0,0.0,9.0,5.0,9.0,2.0,2.0,13.0,4.0,11.0,1.0
705,0.0,1.0,0.0,2.0,0.0,260.0,21.0,177.0,129.0,61.0,0.0,0.0,1.0,3.0,0.0,174.0,7.0,491.0,91.0,302.0,36.0
709,18.0,9.0,17.0,15.0,15.0,55.0,27.0,45.0,62.0,18.0,144.0,2.0,78.0,100.0,525.0,26.0,16.0,80.0,43.0,71.0,23.0
711,0.0,0.0,0.0,0.0,2.0,14.0,34.0,21.0,6.0,3.0,1.0,1.0,8.0,0.0,0.0,11.0,0.0,19.0,3.0,18.0,8.0
713,256.0,0.0,40.0,7724.0,2224.0,151.0,43.0,79.0,236.0,61.0,1725.0,2.0,603.0,8371.0,2709.0,115.0,2.0,310.0,217.0,225.0,77.0
715,1.0,3.0,0.0,13.0,1.0,118.0,65.0,60.0,314.0,40.0,0.0,1.0,1.0,1.0,0.0,35.0,12.0,221.0,270.0,162.0,25.0
717,1083.0,47.0,969.0,725.0,294.0,1487.0,27.0,780.0,1546.0,301.0,1572.0,4.0,22261.0,1809.0,1435.0,544.0,37.0,2765.0,729.0,1241.0,87.0
721,25.0,5.0,5.0,18.0,10.0,418.0,1164.0,165.0,117.0,79.0,6.0,8.0,13.0,19.0,12.0,198.0,170.0,529.0,93.0,371.0,55.0
724,3.0,1.0,9.0,10.0,4.0,18.0,21.0,11.0,13.0,4.0,8.0,3.0,24.0,8.0,4.0,4.0,9.0,18.0,14.0,16.0,5.0
727,886.0,3.0,134.0,26.0,59.0,436.0,19.0,500.0,163.0,86.0,449.0,6.0,433.0,136.0,589.0,247.0,605.0,542.0,142.0,290.0,87.0
729,1085.0,278.0,5113.0,1390.0,170.0,1907.0,4669.0,2484.0,754.0,231.0,1016.0,50.0,10042.0,3105.0,393.0,682.0,32.0,1449.0,809.0,1314.0,121.0
731,501.0,0.0,46.0,0.0,8.0,5916.0,334.0,14166.0,2909.0,1972.0,35.0,0.0,508.0,5.0,59.0,4382.0,2132.0,10754.0,2428.0,5953.0,902.0
732,3.0,0.0,1.0,2.0,3.0,224.0,117.0,804.0,121.0,96.0,1.0,0.0,18.0,2.0,0.0,96.0,49.0,476.0,157.0,362.0,30.0
734,238.0,1.0,84.0,71.0,272.0,368.0,48.0,695.0,119.0,110.0,274.0,5.0,373.0,258.0,120.0,196.0,16.0,867.0,74.0,459.0,48.0
735,1.0,0.0,1.0,1.0,1.0,64.0,6.0,54.0,29.0,20.0,1.0,0.0,1.0,0.0,1.0,47.0,10.0,116.0,37.0,207.0,20.0
738,4.0,15.0,2.0,2.0,3.0,39.0,74.0,14.0,13.0,6.0,5.0,56.0,19.0,14.0,6.0,36.0,35.0,26.0,16.0,17.0,11.0
739,37.0,4.0,6.0,7.0,3.0,910.0,136.0,674.0,1104.0,233.0,27.0,0.0,15.0,6.0,2.0,560.0,70.0,2369.0,864.0,1399.0,330.0
740,4.0,0.0,8.0,2.0,4.0,13.0,15.0,25.0,20.0,5.0,4.0,0.0,31.0,4.0,4.0,7.0,34.0,54.0,9.0,31.0,5.0
741,28.0,1.0,21.0,12.0,19.0,8.0,14.0,12.0,5.0,1.0,41.0,4.0,41.0,22.0,30.0,6.0,7.0,17.0,18.0,10.0,1.0
742,22.0,6.0,25.0,15.0,19.0,686.0,466.0,1420.0,1393.0,259.0,19.0,1.0,140.0,32.0,18.0,531.0,445.0,2580.0,1159.0,1551.0,82.0
748,0.0,5.0,0.0,1.0,6.0,195.0,8.0,39.0,64.0,40.0,5.0,11.0,6.0,8.0,4.0,69.0,9.0,186.0,77.0,89.0,73.0
749,1.0,0.0,1.0,2.0,1.0,458.0,70.0,128.0,182.0,75.0,4.0,0.0,19.0,3.0,3.0,117.0,13.0,324.0,141.0,358.0,20.0
754,0.0,0.0,1.0,6.0,2.0,18.0,6.0,9.0,26.0,2.0,5.0,1.0,10.0,3.0,1.0,17.0,3.0,14.0,33.0,10.0,7.0
755,3.0,2.0,0.0,1.0,4.0,2.0,1.0,4.0,9.0,4.0,1.0,0.0,1.0,7.0,3.0,4.0,1.0,9.0,6.0,4.0,0.0
756,420.0,255.0,548.0,327.0,249.0,677.0,2099.0,1214.0,837.0,349.0,732.0,699.0,4480.0,1776.0,701.0,527.0,133.0,2467.0,686.0,1585.0,234.0
760,462.0,9.0,1372.0,2060.0,2784.0,1164.0,27.0,1163.0,301.0,208.0,3431.0,57.0,22504.0,1646.0,1581.0,456.0,69.0,2237.0,170.0,953.0,69.0
77,387.0,35.0,26.0,102.0,4.0,240.0,105.0,106.0,59.0,59.0,1442.0,18.0,231.0,61.0,718.0,74.0,13.0,198.0,45.0,174.0,15.0
772,121.0,13.0,18.0,164.0,38.0,47.0,34.0,86.0,13.0,28.0,146.0,30.0,106.0,26.0,103.0,38.0,23.0,64.0,19.0,56.0,22.0
775,162.0,1.0,11.0,1.0,0.0,1188.0,1717.0,408.0,476.0,236.0,81.0,4.0,62.0,24.0,20.0,564.0,226.0,701.0,410.0,1062.0,222.0
778,595.0,27.0,296.0,966.0,646.0,692.0,1236.0,1018.0,512.0,253.0,1369.0,5444.0,1796.0,20047.0,2790.0,515.0,23.0,1372.0,315.0,1000.0,198.0
78,32.0,0.0,20.0,1.0,0.0,248.0,7.0,241.0,94.0,117.0,0.0,0.0,184.0,4.0,2.0,134.0,4.0,406.0,78.0,282.0,48.0
782,1.0,1.0,0.0,2.0,2.0,158.0,24.0,72.0,27.0,32.0,1.0,1.0,7.0,1.0,1.0,26.0,26.0,150.0,53.0,64.0,16.0
783,25.0,13.0,4.0,5.0,12.0,37.0,31.0,10.0,35.0,7.0,23.0,51.0,47.0,41.0,18.0,24.0,11.0,35.0,51.0,41.0,4.0
784,1.0,13.0,1.0,4.0,1.0,281.0,9.0,48.0,58.0,68.0,2.0,18.0,3.0,5.0,2.0,91.0,10.0,371.0,37.0,285.0,40.0
789,0.0,1.0,0.0,0.0,0.0,46.0,8.0,72.0,26.0,13.0,0.0,2.0,2.0,1.0,0.0,37.0,11.0,27.0,116.0,85.0,51.0
790,15.0,10.0,8.0,25.0,21.0,152.0,20.0,137.0,107.0,25.0,23.0,38.0,32.0,43.0,17.0,79.0,10.0,165.0,47.0,61.0,16.0
791,18.0,18.0,9.0,22.0,19.0,26.0,20.0,14.0,13.0,7.0,26.0,32.0,30.0,35.0,36.0,23.0,15.0,44.0,21.0,24.0,10.0
795,14.0,1.0,59.0,10.0,6.0,1040.0,149.0,890.0,337.0,219.0,13.0,7.0,163.0,25.0,5.0,658.0,301.0,1188.0,452.0,735.0,80.0
796,10.0,22.0,21.0,77.0,22.0,529.0,3596.0,779.0,551.0,520.0,47.0,116.0,120.0,102.0,58.0,485.0,951.0,1402.0,338.0,1303.0,521.0
797,0.0,2.0,1.0,3.0,1.0,26.0,22.0,22.0,15.0,2.0,1.0,1.0,9.0,2.0,1.0,5.0,12.0,39.0,9.0,17.0,3.0
798,1.0,1.0,6.0,333.0,75.0,1476.0,211.0,1332.0,590.0,724.0,49.0,3.0,32.0,1233.0,560.0,861.0,254.0,2090.0,815.0,2234.0,306.0
800,2.0,1.0,1.0,0.0,1.0,7.0,27.0,10.0,10.0,4.0,2.0,10.0,1.0,3.0,3.0,6.0,14.0,13.0,9.0,9.0,2.0
801,0.0,8.0,1.0,0.0,3.0,11.0,15.0,16.0,12.0,3.0,0.0,39.0,4.0,11.0,2.0,6.0,9.0,28.0,8.0,19.0,4.0
803,1.0,0.0,0.0,0.0,1.0,177.0,7192.0,42.0,121.0,25.0,2.0,1.0,0.0,2.0,0.0,78.0,19.0,457.0,70.0,207.0,31.0
804,4.0,38.0,10.0,8.0,5.0,33.0,35.0,12.0,6.0,5.0,12.0,93.0,27.0,42.0,12.0,5.0,15.0,9.0,16.0,11.0,4.0
805,19.0,11.0,6.0,5.0,13.0,50.0,19.0,15.0,19.0,10.0,29.0,37.0,44.0,17.0,10.0,29.0,11.0,29.0,15.0,23.0,5.0
807,0.0,0.0,0.0,6.0,1.0,14.0,12.0,14.0,11.0,13.0,0.0,1.0,0.0,2.0,1.0,13.0,11.0,17.0,17.0,9.0,3.0
808,23.0,10.0,4.0,1.0,8.0,18.0,29.0,70.0,18.0,6.0,39.0,23.0,28.0,66.0,100.0,14.0,17.0,61.0,26.0,48.0,12.0
809,87.0,3.0,38.0,113.0,61.0,218.0,109.0,201.0,105.0,81.0,1042.0,8.0,173.0,115.0,196.0,148.0,9.0,393.0,79.0,232.0,61.0
81,248.0,23.0,27.0,661.0,20.0,325.0,623.0,75.0,69.0,43.0,461.0,4.0,1481.0,135.0,964.0,109.0,4.0,384.0,52.0,385.0,65.0
811,8.0,7.0,5.0,26.0,18.0,23.0,54.0,16.0,12.0,8.0,27.0,8.0,51.0,26.0,12.0,8.0,32.0,42.0,18.0,21.0,3.0
812,0.0,0.0,1.0,0.0,2.0,38.0,20.0,99.0,21.0,22.0,1.0,2.0,4.0,2.0,3.0,36.0,16.0,61.0,5.0,63.0,19.0
813,14.0,19.0,25.0,12.0,21.0,153.0,100.0,103.0,116.0,26.0,28.0,10.0,123.0,49.0,28.0,71.0,46.0,200.0,55.0,208.0,28.0
819,37.0,1.0,12.0,2.0,5.0,1342.0,63.0,715.0,592.0,171.0,2.0,5.0,62.0,26.0,5.0,658.0,38.0,978.0,805.0,1225.0,55.0
821,0.0,0.0,0.0,1.0,4.0,149.0,287.0,63.0,51.0,55.0,1.0,1.0,34.0,2.0,0.0,90.0,46.0,194.0,43.0,121.0,46.0
823,31.0,2.0,11.0,4.0,47.0,74.0,60.0,68.0,84.0,38.0,35.0,2.0,66.0,47.0,20.0,36.0,62.0,227.0,47.0,89.0,18.0
830,2.0,0.0,0.0,2.0,0.0,7.0,6.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,15.0,3.0,5.0,3.0
833,429.0,47.0,17.0,232.0,3385.0,203.0,1606.0,77.0,73.0,47.0,1280.0,9.0,199.0,3836.0,42.0,96.0,53.0,352.0,56.0,187.0,34.0
835,215.0,2.0,13.0,138.0,15.0,58.0,21.0,17.0,57.0,12.0,263.0,3.0,128.0,223.0,50.0,19.0,7.0,109.0,36.0,74.0,18.0
837,20.0,2.0,25.0,228.0,398.0,238.0,30.0,303.0,117.0,114.0,213.0,14.0,424.0,1955.0,344.0,265.0,78.0,458.0,77.0,420.0,77.0
838,2258.0,748.0,1698.0,3922.0,4987.0,5357.0,1416.0,2217.0,1226.0,812.0,19034.0,409.0,7424.0,11575.0,3642.0,1732.0,769.0,3973.0,1463.0,3619.0,717.0
839,4.0,2.0,11.0,13.0,5.0,81.0,6.0,13.0,29.0,9.0,11.0,0.0,106.0,53.0,9.0,35.0,10.0,35.0,33.0,75.0,15.0
841,3.0,111.0,4.0,5.0,3.0,9.0,1212.0,11.0,15.0,2.0,14.0,408.0,33.0,34.0,9.0,2.0,58.0,29.0,19.0,12.0,12.0
842,63.0,193.0,100.0,74.0,679.0,225.0,143.0,90.0,144.0,86.0,63.0,263.0,197.0,613.0,654.0,224.0,85.0,199.0,52.0,188.0,104.0
843,6.0,9.0,12.0,6.0,7.0,1334.0,1187.0,1985.0,386.0,480.0,19.0,25.0,56.0,22.0,7.0,940.0,4387.0,3448.0,318.0,1287.0,819.0
848,3.0,4.0,1.0,0.0,7.0,5.0,9.0,10.0,10.0,0.0,5.0,3.0,9.0,5.0,6.0,4.0,7.0,10.0,5.0,5.0,1.0
850,6.0,4.0,8.0,0.0,17.0,117.0,151.0,127.0,98.0,53.0,7.0,4.0,36.0,19.0,11.0,133.0,114.0,194.0,104.0,102.0,44.0
853,48.0,41.0,41.0,34.0,114.0,837.0,10926.0,539.0,404.0,156.0,146.0,78.0,189.0,182.0,73.0,515.0,1266.0,1133.0,260.0,683.0,362.0
854,21.0,6.0,2.0,4.0,3.0,221.0,77.0,62.0,93.0,27.0,3.0,12.0,39.0,8.0,3.0,83.0,34.0,208.0,101.0,195.0,52.0
857,2.0,9.0,6.0,4.0,2.0,357.0,136.0,245.0,250.0,162.0,16.0,8.0,25.0,9.0,3.0,146.0,145.0,192.0,492.0,274.0,53.0
859,34.0,17.0,9.0,415.0,62.0,84.0,18.0,11.0,27.0,15.0,888.0,23.0,164.0,207.0,74.0,20.0,8.0,99.0,19.0,116.0,19.0
860,17.0,14.0,13.0,20.0,47.0,158.0,521.0,125.0,87.0,53.0,54.0,18.0,113.0,59.0,39.0,130.0,42.0,288.0,61.0,244.0,59.0
862,64.0,6.0,40.0,68.0,84.0,43.0,27.0,39.0,39.0,17.0,106.0,7.0,139.0,101.0,95.0,16.0,22.0,66.0,42.0,55.0,10.0
868,4.0,0.0,3.0,5.0,5.0,51.0,33.0,17.0,59.0,15.0,23.0,0.0,60.0,34.0,4.0,33.0,7.0,37.0,38.0,98.0,42.0
869,7.0,0.0,7.0,4.0,4.0,14.0,1.0,59.0,13.0,3.0,15.0,0.0,29.0,10.0,10.0,12.0,7.0,37.0,7.0,25.0,3.0
87,4.0,3.0,0.0,2.0,6.0,7.0,1.0,3.0,8.0,1.0,4.0,24.0,4.0,6.0,7.0,2.0,1.0,3.0,0.0,2.0,1.0
870,30.0,5.0,13.0,13.0,3.0,20.0,2.0,6.0,2.0,4.0,82.0,9.0,41.0,46.0,11.0,14.0,2.0,8.0,8.0,15.0,5.0
871,1.0,3.0,3.0,1.0,2.0,18.0,30.0,13.0,17.0,10.0,0.0,127.0,2.0,1.0,1.0,4.0,0.0,87.0,12.0,48.0,13.0
879,0.0,0.0,0.0,0.0,2.0,29.0,3.0,11.0,10.0,9.0,2.0,0.0,0.0,0.0,4.0,8.0,8.0,24.0,8.0,42.0,21.0
880,2.0,1.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,2.0,6.0,6.0,3.0,3.0,5.0
882,0.0,5.0,0.0,1.0,7.0,4.0,11.0,10.0,7.0,2.0,2.0,4.0,2.0,6.0,0.0,2.0,14.0,12.0,9.0,8.0,0.0
887,0.0,0.0,6.0,0.0,1.0,44.0,15.0,103.0,95.0,41.0,0.0,2.0,34.0,0.0,0.0,43.0,13.0,253.0,53.0,173.0,20.0
888,231.0,7.0,8.0,137.0,4.0,80.0,2.0,58.0,37.0,14.0,26.0,4.0,41.0,32.0,13.0,27.0,5.0,137.0,64.0,91.0,9.0
89,132.0,110.0,47.0,116.0,168.0,94.0,72.0,97.0,21.0,74.0,602.0,155.0,418.0,277.0,105.0,105.0,429.0,294.0,25.0,236.0,80.0
892,1.0,0.0,0.0,0.0,0.0,34.0,255.0,19.0,26.0,11.0,0.0,1.0,5.0,0.0,1.0,27.0,9.0,122.0,18.0,76.0,8.0
897,0.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0
