strain_id,A_MTX_5-FC.PMC1_GTR2,A_MTX_Fluconazole.PMC1_GTR2,A_MTX_Metformin.PMC1_GTR2,A_MTX_Trifluoperazine.PMC1_GTR2,A_MTX_noDrug.PMC1_GTR2,A_noMTX_5-FC.PMC1_GTR2,A_noMTX_Fluconazole.PMC1_GTR2,A_noMTX_Metformin.PMC1_GTR2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_noDrug.PMC1_GTR2,B_MTX_5-FC.PMC1_GTR2,B_MTX_Fluconazole.PMC1_GTR2,B_MTX_Metformin.PMC1_GTR2,B_MTX_Trifluoperazine.PMC1_GTR2,B_MTX_noDrug.PMC1_GTR2,B_noMTX_5-FC.PMC1_GTR2,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Metformin.PMC1_GTR2,B_noMTX_Trifluoperazine.PMC1_GTR2,B_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.PMC1_GTR2
543,1.0,0.0,1.0,1.0,2.0,5.0,56.0,0.0,4.0,4.0,0.0,2.0,6.0,0.0,0.0,2.0,90.0,2.0,0.0,11.0,6.0
545,312.0,4674.0,150.0,244.0,190.0,165.0,67.0,54.0,72.0,142.0,329.0,121708.0,100.0,503.0,198.0,73.0,204.0,63.0,79.0,131.0,45.0
546,1.0,2.0,1.0,5.0,3.0,91.0,17.0,36.0,50.0,37.0,0.0,42.0,11.0,2.0,1.0,37.0,13.0,33.0,30.0,87.0,13.0
557,27.0,1.0,8.0,34.0,7.0,23.0,6.0,12.0,57.0,14.0,12.0,12.0,18.0,9.0,3.0,33.0,10.0,39.0,49.0,77.0,5.0
559,6.0,8.0,4.0,2.0,2.0,6.0,3.0,3.0,11.0,6.0,6.0,43.0,7.0,3.0,0.0,5.0,17.0,10.0,3.0,19.0,2.0
564,47.0,40.0,30.0,65.0,54.0,19.0,11.0,6.0,45.0,22.0,24.0,1795.0,27.0,107.0,20.0,12.0,21.0,15.0,21.0,34.0,13.0
567,251.0,78.0,908.0,216.0,162.0,417.0,38.0,299.0,432.0,481.0,232.0,282.0,903.0,255.0,103.0,339.0,401.0,292.0,202.0,798.0,64.0
57,2.0,0.0,0.0,1.0,0.0,145.0,48.0,34.0,107.0,67.0,2.0,0.0,2.0,0.0,0.0,65.0,117.0,24.0,75.0,99.0,14.0
571,225.0,67.0,98.0,154.0,203.0,83.0,33.0,48.0,90.0,56.0,138.0,15.0,126.0,94.0,107.0,24.0,11.0,33.0,51.0,155.0,18.0
574,4.0,1.0,2.0,2.0,0.0,60.0,62.0,117.0,73.0,85.0,0.0,13.0,10.0,0.0,1.0,64.0,314.0,81.0,74.0,132.0,30.0
576,4.0,10.0,2.0,1.0,3.0,44.0,36.0,55.0,39.0,54.0,0.0,98.0,2.0,0.0,0.0,24.0,208.0,64.0,52.0,55.0,18.0
578,1492.0,12845.0,773.0,1784.0,2606.0,423.0,950.0,145.0,330.0,310.0,1681.0,86622.0,501.0,3148.0,1502.0,213.0,365.0,182.0,425.0,419.0,92.0
58,3.0,1.0,1.0,1.0,0.0,67.0,25.0,16.0,108.0,43.0,1.0,0.0,0.0,2.0,4.0,6.0,24.0,26.0,92.0,76.0,118.0
581,0.0,10.0,5.0,3.0,1.0,280.0,5.0,239.0,283.0,362.0,2.0,116.0,8.0,1.0,1.0,181.0,41.0,214.0,287.0,374.0,37.0
586,18.0,22.0,20.0,19.0,21.0,206.0,112.0,174.0,158.0,156.0,22.0,139.0,18.0,10.0,9.0,92.0,81.0,112.0,153.0,317.0,45.0
588,10.0,4.0,22.0,6.0,4.0,23.0,4.0,31.0,27.0,22.0,5.0,20.0,20.0,7.0,4.0,24.0,9.0,23.0,12.0,72.0,6.0
589,22.0,5.0,7.0,3.0,2.0,178.0,186.0,128.0,163.0,171.0,18.0,31.0,11.0,2.0,0.0,140.0,315.0,125.0,101.0,277.0,32.0
590,8.0,2.0,3.0,8.0,7.0,46.0,27.0,27.0,62.0,48.0,7.0,5.0,8.0,3.0,3.0,25.0,25.0,34.0,44.0,82.0,6.0
596,3.0,2.0,4.0,3.0,1.0,209.0,77.0,129.0,259.0,329.0,5.0,2.0,3.0,0.0,1.0,49.0,110.0,49.0,171.0,497.0,68.0
598,90.0,61.0,51.0,35.0,94.0,40.0,61.0,71.0,87.0,35.0,122.0,420.0,44.0,79.0,50.0,33.0,33.0,40.0,53.0,44.0,10.0
599,511.0,15.0,406.0,177.0,263.0,331.0,235.0,262.0,383.0,225.0,405.0,574.0,332.0,294.0,97.0,166.0,102.0,215.0,295.0,256.0,57.0
599_ref1,76.0,1.0,37.0,4.0,0.0,10.0,13.0,17.0,20.0,42.0,22.0,9.0,26.0,10.0,0.0,40.0,26.0,32.0,33.0,42.0,284.0
599_ref2,47.0,0.0,16.0,0.0,0.0,13.0,2.0,10.0,26.0,23.0,13.0,0.0,14.0,0.0,1.0,24.0,34.0,13.0,15.0,19.0,130.0
6,2.0,2.0,0.0,1.0,2.0,8.0,17.0,7.0,8.0,15.0,1.0,2.0,7.0,0.0,1.0,5.0,7.0,18.0,10.0,15.0,1.0
60,546.0,3.0,526.0,101.0,45.0,458.0,87.0,552.0,382.0,436.0,440.0,0.0,460.0,286.0,35.0,563.0,903.0,440.0,673.0,750.0,62.0
61,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0
611,19.0,6.0,2.0,1.0,1.0,190.0,145.0,181.0,141.0,137.0,10.0,39.0,6.0,0.0,0.0,118.0,89.0,192.0,191.0,192.0,59.0
616,67.0,13.0,8.0,75.0,25.0,16.0,9.0,7.0,7.0,14.0,18.0,13.0,16.0,12.0,24.0,8.0,17.0,7.0,4.0,62.0,4.0
619,22.0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,12.0,10.0,29.0,2.0,7.0,1.0,1.0,24.0,16.0,9.0,11.0,22.0,0.0
622,21.0,0.0,8.0,14.0,7.0,74.0,121.0,45.0,126.0,69.0,8.0,2.0,16.0,4.0,5.0,84.0,14.0,37.0,58.0,143.0,18.0
627,93.0,69.0,41.0,30.0,44.0,63.0,64.0,33.0,45.0,55.0,95.0,4.0,28.0,41.0,29.0,23.0,141.0,29.0,22.0,178.0,16.0
631,56.0,4.0,210.0,20.0,36.0,213.0,2169.0,218.0,275.0,242.0,31.0,8.0,148.0,29.0,32.0,172.0,49.0,144.0,218.0,350.0,29.0
632,123.0,15.0,48.0,127.0,60.0,50.0,36.0,49.0,61.0,61.0,47.0,100.0,85.0,53.0,44.0,41.0,62.0,64.0,39.0,179.0,15.0
636,5.0,0.0,5.0,5.0,5.0,60.0,65.0,92.0,34.0,91.0,3.0,13.0,16.0,4.0,3.0,95.0,100.0,34.0,97.0,147.0,14.0
638,11.0,7.0,48.0,31.0,24.0,75.0,23.0,31.0,24.0,21.0,22.0,183.0,18.0,17.0,12.0,16.0,7.0,11.0,31.0,57.0,16.0
639,136.0,11.0,47.0,52.0,59.0,55.0,6.0,19.0,10.0,34.0,98.0,35.0,54.0,85.0,34.0,25.0,22.0,49.0,19.0,145.0,8.0
64,26.0,4.0,18.0,1.0,10.0,13.0,11.0,30.0,37.0,35.0,32.0,14.0,22.0,13.0,6.0,8.0,7.0,25.0,100.0,64.0,6.0
640,47.0,1.0,31.0,9.0,35.0,27.0,3.0,26.0,13.0,54.0,39.0,597.0,15.0,28.0,16.0,23.0,10.0,42.0,43.0,75.0,12.0
642,345.0,41.0,101.0,143.0,183.0,55.0,32.0,36.0,52.0,42.0,284.0,166.0,119.0,169.0,114.0,28.0,24.0,39.0,74.0,128.0,8.0
648,111.0,604.0,12.0,26.0,52.0,16.0,7.0,11.0,10.0,8.0,66.0,4501.0,14.0,24.0,23.0,21.0,15.0,14.0,12.0,43.0,8.0
649,1364.0,17.0,2059.0,1061.0,1229.0,633.0,343.0,472.0,503.0,440.0,716.0,36.0,1266.0,1179.0,543.0,479.0,33.0,406.0,515.0,829.0,101.0
65,8.0,3.0,1.0,10.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,26.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0
651,208.0,203.0,618.0,306.0,339.0,405.0,19.0,474.0,289.0,346.0,347.0,129.0,390.0,318.0,175.0,224.0,121.0,240.0,571.0,556.0,126.0
652,2090.0,41.0,1892.0,828.0,968.0,840.0,1443.0,754.0,1508.0,829.0,1884.0,12042.0,1366.0,1021.0,702.0,452.0,1141.0,570.0,1509.0,1271.0,504.0
653,51.0,74.0,8.0,23.0,20.0,17.0,20.0,14.0,19.0,25.0,35.0,494.0,23.0,39.0,10.0,8.0,285.0,20.0,14.0,71.0,12.0
657,152.0,74.0,129.0,80.0,63.0,61.0,395.0,86.0,153.0,122.0,54.0,17867.0,95.0,137.0,51.0,50.0,86.0,64.0,122.0,292.0,40.0
658,19.0,4.0,4.0,33.0,86.0,3.0,1.0,1.0,1.0,3.0,19.0,16.0,16.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,1.0
66,2.0,1.0,0.0,2.0,0.0,3.0,16.0,1.0,2.0,2.0,0.0,52.0,1.0,2.0,0.0,5.0,12.0,10.0,3.0,10.0,5.0
660,330.0,22.0,245.0,219.0,428.0,83.0,83.0,74.0,131.0,123.0,317.0,771.0,237.0,233.0,265.0,84.0,18.0,55.0,126.0,166.0,46.0
666,120.0,2633.0,71.0,65.0,70.0,91.0,124.0,76.0,49.0,103.0,97.0,17253.0,67.0,70.0,25.0,59.0,80.0,74.0,179.0,92.0,23.0
667,174.0,169.0,848.0,136.0,163.0,302.0,30.0,264.0,348.0,218.0,137.0,272.0,537.0,230.0,103.0,197.0,73.0,191.0,378.0,453.0,53.0
668,23.0,18.0,11.0,19.0,5.0,16.0,8.0,9.0,12.0,20.0,10.0,102.0,11.0,6.0,7.0,9.0,15.0,5.0,15.0,38.0,5.0
673,17831.0,552.0,41473.0,17676.0,13559.0,28210.0,7327.0,30666.0,59546.0,27643.0,14706.0,10721.0,26979.0,19365.0,9980.0,21602.0,8038.0,21644.0,29916.0,43032.0,8557.0
674,153.0,341.0,346.0,356.0,167.0,102.0,117.0,73.0,282.0,118.0,135.0,10337.0,334.0,499.0,98.0,81.0,35.0,80.0,93.0,210.0,30.0
676,175.0,201.0,94.0,90.0,52.0,139.0,233.0,51.0,78.0,98.0,117.0,1254.0,98.0,70.0,40.0,145.0,88.0,83.0,103.0,229.0,32.0
677,0.0,0.0,2.0,0.0,0.0,32.0,29.0,24.0,32.0,39.0,0.0,5.0,1.0,0.0,1.0,18.0,45.0,42.0,17.0,107.0,10.0
683,0.0,0.0,0.0,3.0,3.0,72.0,246.0,30.0,77.0,33.0,0.0,0.0,2.0,1.0,0.0,27.0,143.0,24.0,75.0,68.0,31.0
685,3.0,1.0,1.0,1.0,3.0,152.0,127.0,64.0,56.0,126.0,2.0,1.0,4.0,6.0,2.0,63.0,162.0,61.0,57.0,259.0,66.0
689,50.0,136.0,11.0,17.0,37.0,5.0,1.0,1.0,1.0,6.0,18.0,73.0,20.0,9.0,7.0,2.0,9.0,3.0,11.0,6.0,2.0
690,70.0,61.0,18.0,39.0,14.0,34.0,10.0,10.0,6.0,7.0,35.0,57.0,13.0,16.0,9.0,18.0,11.0,9.0,9.0,39.0,5.0
692,0.0,4.0,1.0,0.0,0.0,365.0,154.0,289.0,233.0,273.0,0.0,1.0,5.0,0.0,1.0,160.0,821.0,213.0,524.0,569.0,107.0
693,13.0,3.0,11.0,19.0,5.0,56.0,39.0,40.0,73.0,69.0,6.0,15.0,14.0,6.0,4.0,103.0,114.0,57.0,51.0,76.0,32.0
695,197.0,26.0,319.0,97.0,72.0,118.0,33.0,144.0,118.0,217.0,72.0,97.0,478.0,158.0,47.0,214.0,71.0,226.0,237.0,410.0,20.0
697,5.0,0.0,3.0,10.0,1.0,92.0,341.0,64.0,49.0,140.0,0.0,2.0,9.0,0.0,2.0,52.0,30.0,94.0,76.0,149.0,14.0
7,6.0,221.0,22.0,10.0,15.0,5.0,4.0,15.0,14.0,31.0,9.0,2.0,8.0,0.0,2.0,9.0,5.0,4.0,7.0,18.0,2.0
701,1.0,1.0,0.0,0.0,1.0,69.0,140.0,19.0,112.0,32.0,1.0,3.0,2.0,1.0,0.0,56.0,45.0,39.0,80.0,34.0,8.0
702,5.0,11.0,5.0,3.0,2.0,1156.0,1247.0,1081.0,2155.0,1141.0,2.0,6.0,31.0,1.0,1.0,1097.0,468.0,906.0,1439.0,1148.0,258.0
703,10.0,0.0,36.0,16.0,46.0,2.0,10.0,10.0,23.0,6.0,19.0,0.0,60.0,46.0,15.0,27.0,8.0,13.0,21.0,15.0,5.0
705,0.0,0.0,1.0,0.0,0.0,83.0,56.0,110.0,138.0,142.0,2.0,0.0,1.0,0.0,1.0,66.0,28.0,79.0,60.0,153.0,20.0
709,98.0,26.0,208.0,65.0,64.0,71.0,326.0,63.0,144.0,138.0,68.0,144.0,317.0,66.0,69.0,35.0,18.0,59.0,95.0,136.0,18.0
711,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,3.0
713,75.0,1.0,45.0,91.0,81.0,17.0,1.0,12.0,18.0,14.0,26.0,3.0,28.0,65.0,29.0,8.0,44.0,7.0,10.0,34.0,5.0
715,3.0,0.0,1.0,0.0,0.0,35.0,131.0,46.0,33.0,27.0,0.0,2.0,1.0,0.0,0.0,27.0,55.0,18.0,51.0,56.0,30.0
717,530.0,52.0,676.0,712.0,747.0,261.0,508.0,166.0,256.0,193.0,468.0,712.0,694.0,970.0,435.0,169.0,91.0,132.0,397.0,314.0,135.0
721,5.0,0.0,6.0,18.0,7.0,94.0,161.0,79.0,103.0,199.0,2.0,0.0,9.0,8.0,1.0,89.0,4668.0,37.0,95.0,229.0,31.0
724,16.0,3.0,9.0,15.0,4.0,113.0,12.0,47.0,79.0,97.0,17.0,2.0,14.0,9.0,0.0,23.0,38.0,19.0,85.0,200.0,15.0
727,393.0,17.0,799.0,499.0,481.0,195.0,9.0,238.0,281.0,186.0,219.0,28.0,953.0,1117.0,462.0,143.0,38.0,188.0,286.0,276.0,50.0
729,135.0,269.0,285.0,304.0,104.0,128.0,106.0,142.0,188.0,130.0,114.0,4554.0,335.0,326.0,73.0,203.0,50.0,113.0,168.0,183.0,32.0
731,37.0,7.0,96.0,15.0,8.0,15836.0,9335.0,24967.0,29941.0,17022.0,6.0,2.0,126.0,23.0,5.0,11300.0,9857.0,16444.0,17868.0,20921.0,4116.0
732,5.0,2.0,5.0,2.0,3.0,503.0,862.0,1060.0,1001.0,899.0,5.0,2.0,10.0,1.0,2.0,467.0,906.0,903.0,709.0,996.0,117.0
734,758.0,35.0,276.0,751.0,1065.0,184.0,92.0,280.0,216.0,236.0,655.0,684.0,119.0,665.0,576.0,68.0,41.0,175.0,96.0,518.0,39.0
735,0.0,1.0,0.0,1.0,0.0,37.0,63.0,41.0,28.0,30.0,0.0,3.0,1.0,0.0,0.0,12.0,46.0,14.0,35.0,117.0,12.0
738,59.0,1325.0,27.0,48.0,15.0,85.0,83.0,77.0,48.0,63.0,33.0,15678.0,17.0,51.0,10.0,15.0,96.0,33.0,53.0,200.0,30.0
739,5.0,0.0,6.0,7.0,2.0,693.0,153.0,539.0,555.0,497.0,5.0,11.0,12.0,2.0,2.0,263.0,372.0,362.0,886.0,1258.0,369.0
740,9.0,2.0,17.0,7.0,0.0,24.0,33.0,54.0,35.0,30.0,5.0,4.0,18.0,3.0,5.0,30.0,80.0,23.0,18.0,121.0,6.0
741,31.0,5.0,66.0,48.0,19.0,7.0,16.0,11.0,32.0,30.0,15.0,15.0,34.0,59.0,14.0,12.0,24.0,12.0,11.0,38.0,6.0
742,53.0,9.0,40.0,94.0,42.0,614.0,1317.0,589.0,1059.0,725.0,38.0,34.0,54.0,32.0,54.0,472.0,1095.0,655.0,1098.0,1008.0,116.0
748,1.0,1.0,2.0,4.0,0.0,211.0,100.0,144.0,226.0,118.0,1.0,6.0,1.0,4.0,2.0,131.0,83.0,93.0,167.0,233.0,126.0
749,2.0,0.0,5.0,0.0,1.0,75.0,24.0,80.0,62.0,84.0,0.0,2.0,4.0,0.0,0.0,34.0,43.0,46.0,70.0,140.0,19.0
754,2.0,1.0,2.0,0.0,0.0,127.0,117.0,145.0,54.0,99.0,1.0,7.0,6.0,0.0,0.0,77.0,100.0,85.0,181.0,174.0,41.0
755,1.0,0.0,1.0,3.0,1.0,12.0,6.0,6.0,6.0,5.0,2.0,17.0,1.0,1.0,1.0,5.0,8.0,3.0,11.0,30.0,1.0
756,437.0,227.0,596.0,415.0,256.0,244.0,414.0,277.0,364.0,264.0,432.0,322.0,476.0,730.0,270.0,166.0,400.0,247.0,464.0,538.0,180.0
760,1146.0,47.0,2554.0,930.0,1311.0,956.0,216.0,503.0,628.0,636.0,1282.0,16048.0,2636.0,1244.0,626.0,477.0,2125.0,670.0,612.0,1461.0,164.0
77,7.0,6.0,2.0,4.0,1.0,8.0,9.0,4.0,3.0,4.0,7.0,19.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,11.0,1.0
772,67.0,32.0,147.0,28.0,30.0,43.0,18.0,52.0,98.0,79.0,45.0,1007.0,132.0,45.0,19.0,37.0,31.0,84.0,96.0,110.0,9.0
775,5.0,5.0,14.0,4.0,1.0,408.0,528.0,263.0,664.0,396.0,1.0,47.0,8.0,0.0,2.0,240.0,123.0,228.0,391.0,552.0,134.0
778,618.0,34.0,586.0,350.0,505.0,800.0,799.0,571.0,832.0,697.0,527.0,145.0,346.0,616.0,258.0,333.0,570.0,539.0,646.0,1261.0,207.0
78,2.0,0.0,0.0,0.0,0.0,28.0,1.0,4.0,8.0,22.0,1.0,2.0,2.0,0.0,0.0,12.0,0.0,11.0,9.0,37.0,5.0
782,2.0,0.0,9.0,1.0,1.0,508.0,2531.0,850.0,821.0,725.0,1.0,6.0,3.0,1.0,2.0,422.0,924.0,658.0,566.0,915.0,146.0
783,151.0,286.0,58.0,81.0,108.0,72.0,5.0,32.0,20.0,57.0,299.0,6564.0,112.0,95.0,15.0,60.0,303.0,62.0,100.0,76.0,6.0
784,3.0,28.0,2.0,5.0,3.0,166.0,11.0,22.0,26.0,96.0,3.0,114.0,4.0,1.0,1.0,29.0,13.0,36.0,44.0,228.0,29.0
789,1.0,5.0,4.0,0.0,1.0,314.0,241.0,125.0,127.0,270.0,0.0,19.0,2.0,0.0,1.0,165.0,1181.0,82.0,215.0,450.0,124.0
790,30.0,23.0,15.0,35.0,16.0,30.0,224.0,29.0,69.0,40.0,13.0,38.0,35.0,19.0,5.0,25.0,253.0,41.0,75.0,89.0,11.0
791,18.0,50.0,12.0,98.0,34.0,10.0,18.0,15.0,14.0,10.0,19.0,221.0,17.0,47.0,11.0,9.0,25.0,11.0,23.0,33.0,6.0
795,36.0,28.0,95.0,81.0,35.0,1426.0,501.0,1872.0,1453.0,1398.0,23.0,61.0,209.0,32.0,21.0,1315.0,2625.0,1206.0,1352.0,2145.0,233.0
796,6.0,4.0,4.0,0.0,1.0,116.0,248.0,57.0,206.0,149.0,4.0,435.0,4.0,2.0,0.0,52.0,553.0,55.0,81.0,225.0,48.0
797,1.0,0.0,2.0,1.0,0.0,12.0,27.0,16.0,44.0,20.0,4.0,7.0,7.0,1.0,0.0,17.0,16.0,9.0,25.0,37.0,5.0
798,4.0,6.0,11.0,5.0,3.0,2456.0,1437.0,603.0,1896.0,1582.0,1.0,3.0,16.0,4.0,5.0,843.0,11523.0,508.0,919.0,3752.0,321.0
800,2.0,0.0,1.0,1.0,0.0,10.0,14.0,4.0,12.0,9.0,2.0,0.0,0.0,1.0,0.0,7.0,64.0,9.0,3.0,17.0,3.0
801,2.0,11.0,3.0,1.0,5.0,5.0,16.0,12.0,20.0,7.0,2.0,31.0,4.0,4.0,6.0,11.0,16.0,5.0,6.0,19.0,4.0
803,1.0,0.0,1.0,1.0,0.0,75.0,62.0,64.0,122.0,107.0,0.0,0.0,0.0,1.0,0.0,64.0,45.0,61.0,98.0,159.0,23.0
804,97.0,1030.0,187.0,54.0,49.0,34.0,69.0,62.0,47.0,89.0,43.0,8858.0,109.0,109.0,34.0,51.0,408.0,34.0,66.0,91.0,16.0
805,58.0,175.0,83.0,19.0,73.0,67.0,261.0,50.0,49.0,95.0,56.0,3150.0,62.0,22.0,23.0,46.0,15.0,52.0,38.0,89.0,12.0
807,0.0,1.0,0.0,1.0,1.0,30.0,24.0,22.0,15.0,41.0,0.0,6.0,0.0,0.0,4.0,40.0,53.0,13.0,25.0,43.0,6.0
808,17.0,6.0,7.0,15.0,3.0,58.0,18.0,33.0,80.0,43.0,41.0,8.0,18.0,7.0,8.0,38.0,72.0,61.0,72.0,76.0,25.0
809,116.0,2.0,128.0,73.0,43.0,44.0,24.0,61.0,73.0,73.0,59.0,6.0,98.0,71.0,49.0,32.0,36.0,60.0,63.0,127.0,22.0
81,36.0,15.0,4.0,11.0,2.0,14.0,18.0,11.0,2.0,12.0,1.0,8.0,57.0,10.0,14.0,7.0,1.0,14.0,4.0,11.0,2.0
811,50.0,19.0,53.0,22.0,75.0,28.0,12.0,14.0,8.0,26.0,93.0,349.0,27.0,24.0,41.0,21.0,112.0,7.0,15.0,82.0,4.0
812,2.0,1.0,2.0,2.0,1.0,16.0,6.0,12.0,28.0,38.0,0.0,11.0,4.0,2.0,0.0,28.0,16.0,19.0,28.0,35.0,8.0
813,44.0,28.0,37.0,61.0,28.0,108.0,71.0,151.0,113.0,218.0,11.0,73.0,62.0,41.0,24.0,171.0,190.0,82.0,170.0,397.0,16.0
819,4.0,1.0,7.0,3.0,1.0,4022.0,3716.0,3156.0,2429.0,2987.0,1.0,11.0,20.0,5.0,3.0,3630.0,3059.0,2277.0,4543.0,4997.0,542.0
821,1.0,1.0,4.0,1.0,1.0,181.0,2094.0,140.0,184.0,199.0,1.0,1.0,6.0,0.0,1.0,126.0,389.0,89.0,124.0,328.0,59.0
823,28.0,3.0,21.0,34.0,25.0,126.0,145.0,195.0,148.0,169.0,19.0,13.0,29.0,35.0,15.0,100.0,649.0,145.0,141.0,259.0,30.0
830,1.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,2.0,9.0,1.0,4.0,9.0,0.0
833,81.0,36.0,14.0,78.0,44.0,33.0,23.0,21.0,22.0,28.0,29.0,49.0,41.0,30.0,28.0,26.0,53.0,20.0,37.0,102.0,7.0
835,18.0,3.0,6.0,6.0,6.0,2.0,8.0,1.0,3.0,5.0,14.0,8.0,8.0,2.0,1.0,6.0,12.0,3.0,5.0,15.0,1.0
837,62.0,6.0,79.0,76.0,74.0,81.0,25.0,92.0,93.0,88.0,52.0,38.0,80.0,86.0,33.0,49.0,24.0,49.0,53.0,110.0,11.0
838,38093.0,34666.0,30958.0,80859.0,54136.0,10834.0,6785.0,10023.0,4897.0,6094.0,39525.0,56467.0,23584.0,75268.0,40465.0,7206.0,15312.0,7560.0,10485.0,15654.0,1851.0
839,8.0,2.0,20.0,40.0,9.0,159.0,92.0,73.0,44.0,48.0,4.0,6.0,23.0,14.0,4.0,78.0,280.0,31.0,75.0,132.0,16.0
841,67.0,3446.0,273.0,64.0,66.0,55.0,31.0,16.0,34.0,16.0,50.0,32520.0,82.0,57.0,44.0,10.0,29.0,16.0,47.0,67.0,45.0
842,508.0,4556.0,973.0,888.0,928.0,151.0,185.0,121.0,293.0,146.0,255.0,18336.0,671.0,1579.0,789.0,152.0,285.0,148.0,178.0,302.0,120.0
843,7.0,9.0,21.0,6.0,4.0,831.0,201.0,378.0,803.0,403.0,7.0,62.0,23.0,3.0,1.0,249.0,425.0,339.0,288.0,1382.0,541.0
848,6.0,4.0,3.0,1.0,3.0,7.0,15.0,13.0,10.0,7.0,4.0,8.0,5.0,5.0,1.0,11.0,16.0,29.0,9.0,21.0,2.0
850,4.0,9.0,8.0,4.0,10.0,216.0,434.0,213.0,356.0,169.0,8.0,16.0,13.0,3.0,1.0,116.0,296.0,166.0,383.0,277.0,46.0
853,211.0,126.0,318.0,242.0,171.0,382.0,387.0,301.0,646.0,326.0,546.0,63.0,255.0,429.0,161.0,234.0,768.0,250.0,496.0,713.0,272.0
854,1.0,7.0,2.0,0.0,0.0,175.0,797.0,191.0,101.0,133.0,1.0,24.0,4.0,1.0,0.0,123.0,620.0,112.0,226.0,290.0,58.0
857,3.0,69.0,14.0,4.0,4.0,1505.0,476.0,1422.0,1784.0,2039.0,6.0,35.0,33.0,3.0,1.0,1562.0,9002.0,1582.0,3507.0,4971.0,493.0
859,220.0,56.0,86.0,168.0,102.0,93.0,107.0,42.0,51.0,50.0,286.0,1150.0,23.0,165.0,98.0,15.0,26.0,29.0,26.0,159.0,22.0
860,24.0,26.0,19.0,77.0,46.0,84.0,31.0,90.0,145.0,157.0,24.0,54.0,27.0,28.0,13.0,78.0,129.0,85.0,122.0,212.0,27.0
862,74.0,11.0,91.0,243.0,51.0,43.0,12.0,61.0,58.0,40.0,32.0,36.0,86.0,73.0,31.0,40.0,56.0,35.0,52.0,171.0,9.0
868,11.0,1.0,24.0,14.0,3.0,30.0,164.0,31.0,86.0,37.0,13.0,93.0,38.0,6.0,5.0,22.0,9.0,32.0,100.0,64.0,11.0
869,13.0,0.0,9.0,4.0,9.0,7.0,8.0,4.0,4.0,9.0,8.0,9.0,5.0,1.0,5.0,6.0,13.0,5.0,6.0,26.0,3.0
87,2.0,3.0,6.0,4.0,2.0,1.0,1.0,2.0,13.0,8.0,0.0,20.0,7.0,1.0,1.0,6.0,2.0,4.0,8.0,8.0,2.0
870,4.0,4.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,4.0,2.0,13.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,3.0
871,0.0,43.0,3.0,5.0,0.0,21.0,8.0,4.0,5.0,7.0,0.0,11.0,3.0,0.0,1.0,6.0,2.0,1.0,6.0,9.0,1.0
879,3.0,0.0,1.0,0.0,0.0,102.0,12.0,29.0,28.0,32.0,1.0,0.0,3.0,0.0,2.0,12.0,113.0,23.0,27.0,174.0,20.0
880,1.0,2.0,0.0,1.0,0.0,2.0,8.0,1.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,4.0,4.0,2.0,3.0,4.0,0.0
882,1.0,3.0,1.0,0.0,0.0,2.0,8.0,3.0,2.0,5.0,0.0,16.0,4.0,0.0,0.0,3.0,10.0,3.0,3.0,7.0,1.0
887,0.0,1.0,8.0,0.0,0.0,38.0,75.0,9.0,45.0,35.0,1.0,1.0,5.0,0.0,0.0,7.0,10.0,12.0,15.0,90.0,22.0
888,53.0,8.0,19.0,31.0,13.0,19.0,4.0,13.0,14.0,11.0,14.0,3.0,19.0,29.0,19.0,10.0,3.0,7.0,23.0,31.0,7.0
89,662.0,6925.0,198.0,1024.0,2016.0,145.0,373.0,71.0,78.0,63.0,865.0,23422.0,76.0,841.0,963.0,40.0,615.0,42.0,24.0,235.0,86.0
892,2.0,0.0,2.0,1.0,0.0,6.0,37.0,5.0,4.0,5.0,0.0,10.0,3.0,0.0,0.0,2.0,98.0,3.0,4.0,11.0,1.0
897,0.0,2.0,1.0,0.0,0.0,5.0,7.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,6.0,5.0,4.0,39.0,3.0
904,8.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,3.0,2.0,23.0,1.0,2.0,0.0,1.0
91,117.0,160.0,130.0,167.0,112.0,54.0,7.0,62.0,87.0,48.0,57.0,2852.0,57.0,173.0,51.0,38.0,137.0,46.0,56.0,35.0,5.0
