strain_id,A_MTX_5-FC.ERG11_PIS1,A_MTX_Fluconazole.ERG11_PIS1,A_MTX_Metformin.ERG11_PIS1,A_MTX_Trifluoperazine.ERG11_PIS1,A_MTX_noDrug.ERG11_PIS1,A_noMTX_5-FC.ERG11_PIS1,A_noMTX_Fluconazole.ERG11_PIS1,A_noMTX_Metformin.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_noDrug.ERG11_PIS1,B_MTX_5-FC.ERG11_PIS1,B_MTX_Fluconazole.ERG11_PIS1,B_MTX_Metformin.ERG11_PIS1,B_MTX_Trifluoperazine.ERG11_PIS1,B_MTX_noDrug.ERG11_PIS1,B_noMTX_5-FC.ERG11_PIS1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Metformin.ERG11_PIS1,B_noMTX_Trifluoperazine.ERG11_PIS1,B_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_PIS1
541,5.0,1065.0,39.0,13.0,18.0,81.0,636.0,169.0,116.0,23.0,9.0,5.0,34.0,2.0,13.0,99.0,9.0,45.0,306.0,149.0,27.0
543,1.0,30.0,6.0,4.0,0.0,15.0,33.0,10.0,8.0,2.0,0.0,198.0,5.0,0.0,0.0,9.0,39.0,16.0,11.0,12.0,19.0
545,247.0,1038.0,25.0,61.0,391.0,229.0,34.0,50.0,63.0,46.0,184.0,435.0,61.0,46.0,53.0,178.0,42.0,54.0,432.0,135.0,94.0
546,1.0,338.0,15.0,2.0,6.0,290.0,53.0,175.0,173.0,49.0,1.0,416.0,25.0,1.0,1.0,199.0,255.0,196.0,890.0,241.0,50.0
557,8.0,13.0,10.0,2.0,16.0,47.0,48.0,81.0,60.0,17.0,32.0,0.0,42.0,4.0,1.0,51.0,15.0,45.0,263.0,77.0,25.0
559,8.0,25.0,5.0,4.0,10.0,8.0,2.0,5.0,26.0,4.0,10.0,58.0,20.0,4.0,4.0,4.0,6.0,9.0,48.0,2.0,4.0
564,22.0,133.0,36.0,68.0,51.0,60.0,19.0,21.0,80.0,12.0,33.0,102.0,173.0,29.0,19.0,67.0,62.0,73.0,263.0,56.0,17.0
567,156.0,17.0,66.0,37.0,115.0,72.0,13.0,128.0,76.0,56.0,164.0,13.0,93.0,48.0,69.0,66.0,24.0,98.0,368.0,79.0,39.0
57,3.0,1.0,1.0,1.0,4.0,47.0,13.0,27.0,16.0,10.0,1.0,1.0,4.0,2.0,0.0,51.0,3.0,14.0,27.0,15.0,16.0
571,156.0,205.0,17.0,71.0,73.0,95.0,10.0,24.0,47.0,12.0,20.0,30.0,37.0,37.0,30.0,38.0,16.0,46.0,81.0,62.0,21.0
574,0.0,3.0,6.0,2.0,0.0,71.0,3.0,5.0,16.0,2.0,0.0,0.0,4.0,1.0,0.0,20.0,8.0,11.0,25.0,0.0,4.0
576,4.0,26.0,0.0,0.0,1.0,22.0,5.0,129.0,14.0,5.0,3.0,29.0,4.0,2.0,0.0,21.0,8.0,7.0,41.0,29.0,8.0
578,1774.0,3617.0,813.0,1321.0,2395.0,641.0,6807.0,465.0,857.0,131.0,989.0,9036.0,1614.0,1897.0,525.0,695.0,1103.0,667.0,3412.0,667.0,178.0
58,2.0,1.0,0.0,1.0,3.0,7.0,29.0,7.0,39.0,4.0,0.0,1.0,2.0,1.0,1.0,6.0,8.0,25.0,32.0,3.0,23.0
581,1.0,32.0,7.0,2.0,0.0,106.0,10.0,162.0,126.0,27.0,7.0,4.0,36.0,2.0,1.0,31.0,23.0,32.0,600.0,147.0,33.0
586,20.0,27.0,17.0,19.0,20.0,226.0,11.0,112.0,127.0,25.0,22.0,5.0,120.0,24.0,8.0,269.0,22.0,78.0,209.0,125.0,26.0
588,5.0,5.0,8.0,4.0,9.0,22.0,4.0,27.0,32.0,8.0,8.0,1.0,24.0,3.0,0.0,12.0,8.0,17.0,138.0,26.0,4.0
589,26.0,7402.0,17.0,9.0,7.0,479.0,532.0,263.0,297.0,168.0,23.0,3249.0,117.0,15.0,5.0,400.0,253.0,388.0,484.0,397.0,84.0
590,11.0,128.0,2.0,5.0,4.0,78.0,14.0,25.0,131.0,40.0,2.0,784.0,38.0,5.0,6.0,39.0,13.0,94.0,50.0,91.0,24.0
596,8.0,14.0,1.0,8.0,1.0,39.0,9.0,23.0,39.0,23.0,1.0,7.0,8.0,1.0,0.0,11.0,6.0,49.0,183.0,149.0,32.0
598,257.0,367.0,229.0,285.0,326.0,354.0,316.0,232.0,369.0,66.0,247.0,143.0,345.0,257.0,86.0,363.0,99.0,282.0,637.0,252.0,79.0
599,1742.0,9.0,399.0,706.0,1124.0,583.0,41.0,388.0,657.0,100.0,990.0,11.0,880.0,804.0,354.0,411.0,18.0,343.0,1300.0,357.0,106.0
599_ref1,3.0,2.0,30.0,4.0,0.0,367.0,242.0,491.0,604.0,223.0,1.0,4.0,36.0,6.0,0.0,365.0,402.0,230.0,2031.0,1488.0,422.0
599_ref2,5.0,0.0,26.0,4.0,1.0,203.0,290.0,150.0,533.0,228.0,1.0,0.0,20.0,0.0,2.0,267.0,88.0,117.0,1004.0,914.0,377.0
6,3.0,17.0,10.0,5.0,1.0,21.0,11.0,16.0,27.0,18.0,2.0,6.0,8.0,6.0,2.0,31.0,10.0,100.0,73.0,94.0,14.0
60,766.0,1.0,277.0,201.0,519.0,343.0,5.0,261.0,285.0,47.0,545.0,0.0,316.0,498.0,86.0,309.0,41.0,427.0,1488.0,452.0,62.0
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,1.0
611,1.0,40.0,34.0,2.0,2.0,209.0,11.0,300.0,196.0,53.0,2.0,5.0,174.0,1.0,0.0,206.0,31.0,188.0,381.0,173.0,57.0
616,970.0,143.0,413.0,230.0,638.0,430.0,51.0,216.0,208.0,65.0,353.0,13.0,423.0,375.0,122.0,267.0,145.0,241.0,796.0,366.0,106.0
619,2.0,14.0,1.0,3.0,6.0,8.0,0.0,11.0,14.0,7.0,5.0,1.0,7.0,3.0,0.0,8.0,4.0,4.0,44.0,4.0,2.0
622,10.0,11.0,9.0,9.0,4.0,582.0,4.0,176.0,325.0,37.0,7.0,4.0,19.0,3.0,6.0,259.0,6.0,54.0,481.0,108.0,41.0
627,181.0,163.0,9.0,29.0,156.0,59.0,5.0,38.0,31.0,32.0,126.0,2.0,114.0,65.0,41.0,88.0,19.0,79.0,84.0,81.0,33.0
631,2111.0,512.0,343.0,294.0,717.0,2510.0,568.0,807.0,1460.0,291.0,796.0,1131.0,1076.0,243.0,286.0,2022.0,31.0,766.0,2159.0,1126.0,157.0
632,103.0,46.0,63.0,94.0,111.0,85.0,42.0,94.0,110.0,30.0,75.0,74.0,181.0,95.0,49.0,97.0,32.0,102.0,388.0,215.0,19.0
636,16.0,83.0,96.0,8.0,5.0,463.0,441.0,496.0,260.0,81.0,10.0,5.0,100.0,8.0,3.0,250.0,13.0,377.0,1095.0,421.0,85.0
638,65.0,2.0,7.0,11.0,52.0,52.0,5.0,21.0,28.0,6.0,19.0,0.0,9.0,7.0,16.0,29.0,1.0,24.0,74.0,22.0,19.0
639,243.0,108.0,51.0,63.0,292.0,218.0,122.0,92.0,59.0,37.0,149.0,5.0,144.0,65.0,31.0,123.0,14.0,88.0,228.0,144.0,40.0
64,82.0,25.0,22.0,70.0,139.0,52.0,11.0,145.0,161.0,22.0,47.0,50.0,81.0,90.0,16.0,65.0,8.0,26.0,420.0,69.0,19.0
640,15.0,12.0,25.0,9.0,25.0,73.0,27.0,118.0,38.0,10.0,23.0,4.0,23.0,12.0,5.0,45.0,103.0,61.0,313.0,125.0,30.0
642,327.0,40.0,135.0,80.0,372.0,126.0,2541.0,79.0,55.0,35.0,283.0,26.0,200.0,117.0,40.0,119.0,21.0,85.0,422.0,120.0,32.0
648,929.0,218.0,42.0,173.0,552.0,323.0,47.0,64.0,113.0,33.0,658.0,296.0,184.0,177.0,158.0,323.0,70.0,74.0,98.0,129.0,76.0
649,720.0,17.0,452.0,675.0,1389.0,337.0,8.0,243.0,377.0,61.0,497.0,6.0,953.0,554.0,256.0,136.0,18.0,438.0,1130.0,368.0,104.0
65,6.0,3.0,2.0,4.0,1.0,3.0,2.0,0.0,7.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,13.0,2.0,25.0,2.0,1.0
651,127.0,5.0,28.0,53.0,298.0,95.0,6.0,47.0,51.0,12.0,160.0,3.0,81.0,76.0,36.0,76.0,6.0,94.0,313.0,107.0,23.0
652,330.0,51.0,125.0,161.0,302.0,100.0,90.0,105.0,201.0,21.0,273.0,73.0,327.0,314.0,66.0,110.0,12.0,102.0,397.0,142.0,135.0
653,14.0,139.0,11.0,21.0,29.0,43.0,19.0,37.0,65.0,7.0,30.0,406.0,38.0,28.0,12.0,65.0,31.0,50.0,235.0,34.0,23.0
657,762.0,421.0,551.0,353.0,707.0,436.0,570.0,490.0,604.0,249.0,397.0,110.0,642.0,227.0,341.0,429.0,216.0,330.0,1542.0,612.0,131.0
658,316.0,7.0,13.0,89.0,546.0,81.0,3.0,78.0,31.0,24.0,384.0,7.0,194.0,159.0,103.0,84.0,1.0,52.0,214.0,104.0,47.0
66,2.0,2.0,13.0,0.0,1.0,64.0,43.0,126.0,104.0,20.0,1.0,1.0,30.0,0.0,1.0,43.0,7.0,163.0,196.0,135.0,71.0
660,260.0,17.0,179.0,42.0,120.0,168.0,8.0,73.0,156.0,32.0,153.0,9.0,101.0,56.0,90.0,144.0,23.0,117.0,374.0,226.0,57.0
666,176.0,377.0,41.0,46.0,192.0,188.0,5.0,111.0,53.0,33.0,172.0,538.0,84.0,100.0,32.0,68.0,9.0,69.0,191.0,136.0,67.0
667,1524.0,96.0,497.0,616.0,1227.0,502.0,64.0,435.0,849.0,125.0,799.0,421.0,862.0,1200.0,376.0,410.0,152.0,358.0,1676.0,568.0,156.0
668,69.0,12.0,3.0,10.0,40.0,28.0,82.0,6.0,30.0,7.0,27.0,4.0,20.0,24.0,15.0,23.0,21.0,15.0,65.0,11.0,15.0
673,12507.0,82.0,4241.0,8766.0,12244.0,9686.0,89.0,7306.0,14550.0,3690.0,6139.0,240.0,6817.0,5243.0,5967.0,7670.0,180.0,5515.0,34241.0,9825.0,3267.0
674,984.0,437.0,219.0,792.0,681.0,212.0,127.0,204.0,835.0,68.0,418.0,4186.0,637.0,469.0,442.0,163.0,33.0,104.0,1055.0,245.0,102.0
676,783.0,377.0,232.0,873.0,1152.0,540.0,2718.0,337.0,674.0,156.0,741.0,148.0,856.0,976.0,376.0,510.0,195.0,379.0,1632.0,489.0,117.0
677,2.0,11.0,10.0,1.0,2.0,83.0,133.0,89.0,69.0,33.0,0.0,12.0,2.0,2.0,0.0,61.0,4.0,19.0,176.0,80.0,16.0
683,0.0,1.0,11.0,1.0,2.0,19.0,2.0,44.0,47.0,5.0,2.0,0.0,14.0,0.0,1.0,29.0,3.0,34.0,287.0,17.0,18.0
685,13.0,133.0,17.0,1.0,4.0,196.0,12.0,149.0,113.0,33.0,2.0,83.0,61.0,1.0,2.0,246.0,209.0,183.0,319.0,240.0,85.0
689,103.0,132.0,136.0,29.0,308.0,78.0,15.0,90.0,13.0,11.0,140.0,31.0,69.0,42.0,52.0,74.0,41.0,34.0,131.0,66.0,12.0
690,528.0,8993.0,136.0,32.0,216.0,556.0,79.0,140.0,53.0,44.0,349.0,624.0,486.0,175.0,14.0,133.0,167.0,272.0,275.0,216.0,41.0
692,1.0,10.0,15.0,0.0,1.0,284.0,7.0,362.0,101.0,35.0,1.0,0.0,52.0,3.0,0.0,173.0,44.0,225.0,775.0,256.0,114.0
693,12.0,1112.0,15.0,28.0,16.0,83.0,10.0,97.0,107.0,41.0,8.0,0.0,33.0,22.0,11.0,60.0,12.0,80.0,506.0,123.0,77.0
695,119.0,69.0,64.0,45.0,146.0,86.0,4522.0,82.0,148.0,85.0,47.0,4.0,74.0,65.0,53.0,135.0,13.0,140.0,479.0,221.0,27.0
697,4.0,157.0,34.0,4.0,4.0,78.0,10.0,79.0,90.0,27.0,1.0,15.0,35.0,2.0,1.0,60.0,13.0,62.0,292.0,100.0,29.0
7,51.0,6.0,65.0,35.0,34.0,33.0,4.0,137.0,101.0,23.0,44.0,1.0,10.0,27.0,20.0,73.0,15.0,20.0,45.0,40.0,16.0
701,20.0,906.0,74.0,3.0,0.0,632.0,48.0,253.0,434.0,101.0,8.0,453.0,210.0,1.0,0.0,635.0,74.0,268.0,546.0,273.0,64.0
702,71.0,119.0,390.0,12.0,2.0,651.0,20.0,777.0,1647.0,216.0,15.0,61.0,745.0,5.0,5.0,663.0,171.0,587.0,2836.0,905.0,263.0
703,333.0,68.0,34.0,105.0,304.0,229.0,6.0,198.0,87.0,38.0,138.0,4.0,100.0,183.0,49.0,216.0,1.0,102.0,576.0,198.0,52.0
705,1.0,0.0,12.0,0.0,0.0,198.0,5.0,67.0,127.0,11.0,0.0,0.0,10.0,0.0,0.0,160.0,5.0,98.0,109.0,91.0,36.0
709,302.0,10.0,285.0,296.0,744.0,51.0,7.0,217.0,102.0,38.0,181.0,23.0,308.0,403.0,126.0,59.0,1.0,73.0,863.0,243.0,43.0
711,8.0,5.0,6.0,3.0,3.0,23.0,0.0,13.0,6.0,5.0,2.0,31.0,30.0,2.0,0.0,20.0,4.0,9.0,64.0,15.0,14.0
713,304.0,218.0,47.0,115.0,205.0,157.0,4.0,80.0,50.0,25.0,159.0,58.0,211.0,257.0,25.0,81.0,7.0,94.0,417.0,126.0,56.0
715,1.0,3.0,2.0,1.0,0.0,23.0,6.0,3.0,6.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,18.0,9.0,23.0,9.0,5.0
717,783.0,15.0,215.0,764.0,838.0,287.0,8.0,163.0,247.0,29.0,476.0,116.0,418.0,1059.0,158.0,209.0,41.0,147.0,1293.0,214.0,134.0
721,7.0,280.0,23.0,4.0,1.0,136.0,17.0,89.0,71.0,25.0,11.0,291.0,29.0,1.0,2.0,70.0,12.0,27.0,219.0,78.0,19.0
724,6.0,4.0,9.0,12.0,6.0,45.0,3.0,17.0,51.0,6.0,3.0,2.0,14.0,10.0,1.0,93.0,2.0,50.0,158.0,34.0,14.0
727,1850.0,62.0,730.0,586.0,971.0,668.0,30.0,958.0,586.0,229.0,1178.0,469.0,1982.0,481.0,700.0,510.0,64.0,661.0,1246.0,708.0,168.0
729,967.0,687.0,267.0,666.0,959.0,573.0,293.0,380.0,625.0,109.0,548.0,1333.0,666.0,598.0,368.0,474.0,137.0,505.0,1033.0,317.0,130.0
731,118.0,133.0,502.0,33.0,1.0,3036.0,73.0,3163.0,5407.0,828.0,227.0,0.0,1977.0,21.0,11.0,2455.0,52.0,2907.0,11353.0,4008.0,1009.0
732,5.0,31.0,210.0,3.0,5.0,635.0,12.0,992.0,546.0,183.0,11.0,4.0,463.0,4.0,1.0,429.0,34.0,662.0,2245.0,928.0,94.0
734,717.0,232.0,55.0,202.0,789.0,167.0,2.0,362.0,199.0,61.0,331.0,251.0,121.0,317.0,157.0,102.0,31.0,490.0,290.0,250.0,75.0
735,3.0,120.0,11.0,0.0,0.0,263.0,14.0,112.0,67.0,31.0,1.0,1.0,18.0,0.0,1.0,93.0,23.0,141.0,268.0,188.0,49.0
738,26.0,54.0,4.0,10.0,64.0,87.0,92.0,60.0,25.0,19.0,50.0,106.0,201.0,9.0,20.0,34.0,272.0,122.0,104.0,94.0,38.0
739,57.0,15.0,116.0,44.0,50.0,874.0,291.0,532.0,583.0,98.0,34.0,20.0,204.0,59.0,8.0,522.0,106.0,412.0,2727.0,707.0,447.0
740,1.0,4.0,3.0,7.0,2.0,35.0,4.0,13.0,38.0,13.0,0.0,1.0,18.0,2.0,4.0,10.0,8.0,39.0,189.0,20.0,6.0
741,59.0,11.0,23.0,27.0,48.0,28.0,6.0,36.0,43.0,28.0,44.0,80.0,42.0,38.0,48.0,19.0,2.0,27.0,90.0,25.0,26.0
742,43.0,114.0,198.0,42.0,31.0,597.0,285.0,510.0,751.0,164.0,29.0,66.0,252.0,41.0,21.0,421.0,1234.0,842.0,2991.0,645.0,163.0
748,19.0,106.0,29.0,4.0,13.0,145.0,10.0,177.0,143.0,24.0,9.0,76.0,136.0,2.0,5.0,155.0,14.0,146.0,510.0,176.0,64.0
749,2.0,5.0,1.0,2.0,2.0,58.0,5.0,21.0,45.0,5.0,1.0,1.0,5.0,2.0,1.0,36.0,15.0,18.0,47.0,56.0,10.0
754,6.0,10.0,15.0,2.0,2.0,208.0,2.0,309.0,101.0,22.0,7.0,79.0,190.0,7.0,1.0,116.0,11.0,204.0,522.0,257.0,100.0
755,3.0,2.0,2.0,2.0,2.0,7.0,8.0,3.0,6.0,2.0,5.0,3.0,5.0,1.0,0.0,5.0,5.0,13.0,45.0,11.0,4.0
756,1250.0,768.0,701.0,1191.0,1733.0,875.0,633.0,564.0,565.0,106.0,911.0,261.0,947.0,1554.0,739.0,272.0,310.0,637.0,1695.0,1152.0,462.0
760,1296.0,279.0,856.0,513.0,813.0,503.0,44.0,171.0,116.0,63.0,483.0,108.0,745.0,410.0,425.0,308.0,21.0,347.0,445.0,241.0,91.0
77,166.0,58.0,10.0,26.0,106.0,299.0,17.0,125.0,130.0,60.0,120.0,19.0,94.0,20.0,34.0,104.0,148.0,149.0,155.0,200.0,49.0
772,47.0,112.0,4.0,17.0,17.0,99.0,16.0,104.0,68.0,11.0,11.0,107.0,33.0,9.0,8.0,29.0,42.0,25.0,44.0,46.0,19.0
775,5.0,72.0,25.0,6.0,1.0,302.0,57.0,168.0,471.0,75.0,2.0,12.0,142.0,3.0,5.0,267.0,66.0,198.0,693.0,264.0,102.0
778,385.0,89.0,217.0,162.0,256.0,598.0,768.0,708.0,633.0,115.0,193.0,0.0,1106.0,231.0,55.0,439.0,35.0,384.0,1463.0,432.0,108.0
78,0.0,0.0,3.0,0.0,0.0,95.0,1.0,21.0,12.0,27.0,0.0,1.0,10.0,0.0,2.0,109.0,4.0,36.0,34.0,35.0,17.0
782,9.0,5.0,25.0,0.0,2.0,155.0,12.0,494.0,166.0,29.0,1.0,0.0,15.0,3.0,0.0,39.0,11.0,41.0,269.0,102.0,36.0
783,3208.0,5106.0,946.0,622.0,3846.0,543.0,148.0,513.0,488.0,102.0,2628.0,381.0,2225.0,1929.0,522.0,629.0,297.0,435.0,3392.0,783.0,135.0
784,5.0,68.0,35.0,5.0,6.0,90.0,20.0,35.0,21.0,13.0,10.0,56.0,18.0,3.0,0.0,33.0,63.0,29.0,41.0,162.0,23.0
789,17.0,18.0,14.0,1.0,2.0,204.0,12.0,104.0,320.0,22.0,3.0,2.0,71.0,2.0,0.0,74.0,136.0,104.0,427.0,162.0,302.0
790,45.0,60.0,34.0,21.0,35.0,122.0,16.0,72.0,72.0,31.0,23.0,6.0,72.0,17.0,9.0,93.0,42.0,89.0,308.0,150.0,58.0
791,20.0,89.0,28.0,37.0,36.0,47.0,141.0,20.0,39.0,7.0,15.0,22.0,40.0,38.0,18.0,40.0,177.0,58.0,116.0,47.0,25.0
795,1289.0,272.0,7289.0,124.0,72.0,6716.0,2542.0,11730.0,9112.0,2180.0,704.0,23.0,11572.0,99.0,27.0,6646.0,768.0,8030.0,24699.0,10439.0,1359.0
796,12.0,318.0,23.0,3.0,4.0,380.0,71.0,203.0,483.0,138.0,6.0,248.0,54.0,4.0,4.0,299.0,63.0,228.0,354.0,314.0,106.0
797,4.0,29.0,2.0,7.0,3.0,47.0,3.0,6.0,30.0,5.0,4.0,12.0,27.0,8.0,3.0,40.0,6.0,22.0,52.0,11.0,10.0
798,87.0,253.0,96.0,11.0,2.0,1313.0,170.0,2161.0,986.0,384.0,20.0,60.0,62.0,11.0,1.0,1292.0,72.0,515.0,1998.0,1832.0,213.0
800,2.0,10.0,1.0,0.0,0.0,4.0,3.0,1.0,5.0,4.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,6.0,21.0,5.0,1.0
801,9.0,158.0,2.0,10.0,14.0,9.0,24.0,9.0,30.0,7.0,5.0,802.0,4.0,28.0,6.0,5.0,12.0,12.0,38.0,15.0,22.0
803,2.0,0.0,2.0,0.0,1.0,20.0,4.0,5.0,13.0,10.0,0.0,0.0,8.0,0.0,1.0,13.0,3.0,13.0,16.0,16.0,11.0
804,345.0,17824.0,185.0,140.0,229.0,176.0,64.0,258.0,454.0,34.0,187.0,242.0,233.0,105.0,55.0,140.0,54.0,107.0,501.0,290.0,64.0
805,169.0,36.0,73.0,39.0,207.0,167.0,5.0,85.0,62.0,14.0,153.0,58.0,198.0,113.0,24.0,126.0,8.0,64.0,156.0,85.0,29.0
807,2.0,3.0,2.0,0.0,1.0,25.0,4.0,14.0,12.0,7.0,0.0,2.0,24.0,0.0,0.0,9.0,6.0,28.0,26.0,23.0,5.0
808,12.0,40.0,20.0,7.0,8.0,152.0,6.0,63.0,479.0,23.0,3.0,0.0,46.0,6.0,3.0,123.0,10.0,82.0,212.0,101.0,67.0
809,496.0,19.0,127.0,183.0,631.0,469.0,141.0,457.0,226.0,98.0,293.0,12.0,422.0,277.0,179.0,348.0,40.0,310.0,864.0,341.0,98.0
81,21.0,33.0,1.0,2.0,60.0,19.0,0.0,13.0,6.0,3.0,17.0,6.0,19.0,1.0,5.0,10.0,1.0,8.0,20.0,23.0,9.0
811,14.0,36.0,5.0,16.0,13.0,18.0,16.0,21.0,56.0,13.0,17.0,6.0,30.0,9.0,4.0,5.0,16.0,25.0,124.0,22.0,12.0
812,0.0,14.0,0.0,5.0,3.0,15.0,4.0,25.0,20.0,13.0,6.0,6.0,8.0,6.0,2.0,18.0,10.0,8.0,26.0,16.0,16.0
813,98.0,220.0,150.0,154.0,91.0,477.0,37.0,266.0,390.0,95.0,61.0,90.0,339.0,128.0,56.0,212.0,521.0,427.0,1395.0,432.0,53.0
819,13.0,170.0,134.0,10.0,11.0,998.0,204.0,523.0,814.0,95.0,9.0,45.0,182.0,10.0,4.0,721.0,32.0,473.0,1954.0,674.0,107.0
821,6.0,21.0,5.0,2.0,1.0,199.0,2.0,177.0,76.0,43.0,0.0,25.0,29.0,0.0,1.0,70.0,14.0,110.0,134.0,103.0,38.0
823,24.0,33.0,16.0,26.0,16.0,154.0,33.0,76.0,143.0,25.0,16.0,4.0,86.0,29.0,14.0,72.0,16.0,116.0,588.0,70.0,33.0
830,2.0,9.0,5.0,1.0,2.0,4.0,5.0,3.0,13.0,1.0,2.0,0.0,17.0,1.0,0.0,2.0,9.0,8.0,20.0,5.0,2.0
833,100.0,1257.0,64.0,49.0,114.0,95.0,22.0,58.0,40.0,13.0,94.0,240.0,139.0,73.0,10.0,31.0,63.0,90.0,267.0,46.0,22.0
835,141.0,124.0,66.0,20.0,144.0,137.0,7.0,78.0,18.0,7.0,145.0,9.0,224.0,118.0,4.0,47.0,9.0,38.0,146.0,61.0,29.0
837,284.0,7.0,123.0,128.0,356.0,528.0,100.0,510.0,231.0,117.0,209.0,1.0,340.0,83.0,83.0,306.0,41.0,229.0,739.0,492.0,107.0
838,63692.0,22375.0,26234.0,18806.0,53448.0,15316.0,7798.0,15840.0,12801.0,2731.0,30902.0,7488.0,42083.0,47664.0,8780.0,11950.0,6975.0,12810.0,66687.0,20197.0,5296.0
839,15.0,17.0,22.0,14.0,25.0,104.0,7.0,45.0,44.0,22.0,17.0,1.0,39.0,29.0,18.0,108.0,14.0,42.0,276.0,114.0,14.0
841,379.0,26675.0,113.0,1010.0,468.0,138.0,445.0,94.0,308.0,32.0,241.0,41478.0,547.0,1116.0,41.0,99.0,300.0,160.0,506.0,152.0,271.0
842,839.0,23225.0,463.0,1210.0,1215.0,409.0,45.0,173.0,190.0,74.0,470.0,3950.0,955.0,807.0,533.0,194.0,35.0,198.0,533.0,196.0,170.0
843,18.0,3133.0,146.0,39.0,18.0,4360.0,3521.0,2651.0,5002.0,727.0,16.0,1005.0,625.0,42.0,23.0,4452.0,3397.0,2699.0,5146.0,2407.0,2214.0
848,30.0,38.0,3.0,30.0,89.0,178.0,3.0,52.0,107.0,8.0,52.0,44.0,18.0,35.0,27.0,45.0,3.0,43.0,123.0,80.0,46.0
850,43.0,764.0,284.0,15.0,9.0,1881.0,1893.0,1505.0,2695.0,348.0,40.0,360.0,529.0,6.0,0.0,2015.0,376.0,956.0,7445.0,1589.0,391.0
853,1538.0,1224.0,195.0,793.0,1326.0,1863.0,1706.0,472.0,1229.0,253.0,914.0,293.0,1345.0,1126.0,701.0,841.0,831.0,618.0,2007.0,949.0,986.0
854,17.0,175.0,17.0,1.0,2.0,108.0,22.0,152.0,27.0,11.0,16.0,36.0,49.0,3.0,0.0,29.0,47.0,63.0,372.0,113.0,58.0
857,10.0,1906.0,175.0,15.0,113.0,3814.0,5361.0,3075.0,3504.0,726.0,27.0,370.0,562.0,7.0,1.0,2611.0,6471.0,4599.0,16832.0,5868.0,1775.0
859,1031.0,83.0,41.0,45.0,401.0,117.0,6.0,161.0,74.0,21.0,167.0,27.0,91.0,123.0,56.0,68.0,4.0,116.0,247.0,131.0,106.0
860,22.0,57.0,22.0,31.0,33.0,162.0,17.0,202.0,156.0,49.0,26.0,8.0,60.0,45.0,12.0,189.0,22.0,85.0,874.0,193.0,65.0
862,67.0,12.0,28.0,87.0,77.0,64.0,15.0,72.0,79.0,27.0,37.0,5.0,94.0,109.0,58.0,31.0,24.0,60.0,392.0,55.0,22.0
868,31.0,2.0,6.0,10.0,35.0,13.0,36.0,21.0,20.0,6.0,2.0,0.0,24.0,20.0,7.0,10.0,1.0,33.0,120.0,23.0,12.0
869,351.0,0.0,198.0,56.0,189.0,144.0,2.0,82.0,123.0,14.0,240.0,0.0,348.0,28.0,47.0,27.0,2.0,88.0,775.0,108.0,21.0
87,0.0,42.0,18.0,2.0,4.0,16.0,2.0,77.0,12.0,8.0,1.0,6.0,3.0,4.0,4.0,11.0,13.0,8.0,170.0,15.0,80.0
870,1.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,2.0
871,1.0,10.0,3.0,0.0,0.0,6.0,10.0,1.0,6.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,3.0,15.0,4.0,1.0
879,7.0,228.0,7.0,0.0,0.0,83.0,3.0,63.0,13.0,22.0,0.0,158.0,14.0,1.0,0.0,82.0,5.0,65.0,64.0,91.0,50.0
880,2.0,3.0,0.0,3.0,0.0,6.0,2.0,0.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,3.0,20.0,0.0,0.0
882,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,47.0,1.0,0.0
887,0.0,129.0,3.0,1.0,0.0,12.0,1.0,20.0,17.0,11.0,4.0,0.0,14.0,0.0,0.0,30.0,1.0,15.0,165.0,37.0,30.0
888,261.0,1302.0,30.0,51.0,151.0,170.0,22.0,75.0,159.0,32.0,91.0,419.0,97.0,75.0,20.0,152.0,8.0,89.0,306.0,173.0,32.0
89,205.0,311.0,28.0,203.0,344.0,162.0,597.0,65.0,102.0,35.0,177.0,336.0,92.0,237.0,132.0,164.0,42999.0,9908.0,147.0,105.0,90.0
892,9.0,0.0,0.0,0.0,0.0,37.0,22.0,8.0,15.0,4.0,0.0,5.0,2.0,0.0,0.0,15.0,102.0,30.0,47.0,68.0,2.0
897,0.0,0.0,1.0,3.0,10.0,17.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,7.0,2.0,22.0,1.0,4.0,22.0,5.0,2.0
