strain_id,A_MTX_5-FC.ADE17_HYR1,A_MTX_Fluconazole.ADE17_HYR1,A_MTX_Metformin.ADE17_HYR1,A_MTX_Trifluoperazine.ADE17_HYR1,A_MTX_noDrug.ADE17_HYR1,A_noMTX_5-FC.ADE17_HYR1,A_noMTX_Fluconazole.ADE17_HYR1,A_noMTX_Metformin.ADE17_HYR1,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_noDrug.ADE17_HYR1,B_MTX_5-FC.ADE17_HYR1,B_MTX_Fluconazole.ADE17_HYR1,B_MTX_Metformin.ADE17_HYR1,B_MTX_Trifluoperazine.ADE17_HYR1,B_MTX_noDrug.ADE17_HYR1,B_noMTX_5-FC.ADE17_HYR1,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Metformin.ADE17_HYR1,B_noMTX_Trifluoperazine.ADE17_HYR1,B_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ADE17_HYR1
543,0.0,2.0,2.0,3.0,3.0,3.0,58.0,1.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,97.0,9.0,2.0,5.0,3.0
545,13.0,201.0,3.0,14.0,5.0,14.0,65.0,5.0,6.0,7.0,5.0,95.0,12.0,59.0,21.0,7.0,28.0,6.0,7.0,15.0,2.0
546,3.0,5.0,3.0,2.0,1.0,264.0,36.0,46.0,89.0,101.0,2.0,2.0,4.0,8.0,2.0,65.0,88.0,54.0,26.0,75.0,40.0
557,13.0,11.0,3.0,8.0,8.0,1209.0,584.0,189.0,413.0,165.0,18.0,5.0,7.0,8.0,4.0,255.0,959.0,325.0,54.0,288.0,160.0
559,8.0,22.0,16.0,9.0,4.0,32.0,3.0,62.0,56.0,13.0,6.0,14.0,110.0,18.0,7.0,24.0,7.0,22.0,76.0,37.0,2.0
564,34.0,72.0,19.0,35.0,13.0,25.0,12.0,8.0,25.0,7.0,6.0,63.0,19.0,25.0,12.0,11.0,19.0,14.0,9.0,15.0,9.0
567,12.0,14.0,12.0,37.0,7.0,55.0,24.0,22.0,53.0,15.0,18.0,13.0,35.0,59.0,12.0,18.0,52.0,23.0,10.0,34.0,6.0
57,0.0,1.0,0.0,2.0,2.0,166.0,8.0,14.0,45.0,8.0,0.0,0.0,2.0,0.0,0.0,16.0,7.0,11.0,22.0,11.0,67.0
571,21.0,17.0,25.0,13.0,5.0,2594.0,37.0,218.0,488.0,408.0,12.0,4.0,78.0,33.0,2.0,252.0,52.0,123.0,110.0,457.0,693.0
574,2.0,3.0,4.0,1.0,0.0,23.0,4.0,5.0,11.0,5.0,0.0,2.0,7.0,0.0,0.0,5.0,16.0,7.0,4.0,4.0,2.0
576,2.0,8.0,0.0,1.0,2.0,247.0,24.0,13.0,36.0,21.0,2.0,6.0,4.0,4.0,0.0,32.0,8.0,5.0,5.0,25.0,9.0
578,139.0,759.0,33.0,158.0,82.0,1887.0,409.0,216.0,495.0,424.0,116.0,318.0,134.0,338.0,124.0,246.0,460.0,200.0,152.0,542.0,443.0
58,0.0,2.0,2.0,1.0,1.0,16.0,17.0,15.0,32.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,11.0,15.0,10.0,14.0,13.0
581,0.0,4.0,0.0,0.0,1.0,13.0,10.0,8.0,10.0,3.0,2.0,3.0,0.0,2.0,1.0,9.0,11.0,2.0,9.0,17.0,1.0
586,12.0,15.0,5.0,35.0,16.0,331.0,21.0,31.0,55.0,40.0,15.0,4.0,27.0,14.0,10.0,31.0,13.0,65.0,34.0,111.0,35.0
588,23.0,7.0,0.0,11.0,28.0,29.0,10.0,5.0,32.0,7.0,7.0,2.0,21.0,8.0,1.0,15.0,29.0,10.0,14.0,30.0,6.0
589,15.0,57.0,7.0,4.0,6.0,64.0,128.0,27.0,52.0,51.0,6.0,32.0,12.0,9.0,2.0,32.0,156.0,72.0,22.0,61.0,8.0
590,12.0,4.0,5.0,8.0,7.0,29.0,23.0,17.0,17.0,8.0,4.0,1.0,8.0,12.0,6.0,7.0,26.0,9.0,4.0,21.0,3.0
596,6.0,2.0,1.0,4.0,4.0,22.0,12.0,17.0,33.0,15.0,1.0,1.0,2.0,17.0,1.0,7.0,12.0,16.0,24.0,29.0,5.0
598,119.0,282.0,110.0,160.0,27.0,1245.0,106.0,107.0,201.0,170.0,39.0,101.0,116.0,149.0,33.0,178.0,152.0,91.0,105.0,187.0,163.0
599,92.0,2.0,51.0,111.0,53.0,5855.0,14.0,885.0,699.0,826.0,131.0,0.0,141.0,309.0,67.0,774.0,40.0,288.0,214.0,1121.0,516.0
599_ref1,162.0,3.0,1279.0,27.0,90.0,4515.0,36.0,1787.0,1112.0,2882.0,72.0,0.0,1033.0,37.0,12.0,401.0,46.0,405.0,260.0,3125.0,806.0
599_ref2,78.0,0.0,571.0,23.0,1.0,1332.0,33.0,714.0,464.0,1653.0,10.0,1.0,423.0,10.0,1.0,288.0,5.0,216.0,223.0,2436.0,738.0
6,19.0,91.0,15.0,48.0,15.0,828.0,12.0,79.0,45.0,71.0,9.0,0.0,21.0,26.0,7.0,71.0,60.0,65.0,17.0,159.0,38.0
60,24.0,1.0,9.0,33.0,11.0,57.0,35.0,16.0,23.0,11.0,52.0,0.0,16.0,23.0,3.0,15.0,13.0,18.0,18.0,37.0,6.0
61,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0
611,3.0,2.0,0.0,1.0,0.0,471.0,25.0,125.0,86.0,105.0,0.0,1.0,5.0,5.0,2.0,82.0,69.0,89.0,26.0,169.0,76.0
616,19.0,19.0,8.0,11.0,11.0,19.0,25.0,9.0,11.0,6.0,19.0,3.0,24.0,19.0,5.0,9.0,36.0,9.0,6.0,17.0,7.0
619,7.0,2.0,0.0,2.0,12.0,9.0,1.0,2.0,17.0,8.0,3.0,1.0,12.0,3.0,2.0,4.0,13.0,8.0,6.0,9.0,1.0
622,6.0,1.0,2.0,12.0,5.0,2038.0,200.0,76.0,154.0,76.0,16.0,0.0,9.0,9.0,6.0,325.0,432.0,154.0,44.0,92.0,170.0
627,6.0,0.0,2.0,2.0,5.0,15.0,2.0,3.0,14.0,8.0,2.0,1.0,6.0,12.0,1.0,9.0,5.0,4.0,7.0,9.0,2.0
631,19.0,16.0,17.0,15.0,10.0,118.0,12.0,52.0,54.0,20.0,26.0,3.0,46.0,12.0,9.0,60.0,21.0,30.0,42.0,67.0,12.0
632,68.0,67.0,31.0,101.0,60.0,90.0,22.0,36.0,53.0,24.0,61.0,16.0,129.0,131.0,26.0,23.0,29.0,24.0,26.0,62.0,11.0
636,3.0,7.0,3.0,8.0,3.0,67.0,32.0,29.0,48.0,22.0,3.0,2.0,8.0,8.0,0.0,39.0,12.0,16.0,24.0,33.0,5.0
638,2.0,0.0,1.0,4.0,0.0,7.0,3.0,4.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,4.0,8.0,2.0,4.0,3.0,2.0
639,15.0,22.0,13.0,18.0,3.0,982.0,13.0,49.0,82.0,39.0,16.0,2.0,34.0,28.0,8.0,175.0,12.0,45.0,21.0,35.0,61.0
64,3.0,4.0,2.0,14.0,7.0,10.0,18.0,6.0,14.0,3.0,14.0,1.0,3.0,32.0,12.0,7.0,8.0,9.0,9.0,10.0,1.0
640,4.0,4.0,1.0,4.0,0.0,23.0,9.0,6.0,19.0,10.0,4.0,1.0,9.0,22.0,3.0,10.0,17.0,12.0,10.0,12.0,7.0
642,43.0,43.0,11.0,38.0,31.0,60.0,38.0,21.0,26.0,14.0,51.0,3.0,75.0,63.0,16.0,16.0,28.0,16.0,37.0,27.0,10.0
648,3523.0,7891.0,2103.0,1635.0,861.0,7300.0,3625.0,1415.0,635.0,1002.0,2447.0,2529.0,1202.0,961.0,666.0,856.0,9261.0,2521.0,200.0,1217.0,368.0
649,87.0,22.0,46.0,147.0,78.0,88.0,27.0,32.0,55.0,28.0,126.0,0.0,219.0,284.0,79.0,45.0,21.0,24.0,43.0,100.0,23.0
65,7.0,27.0,0.0,10.0,3.0,7.0,12.0,4.0,5.0,0.0,2.0,10.0,4.0,3.0,1.0,1.0,18.0,2.0,2.0,5.0,2.0
651,6.0,2.0,3.0,8.0,6.0,36.0,5.0,7.0,41.0,10.0,6.0,0.0,13.0,18.0,3.0,13.0,11.0,12.0,8.0,10.0,7.0
652,32.0,36.0,41.0,58.0,30.0,268.0,28.0,51.0,150.0,32.0,70.0,35.0,124.0,129.0,17.0,43.0,34.0,23.0,57.0,55.0,289.0
653,27.0,112.0,11.0,18.0,23.0,130.0,51.0,58.0,66.0,31.0,38.0,95.0,30.0,34.0,20.0,42.0,55.0,31.0,44.0,38.0,35.0
657,30.0,84.0,22.0,25.0,15.0,76.0,27.0,32.0,61.0,26.0,27.0,26.0,55.0,49.0,22.0,27.0,50.0,32.0,25.0,60.0,17.0
658,27.0,8.0,1.0,11.0,2.0,14.0,5.0,2.0,0.0,4.0,13.0,3.0,8.0,7.0,3.0,2.0,6.0,2.0,2.0,1.0,6.0
66,0.0,1.0,0.0,0.0,0.0,1721.0,15.0,110.0,249.0,83.0,0.0,1.0,2.0,0.0,0.0,138.0,27.0,97.0,27.0,81.0,411.0
660,12.0,15.0,4.0,19.0,5.0,19.0,13.0,11.0,8.0,6.0,8.0,10.0,21.0,14.0,14.0,6.0,15.0,6.0,13.0,10.0,3.0
666,29.0,228.0,22.0,24.0,8.0,1459.0,316.0,108.0,316.0,200.0,18.0,113.0,22.0,54.0,11.0,224.0,349.0,138.0,40.0,170.0,331.0
667,7.0,43.0,19.0,25.0,9.0,523.0,26.0,62.0,154.0,105.0,13.0,8.0,37.0,24.0,7.0,109.0,30.0,41.0,72.0,116.0,114.0
668,2.0,3.0,5.0,9.0,3.0,678.0,24.0,68.0,149.0,71.0,16.0,2.0,8.0,8.0,6.0,71.0,20.0,27.0,44.0,84.0,162.0
673,490.0,27.0,296.0,836.0,539.0,6168.0,159.0,932.0,1843.0,1081.0,849.0,16.0,960.0,1304.0,454.0,1108.0,165.0,550.0,1179.0,2187.0,1707.0
674,29.0,69.0,41.0,52.0,21.0,39.0,44.0,22.0,40.0,13.0,14.0,68.0,51.0,80.0,15.0,19.0,50.0,22.0,29.0,34.0,25.0
676,182.0,217.0,201.0,651.0,623.0,6971.0,332.0,1054.0,1653.0,1601.0,308.0,86.0,449.0,1626.0,227.0,916.0,441.0,400.0,794.0,2282.0,1626.0
677,1.0,1.0,2.0,2.0,1.0,54.0,18.0,22.0,42.0,11.0,4.0,2.0,10.0,3.0,0.0,8.0,13.0,15.0,9.0,18.0,11.0
683,2.0,3.0,1.0,0.0,2.0,15.0,3.0,1.0,13.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,8.0,6.0,11.0
685,6.0,2.0,2.0,1.0,7.0,289.0,83.0,30.0,66.0,41.0,3.0,0.0,7.0,4.0,1.0,32.0,289.0,70.0,17.0,43.0,89.0
689,53.0,225.0,17.0,46.0,85.0,27.0,16.0,12.0,19.0,1.0,42.0,117.0,55.0,109.0,18.0,14.0,26.0,7.0,6.0,9.0,11.0
690,40759.0,12114.0,29125.0,5198.0,11751.0,38839.0,9521.0,5980.0,2621.0,2931.0,36686.0,2849.0,21512.0,12550.0,6916.0,4428.0,23872.0,10836.0,116.0,2927.0,406.0
692,5.0,10.0,4.0,5.0,0.0,669.0,136.0,103.0,137.0,171.0,3.0,3.0,12.0,2.0,1.0,93.0,249.0,112.0,33.0,132.0,168.0
693,25.0,18.0,14.0,15.0,13.0,15.0,2.0,12.0,14.0,9.0,7.0,5.0,22.0,47.0,2.0,6.0,5.0,3.0,4.0,13.0,12.0
695,66.0,7.0,39.0,62.0,40.0,117.0,61.0,53.0,71.0,65.0,50.0,0.0,71.0,148.0,36.0,36.0,59.0,83.0,37.0,58.0,18.0
697,2.0,4.0,4.0,7.0,5.0,42.0,5.0,19.0,37.0,5.0,2.0,2.0,8.0,10.0,0.0,10.0,17.0,16.0,14.0,23.0,12.0
7,4.0,8.0,3.0,18.0,5.0,867.0,37.0,76.0,129.0,44.0,11.0,2.0,10.0,11.0,5.0,110.0,87.0,51.0,40.0,43.0,111.0
701,1.0,21.0,1.0,7.0,1.0,10499.0,1281.0,1048.0,1399.0,898.0,2.0,0.0,12.0,1.0,2.0,1430.0,3244.0,1261.0,419.0,1254.0,325.0
702,4.0,46.0,11.0,3.0,3.0,411.0,198.0,97.0,117.0,65.0,4.0,2.0,29.0,8.0,0.0,91.0,504.0,165.0,49.0,148.0,90.0
703,3.0,2.0,4.0,10.0,4.0,8.0,2.0,0.0,9.0,5.0,1.0,0.0,7.0,9.0,1.0,4.0,5.0,3.0,5.0,2.0,3.0
705,0.0,0.0,0.0,0.0,0.0,484.0,3.0,58.0,57.0,41.0,0.0,0.0,3.0,0.0,0.0,47.0,22.0,27.0,15.0,72.0,32.0
709,14.0,7.0,12.0,7.0,6.0,290.0,109.0,43.0,61.0,33.0,8.0,9.0,29.0,40.0,4.0,49.0,204.0,62.0,27.0,32.0,83.0
711,11.0,0.0,6.0,4.0,5.0,15.0,7.0,5.0,7.0,0.0,2.0,2.0,9.0,1.0,1.0,2.0,35.0,5.0,3.0,3.0,4.0
713,32.0,0.0,10.0,36.0,28.0,346.0,25.0,35.0,136.0,53.0,42.0,0.0,46.0,83.0,12.0,32.0,50.0,44.0,19.0,50.0,150.0
715,1.0,0.0,3.0,0.0,0.0,10.0,5.0,5.0,10.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,9.0,3.0,4.0,7.0,1.0
717,39.0,7.0,54.0,54.0,21.0,135.0,28.0,14.0,74.0,17.0,30.0,7.0,83.0,192.0,25.0,31.0,42.0,12.0,27.0,24.0,216.0
721,3.0,5.0,4.0,16.0,2.0,754.0,31.0,98.0,136.0,129.0,5.0,1.0,12.0,5.0,4.0,103.0,235.0,106.0,37.0,111.0,42.0
724,9.0,2.0,1.0,4.0,1.0,24.0,3.0,14.0,13.0,3.0,2.0,0.0,15.0,10.0,1.0,13.0,5.0,15.0,16.0,20.0,6.0
727,5445.0,2201.0,8575.0,3013.0,1618.0,8309.0,1321.0,2159.0,855.0,1283.0,6106.0,999.0,7244.0,1876.0,1544.0,1373.0,2313.0,1716.0,356.0,1720.0,569.0
729,84.0,192.0,36.0,178.0,53.0,537.0,79.0,74.0,161.0,96.0,73.0,70.0,120.0,373.0,72.0,107.0,91.0,44.0,64.0,149.0,165.0
731,27.0,3.0,46.0,45.0,4.0,5310.0,296.0,1315.0,1380.0,898.0,20.0,1.0,51.0,34.0,13.0,500.0,681.0,783.0,429.0,955.0,567.0
732,1.0,14.0,9.0,10.0,1.0,43.0,53.0,31.0,28.0,15.0,1.0,0.0,15.0,5.0,0.0,16.0,16.0,15.0,9.0,39.0,4.0
734,53.0,16.0,12.0,36.0,30.0,38.0,14.0,18.0,34.0,17.0,72.0,3.0,21.0,134.0,52.0,15.0,7.0,10.0,10.0,29.0,7.0
735,22.0,2.0,38.0,22.0,9.0,497.0,10.0,85.0,66.0,113.0,9.0,0.0,19.0,29.0,19.0,123.0,26.0,51.0,30.0,73.0,39.0
738,22.0,29.0,29.0,14.0,5.0,19.0,25.0,8.0,9.0,5.0,7.0,26.0,24.0,8.0,2.0,4.0,59.0,10.0,10.0,7.0,1.0
739,8069.0,81.0,24035.0,13781.0,9150.0,4491.0,145.0,407.0,1303.0,515.0,5693.0,12.0,16572.0,14858.0,5000.0,536.0,157.0,294.0,340.0,527.0,3112.0
740,108.0,1.0,6.0,84.0,48.0,59.0,15.0,28.0,35.0,8.0,36.0,0.0,9.0,25.0,79.0,16.0,11.0,20.0,26.0,26.0,4.0
741,23.0,8.0,18.0,37.0,14.0,24.0,4.0,11.0,16.0,4.0,24.0,1.0,24.0,30.0,3.0,5.0,10.0,5.0,12.0,15.0,1.0
742,26.0,13.0,50.0,58.0,35.0,4939.0,416.0,774.0,1446.0,1160.0,20.0,8.0,55.0,78.0,19.0,750.0,668.0,576.0,433.0,1563.0,786.0
748,1.0,5.0,1.0,2.0,0.0,117.0,4.0,8.0,68.0,8.0,1.0,4.0,1.0,2.0,0.0,26.0,7.0,6.0,15.0,20.0,144.0
749,1.0,3.0,0.0,2.0,1.0,21.0,4.0,5.0,3.0,6.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,5.0,4.0,17.0,2.0
754,2.0,1.0,8.0,2.0,0.0,159.0,1.0,20.0,22.0,16.0,4.0,1.0,27.0,1.0,0.0,18.0,13.0,9.0,19.0,22.0,36.0
755,3.0,9.0,6.0,1.0,0.0,22.0,11.0,3.0,14.0,2.0,6.0,21.0,7.0,0.0,1.0,4.0,14.0,7.0,5.0,4.0,2.0
756,75.0,39.0,20.0,94.0,30.0,78.0,25.0,28.0,86.0,21.0,41.0,6.0,56.0,506.0,48.0,38.0,43.0,31.0,36.0,122.0,116.0
760,633.0,235.0,106.0,546.0,303.0,137.0,24.0,25.0,26.0,20.0,155.0,38.0,254.0,654.0,326.0,21.0,21.0,18.0,17.0,47.0,7.0
77,8.0,33.0,168.0,29.0,3.0,30626.0,4664.0,10002.0,3846.0,5923.0,14.0,3.0,145.0,6.0,7.0,4241.0,15888.0,8757.0,809.0,7387.0,277.0
772,16.0,68.0,15.0,50.0,7.0,26.0,7.0,11.0,16.0,6.0,10.0,46.0,25.0,18.0,9.0,11.0,25.0,9.0,9.0,12.0,4.0
775,6.0,8.0,17.0,8.0,2.0,4929.0,2011.0,1098.0,1976.0,588.0,5.0,4.0,25.0,7.0,2.0,967.0,5682.0,1890.0,437.0,1189.0,577.0
778,23.0,7.0,62.0,30.0,17.0,30709.0,721.0,6474.0,6085.0,7165.0,21.0,2.0,67.0,100.0,15.0,7735.0,1740.0,6075.0,991.0,5408.0,201.0
78,1.0,1.0,2.0,2.0,0.0,16.0,2.0,6.0,0.0,3.0,1.0,1.0,7.0,1.0,2.0,4.0,3.0,7.0,3.0,8.0,0.0
782,1.0,5.0,2.0,1.0,0.0,61.0,9.0,16.0,43.0,9.0,1.0,0.0,3.0,0.0,1.0,9.0,23.0,10.0,8.0,28.0,2.0
783,37.0,142.0,33.0,35.0,39.0,1739.0,152.0,152.0,365.0,288.0,49.0,28.0,94.0,205.0,20.0,478.0,650.0,196.0,64.0,182.0,129.0
784,19.0,49.0,45.0,75.0,8.0,31.0,13.0,11.0,9.0,7.0,9.0,34.0,30.0,16.0,5.0,7.0,36.0,9.0,6.0,10.0,7.0
789,4.0,6.0,9.0,2.0,1.0,378.0,16.0,64.0,108.0,66.0,1.0,3.0,22.0,3.0,0.0,65.0,65.0,55.0,32.0,60.0,204.0
790,50.0,64.0,331.0,124.0,20.0,4132.0,1371.0,1989.0,764.0,942.0,63.0,38.0,659.0,54.0,42.0,386.0,3050.0,1329.0,217.0,967.0,781.0
791,27.0,50.0,15.0,68.0,30.0,53.0,14.0,15.0,30.0,13.0,17.0,13.0,22.0,36.0,21.0,22.0,21.0,12.0,21.0,30.0,49.0
795,45.0,101.0,110.0,94.0,22.0,18966.0,898.0,3072.0,3050.0,2489.0,27.0,6.0,215.0,160.0,13.0,3710.0,1623.0,2012.0,714.0,4019.0,875.0
796,5.0,14.0,24.0,4.0,1.0,4130.0,412.0,711.0,1078.0,1129.0,2.0,37.0,24.0,13.0,2.0,466.0,872.0,529.0,398.0,2078.0,755.0
797,0.0,4.0,0.0,10.0,1.0,47.0,14.0,6.0,24.0,10.0,5.0,1.0,10.0,17.0,0.0,5.0,12.0,6.0,7.0,11.0,3.0
798,1.0,14.0,6.0,19.0,0.0,136.0,250.0,61.0,60.0,43.0,2.0,3.0,9.0,24.0,2.0,60.0,160.0,54.0,37.0,147.0,14.0
800,2.0,1.0,0.0,1.0,0.0,18.0,2.0,4.0,26.0,5.0,4.0,0.0,0.0,1.0,1.0,6.0,15.0,2.0,3.0,4.0,3.0
801,2.0,37.0,0.0,8.0,5.0,25.0,24.0,6.0,15.0,5.0,5.0,10.0,2.0,5.0,4.0,0.0,8.0,4.0,5.0,5.0,4.0
803,3.0,0.0,0.0,0.0,1.0,14.0,4.0,22.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,13.0,1.0,9.0,12.0,5.0
804,9.0,140.0,52.0,18.0,23.0,5147.0,1882.0,782.0,1759.0,626.0,5.0,58.0,60.0,32.0,26.0,896.0,4999.0,1681.0,119.0,764.0,239.0
805,6.0,14.0,5.0,6.0,9.0,28.0,25.0,8.0,12.0,5.0,11.0,1.0,18.0,19.0,3.0,3.0,22.0,5.0,5.0,11.0,8.0
807,3.0,1.0,0.0,1.0,0.0,20.0,12.0,10.0,6.0,14.0,2.0,1.0,2.0,2.0,0.0,17.0,22.0,8.0,12.0,9.0,2.0
808,19.0,3.0,5.0,16.0,1.0,30.0,8.0,10.0,36.0,13.0,11.0,3.0,8.0,15.0,10.0,12.0,19.0,8.0,16.0,18.0,4.0
809,84.0,61.0,273.0,113.0,65.0,2647.0,1332.0,1723.0,460.0,711.0,124.0,3.0,284.0,108.0,47.0,274.0,2604.0,1188.0,162.0,810.0,293.0
81,10.0,7.0,1.0,1.0,5.0,6.0,12.0,3.0,2.0,3.0,6.0,1.0,4.0,11.0,3.0,6.0,7.0,2.0,7.0,7.0,3.0
811,29.0,54.0,38.0,65.0,11.0,157.0,355.0,37.0,102.0,30.0,8.0,35.0,95.0,133.0,12.0,34.0,591.0,143.0,36.0,43.0,431.0
812,2.0,4.0,1.0,7.0,1.0,30.0,7.0,14.0,16.0,10.0,3.0,4.0,6.0,7.0,1.0,10.0,23.0,3.0,9.0,7.0,2.0
813,38.0,78.0,25.0,121.0,47.0,119.0,32.0,36.0,70.0,29.0,39.0,17.0,114.0,156.0,37.0,31.0,53.0,31.0,35.0,73.0,13.0
819,3.0,8.0,29.0,15.0,2.0,30101.0,815.0,5247.0,5543.0,6384.0,6.0,0.0,74.0,31.0,2.0,8117.0,1694.0,5783.0,549.0,4900.0,140.0
821,0.0,2.0,0.0,1.0,0.0,26.0,32.0,10.0,11.0,9.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0,7.0,4.0,22.0,7.0
823,11.0,18.0,11.0,8.0,3.0,69.0,90.0,18.0,45.0,18.0,16.0,1.0,20.0,29.0,2.0,13.0,9.0,15.0,10.0,38.0,11.0
830,15.0,9.0,4.0,5.0,2.0,15.0,6.0,7.0,3.0,3.0,6.0,2.0,4.0,2.0,0.0,2.0,21.0,9.0,7.0,6.0,0.0
833,53.0,71.0,31.0,29.0,33.0,85.0,40.0,18.0,34.0,14.0,45.0,12.0,101.0,77.0,23.0,19.0,45.0,23.0,10.0,29.0,5.0
835,1010.0,702.0,1803.0,632.0,846.0,825.0,20.0,95.0,135.0,65.0,504.0,483.0,2029.0,3639.0,1090.0,80.0,44.0,139.0,13.0,79.0,129.0
837,16.0,3.0,10.0,23.0,9.0,34.0,10.0,25.0,14.0,12.0,15.0,20.0,20.0,37.0,5.0,18.0,19.0,21.0,14.0,50.0,4.0
838,1911.0,1297.0,1548.0,3221.0,1253.0,12495.0,461.0,1603.0,3130.0,2479.0,1803.0,216.0,2401.0,10603.0,1458.0,2924.0,903.0,1271.0,747.0,3077.0,2514.0
839,6.0,15.0,11.0,8.0,2.0,68.0,8.0,17.0,52.0,8.0,9.0,0.0,16.0,17.0,4.0,15.0,9.0,7.0,12.0,28.0,12.0
841,14.0,393.0,18.0,28.0,8.0,177.0,137.0,7.0,63.0,9.0,14.0,243.0,40.0,40.0,5.0,22.0,132.0,36.0,15.0,23.0,164.0
842,29.0,480.0,19.0,172.0,59.0,79.0,83.0,25.0,62.0,20.0,40.0,158.0,69.0,287.0,144.0,21.0,199.0,63.0,44.0,31.0,20.0
843,4.0,41.0,9.0,27.0,8.0,556.0,501.0,164.0,185.0,71.0,13.0,22.0,50.0,35.0,8.0,157.0,326.0,106.0,116.0,179.0,357.0
848,1.0,7.0,4.0,2.0,1.0,15.0,6.0,7.0,8.0,3.0,2.0,6.0,7.0,1.0,0.0,6.0,5.0,3.0,5.0,6.0,4.0
850,5.0,35.0,9.0,9.0,3.0,2013.0,345.0,298.0,473.0,301.0,3.0,6.0,25.0,18.0,1.0,284.0,417.0,241.0,229.0,457.0,460.0
853,95.0,196.0,27.0,62.0,60.0,1242.0,344.0,222.0,466.0,119.0,106.0,37.0,97.0,142.0,48.0,154.0,578.0,225.0,165.0,222.0,764.0
854,1.0,25.0,4.0,2.0,4.0,674.0,218.0,34.0,62.0,37.0,4.0,12.0,6.0,0.0,1.0,107.0,221.0,74.0,7.0,21.0,107.0
857,9.0,232.0,14.0,9.0,8.0,270.0,605.0,284.0,240.0,235.0,12.0,29.0,53.0,14.0,5.0,146.0,437.0,177.0,317.0,319.0,79.0
859,51.0,19.0,17.0,16.0,20.0,995.0,17.0,44.0,74.0,81.0,31.0,7.0,31.0,47.0,4.0,129.0,10.0,48.0,14.0,133.0,73.0
860,20.0,37.0,5.0,53.0,32.0,56.0,26.0,34.0,58.0,26.0,30.0,8.0,27.0,58.0,27.0,24.0,43.0,22.0,36.0,51.0,17.0
862,33.0,6.0,17.0,63.0,11.0,67.0,12.0,26.0,49.0,10.0,35.0,1.0,41.0,67.0,9.0,28.0,12.0,21.0,33.0,56.0,12.0
868,2.0,0.0,3.0,0.0,3.0,18.0,6.0,5.0,10.0,4.0,5.0,0.0,6.0,5.0,0.0,3.0,11.0,2.0,8.0,8.0,3.0
869,18.0,0.0,2.0,5.0,6.0,8.0,21.0,9.0,8.0,7.0,4.0,0.0,11.0,4.0,6.0,6.0,11.0,13.0,7.0,5.0,2.0
87,4.0,25.0,18.0,13.0,3.0,18.0,4.0,12.0,29.0,9.0,1.0,10.0,6.0,6.0,1.0,10.0,4.0,4.0,10.0,9.0,4.0
870,1.0,4.0,1.0,2.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
871,7.0,8.0,6.0,2.0,4.0,22.0,11.0,5.0,14.0,2.0,1.0,0.0,6.0,2.0,0.0,1.0,34.0,10.0,1.0,7.0,1.0
879,1.0,4.0,0.0,0.0,0.0,9.0,6.0,4.0,7.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0
880,0.0,2.0,3.0,3.0,0.0,123.0,0.0,7.0,7.0,8.0,1.0,0.0,3.0,0.0,0.0,7.0,2.0,5.0,4.0,8.0,16.0
882,16.0,0.0,39.0,27.0,5.0,6.0,0.0,3.0,6.0,4.0,3.0,0.0,22.0,11.0,2.0,3.0,8.0,6.0,5.0,2.0,2.0
887,0.0,0.0,6.0,4.0,1.0,836.0,25.0,149.0,225.0,120.0,0.0,0.0,5.0,1.0,0.0,133.0,21.0,53.0,66.0,75.0,136.0
888,9.0,8.0,9.0,3.0,2.0,2109.0,20.0,172.0,205.0,275.0,6.0,1.0,15.0,12.0,3.0,209.0,19.0,56.0,73.0,206.0,195.0
89,50.0,175.0,24.0,266.0,27.0,544.0,309.0,40.0,102.0,75.0,38.0,34.0,39.0,117.0,50.0,94.0,571.0,102.0,26.0,74.0,257.0
892,2.0,1.0,1.0,0.0,0.0,4583.0,6379.0,227.0,290.0,208.0,1.0,20.0,0.0,0.0,0.0,645.0,15805.0,3700.0,51.0,172.0,171.0
897,0.0,0.0,1.0,0.0,0.0,15.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,3.0,0.0
904,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,0.0,5.0,1.0
