strain_id,A_MTX_5-FC.MID2_PIN2,A_MTX_Fluconazole.MID2_PIN2,A_MTX_Metformin.MID2_PIN2,A_MTX_Trifluoperazine.MID2_PIN2,A_MTX_noDrug.MID2_PIN2,A_noMTX_5-FC.MID2_PIN2,A_noMTX_Fluconazole.MID2_PIN2,A_noMTX_Metformin.MID2_PIN2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_noDrug.MID2_PIN2,B_MTX_5-FC.MID2_PIN2,B_MTX_Fluconazole.MID2_PIN2,B_MTX_Metformin.MID2_PIN2,B_MTX_Trifluoperazine.MID2_PIN2,B_MTX_noDrug.MID2_PIN2,B_noMTX_5-FC.MID2_PIN2,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Metformin.MID2_PIN2,B_noMTX_Trifluoperazine.MID2_PIN2,B_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_PIN2
576,3.0,116.0,4.0,6.0,9.0,378.0,290.0,248,34.0,222.0,1.0,2.0,9.0,2.0,2.0,483,4.0,215.0,199,68.0,17.0
578,2170.0,29609.0,2784.0,3004.0,10046.0,1481.0,1276.0,1137,515.0,675.0,458.0,2608.0,1220.0,1643.0,3081.0,1246,235.0,1066.0,1213,190.0,69.0
58,2.0,0.0,2.0,6.0,3.0,76.0,187.0,99,102.0,87.0,0.0,0.0,3.0,2.0,0.0,213,21.0,73.0,251,38.0,198.0
581,1.0,12.0,11.0,2.0,0.0,535.0,389.0,463,170.0,478.0,1.0,1.0,9.0,3.0,0.0,1178,25.0,659.0,589,191.0,37.0
586,24.0,288.0,72.0,129.0,240.0,1999.0,153.0,1488,292.0,699.0,11.0,18.0,45.0,29.0,21.0,1740,63.0,986.0,635,226.0,53.0
588,19.0,4.0,37.0,13.0,19.0,79.0,12.0,243,44.0,94.0,5.0,1.0,28.0,4.0,6.0,257,3.0,143.0,91,18.0,2.0
589,15.0,30.0,31.0,11.0,20.0,1350.0,2474.0,734,188.0,500.0,11.0,5.0,29.0,5.0,3.0,1876,416.0,631.0,586,350.0,77.0
590,22.0,16.0,32.0,21.0,78.0,638.0,17.0,700,138.0,453.0,21.0,2.0,25.0,11.0,5.0,770,12.0,430.0,385,245.0,29.0
596,3.0,0.0,14.0,1.0,4.0,2524.0,181.0,643,1135.0,557.0,0.0,0.0,7.0,0.0,0.0,2909,97.0,906.0,901,519.0,150.0
598,136.0,416.0,185.0,53.0,527.0,376.0,320.0,165,87.0,166.0,165.0,14.0,79.0,72.0,174.0,393,16.0,219.0,229,88.0,25.0
599,3604.0,2681.0,4640.0,1528.0,6072.0,4423.0,126.0,2825,571.0,1518.0,835.0,11.0,2041.0,1200.0,1958.0,2090,20.0,2775.0,1754,323.0,126.0
599_ref1,11.0,1.0,156.0,8.0,0.0,624.0,48.0,419,86.0,330.0,33.0,1.0,57.0,6.0,10.0,227,389.0,575.0,196,76.0,229.0
599_ref2,12.0,0.0,58.0,8.0,0.0,359.0,32.0,171,80.0,285.0,10.0,0.0,42.0,1.0,5.0,150,8.0,177.0,174,45.0,251.0
6,5.0,13.0,8.0,5.0,17.0,163.0,85.0,192,48.0,166.0,0.0,3.0,22.0,2.0,3.0,395,3.0,222.0,100,51.0,14.0
60,348.0,3.0,740.0,212.0,444.0,1227.0,55.0,663,491.0,346.0,104.0,1.0,259.0,106.0,173.0,792,0.0,651.0,1739,47.0,26.0
61,0.0,0.0,0.0,2.0,2.0,2.0,2.0,11,3.0,4.0,0.0,0.0,2.0,0.0,0.0,11,2.0,8.0,7,3.0,0.0
611,4.0,25.0,17.0,5.0,7.0,769.0,200.0,598,174.0,406.0,1.0,4.0,5.0,2.0,1.0,564,34.0,334.0,441,77.0,36.0
616,276.0,128.0,625.0,129.0,582.0,733.0,4949.0,489,80.0,236.0,82.0,204.0,229.0,105.0,203.0,378,109.0,286.0,166,81.0,47.0
619,14.0,9.0,6.0,19.0,38.0,48.0,19.0,120,27.0,77.0,5.0,5.0,10.0,10.0,9.0,224,5.0,69.0,63,7.0,1.0
622,37.0,25.0,65.0,75.0,141.0,3182.0,82.0,1638,374.0,1133.0,26.0,2.0,43.0,27.0,23.0,5320,106.0,1008.0,1157,577.0,84.0
627,41.0,13.0,37.0,30.0,88.0,164.0,107.0,324,68.0,168.0,24.0,2.0,25.0,4.0,17.0,687,31.0,169.0,156,54.0,18.0
631,588.0,129.0,1952.0,128.0,347.0,6018.0,242.0,2145,501.0,1692.0,290.0,43.0,970.0,76.0,176.0,5750,23.0,1252.0,1262,853.0,84.0
632,86.0,14.0,166.0,335.0,867.0,289.0,47.0,754,138.0,382.0,123.0,5.0,159.0,104.0,84.0,792,35.0,595.0,447,63.0,22.0
636,11.0,4.0,19.0,12.0,34.0,780.0,518.0,677,151.0,624.0,11.0,1.0,23.0,4.0,5.0,563,9.0,575.0,356,108.0,21.0
638,45.0,19.0,100.0,8.0,23.0,159.0,8.0,121,20.0,88.0,14.0,2.0,49.0,10.0,51.0,304,1.0,130.0,116,24.0,19.0
639,250.0,1501.0,188.0,115.0,526.0,215.0,219.0,188,47.0,196.0,112.0,107.0,66.0,105.0,39.0,424,18.0,215.0,104,54.0,13.0
64,63.0,36.0,209.0,20.0,44.0,409.0,51.0,252,40.0,133.0,10.0,4.0,147.0,13.0,70.0,160,32.0,288.0,139,31.0,11.0
640,303.0,85.0,499.0,171.0,701.0,652.0,308.0,531,131.0,463.0,65.0,1.0,177.0,115.0,146.0,743,8.0,409.0,357,101.0,61.0
642,176.0,76.0,399.0,198.0,397.0,153.0,12.0,184,92.0,190.0,77.0,9.0,364.0,73.0,63.0,274,10.0,199.0,208,24.0,8.0
648,3265.0,19797.0,577.0,347.0,2409.0,1926.0,1596.0,534,118.0,518.0,1038.0,944.0,234.0,187.0,593.0,3381,129.0,468.0,320,337.0,89.0
649,2102.0,54.0,5920.0,1964.0,4233.0,2139.0,104.0,1786,493.0,1155.0,765.0,17.0,3416.0,995.0,874.0,1554,37.0,1238.0,1760,182.0,134.0
65,1.0,20.0,7.0,33.0,105.0,10.0,11.0,36,17.0,24.0,2.0,5.0,6.0,13.0,5.0,91,3.0,39.0,34,1.0,1.0
651,112.0,22.0,296.0,88.0,437.0,284.0,23.0,318,74.0,229.0,70.0,2.0,322.0,98.0,143.0,750,7.0,301.0,357,48.0,31.0
652,1074.0,61.0,3767.0,740.0,1489.0,3401.0,641.0,1323,502.0,820.0,426.0,4.0,1841.0,440.0,801.0,1516,59.0,1175.0,1597,286.0,196.0
653,37.0,1174.0,80.0,64.0,64.0,304.0,76.0,443,117.0,261.0,34.0,97.0,44.0,42.0,35.0,949,15.0,315.0,284,92.0,23.0
657,81.0,350.0,360.0,128.0,321.0,492.0,82.0,1239,223.0,450.0,50.0,41.0,168.0,56.0,33.0,1371,89.0,650.0,529,86.0,44.0
658,335.0,21.0,283.0,60.0,363.0,222.0,4.0,120,20.0,146.0,113.0,3.0,161.0,28.0,46.0,229,7.0,79.0,66,18.0,9.0
66,0.0,6.0,6.0,1.0,16.0,82.0,33.0,186,16.0,170.0,3.0,2.0,6.0,1.0,0.0,244,22.0,214.0,109,48.0,36.0
660,290.0,155.0,419.0,79.0,206.0,336.0,284.0,244,69.0,150.0,48.0,2.0,194.0,112.0,73.0,275,8.0,176.0,212,47.0,35.0
666,358.0,7574.0,155.0,132.0,842.0,838.0,73.0,622,131.0,215.0,71.0,277.0,116.0,101.0,229.0,508,21.0,285.0,392,38.0,47.0
667,333.0,381.0,1948.0,323.0,918.0,1101.0,297.0,824,291.0,540.0,68.0,25.0,583.0,154.0,244.0,922,32.0,659.0,882,152.0,44.0
668,283.0,103.0,71.0,103.0,321.0,429.0,686.0,397,94.0,252.0,44.0,11.0,25.0,20.0,90.0,911,34.0,196.0,297,134.0,25.0
673,22091.0,461.0,74348.0,15566.0,45956.0,101124.0,9029.0,66815,18596.0,25704.0,5684.0,130.0,28143.0,7195.0,13394.0,48449,1715.0,44961.0,39853,9235.0,3523.0
674,379.0,558.0,2525.0,343.0,2830.0,1831.0,214.0,701,417.0,634.0,110.0,88.0,842.0,351.0,568.0,1220,21.0,1330.0,984,265.0,65.0
676,831.0,607.0,1186.0,619.0,2539.0,1207.0,159.0,556,304.0,717.0,345.0,13.0,658.0,318.0,439.0,1216,69.0,691.0,806,281.0,67.0
677,2.0,5.0,9.0,3.0,1.0,355.0,278.0,344,51.0,299.0,0.0,0.0,3.0,1.0,1.0,657,17.0,261.0,151,67.0,22.0
683,2.0,2.0,3.0,3.0,5.0,105.0,29.0,102,33.0,41.0,1.0,0.0,4.0,0.0,1.0,125,13.0,49.0,88,15.0,10.0
685,6.0,1.0,6.0,3.0,5.0,1279.0,419.0,708,125.0,456.0,0.0,5.0,14.0,3.0,2.0,1478,32.0,671.0,399,186.0,107.0
689,96.0,6876.0,266.0,46.0,73.0,440.0,172.0,262,79.0,265.0,52.0,771.0,223.0,22.0,125.0,825,97.0,251.0,306,118.0,26.0
690,47.0,305.0,63.0,54.0,223.0,57.0,12.0,35,6.0,17.0,46.0,42.0,47.0,26.0,53.0,72,5.0,35.0,56,8.0,17.0
692,0.0,2.0,4.0,1.0,0.0,932.0,74.0,809,211.0,633.0,2.0,0.0,8.0,0.0,0.0,749,25.0,877.0,810,144.0,70.0
693,14.0,22.0,33.0,68.0,163.0,217.0,36.0,188,33.0,99.0,13.0,3.0,44.0,29.0,16.0,224,29.0,219.0,133,36.0,16.0
695,449.0,53.0,880.0,165.0,446.0,1436.0,486.0,1320,373.0,761.0,116.0,0.0,969.0,189.0,138.0,1273,26.0,1739.0,872,250.0,58.0
697,11.0,3.0,11.0,12.0,10.0,291.0,44.0,548,72.0,312.0,3.0,1.0,20.0,6.0,6.0,684,47.0,452.0,334,58.0,14.0
7,63.0,6.0,170.0,4.0,4.0,258.0,27.0,363,119.0,257.0,34.0,1.0,59.0,15.0,2.0,596,2.0,225.0,330,84.0,18.0
701,3.0,6.0,32.0,4.0,2.0,1408.0,1487.0,1059,211.0,562.0,7.0,7.0,19.0,1.0,2.0,2233,86.0,586.0,499,232.0,34.0
702,7.0,24.0,47.0,11.0,6.0,3066.0,596.0,1879,565.0,911.0,6.0,4.0,33.0,6.0,7.0,1776,375.0,1263.0,1217,257.0,166.0
703,102.0,0.0,22.0,83.0,309.0,560.0,47.0,138,41.0,107.0,33.0,0.0,166.0,91.0,44.0,136,9.0,94.0,171,30.0,9.0
705,2.0,0.0,12.0,1.0,1.0,2383.0,800.0,1408,202.0,873.0,0.0,0.0,7.0,2.0,3.0,2047,88.0,875.0,701,336.0,77.0
709,48.0,51.0,186.0,40.0,45.0,211.0,13.0,222,84.0,92.0,19.0,1.0,168.0,36.0,18.0,355,37.0,273.0,202,38.0,9.0
711,0.0,0.0,1.0,0.0,2.0,7.0,1.0,47,6.0,5.0,2.0,2.0,0.0,0.0,0.0,14,2.0,6.0,4,1.0,2.0
713,341.0,2.0,285.0,261.0,497.0,292.0,220.0,257,102.0,225.0,78.0,1.0,118.0,78.0,181.0,682,7.0,354.0,520,101.0,60.0
715,0.0,1.0,0.0,0.0,0.0,75.0,5.0,87,16.0,78.0,0.0,1.0,2.0,0.0,0.0,104,4.0,88.0,82,5.0,18.0
717,306.0,24.0,485.0,334.0,835.0,795.0,69.0,337,72.0,248.0,175.0,5.0,429.0,321.0,328.0,762,29.0,256.0,446,93.0,37.0
721,10.0,11.0,15.0,40.0,41.0,153.0,89.0,198,42.0,106.0,12.0,9.0,16.0,16.0,7.0,264,53.0,85.0,101,36.0,8.0
724,11.0,5.0,15.0,19.0,24.0,744.0,289.0,639,168.0,332.0,9.0,0.0,29.0,14.0,5.0,819,27.0,273.0,222,117.0,17.0
727,828.0,59.0,3155.0,227.0,1103.0,878.0,16.0,607,112.0,275.0,206.0,6.0,879.0,254.0,861.0,513,42.0,536.0,214,83.0,31.0
729,1326.0,4138.0,3959.0,1734.0,5134.0,2720.0,945.0,1780,319.0,997.0,247.0,225.0,1408.0,1381.0,1699.0,2453,252.0,1764.0,840,361.0,113.0
731,49.0,10.0,670.0,34.0,19.0,40634.0,8878.0,41582,10646.0,17499.0,31.0,1.0,544.0,31.0,13.0,17449,33071.0,31930.0,22713,4052.0,2604.0
732,7.0,8.0,36.0,3.0,7.0,2092.0,713.0,1686,275.0,975.0,5.0,5.0,49.0,3.0,2.0,1014,55.0,1386.0,649,248.0,75.0
734,2063.0,21.0,297.0,790.0,4435.0,1030.0,228.0,1601,236.0,649.0,773.0,4.0,195.0,407.0,1955.0,1122,112.0,997.0,520,186.0,78.0
735,2.0,2.0,2.0,1.0,0.0,181.0,13.0,173,50.0,129.0,1.0,0.0,6.0,0.0,0.0,153,24.0,316.0,164,13.0,9.0
738,83.0,3874.0,31.0,10.0,53.0,223.0,274.0,140,43.0,123.0,32.0,417.0,63.0,8.0,45.0,405,79.0,287.0,144,62.0,34.0
739,61.0,17.0,53.0,11.0,51.0,3426.0,418.0,2631,1005.0,2433.0,4.0,0.0,33.0,8.0,8.0,4279,81.0,3337.0,3829,794.0,481.0
740,16.0,0.0,19.0,11.0,17.0,163.0,23.0,626,147.0,244.0,2.0,0.0,41.0,6.0,4.0,352,49.0,386.0,243,28.0,7.0
741,28.0,26.0,183.0,90.0,213.0,67.0,11.0,91,24.0,52.0,45.0,6.0,80.0,47.0,36.0,166,9.0,85.0,43,15.0,3.0
742,74.0,8.0,141.0,232.0,439.0,3528.0,628.0,3127,1249.0,1772.0,38.0,0.0,136.0,57.0,55.0,1744,423.0,4124.0,3354,432.0,102.0
748,5.0,16.0,10.0,3.0,14.0,780.0,7.0,649,111.0,311.0,2.0,4.0,13.0,2.0,1.0,899,19.0,469.0,434,105.0,47.0
749,1.0,2.0,25.0,3.0,10.0,140.0,476.0,286,62.0,132.0,1.0,0.0,20.0,3.0,1.0,420,43.0,164.0,76,41.0,11.0
754,1.0,7.0,12.0,3.0,3.0,383.0,53.0,379,114.0,249.0,4.0,0.0,14.0,1.0,0.0,498,6.0,340.0,419,61.0,39.0
755,1.0,3.0,1.0,1.0,5.0,24.0,5.0,79,17.0,84.0,0.0,0.0,0.0,0.0,0.0,143,5.0,62.0,81,10.0,10.0
756,333.0,709.0,1304.0,553.0,763.0,1267.0,73.0,648,264.0,560.0,170.0,44.0,569.0,312.0,443.0,1325,44.0,657.0,627,283.0,113.0
760,4699.0,182.0,17208.0,1364.0,5204.0,8283.0,159.0,3219,923.0,2537.0,1472.0,51.0,10725.0,650.0,1267.0,4553,43.0,4361.0,3010,630.0,193.0
77,27.0,113.0,142.0,9.0,21.0,71.0,4.0,11,14.0,10.0,6.0,29.0,12.0,3.0,24.0,28,8.0,49.0,24,19.0,1.0
772,31.0,632.0,892.0,18.0,58.0,257.0,30.0,103,19.0,104.0,11.0,29.0,152.0,13.0,14.0,206,28.0,44.0,54,24.0,14.0
775,6.0,12.0,28.0,12.0,3.0,1791.0,373.0,582,197.0,414.0,11.0,3.0,28.0,9.0,1.0,1072,60.0,623.0,578,149.0,65.0
778,342.0,15.0,660.0,157.0,588.0,1805.0,308.0,890,385.0,730.0,197.0,21.0,388.0,143.0,193.0,1780,55.0,959.0,1069,257.0,88.0
78,2.0,0.0,1.0,5.0,2.0,292.0,4.0,234,44.0,144.0,1.0,0.0,6.0,1.0,0.0,411,2.0,259.0,180,86.0,19.0
782,3.0,3.0,22.0,1.0,4.0,1008.0,246.0,823,133.0,404.0,0.0,0.0,14.0,1.0,0.0,1003,20.0,562.0,364,157.0,63.0
783,202.0,3625.0,681.0,112.0,597.0,273.0,12.0,156,70.0,121.0,111.0,425.0,99.0,96.0,232.0,261,17.0,250.0,266,23.0,12.0
784,0.0,128.0,2.0,7.0,7.0,380.0,140.0,224,30.0,120.0,3.0,10.0,12.0,2.0,3.0,298,12.0,167.0,164,46.0,20.0
789,2.0,5.0,4.0,2.0,1.0,261.0,63.0,297,112.0,247.0,2.0,1.0,9.0,0.0,0.0,599,7.0,472.0,768,125.0,90.0
790,42.0,39.0,86.0,61.0,200.0,605.0,288.0,350,79.0,167.0,39.0,1.0,62.0,45.0,27.0,373,21.0,368.0,318,71.0,30.0
791,38.0,175.0,33.0,338.0,770.0,452.0,42.0,285,52.0,226.0,28.0,28.0,50.0,98.0,60.0,604,48.0,216.0,177,94.0,40.0
795,151.0,21.0,645.0,129.0,116.0,12221.0,2115.0,9174,1596.0,4709.0,87.0,1.0,700.0,63.0,62.0,6519,350.0,7765.0,5470,1340.0,212.0
796,3.0,65.0,6.0,3.0,12.0,655.0,224.0,741,271.0,584.0,2.0,9.0,23.0,3.0,1.0,610,108.0,623.0,813,189.0,70.0
797,6.0,67.0,8.0,11.0,28.0,144.0,51.0,130,37.0,65.0,9.0,2.0,7.0,3.0,1.0,222,17.0,76.0,73,42.0,9.0
798,10.0,55.0,124.0,9.0,4.0,6051.0,4751.0,2219,552.0,2883.0,14.0,0.0,105.0,3.0,3.0,5531,1292.0,2512.0,2692,1548.0,214.0
800,1.0,7.0,1.0,2.0,7.0,33.0,14.0,87,25.0,42.0,0.0,1.0,4.0,2.0,1.0,103,20.0,42.0,45,5.0,4.0
801,28.0,1124.0,64.0,28.0,151.0,56.0,80.0,142,29.0,75.0,26.0,107.0,40.0,17.0,61.0,170,20.0,73.0,56,14.0,36.0
803,0.0,1.0,14.0,3.0,2.0,316.0,150.0,281,63.0,228.0,0.0,1.0,2.0,0.0,0.0,213,23.0,176.0,394,85.0,15.0
804,25.0,341.0,11.0,13.0,9.0,33.0,15.0,31,17.0,77.0,24.0,27.0,122.0,11.0,18.0,94,12.0,38.0,61,7.0,3.0
805,227.0,1947.0,778.0,60.0,205.0,520.0,233.0,547,50.0,194.0,51.0,118.0,94.0,36.0,89.0,344,11.0,383.0,224,71.0,25.0
807,0.0,1.0,1.0,0.0,0.0,20.0,9.0,23,6.0,22.0,3.0,0.0,3.0,0.0,0.0,49,9.0,22.0,19,6.0,1.0
808,21.0,4.0,26.0,48.0,133.0,292.0,28.0,292,59.0,127.0,21.0,4.0,28.0,16.0,18.0,382,20.0,176.0,143,33.0,25.0
809,299.0,19.0,707.0,217.0,576.0,398.0,82.0,344,98.0,248.0,147.0,1.0,145.0,152.0,176.0,515,22.0,443.0,178,85.0,25.0
81,111.0,604.0,30.0,16.0,43.0,119.0,236.0,145,22.0,124.0,15.0,19.0,20.0,10.0,35.0,241,6.0,148.0,43,40.0,16.0
811,25.0,38.0,23.0,23.0,48.0,41.0,52.0,93,36.0,63.0,45.0,0.0,27.0,15.0,4.0,156,17.0,80.0,65,14.0,4.0
812,7.0,87.0,11.0,1.0,9.0,188.0,9.0,59,21.0,76.0,3.0,1.0,8.0,2.0,3.0,174,13.0,54.0,23,16.0,6.0
813,36.0,106.0,132.0,189.0,384.0,357.0,99.0,438,211.0,245.0,44.0,8.0,94.0,69.0,70.0,408,70.0,347.0,297,87.0,25.0
819,2.0,27.0,25.0,5.0,15.0,4391.0,435.0,2448,979.0,1652.0,4.0,2.0,29.0,5.0,1.0,4532,47.0,2483.0,3246,535.0,121.0
821,3.0,8.0,13.0,1.0,1.0,836.0,297.0,505,122.0,369.0,3.0,1.0,9.0,1.0,2.0,1431,42.0,501.0,343,139.0,56.0
823,33.0,4.0,55.0,86.0,164.0,452.0,410.0,694,186.0,309.0,30.0,2.0,66.0,37.0,32.0,562,168.0,550.0,307,66.0,36.0
830,1.0,14.0,3.0,2.0,3.0,53.0,9.0,105,20.0,45.0,1.0,0.0,1.0,2.0,1.0,122,3.0,41.0,102,16.0,3.0
833,33.0,28.0,32.0,56.0,144.0,114.0,351.0,207,58.0,175.0,40.0,4.0,120.0,31.0,27.0,358,15.0,235.0,218,40.0,19.0
835,26.0,97.0,98.0,5.0,34.0,84.0,4.0,74,19.0,41.0,18.0,4.0,61.0,6.0,9.0,91,9.0,122.0,124,9.0,12.0
837,221.0,32.0,808.0,130.0,842.0,1135.0,103.0,919,138.0,456.0,107.0,0.0,315.0,51.0,217.0,1136,27.0,777.0,298,137.0,41.0
838,37313.0,9286.0,97409.0,63513.0,240756.0,46522.0,7978.0,27392,7991.0,19373.0,14351.0,1302.0,53038.0,36801.0,83049.0,25683,1631.0,38339.0,30087,4590.0,1333.0
839,20.0,16.0,43.0,93.0,159.0,108.0,28.0,109,51.0,78.0,13.0,1.0,72.0,44.0,13.0,141,5.0,137.0,103,32.0,2.0
841,271.0,15444.0,815.0,111.0,516.0,180.0,207.0,152,123.0,171.0,198.0,2706.0,427.0,96.0,211.0,405,42.0,127.0,381,86.0,137.0
842,392.0,71171.0,1761.0,720.0,1220.0,1740.0,297.0,558,171.0,393.0,160.0,2071.0,751.0,594.0,356.0,1198,135.0,394.0,397,178.0,112.0
843,29.0,186.0,78.0,51.0,76.0,8854.0,6587.0,4927,1128.0,3281.0,28.0,52.0,63.0,23.0,14.0,13855,1630.0,5142.0,3645,2407.0,1148.0
848,18.0,34.0,74.0,18.0,47.0,115.0,32.0,139,30.0,77.0,14.0,8.0,22.0,9.0,14.0,179,16.0,68.0,89,32.0,18.0
850,27.0,34.0,39.0,13.0,22.0,2823.0,278.0,2694,671.0,598.0,19.0,5.0,39.0,12.0,7.0,1212,97.0,1135.0,1308,209.0,69.0
853,631.0,1144.0,1253.0,359.0,423.0,2191.0,972.0,1470,272.0,882.0,380.0,4417.0,421.0,67.0,602.0,3230,142.0,938.0,834,424.0,216.0
854,2.0,41.0,13.0,1.0,4.0,564.0,449.0,578,114.0,261.0,2.0,8.0,7.0,0.0,0.0,456,101.0,469.0,429,55.0,57.0
857,14.0,78.0,64.0,11.0,5.0,10451.0,4644.0,6993,1194.0,3970.0,19.0,9.0,115.0,5.0,4.0,6418,273.0,5832.0,9077,1942.0,814.0
859,59.0,62.0,146.0,62.0,114.0,109.0,11.0,76,28.0,86.0,35.0,20.0,60.0,46.0,26.0,179,15.0,101.0,61,13.0,13.0
860,61.0,91.0,59.0,212.0,327.0,748.0,46.0,983,96.0,377.0,47.0,8.0,79.0,75.0,37.0,1342,56.0,679.0,449,170.0,44.0
862,140.0,22.0,318.0,553.0,993.0,257.0,38.0,823,169.0,286.0,98.0,7.0,209.0,121.0,106.0,743,41.0,397.0,332,41.0,13.0
868,2.0,1.0,20.0,6.0,7.0,178.0,377.0,261,23.0,170.0,2.0,0.0,12.0,2.0,3.0,244,6.0,84.0,99,28.0,11.0
869,45.0,3.0,234.0,16.0,69.0,57.0,5.0,217,26.0,104.0,34.0,0.0,22.0,27.0,20.0,251,2.0,126.0,102,22.0,8.0
87,5.0,175.0,3.0,8.0,24.0,7.0,2.0,15,5.0,9.0,6.0,3.0,7.0,5.0,1.0,13,1.0,8.0,5,0.0,2.0
870,48.0,47.0,66.0,21.0,67.0,326.0,12.0,148,36.0,136.0,12.0,0.0,21.0,12.0,15.0,528,46.0,100.0,148,95.0,11.0
871,6.0,26.0,1.0,0.0,3.0,27.0,7.0,14,3.0,11.0,0.0,0.0,7.0,1.0,1.0,17,70.0,11.0,7,4.0,1.0
879,0.0,1.0,4.0,1.0,0.0,151.0,38.0,146,45.0,176.0,1.0,0.0,4.0,1.0,0.0,408,7.0,169.0,141,39.0,29.0
880,1.0,6.0,1.0,2.0,1.0,9.0,14.0,21,5.0,6.0,0.0,0.0,1.0,2.0,0.0,23,0.0,7.0,12,1.0,1.0
882,0.0,10.0,6.0,2.0,1.0,6.0,6.0,24,7.0,25.0,0.0,1.0,0.0,1.0,0.0,42,2.0,35.0,11,3.0,2.0
887,0.0,1.0,56.0,0.0,0.0,298.0,149.0,395,120.0,372.0,1.0,0.0,24.0,0.0,0.0,733,16.0,284.0,558,142.0,73.0
888,123.0,35.0,63.0,126.0,172.0,255.0,7.0,59,37.0,55.0,36.0,2.0,88.0,27.0,33.0,40,13.0,16.0,37,18.0,8.0
89,4217.0,41276.0,833.0,2500.0,15260.0,1401.0,2574.0,608,106.0,580.0,1317.0,2770.0,519.0,1621.0,4752.0,1583,260.0,525.0,300,374.0,127.0
892,0.0,5.0,8.0,1.0,2.0,208.0,24.0,359,28.0,185.0,0.0,0.0,1.0,2.0,0.0,184,2.0,213.0,127,50.0,8.0
897,0.0,6.0,0.0,0.0,3.0,31.0,0.0,19,3.0,38.0,0.0,0.0,1.0,0.0,4.0,63,0.0,7.0,15,7.0,3.0
904,2.0,1.0,0.0,3.0,1.0,43.0,9.0,217,47.0,21.0,2.0,0.0,2.0,2.0,2.0,17,24.0,82.0,16,7.0,4.0
91,276.0,234.0,206.0,80.0,309.0,256.0,252.0,201,66.0,144.0,59.0,24.0,262.0,90.0,99.0,299,26.0,178.0,157,96.0,30.0
911,165.0,19.0,267.0,154.0,274.0,396.0,72.0,286,70.0,154.0,67.0,5.0,122.0,39.0,79.0,347,26.0,446.0,274,44.0,31.0
916,59.0,73.0,576.0,40.0,82.0,372.0,8.0,384,55.0,185.0,46.0,13.0,200.0,32.0,40.0,161,34.0,173.0,85,61.0,17.0
923,1.0,20.0,6.0,3.0,2.0,958.0,183.0,378,125.0,398.0,9.0,1.0,9.0,1.0,0.0,1180,77.0,395.0,394,128.0,46.0
924,3.0,40.0,2.0,3.0,10.0,9.0,7.0,7,5.0,1.0,2.0,0.0,5.0,0.0,1.0,38,2.0,13.0,9,2.0,2.0
930,3.0,27.0,40.0,2.0,11.0,496.0,116.0,296,77.0,278.0,7.0,1.0,3.0,1.0,0.0,504,8.0,379.0,411,110.0,24.0
931,64.0,40.0,198.0,28.0,85.0,488.0,13.0,545,138.0,213.0,30.0,0.0,105.0,16.0,17.0,441,10.0,645.0,280,71.0,12.0
933,14.0,15.0,17.0,10.0,25.0,13.0,96.0,23,8.0,13.0,1.0,4.0,7.0,3.0,2.0,44,6.0,22.0,21,4.0,0.0
936,35.0,362.0,445.0,91.0,115.0,261.0,53.0,252,93.0,128.0,73.0,62.0,99.0,30.0,76.0,188,16.0,263.0,129,65.0,10.0
937,2.0,14.0,4.0,1.0,3.0,130.0,8.0,185,21.0,67.0,4.0,0.0,2.0,0.0,0.0,183,12.0,52.0,54,30.0,21.0
939,54.0,46.0,344.0,82.0,122.0,317.0,17.0,282,40.0,78.0,45.0,16.0,83.0,119.0,62.0,170,15.0,248.0,290,60.0,29.0
94,635.0,950.0,310.0,202.0,691.0,392.0,135.0,200,71.0,267.0,121.0,182.0,118.0,146.0,104.0,378,17.0,287.0,321,63.0,18.0
941,6.0,0.0,17.0,7.0,8.0,205.0,51.0,91,37.0,110.0,1.0,0.0,7.0,2.0,1.0,307,1.0,74.0,136,20.0,8.0
942,4.0,1.0,5.0,20.0,27.0,103.0,7.0,86,25.0,73.0,10.0,0.0,8.0,17.0,2.0,106,5.0,51.0,205,13.0,9.0
943,33.0,77.0,22.0,2.0,11.0,41.0,2.0,48,2.0,38.0,5.0,1.0,6.0,3.0,4.0,104,5.0,26.0,41,22.0,6.0
945,0.0,25.0,6.0,4.0,11.0,33.0,19.0,78,28.0,61.0,1.0,1.0,6.0,1.0,0.0,91,1.0,72.0,52,20.0,5.0
946,3.0,15.0,4.0,3.0,23.0,113.0,634.0,72,22.0,79.0,0.0,2.0,3.0,1.0,0.0,94,7.0,204.0,79,34.0,13.0
953,21.0,12.0,98.0,21.0,52.0,82.0,30.0,45,18.0,44.0,17.0,4.0,73.0,13.0,14.0,146,0.0,26.0,23,19.0,8.0
957,227.0,755.0,429.0,19.0,139.0,409.0,550.0,163,42.0,151.0,35.0,8.0,151.0,71.0,98.0,363,11.0,159.0,121,93.0,38.0
959,378.0,14.0,170.0,238.0,671.0,6125.0,4419.0,6500,2129.0,5465.0,171.0,0.0,211.0,98.0,151.0,12976,700.0,5151.0,8442,2509.0,426.0
960,1270.0,301.0,4538.0,303.0,2771.0,1550.0,20.0,1007,230.0,706.0,222.0,237.0,1371.0,259.0,437.0,871,8.0,597.0,1143,147.0,38.0
