strain_id,A_MTX_5-FC.SNA4_VAC8,A_MTX_Fluconazole.SNA4_VAC8,A_MTX_Metformin.SNA4_VAC8,A_MTX_Trifluoperazine.SNA4_VAC8,A_MTX_noDrug.SNA4_VAC8,A_noMTX_5-FC.SNA4_VAC8,A_noMTX_Fluconazole.SNA4_VAC8,A_noMTX_Metformin.SNA4_VAC8,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_noDrug.SNA4_VAC8,B_MTX_5-FC.SNA4_VAC8,B_MTX_Fluconazole.SNA4_VAC8,B_MTX_Metformin.SNA4_VAC8,B_MTX_Trifluoperazine.SNA4_VAC8,B_MTX_noDrug.SNA4_VAC8,B_noMTX_5-FC.SNA4_VAC8,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Metformin.SNA4_VAC8,B_noMTX_Trifluoperazine.SNA4_VAC8,B_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.SNA4_VAC8
541,3.0,8.0,2.0,5.0,4.0,2.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,6.0,1.0,1.0,0.0,4.0,1.0,5.0,0.0
543,2.0,1.0,1.0,5.0,1.0,16.0,7491.0,6.0,27.0,12.0,1.0,4.0,5.0,1.0,1.0,17.0,4698.0,1460.0,22.0,32.0,83.0
545,17.0,242.0,4.0,21.0,34.0,9.0,27.0,3.0,7.0,4.0,50.0,390.0,20.0,118.0,47.0,5.0,18.0,4.0,15.0,14.0,0.0
546,0.0,7.0,1.0,0.0,0.0,74.0,1434.0,74.0,115.0,19.0,2.0,3.0,9.0,4.0,1.0,42.0,655.0,249.0,99.0,47.0,7.0
557,7.0,5.0,1.0,12.0,16.0,4.0,5.0,12.0,12.0,4.0,16.0,0.0,9.0,10.0,4.0,19.0,9.0,17.0,23.0,26.0,5.0
559,4.0,28.0,2.0,34.0,10.0,7.0,2.0,5.0,10.0,4.0,6.0,80.0,7.0,30.0,10.0,7.0,2.0,12.0,7.0,5.0,2.0
564,11.0,55.0,5.0,12.0,14.0,3.0,6.0,6.0,2.0,5.0,19.0,88.0,10.0,44.0,16.0,6.0,5.0,10.0,12.0,16.0,3.0
567,9.0,6.0,9.0,4.0,10.0,17.0,14.0,17.0,9.0,6.0,11.0,5.0,24.0,2.0,5.0,6.0,2.0,28.0,25.0,28.0,4.0
57,1.0,0.0,2.0,1.0,0.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,7.0,3.0,1.0
571,15.0,15.0,8.0,23.0,23.0,13.0,2.0,7.0,10.0,4.0,12.0,15.0,18.0,54.0,15.0,6.0,5.0,7.0,12.0,16.0,4.0
574,0.0,7.0,1.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,4.0,9.0,2.0,0.0
576,1.0,23.0,1.0,11.0,4.0,7.0,3.0,6.0,4.0,1.0,3.0,13.0,1.0,6.0,1.0,2.0,3.0,2.0,2.0,7.0,1.0
578,842.0,16206.0,558.0,1227.0,5359.0,114.0,632.0,103.0,384.0,53.0,2238.0,17124.0,390.0,2296.0,687.0,119.0,216.0,331.0,428.0,184.0,51.0
58,2.0,11.0,6.0,2.0,1.0,7.0,502.0,12.0,40.0,5.0,1.0,11.0,7.0,11.0,0.0,7.0,149.0,57.0,44.0,7.0,72.0
581,1.0,2.0,0.0,2.0,0.0,8.0,10.0,6.0,10.0,1.0,0.0,2.0,2.0,1.0,1.0,7.0,1.0,7.0,13.0,8.0,4.0
586,10.0,17.0,10.0,43.0,68.0,22.0,10.0,22.0,24.0,13.0,24.0,8.0,21.0,29.0,18.0,18.0,5.0,32.0,34.0,40.0,8.0
588,5.0,3.0,3.0,7.0,7.0,17.0,8.0,21.0,30.0,4.0,4.0,1.0,18.0,7.0,3.0,11.0,2.0,13.0,21.0,11.0,7.0
589,2.0,82.0,5.0,2.0,3.0,60.0,90.0,93.0,52.0,30.0,3.0,74.0,3.0,21.0,5.0,36.0,172.0,148.0,102.0,129.0,13.0
590,13.0,5.0,4.0,18.0,15.0,4.0,4.0,7.0,10.0,4.0,15.0,6.0,7.0,18.0,5.0,7.0,9.0,11.0,15.0,9.0,1.0
596,1.0,2.0,2.0,9.0,16.0,8.0,21.0,12.0,23.0,15.0,4.0,1.0,6.0,8.0,4.0,15.0,4.0,21.0,19.0,40.0,5.0
598,86.0,225.0,464.0,94.0,67.0,1120.0,1431.0,657.0,1418.0,222.0,114.0,338.0,305.0,202.0,69.0,1148.0,450.0,1687.0,1507.0,465.0,190.0
599,2335.0,26.0,536.0,2885.0,7273.0,147.0,8.0,174.0,217.0,46.0,4521.0,62.0,747.0,3339.0,1783.0,168.0,8.0,177.0,211.0,123.0,65.0
599_ref1,8.0,0.0,35.0,1.0,0.0,132.0,66.0,101.0,147.0,60.0,0.0,0.0,31.0,3.0,0.0,108.0,33.0,384.0,98.0,332.0,253.0
599_ref2,4.0,0.0,14.0,1.0,5.0,123.0,30.0,99.0,190.0,74.0,3.0,0.0,14.0,1.0,1.0,125.0,4.0,130.0,136.0,332.0,286.0
6,1.0,18.0,3.0,10.0,4.0,5.0,59.0,11.0,57.0,1.0,2.0,6.0,6.0,6.0,2.0,6.0,28.0,16.0,13.0,12.0,9.0
60,18.0,0.0,21.0,20.0,16.0,27.0,11.0,11.0,18.0,11.0,21.0,0.0,24.0,56.0,12.0,25.0,7.0,7.0,59.0,47.0,2.0
61,0.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0
611,1.0,9.0,86.0,2.0,8.0,225.0,171.0,466.0,604.0,65.0,1.0,19.0,65.0,2.0,3.0,310.0,215.0,666.0,625.0,261.0,133.0
616,601.0,1116.0,645.0,479.0,1760.0,93.0,2518.0,47.0,295.0,46.0,1298.0,802.0,303.0,834.0,310.0,57.0,861.0,512.0,211.0,162.0,39.0
619,0.0,6.0,1.0,5.0,4.0,8.0,4.0,7.0,68.0,4.0,8.0,3.0,5.0,9.0,12.0,12.0,4.0,11.0,16.0,13.0,1.0
622,12.0,0.0,6.0,57.0,44.0,28.0,6.0,20.0,26.0,13.0,21.0,0.0,11.0,21.0,4.0,17.0,3.0,25.0,26.0,25.0,6.0
627,3.0,0.0,2.0,11.0,18.0,8.0,2.0,9.0,37.0,3.0,3.0,0.0,5.0,22.0,9.0,10.0,4.0,9.0,13.0,20.0,0.0
631,17.0,5.0,17.0,14.0,14.0,64.0,15.0,30.0,25.0,17.0,21.0,9.0,57.0,26.0,10.0,36.0,7.0,33.0,52.0,90.0,7.0
632,72.0,53.0,70.0,72.0,97.0,40.0,33.0,20.0,38.0,15.0,92.0,15.0,126.0,135.0,62.0,24.0,31.0,39.0,58.0,52.0,7.0
636,2.0,3.0,4.0,10.0,10.0,14.0,8.0,6.0,17.0,12.0,6.0,8.0,15.0,19.0,4.0,21.0,5.0,21.0,28.0,31.0,1.0
638,1.0,0.0,0.0,5.0,1.0,1.0,10.0,0.0,1.0,1.0,5.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,2.0,3.0,6.0
639,10.0,29.0,23.0,36.0,23.0,10.0,19.0,5.0,14.0,4.0,40.0,8.0,41.0,29.0,27.0,9.0,8.0,19.0,8.0,12.0,4.0
64,6.0,1.0,4.0,13.0,5.0,3.0,24.0,9.0,11.0,3.0,16.0,2.0,20.0,9.0,6.0,8.0,14.0,19.0,22.0,33.0,3.0
640,45.0,587.0,141.0,52.0,320.0,131.0,311.0,198.0,318.0,39.0,181.0,668.0,86.0,188.0,25.0,203.0,132.0,377.0,285.0,172.0,68.0
642,56.0,51.0,30.0,34.0,77.0,16.0,34.0,9.0,25.0,17.0,76.0,8.0,58.0,325.0,53.0,15.0,203.0,46.0,27.0,58.0,6.0
648,30.0,51.0,11.0,24.0,16.0,27.0,24.0,8.0,9.0,8.0,27.0,31.0,18.0,13.0,11.0,13.0,34.0,21.0,14.0,19.0,6.0
649,90.0,19.0,65.0,146.0,252.0,49.0,33.0,60.0,130.0,28.0,178.0,1.0,242.0,256.0,112.0,56.0,8.0,51.0,69.0,77.0,22.0
65,0.0,1.0,2.0,5.0,1.0,30.0,21.0,2.0,3.0,3.0,3.0,4.0,0.0,9.0,2.0,4.0,3.0,19.0,9.0,8.0,3.0
651,2.0,1.0,10.0,20.0,27.0,9.0,1.0,10.0,33.0,2.0,22.0,2.0,21.0,49.0,15.0,7.0,3.0,16.0,16.0,10.0,1.0
652,2027.0,49.0,960.0,2982.0,6854.0,118.0,203.0,233.0,420.0,66.0,4162.0,101.0,851.0,3506.0,1209.0,154.0,55.0,323.0,474.0,142.0,172.0
653,312.0,5748.0,80.0,309.0,715.0,29.0,21.0,61.0,129.0,27.0,753.0,5388.0,122.0,635.0,209.0,75.0,69.0,148.0,135.0,62.0,40.0
657,35.0,109.0,34.0,113.0,68.0,45.0,54.0,47.0,127.0,22.0,48.0,40.0,60.0,86.0,57.0,29.0,24.0,71.0,54.0,68.0,31.0
658,13.0,5.0,1.0,20.0,45.0,2.0,9.0,1.0,5.0,0.0,22.0,5.0,17.0,56.0,30.0,1.0,0.0,2.0,4.0,2.0,1.0
66,1.0,0.0,0.0,0.0,0.0,5.0,92.0,3.0,12.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,59.0,21.0,5.0,8.0,9.0
660,29.0,15.0,5.0,24.0,23.0,12.0,15.0,10.0,12.0,1.0,48.0,12.0,36.0,61.0,20.0,12.0,5.0,17.0,11.0,21.0,3.0
666,243.0,10786.0,48.0,272.0,881.0,60.0,283.0,99.0,55.0,16.0,386.0,8208.0,94.0,323.0,194.0,105.0,44.0,131.0,52.0,79.0,28.0
667,35.0,90.0,509.0,19.0,31.0,609.0,106.0,289.0,1498.0,197.0,35.0,37.0,301.0,36.0,15.0,666.0,54.0,974.0,1255.0,603.0,92.0
668,646.0,120.0,64.0,795.0,2319.0,45.0,737.0,34.0,167.0,45.0,1398.0,20.0,41.0,1492.0,505.0,51.0,369.0,117.0,130.0,35.0,44.0
673,27187.0,1154.0,20077.0,38607.0,107824.0,18739.0,1556.0,17686.0,39034.0,8225.0,52629.0,1863.0,19946.0,40493.0,29296.0,20686.0,407.0,33501.0,26875.0,15434.0,5358.0
674,12.0,66.0,19.0,31.0,16.0,20.0,19.0,18.0,15.0,8.0,21.0,62.0,56.0,59.0,28.0,13.0,16.0,23.0,34.0,45.0,9.0
676,12440.0,21082.0,9560.0,16770.0,48621.0,5956.0,25656.0,6706.0,22557.0,2609.0,23393.0,12567.0,8819.0,25144.0,8885.0,9364.0,10696.0,13922.0,18763.0,7049.0,1969.0
677,0.0,3.0,1.0,10.0,9.0,8.0,18.0,14.0,80.0,3.0,6.0,0.0,5.0,6.0,3.0,10.0,8.0,29.0,24.0,13.0,6.0
683,0.0,4.0,2.0,2.0,0.0,97.0,28.0,91.0,386.0,36.0,0.0,0.0,0.0,4.0,0.0,126.0,29.0,207.0,413.0,72.0,64.0
685,13.0,39.0,4.0,21.0,21.0,51.0,113.0,32.0,73.0,27.0,5.0,9.0,3.0,15.0,5.0,46.0,25.0,54.0,64.0,63.0,47.0
689,25.0,108.0,2.0,12.0,23.0,9.0,13.0,5.0,5.0,5.0,35.0,142.0,15.0,88.0,14.0,4.0,22.0,10.0,5.0,12.0,5.0
690,132.0,687.0,116.0,39.0,52.0,81.0,83.0,39.0,84.0,12.0,177.0,653.0,517.0,103.0,26.0,35.0,103.0,140.0,38.0,37.0,15.0
692,1.0,8.0,2.0,2.0,1.0,26.0,19.0,15.0,26.0,11.0,6.0,2.0,6.0,0.0,1.0,9.0,30.0,29.0,38.0,48.0,24.0
693,5.0,9.0,2.0,13.0,9.0,4.0,5.0,7.0,13.0,3.0,7.0,2.0,8.0,21.0,7.0,4.0,4.0,6.0,9.0,6.0,7.0
695,21.0,10.0,24.0,94.0,77.0,19.0,53.0,31.0,123.0,29.0,38.0,5.0,48.0,93.0,19.0,24.0,17.0,87.0,68.0,68.0,4.0
697,5.0,0.0,6.0,9.0,7.0,15.0,17.0,12.0,22.0,6.0,8.0,0.0,9.0,13.0,4.0,12.0,15.0,29.0,17.0,21.0,7.0
7,1.0,1.0,4.0,0.0,2.0,7.0,13.0,18.0,30.0,6.0,0.0,1.0,9.0,7.0,2.0,11.0,7.0,13.0,15.0,12.0,7.0
701,7.0,58.0,296.0,18.0,15.0,343.0,1285.0,473.0,1146.0,68.0,19.0,19.0,205.0,11.0,4.0,307.0,412.0,925.0,783.0,339.0,79.0
702,2.0,45.0,11.0,8.0,5.0,39.0,48.0,22.0,39.0,14.0,5.0,9.0,20.0,6.0,2.0,17.0,13.0,28.0,60.0,61.0,14.0
703,3.0,2.0,1.0,6.0,11.0,3.0,0.0,4.0,7.0,1.0,8.0,0.0,3.0,16.0,4.0,2.0,0.0,1.0,4.0,7.0,0.0
705,2.0,0.0,1.0,2.0,3.0,16.0,10.0,9.0,12.0,4.0,2.0,1.0,2.0,3.0,0.0,11.0,2.0,6.0,13.0,26.0,1.0
709,2.0,9.0,12.0,7.0,6.0,4.0,9.0,5.0,5.0,4.0,9.0,8.0,21.0,14.0,16.0,2.0,8.0,7.0,16.0,11.0,4.0
711,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,7.0,2.0,2.0,0.0,10.0,0.0,2.0,2.0,4.0,6.0,5.0,1.0,1.0
713,462.0,56.0,396.0,1245.0,2434.0,21.0,14.0,69.0,124.0,14.0,968.0,50.0,333.0,2461.0,291.0,26.0,17.0,90.0,139.0,40.0,30.0
715,0.0,2.0,0.0,1.0,0.0,3.0,11.0,1.0,7.0,0.0,3.0,3.0,8.0,1.0,0.0,1.0,13.0,8.0,4.0,7.0,0.0
717,44.0,16.0,14.0,34.0,47.0,15.0,9.0,6.0,18.0,5.0,46.0,11.0,141.0,171.0,45.0,15.0,0.0,17.0,27.0,27.0,12.0
721,7.0,5.0,3.0,24.0,11.0,21.0,18.0,6.0,18.0,8.0,3.0,4.0,3.0,31.0,3.0,17.0,12.0,15.0,18.0,17.0,3.0
724,3.0,1.0,1.0,11.0,8.0,9.0,10.0,12.0,13.0,5.0,6.0,0.0,7.0,13.0,7.0,13.0,5.0,25.0,28.0,9.0,6.0
727,87.0,19.0,112.0,60.0,57.0,50.0,36.0,60.0,58.0,21.0,153.0,351.0,691.0,215.0,66.0,63.0,32.0,106.0,62.0,83.0,9.0
729,42.0,86.0,27.0,60.0,56.0,50.0,53.0,30.0,118.0,8.0,45.0,51.0,114.0,204.0,34.0,38.0,23.0,32.0,49.0,47.0,6.0
731,4.0,2.0,30.0,11.0,4.0,152.0,57.0,166.0,112.0,63.0,13.0,2.0,46.0,4.0,1.0,93.0,77.0,144.0,199.0,272.0,109.0
732,3.0,10.0,10.0,8.0,1.0,23.0,6.0,14.0,19.0,14.0,2.0,3.0,14.0,3.0,3.0,18.0,2.0,17.0,26.0,55.0,6.0
734,15.0,10.0,1.0,9.0,15.0,14.0,18.0,16.0,29.0,7.0,38.0,2.0,5.0,21.0,16.0,9.0,9.0,17.0,14.0,21.0,5.0
735,0.0,0.0,2.0,0.0,0.0,15.0,29.0,17.0,27.0,7.0,1.0,0.0,5.0,0.0,1.0,3.0,23.0,33.0,27.0,30.0,12.0
738,5.0,7.0,6.0,0.0,5.0,7.0,390.0,5.0,13.0,4.0,4.0,5.0,18.0,6.0,0.0,2.0,175.0,62.0,13.0,13.0,6.0
739,29.0,10.0,211.0,47.0,25.0,1439.0,14600.0,2414.0,8885.0,614.0,36.0,7.0,225.0,58.0,20.0,2115.0,6253.0,6812.0,7313.0,2171.0,1900.0
740,7.0,0.0,4.0,3.0,2.0,9.0,5.0,8.0,17.0,6.0,2.0,2.0,9.0,2.0,4.0,9.0,7.0,21.0,17.0,15.0,3.0
741,22.0,4.0,13.0,19.0,23.0,8.0,7.0,5.0,9.0,5.0,38.0,0.0,14.0,33.0,22.0,2.0,1.0,12.0,18.0,6.0,4.0
742,24.0,13.0,194.0,29.0,15.0,212.0,469.0,489.0,1005.0,133.0,24.0,14.0,228.0,50.0,10.0,303.0,206.0,1076.0,983.0,443.0,112.0
748,4.0,6.0,3.0,7.0,7.0,27.0,75.0,25.0,51.0,29.0,1.0,2.0,3.0,4.0,1.0,36.0,5.0,44.0,60.0,65.0,42.0
749,3.0,0.0,1.0,3.0,0.0,5.0,6.0,2.0,6.0,1.0,2.0,0.0,6.0,5.0,1.0,6.0,5.0,7.0,4.0,9.0,1.0
754,1.0,1.0,4.0,3.0,1.0,12.0,10.0,5.0,6.0,3.0,5.0,2.0,23.0,2.0,0.0,7.0,10.0,14.0,12.0,14.0,6.0
755,2.0,2.0,0.0,3.0,3.0,2.0,8.0,1.0,6.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,6.0,7.0,7.0,1.0
756,46.0,628.0,18.0,103.0,89.0,34.0,18.0,21.0,28.0,16.0,96.0,408.0,80.0,415.0,74.0,20.0,11.0,42.0,73.0,271.0,24.0
760,370.0,169.0,84.0,362.0,344.0,22.0,15.0,18.0,15.0,13.0,170.0,35.0,252.0,756.0,425.0,25.0,13.0,29.0,40.0,35.0,9.0
77,2.0,10.0,5.0,6.0,2.0,60.0,14.0,27.0,20.0,19.0,10.0,2.0,9.0,1.0,3.0,16.0,49.0,30.0,14.0,47.0,1.0
772,5.0,75.0,3.0,15.0,15.0,11.0,6.0,6.0,16.0,5.0,7.0,49.0,16.0,14.0,9.0,10.0,6.0,8.0,6.0,9.0,4.0
775,4.0,12.0,130.0,11.0,3.0,266.0,478.0,208.0,676.0,113.0,1.0,26.0,130.0,10.0,5.0,320.0,38.0,543.0,387.0,340.0,124.0
778,13.0,6.0,1.0,18.0,24.0,60.0,10.0,27.0,43.0,16.0,27.0,20.0,29.0,172.0,26.0,33.0,7.0,37.0,36.0,67.0,8.0
78,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,5.0,2.0,0.0
782,3.0,3.0,0.0,0.0,1.0,15.0,5.0,10.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,11.0,1.0,9.0,19.0,17.0,3.0
783,28.0,80.0,33.0,25.0,34.0,23.0,36.0,14.0,18.0,16.0,41.0,69.0,53.0,40.0,10.0,19.0,148.0,98.0,27.0,32.0,6.0
784,3.0,30.0,3.0,5.0,1.0,7.0,11.0,2.0,8.0,0.0,6.0,23.0,15.0,6.0,2.0,5.0,6.0,8.0,3.0,15.0,2.0
789,5.0,7.0,3.0,0.0,1.0,12.0,9.0,2.0,12.0,2.0,4.0,1.0,15.0,1.0,0.0,4.0,5.0,14.0,16.0,11.0,6.0
790,9.0,13.0,10.0,49.0,16.0,24.0,71.0,20.0,27.0,8.0,17.0,6.0,11.0,51.0,23.0,16.0,64.0,28.0,36.0,33.0,18.0
791,12.0,50.0,7.0,29.0,38.0,6.0,27.0,7.0,11.0,2.0,10.0,19.0,16.0,57.0,29.0,9.0,16.0,8.0,20.0,21.0,12.0
795,30.0,59.0,104.0,63.0,26.0,223.0,95.0,190.0,154.0,79.0,38.0,4.0,215.0,35.0,19.0,188.0,59.0,257.0,336.0,500.0,34.0
796,1.0,35.0,12.0,6.0,11.0,92.0,564.0,120.0,515.0,121.0,6.0,83.0,19.0,13.0,10.0,93.0,374.0,326.0,311.0,277.0,60.0
797,6.0,5.0,6.0,56.0,30.0,5.0,8.0,6.0,22.0,1.0,18.0,4.0,5.0,16.0,8.0,6.0,4.0,8.0,16.0,3.0,2.0
798,1.0,8.0,12.0,16.0,6.0,77.0,64.0,45.0,56.0,39.0,2.0,3.0,11.0,21.0,9.0,66.0,46.0,72.0,77.0,170.0,10.0
800,0.0,3.0,0.0,1.0,0.0,3.0,7.0,2.0,13.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0
801,4.0,127.0,0.0,18.0,6.0,0.0,106.0,4.0,12.0,2.0,4.0,77.0,2.0,5.0,1.0,3.0,33.0,9.0,6.0,3.0,5.0
803,0.0,4.0,0.0,3.0,1.0,3.0,27.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,5.0,9.0,10.0,4.0
804,5.0,174.0,3.0,4.0,2.0,13.0,35.0,7.0,22.0,2.0,4.0,31.0,14.0,6.0,28.0,12.0,22.0,21.0,16.0,16.0,3.0
805,6.0,9.0,7.0,3.0,12.0,4.0,10.0,2.0,15.0,0.0,13.0,17.0,11.0,8.0,4.0,7.0,8.0,5.0,9.0,9.0,1.0
807,2.0,0.0,0.0,1.0,3.0,6.0,4.0,2.0,5.0,4.0,0.0,1.0,4.0,3.0,0.0,5.0,4.0,11.0,6.0,4.0,2.0
808,9.0,9.0,2.0,6.0,4.0,9.0,18.0,2.0,37.0,1.0,8.0,7.0,6.0,41.0,9.0,8.0,4.0,12.0,18.0,16.0,2.0
809,2253.0,727.0,1267.0,2290.0,8601.0,435.0,340.0,753.0,1460.0,295.0,5954.0,1154.0,1392.0,3580.0,1919.0,532.0,459.0,1397.0,1150.0,778.0,112.0
81,3.0,6.0,1.0,6.0,2.0,1.0,8.0,2.0,1.0,0.0,4.0,1.0,17.0,7.0,3.0,1.0,1.0,2.0,2.0,5.0,0.0
811,17.0,21.0,2.0,27.0,27.0,12.0,15.0,8.0,10.0,4.0,15.0,7.0,8.0,82.0,9.0,8.0,17.0,10.0,25.0,26.0,4.0
812,3.0,1.0,2.0,21.0,9.0,9.0,5.0,2.0,5.0,2.0,4.0,1.0,9.0,5.0,4.0,10.0,3.0,6.0,6.0,5.0,2.0
813,49.0,80.0,50.0,159.0,121.0,203.0,375.0,264.0,780.0,118.0,71.0,23.0,181.0,169.0,52.0,283.0,191.0,744.0,1144.0,482.0,40.0
819,2.0,5.0,6.0,18.0,6.0,84.0,16.0,25.0,60.0,26.0,3.0,4.0,16.0,25.0,4.0,52.0,17.0,36.0,55.0,57.0,6.0
821,0.0,0.0,1.0,2.0,6.0,7.0,8.0,3.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,10.0,6.0
823,15.0,20.0,14.0,27.0,21.0,9.0,35.0,17.0,42.0,9.0,15.0,3.0,23.0,34.0,13.0,21.0,11.0,17.0,39.0,23.0,6.0
830,0.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,1.0,2.0,1.0,3.0,9.0,1.0
833,47.0,39.0,53.0,18.0,41.0,14.0,44.0,19.0,52.0,9.0,62.0,18.0,150.0,82.0,23.0,16.0,39.0,27.0,32.0,15.0,4.0
835,78.0,719.0,130.0,65.0,157.0,65.0,15.0,83.0,270.0,11.0,155.0,622.0,227.0,224.0,31.0,57.0,13.0,283.0,206.0,74.0,55.0
837,8.0,6.0,7.0,21.0,26.0,14.0,2.0,11.0,14.0,9.0,10.0,1.0,19.0,61.0,12.0,10.0,3.0,11.0,21.0,61.0,4.0
838,3062.0,1662.0,5056.0,5562.0,12485.0,4068.0,12091.0,2570.0,7885.0,1005.0,4890.0,1754.0,6385.0,11658.0,3176.0,3389.0,7611.0,11263.0,6264.0,3878.0,762.0
839,3.0,1.0,8.0,17.0,14.0,12.0,4.0,7.0,17.0,4.0,10.0,2.0,32.0,53.0,8.0,11.0,11.0,10.0,16.0,21.0,4.0
841,9.0,375.0,8.0,35.0,24.0,9.0,15.0,9.0,48.0,2.0,16.0,417.0,17.0,36.0,9.0,7.0,16.0,14.0,13.0,10.0,3.0
842,37.0,426.0,28.0,99.0,91.0,22.0,37.0,33.0,68.0,9.0,45.0,151.0,57.0,214.0,108.0,17.0,17.0,22.0,43.0,38.0,10.0
843,30.0,70.0,29.0,273.0,114.0,142.0,105.0,111.0,320.0,41.0,43.0,38.0,65.0,105.0,41.0,88.0,140.0,126.0,131.0,161.0,60.0
848,2.0,20.0,2.0,6.0,9.0,6.0,1.0,3.0,12.0,2.0,8.0,11.0,2.0,8.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0
850,5.0,75.0,50.0,11.0,10.0,1107.0,5922.0,874.0,2918.0,248.0,10.0,17.0,27.0,8.0,3.0,1048.0,1434.0,2623.0,2393.0,672.0,153.0
853,3163.0,17435.0,1040.0,3628.0,12069.0,648.0,448.0,469.0,1448.0,262.0,5995.0,10092.0,993.0,8223.0,2546.0,536.0,422.0,1617.0,936.0,514.0,515.0
854,4.0,13.0,2.0,4.0,2.0,6.0,28.0,6.0,12.0,5.0,2.0,22.0,6.0,2.0,1.0,6.0,20.0,13.0,7.0,11.0,4.0
857,8.0,161.0,14.0,12.0,8.0,158.0,166.0,169.0,204.0,75.0,15.0,31.0,32.0,9.0,3.0,97.0,135.0,222.0,392.0,430.0,68.0
859,557.0,392.0,182.0,684.0,3058.0,40.0,340.0,50.0,86.0,28.0,2159.0,408.0,168.0,1671.0,327.0,33.0,120.0,171.0,193.0,73.0,19.0
860,39.0,30.0,5.0,38.0,27.0,30.0,23.0,22.0,46.0,12.0,42.0,11.0,26.0,76.0,28.0,19.0,14.0,45.0,84.0,38.0,6.0
862,57.0,19.0,39.0,154.0,123.0,36.0,8.0,38.0,120.0,11.0,76.0,9.0,40.0,188.0,72.0,32.0,6.0,30.0,54.0,55.0,9.0
868,1.0,6.0,2.0,9.0,8.0,3.0,4.0,8.0,15.0,1.0,1.0,0.0,6.0,9.0,2.0,2.0,0.0,4.0,5.0,11.0,5.0
869,15.0,0.0,4.0,6.0,10.0,8.0,3.0,4.0,12.0,3.0,11.0,1.0,12.0,6.0,9.0,3.0,4.0,6.0,11.0,10.0,0.0
87,2.0,21.0,8.0,3.0,3.0,1.0,2.0,2.0,16.0,1.0,2.0,11.0,1.0,7.0,5.0,1.0,2.0,8.0,4.0,4.0,1.0
870,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
871,0.0,4.0,0.0,1.0,2.0,3.0,10.0,7.0,21.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,9.0,5.0,4.0,7.0,3.0
879,0.0,2.0,1.0,3.0,2.0,2.0,10.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,5.0,2.0
880,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
882,0.0,2.0,6.0,9.0,6.0,1.0,9.0,5.0,40.0,1.0,1.0,0.0,1.0,8.0,1.0,5.0,1.0,6.0,6.0,1.0,0.0
887,1.0,0.0,1.0,3.0,0.0,4.0,8.0,5.0,29.0,3.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,18.0,10.0,13.0,2.0
888,20.0,27.0,133.0,12.0,15.0,804.0,3.0,286.0,1015.0,136.0,31.0,30.0,168.0,33.0,16.0,585.0,72.0,897.0,983.0,392.0,94.0
89,16.0,112.0,3.0,31.0,37.0,10.0,31.0,11.0,9.0,2.0,44.0,78.0,11.0,87.0,48.0,8.0,182.0,69.0,0.0,7.0,6.0
892,0.0,0.0,0.0,0.0,0.0,7.0,18.0,2.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,46.0,24.0,1.0,4.0,0.0
897,0.0,0.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
904,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0
