strain_id,A_MTX_5-FC.ERG11_HYR1,A_MTX_Fluconazole.ERG11_HYR1,A_MTX_Metformin.ERG11_HYR1,A_MTX_Trifluoperazine.ERG11_HYR1,A_MTX_noDrug.ERG11_HYR1,A_noMTX_5-FC.ERG11_HYR1,A_noMTX_Fluconazole.ERG11_HYR1,A_noMTX_Metformin.ERG11_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_noDrug.ERG11_HYR1,B_MTX_5-FC.ERG11_HYR1,B_MTX_Fluconazole.ERG11_HYR1,B_MTX_Metformin.ERG11_HYR1,B_MTX_Trifluoperazine.ERG11_HYR1,B_MTX_noDrug.ERG11_HYR1,B_noMTX_5-FC.ERG11_HYR1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Metformin.ERG11_HYR1,B_noMTX_Trifluoperazine.ERG11_HYR1,B_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.ERG11_HYR1
567,3442,239.0,242.0,769.0,389.0,124.0,10.0,273.0,256.0,253.0,238.0,62.0,2103,107.0,1723.0,166.0,6.0,514.0,730.0,393.0,88.0
57,18,6.0,1.0,7.0,6.0,1.0,6.0,3.0,4.0,9.0,1.0,0.0,17,2.0,16.0,4.0,1.0,9.0,8.0,6.0,5.0
571,38,195.0,16.0,20.0,11.0,12.0,16.0,7.0,12.0,29.0,11.0,1.0,74,15.0,68.0,27.0,11.0,18.0,13.0,25.0,6.0
574,154,135.0,6.0,30.0,3.0,22.0,23.0,12.0,6.0,21.0,5.0,0.0,54,5.0,28.0,21.0,134.0,42.0,15.0,21.0,20.0
576,16,7.0,4.0,10.0,4.0,11.0,18.0,2.0,4.0,3.0,3.0,6.0,6,3.0,19.0,11.0,1.0,8.0,3.0,16.0,5.0
578,6683,29123.0,391.0,2063.0,709.0,440.0,477.0,457.0,833.0,821.0,558.0,24888.0,1593,294.0,2973.0,445.0,38.0,1210.0,1235.0,682.0,152.0
58,55,6.0,0.0,29.0,1.0,1.0,1.0,4.0,6.0,9.0,0.0,0.0,40,1.0,67.0,3.0,1.0,13.0,8.0,18.0,8.0
581,139,9.0,14.0,46.0,14.0,101.0,13.0,275.0,169.0,176.0,1.0,4.0,1086,11.0,49.0,176.0,5.0,544.0,457.0,163.0,52.0
586,642,15.0,172.0,76.0,37.0,40.0,10.0,112.0,80.0,215.0,30.0,1.0,772,13.0,153.0,352.0,6.0,483.0,484.0,310.0,56.0
588,196,0.0,13.0,130.0,16.0,8.0,6.0,10.0,16.0,41.0,1.0,0.0,108,3.0,175.0,6.0,1.0,48.0,37.0,72.0,9.0
589,424,584.0,63.0,73.0,16.0,488.0,119.0,901.0,436.0,625.0,52.0,56.0,219,21.0,121.0,507.0,52.0,1704.0,1859.0,939.0,116.0
590,35,1.0,5.0,12.0,5.0,8.0,3.0,43.0,12.0,42.0,5.0,1.0,35,5.0,40.0,24.0,3.0,63.0,24.0,24.0,7.0
596,55,3.0,8.0,20.0,2.0,13.0,79.0,24.0,61.0,159.0,0.0,0.0,76,0.0,22.0,21.0,18.0,79.0,27.0,71.0,41.0
598,3714,43.0,112.0,1673.0,461.0,189.0,32.0,66.0,95.0,280.0,255.0,20.0,2008,205.0,2527.0,124.0,6.0,431.0,187.0,185.0,57.0
599,2307,17.0,144.0,493.0,407.0,205.0,15.0,148.0,117.0,168.0,245.0,2.0,1167,294.0,1375.0,216.0,18.0,383.0,303.0,189.0,55.0
599_ref1,203,2.0,184.0,48.0,12.0,1953.0,9349.0,1033.0,2774.0,5507.0,27.0,1.0,1241,1.0,144.0,1357.0,992.0,6035.0,4165.0,4278.0,590.0
599_ref2,137,3.0,196.0,33.0,22.0,2672.0,5330.0,2754.0,3389.0,7911.0,34.0,0.0,1704,12.0,206.0,2158.0,175.0,7617.0,8004.0,6596.0,806.0
6,20,1.0,7.0,8.0,0.0,3.0,4.0,3.0,6.0,6.0,0.0,0.0,30,0.0,9.0,11.0,8.0,20.0,15.0,33.0,5.0
60,6539,82.0,96.0,992.0,220.0,136.0,6.0,234.0,313.0,822.0,172.0,0.0,1185,103.0,1836.0,281.0,4.0,1100.0,725.0,553.0,52.0
61,28,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,18,0.0,14.0,2.0,0.0,7.0,5.0,1.0,0.0
611,595,31.0,96.0,73.0,16.0,38.0,10.0,111.0,60.0,186.0,44.0,10.0,169,14.0,79.0,76.0,37.0,281.0,234.0,176.0,38.0
616,1339,7.0,195.0,316.0,184.0,179.0,134.0,201.0,99.0,719.0,100.0,6.0,314,47.0,1339.0,284.0,6.0,695.0,248.0,327.0,59.0
619,54,0.0,1.0,25.0,6.0,2.0,3.0,3.0,11.0,14.0,0.0,1.0,20,2.0,59.0,5.0,1.0,12.0,27.0,12.0,4.0
622,78,1.0,16.0,27.0,10.0,39.0,3.0,58.0,55.0,215.0,6.0,0.0,37,10.0,38.0,85.0,2.0,288.0,73.0,93.0,30.0
627,235,36.0,24.0,30.0,21.0,27.0,16.0,43.0,35.0,56.0,47.0,1.0,229,7.0,99.0,55.0,237.0,315.0,59.0,71.0,45.0
631,6292,3.0,1259.0,854.0,724.0,2481.0,18.0,2604.0,1703.0,2675.0,613.0,2.0,7380,326.0,2294.0,3267.0,278.0,7747.0,5247.0,3629.0,223.0
632,819,2.0,64.0,272.0,76.0,48.0,16.0,50.0,65.0,164.0,38.0,2.0,749,31.0,834.0,73.0,11.0,254.0,92.0,159.0,39.0
636,1196,2.0,123.0,185.0,55.0,233.0,11.0,241.0,139.0,461.0,146.0,15.0,938,14.0,218.0,113.0,5.0,590.0,299.0,478.0,53.0
638,22,5.0,2.0,5.0,4.0,6.0,8.0,4.0,1.0,5.0,2.0,0.0,15,4.0,8.0,9.0,4.0,4.0,10.0,12.0,4.0
639,504,12.0,35.0,119.0,35.0,22.0,45.0,6.0,10.0,31.0,44.0,1.0,148,22.0,230.0,25.0,24.0,21.0,39.0,14.0,22.0
64,121,91.0,74.0,38.0,9.0,102.0,5732.0,219.0,191.0,173.0,17.0,741.0,159,18.0,23.0,204.0,2415.0,572.0,714.0,127.0,59.0
640,204,8.0,22.0,73.0,21.0,69.0,25.0,17.0,39.0,117.0,20.0,3.0,123,5.0,35.0,86.0,1.0,137.0,73.0,106.0,41.0
642,359,19.0,59.0,272.0,112.0,75.0,8.0,36.0,57.0,109.0,41.0,23.0,305,66.0,397.0,122.0,87.0,284.0,122.0,165.0,25.0
648,2294,158.0,154.0,210.0,112.0,128.0,33.0,160.0,86.0,97.0,295.0,26.0,713,70.0,513.0,139.0,7.0,407.0,295.0,172.0,67.0
649,4615,2.0,212.0,1383.0,729.0,230.0,131.0,138.0,256.0,276.0,420.0,10.0,1823,168.0,4291.0,219.0,5.0,409.0,330.0,410.0,171.0
65,28,1.0,2.0,10.0,4.0,2.0,1.0,3.0,10.0,7.0,1.0,0.0,11,2.0,18.0,7.0,0.0,28.0,29.0,10.0,3.0
651,62,6.0,28.0,32.0,17.0,9.0,2.0,12.0,21.0,18.0,11.0,4.0,76,19.0,92.0,23.0,4.0,26.0,31.0,26.0,9.0
652,1719,40.0,185.0,447.0,212.0,145.0,23.0,155.0,144.0,234.0,117.0,11.0,983,147.0,972.0,89.0,6.0,264.0,296.0,380.0,140.0
653,185,41.0,16.0,57.0,20.0,27.0,11.0,43.0,49.0,65.0,7.0,19.0,174,8.0,183.0,42.0,6.0,126.0,60.0,61.0,19.0
657,2237,76.0,171.0,644.0,349.0,101.0,20.0,270.0,269.0,770.0,103.0,79.0,1188,120.0,1670.0,100.0,14.0,912.0,623.0,643.0,125.0
658,725,15.0,25.0,92.0,195.0,39.0,9.0,35.0,47.0,77.0,257.0,0.0,70,3.0,295.0,15.0,3.0,154.0,89.0,55.0,44.0
66,161,2.0,72.0,26.0,5.0,64.0,6.0,111.0,74.0,201.0,32.0,6.0,364,1.0,69.0,38.0,1.0,261.0,150.0,325.0,52.0
660,561,7.0,39.0,119.0,34.0,35.0,53.0,42.0,88.0,179.0,83.0,0.0,293,37.0,343.0,66.0,44.0,235.0,200.0,152.0,75.0
666,479,383.0,30.0,122.0,29.0,75.0,23.0,22.0,102.0,64.0,33.0,4223.0,52,13.0,351.0,60.0,16.0,93.0,156.0,82.0,29.0
667,6881,33.0,284.0,1907.0,998.0,284.0,33.0,711.0,807.0,925.0,371.0,89.0,1094,392.0,3446.0,251.0,67.0,1196.0,1749.0,856.0,146.0
668,106,65.0,6.0,60.0,12.0,11.0,13.0,19.0,16.0,27.0,7.0,23.0,34,3.0,100.0,25.0,1.0,40.0,21.0,35.0,4.0
673,51881,35.0,3527.0,19482.0,10836.0,3965.0,127.0,7033.0,4753.0,9184.0,3917.0,35.0,18829,4485.0,37404.0,5709.0,45.0,9676.0,9274.0,12297.0,3147.0
674,1849,70.0,135.0,198.0,196.0,80.0,181.0,204.0,199.0,354.0,151.0,83.0,891,182.0,1054.0,42.0,37.0,239.0,302.0,424.0,84.0
676,1720,43.0,111.0,723.0,300.0,198.0,45.0,79.0,101.0,219.0,64.0,35.0,1517,152.0,392.0,176.0,49.0,284.0,322.0,306.0,47.0
677,18,6.0,2.0,5.0,0.0,4.0,18.0,14.0,16.0,22.0,0.0,0.0,32,1.0,5.0,22.0,6.0,119.0,53.0,41.0,4.0
683,37,1.0,3.0,11.0,1.0,6.0,21.0,12.0,28.0,45.0,0.0,0.0,62,1.0,29.0,14.0,1.0,39.0,42.0,39.0,9.0
685,111,8.0,22.0,13.0,2.0,135.0,16.0,94.0,79.0,126.0,3.0,4.0,278,1.0,30.0,83.0,11.0,339.0,211.0,169.0,61.0
689,469,91.0,25.0,199.0,52.0,15.0,13.0,8.0,31.0,33.0,30.0,22.0,663,7.0,888.0,28.0,10.0,163.0,84.0,124.0,11.0
690,1612,17.0,206.0,194.0,82.0,159.0,88.0,50.0,51.0,207.0,109.0,5.0,635,19.0,1228.0,172.0,7.0,302.0,25.0,185.0,42.0
692,96,2.0,20.0,44.0,2.0,27.0,49.0,42.0,64.0,103.0,25.0,0.0,962,5.0,44.0,73.0,19.0,232.0,87.0,127.0,55.0
693,300,839.0,33.0,95.0,27.0,37.0,437.0,58.0,102.0,247.0,22.0,7.0,259,22.0,281.0,40.0,10.0,212.0,155.0,253.0,66.0
695,793,15.0,169.0,435.0,198.0,119.0,70.0,106.0,99.0,260.0,136.0,4.0,626,62.0,539.0,130.0,38.0,379.0,179.0,416.0,50.0
697,112,2.0,23.0,47.0,6.0,102.0,80.0,112.0,206.0,245.0,4.0,0.0,223,2.0,64.0,181.0,8.0,389.0,178.0,136.0,56.0
7,473,34.0,75.0,135.0,59.0,58.0,10.0,74.0,183.0,119.0,87.0,2.0,325,63.0,456.0,107.0,3.0,68.0,395.0,159.0,20.0
701,1121,262.0,75.0,35.0,36.0,112.0,25.0,59.0,24.0,51.0,41.0,7.0,633,11.0,79.0,63.0,3.0,187.0,510.0,166.0,21.0
702,2428,41.0,351.0,692.0,136.0,373.0,133.0,442.0,471.0,647.0,122.0,3.0,6436,178.0,691.0,398.0,81.0,1084.0,1048.0,696.0,135.0
703,1310,57.0,107.0,379.0,98.0,577.0,1425.0,247.0,352.0,554.0,184.0,2.0,250,19.0,519.0,556.0,0.0,925.0,1016.0,298.0,121.0
705,440,0.0,86.0,40.0,2.0,121.0,11.0,173.0,206.0,553.0,21.0,0.0,1390,6.0,92.0,131.0,2.0,698.0,603.0,523.0,61.0
709,447,27.0,100.0,318.0,160.0,7.0,10.0,52.0,94.0,99.0,27.0,1.0,884,55.0,522.0,17.0,42.0,75.0,37.0,187.0,22.0
711,8,0.0,0.0,6.0,1.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,6,1.0,6.0,1.0,1.0,8.0,3.0,4.0,2.0
713,2505,4.0,300.0,2053.0,415.0,77.0,13.0,85.0,211.0,229.0,212.0,0.0,2455,155.0,2895.0,66.0,5.0,467.0,254.0,460.0,66.0
715,11,0.0,0.0,7.0,0.0,3.0,5.0,3.0,6.0,5.0,0.0,1.0,13,0.0,10.0,7.0,5.0,7.0,5.0,13.0,2.0
717,2630,21.0,195.0,1092.0,478.0,127.0,14.0,119.0,128.0,148.0,226.0,880.0,986,132.0,1057.0,161.0,10.0,390.0,277.0,385.0,108.0
721,126,4.0,25.0,98.0,38.0,28.0,39.0,16.0,36.0,67.0,12.0,177.0,203,18.0,126.0,29.0,10.0,52.0,79.0,79.0,24.0
724,175,23.0,41.0,101.0,18.0,31.0,48.0,40.0,80.0,52.0,17.0,10.0,164,8.0,120.0,52.0,15.0,84.0,61.0,93.0,16.0
727,3526,9.0,504.0,740.0,770.0,325.0,11.0,627.0,175.0,569.0,474.0,10.0,3188,358.0,2339.0,291.0,3.0,919.0,582.0,713.0,149.0
729,4727,341.0,411.0,1062.0,616.0,274.0,932.0,463.0,215.0,556.0,543.0,63.0,1609,393.0,2635.0,280.0,171.0,1003.0,837.0,520.0,131.0
731,14907,81.0,2946.0,3054.0,1344.0,2313.0,1164.0,3999.0,1836.0,3559.0,1498.0,1.0,31834,918.0,4749.0,1485.0,145.0,8972.0,6980.0,4780.0,1191.0
732,1586,325.0,495.0,246.0,24.0,314.0,24.0,600.0,564.0,1038.0,130.0,233.0,3751,64.0,261.0,278.0,4.0,1557.0,854.0,1189.0,99.0
734,4664,1.0,235.0,796.0,451.0,99.0,65.0,281.0,112.0,183.0,438.0,0.0,1334,225.0,1738.0,97.0,9.0,1058.0,576.0,245.0,68.0
735,147,2.0,113.0,35.0,5.0,91.0,11.0,183.0,89.0,473.0,16.0,0.0,716,1.0,35.0,69.0,11.0,769.0,152.0,304.0,21.0
738,413,157.0,29.0,77.0,16.0,92.0,4.0,50.0,59.0,81.0,45.0,34.0,148,6.0,165.0,51.0,9.0,282.0,120.0,108.0,25.0
739,910,0.0,348.0,162.0,14.0,584.0,28.0,413.0,928.0,993.0,94.0,0.0,2102,10.0,143.0,680.0,27.0,2420.0,1082.0,1064.0,366.0
740,279,6.0,35.0,106.0,14.0,35.0,50.0,62.0,50.0,60.0,6.0,2.0,493,2.0,183.0,60.0,33.0,202.0,156.0,52.0,16.0
741,314,40.0,49.0,203.0,179.0,16.0,22.0,71.0,77.0,61.0,23.0,12.0,387,36.0,282.0,27.0,7.0,164.0,85.0,55.0,16.0
742,1596,106.0,263.0,585.0,134.0,229.0,455.0,389.0,441.0,453.0,121.0,66.0,1144,70.0,1166.0,305.0,171.0,1679.0,747.0,720.0,90.0
748,63,6.0,53.0,22.0,6.0,25.0,5.0,43.0,26.0,38.0,1.0,0.0,131,2.0,48.0,34.0,3.0,28.0,48.0,47.0,19.0
749,21,0.0,6.0,4.0,2.0,143.0,16.0,142.0,207.0,151.0,2.0,0.0,55,0.0,12.0,207.0,6.0,927.0,253.0,167.0,31.0
754,198,1.0,37.0,29.0,4.0,19.0,5.0,74.0,35.0,268.0,18.0,0.0,219,1.0,37.0,56.0,14.0,97.0,35.0,63.0,40.0
755,47,1.0,16.0,13.0,3.0,12.0,9.0,16.0,15.0,19.0,1.0,1.0,17,0.0,15.0,14.0,1.0,31.0,17.0,53.0,5.0
756,5937,4342.0,2194.0,3499.0,2451.0,764.0,2655.0,1060.0,1180.0,1468.0,652.0,1069.0,4615,1377.0,5323.0,1484.0,643.0,2869.0,4367.0,2480.0,873.0
760,955,28.0,304.0,228.0,396.0,301.0,68.0,149.0,191.0,291.0,177.0,9.0,842,62.0,1456.0,344.0,54.0,452.0,284.0,498.0,65.0
77,2136,29476.0,246.0,524.0,497.0,271.0,154.0,502.0,130.0,610.0,177.0,24002.0,548,80.0,1553.0,187.0,6.0,424.0,469.0,663.0,96.0
772,171,137.0,8.0,35.0,25.0,22.0,21.0,74.0,22.0,53.0,22.0,77.0,74,4.0,57.0,24.0,16.0,164.0,77.0,54.0,15.0
775,1028,10.0,163.0,237.0,72.0,120.0,17.0,182.0,101.0,346.0,64.0,1.0,1079,49.0,266.0,132.0,10.0,347.0,260.0,457.0,80.0
778,2024,2.0,177.0,426.0,472.0,113.0,19.0,149.0,217.0,276.0,193.0,3.0,1015,142.0,1646.0,173.0,5.0,308.0,256.0,349.0,58.0
78,231,3.0,8.0,5.0,7.0,12.0,3.0,163.0,62.0,78.0,21.0,0.0,703,4.0,27.0,32.0,296.0,186.0,85.0,92.0,11.0
782,168,0.0,12.0,40.0,1.0,13.0,11.0,25.0,13.0,26.0,3.0,0.0,203,0.0,58.0,29.0,4.0,72.0,20.0,33.0,9.0
783,2530,98.0,321.0,1397.0,643.0,187.0,9.0,108.0,306.0,515.0,371.0,54.0,2280,105.0,4197.0,243.0,17.0,862.0,278.0,487.0,51.0
784,44,18.0,5.0,18.0,2.0,473.0,6.0,127.0,218.0,124.0,2.0,18.0,111,1.0,22.0,326.0,485.0,636.0,321.0,242.0,49.0
789,159,1.0,32.0,38.0,2.0,19.0,13.0,13.0,62.0,72.0,2.0,1.0,81,2.0,35.0,17.0,2.0,93.0,100.0,73.0,40.0
790,808,120.0,118.0,194.0,132.0,79.0,46.0,79.0,121.0,224.0,78.0,5.0,1220,95.0,630.0,116.0,66.0,414.0,195.0,213.0,81.0
791,414,524.0,39.0,221.0,125.0,55.0,68.0,47.0,48.0,80.0,29.0,122.0,286,60.0,253.0,29.0,23.0,171.0,60.0,98.0,23.0
795,32117,178.0,9337.0,12933.0,3411.0,2860.0,756.0,8544.0,4050.0,9127.0,2791.0,206.0,62818,2279.0,16380.0,2426.0,1365.0,21063.0,8314.0,10363.0,1074.0
796,138,24.0,23.0,33.0,14.0,27.0,29.0,116.0,57.0,139.0,19.0,3791.0,80,6.0,41.0,46.0,31.0,126.0,173.0,167.0,48.0
797,49,4.0,17.0,23.0,3.0,14.0,9.0,34.0,24.0,32.0,5.0,2.0,97,7.0,14.0,20.0,5.0,81.0,44.0,47.0,14.0
798,3560,25.0,1378.0,637.0,167.0,3032.0,286.0,3410.0,1378.0,7754.0,321.0,1.0,5200,164.0,716.0,1348.0,27.0,7709.0,2315.0,7396.0,380.0
800,28,0.0,1.0,14.0,1.0,7.0,1.0,9.0,10.0,11.0,0.0,0.0,24,0.0,25.0,6.0,1.0,14.0,18.0,17.0,3.0
801,37,21.0,2.0,6.0,1.0,1.0,6.0,7.0,11.0,9.0,6.0,29.0,38,2.0,17.0,6.0,0.0,18.0,29.0,14.0,6.0
803,229,13.0,22.0,55.0,10.0,14.0,16.0,19.0,12.0,96.0,36.0,0.0,201,1.0,72.0,31.0,0.0,55.0,24.0,69.0,18.0
804,1617,179.0,85.0,160.0,115.0,33.0,11.0,45.0,269.0,229.0,118.0,29.0,854,68.0,817.0,34.0,2.0,85.0,77.0,566.0,52.0
805,249,24.0,30.0,19.0,13.0,21.0,15.0,11.0,6.0,14.0,27.0,20.0,114,7.0,161.0,17.0,5.0,77.0,36.0,49.0,13.0
807,32,0.0,1.0,6.0,1.0,4.0,9.0,8.0,5.0,19.0,0.0,0.0,13,0.0,17.0,13.0,3.0,24.0,5.0,15.0,7.0
808,182,44.0,28.0,82.0,12.0,15.0,29.0,21.0,26.0,25.0,6.0,12.0,94,9.0,164.0,22.0,8.0,63.0,58.0,47.0,12.0
809,652,40.0,106.0,180.0,145.0,124.0,44.0,266.0,260.0,502.0,93.0,12.0,350,85.0,393.0,202.0,8.0,731.0,391.0,529.0,74.0
81,13,21.0,0.0,4.0,18.0,7.0,2.0,3.0,4.0,4.0,3.0,1.0,13,0.0,7.0,3.0,0.0,27.0,2.0,19.0,2.0
811,164,21.0,26.0,47.0,14.0,22.0,88.0,27.0,42.0,103.0,4.0,5.0,151,8.0,86.0,36.0,8.0,121.0,77.0,98.0,12.0
812,64,6.0,4.0,11.0,3.0,8.0,4.0,24.0,68.0,34.0,6.0,1.0,36,3.0,18.0,27.0,3.0,106.0,61.0,39.0,11.0
813,608,52.0,85.0,157.0,50.0,165.0,50.0,114.0,219.0,208.0,46.0,641.0,553,45.0,265.0,98.0,1709.0,421.0,477.0,255.0,50.0
819,29,5.0,35.0,10.0,1.0,117.0,31.0,118.0,87.0,59.0,1.0,2.0,130,7.0,13.0,165.0,8.0,150.0,185.0,144.0,40.0
821,309,29.0,71.0,15.0,8.0,115.0,49.0,145.0,178.0,152.0,26.0,0.0,280,5.0,24.0,137.0,10.0,695.0,227.0,109.0,55.0
823,686,1.0,74.0,162.0,31.0,43.0,24.0,80.0,118.0,227.0,28.0,0.0,1069,22.0,404.0,87.0,28.0,282.0,164.0,240.0,34.0
830,26,1.0,1.0,3.0,1.0,4.0,2.0,6.0,5.0,20.0,3.0,1.0,16,0.0,4.0,11.0,4.0,14.0,6.0,12.0,2.0
833,1594,19.0,112.0,225.0,150.0,44.0,12.0,41.0,84.0,133.0,173.0,7.0,343,27.0,909.0,73.0,8.0,299.0,64.0,137.0,42.0
835,201,7.0,13.0,59.0,16.0,10.0,4.0,3.0,8.0,26.0,18.0,4.0,78,1.0,66.0,6.0,4.0,43.0,8.0,24.0,12.0
837,1353,49.0,266.0,389.0,377.0,303.0,46.0,595.0,367.0,2009.0,140.0,2.0,1351,99.0,1713.0,382.0,7.0,1718.0,824.0,1846.0,117.0
838,160250,1285.0,15231.0,39245.0,26588.0,10005.0,1311.0,9702.0,11141.0,23420.0,15091.0,1038.0,95874,6119.0,126955.0,11936.0,808.0,39867.0,10916.0,19283.0,4687.0
839,387,135.0,133.0,114.0,34.0,475.0,20.0,104.0,289.0,308.0,67.0,9.0,539,14.0,140.0,398.0,12.0,899.0,361.0,363.0,46.0
841,161,2134.0,25.0,89.0,6.0,91.0,18.0,28.0,222.0,42.0,35.0,1117.0,134,11.0,26.0,63.0,6.0,119.0,542.0,56.0,97.0
842,3330,687.0,181.0,754.0,537.0,609.0,17.0,474.0,359.0,673.0,323.0,5931.0,1456,286.0,1943.0,917.0,11.0,1326.0,1018.0,564.0,229.0
843,6836,11337.0,2011.0,644.0,54.0,4339.0,10430.0,12896.0,7902.0,4279.0,656.0,14640.0,6414,158.0,399.0,5047.0,10914.0,29631.0,23968.0,4826.0,2735.0
848,109,10.0,30.0,15.0,7.0,35.0,1351.0,27.0,11.0,81.0,23.0,16.0,145,2.0,11.0,48.0,0.0,150.0,30.0,35.0,32.0
850,4105,234.0,1005.0,567.0,90.0,1456.0,2018.0,1518.0,1145.0,1483.0,292.0,27.0,7858,113.0,501.0,1115.0,467.0,3015.0,3662.0,1476.0,190.0
853,12362,32.0,477.0,2219.0,988.0,1640.0,45.0,787.0,388.0,1643.0,550.0,213.0,2176,550.0,8009.0,643.0,33.0,2301.0,578.0,1394.0,655.0
854,135,5.0,13.0,22.0,2.0,19.0,41.0,14.0,21.0,48.0,12.0,6.0,60,1.0,67.0,16.0,9.0,131.0,26.0,43.0,29.0
857,5248,227.0,2483.0,406.0,115.0,2332.0,1186.0,2971.0,2469.0,2809.0,848.0,367.0,3129,44.0,807.0,2238.0,88.0,7065.0,2046.0,3111.0,1306.0
859,138,156.0,38.0,54.0,20.0,75.0,36.0,31.0,53.0,42.0,19.0,54.0,298,12.0,121.0,44.0,231.0,231.0,65.0,116.0,63.0
860,671,204.0,124.0,240.0,106.0,124.0,100.0,160.0,170.0,209.0,53.0,53.0,570,51.0,336.0,164.0,32.0,568.0,363.0,312.0,77.0
862,1002,72.0,182.0,556.0,119.0,64.0,96.0,99.0,159.0,180.0,72.0,22.0,573,58.0,1184.0,138.0,35.0,403.0,276.0,189.0,48.0
868,86,0.0,3.0,26.0,3.0,6.0,4.0,25.0,3.0,28.0,2.0,0.0,105,0.0,5.0,5.0,4.0,35.0,8.0,21.0,4.0
869,2132,131.0,198.0,535.0,152.0,66.0,5.0,52.0,68.0,186.0,166.0,0.0,1736,49.0,867.0,117.0,1.0,375.0,67.0,161.0,35.0
87,16,5.0,2.0,10.0,8.0,2.0,0.0,112.0,37.0,103.0,6.0,0.0,69,2.0,8.0,15.0,0.0,39.0,182.0,34.0,102.0
870,5,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,16.0,0.0,1.0,6,0.0,1.0,7.0,1.0,6.0,6.0,6.0,2.0
871,3,11.0,0.0,4.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,9,0.0,3.0,4.0,0.0,6.0,4.0,9.0,1.0
879,30,1.0,11.0,1.0,0.0,5.0,4.0,9.0,28.0,10.0,4.0,0.0,72,0.0,0.0,6.0,1.0,65.0,11.0,24.0,15.0
880,8,3.0,2.0,3.0,1.0,3.0,15.0,3.0,23.0,12.0,0.0,1.0,5,0.0,7.0,1.0,2.0,42.0,66.0,19.0,1.0
882,11,2.0,0.0,5.0,0.0,0.0,1.0,6.0,9.0,4.0,0.0,0.0,7,0.0,1.0,0.0,2.0,22.0,12.0,9.0,2.0
887,4,0.0,3.0,2.0,1.0,2.0,12.0,8.0,18.0,15.0,1.0,0.0,14,0.0,1.0,9.0,1.0,45.0,42.0,14.0,7.0
888,3532,9.0,343.0,389.0,167.0,223.0,62.0,206.0,160.0,233.0,164.0,57.0,929,17.0,343.0,180.0,3.0,636.0,411.0,238.0,33.0
89,899,1077.0,46.0,191.0,209.0,44.0,59.0,134.0,25.0,72.0,123.0,1043.0,527,95.0,497.0,101.0,28.0,525.0,130.0,37.0,48.0
892,36,1.0,8.0,4.0,1.0,26.0,11.0,20.0,15.0,87.0,4.0,1.0,10,5.0,12.0,13.0,10.0,19.0,67.0,45.0,13.0
897,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
904,73,10.0,42.0,28.0,3.0,7.0,5.0,19.0,83.0,92.0,22.0,0.0,229,0.0,16.0,56.0,160.0,120.0,93.0,150.0,6.0
91,1893,74.0,356.0,617.0,409.0,97.0,12.0,205.0,191.0,325.0,187.0,41.0,1511,240.0,1200.0,80.0,11.0,878.0,582.0,291.0,32.0
911,3562,31.0,111.0,209.0,101.0,388.0,997.0,147.0,508.0,503.0,124.0,308.0,562,23.0,691.0,413.0,1278.0,1238.0,815.0,497.0,111.0
916,154,26.0,22.0,65.0,126.0,50.0,3.0,59.0,37.0,56.0,19.0,28.0,130,33.0,89.0,61.0,4.0,102.0,146.0,54.0,27.0
923,96,4.0,29.0,28.0,2.0,37.0,30.0,33.0,32.0,42.0,5.0,0.0,47,1.0,35.0,44.0,18.0,100.0,57.0,96.0,32.0
924,7,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,5,0.0,5.0,3.0,0.0,2.0,1.0,3.0,1.0
930,17,0.0,2.0,7.0,1.0,5.0,3.0,4.0,7.0,8.0,0.0,0.0,18,0.0,19.0,6.0,5.0,13.0,8.0,10.0,8.0
931,3455,2.0,169.0,704.0,347.0,171.0,6.0,149.0,238.0,668.0,278.0,3.0,2216,107.0,1566.0,199.0,15.0,989.0,512.0,884.0,60.0
933,53,13.0,1.0,17.0,9.0,0.0,2.0,1.0,8.0,14.0,3.0,2.0,29,2.0,31.0,6.0,1.0,7.0,9.0,13.0,4.0
936,917,52.0,52.0,257.0,79.0,31.0,110.0,65.0,131.0,134.0,74.0,48.0,1178,101.0,232.0,40.0,1.0,205.0,300.0,78.0,14.0
937,48,1.0,3.0,17.0,3.0,6.0,4.0,5.0,13.0,10.0,8.0,0.0,28,0.0,11.0,7.0,5.0,29.0,37.0,22.0,2.0
939,424,24.0,38.0,158.0,90.0,25.0,1.0,67.0,130.0,284.0,30.0,25.0,297,45.0,655.0,37.0,77.0,149.0,142.0,120.0,21.0
94,3479,39.0,53.0,440.0,189.0,369.0,32.0,109.0,202.0,176.0,181.0,53.0,2292,132.0,1111.0,418.0,23.0,799.0,322.0,297.0,29.0
