strain_id,A_MTX_5-FC.PMC1_CTR2,A_MTX_Fluconazole.PMC1_CTR2,A_MTX_Metformin.PMC1_CTR2,A_MTX_Trifluoperazine.PMC1_CTR2,A_MTX_noDrug.PMC1_CTR2,A_noMTX_5-FC.PMC1_CTR2,A_noMTX_Fluconazole.PMC1_CTR2,A_noMTX_Metformin.PMC1_CTR2,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_noDrug.PMC1_CTR2,B_MTX_5-FC.PMC1_CTR2,B_MTX_Fluconazole.PMC1_CTR2,B_MTX_Metformin.PMC1_CTR2,B_MTX_Trifluoperazine.PMC1_CTR2,B_MTX_noDrug.PMC1_CTR2,B_noMTX_5-FC.PMC1_CTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Metformin.PMC1_CTR2,B_noMTX_Trifluoperazine.PMC1_CTR2,B_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.PMC1_CTR2
543,16.0,4.0,3.0,7.0,14.0,6.0,46.0,2.0,2.0,2.0,2.0,4.0,7.0,12.0,10.0,5.0,71.0,2.0,2.0,5.0,17.0
545,168.0,2420.0,49.0,327.0,425.0,47.0,94.0,34.0,24.0,22.0,226.0,1508.0,63.0,195.0,268.0,76.0,477.0,43.0,26.0,73.0,19.0
546,14.0,14.0,4.0,10.0,7.0,126.0,23.0,128.0,47.0,73.0,7.0,25.0,17.0,12.0,5.0,295.0,24.0,128.0,73.0,68.0,30.0
557,21.0,4.0,7.0,10.0,14.0,114.0,50.0,92.0,68.0,38.0,11.0,2.0,3.0,28.0,16.0,311.0,14.0,99.0,82.0,76.0,13.0
559,3.0,12.0,1.0,4.0,1.0,4.0,1.0,6.0,10.0,4.0,2.0,23.0,6.0,3.0,1.0,5.0,19.0,12.0,1.0,3.0,3.0
564,48.0,44.0,52.0,90.0,18.0,26.0,28.0,17.0,37.0,12.0,25.0,28.0,24.0,25.0,72.0,35.0,24.0,16.0,7.0,12.0,7.0
567,178.0,15.0,496.0,309.0,166.0,268.0,84.0,263.0,118.0,152.0,281.0,478.0,406.0,257.0,278.0,963.0,114.0,551.0,120.0,247.0,67.0
57,0.0,0.0,1.0,0.0,1.0,69.0,630.0,40.0,60.0,49.0,0.0,0.0,0.0,0.0,0.0,173.0,75.0,58.0,73.0,58.0,28.0
571,140.0,15.0,73.0,199.0,120.0,42.0,11.0,40.0,31.0,21.0,183.0,11.0,75.0,35.0,80.0,77.0,60.0,44.0,41.0,54.0,35.0
574,3.0,0.0,4.0,0.0,3.0,78.0,14.0,99.0,28.0,33.0,1.0,7.0,4.0,2.0,2.0,172.0,25.0,89.0,27.0,79.0,16.0
576,4.0,12.0,4.0,5.0,2.0,74.0,105.0,52.0,16.0,30.0,1.0,47.0,2.0,1.0,2.0,222.0,341.0,45.0,15.0,71.0,19.0
578,539.0,1263.0,510.0,2693.0,1842.0,188.0,160.0,162.0,115.0,145.0,1043.0,15914.0,289.0,855.0,1720.0,366.0,401.0,195.0,176.0,273.0,41.0
58,3.0,0.0,1.0,1.0,0.0,10.0,4.0,14.0,24.0,9.0,4.0,0.0,4.0,0.0,4.0,22.0,20.0,17.0,9.0,12.0,83.0
581,1.0,4.0,3.0,0.0,7.0,254.0,338.0,215.0,111.0,306.0,0.0,11.0,2.0,1.0,0.0,1135.0,41.0,278.0,209.0,336.0,69.0
586,11.0,16.0,15.0,10.0,10.0,114.0,53.0,103.0,84.0,63.0,12.0,16.0,16.0,6.0,7.0,306.0,79.0,193.0,48.0,110.0,34.0
588,15.0,5.0,26.0,3.0,2.0,13.0,5.0,27.0,57.0,15.0,6.0,1.0,24.0,6.0,10.0,57.0,14.0,41.0,6.0,27.0,3.0
589,13.0,34.0,15.0,8.0,5.0,97.0,68.0,98.0,92.0,79.0,5.0,47.0,13.0,2.0,3.0,197.0,203.0,233.0,65.0,153.0,38.0
590,5.0,1.0,7.0,2.0,1.0,101.0,27.0,110.0,95.0,51.0,2.0,4.0,7.0,1.0,4.0,208.0,19.0,125.0,52.0,159.0,33.0
596,0.0,0.0,1.0,1.0,3.0,57.0,4.0,48.0,62.0,14.0,2.0,1.0,7.0,0.0,0.0,17.0,45.0,29.0,10.0,91.0,15.0
598,75.0,175.0,129.0,67.0,54.0,46.0,17.0,57.0,68.0,40.0,70.0,375.0,103.0,139.0,93.0,225.0,43.0,60.0,44.0,41.0,5.0
599,386.0,7.0,197.0,110.0,104.0,264.0,66.0,140.0,172.0,100.0,332.0,3.0,167.0,98.0,97.0,547.0,110.0,165.0,124.0,179.0,37.0
599_ref1,49.0,2.0,45.0,14.0,3.0,9.0,12.0,18.0,43.0,75.0,13.0,2.0,33.0,9.0,0.0,3.0,47.0,13.0,16.0,133.0,234.0
599_ref2,12.0,0.0,8.0,8.0,1.0,7.0,1.0,9.0,18.0,26.0,7.0,0.0,6.0,0.0,0.0,7.0,9.0,8.0,15.0,31.0,122.0
6,1.0,1.0,1.0,4.0,0.0,31.0,10.0,80.0,29.0,54.0,2.0,2.0,4.0,1.0,0.0,280.0,12.0,116.0,39.0,45.0,5.0
60,150.0,0.0,390.0,140.0,72.0,274.0,71.0,212.0,113.0,242.0,284.0,0.0,142.0,95.0,90.0,3682.0,173.0,123.0,406.0,331.0,39.0
61,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0
611,2.0,9.0,2.0,1.0,2.0,93.0,11.0,98.0,43.0,43.0,1.0,23.0,8.0,2.0,0.0,457.0,91.0,121.0,44.0,110.0,43.0
616,48.0,4.0,18.0,108.0,79.0,39.0,8.0,22.0,10.0,32.0,41.0,9.0,38.0,25.0,36.0,38.0,9.0,20.0,22.0,109.0,5.0
619,16.0,8.0,18.0,11.0,5.0,19.0,4.0,13.0,19.0,12.0,11.0,4.0,6.0,12.0,7.0,11.0,18.0,23.0,11.0,13.0,0.0
622,13.0,5.0,12.0,10.0,6.0,73.0,6.0,103.0,83.0,60.0,9.0,2.0,23.0,8.0,9.0,213.0,17.0,92.0,54.0,104.0,29.0
627,43.0,37.0,16.0,51.0,701.0,24.0,68.0,37.0,33.0,21.0,39.0,1.0,10.0,24.0,136.0,34.0,62.0,45.0,12.0,50.0,16.0
631,93.0,11.0,156.0,33.0,29.0,264.0,25.0,278.0,162.0,92.0,48.0,5.0,266.0,15.0,31.0,371.0,31.0,245.0,126.0,206.0,29.0
632,89.0,63.0,40.0,91.0,51.0,34.0,12.0,33.0,27.0,24.0,89.0,103.0,95.0,39.0,58.0,29.0,51.0,62.0,14.0,94.0,10.0
636,1.0,2.0,4.0,3.0,6.0,198.0,14.0,110.0,56.0,81.0,1.0,1.0,24.0,3.0,5.0,797.0,24.0,92.0,90.0,120.0,16.0
638,23.0,4.0,29.0,4.0,41.0,37.0,7.0,20.0,13.0,16.0,53.0,4.0,37.0,26.0,122.0,74.0,2.0,29.0,11.0,44.0,31.0
639,78.0,19.0,94.0,67.0,110.0,18.0,6.0,21.0,9.0,14.0,85.0,41.0,68.0,40.0,69.0,22.0,14.0,17.0,9.0,21.0,9.0
64,40.0,7.0,35.0,12.0,20.0,36.0,43.0,53.0,33.0,34.0,43.0,5.0,24.0,12.0,4.0,74.0,8.0,39.0,42.0,27.0,10.0
640,29.0,18.0,20.0,51.0,14.0,36.0,4.0,21.0,7.0,20.0,34.0,3.0,18.0,14.0,26.0,42.0,26.0,26.0,16.0,33.0,9.0
642,337.0,259.0,89.0,255.0,313.0,53.0,214.0,47.0,26.0,47.0,547.0,149.0,106.0,181.0,185.0,163.0,113.0,56.0,66.0,80.0,18.0
648,50.0,32.0,7.0,14.0,23.0,28.0,7.0,23.0,16.0,18.0,53.0,48.0,28.0,15.0,12.0,32.0,20.0,20.0,8.0,31.0,6.0
649,792.0,77.0,665.0,589.0,497.0,218.0,89.0,203.0,241.0,153.0,771.0,29.0,875.0,256.0,449.0,1078.0,97.0,209.0,164.0,309.0,36.0
65,5.0,3.0,2.0,6.0,8.0,2.0,6.0,13.0,4.0,1.0,2.0,1.0,5.0,6.0,5.0,7.0,7.0,8.0,6.0,2.0,0.0
651,300.0,303.0,746.0,764.0,233.0,524.0,72.0,343.0,250.0,374.0,433.0,1346.0,465.0,306.0,461.0,1842.0,85.0,533.0,436.0,652.0,149.0
652,1078.0,22.0,1705.0,821.0,791.0,771.0,1244.0,724.0,722.0,456.0,1195.0,44.0,1269.0,386.0,600.0,1820.0,649.0,681.0,863.0,691.0,402.0
653,22.0,35.0,6.0,21.0,24.0,9.0,21.0,16.0,18.0,14.0,11.0,44.0,24.0,12.0,5.0,76.0,22.0,34.0,18.0,23.0,3.0
657,112.0,412.0,164.0,137.0,180.0,84.0,849.0,123.0,142.0,61.0,194.0,705.0,114.0,109.0,229.0,297.0,123.0,146.0,51.0,179.0,48.0
658,14.0,4.0,5.0,30.0,115.0,5.0,1.0,5.0,1.0,2.0,30.0,7.0,22.0,19.0,57.0,5.0,0.0,8.0,3.0,5.0,0.0
66,1.0,7.0,3.0,2.0,14.0,7.0,7.0,5.0,6.0,2.0,3.0,3.0,6.0,1.0,1.0,4.0,12.0,16.0,7.0,14.0,1.0
660,173.0,4.0,111.0,132.0,404.0,28.0,14.0,58.0,46.0,23.0,205.0,14.0,138.0,71.0,174.0,133.0,7.0,48.0,38.0,59.0,26.0
666,50.0,617.0,21.0,40.0,74.0,58.0,193.0,42.0,14.0,36.0,72.0,113.0,28.0,95.0,27.0,226.0,19.0,31.0,55.0,41.0,5.0
667,57.0,37.0,359.0,282.0,51.0,246.0,214.0,129.0,100.0,137.0,68.0,58.0,380.0,53.0,51.0,699.0,102.0,184.0,163.0,132.0,19.0
668,11.0,24.0,4.0,19.0,11.0,19.0,10.0,8.0,22.0,15.0,12.0,19.0,13.0,8.0,11.0,27.0,24.0,15.0,15.0,12.0,4.0
673,12338.0,9051.0,34595.0,15188.0,14328.0,27666.0,4057.0,30931.0,24124.0,17552.0,16341.0,4352.0,23489.0,10488.0,18329.0,97515.0,12470.0,52701.0,16865.0,26322.0,6785.0
674,67.0,286.0,448.0,94.0,54.0,94.0,30.0,121.0,204.0,61.0,120.0,409.0,239.0,134.0,62.0,734.0,398.0,232.0,155.0,133.0,28.0
676,70.0,866.0,47.0,37.0,126.0,68.0,195.0,56.0,54.0,58.0,72.0,18.0,82.0,36.0,44.0,140.0,989.0,76.0,69.0,102.0,32.0
677,0.0,2.0,3.0,0.0,4.0,44.0,54.0,46.0,22.0,40.0,1.0,0.0,0.0,1.0,5.0,306.0,67.0,49.0,34.0,56.0,21.0
683,1.0,0.0,1.0,2.0,1.0,54.0,18.0,33.0,42.0,37.0,1.0,0.0,4.0,0.0,0.0,80.0,95.0,60.0,40.0,72.0,32.0
685,2.0,2.0,2.0,1.0,0.0,72.0,72.0,68.0,34.0,36.0,0.0,3.0,6.0,1.0,2.0,107.0,56.0,91.0,37.0,62.0,40.0
689,32.0,272.0,7.0,19.0,55.0,6.0,9.0,2.0,5.0,7.0,36.0,42.0,18.0,16.0,14.0,6.0,10.0,7.0,7.0,8.0,2.0
690,69.0,217.0,32.0,95.0,91.0,21.0,4.0,6.0,6.0,12.0,90.0,8.0,29.0,29.0,96.0,4.0,9.0,14.0,15.0,19.0,9.0
692,2.0,0.0,0.0,0.0,0.0,376.0,1228.0,215.0,126.0,268.0,4.0,0.0,4.0,1.0,1.0,965.0,274.0,196.0,489.0,306.0,84.0
693,8.0,8.0,4.0,22.0,13.0,43.0,0.0,36.0,25.0,23.0,7.0,2.0,17.0,9.0,27.0,102.0,5.0,54.0,15.0,39.0,19.0
695,179.0,4.0,362.0,94.0,56.0,169.0,662.0,276.0,87.0,136.0,176.0,7.0,250.0,135.0,166.0,629.0,15.0,208.0,150.0,293.0,26.0
697,2.0,1.0,5.0,1.0,2.0,66.0,11.0,54.0,39.0,73.0,4.0,1.0,12.0,1.0,4.0,270.0,139.0,115.0,66.0,179.0,26.0
7,18.0,3.0,19.0,2.0,26.0,14.0,0.0,29.0,11.0,10.0,29.0,2.0,11.0,6.0,18.0,63.0,7.0,25.0,34.0,31.0,8.0
701,3.0,3.0,2.0,1.0,1.0,62.0,40.0,28.0,29.0,21.0,0.0,5.0,6.0,1.0,0.0,37.0,29.0,67.0,35.0,31.0,0.0
702,4.0,6.0,13.0,3.0,1.0,946.0,189.0,769.0,896.0,512.0,5.0,2.0,34.0,3.0,1.0,3467.0,354.0,1321.0,698.0,740.0,171.0
703,82.0,4.0,53.0,122.0,202.0,14.0,8.0,25.0,25.0,21.0,41.0,3.0,30.0,59.0,163.0,201.0,92.0,21.0,16.0,40.0,7.0
705,0.0,1.0,2.0,0.0,0.0,97.0,12.0,129.0,44.0,65.0,0.0,0.0,3.0,0.0,0.0,245.0,15.0,120.0,72.0,67.0,28.0
709,74.0,44.0,278.0,214.0,143.0,66.0,237.0,75.0,106.0,93.0,55.0,0.0,223.0,111.0,112.0,150.0,264.0,96.0,57.0,133.0,24.0
711,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0
713,13.0,0.0,7.0,109.0,35.0,9.0,5.0,8.0,7.0,7.0,83.0,1.0,33.0,52.0,36.0,27.0,1.0,10.0,12.0,17.0,3.0
715,0.0,4.0,0.0,1.0,0.0,24.0,60.0,28.0,16.0,32.0,1.0,1.0,2.0,0.0,0.0,94.0,116.0,28.0,83.0,52.0,19.0
717,515.0,423.0,789.0,1247.0,327.0,233.0,47.0,155.0,206.0,161.0,513.0,3.0,545.0,568.0,829.0,950.0,183.0,188.0,298.0,200.0,106.0
721,4.0,5.0,1.0,1.0,2.0,88.0,135.0,65.0,33.0,35.0,2.0,6.0,9.0,0.0,1.0,256.0,149.0,48.0,29.0,94.0,22.0
724,8.0,8.0,5.0,3.0,6.0,75.0,50.0,79.0,50.0,91.0,3.0,1.0,19.0,5.0,2.0,175.0,45.0,94.0,77.0,123.0,36.0
727,279.0,31.0,765.0,917.0,243.0,177.0,40.0,228.0,137.0,106.0,598.0,10.0,791.0,374.0,844.0,477.0,77.0,354.0,101.0,212.0,56.0
729,51.0,71.0,137.0,198.0,43.0,123.0,57.0,83.0,97.0,48.0,73.0,422.0,217.0,156.0,79.0,209.0,75.0,178.0,50.0,97.0,11.0
731,25.0,9.0,116.0,13.0,11.0,11116.0,13043.0,14984.0,9995.0,7864.0,16.0,7.0,139.0,17.0,7.0,33342.0,19695.0,26569.0,7201.0,13493.0,3124.0
732,4.0,3.0,10.0,2.0,3.0,483.0,286.0,985.0,366.0,599.0,0.0,0.0,13.0,3.0,2.0,1798.0,1177.0,1023.0,373.0,839.0,124.0
734,913.0,25.0,105.0,945.0,4873.0,84.0,53.0,231.0,98.0,110.0,1164.0,11.0,83.0,413.0,1890.0,207.0,174.0,251.0,67.0,208.0,71.0
735,0.0,1.0,0.0,0.0,0.0,56.0,15.0,36.0,35.0,42.0,0.0,0.0,3.0,0.0,0.0,66.0,71.0,30.0,30.0,73.0,31.0
738,25.0,110.0,10.0,24.0,27.0,63.0,154.0,47.0,20.0,38.0,11.0,379.0,27.0,22.0,25.0,55.0,500.0,49.0,24.0,48.0,40.0
739,49.0,8.0,5.0,19.0,14.0,371.0,110.0,291.0,234.0,253.0,152.0,10.0,12.0,14.0,49.0,724.0,150.0,316.0,435.0,337.0,263.0
740,3.0,6.0,14.0,6.0,3.0,16.0,12.0,25.0,40.0,13.0,8.0,0.0,24.0,8.0,0.0,46.0,138.0,38.0,25.0,24.0,5.0
741,40.0,3.0,67.0,67.0,26.0,33.0,5.0,16.0,15.0,19.0,32.0,4.0,123.0,32.0,31.0,53.0,12.0,13.0,18.0,32.0,14.0
742,45.0,8.0,39.0,54.0,33.0,582.0,1652.0,556.0,513.0,488.0,39.0,14.0,95.0,29.0,36.0,2474.0,1594.0,773.0,681.0,896.0,101.0
748,3.0,8.0,8.0,5.0,30.0,176.0,71.0,117.0,118.0,87.0,20.0,0.0,10.0,11.0,9.0,399.0,41.0,112.0,137.0,179.0,85.0
749,3.0,0.0,3.0,3.0,7.0,19.0,6.0,39.0,22.0,26.0,6.0,2.0,6.0,14.0,11.0,23.0,16.0,106.0,10.0,58.0,10.0
754,4.0,4.0,1.0,3.0,5.0,181.0,30.0,82.0,54.0,77.0,1.0,5.0,9.0,5.0,6.0,338.0,3.0,115.0,151.0,198.0,28.0
755,2.0,1.0,0.0,2.0,2.0,6.0,9.0,5.0,9.0,4.0,0.0,1.0,1.0,2.0,0.0,8.0,9.0,3.0,7.0,11.0,1.0
756,383.0,591.0,578.0,1201.0,1003.0,354.0,185.0,253.0,246.0,306.0,1088.0,72.0,739.0,590.0,602.0,713.0,165.0,378.0,386.0,784.0,109.0
760,1960.0,123.0,3943.0,2902.0,4472.0,693.0,246.0,687.0,236.0,419.0,2115.0,419.0,2812.0,1663.0,2361.0,2019.0,167.0,699.0,456.0,741.0,176.0
77,32.0,20.0,11.0,12.0,12.0,32.0,5.0,22.0,15.0,19.0,55.0,20.0,13.0,5.0,7.0,70.0,5.0,4.0,2.0,13.0,0.0
772,46.0,13.0,50.0,23.0,17.0,28.0,30.0,38.0,10.0,40.0,49.0,23.0,107.0,14.0,8.0,101.0,124.0,104.0,7.0,45.0,13.0
775,2.0,3.0,13.0,1.0,1.0,418.0,83.0,257.0,362.0,232.0,0.0,9.0,22.0,3.0,0.0,1107.0,90.0,385.0,234.0,360.0,121.0
778,406.0,79.0,394.0,586.0,301.0,491.0,271.0,516.0,346.0,392.0,511.0,721.0,189.0,230.0,440.0,1270.0,197.0,548.0,384.0,666.0,244.0
78,9.0,2.0,0.0,2.0,2.0,51.0,1.0,34.0,22.0,66.0,1.0,1.0,6.0,5.0,1.0,113.0,1.0,52.0,19.0,32.0,11.0
782,0.0,0.0,1.0,2.0,1.0,324.0,889.0,461.0,129.0,189.0,1.0,0.0,12.0,0.0,1.0,675.0,169.0,514.0,145.0,248.0,74.0
783,62.0,89.0,34.0,21.0,65.0,19.0,9.0,11.0,16.0,27.0,49.0,269.0,36.0,12.0,30.0,178.0,26.0,30.0,42.0,24.0,2.0
784,1.0,17.0,0.0,1.0,2.0,59.0,103.0,14.0,7.0,54.0,0.0,15.0,2.0,0.0,0.0,101.0,45.0,29.0,24.0,51.0,27.0
789,0.0,3.0,1.0,1.0,0.0,61.0,103.0,41.0,46.0,89.0,0.0,3.0,6.0,0.0,1.0,219.0,25.0,72.0,143.0,95.0,157.0
790,8.0,14.0,19.0,24.0,16.0,24.0,13.0,18.0,19.0,9.0,10.0,25.0,23.0,11.0,26.0,27.0,38.0,24.0,24.0,17.0,3.0
791,14.0,19.0,9.0,31.0,24.0,10.0,31.0,18.0,19.0,13.0,10.0,23.0,24.0,16.0,19.0,16.0,26.0,26.0,10.0,24.0,7.0
795,44.0,6.0,112.0,23.0,20.0,1305.0,1306.0,1155.0,930.0,897.0,17.0,16.0,212.0,24.0,26.0,5612.0,1588.0,2104.0,947.0,1638.0,230.0
796,2.0,12.0,5.0,3.0,2.0,53.0,185.0,51.0,67.0,54.0,1.0,26.0,9.0,1.0,1.0,75.0,701.0,76.0,50.0,93.0,40.0
797,3.0,2.0,0.0,1.0,1.0,17.0,5.0,14.0,5.0,10.0,1.0,5.0,7.0,1.0,0.0,14.0,19.0,25.0,9.0,9.0,4.0
798,1.0,9.0,14.0,5.0,2.0,683.0,1106.0,830.0,688.0,391.0,5.0,1.0,12.0,4.0,1.0,2254.0,4230.0,928.0,407.0,990.0,468.0
800,2.0,1.0,1.0,1.0,0.0,6.0,11.0,12.0,11.0,6.0,0.0,1.0,5.0,1.0,0.0,4.0,47.0,19.0,5.0,12.0,1.0
801,3.0,13.0,2.0,0.0,10.0,4.0,10.0,14.0,17.0,5.0,6.0,61.0,5.0,1.0,1.0,8.0,23.0,9.0,3.0,8.0,9.0
803,1.0,0.0,2.0,1.0,0.0,29.0,14.0,43.0,56.0,77.0,0.0,0.0,0.0,0.0,0.0,228.0,59.0,40.0,93.0,91.0,21.0
804,43.0,114.0,48.0,53.0,77.0,22.0,144.0,27.0,10.0,23.0,79.0,74.0,45.0,20.0,190.0,28.0,121.0,9.0,22.0,42.0,4.0
805,20.0,65.0,65.0,6.0,8.0,28.0,48.0,18.0,15.0,38.0,52.0,533.0,43.0,7.0,26.0,57.0,4.0,19.0,15.0,36.0,8.0
807,0.0,0.0,0.0,1.0,0.0,16.0,10.0,18.0,11.0,23.0,0.0,0.0,1.0,0.0,0.0,20.0,19.0,21.0,19.0,16.0,0.0
808,13.0,24.0,29.0,20.0,13.0,34.0,6.0,48.0,55.0,37.0,9.0,15.0,19.0,12.0,18.0,103.0,15.0,31.0,23.0,42.0,19.0
809,78.0,2.0,87.0,24.0,43.0,66.0,8.0,51.0,29.0,50.0,37.0,2.0,56.0,12.0,35.0,62.0,17.0,92.0,41.0,104.0,19.0
81,10.0,56.0,6.0,58.0,5.0,14.0,5.0,7.0,2.0,18.0,13.0,3.0,28.0,5.0,8.0,12.0,4.0,17.0,6.0,15.0,6.0
811,36.0,3.0,5.0,17.0,92.0,16.0,15.0,19.0,19.0,18.0,73.0,11.0,25.0,17.0,58.0,16.0,32.0,16.0,13.0,73.0,7.0
812,2.0,1.0,4.0,2.0,0.0,26.0,4.0,38.0,27.0,16.0,1.0,2.0,3.0,1.0,0.0,67.0,37.0,60.0,18.0,36.0,14.0
813,23.0,47.0,42.0,41.0,32.0,51.0,45.0,54.0,43.0,46.0,29.0,80.0,61.0,26.0,30.0,146.0,60.0,61.0,49.0,84.0,21.0
819,6.0,3.0,1.0,2.0,3.0,4975.0,706.0,2115.0,1446.0,2327.0,5.0,1.0,16.0,1.0,2.0,22921.0,1117.0,2189.0,3300.0,3491.0,480.0
821,2.0,0.0,0.0,1.0,4.0,227.0,110.0,204.0,77.0,84.0,1.0,1.0,14.0,0.0,2.0,493.0,865.0,96.0,82.0,166.0,68.0
823,21.0,1.0,23.0,16.0,24.0,164.0,805.0,186.0,117.0,97.0,22.0,8.0,31.0,30.0,30.0,475.0,1676.0,174.0,132.0,243.0,56.0
830,1.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,5.0,0.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0
833,88.0,39.0,55.0,54.0,205.0,30.0,21.0,25.0,23.0,41.0,92.0,40.0,60.0,36.0,54.0,98.0,11.0,24.0,20.0,41.0,2.0
835,11.0,8.0,1.0,2.0,4.0,9.0,2.0,2.0,7.0,8.0,4.0,3.0,15.0,5.0,0.0,11.0,7.0,4.0,8.0,1.0,4.0
837,116.0,5.0,90.0,106.0,227.0,65.0,40.0,96.0,27.0,58.0,67.0,20.0,53.0,75.0,43.0,140.0,106.0,113.0,49.0,59.0,20.0
838,19634.0,7040.0,17869.0,40099.0,27919.0,8506.0,5174.0,3651.0,2138.0,4438.0,24762.0,17192.0,12168.0,25913.0,18397.0,26822.0,2641.0,4305.0,4304.0,6457.0,1066.0
839,9.0,3.0,14.0,27.0,16.0,107.0,44.0,59.0,48.0,61.0,11.0,2.0,28.0,13.0,13.0,877.0,24.0,35.0,80.0,133.0,13.0
841,144.0,1190.0,114.0,31.0,22.0,11.0,13.0,7.0,24.0,14.0,92.0,991.0,124.0,20.0,41.0,25.0,25.0,12.0,38.0,11.0,71.0
842,375.0,8609.0,848.0,1603.0,785.0,136.0,35.0,129.0,128.0,71.0,416.0,5075.0,517.0,605.0,790.0,492.0,83.0,222.0,84.0,133.0,65.0
843,11.0,54.0,13.0,13.0,6.0,320.0,277.0,479.0,339.0,212.0,2.0,74.0,21.0,8.0,3.0,492.0,363.0,667.0,203.0,360.0,716.0
848,3.0,7.0,0.0,3.0,2.0,6.0,37.0,3.0,9.0,2.0,0.0,5.0,2.0,3.0,2.0,4.0,23.0,7.0,1.0,5.0,4.0
850,4.0,4.0,10.0,4.0,4.0,157.0,239.0,181.0,156.0,121.0,1.0,7.0,23.0,2.0,0.0,566.0,242.0,185.0,141.0,238.0,23.0
853,207.0,16.0,132.0,23.0,269.0,357.0,231.0,115.0,293.0,120.0,44.0,24.0,148.0,64.0,404.0,301.0,234.0,137.0,125.0,177.0,101.0
854,0.0,2.0,4.0,0.0,1.0,479.0,2371.0,235.0,88.0,221.0,1.0,4.0,3.0,0.0,0.0,1238.0,1080.0,119.0,248.0,199.0,77.0
857,6.0,10.0,8.0,5.0,5.0,2979.0,1451.0,2065.0,787.0,1985.0,6.0,13.0,33.0,3.0,1.0,7072.0,192.0,1606.0,2299.0,3285.0,688.0
859,71.0,7.0,17.0,66.0,194.0,20.0,31.0,18.0,18.0,14.0,139.0,10.0,17.0,29.0,116.0,25.0,30.0,26.0,5.0,32.0,28.0
860,23.0,9.0,7.0,38.0,48.0,74.0,67.0,74.0,45.0,54.0,10.0,13.0,54.0,23.0,20.0,144.0,147.0,124.0,36.0,114.0,25.0
862,62.0,15.0,69.0,107.0,89.0,42.0,20.0,39.0,101.0,30.0,31.0,13.0,108.0,59.0,46.0,72.0,41.0,43.0,24.0,47.0,7.0
868,4.0,1.0,32.0,56.0,6.0,18.0,3.0,12.0,31.0,21.0,4.0,3.0,11.0,10.0,16.0,40.0,1094.0,17.0,15.0,40.0,8.0
869,8.0,0.0,3.0,1.0,3.0,4.0,26.0,6.0,5.0,3.0,4.0,0.0,3.0,3.0,5.0,1.0,10.0,8.0,3.0,9.0,5.0
87,0.0,5.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,13.0,1.0,1.0,1.0,1.0,4.0,8.0,4.0,5.0,0.0
870,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
871,0.0,12.0,1.0,21.0,2.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,9.0,0.0,84.0,2.0,5.0,5.0,17.0,0.0
879,0.0,0.0,3.0,0.0,1.0,38.0,1.0,28.0,7.0,22.0,0.0,0.0,1.0,3.0,0.0,48.0,14.0,23.0,16.0,39.0,35.0
880,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,4.0,0.0
882,1.0,2.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,10.0,4.0,5.0,8.0,1.0
887,0.0,0.0,2.0,0.0,1.0,11.0,28.0,13.0,23.0,18.0,1.0,0.0,2.0,0.0,0.0,36.0,481.0,23.0,22.0,20.0,17.0
888,62.0,738.0,27.0,28.0,9.0,25.0,31.0,5.0,20.0,9.0,59.0,4.0,16.0,6.0,13.0,50.0,6.0,12.0,21.0,30.0,6.0
89,753.0,6578.0,121.0,1567.0,2005.0,88.0,307.0,71.0,48.0,29.0,965.0,1478.0,88.0,939.0,1799.0,147.0,591.0,162.0,40.0,71.0,181.0
892,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,1.0,0.0,7.0,1.0
897,1.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,2.0,5.0,0.0
904,1.0,1.0,0.0,5.0,0.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,25.0,19.0,3.0,2.0,8.0,1.0
91,87.0,1173.0,154.0,616.0,116.0,47.0,193.0,98.0,66.0,49.0,71.0,54.0,75.0,44.0,69.0,77.0,27.0,87.0,43.0,50.0,14.0
