strain_id,A_MTX_5-FC.ALO1_UIP4,A_MTX_Fluconazole.ALO1_UIP4,A_MTX_Metformin.ALO1_UIP4,A_MTX_Trifluoperazine.ALO1_UIP4,A_MTX_noDrug.ALO1_UIP4,A_noMTX_5-FC.ALO1_UIP4,A_noMTX_Fluconazole.ALO1_UIP4,A_noMTX_Metformin.ALO1_UIP4,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_noDrug.ALO1_UIP4,B_MTX_5-FC.ALO1_UIP4,B_MTX_Fluconazole.ALO1_UIP4,B_MTX_Metformin.ALO1_UIP4,B_MTX_Trifluoperazine.ALO1_UIP4,B_MTX_noDrug.ALO1_UIP4,B_noMTX_5-FC.ALO1_UIP4,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Metformin.ALO1_UIP4,B_noMTX_Trifluoperazine.ALO1_UIP4,B_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.ALO1_UIP4
543,1.0,0.0,3.0,7.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
545,977.0,6364.0,337.0,2597.0,467.0,198.0,412.0,97.0,184.0,165.0,763.0,2043.0,133.0,573.0,299.0,188.0,335.0,166.0,83.0,182.0,211.0
546,1.0,9.0,10.0,44.0,2.0,287.0,36.0,82.0,302.0,160.0,2.0,2.0,8.0,4.0,4.0,171.0,19.0,97.0,136.0,150.0,53.0
557,3.0,1.0,12.0,16.0,4.0,114.0,2.0,140.0,136.0,72.0,18.0,1.0,9.0,7.0,4.0,85.0,6.0,188.0,93.0,34.0,28.0
559,6.0,3.0,7.0,14.0,5.0,6.0,5.0,16.0,39.0,21.0,6.0,0.0,7.0,3.0,2.0,8.0,0.0,7.0,12.0,8.0,0.0
564,9.0,22.0,9.0,71.0,6.0,15.0,27.0,12.0,27.0,14.0,10.0,13.0,10.0,13.0,7.0,9.0,8.0,8.0,8.0,10.0,4.0
567,71.0,2.0,123.0,188.0,6.0,79.0,52.0,51.0,115.0,82.0,76.0,2.0,79.0,34.0,19.0,42.0,44.0,82.0,32.0,47.0,20.0
57,4.0,0.0,4.0,5.0,1.0,10.0,166.0,19.0,11.0,18.0,6.0,1.0,2.0,0.0,1.0,15.0,17.0,13.0,72.0,53.0,5.0
571,17.0,3.0,13.0,77.0,20.0,33.0,28.0,14.0,18.0,16.0,57.0,1.0,15.0,15.0,7.0,19.0,31.0,34.0,19.0,14.0,9.0
574,3.0,0.0,4.0,2.0,0.0,145.0,69.0,93.0,89.0,127.0,2.0,0.0,1.0,1.0,1.0,54.0,29.0,82.0,48.0,118.0,55.0
576,1.0,26.0,5.0,34.0,2.0,120.0,222.0,97.0,71.0,91.0,3.0,4.0,5.0,0.0,1.0,141.0,658.0,249.0,31.0,90.0,56.0
578,2768.0,4391.0,1588.0,10643.0,6678.0,668.0,538.0,681.0,1391.0,293.0,2364.0,4044.0,896.0,3172.0,7577.0,470.0,495.0,489.0,852.0,513.0,116.0
58,2.0,0.0,1.0,8.0,1.0,0.0,5.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0
581,3.0,5.0,4.0,17.0,1.0,144.0,36.0,91.0,135.0,108.0,6.0,8.0,3.0,2.0,0.0,155.0,16.0,92.0,71.0,146.0,59.0
586,12.0,12.0,8.0,107.0,21.0,77.0,23.0,45.0,102.0,55.0,16.0,3.0,4.0,12.0,9.0,80.0,15.0,86.0,47.0,74.0,38.0
588,12.0,1.0,6.0,23.0,4.0,17.0,8.0,10.0,71.0,3.0,7.0,2.0,2.0,8.0,1.0,17.0,4.0,10.0,6.0,9.0,1.0
589,8.0,7.0,13.0,17.0,3.0,137.0,280.0,155.0,160.0,225.0,7.0,3.0,4.0,5.0,0.0,188.0,284.0,147.0,93.0,209.0,63.0
590,9.0,4.0,5.0,9.0,5.0,34.0,46.0,103.0,126.0,78.0,6.0,1.0,6.0,2.0,3.0,69.0,18.0,54.0,49.0,138.0,23.0
596,2.0,1.0,2.0,7.0,2.0,118.0,142.0,216.0,249.0,709.0,4.0,0.0,1.0,1.0,0.0,83.0,25.0,190.0,183.0,1207.0,80.0
598,50.0,9.0,139.0,91.0,29.0,63.0,33.0,87.0,96.0,31.0,198.0,0.0,65.0,27.0,13.0,31.0,5.0,51.0,118.0,45.0,22.0
599,621.0,4.0,452.0,684.0,143.0,290.0,55.0,159.0,188.0,130.0,776.0,5.0,231.0,326.0,288.0,195.0,12.0,117.0,148.0,163.0,64.0
599_ref1,121.0,0.0,36.0,34.0,6.0,670.0,62.0,38.0,131.0,37.0,109.0,0.0,25.0,2.0,2.0,421.0,6.0,38.0,26.0,38.0,433.0
599_ref2,44.0,0.0,6.0,5.0,0.0,660.0,4.0,33.0,49.0,30.0,105.0,0.0,8.0,2.0,0.0,243.0,2.0,28.0,25.0,70.0,373.0
6,4.0,1.0,4.0,5.0,2.0,24.0,5.0,37.0,61.0,21.0,6.0,1.0,4.0,5.0,0.0,26.0,2.0,12.0,35.0,53.0,13.0
60,478.0,0.0,351.0,191.0,147.0,808.0,178.0,177.0,737.0,133.0,642.0,11.0,206.0,138.0,57.0,418.0,47.0,438.0,150.0,224.0,78.0
61,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
611,5.0,25.0,9.0,18.0,0.0,17.0,20.0,4.0,22.0,9.0,2.0,1.0,1.0,0.0,0.0,30.0,17.0,43.0,12.0,22.0,14.0
616,1202.0,3.0,830.0,1643.0,430.0,485.0,116.0,249.0,461.0,283.0,971.0,36.0,593.0,391.0,474.0,342.0,258.0,328.0,280.0,395.0,126.0
619,5.0,0.0,2.0,23.0,2.0,4.0,1.0,6.0,18.0,2.0,7.0,0.0,2.0,1.0,2.0,7.0,7.0,5.0,7.0,9.0,4.0
622,7.0,0.0,3.0,17.0,1.0,74.0,12.0,35.0,82.0,86.0,14.0,1.0,6.0,6.0,5.0,110.0,6.0,53.0,59.0,67.0,34.0
627,17.0,3.0,12.0,22.0,400.0,19.0,21.0,15.0,53.0,28.0,24.0,4.0,8.0,6.0,4.0,21.0,16.0,11.0,13.0,33.0,14.0
631,63.0,4.0,1139.0,89.0,27.0,1025.0,144.0,914.0,695.0,692.0,107.0,21.0,900.0,63.0,23.0,771.0,51.0,668.0,559.0,1127.0,167.0
632,76.0,14.0,138.0,697.0,45.0,230.0,64.0,178.0,482.0,186.0,69.0,3.0,66.0,83.0,35.0,225.0,29.0,194.0,169.0,191.0,56.0
636,3.0,1.0,12.0,16.0,3.0,62.0,4.0,19.0,128.0,61.0,0.0,0.0,9.0,3.0,2.0,85.0,10.0,36.0,43.0,49.0,14.0
638,77.0,0.0,93.0,135.0,93.0,153.0,69.0,55.0,48.0,53.0,150.0,11.0,63.0,70.0,24.0,110.0,29.0,46.0,21.0,47.0,77.0
639,46.0,2.0,105.0,199.0,33.0,28.0,27.0,22.0,47.0,29.0,76.0,0.0,28.0,57.0,14.0,35.0,2.0,18.0,24.0,23.0,13.0
64,25.0,1.0,205.0,119.0,60.0,246.0,692.0,391.0,533.0,215.0,159.0,0.0,160.0,42.0,103.0,160.0,204.0,297.0,417.0,238.0,40.0
640,47.0,2.0,41.0,41.0,18.0,53.0,5.0,25.0,35.0,18.0,24.0,0.0,25.0,29.0,0.0,36.0,8.0,40.0,17.0,32.0,17.0
642,1206.0,76.0,723.0,3519.0,955.0,228.0,52.0,149.0,339.0,214.0,958.0,10.0,414.0,666.0,867.0,227.0,32.0,124.0,83.0,214.0,78.0
648,180.0,805.0,23.0,36.0,45.0,15.0,5.0,13.0,21.0,38.0,143.0,29.0,7.0,19.0,15.0,25.0,33.0,15.0,10.0,24.0,11.0
649,595.0,28.0,391.0,1888.0,108.0,179.0,11.0,48.0,326.0,165.0,630.0,13.0,315.0,468.0,212.0,164.0,28.0,112.0,113.0,116.0,55.0
65,2.0,0.0,2.0,11.0,5.0,3.0,3.0,2.0,11.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,5.0,4.0,1.0
651,332.0,0.0,340.0,270.0,52.0,311.0,7.0,217.0,347.0,191.0,197.0,4.0,259.0,65.0,62.0,186.0,17.0,262.0,187.0,163.0,59.0
652,1880.0,11.0,1345.0,1157.0,393.0,859.0,175.0,519.0,1189.0,455.0,1155.0,3.0,1151.0,279.0,210.0,888.0,178.0,291.0,617.0,365.0,427.0
653,14.0,17.0,10.0,46.0,12.0,11.0,19.0,21.0,141.0,18.0,24.0,20.0,10.0,7.0,6.0,30.0,13.0,17.0,22.0,26.0,15.0
657,284.0,389.0,155.0,413.0,1482.0,83.0,564.0,81.0,199.0,85.0,401.0,172.0,89.0,96.0,116.0,86.0,614.0,181.0,89.0,160.0,67.0
658,347.0,6.0,92.0,145.0,137.0,40.0,21.0,4.0,30.0,99.0,455.0,0.0,30.0,30.0,103.0,40.0,2.0,14.0,11.0,74.0,28.0
66,1.0,0.0,4.0,11.0,0.0,12.0,23.0,7.0,17.0,9.0,5.0,4.0,1.0,0.0,3.0,17.0,5.0,4.0,12.0,9.0,15.0
660,447.0,3.0,152.0,450.0,227.0,85.0,62.0,70.0,53.0,55.0,924.0,7.0,103.0,184.0,133.0,78.0,11.0,38.0,59.0,38.0,42.0
666,407.0,185.0,46.0,439.0,97.0,144.0,209.0,51.0,204.0,51.0,524.0,431.0,43.0,201.0,198.0,71.0,649.0,199.0,77.0,60.0,40.0
667,39.0,21.0,58.0,59.0,12.0,21.0,11.0,17.0,90.0,16.0,23.0,22.0,13.0,48.0,10.0,31.0,11.0,49.0,17.0,47.0,14.0
668,8.0,8.0,7.0,86.0,11.0,15.0,5.0,6.0,35.0,11.0,13.0,16.0,7.0,11.0,2.0,7.0,7.0,7.0,4.0,17.0,6.0
673,3096.0,12.0,5147.0,11147.0,1051.0,7310.0,217.0,6718.0,7196.0,2735.0,3750.0,138.0,3201.0,2083.0,619.0,5683.0,820.0,5377.0,4866.0,4686.0,1849.0
674,367.0,465.0,1379.0,1566.0,373.0,992.0,276.0,871.0,1194.0,276.0,391.0,252.0,993.0,321.0,77.0,426.0,123.0,740.0,640.0,493.0,181.0
676,330.0,67.0,373.0,563.0,75.0,314.0,86.0,316.0,365.0,238.0,277.0,19.0,428.0,116.0,415.0,201.0,81.0,239.0,317.0,324.0,65.0
677,0.0,0.0,1.0,3.0,1.0,77.0,77.0,63.0,68.0,91.0,2.0,0.0,0.0,1.0,1.0,71.0,19.0,41.0,51.0,125.0,44.0
683,185.0,1.0,5.0,9.0,2.0,848.0,20.0,514.0,1716.0,386.0,1.0,1.0,4.0,1.0,0.0,701.0,31.0,384.0,739.0,443.0,297.0
685,1.0,1.0,9.0,3.0,1.0,92.0,69.0,64.0,91.0,55.0,2.0,1.0,3.0,2.0,0.0,60.0,34.0,54.0,43.0,94.0,45.0
689,221.0,127.0,63.0,970.0,112.0,20.0,4.0,9.0,67.0,11.0,92.0,164.0,105.0,175.0,58.0,48.0,22.0,12.0,9.0,6.0,4.0
690,259.0,235.0,87.0,435.0,199.0,56.0,54.0,16.0,69.0,23.0,238.0,1581.0,74.0,179.0,77.0,34.0,13.0,21.0,16.0,22.0,33.0
692,2.0,1.0,1.0,0.0,1.0,248.0,339.0,219.0,516.0,88.0,2.0,1.0,3.0,0.0,0.0,252.0,348.0,451.0,186.0,156.0,95.0
693,11.0,6.0,22.0,232.0,18.0,37.0,14.0,19.0,138.0,79.0,12.0,4.0,15.0,36.0,8.0,39.0,7.0,30.0,32.0,42.0,40.0
695,662.0,7.0,794.0,1055.0,148.0,524.0,70.0,460.0,738.0,489.0,847.0,3.0,756.0,175.0,109.0,513.0,307.0,726.0,315.0,446.0,149.0
697,5.0,0.0,6.0,83.0,4.0,98.0,120.0,73.0,247.0,40.0,2.0,0.0,11.0,1.0,2.0,110.0,25.0,92.0,60.0,131.0,56.0
7,113.0,3.0,121.0,166.0,61.0,120.0,1.0,49.0,120.0,108.0,149.0,5.0,67.0,23.0,32.0,78.0,21.0,28.0,89.0,146.0,25.0
701,9.0,6.0,19.0,5.0,1.0,41.0,67.0,24.0,60.0,88.0,5.0,3.0,8.0,13.0,2.0,31.0,53.0,37.0,23.0,65.0,12.0
702,2.0,1.0,75.0,11.0,4.0,48.0,38.0,33.0,123.0,77.0,4.0,10.0,12.0,4.0,1.0,57.0,38.0,37.0,54.0,76.0,34.0
703,81.0,0.0,212.0,587.0,250.0,116.0,5.0,56.0,163.0,92.0,141.0,0.0,189.0,134.0,89.0,103.0,0.0,78.0,44.0,56.0,68.0
705,2.0,0.0,8.0,0.0,2.0,326.0,22.0,453.0,339.0,247.0,1.0,0.0,4.0,1.0,0.0,319.0,18.0,321.0,225.0,430.0,144.0
709,271.0,2.0,545.0,1165.0,394.0,103.0,526.0,149.0,275.0,139.0,131.0,13.0,377.0,308.0,177.0,143.0,118.0,133.0,102.0,279.0,180.0
711,252.0,1.0,11.0,43.0,49.0,52.0,23.0,9.0,130.0,57.0,14.0,0.0,8.0,12.0,1.0,48.0,3.0,20.0,12.0,28.0,22.0
713,22.0,1.0,10.0,41.0,11.0,3.0,3.0,12.0,37.0,6.0,38.0,0.0,16.0,27.0,10.0,4.0,2.0,2.0,10.0,6.0,12.0
715,0.0,2.0,1.0,2.0,0.0,28.0,3.0,5.0,77.0,48.0,0.0,2.0,0.0,0.0,0.0,29.0,3.0,8.0,9.0,17.0,21.0
717,1819.0,144.0,1438.0,4785.0,1224.0,742.0,150.0,298.0,1160.0,379.0,2629.0,75.0,1020.0,1680.0,723.0,719.0,53.0,375.0,538.0,422.0,170.0
721,9.0,1.0,17.0,86.0,2.0,313.0,543.0,255.0,481.0,190.0,3.0,0.0,10.0,11.0,2.0,276.0,640.0,494.0,201.0,205.0,126.0
724,6.0,2.0,12.0,185.0,2.0,72.0,10.0,109.0,270.0,82.0,5.0,1.0,10.0,18.0,6.0,86.0,4.0,82.0,70.0,101.0,28.0
727,901.0,10.0,1164.0,1507.0,278.0,410.0,38.0,359.0,435.0,161.0,1491.0,38.0,1078.0,464.0,268.0,367.0,25.0,676.0,295.0,280.0,85.0
729,111.0,114.0,162.0,1218.0,67.0,52.0,25.0,48.0,126.0,30.0,125.0,23.0,111.0,124.0,44.0,48.0,31.0,30.0,28.0,43.0,17.0
731,44.0,11.0,320.0,51.0,44.0,2891.0,536.0,2199.0,2502.0,1364.0,70.0,1.0,80.0,121.0,6.0,1901.0,779.0,2460.0,1729.0,2525.0,678.0
732,2.0,2.0,12.0,13.0,3.0,1321.0,689.0,1860.0,1465.0,1314.0,3.0,1.0,6.0,2.0,1.0,969.0,303.0,1859.0,978.0,2159.0,493.0
734,58.0,6.0,9.0,256.0,152.0,17.0,6.0,18.0,70.0,33.0,125.0,0.0,10.0,46.0,48.0,18.0,17.0,19.0,21.0,23.0,7.0
735,0.0,0.0,6.0,1.0,0.0,76.0,26.0,45.0,124.0,96.0,1.0,0.0,1.0,0.0,0.0,74.0,8.0,59.0,61.0,74.0,45.0
738,32.0,126.0,76.0,207.0,21.0,91.0,166.0,61.0,125.0,89.0,46.0,148.0,45.0,31.0,21.0,90.0,1085.0,267.0,48.0,104.0,43.0
739,2.0,4.0,12.0,232.0,1.0,829.0,120.0,518.0,2239.0,859.0,12.0,2.0,18.0,4.0,0.0,860.0,376.0,660.0,857.0,674.0,731.0
740,17.0,1.0,33.0,61.0,14.0,36.0,11.0,20.0,143.0,14.0,16.0,0.0,12.0,53.0,1.0,22.0,9.0,35.0,20.0,32.0,2.0
741,231.0,15.0,312.0,1009.0,148.0,91.0,17.0,40.0,187.0,75.0,372.0,42.0,169.0,130.0,87.0,76.0,13.0,57.0,20.0,56.0,62.0
742,48.0,10.0,51.0,656.0,40.0,530.0,490.0,621.0,1691.0,202.0,47.0,1.0,62.0,41.0,24.0,316.0,691.0,808.0,603.0,463.0,68.0
748,6.0,6.0,12.0,22.0,2.0,81.0,33.0,83.0,436.0,99.0,1.0,2.0,1.0,3.0,4.0,79.0,23.0,68.0,100.0,133.0,99.0
749,3.0,1.0,9.0,12.0,1.0,161.0,9.0,57.0,168.0,181.0,1.0,3.0,4.0,0.0,0.0,109.0,14.0,59.0,30.0,140.0,37.0
754,1.0,2.0,6.0,8.0,0.0,127.0,11.0,175.0,141.0,30.0,3.0,2.0,9.0,3.0,0.0,86.0,37.0,121.0,32.0,46.0,38.0
755,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,41.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,3.0,9.0,5.0
756,1027.0,442.0,740.0,1867.0,982.0,560.0,253.0,263.0,839.0,472.0,850.0,116.0,444.0,581.0,515.0,452.0,251.0,604.0,708.0,586.0,333.0
760,1626.0,20.0,2149.0,3853.0,1343.0,695.0,283.0,316.0,364.0,320.0,1744.0,333.0,1058.0,988.0,1389.0,416.0,164.0,358.0,138.0,265.0,203.0
77,12.0,5.0,48.0,20.0,10.0,116.0,58.0,48.0,58.0,159.0,8.0,18.0,18.0,12.0,2.0,92.0,7.0,61.0,40.0,128.0,40.0
772,16.0,32.0,116.0,53.0,8.0,12.0,25.0,29.0,63.0,26.0,5.0,33.0,61.0,5.0,5.0,37.0,4.0,45.0,16.0,86.0,21.0
775,4.0,4.0,21.0,12.0,0.0,590.0,77.0,277.0,802.0,455.0,4.0,13.0,11.0,6.0,1.0,470.0,30.0,206.0,169.0,501.0,185.0
778,1083.0,15.0,643.0,1644.0,911.0,525.0,41.0,363.0,620.0,432.0,1289.0,55.0,532.0,521.0,549.0,325.0,91.0,262.0,338.0,631.0,175.0
78,1.0,0.0,5.0,2.0,0.0,525.0,40.0,291.0,274.0,320.0,1.0,0.0,7.0,0.0,1.0,226.0,102.0,302.0,169.0,425.0,106.0
782,0.0,0.0,19.0,24.0,0.0,483.0,219.0,430.0,369.0,243.0,2.0,2.0,7.0,2.0,0.0,277.0,176.0,428.0,135.0,322.0,181.0
783,33.0,188.0,114.0,24.0,27.0,77.0,6.0,21.0,297.0,68.0,103.0,32.0,9.0,37.0,12.0,67.0,4.0,27.0,61.0,63.0,18.0
784,0.0,20.0,2.0,16.0,1.0,174.0,7.0,50.0,110.0,47.0,0.0,19.0,3.0,4.0,2.0,230.0,17.0,74.0,35.0,58.0,33.0
789,1.0,4.0,3.0,2.0,1.0,9.0,1.0,12.0,128.0,11.0,4.0,9.0,3.0,2.0,0.0,23.0,7.0,10.0,16.0,16.0,9.0
790,25.0,30.0,30.0,308.0,24.0,55.0,75.0,41.0,205.0,72.0,17.0,4.0,38.0,34.0,7.0,66.0,57.0,51.0,76.0,100.0,36.0
791,33.0,63.0,20.0,1085.0,24.0,58.0,26.0,97.0,163.0,29.0,15.0,26.0,19.0,48.0,34.0,43.0,11.0,55.0,31.0,36.0,25.0
795,66.0,14.0,492.0,278.0,39.0,5074.0,3864.0,5888.0,9767.0,2774.0,66.0,2.0,178.0,156.0,10.0,4305.0,1697.0,6414.0,3682.0,3549.0,692.0
796,3.0,1.0,9.0,6.0,4.0,136.0,1340.0,221.0,335.0,505.0,2.0,3.0,4.0,1.0,1.0,114.0,667.0,258.0,223.0,556.0,345.0
797,0.0,2.0,3.0,10.0,1.0,211.0,93.0,104.0,447.0,43.0,4.0,2.0,1.0,3.0,1.0,92.0,6.0,93.0,221.0,204.0,71.0
798,12.0,4.0,60.0,13.0,1.0,3312.0,910.0,2123.0,2563.0,3640.0,1.0,4.0,43.0,3.0,0.0,2110.0,334.0,1534.0,1599.0,3480.0,950.0
800,2.0,1.0,0.0,4.0,1.0,1.0,5.0,2.0,15.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,8.0,4.0,5.0,1.0
801,3.0,37.0,1.0,1.0,0.0,3.0,11.0,6.0,36.0,3.0,1.0,30.0,2.0,1.0,0.0,6.0,7.0,3.0,1.0,6.0,4.0
803,0.0,0.0,0.0,3.0,2.0,68.0,9.0,28.0,71.0,43.0,0.0,0.0,1.0,1.0,1.0,84.0,6.0,27.0,29.0,135.0,16.0
804,355.0,1993.0,263.0,504.0,653.0,117.0,71.0,57.0,279.0,70.0,368.0,666.0,374.0,108.0,53.0,108.0,279.0,146.0,58.0,113.0,68.0
805,49.0,67.0,219.0,92.0,41.0,104.0,62.0,43.0,115.0,58.0,57.0,44.0,104.0,35.0,6.0,155.0,44.0,55.0,17.0,46.0,32.0
807,2.0,0.0,2.0,2.0,0.0,109.0,6.0,33.0,117.0,30.0,0.0,0.0,0.0,0.0,0.0,69.0,107.0,76.0,13.0,35.0,29.0
808,13.0,6.0,9.0,224.0,17.0,29.0,5.0,16.0,93.0,34.0,10.0,2.0,17.0,13.0,8.0,15.0,8.0,25.0,17.0,30.0,17.0
809,128.0,33.0,172.0,294.0,71.0,109.0,23.0,93.0,249.0,162.0,117.0,27.0,91.0,87.0,35.0,137.0,53.0,118.0,72.0,204.0,69.0
81,187.0,159.0,139.0,196.0,20.0,181.0,8.0,43.0,66.0,29.0,143.0,6.0,76.0,147.0,36.0,80.0,11.0,66.0,9.0,66.0,23.0
811,20.0,17.0,2.0,197.0,13.0,31.0,17.0,14.0,214.0,19.0,11.0,5.0,8.0,29.0,5.0,24.0,25.0,38.0,27.0,64.0,12.0
812,1.0,0.0,3.0,3.0,2.0,41.0,71.0,42.0,48.0,51.0,6.0,5.0,4.0,2.0,0.0,40.0,89.0,34.0,36.0,69.0,28.0
813,51.0,139.0,83.0,813.0,40.0,250.0,303.0,145.0,677.0,270.0,69.0,45.0,61.0,92.0,23.0,257.0,408.0,279.0,152.0,426.0,122.0
819,5.0,4.0,9.0,15.0,4.0,4536.0,377.0,1496.0,4704.0,777.0,4.0,2.0,9.0,5.0,1.0,2797.0,108.0,2128.0,1510.0,1085.0,298.0
821,1.0,1.0,18.0,1.0,2.0,65.0,49.0,26.0,37.0,11.0,1.0,0.0,4.0,0.0,0.0,72.0,264.0,56.0,25.0,38.0,40.0
823,24.0,14.0,48.0,379.0,19.0,555.0,568.0,415.0,888.0,396.0,36.0,3.0,34.0,41.0,16.0,587.0,955.0,710.0,282.0,455.0,219.0
830,1.0,3.0,0.0,3.0,0.0,15.0,3.0,5.0,38.0,18.0,1.0,3.0,0.0,0.0,0.0,20.0,2.0,30.0,8.0,16.0,14.0
833,54.0,43.0,20.0,264.0,32.0,39.0,7.0,23.0,371.0,29.0,68.0,15.0,33.0,33.0,21.0,65.0,33.0,39.0,17.0,41.0,21.0
835,6.0,5.0,6.0,9.0,3.0,11.0,2.0,8.0,123.0,9.0,12.0,1.0,8.0,10.0,2.0,18.0,1.0,11.0,4.0,8.0,4.0
837,101.0,7.0,69.0,147.0,43.0,89.0,29.0,61.0,107.0,73.0,62.0,3.0,51.0,48.0,75.0,78.0,36.0,49.0,57.0,102.0,39.0
838,72882.0,5168.0,46214.0,284604.0,34723.0,23730.0,2742.0,9735.0,30595.0,5322.0,58611.0,4600.0,47445.0,73525.0,37575.0,13774.0,3886.0,16820.0,8902.0,7095.0,2745.0
839,18.0,1.0,30.0,281.0,16.0,1360.0,22.0,580.0,1216.0,203.0,17.0,0.0,34.0,19.0,13.0,717.0,114.0,598.0,231.0,172.0,81.0
841,263.0,6815.0,615.0,156.0,234.0,68.0,62.0,41.0,264.0,199.0,540.0,2389.0,272.0,66.0,163.0,37.0,27.0,82.0,148.0,105.0,269.0
842,1264.0,203.0,1153.0,3076.0,753.0,626.0,60.0,245.0,440.0,330.0,1359.0,12569.0,805.0,565.0,643.0,656.0,3626.0,913.0,300.0,330.0,168.0
843,6.0,63.0,49.0,64.0,4.0,1094.0,3018.0,1247.0,1361.0,3912.0,11.0,134.0,36.0,13.0,2.0,1173.0,1138.0,1254.0,1328.0,4929.0,1978.0
848,8.0,12.0,18.0,31.0,1.0,26.0,5.0,4.0,36.0,10.0,5.0,6.0,9.0,4.0,3.0,13.0,10.0,11.0,12.0,26.0,10.0
850,45.0,23.0,69.0,78.0,20.0,815.0,355.0,633.0,1666.0,230.0,21.0,48.0,17.0,9.0,4.0,461.0,107.0,587.0,709.0,522.0,94.0
853,2069.0,116.0,385.0,628.0,231.0,462.0,1600.0,207.0,633.0,607.0,1041.0,181.0,232.0,188.0,244.0,781.0,1488.0,465.0,313.0,297.0,393.0
854,1.0,3.0,2.0,1.0,2.0,23.0,14.0,13.0,52.0,64.0,0.0,12.0,0.0,0.0,0.0,32.0,45.0,18.0,14.0,19.0,40.0
857,3.0,15.0,29.0,7.0,6.0,7970.0,1474.0,6329.0,12068.0,7229.0,4.0,22.0,24.0,8.0,2.0,6776.0,1936.0,8834.0,3707.0,9918.0,3619.0
859,72.0,31.0,44.0,319.0,100.0,87.0,17.0,46.0,87.0,53.0,83.0,11.0,29.0,57.0,10.0,38.0,9.0,50.0,21.0,28.0,19.0
860,45.0,33.0,36.0,428.0,40.0,80.0,91.0,106.0,648.0,86.0,21.0,17.0,37.0,51.0,15.0,91.0,555.0,172.0,57.0,158.0,44.0
862,78.0,16.0,89.0,947.0,28.0,58.0,23.0,38.0,333.0,31.0,55.0,14.0,78.0,81.0,18.0,45.0,24.0,53.0,47.0,64.0,16.0
868,1.0,1.0,3.0,9.0,4.0,16.0,84.0,12.0,27.0,47.0,5.0,3.0,4.0,4.0,0.0,19.0,1.0,7.0,11.0,32.0,20.0
869,520.0,2.0,439.0,680.0,192.0,162.0,157.0,103.0,169.0,105.0,464.0,17.0,236.0,144.0,168.0,104.0,114.0,113.0,67.0,104.0,43.0
87,3.0,20.0,11.0,16.0,10.0,513.0,6.0,321.0,692.0,1156.0,5.0,1.0,11.0,5.0,0.0,552.0,3.0,206.0,438.0,231.0,57.0
870,124.0,18.0,1.0,50.0,24.0,10.0,7.0,1.0,12.0,5.0,22.0,1.0,5.0,11.0,102.0,4.0,50.0,10.0,13.0,40.0,7.0
871,2.0,4.0,2.0,3.0,0.0,1.0,4.0,1.0,9.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0
879,0.0,1.0,2.0,3.0,0.0,147.0,5.0,39.0,93.0,69.0,0.0,0.0,1.0,0.0,1.0,110.0,3.0,50.0,23.0,56.0,87.0
880,0.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0
882,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,26.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,7.0,5.0,1.0
887,0.0,2.0,4.0,2.0,0.0,3.0,36.0,10.0,33.0,1.0,0.0,0.0,2.0,0.0,0.0,18.0,5.0,7.0,18.0,13.0,7.0
888,55.0,22.0,45.0,82.0,53.0,156.0,23.0,38.0,161.0,69.0,40.0,8.0,85.0,18.0,6.0,117.0,96.0,109.0,102.0,61.0,24.0
89,334.0,127.0,95.0,972.0,914.0,81.0,163.0,49.0,41.0,152.0,356.0,997.0,48.0,227.0,540.0,102.0,155.0,71.0,42.0,97.0,103.0
892,1.0,0.0,0.0,1.0,1.0,30.0,44.0,49.0,64.0,44.0,0.0,0.0,0.0,0.0,0.0,42.0,66.0,73.0,12.0,105.0,22.0
897,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
904,0.0,3.0,2.0,4.0,0.0,32.0,40.0,1.0,52.0,22.0,1.0,0.0,0.0,0.0,2.0,37.0,192.0,42.0,6.0,42.0,13.0
