strain_id,A_MTX_5-FC.RET2_SNA3,A_MTX_Fluconazole.RET2_SNA3,A_MTX_Metformin.RET2_SNA3,A_MTX_Trifluoperazine.RET2_SNA3,A_MTX_noDrug.RET2_SNA3,A_noMTX_5-FC.RET2_SNA3,A_noMTX_Fluconazole.RET2_SNA3,A_noMTX_Metformin.RET2_SNA3,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_noDrug.RET2_SNA3,B_MTX_5-FC.RET2_SNA3,B_MTX_Fluconazole.RET2_SNA3,B_MTX_Metformin.RET2_SNA3,B_MTX_Trifluoperazine.RET2_SNA3,B_MTX_noDrug.RET2_SNA3,B_noMTX_5-FC.RET2_SNA3,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Metformin.RET2_SNA3,B_noMTX_Trifluoperazine.RET2_SNA3,B_noMTX_noDrug.RET2_SNA3,T0_noMTX_noDrug.RET2_SNA3
545,25.0,370.0,8.0,26.0,52.0,28.0,48.0,20.0,30.0,4.0,19.0,222.0,19.0,12.0,20.0,16.0,26.0,342.0,95.0,10.0,7.0
546,9.0,14.0,2.0,2.0,0.0,18.0,2.0,14.0,12.0,6.0,2.0,7.0,14.0,1.0,1.0,8.0,14.0,30.0,18.0,10.0,3.0
557,11.0,0.0,0.0,3.0,1.0,12.0,2.0,3.0,4.0,1.0,7.0,0.0,3.0,2.0,3.0,3.0,7.0,10.0,5.0,7.0,3.0
559,5.0,3.0,3.0,2.0,6.0,3.0,2.0,4.0,5.0,1.0,4.0,2.0,9.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,8.0
564,9.0,15.0,6.0,8.0,5.0,4.0,12.0,8.0,4.0,4.0,2.0,5.0,10.0,5.0,5.0,4.0,10.0,11.0,11.0,11.0,6.0
567,36.0,3.0,31.0,10.0,10.0,19.0,8.0,33.0,12.0,22.0,28.0,54.0,88.0,7.0,7.0,570.0,13.0,65.0,67.0,41.0,10.0
57,2.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,0.0
571,14.0,279.0,9.0,9.0,9.0,6.0,21.0,8.0,9.0,9.0,23.0,1.0,37.0,5.0,4.0,5.0,17.0,10.0,8.0,10.0,5.0
574,1.0,2.0,3.0,3.0,0.0,5.0,4.0,3.0,2.0,6.0,3.0,0.0,9.0,0.0,0.0,4.0,10.0,6.0,6.0,6.0,1.0
576,1.0,22.0,1.0,0.0,1.0,8.0,9.0,2.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,8.0,4.0
578,107.0,565.0,21.0,110.0,146.0,28.0,41.0,14.0,22.0,12.0,77.0,265.0,91.0,63.0,51.0,16.0,53.0,42.0,45.0,27.0,10.0
58,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,16.0
581,1.0,12.0,0.0,0.0,0.0,21.0,5.0,11.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,6.0,1.0,20.0,11.0,11.0,2.0
586,14.0,11.0,2.0,5.0,3.0,22.0,12.0,11.0,8.0,9.0,4.0,0.0,13.0,0.0,3.0,7.0,7.0,16.0,17.0,17.0,7.0
588,6.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,0.0,10.0,2.0,1.0,6.0,3.0,10.0,9.0,6.0,0.0
589,6.0,22.0,2.0,1.0,1.0,2568.0,2889.0,5287.0,1439.0,1855.0,2.0,1.0,6.0,0.0,0.0,6996.0,266.0,12766.0,2412.0,1183.0,116.0
590,2.0,0.0,2.0,0.0,1.0,63.0,10.0,128.0,51.0,44.0,2.0,2.0,4.0,0.0,1.0,37.0,9.0,647.0,60.0,53.0,3.0
596,1.0,1.0,2.0,1.0,0.0,19.0,11.0,20.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,121.0,20.0,10.0,6.0
598,41.0,4.0,6.0,21.0,20.0,8.0,11.0,3.0,5.0,4.0,42.0,4.0,19.0,12.0,20.0,9.0,16.0,19.0,7.0,10.0,7.0
599,111.0,6.0,24.0,62.0,38.0,60.0,11.0,29.0,21.0,11.0,82.0,9.0,91.0,46.0,51.0,35.0,9.0,46.0,26.0,31.0,16.0
599_ref1,2.0,0.0,3.0,26.0,0.0,51.0,34.0,1.0,69.0,47.0,0.0,2.0,7.0,3.0,6.0,282.0,21.0,34.0,62.0,44.0,502.0
599_ref2,3.0,0.0,3.0,2.0,0.0,8.0,25.0,9.0,26.0,26.0,0.0,0.0,9.0,0.0,1.0,9.0,6.0,39.0,65.0,32.0,260.0
6,3.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,7.0,8.0,3.0,1.0
60,74.0,0.0,8.0,22.0,4.0,37.0,11.0,17.0,14.0,3.0,47.0,0.0,37.0,26.0,22.0,8.0,8.0,21.0,24.0,16.0,4.0
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
611,2.0,13.0,0.0,0.0,1.0,19.0,7.0,6.0,5.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,11.0,49.0,12.0,8.0,5.0
616,109.0,19.0,209.0,17.0,56.0,5658.0,5019.0,5395.0,1369.0,1290.0,97.0,5.0,178.0,14.0,5.0,5743.0,100.0,18657.0,5140.0,613.0,127.0
619,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,3.0,1.0
622,6.0,0.0,3.0,1.0,1.0,10.0,6.0,6.0,7.0,4.0,1.0,0.0,6.0,0.0,4.0,10.0,1.0,10.0,13.0,10.0,2.0
627,5.0,3.0,2.0,2.0,5.0,8.0,7.0,5.0,7.0,3.0,2.0,0.0,3.0,1.0,2.0,11.0,3.0,10.0,8.0,2.0,0.0
631,47.0,0.0,6.0,9.0,3.0,42.0,8.0,29.0,23.0,18.0,9.0,1.0,91.0,4.0,8.0,23.0,11.0,59.0,53.0,39.0,12.0
632,76.0,3.0,14.0,24.0,31.0,27.0,8.0,29.0,12.0,15.0,29.0,2.0,109.0,25.0,15.0,9.0,7.0,52.0,35.0,43.0,25.0
636,11.0,1.0,2.0,3.0,0.0,11.0,9.0,6.0,8.0,5.0,9.0,0.0,15.0,1.0,1.0,9.0,5.0,28.0,15.0,14.0,11.0
638,4.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,4.0
639,38.0,9.0,11.0,22.0,7.0,11.0,10.0,6.0,10.0,2.0,32.0,0.0,35.0,17.0,6.0,3.0,5.0,8.0,10.0,4.0,5.0
64,3.0,4.0,6.0,8.0,3.0,1.0,45.0,5.0,5.0,5.0,34.0,2.0,13.0,1.0,5.0,2.0,17.0,11.0,21.0,5.0,2.0
640,6.0,4.0,1.0,1.0,2.0,8.0,6.0,19.0,15.0,2.0,3.0,0.0,14.0,8.0,6.0,60.0,3.0,129.0,27.0,8.0,13.0
642,83.0,28.0,30.0,45.0,136.0,23.0,16.0,23.0,12.0,11.0,119.0,13.0,96.0,50.0,32.0,18.0,9.0,39.0,35.0,25.0,10.0
648,27.0,16.0,0.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,12.0,18.0,11.0,2.0,3.0,1.0,1.0,3.0,10.0,7.0,1.0
649,206.0,4.0,56.0,92.0,97.0,37.0,69.0,19.0,29.0,12.0,140.0,2.0,234.0,81.0,44.0,31.0,8.0,35.0,59.0,33.0,31.0
65,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0
651,20.0,0.0,10.0,5.0,9.0,6.0,4.0,4.0,8.0,3.0,8.0,0.0,17.0,11.0,4.0,6.0,6.0,3.0,21.0,8.0,2.0
652,63.0,6.0,13.0,36.0,10.0,22.0,7.0,7.0,18.0,9.0,32.0,3.0,55.0,34.0,17.0,15.0,4.0,21.0,31.0,18.0,21.0
653,11.0,59.0,1.0,6.0,4.0,13.0,10.0,10.0,7.0,4.0,15.0,19.0,18.0,4.0,1.0,10.0,12.0,30.0,28.0,16.0,14.0
657,61.0,18.0,8.0,11.0,10.0,36.0,16.0,42.0,17.0,18.0,13.0,9.0,58.0,12.0,9.0,16.0,9.0,51.0,37.0,37.0,35.0
658,10.0,11.0,0.0,3.0,3.0,1.0,7.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0
66,1.0,2.0,1.0,1.0,0.0,11.0,27.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,5.0,6.0,11.0,7.0,2.0,11.0
660,26.0,11.0,9.0,5.0,17.0,58.0,5.0,249.0,12.0,22.0,66.0,1.0,34.0,11.0,10.0,53.0,11.0,680.0,39.0,39.0,10.0
666,25.0,396.0,0.0,5.0,21.0,22.0,5.0,9.0,9.0,7.0,31.0,190.0,13.0,12.0,6.0,8.0,7.0,14.0,10.0,11.0,14.0
667,36.0,24.0,8.0,20.0,6.0,14.0,5.0,7.0,13.0,5.0,10.0,9.0,28.0,14.0,6.0,10.0,8.0,20.0,27.0,18.0,5.0
668,13.0,12.0,3.0,5.0,2.0,7.0,5.0,4.0,4.0,8.0,6.0,4.0,14.0,4.0,0.0,3.0,4.0,12.0,11.0,13.0,6.0
673,819.0,28.0,280.0,398.0,181.0,438.0,43.0,224.0,203.0,168.0,365.0,107.0,751.0,191.0,304.0,276.0,124.0,477.0,477.0,340.0,225.0
674,27.0,28.0,17.0,29.0,16.0,16.0,85.0,7.0,13.0,2.0,20.0,15.0,51.0,16.0,13.0,9.0,15.0,20.0,40.0,13.0,7.0
676,30.0,13.0,10.0,19.0,31.0,13.0,14.0,13.0,12.0,10.0,23.0,3.0,48.0,13.0,6.0,10.0,13.0,29.0,50.0,34.0,14.0
677,1.0,1.0,1.0,0.0,0.0,3.0,3.0,7.0,6.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,20.0,12.0,12.0,7.0
683,2.0,0.0,1.0,0.0,0.0,7.0,5.0,4.0,10.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,3.0,3.0,24.0,1.0,4.0
685,2.0,0.0,0.0,0.0,0.0,11.0,12.0,8.0,7.0,6.0,1.0,0.0,6.0,0.0,0.0,5.0,9.0,23.0,18.0,16.0,9.0
689,23.0,66.0,3.0,9.0,30.0,7.0,7.0,2.0,2.0,6.0,41.0,38.0,21.0,6.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0
690,19.0,38.0,2.0,1.0,1.0,7.0,3.0,5.0,1.0,3.0,10.0,7.0,10.0,1.0,2.0,2.0,5.0,5.0,3.0,10.0,2.0
692,0.0,0.0,6.0,0.0,0.0,30.0,36.0,17.0,22.0,13.0,3.0,0.0,2.0,1.0,0.0,10.0,27.0,23.0,36.0,32.0,14.0
693,23.0,13.0,7.0,30.0,13.0,15.0,26.0,2.0,9.0,7.0,12.0,11.0,17.0,9.0,13.0,425.0,20.0,27.0,32.0,12.0,27.0
695,62.0,9.0,89.0,57.0,99.0,658.0,72.0,591.0,186.0,160.0,96.0,3.0,190.0,28.0,18.0,1431.0,18.0,2007.0,671.0,63.0,36.0
697,4.0,3.0,10.0,11.0,21.0,30.0,35.0,16.0,60.0,9.0,7.0,9.0,18.0,7.0,7.0,17.0,7.0,61.0,142.0,32.0,34.0
7,117.0,809.0,548.0,134.0,39.0,936.0,91.0,270.0,2486.0,83.0,153.0,2.0,345.0,32.0,28.0,2958.0,20.0,638.0,6574.0,45.0,298.0
701,6.0,5.0,1.0,1.0,0.0,21.0,3.0,13.0,10.0,8.0,1.0,1.0,5.0,0.0,0.0,10.0,1.0,20.0,20.0,16.0,7.0
702,12.0,3.0,2.0,7.0,0.0,29.0,6.0,14.0,20.0,6.0,3.0,2.0,46.0,1.0,1.0,17.0,15.0,39.0,39.0,11.0,8.0
703,12.0,3.0,2.0,2.0,10.0,5.0,14.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,10.0,4.0,1.0
705,4.0,0.0,1.0,0.0,0.0,1019.0,77.0,604.0,1701.0,132.0,0.0,0.0,8.0,0.0,0.0,1254.0,44.0,949.0,4346.0,82.0,325.0
709,5.0,3.0,6.0,7.0,6.0,7.0,6.0,4.0,2.0,3.0,7.0,1.0,9.0,3.0,11.0,1.0,10.0,6.0,13.0,5.0,1.0
711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
713,19.0,1.0,8.0,15.0,24.0,3.0,2.0,4.0,4.0,3.0,23.0,0.0,35.0,8.0,5.0,3.0,3.0,5.0,10.0,7.0,9.0
715,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,3.0
717,107.0,15.0,31.0,84.0,214.0,22.0,37.0,13.0,20.0,11.0,104.0,62.0,94.0,60.0,50.0,28.0,10.0,34.0,40.0,13.0,24.0
721,8.0,3.0,6.0,3.0,7.0,20.0,18.0,14.0,48.0,6.0,11.0,3.0,15.0,2.0,7.0,10.0,20.0,57.0,98.0,23.0,5.0
724,25.0,47.0,27.0,51.0,62.0,29.0,158.0,28.0,39.0,9.0,51.0,41.0,44.0,20.0,60.0,46.0,27.0,91.0,116.0,14.0,16.0
727,69.0,6.0,44.0,26.0,29.0,43.0,0.0,18.0,7.0,8.0,37.0,4.0,129.0,37.0,38.0,15.0,6.0,49.0,33.0,23.0,8.0
729,112.0,220.0,34.0,83.0,42.0,39.0,13.0,18.0,17.0,10.0,67.0,50.0,102.0,60.0,28.0,33.0,18.0,39.0,37.0,35.0,10.0
731,76.0,1.0,24.0,17.0,2.0,303.0,146.0,239.0,134.0,131.0,9.0,0.0,264.0,1.0,3.0,144.0,159.0,468.0,302.0,207.0,166.0
732,8.0,2.0,4.0,1.0,0.0,24.0,8.0,14.0,10.0,13.0,4.0,1.0,19.0,1.0,0.0,15.0,5.0,33.0,37.0,21.0,4.0
734,44.0,8.0,3.0,18.0,38.0,12.0,7.0,12.0,4.0,4.0,35.0,1.0,25.0,18.0,25.0,5.0,1.0,28.0,18.0,12.0,3.0
735,2.0,3.0,1.0,0.0,0.0,3.0,8.0,6.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,4.0,2.0,10.0,8.0,10.0,4.0
738,7.0,15.0,3.0,0.0,5.0,37.0,4.0,24.0,1.0,2.0,3.0,13.0,6.0,0.0,0.0,5.0,12.0,136.0,5.0,4.0,4.0
739,6.0,0.0,4.0,1.0,0.0,56.0,15.0,40.0,61.0,20.0,1.0,0.0,18.0,0.0,1.0,30.0,27.0,70.0,122.0,59.0,71.0
740,15.0,13.0,22.0,16.0,27.0,32.0,74.0,23.0,33.0,7.0,11.0,6.0,42.0,10.0,17.0,17.0,12.0,95.0,101.0,33.0,14.0
741,49.0,13.0,25.0,38.0,52.0,18.0,19.0,13.0,15.0,11.0,52.0,3.0,52.0,19.0,31.0,12.0,9.0,44.0,31.0,19.0,6.0
742,77.0,16.0,40.0,53.0,90.0,70.0,106.0,60.0,73.0,23.0,28.0,10.0,112.0,27.0,38.0,48.0,84.0,124.0,170.0,81.0,33.0
748,9.0,3.0,4.0,9.0,11.0,21.0,42.0,25.0,65.0,4.0,10.0,7.0,14.0,4.0,10.0,30.0,8.0,99.0,121.0,13.0,17.0
749,7.0,0.0,0.0,1.0,0.0,524.0,6.0,958.0,189.0,171.0,1.0,0.0,10.0,0.0,0.0,1836.0,193.0,2103.0,373.0,108.0,16.0
754,2.0,0.0,1.0,0.0,0.0,2.0,2.0,10.0,3.0,12.0,0.0,1.0,11.0,0.0,0.0,3.0,1.0,9.0,11.0,5.0,8.0
755,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
756,52244.0,94226.0,68024.0,91515.0,112214.0,47027.0,212684.0,47743.0,45212.0,8754.0,80498.0,91712.0,57343.0,53797.0,103472.0,63789.0,38977.0,137121.0,150851.0,5294.0,49615.0
760,137.0,53.0,104.0,59.0,75.0,45.0,53.0,35.0,36.0,18.0,139.0,64.0,332.0,46.0,61.0,33.0,25.0,92.0,63.0,59.0,22.0
77,15.0,188.0,4.0,6.0,10.0,2.0,12.0,4.0,3.0,1.0,5.0,70.0,7.0,2.0,6.0,3.0,4.0,9.0,13.0,5.0,8.0
772,3.0,45.0,7.0,7.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,17.0,7.0,3.0,2.0,4.0,3.0,13.0,8.0,12.0,2.0
775,8.0,5.0,2.0,4.0,2.0,35.0,5.0,19.0,14.0,6.0,1.0,3.0,20.0,1.0,0.0,19.0,16.0,32.0,43.0,34.0,15.0
778,39.0,2.0,14.0,19.0,57.0,28.0,8.0,13.0,13.0,13.0,45.0,2.0,53.0,19.0,16.0,11.0,9.0,25.0,14.0,20.0,19.0
78,0.0,2.0,0.0,0.0,0.0,7.0,2.0,5.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,5.0,5.0,2.0,1.0
782,0.0,0.0,1.0,0.0,0.0,15.0,6.0,9.0,6.0,7.0,0.0,0.0,13.0,0.0,2.0,5.0,7.0,12.0,18.0,10.0,8.0
783,77.0,75.0,13.0,33.0,26.0,13.0,20.0,11.0,10.0,5.0,51.0,83.0,41.0,28.0,18.0,14.0,24.0,19.0,23.0,7.0,0.0
784,5.0,13.0,0.0,0.0,0.0,6.0,10.0,1.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,4.0,9.0,1.0,5.0,2.0
789,4.0,0.0,0.0,0.0,0.0,16.0,7.0,13.0,9.0,6.0,3.0,0.0,4.0,0.0,0.0,4.0,6.0,13.0,16.0,19.0,3.0
790,37.0,38.0,10.0,28.0,54.0,12.0,18.0,14.0,16.0,6.0,38.0,18.0,48.0,18.0,26.0,15.0,19.0,30.0,39.0,17.0,11.0
791,52.0,115.0,16.0,69.0,90.0,23.0,53.0,16.0,17.0,6.0,56.0,53.0,33.0,29.0,37.0,9.0,59.0,44.0,39.0,18.0,17.0
795,184.0,20.0,97.0,73.0,19.0,218.0,124.0,188.0,116.0,89.0,46.0,9.0,527.0,22.0,17.0,89.0,118.0,511.0,369.0,199.0,55.0
796,1.0,10.0,0.0,1.0,1.0,42.0,33.0,26.0,104.0,13.0,1.0,8.0,1.0,1.0,0.0,95.0,75.0,83.0,206.0,42.0,26.0
797,5.0,5.0,0.0,2.0,1.0,13.0,3.0,8.0,4.0,3.0,2.0,4.0,6.0,1.0,1.0,9.0,1.0,30.0,7.0,4.0,3.0
798,19.0,4.0,5.0,2.0,2.0,6429.0,2694.0,4549.0,1363.0,1323.0,4.0,0.0,18.0,0.0,2.0,8204.0,44.0,17686.0,5530.0,1078.0,92.0
800,1.0,0.0,1.0,1.0,0.0,1.0,5.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,13.0,2.0,4.0,2.0
801,1.0,23.0,1.0,2.0,2.0,7.0,3.0,9.0,3.0,2.0,0.0,22.0,4.0,1.0,1.0,10.0,1.0,14.0,7.0,5.0,1.0
803,2.0,0.0,0.0,0.0,0.0,14.0,6.0,9.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,31.0,15.0,4.0,0.0
804,13.0,45.0,5.0,4.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,25.0,19.0,4.0,0.0,3.0,15.0,8.0,7.0,5.0,3.0
805,7.0,10.0,1.0,5.0,5.0,4.0,6.0,4.0,4.0,3.0,8.0,17.0,10.0,1.0,3.0,2.0,8.0,8.0,6.0,8.0,0.0
807,0.0,0.0,2.0,0.0,0.0,7.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,4.0,1.0,1.0
808,13.0,18.0,6.0,5.0,5.0,16.0,26.0,27.0,31.0,8.0,14.0,7.0,13.0,2.0,3.0,14.0,26.0,176.0,71.0,23.0,11.0
809,83.0,13.0,113.0,54.0,50.0,1898.0,83.0,2392.0,929.0,517.0,90.0,16.0,105.0,18.0,26.0,4232.0,576.0,6623.0,1615.0,348.0,64.0
81,2.0,15.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,1.0,3.0,4.0,2.0
811,23.0,18.0,8.0,9.0,20.0,67.0,64.0,46.0,87.0,13.0,18.0,6.0,13.0,3.0,7.0,36.0,8.0,718.0,276.0,43.0,9.0
812,7.0,5.0,3.0,1.0,1.0,2.0,0.0,8.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,2.0
813,49.0,15.0,10.0,36.0,20.0,29.0,11.0,16.0,12.0,12.0,16.0,17.0,56.0,13.0,13.0,20.0,12.0,65.0,33.0,32.0,9.0
819,1.0,2.0,3.0,1.0,2.0,89.0,17.0,27.0,29.0,24.0,1.0,1.0,14.0,0.0,1.0,52.0,15.0,62.0,64.0,35.0,9.0
821,1.0,0.0,0.0,1.0,0.0,16.0,8.0,6.0,33.0,10.0,2.0,0.0,2.0,0.0,0.0,35.0,4.0,33.0,52.0,9.0,12.0
823,50.0,1.0,7.0,20.0,9.0,26.0,15.0,18.0,15.0,9.0,14.0,2.0,65.0,4.0,7.0,7.0,13.0,42.0,26.0,12.0,12.0
830,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
833,46.0,23.0,9.0,21.0,19.0,22.0,10.0,6.0,11.0,4.0,33.0,9.0,41.0,10.0,16.0,3.0,9.0,13.0,11.0,9.0,8.0
835,5.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,3.0,1.0,6.0,5.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0
837,43.0,9.0,21.0,26.0,37.0,34.0,52.0,29.0,21.0,13.0,49.0,23.0,40.0,17.0,26.0,23.0,35.0,57.0,53.0,33.0,24.0
838,3766.0,459.0,1022.0,3014.0,1946.0,901.0,266.0,475.0,439.0,287.0,2508.0,328.0,3768.0,2819.0,1587.0,392.0,368.0,1143.0,1121.0,607.0,312.0
839,24.0,5.0,11.0,22.0,14.0,28.0,9.0,9.0,30.0,6.0,27.0,0.0,57.0,11.0,21.0,21.0,13.0,59.0,58.0,21.0,8.0
841,12.0,182.0,5.0,9.0,5.0,2.0,5.0,6.0,6.0,1.0,13.0,160.0,14.0,8.0,5.0,3.0,3.0,6.0,14.0,5.0,11.0
842,53.0,389.0,22.0,56.0,66.0,35.0,15.0,17.0,11.0,11.0,57.0,235.0,77.0,69.0,47.0,20.0,19.0,29.0,44.0,16.0,11.0
843,38.0,68.0,15.0,8.0,1.0,63.0,141.0,65.0,45.0,33.0,16.0,38.0,52.0,8.0,6.0,45.0,176.0,223.0,262.0,71.0,82.0
848,0.0,3.0,0.0,3.0,0.0,4.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,1.0,0.0,2.0,0.0,4.0,5.0,3.0,2.0
850,26.0,4.0,2.0,4.0,1.0,33.0,71.0,26.0,31.0,24.0,4.0,0.0,45.0,1.0,0.0,26.0,44.0,73.0,101.0,32.0,21.0
853,134.0,45.0,28.0,23.0,14.0,67.0,39.0,25.0,28.0,26.0,44.0,37.0,80.0,56.0,17.0,28.0,40.0,64.0,64.0,43.0,35.0
854,1.0,3.0,0.0,0.0,1.0,4.0,17.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,8.0,6.0,2.0,4.0,3.0
857,35.0,8.0,16.0,4.0,4.0,119.0,149.0,120.0,104.0,77.0,19.0,4.0,21.0,3.0,0.0,76.0,181.0,190.0,257.0,133.0,108.0
859,41.0,49.0,13.0,27.0,20.0,12.0,23.0,7.0,21.0,7.0,47.0,39.0,47.0,21.0,16.0,9.0,5.0,39.0,46.0,23.0,10.0
860,57.0,72.0,26.0,59.0,49.0,51.0,92.0,45.0,46.0,13.0,88.0,54.0,59.0,42.0,42.0,40.0,35.0,119.0,176.0,57.0,23.0
862,185.0,20.0,55.0,133.0,58.0,88.0,36.0,46.0,35.0,19.0,84.0,16.0,164.0,70.0,108.0,32.0,42.0,118.0,133.0,68.0,46.0
868,1.0,1.0,1.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,3.0,0.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0
869,18.0,0.0,3.0,6.0,9.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,15.0,1.0,6.0,6.0,0.0,9.0,11.0,9.0,0.0
87,0.0,6.0,2.0,1.0,2.0,8.0,1.0,7.0,11.0,5.0,1.0,1.0,10.0,0.0,5.0,7.0,3.0,4.0,14.0,6.0,5.0
870,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
871,1.0,10.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0
879,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0
880,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0
882,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0
887,0.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,4.0
888,36.0,5.0,5.0,10.0,5.0,7.0,0.0,3.0,8.0,0.0,12.0,2.0,16.0,11.0,0.0,5.0,4.0,9.0,8.0,7.0,3.0
89,19.0,54.0,1.0,16.0,20.0,8.0,39.0,4.0,3.0,4.0,29.0,37.0,12.0,24.0,29.0,1.0,130.0,50.0,5.0,8.0,8.0
892,0.0,0.0,0.0,0.0,0.0,3.0,19.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,4.0,3.0,6.0,1.0
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
904,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
91,31.0,15.0,8.0,14.0,19.0,5.0,5.0,5.0,3.0,2.0,9.0,9.0,25.0,14.0,15.0,2.0,22.0,8.0,23.0,12.0,4.0
911,25.0,4.0,8.0,6.0,6.0,10.0,5.0,5.0,7.0,2.0,7.0,0.0,24.0,4.0,2.0,5.0,17.0,17.0,19.0,6.0,8.0
916,9.0,5.0,12.0,14.0,7.0,11.0,9.0,4.0,2.0,4.0,18.0,6.0,42.0,4.0,1.0,2.0,4.0,12.0,10.0,11.0,5.0
