strain_id,A_MTX_5-FC.SRO9_GIS2,A_MTX_Fluconazole.SRO9_GIS2,A_MTX_Metformin.SRO9_GIS2,A_MTX_Trifluoperazine.SRO9_GIS2,A_MTX_noDrug.SRO9_GIS2,A_noMTX_5-FC.SRO9_GIS2,A_noMTX_Fluconazole.SRO9_GIS2,A_noMTX_Metformin.SRO9_GIS2,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_noDrug.SRO9_GIS2,B_MTX_5-FC.SRO9_GIS2,B_MTX_Fluconazole.SRO9_GIS2,B_MTX_Metformin.SRO9_GIS2,B_MTX_Trifluoperazine.SRO9_GIS2,B_MTX_noDrug.SRO9_GIS2,B_noMTX_5-FC.SRO9_GIS2,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Metformin.SRO9_GIS2,B_noMTX_Trifluoperazine.SRO9_GIS2,B_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.SRO9_GIS2
557,18.0,8.0,14.0,76.0,29.0,20.0,7.0,42.0,27.0,10.0,6.0,1.0,5.0,23.0,11.0,32.0,5.0,63,20.0,36.0,4.0
559,1.0,9.0,6.0,42.0,2.0,7.0,3.0,11.0,31.0,4.0,6.0,0.0,1.0,3.0,1.0,16.0,7.0,42,11.0,39.0,4.0
564,147.0,362.0,39.0,380.0,12.0,75.0,9.0,123.0,29.0,36.0,246.0,369.0,108.0,131.0,15.0,39.0,6.0,114,34.0,124.0,4.0
567,371.0,4930.0,199.0,307.0,9.0,246.0,98.0,310.0,78.0,91.0,794.0,70.0,198.0,223.0,54.0,218.0,11.0,372,79.0,446.0,16.0
57,8.0,7.0,15.0,20.0,1.0,220.0,109.0,322.0,78.0,83.0,17.0,0.0,66.0,9.0,2.0,159.0,46.0,306,146.0,193.0,15.0
571,26.0,9.0,14.0,22.0,8.0,97.0,18.0,45.0,14.0,58.0,56.0,1.0,142.0,10.0,5.0,26.0,3.0,149,38.0,150.0,4.0
574,4.0,1.0,10.0,8.0,0.0,48.0,1.0,77.0,14.0,32.0,3.0,0.0,5.0,4.0,0.0,38.0,34.0,46,39.0,49.0,7.0
576,0.0,15.0,3.0,14.0,0.0,89.0,2.0,49.0,23.0,58.0,0.0,10.0,13.0,2.0,0.0,70.0,194.0,66,19.0,107.0,7.0
578,365.0,5226.0,342.0,732.0,112.0,442.0,1600.0,414.0,270.0,255.0,879.0,825.0,373.0,737.0,94.0,432.0,1567.0,890,260.0,827.0,44.0
58,0.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,13,10.0,5.0,11.0
581,13.0,13.0,37.0,59.0,0.0,146.0,27.0,183.0,60.0,180.0,20.0,5.0,45.0,21.0,2.0,85.0,33.0,343,50.0,348.0,10.0
586,36.0,13.0,51.0,82.0,12.0,78.0,11.0,236.0,52.0,86.0,72.0,7.0,83.0,48.0,5.0,73.0,12.0,123,41.0,105.0,19.0
588,5.0,1.0,40.0,78.0,4.0,14.0,2.0,24.0,36.0,2.0,8.0,2.0,14.0,7.0,0.0,20.0,3.0,85,11.0,68.0,1.0
589,108.0,2258.0,95.0,173.0,1.0,223.0,589.0,682.0,113.0,155.0,117.0,377.0,207.0,91.0,6.0,161.0,77.0,497,152.0,670.0,38.0
590,20.0,7.0,38.0,59.0,2.0,187.0,3.0,279.0,74.0,130.0,36.0,0.0,36.0,21.0,2.0,73.0,1.0,346,101.0,354.0,23.0
596,0.0,5.0,5.0,12.0,2.0,57.0,4.0,39.0,47.0,20.0,5.0,0.0,3.0,4.0,1.0,42.0,4.0,192,22.0,77.0,8.0
598,52.0,123.0,57.0,91.0,29.0,23.0,45.0,30.0,38.0,23.0,73.0,31.0,46.0,41.0,10.0,38.0,12.0,65,28.0,47.0,4.0
599,978.0,37.0,974.0,1386.0,60.0,296.0,22.0,498.0,127.0,282.0,1894.0,17.0,1191.0,1502.0,221.0,223.0,17.0,1309,187.0,716.0,49.0
599_ref1,17.0,7.0,19.0,8.0,0.0,72.0,69.0,234.0,91.0,223.0,15.0,0.0,22.0,1.0,1.0,120.0,20.0,541,80.0,946.0,278.0
599_ref2,10.0,0.0,6.0,1.0,2.0,58.0,2.0,312.0,61.0,144.0,9.0,0.0,12.0,2.0,0.0,100.0,15.0,485,110.0,513.0,289.0
6,112.0,5.0,127.0,168.0,2.0,286.0,93.0,316.0,78.0,185.0,169.0,10.0,429.0,107.0,2.0,77.0,0.0,921,103.0,576.0,12.0
60,281.0,0.0,121.0,1060.0,36.0,305.0,8.0,145.0,243.0,84.0,1512.0,1.0,428.0,364.0,31.0,310.0,9.0,875,125.0,455.0,22.0
61,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0.0,5.0,0.0
611,19.0,98.0,152.0,37.0,1.0,98.0,38.0,251.0,58.0,35.0,31.0,9.0,40.0,8.0,0.0,48.0,2.0,334,64.0,216.0,11.0
616,243.0,122.0,298.0,649.0,6.0,301.0,210.0,243.0,138.0,184.0,885.0,306.0,565.0,388.0,31.0,189.0,14.0,1050,94.0,449.0,27.0
619,13.0,20.0,13.0,31.0,9.0,11.0,2.0,11.0,19.0,6.0,9.0,4.0,2.0,4.0,3.0,19.0,5.0,39,8.0,42.0,2.0
622,7.0,3.0,13.0,50.0,7.0,63.0,4.0,87.0,24.0,14.0,6.0,1.0,5.0,4.0,1.0,118.0,5.0,101,30.0,44.0,5.0
627,19.0,68.0,17.0,82.0,2.0,110.0,7.0,91.0,49.0,37.0,20.0,12.0,18.0,23.0,7.0,65.0,119.0,192,45.0,111.0,14.0
631,930.0,128.0,661.0,406.0,16.0,2180.0,287.0,1925.0,413.0,766.0,1046.0,1.0,937.0,374.0,64.0,1153.0,294.0,2800,563.0,1938.0,105.0
632,42.0,47.0,47.0,281.0,69.0,29.0,18.0,70.0,113.0,25.0,86.0,8.0,19.0,57.0,31.0,77.0,14.0,469,41.0,281.0,10.0
636,87.0,621.0,159.0,424.0,9.0,391.0,171.0,479.0,252.0,255.0,243.0,3.0,378.0,132.0,7.0,394.0,13.0,2223,177.0,1418.0,28.0
638,73.0,0.0,41.0,68.0,2.0,104.0,147.0,59.0,28.0,48.0,116.0,0.0,52.0,74.0,8.0,20.0,2.0,61,26.0,154.0,20.0
639,40.0,32.0,28.0,101.0,37.0,84.0,4.0,46.0,46.0,51.0,133.0,3.0,31.0,31.0,10.0,74.0,7.0,152,14.0,185.0,7.0
64,339.0,63.0,126.0,559.0,27.0,333.0,432.0,441.0,213.0,230.0,432.0,45.0,226.0,364.0,65.0,125.0,61.0,783,221.0,1013.0,31.0
640,13.0,4.0,14.0,37.0,9.0,31.0,7.0,39.0,20.0,30.0,73.0,2.0,39.0,17.0,3.0,32.0,1.0,163,14.0,118.0,16.0
642,43.0,1179.0,32.0,202.0,17.0,57.0,96.0,23.0,76.0,34.0,165.0,19.0,19.0,51.0,10.0,69.0,186.0,209,25.0,201.0,5.0
648,121.0,625.0,34.0,64.0,56.0,91.0,10.0,55.0,44.0,20.0,191.0,275.0,20.0,32.0,13.0,74.0,21.0,87,19.0,68.0,22.0
649,561.0,35.0,665.0,2054.0,317.0,209.0,12.0,530.0,349.0,166.0,873.0,11.0,672.0,870.0,139.0,224.0,30.0,1679,140.0,882.0,40.0
65,7.0,16.0,1.0,20.0,17.0,4.0,7.0,10.0,7.0,2.0,3.0,4.0,3.0,9.0,5.0,14.0,4.0,24,5.0,6.0,0.0
651,82.0,50.0,222.0,579.0,13.0,207.0,22.0,140.0,109.0,110.0,354.0,6.0,198.0,240.0,30.0,239.0,133.0,731,92.0,471.0,25.0
652,183.0,185.0,178.0,568.0,14.0,187.0,22.0,209.0,169.0,132.0,303.0,2.0,245.0,414.0,38.0,114.0,15.0,545,127.0,412.0,68.0
653,59.0,155.0,12.0,87.0,16.0,128.0,35.0,120.0,48.0,21.0,36.0,21.0,16.0,9.0,2.0,61.0,6.0,217,47.0,161.0,24.0
657,482.0,1816.0,375.0,1039.0,37.0,448.0,1146.0,1002.0,273.0,380.0,699.0,90.0,409.0,580.0,118.0,360.0,397.0,1219,454.0,1267.0,67.0
658,528.0,650.0,75.0,454.0,22.0,633.0,17.0,159.0,186.0,111.0,1444.0,324.0,114.0,148.0,11.0,375.0,46.0,503,105.0,435.0,23.0
66,1.0,4.0,17.0,18.0,1.0,11.0,1.0,22.0,28.0,22.0,11.0,1.0,10.0,5.0,1.0,16.0,3.0,218,8.0,128.0,15.0
660,51.0,3.0,79.0,54.0,3.0,62.0,6.0,103.0,31.0,32.0,89.0,14.0,26.0,22.0,7.0,35.0,32.0,259,25.0,140.0,22.0
666,166.0,3160.0,230.0,461.0,8.0,407.0,531.0,327.0,236.0,194.0,697.0,286.0,159.0,238.0,7.0,304.0,301.0,1424,159.0,1028.0,45.0
667,372.0,214.0,423.0,961.0,34.0,655.0,220.0,932.0,329.0,494.0,600.0,6.0,526.0,498.0,40.0,534.0,832.0,2269,501.0,1582.0,33.0
668,9.0,44.0,8.0,103.0,4.0,9.0,6.0,16.0,35.0,2.0,9.0,13.0,3.0,9.0,5.0,38.0,14.0,87,7.0,79.0,0.0
673,16536.0,1465.0,11977.0,22728.0,898.0,11562.0,645.0,23601.0,5888.0,8107.0,21200.0,38.0,8315.0,18906.0,3558.0,7620.0,2861.0,32581,10142.0,24807.0,1345.0
674,530.0,361.0,376.0,880.0,34.0,419.0,391.0,770.0,365.0,286.0,826.0,581.0,212.0,654.0,91.0,373.0,502.0,1894,509.0,871.0,54.0
676,103.0,19.0,63.0,146.0,33.0,421.0,54.0,600.0,224.0,249.0,100.0,51.0,134.0,125.0,11.0,410.0,69.0,1294,189.0,1105.0,37.0
677,69.0,1.0,29.0,137.0,0.0,342.0,155.0,175.0,88.0,135.0,99.0,0.0,130.0,54.0,3.0,171.0,19.0,617,148.0,440.0,27.0
683,9.0,6.0,6.0,19.0,0.0,35.0,16.0,16.0,22.0,10.0,37.0,0.0,10.0,5.0,0.0,20.0,6.0,61,12.0,57.0,4.0
685,3.0,25.0,19.0,22.0,0.0,89.0,24.0,99.0,51.0,37.0,11.0,24.0,8.0,6.0,0.0,56.0,12.0,313,35.0,112.0,32.0
689,8.0,168.0,16.0,13.0,2.0,4.0,9.0,9.0,7.0,3.0,28.0,42.0,12.0,2.0,2.0,9.0,7.0,23,1.0,13.0,4.0
690,15.0,162.0,19.0,108.0,3.0,103.0,18.0,17.0,26.0,15.0,56.0,109.0,46.0,33.0,4.0,70.0,4.0,147,12.0,76.0,11.0
692,1.0,76.0,16.0,23.0,0.0,72.0,27.0,48.0,45.0,37.0,20.0,1.0,66.0,21.0,0.0,79.0,25.0,161,39.0,162.0,21.0
693,41.0,365.0,164.0,155.0,19.0,149.0,58.0,363.0,86.0,108.0,71.0,3.0,240.0,54.0,18.0,114.0,50.0,612,80.0,287.0,36.0
695,151.0,281.0,336.0,912.0,16.0,213.0,184.0,478.0,163.0,228.0,886.0,2.0,555.0,475.0,58.0,146.0,115.0,1487,77.0,970.0,21.0
697,0.0,1.0,7.0,29.0,3.0,16.0,10.0,27.0,39.0,11.0,5.0,0.0,4.0,3.0,0.0,13.0,16.0,126,12.0,83.0,1.0
7,8.0,1.0,3.0,30.0,2.0,156.0,7.0,87.0,40.0,22.0,24.0,0.0,4.0,21.0,2.0,66.0,0.0,113,47.0,82.0,10.0
701,74.0,698.0,107.0,16.0,0.0,89.0,51.0,322.0,37.0,61.0,88.0,245.0,161.0,49.0,1.0,63.0,85.0,190,46.0,93.0,11.0
702,145.0,88.0,428.0,238.0,1.0,241.0,24.0,391.0,136.0,173.0,272.0,34.0,403.0,326.0,9.0,204.0,340.0,751,258.0,406.0,29.0
703,97.0,38.0,74.0,393.0,3.0,208.0,3.0,86.0,104.0,105.0,414.0,2.0,38.0,135.0,12.0,131.0,11.0,188,91.0,334.0,6.0
705,13.0,0.0,50.0,18.0,0.0,230.0,6.0,131.0,98.0,77.0,25.0,0.0,23.0,7.0,1.0,91.0,9.0,500,67.0,220.0,18.0
709,64.0,731.0,109.0,340.0,9.0,106.0,62.0,118.0,59.0,43.0,110.0,4.0,115.0,362.0,15.0,60.0,18.0,278,67.0,235.0,15.0
711,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,2.0,7.0,1.0
713,6.0,88.0,5.0,24.0,5.0,17.0,4.0,14.0,11.0,4.0,38.0,4.0,6.0,7.0,0.0,11.0,3.0,26,15.0,12.0,5.0
715,0.0,5.0,0.0,13.0,0.0,5.0,3.0,14.0,13.0,13.0,5.0,0.0,1.0,0.0,0.0,26.0,13.0,50,10.0,48.0,5.0
717,179.0,87.0,167.0,946.0,34.0,483.0,15.0,303.0,273.0,154.0,934.0,29.0,234.0,605.0,49.0,308.0,82.0,1207,200.0,582.0,46.0
721,9.0,1008.0,66.0,41.0,4.0,116.0,1278.0,132.0,25.0,55.0,27.0,357.0,71.0,27.0,3.0,83.0,1577.0,384,32.0,196.0,20.0
724,13.0,22.0,82.0,139.0,5.0,102.0,10.0,152.0,110.0,31.0,68.0,0.0,92.0,45.0,3.0,99.0,14.0,398,89.0,323.0,10.0
727,976.0,179.0,1091.0,756.0,36.0,1268.0,168.0,2844.0,476.0,514.0,1652.0,14.0,1280.0,1009.0,174.0,817.0,5601.0,3079,684.0,1803.0,78.0
729,576.0,2599.0,635.0,861.0,94.0,892.0,709.0,1041.0,290.0,427.0,1224.0,1094.0,568.0,846.0,142.0,566.0,589.0,1689,403.0,1158.0,49.0
731,1760.0,1204.0,6185.0,3281.0,2.0,3708.0,1085.0,13316.0,3667.0,3593.0,2695.0,79.0,9143.0,2680.0,79.0,2586.0,1906.0,23163,3710.0,11067.0,695.0
732,118.0,400.0,1332.0,235.0,2.0,846.0,118.0,2324.0,523.0,873.0,178.0,120.0,1743.0,200.0,8.0,473.0,408.0,4124,514.0,2137.0,50.0
734,47.0,16.0,19.0,92.0,101.0,177.0,24.0,230.0,81.0,86.0,72.0,2.0,14.0,39.0,53.0,73.0,40.0,741,60.0,158.0,27.0
735,0.0,4.0,4.0,23.0,1.0,18.0,2.0,30.0,43.0,21.0,2.0,1.0,35.0,0.0,0.0,28.0,34.0,94,14.0,189.0,9.0
738,13.0,1072.0,16.0,48.0,6.0,113.0,382.0,126.0,104.0,72.0,54.0,29.0,10.0,9.0,7.0,59.0,1148.0,776,50.0,338.0,27.0
739,49.0,7.0,74.0,63.0,21.0,789.0,88.0,432.0,404.0,339.0,86.0,3.0,151.0,43.0,27.0,465.0,6613.0,1599,317.0,1070.0,211.0
740,7.0,10.0,42.0,135.0,2.0,13.0,18.0,28.0,106.0,15.0,10.0,1.0,14.0,6.0,1.0,28.0,96.0,389,15.0,246.0,4.0
741,81.0,21.0,140.0,313.0,37.0,26.0,10.0,47.0,53.0,43.0,429.0,8.0,251.0,159.0,46.0,51.0,27.0,451,18.0,315.0,7.0
742,86.0,195.0,460.0,383.0,40.0,292.0,61.0,1058.0,310.0,502.0,148.0,27.0,685.0,260.0,34.0,253.0,105.0,2418,345.0,1713.0,47.0
748,14.0,8.0,30.0,63.0,6.0,132.0,14.0,90.0,112.0,69.0,75.0,5.0,62.0,31.0,5.0,103.0,12.0,347,57.0,195.0,22.0
749,18.0,10.0,10.0,50.0,6.0,45.0,10.0,68.0,34.0,30.0,12.0,3.0,7.0,11.0,3.0,62.0,4.0,130,18.0,92.0,4.0
754,6.0,11.0,40.0,43.0,3.0,68.0,0.0,40.0,52.0,24.0,23.0,2.0,132.0,18.0,1.0,60.0,1.0,243,33.0,413.0,15.0
755,1.0,4.0,0.0,11.0,0.0,7.0,0.0,16.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,48,4.0,21.0,1.0
756,663.0,1085.0,614.0,3682.0,292.0,1173.0,566.0,961.0,827.0,692.0,1465.0,540.0,745.0,2039.0,694.0,571.0,1025.0,2620,553.0,2275.0,256.0
760,738.0,217.0,685.0,1081.0,488.0,368.0,5.0,519.0,271.0,372.0,876.0,47.0,628.0,862.0,471.0,314.0,21.0,1104,118.0,921.0,42.0
77,52.0,19.0,172.0,140.0,4.0,225.0,200.0,173.0,34.0,83.0,231.0,14.0,68.0,45.0,3.0,150.0,515.0,179,68.0,192.0,3.0
772,64.0,52.0,31.0,56.0,1.0,81.0,73.0,109.0,34.0,95.0,62.0,13.0,15.0,45.0,7.0,67.0,29.0,141,53.0,117.0,17.0
775,244.0,121.0,682.0,461.0,0.0,651.0,91.0,803.0,385.0,412.0,351.0,25.0,585.0,444.0,14.0,367.0,117.0,1018,441.0,986.0,76.0
778,154.0,24.0,307.0,434.0,5.0,301.0,46.0,369.0,188.0,230.0,505.0,3.0,275.0,354.0,49.0,164.0,5924.0,679,133.0,486.0,40.0
78,0.0,3.0,1.0,6.0,0.0,3.0,1.0,9.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,7.0,1.0,15,5.0,8.0,1.0
782,2.0,5.0,41.0,33.0,0.0,70.0,13.0,90.0,34.0,51.0,14.0,1.0,26.0,10.0,1.0,46.0,19.0,273,31.0,92.0,10.0
783,230.0,5174.0,414.0,2706.0,16.0,588.0,109.0,309.0,477.0,237.0,2003.0,3947.0,1072.0,1040.0,49.0,413.0,769.0,1609,202.0,1638.0,28.0
784,1.0,16.0,4.0,3.0,2.0,256.0,11.0,81.0,85.0,152.0,2.0,6.0,8.0,0.0,1.0,205.0,60.0,305,31.0,367.0,14.0
789,12.0,4.0,25.0,18.0,0.0,21.0,3.0,36.0,36.0,22.0,8.0,2.0,0.0,23.0,0.0,29.0,8.0,48,15.0,66.0,15.0
790,3.0,24.0,52.0,184.0,24.0,12.0,10.0,27.0,36.0,10.0,18.0,1.0,12.0,17.0,12.0,20.0,27.0,96,15.0,79.0,5.0
791,10.0,70.0,18.0,110.0,34.0,82.0,58.0,62.0,28.0,13.0,17.0,12.0,6.0,26.0,16.0,46.0,23.0,128,30.0,78.0,8.0
795,918.0,599.0,4483.0,2274.0,13.0,1762.0,376.0,3363.0,1154.0,1388.0,1452.0,33.0,3764.0,1637.0,60.0,1540.0,1267.0,8273,1149.0,4597.0,123.0
796,8.0,50.0,32.0,23.0,2.0,46.0,77.0,54.0,43.0,47.0,1.0,15.0,33.0,23.0,2.0,25.0,27.0,136,72.0,128.0,8.0
797,5.0,10.0,24.0,16.0,1.0,359.0,190.0,188.0,80.0,82.0,8.0,2.0,10.0,6.0,1.0,112.0,374.0,398,162.0,210.0,21.0
798,139.0,953.0,347.0,215.0,0.0,1643.0,891.0,1505.0,681.0,906.0,247.0,108.0,441.0,235.0,4.0,1002.0,3441.0,2697,822.0,2207.0,157.0
800,0.0,9.0,5.0,5.0,1.0,6.0,9.0,5.0,16.0,9.0,2.0,1.0,1.0,1.0,0.0,11.0,8.0,33,3.0,30.0,0.0
801,3.0,102.0,6.0,20.0,7.0,6.0,16.0,8.0,8.0,6.0,3.0,30.0,4.0,0.0,0.0,11.0,10.0,54,5.0,21.0,10.0
803,43.0,19.0,149.0,64.0,2.0,501.0,65.0,721.0,173.0,217.0,82.0,138.0,178.0,63.0,0.0,230.0,37.0,2304,157.0,652.0,47.0
804,91.0,325.0,139.0,232.0,6.0,116.0,29.0,127.0,126.0,155.0,360.0,30.0,116.0,124.0,7.0,82.0,38.0,641,56.0,326.0,22.0
805,18.0,28.0,19.0,24.0,2.0,14.0,20.0,20.0,14.0,9.0,88.0,12.0,9.0,13.0,5.0,27.0,9.0,68,12.0,35.0,0.0
807,6.0,4.0,5.0,7.0,0.0,85.0,23.0,38.0,48.0,32.0,25.0,0.0,15.0,0.0,1.0,166.0,6.0,236,30.0,87.0,5.0
808,12.0,33.0,31.0,68.0,14.0,56.0,73.0,112.0,63.0,47.0,13.0,8.0,25.0,15.0,8.0,57.0,21.0,206,32.0,207.0,16.0
809,225.0,109.0,327.0,648.0,39.0,272.0,174.0,465.0,188.0,255.0,416.0,58.0,569.0,407.0,49.0,144.0,36.0,1251,153.0,792.0,32.0
81,10.0,48.0,10.0,27.0,4.0,19.0,1.0,4.0,15.0,3.0,31.0,16.0,4.0,3.0,1.0,16.0,154.0,29,3.0,55.0,3.0
811,15.0,130.0,20.0,99.0,11.0,35.0,14.0,26.0,36.0,12.0,54.0,9.0,15.0,25.0,8.0,36.0,25.0,233,23.0,115.0,0.0
812,0.0,4.0,2.0,8.0,1.0,10.0,9.0,13.0,25.0,3.0,2.0,0.0,2.0,1.0,0.0,14.0,9.0,40,6.0,27.0,1.0
813,44.0,1080.0,109.0,257.0,33.0,89.0,161.0,228.0,176.0,207.0,129.0,113.0,130.0,82.0,29.0,100.0,616.0,817,94.0,581.0,9.0
819,32.0,1236.0,216.0,104.0,1.0,802.0,57.0,875.0,495.0,455.0,86.0,289.0,185.0,63.0,0.0,941.0,103.0,3016,349.0,1614.0,48.0
821,60.0,69.0,95.0,65.0,3.0,86.0,192.0,103.0,45.0,73.0,49.0,12.0,107.0,34.0,2.0,44.0,35.0,136,40.0,179.0,15.0
823,18.0,21.0,18.0,172.0,18.0,56.0,56.0,61.0,134.0,35.0,19.0,5.0,25.0,22.0,14.0,48.0,150.0,424,21.0,211.0,13.0
830,0.0,2.0,0.0,5.0,0.0,3.0,1.0,3.0,10.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,23,2.0,25.0,4.0
833,47.0,480.0,45.0,211.0,11.0,41.0,15.0,36.0,86.0,42.0,136.0,19.0,130.0,50.0,7.0,67.0,93.0,307,17.0,335.0,8.0
835,5.0,13.0,6.0,8.0,1.0,11.0,5.0,14.0,21.0,7.0,10.0,0.0,4.0,2.0,0.0,16.0,2.0,128,4.0,59.0,8.0
837,84.0,14.0,148.0,134.0,25.0,353.0,132.0,296.0,102.0,136.0,218.0,1.0,62.0,63.0,20.0,179.0,27.0,751,104.0,593.0,41.0
838,9747.0,9975.0,10186.0,30246.0,4185.0,10197.0,9723.0,12840.0,8884.0,8571.0,26530.0,2738.0,14613.0,16018.0,3265.0,11525.0,13853.0,59238,4677.0,37263.0,1283.0
839,57.0,114.0,149.0,337.0,41.0,288.0,197.0,286.0,189.0,167.0,186.0,12.0,388.0,78.0,10.0,476.0,172.0,940,84.0,918.0,20.0
841,56.0,2631.0,71.0,328.0,4.0,177.0,74.0,144.0,154.0,52.0,118.0,1120.0,109.0,138.0,9.0,118.0,200.0,384,147.0,207.0,108.0
842,553.0,526.0,335.0,1227.0,24.0,245.0,26.0,259.0,118.0,159.0,495.0,64.0,390.0,820.0,87.0,173.0,64.0,383,136.0,286.0,47.0
843,572.0,9293.0,485.0,540.0,7.0,6465.0,12877.0,4992.0,1266.0,1295.0,707.0,3328.0,640.0,470.0,12.0,2366.0,7607.0,6583,2777.0,2607.0,824.0
848,26.0,162.0,48.0,115.0,1.0,56.0,41.0,49.0,33.0,38.0,143.0,245.0,22.0,36.0,15.0,40.0,139.0,283,25.0,192.0,9.0
850,43.0,1183.0,442.0,156.0,2.0,552.0,749.0,873.0,348.0,261.0,79.0,25.0,245.0,97.0,2.0,438.0,1350.0,2487,563.0,822.0,35.0
853,920.0,3048.0,595.0,1110.0,109.0,1145.0,4788.0,1519.0,632.0,348.0,1102.0,268.0,570.0,1403.0,90.0,692.0,3418.0,2062,581.0,1365.0,264.0
854,8.0,81.0,29.0,69.0,0.0,108.0,234.0,48.0,49.0,30.0,74.0,0.0,217.0,27.0,0.0,81.0,123.0,594,25.0,127.0,16.0
857,213.0,3516.0,852.0,1208.0,4.0,2956.0,2885.0,2284.0,2584.0,2914.0,769.0,575.0,3271.0,659.0,11.0,1984.0,3056.0,11567,1423.0,7422.0,808.0
859,104.0,27.0,172.0,452.0,20.0,176.0,7.0,144.0,113.0,114.0,410.0,42.0,229.0,302.0,30.0,139.0,9.0,927,51.0,873.0,42.0
860,20.0,39.0,37.0,224.0,49.0,128.0,109.0,137.0,136.0,49.0,46.0,13.0,42.0,36.0,18.0,65.0,57.0,487,61.0,334.0,14.0
862,44.0,60.0,104.0,667.0,133.0,40.0,47.0,65.0,151.0,23.0,78.0,1.0,30.0,51.0,54.0,74.0,58.0,509,34.0,398.0,6.0
868,18.0,8.0,8.0,28.0,3.0,16.0,9.0,35.0,18.0,21.0,48.0,0.0,12.0,11.0,0.0,14.0,13.0,72,9.0,75.0,3.0
869,33.0,20.0,38.0,92.0,1.0,174.0,52.0,158.0,43.0,55.0,71.0,1.0,61.0,42.0,7.0,71.0,31.0,309,56.0,149.0,14.0
87,1.0,14.0,2.0,27.0,6.0,4.0,2.0,2.0,10.0,1.0,1.0,23.0,2.0,1.0,1.0,5.0,10.0,21,80.0,10.0,9.0
870,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,8,0.0,9.0,2.0
871,1.0,5.0,0.0,4.0,0.0,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,28,2.0,15.0,2.0
879,0.0,0.0,6.0,6.0,0.0,5.0,2.0,4.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,14,3.0,6.0,3.0
880,0.0,2.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,4,2.0,5.0,0.0
882,0.0,2.0,3.0,3.0,0.0,2.0,4.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,20,4.0,5.0,0.0
887,0.0,2.0,1.0,2.0,0.0,5.0,2.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,7.0,16,12.0,8.0,3.0
888,464.0,32.0,216.0,573.0,1.0,245.0,66.0,194.0,81.0,51.0,565.0,10.0,264.0,540.0,35.0,191.0,9.0,451,88.0,397.0,25.0
89,454.0,17136.0,75.0,549.0,384.0,461.0,2257.0,284.0,60.0,144.0,504.0,15000.0,112.0,268.0,104.0,132.0,3122.0,322,112.0,233.0,86.0
892,0.0,2.0,2.0,2.0,0.0,64.0,96.0,30.0,14.0,18.0,4.0,0.0,1.0,0.0,0.0,25.0,183.0,70,13.0,132.0,3.0
897,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,1.0,1.0,1.0
904,0.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,23,10.0,52.0,4.0
91,74.0,63.0,108.0,116.0,8.0,111.0,164.0,157.0,60.0,75.0,70.0,9.0,121.0,215.0,15.0,47.0,691.0,271,87.0,123.0,20.0
911,370.0,683.0,330.0,1205.0,0.0,636.0,357.0,529.0,334.0,251.0,1208.0,558.0,689.0,751.0,61.0,432.0,466.0,1948,222.0,1034.0,72.0
916,54.0,2.0,104.0,94.0,5.0,60.0,5.0,171.0,21.0,28.0,133.0,1.0,49.0,76.0,14.0,36.0,2.0,136,12.0,73.0,10.0
923,4.0,692.0,2.0,45.0,0.0,5.0,4.0,10.0,12.0,5.0,7.0,5.0,4.0,26.0,0.0,25.0,15.0,47,14.0,30.0,8.0
924,4.0,15.0,24.0,3.0,1.0,109.0,75.0,65.0,22.0,25.0,6.0,15.0,19.0,1.0,0.0,32.0,6.0,91,15.0,52.0,6.0
930,15.0,12.0,17.0,15.0,3.0,188.0,284.0,79.0,53.0,87.0,14.0,1.0,23.0,13.0,0.0,107.0,133.0,315,35.0,189.0,22.0
931,119.0,2813.0,205.0,385.0,3.0,236.0,42.0,236.0,110.0,146.0,335.0,6.0,227.0,228.0,22.0,119.0,70.0,747,74.0,451.0,22.0
