strain_id,A_MTX_5-FC.RET2_EMP70,A_MTX_Fluconazole.RET2_EMP70,A_MTX_Metformin.RET2_EMP70,A_MTX_Trifluoperazine.RET2_EMP70,A_MTX_noDrug.RET2_EMP70,A_noMTX_5-FC.RET2_EMP70,A_noMTX_Fluconazole.RET2_EMP70,A_noMTX_Metformin.RET2_EMP70,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_noDrug.RET2_EMP70,B_MTX_5-FC.RET2_EMP70,B_MTX_Fluconazole.RET2_EMP70,B_MTX_Metformin.RET2_EMP70,B_MTX_Trifluoperazine.RET2_EMP70,B_MTX_noDrug.RET2_EMP70,B_noMTX_5-FC.RET2_EMP70,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Metformin.RET2_EMP70,B_noMTX_Trifluoperazine.RET2_EMP70,B_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.RET2_EMP70
545,66.0,300.0,12.0,21.0,49.0,37.0,22.0,27.0,54.0,22.0,48.0,271.0,29.0,24.0,17.0,19.0,24.0,632.0,271.0,455.0,7.0
546,13.0,4.0,2.0,2.0,2.0,12.0,13.0,16.0,13.0,15.0,0.0,2.0,13.0,1.0,0.0,13.0,3.0,50.0,45.0,23.0,4.0
557,10.0,0.0,4.0,2.0,3.0,4.0,3.0,7.0,6.0,5.0,9.0,0.0,9.0,7.0,0.0,10.0,3.0,9.0,22.0,6.0,1.0
559,7.0,1.0,10.0,3.0,1.0,5.0,8.0,6.0,12.0,16.0,2.0,0.0,13.0,1.0,8.0,7.0,2.0,12.0,7.0,7.0,2.0
564,15.0,8.0,3.0,10.0,2.0,6.0,12.0,6.0,3.0,3.0,2.0,5.0,7.0,7.0,8.0,4.0,2.0,15.0,6.0,20.0,6.0
567,30.0,5.0,54.0,19.0,6.0,15.0,7.0,29.0,9.0,14.0,55.0,116.0,44.0,22.0,14.0,17.0,10.0,45.0,27.0,38.0,9.0
57,3.0,1.0,1.0,3.0,1.0,0.0,212.0,2.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,19.0,6.0,4.0,1.0,0.0
571,31.0,303.0,8.0,27.0,16.0,6.0,22.0,8.0,10.0,6.0,28.0,1.0,39.0,19.0,7.0,15.0,14.0,4.0,34.0,12.0,4.0
574,1.0,1.0,1.0,1.0,2.0,4.0,21.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,5.0,1.0
576,4.0,17.0,0.0,1.0,0.0,4.0,16.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,5.0,4.0,3.0,0.0
578,133.0,453.0,18.0,140.0,56.0,17.0,68.0,14.0,28.0,19.0,93.0,242.0,78.0,60.0,67.0,23.0,28.0,50.0,39.0,40.0,5.0
58,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,9.0
581,4.0,2.0,1.0,1.0,1.0,8.0,4.0,18.0,2.0,13.0,1.0,0.0,5.0,4.0,0.0,14.0,0.0,17.0,22.0,30.0,3.0
586,9.0,5.0,2.0,12.0,7.0,25.0,6.0,29.0,15.0,1.0,9.0,1.0,10.0,5.0,8.0,6.0,4.0,56.0,27.0,24.0,8.0
588,5.0,0.0,2.0,1.0,4.0,2.0,7.0,3.0,4.0,2.0,1.0,0.0,3.0,3.0,2.0,8.0,1.0,7.0,13.0,4.0,2.0
589,12.0,7.0,8.0,2.0,1.0,3745.0,1119.0,4513.0,1670.0,2715.0,1.0,1.0,4.0,0.0,1.0,2573.0,749.0,18352.0,4598.0,13233.0,163.0
590,7.0,2.0,1.0,2.0,5.0,274.0,38.0,429.0,141.0,151.0,2.0,1.0,10.0,0.0,2.0,147.0,2.0,588.0,345.0,930.0,16.0
596,3.0,0.0,0.0,0.0,0.0,20.0,158.0,34.0,17.0,27.0,2.0,1.0,1.0,0.0,0.0,64.0,15.0,429.0,64.0,305.0,11.0
598,51.0,9.0,5.0,34.0,15.0,7.0,8.0,9.0,12.0,6.0,40.0,2.0,22.0,34.0,29.0,18.0,11.0,28.0,9.0,25.0,2.0
599,156.0,8.0,54.0,87.0,45.0,44.0,42.0,31.0,29.0,24.0,165.0,5.0,134.0,105.0,66.0,79.0,7.0,45.0,80.0,32.0,19.0
599_ref1,5.0,0.0,13.0,4.0,0.0,18.0,50.0,2.0,110.0,20.0,2.0,1.0,8.0,21.0,1.0,13.0,3.0,94.0,173.0,214.0,565.0
599_ref2,2.0,0.0,5.0,0.0,0.0,22.0,42.0,5.0,61.0,23.0,1.0,0.0,7.0,0.0,0.0,17.0,1.0,91.0,197.0,100.0,324.0
6,3.0,0.0,1.0,0.0,2.0,1.0,8.0,9.0,8.0,3.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,7.0,8.0,12.0,1.0
60,57.0,0.0,6.0,9.0,4.0,20.0,6.0,16.0,14.0,6.0,21.0,0.0,19.0,29.0,7.0,13.0,3.0,27.0,60.0,28.0,6.0
61,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
611,10.0,16.0,0.0,3.0,0.0,10.0,12.0,14.0,17.0,7.0,2.0,0.0,4.0,1.0,1.0,19.0,17.0,76.0,29.0,58.0,5.0
616,979.0,181.0,392.0,108.0,39.0,5491.0,905.0,4284.0,1549.0,3100.0,558.0,655.0,294.0,49.0,39.0,4555.0,1080.0,20497.0,7237.0,16273.0,140.0
619,4.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,7.0,8.0,1.0
622,5.0,0.0,4.0,7.0,2.0,12.0,6.0,10.0,8.0,13.0,8.0,0.0,4.0,2.0,3.0,21.0,14.0,17.0,20.0,24.0,4.0
627,7.0,0.0,2.0,3.0,3.0,6.0,4.0,13.0,3.0,6.0,5.0,0.0,8.0,6.0,3.0,23.0,80.0,32.0,30.0,35.0,7.0
631,64.0,2.0,23.0,10.0,12.0,75.0,16.0,43.0,33.0,60.0,16.0,16.0,80.0,11.0,6.0,69.0,24.0,90.0,102.0,85.0,12.0
632,115.0,5.0,29.0,87.0,26.0,30.0,17.0,64.0,28.0,43.0,38.0,1.0,103.0,38.0,24.0,47.0,20.0,59.0,49.0,153.0,18.0
636,10.0,0.0,2.0,3.0,0.0,18.0,9.0,13.0,7.0,8.0,0.0,0.0,14.0,2.0,0.0,17.0,4.0,35.0,16.0,17.0,9.0
638,4.0,3.0,0.0,6.0,3.0,7.0,6.0,4.0,3.0,2.0,1.0,0.0,3.0,3.0,0.0,5.0,0.0,2.0,4.0,4.0,8.0
639,44.0,31.0,21.0,55.0,9.0,8.0,19.0,9.0,12.0,4.0,48.0,3.0,47.0,23.0,12.0,7.0,19.0,10.0,11.0,11.0,1.0
64,13.0,1.0,9.0,8.0,4.0,5.0,62.0,4.0,3.0,10.0,56.0,1.0,10.0,16.0,6.0,7.0,23.0,16.0,24.0,11.0,3.0
640,16.0,1.0,2.0,7.0,6.0,5.0,2.0,15.0,4.0,11.0,8.0,1.0,17.0,12.0,2.0,12.0,3.0,9.0,22.0,7.0,9.0
642,201.0,107.0,28.0,269.0,158.0,33.0,23.0,26.0,40.0,17.0,189.0,8.0,108.0,110.0,51.0,22.0,15.0,38.0,96.0,65.0,5.0
648,28.0,15.0,3.0,2.0,1.0,7.0,4.0,2.0,3.0,4.0,13.0,8.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,7.0,2.0
649,261.0,10.0,125.0,189.0,109.0,47.0,69.0,34.0,43.0,24.0,180.0,10.0,412.0,123.0,62.0,47.0,13.0,43.0,75.0,71.0,21.0
65,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,6.0,3.0,1.0
651,6.0,0.0,9.0,7.0,3.0,4.0,2.0,3.0,7.0,5.0,13.0,4.0,14.0,13.0,1.0,3.0,4.0,5.0,6.0,8.0,11.0
652,42.0,6.0,15.0,24.0,25.0,16.0,3.0,14.0,15.0,16.0,65.0,1.0,62.0,48.0,11.0,17.0,18.0,34.0,33.0,34.0,25.0
653,36.0,52.0,1.0,14.0,18.0,12.0,15.0,21.0,17.0,17.0,32.0,151.0,20.0,11.0,3.0,19.0,4.0,27.0,30.0,30.0,18.0
657,42.0,21.0,11.0,24.0,7.0,34.0,13.0,33.0,30.0,30.0,22.0,6.0,42.0,14.0,9.0,25.0,14.0,56.0,37.0,36.0,47.0
658,16.0,7.0,2.0,1.0,41.0,2.0,2.0,0.0,0.0,0.0,14.0,1.0,9.0,1.0,4.0,3.0,0.0,7.0,5.0,4.0,0.0
66,5.0,0.0,1.0,0.0,1.0,7.0,19.0,3.0,9.0,8.0,2.0,2.0,1.0,0.0,2.0,3.0,5.0,15.0,15.0,14.0,7.0
660,405.0,11.0,56.0,17.0,44.0,187.0,18.0,473.0,46.0,255.0,150.0,4.0,85.0,39.0,7.0,136.0,7.0,879.0,185.0,701.0,25.0
666,69.0,417.0,4.0,24.0,53.0,27.0,14.0,10.0,8.0,9.0,49.0,143.0,22.0,37.0,9.0,21.0,21.0,19.0,45.0,20.0,10.0
667,65.0,19.0,16.0,28.0,11.0,8.0,4.0,7.0,12.0,6.0,8.0,9.0,37.0,19.0,7.0,4.0,9.0,34.0,38.0,47.0,5.0
668,13.0,18.0,4.0,10.0,6.0,8.0,2.0,9.0,4.0,6.0,8.0,15.0,9.0,1.0,2.0,8.0,3.0,11.0,15.0,21.0,4.0
673,550.0,26.0,354.0,306.0,147.0,286.0,73.0,284.0,204.0,269.0,318.0,42.0,636.0,322.0,159.0,451.0,74.0,482.0,626.0,448.0,332.0
674,29.0,28.0,22.0,22.0,8.0,27.0,9.0,24.0,15.0,13.0,33.0,28.0,61.0,30.0,13.0,29.0,13.0,31.0,35.0,31.0,9.0
676,104.0,8.0,19.0,26.0,37.0,31.0,19.0,25.0,20.0,21.0,54.0,1.0,60.0,52.0,17.0,18.0,18.0,71.0,88.0,41.0,4.0
677,1.0,0.0,1.0,0.0,1.0,7.0,4.0,22.0,9.0,8.0,1.0,0.0,2.0,0.0,0.0,6.0,3.0,29.0,59.0,32.0,4.0
683,2.0,0.0,0.0,1.0,2.0,5.0,3.0,8.0,7.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,14.0,6.0,7.0
685,1.0,0.0,4.0,0.0,1.0,8.0,12.0,15.0,5.0,9.0,3.0,0.0,6.0,1.0,0.0,19.0,26.0,15.0,22.0,16.0,7.0
689,63.0,69.0,7.0,102.0,122.0,5.0,8.0,7.0,1.0,5.0,57.0,51.0,52.0,35.0,28.0,4.0,1.0,4.0,14.0,7.0,3.0
690,131.0,15.0,17.0,9.0,4.0,13.0,7.0,3.0,8.0,8.0,108.0,22.0,58.0,19.0,8.0,14.0,6.0,11.0,17.0,11.0,4.0
692,1.0,0.0,0.0,2.0,0.0,30.0,39.0,27.0,26.0,17.0,0.0,0.0,8.0,0.0,0.0,32.0,27.0,27.0,44.0,37.0,21.0
693,29.0,15.0,12.0,29.0,67.0,15.0,17.0,20.0,23.0,9.0,28.0,6.0,37.0,29.0,9.0,21.0,11.0,22.0,35.0,31.0,25.0
695,213.0,19.0,190.0,64.0,54.0,901.0,95.0,872.0,231.0,623.0,237.0,4.0,297.0,78.0,18.0,617.0,193.0,2944.0,708.0,2540.0,32.0
697,33.0,9.0,10.0,23.0,19.0,41.0,43.0,63.0,96.0,23.0,21.0,2.0,25.0,8.0,13.0,12.0,53.0,110.0,428.0,95.0,28.0
7,769.0,718.0,941.0,183.0,141.0,1825.0,6.0,312.0,3589.0,211.0,342.0,0.0,607.0,56.0,112.0,859.0,44.0,955.0,12849.0,1214.0,305.0
701,7.0,8.0,8.0,0.0,4.0,13.0,9.0,9.0,12.0,7.0,2.0,3.0,10.0,11.0,0.0,10.0,3.0,48.0,36.0,25.0,6.0
702,18.0,2.0,4.0,4.0,0.0,18.0,9.0,17.0,18.0,11.0,3.0,10.0,25.0,7.0,0.0,14.0,12.0,51.0,41.0,45.0,11.0
703,5.0,0.0,2.0,12.0,4.0,8.0,4.0,3.0,3.0,4.0,2.0,0.0,5.0,0.0,3.0,6.0,2.0,6.0,14.0,8.0,2.0
705,18.0,0.0,2.0,7.0,0.0,1108.0,151.0,497.0,1422.0,277.0,2.0,0.0,5.0,0.0,3.0,825.0,42.0,2220.0,6276.0,1387.0,319.0
709,9.0,4.0,15.0,15.0,4.0,6.0,5.0,7.0,13.0,10.0,19.0,2.0,27.0,9.0,10.0,7.0,4.0,8.0,3.0,9.0,1.0
711,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
713,64.0,4.0,10.0,52.0,40.0,2.0,3.0,12.0,11.0,7.0,45.0,0.0,48.0,34.0,16.0,6.0,2.0,10.0,26.0,10.0,10.0
715,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,10.0,6.0,6.0
717,131.0,24.0,48.0,105.0,61.0,23.0,19.0,23.0,34.0,15.0,78.0,21.0,86.0,95.0,45.0,31.0,20.0,41.0,72.0,39.0,25.0
721,22.0,4.0,9.0,16.0,14.0,21.0,16.0,15.0,55.0,9.0,23.0,1.0,20.0,13.0,6.0,14.0,69.0,174.0,308.0,110.0,7.0
724,180.0,25.0,52.0,94.0,105.0,308.0,31.0,490.0,136.0,167.0,71.0,22.0,50.0,32.0,60.0,199.0,32.0,795.0,337.0,899.0,21.0
727,138.0,6.0,93.0,108.0,59.0,33.0,10.0,29.0,23.0,31.0,94.0,27.0,161.0,64.0,62.0,35.0,2.0,77.0,66.0,54.0,12.0
729,135.0,235.0,71.0,94.0,68.0,35.0,14.0,37.0,22.0,16.0,120.0,58.0,93.0,127.0,43.0,65.0,22.0,62.0,66.0,50.0,20.0
731,124.0,2.0,83.0,25.0,26.0,295.0,207.0,418.0,268.0,271.0,42.0,1.0,249.0,111.0,13.0,349.0,172.0,610.0,626.0,448.0,172.0
732,9.0,1.0,4.0,2.0,3.0,42.0,10.0,23.0,12.0,25.0,4.0,0.0,16.0,4.0,1.0,18.0,12.0,258.0,135.0,89.0,9.0
734,87.0,0.0,3.0,31.0,118.0,13.0,5.0,19.0,13.0,9.0,104.0,1.0,23.0,34.0,51.0,10.0,3.0,32.0,20.0,24.0,6.0
735,1.0,0.0,2.0,0.0,1.0,24.0,6.0,18.0,6.0,10.0,2.0,2.0,4.0,1.0,0.0,5.0,0.0,119.0,16.0,31.0,5.0
738,4.0,6.0,2.0,4.0,5.0,8.0,79.0,26.0,10.0,26.0,5.0,3.0,6.0,2.0,0.0,8.0,47.0,138.0,50.0,21.0,0.0
739,9.0,3.0,4.0,5.0,3.0,29.0,28.0,50.0,53.0,44.0,26.0,0.0,13.0,2.0,0.0,41.0,13.0,58.0,179.0,78.0,52.0
740,106.0,11.0,34.0,28.0,48.0,53.0,40.0,46.0,51.0,30.0,48.0,5.0,36.0,82.0,29.0,23.0,18.0,145.0,157.0,75.0,25.0
741,92.0,9.0,23.0,60.0,74.0,15.0,71.0,7.0,10.0,10.0,82.0,9.0,48.0,29.0,34.0,19.0,14.0,65.0,58.0,46.0,6.0
742,94.0,2.0,32.0,79.0,118.0,63.0,170.0,80.0,105.0,46.0,63.0,1.0,78.0,39.0,48.0,72.0,136.0,113.0,225.0,113.0,28.0
748,35.0,8.0,10.0,20.0,19.0,29.0,19.0,23.0,55.0,15.0,17.0,2.0,15.0,11.0,16.0,13.0,15.0,185.0,283.0,122.0,23.0
749,3.0,0.0,2.0,2.0,1.0,751.0,2.0,513.0,127.0,422.0,1.0,2.0,8.0,0.0,2.0,484.0,5.0,2304.0,782.0,1557.0,20.0
754,7.0,0.0,4.0,3.0,2.0,6.0,3.0,6.0,6.0,6.0,2.0,2.0,9.0,3.0,0.0,4.0,2.0,5.0,15.0,5.0,4.0
755,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0
756,290962.0,68214.0,84041.0,151050.0,135050.0,60459.0,56348.0,43570.0,67259.0,25431.0,122166.0,66509.0,68084.0,74198.0,106869.0,34487.0,49880.0,181230.0,241796.0,122602.0,45927.0
760,285.0,11.0,147.0,96.0,131.0,81.0,116.0,54.0,37.0,42.0,167.0,37.0,310.0,84.0,88.0,57.0,19.0,221.0,129.0,145.0,21.0
77,27.0,188.0,1.0,9.0,7.0,6.0,3.0,4.0,3.0,4.0,7.0,73.0,14.0,6.0,4.0,2.0,1.0,9.0,24.0,14.0,6.0
772,73.0,35.0,25.0,8.0,11.0,131.0,8.0,120.0,65.0,57.0,4.0,18.0,21.0,2.0,3.0,106.0,3.0,1111.0,198.0,291.0,10.0
775,7.0,0.0,3.0,3.0,0.0,22.0,10.0,16.0,16.0,19.0,3.0,2.0,6.0,6.0,0.0,27.0,31.0,40.0,30.0,30.0,13.0
778,59.0,3.0,16.0,22.0,19.0,15.0,3.0,33.0,20.0,21.0,72.0,1.0,36.0,34.0,17.0,19.0,3.0,31.0,79.0,30.0,7.0
78,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,0.0,7.0,1.0,1.0,2.0,4.0,4.0,3.0,12.0,3.0
782,4.0,1.0,1.0,1.0,1.0,12.0,12.0,9.0,14.0,6.0,0.0,1.0,2.0,1.0,0.0,5.0,3.0,15.0,7.0,20.0,4.0
783,74.0,50.0,13.0,28.0,31.0,16.0,16.0,11.0,19.0,10.0,75.0,309.0,62.0,80.0,8.0,29.0,19.0,23.0,12.0,15.0,5.0
784,1.0,9.0,0.0,5.0,0.0,74.0,6.0,101.0,6.0,62.0,2.0,5.0,2.0,3.0,1.0,35.0,4.0,205.0,9.0,36.0,5.0
789,6.0,0.0,2.0,1.0,0.0,8.0,6.0,20.0,12.0,15.0,4.0,2.0,4.0,0.0,0.0,13.0,2.0,12.0,37.0,23.0,9.0
790,78.0,32.0,28.0,30.0,61.0,18.0,61.0,22.0,18.0,17.0,38.0,7.0,42.0,31.0,28.0,16.0,14.0,34.0,77.0,42.0,16.0
791,111.0,77.0,18.0,77.0,94.0,22.0,92.0,16.0,20.0,17.0,78.0,44.0,39.0,37.0,48.0,11.0,18.0,107.0,61.0,60.0,11.0
795,212.0,8.0,68.0,96.0,44.0,170.0,335.0,166.0,175.0,101.0,75.0,13.0,289.0,147.0,24.0,178.0,96.0,528.0,316.0,290.0,55.0
796,4.0,2.0,2.0,0.0,0.0,28.0,32.0,41.0,49.0,26.0,1.0,10.0,1.0,0.0,1.0,29.0,45.0,215.0,165.0,187.0,35.0
797,1.0,5.0,3.0,4.0,5.0,6.0,0.0,13.0,7.0,4.0,3.0,0.0,3.0,3.0,0.0,8.0,0.0,106.0,28.0,71.0,3.0
798,19.0,0.0,9.0,9.0,7.0,13809.0,89.0,10389.0,4407.0,6478.0,6.0,1.0,28.0,5.0,2.0,8336.0,1610.0,43366.0,19052.0,32778.0,279.0
800,5.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,15.0,15.0,1.0
801,3.0,16.0,1.0,4.0,1.0,5.0,7.0,10.0,9.0,3.0,1.0,3.0,2.0,2.0,1.0,6.0,1.0,22.0,15.0,15.0,2.0
803,2.0,0.0,1.0,0.0,1.0,10.0,3.0,9.0,14.0,4.0,1.0,0.0,4.0,0.0,0.0,12.0,0.0,87.0,57.0,47.0,1.0
804,15.0,21.0,3.0,7.0,1.0,4.0,3.0,1.0,8.0,5.0,1.0,10.0,12.0,7.0,2.0,5.0,3.0,11.0,5.0,10.0,5.0
805,10.0,2.0,9.0,4.0,5.0,6.0,15.0,3.0,4.0,8.0,15.0,9.0,22.0,9.0,3.0,7.0,7.0,12.0,4.0,7.0,5.0
807,1.0,0.0,1.0,1.0,1.0,7.0,1.0,7.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,15.0,14.0,11.0,0.0
808,44.0,8.0,6.0,6.0,15.0,35.0,20.0,23.0,40.0,12.0,31.0,3.0,12.0,10.0,7.0,18.0,11.0,490.0,181.0,344.0,14.0
809,614.0,26.0,233.0,59.0,49.0,4048.0,176.0,3247.0,1531.0,1238.0,288.0,62.0,176.0,48.0,52.0,2339.0,103.0,15855.0,4709.0,8627.0,126.0
81,7.0,4.0,2.0,1.0,5.0,2.0,1.0,7.0,1.0,4.0,4.0,3.0,9.0,1.0,1.0,3.0,2.0,5.0,3.0,9.0,4.0
811,51.0,14.0,11.0,37.0,31.0,115.0,44.0,91.0,227.0,35.0,33.0,3.0,20.0,17.0,12.0,55.0,19.0,2435.0,989.0,1566.0,6.0
812,3.0,2.0,0.0,1.0,1.0,8.0,2.0,6.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,2.0,8.0,14.0,13.0,0.0
813,42.0,69.0,38.0,75.0,22.0,35.0,20.0,35.0,26.0,25.0,40.0,12.0,53.0,38.0,12.0,26.0,33.0,86.0,59.0,61.0,4.0
819,3.0,0.0,3.0,2.0,2.0,66.0,7.0,53.0,64.0,43.0,2.0,0.0,21.0,2.0,0.0,96.0,11.0,76.0,78.0,61.0,15.0
821,4.0,0.0,1.0,1.0,1.0,13.0,6.0,5.0,7.0,8.0,3.0,0.0,1.0,1.0,1.0,12.0,9.0,12.0,14.0,28.0,9.0
823,53.0,3.0,16.0,27.0,2.0,20.0,29.0,31.0,26.0,23.0,16.0,0.0,52.0,10.0,8.0,19.0,29.0,30.0,47.0,36.0,8.0
830,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,5.0,0.0
833,49.0,14.0,14.0,54.0,20.0,9.0,22.0,17.0,17.0,14.0,46.0,166.0,38.0,17.0,18.0,15.0,9.0,23.0,16.0,27.0,8.0
835,8.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,5.0,10.0,0.0,5.0,4.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0
837,123.0,13.0,40.0,48.0,104.0,39.0,26.0,25.0,26.0,25.0,75.0,15.0,54.0,30.0,36.0,49.0,31.0,74.0,106.0,94.0,24.0
838,5125.0,1189.0,1723.0,6371.0,2602.0,783.0,715.0,603.0,744.0,399.0,3958.0,305.0,3957.0,4737.0,2527.0,618.0,561.0,1385.0,1568.0,1176.0,297.0
839,39.0,1.0,19.0,21.0,33.0,40.0,7.0,12.0,31.0,8.0,46.0,0.0,38.0,17.0,14.0,20.0,2.0,89.0,51.0,50.0,7.0
841,13.0,174.0,8.0,10.0,5.0,5.0,2.0,1.0,5.0,0.0,5.0,291.0,8.0,8.0,5.0,3.0,4.0,32.0,17.0,14.0,10.0
842,99.0,299.0,56.0,137.0,107.0,18.0,19.0,15.0,14.0,16.0,79.0,303.0,142.0,161.0,120.0,38.0,27.0,80.0,69.0,49.0,22.0
843,44.0,109.0,20.0,15.0,5.0,73.0,93.0,49.0,71.0,64.0,21.0,117.0,37.0,8.0,1.0,80.0,95.0,278.0,351.0,184.0,100.0
848,5.0,0.0,2.0,0.0,2.0,1.0,9.0,5.0,2.0,5.0,3.0,0.0,5.0,2.0,0.0,4.0,0.0,7.0,6.0,5.0,1.0
850,32.0,5.0,11.0,8.0,2.0,37.0,57.0,48.0,42.0,18.0,5.0,17.0,48.0,5.0,4.0,58.0,30.0,70.0,102.0,61.0,13.0
853,179.0,25.0,37.0,41.0,37.0,58.0,109.0,77.0,35.0,41.0,119.0,11.0,93.0,127.0,24.0,53.0,52.0,73.0,131.0,71.0,53.0
854,2.0,1.0,0.0,1.0,0.0,4.0,21.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,3.0,32.0,3.0,8.0,12.0,4.0
857,24.0,5.0,19.0,11.0,5.0,134.0,186.0,140.0,159.0,188.0,15.0,7.0,31.0,9.0,1.0,125.0,132.0,276.0,209.0,305.0,93.0
859,78.0,45.0,13.0,17.0,60.0,21.0,14.0,15.0,18.0,14.0,88.0,23.0,35.0,37.0,17.0,12.0,18.0,96.0,58.0,59.0,12.0
860,185.0,43.0,43.0,94.0,155.0,47.0,64.0,69.0,65.0,40.0,140.0,63.0,70.0,52.0,88.0,39.0,36.0,221.0,176.0,136.0,26.0
862,153.0,13.0,68.0,82.0,56.0,67.0,57.0,68.0,68.0,44.0,103.0,87.0,122.0,80.0,51.0,52.0,39.0,118.0,168.0,100.0,60.0
868,4.0,0.0,2.0,4.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,0.0,6.0,2.0,0.0,4.0,1.0,17.0,3.0,14.0,1.0
869,18.0,2.0,3.0,4.0,1.0,5.0,2.0,5.0,3.0,2.0,4.0,1.0,11.0,2.0,2.0,3.0,7.0,10.0,20.0,18.0,0.0
87,3.0,23.0,2.0,5.0,6.0,22.0,3.0,25.0,38.0,28.0,3.0,0.0,25.0,6.0,3.0,26.0,1.0,11.0,47.0,23.0,10.0
870,3.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0
871,0.0,10.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0
879,0.0,0.0,1.0,0.0,0.0,3.0,3.0,11.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,3.0,4.0,1.0,3.0
880,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
882,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,0.0
887,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,14.0,22.0,16.0,2.0
888,37.0,2.0,8.0,6.0,12.0,21.0,6.0,5.0,13.0,7.0,12.0,0.0,9.0,9.0,4.0,20.0,13.0,18.0,33.0,14.0,5.0
89,48.0,29.0,2.0,47.0,85.0,7.0,21.0,6.0,3.0,4.0,61.0,68.0,19.0,28.0,54.0,7.0,27.0,17.0,18.0,19.0,7.0
892,1.0,0.0,0.0,0.0,1.0,5.0,16.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,22.0,7.0,9.0,9.0,1.0
897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
904,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0
91,33.0,9.0,5.0,22.0,12.0,4.0,69.0,8.0,9.0,6.0,15.0,3.0,26.0,13.0,8.0,5.0,15.0,14.0,43.0,14.0,4.0
911,40.0,5.0,11.0,19.0,5.0,18.0,9.0,9.0,13.0,14.0,18.0,3.0,28.0,18.0,6.0,11.0,10.0,14.0,18.0,6.0,2.0
916,23.0,6.0,12.0,20.0,7.0,7.0,3.0,5.0,5.0,4.0,30.0,4.0,26.0,11.0,6.0,8.0,8.0,9.0,26.0,12.0,0.0
