strain_id,A_MTX_5-FC.ERG27_ACF2,A_MTX_Fluconazole.ERG27_ACF2,A_MTX_Metformin.ERG27_ACF2,A_MTX_Trifluoperazine.ERG27_ACF2,A_MTX_noDrug.ERG27_ACF2,A_noMTX_5-FC.ERG27_ACF2,A_noMTX_Fluconazole.ERG27_ACF2,A_noMTX_Metformin.ERG27_ACF2,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_noDrug.ERG27_ACF2,B_MTX_5-FC.ERG27_ACF2,B_MTX_Fluconazole.ERG27_ACF2,B_MTX_Metformin.ERG27_ACF2,B_MTX_Trifluoperazine.ERG27_ACF2,B_MTX_noDrug.ERG27_ACF2,B_noMTX_5-FC.ERG27_ACF2,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Metformin.ERG27_ACF2,B_noMTX_Trifluoperazine.ERG27_ACF2,B_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ERG27_ACF2
541,4.0,14.0,1.0,11.0,6.0,5.0,15.0,5.0,29.0,24.0,6.0,0.0,9.0,2.0,1.0,32.0,10.0,15.0,36.0,8.0,11.0
543,2.0,2.0,0.0,6.0,1.0,26.0,182.0,51.0,41.0,90.0,2.0,0.0,5.0,2.0,1.0,38.0,82.0,13.0,69.0,28.0,188.0
545,22.0,383.0,19.0,32.0,22.0,12.0,65.0,5.0,5.0,11.0,139.0,329.0,33.0,30.0,80.0,8.0,88.0,11.0,16.0,6.0,13.0
546,4.0,3.0,1.0,6.0,0.0,445.0,75.0,684.0,590.0,595.0,2.0,0.0,12.0,0.0,1.0,373.0,39.0,53.0,744.0,248.0,164.0
557,2.0,0.0,2.0,4.0,3.0,279.0,261.0,280.0,192.0,334.0,3.0,0.0,8.0,2.0,3.0,355.0,190.0,53.0,455.0,132.0,200.0
559,5.0,2.0,6.0,7.0,3.0,2.0,1.0,10.0,18.0,13.0,2.0,4.0,9.0,3.0,2.0,6.0,1.0,3.0,10.0,3.0,0.0
564,9.0,6.0,4.0,21.0,3.0,8.0,9.0,10.0,8.0,15.0,7.0,5.0,15.0,8.0,6.0,6.0,9.0,14.0,11.0,6.0,6.0
567,215.0,15.0,331.0,92.0,148.0,108.0,59.0,228.0,55.0,244.0,111.0,55.0,589.0,14.0,43.0,154.0,7.0,92.0,258.0,96.0,101.0
57,1.0,0.0,0.0,4.0,2.0,29.0,11.0,26.0,16.0,27.0,1.0,0.0,2.0,2.0,2.0,36.0,0.0,2.0,58.0,21.0,19.0
571,1365.0,308.0,827.0,1437.0,554.0,664.0,1185.0,914.0,867.0,1388.0,943.0,18.0,2159.0,302.0,122.0,743.0,1131.0,133.0,1580.0,494.0,388.0
574,1.0,5.0,2.0,3.0,0.0,11.0,16.0,7.0,8.0,7.0,3.0,0.0,7.0,1.0,1.0,4.0,7.0,13.0,8.0,4.0,4.0
576,0.0,22.0,1.0,10.0,2.0,11.0,10.0,55.0,33.0,66.0,1.0,18.0,5.0,0.0,1.0,49.0,3.0,5.0,63.0,32.0,31.0
578,1098.0,2968.0,362.0,2283.0,2026.0,469.0,1220.0,343.0,350.0,313.0,1659.0,1013.0,1477.0,879.0,476.0,495.0,1522.0,60.0,621.0,177.0,232.0
58,1.0,0.0,0.0,5.0,3.0,1.0,10.0,2.0,7.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,8.0
581,3.0,3.0,3.0,8.0,4.0,21.0,13.0,121.0,33.0,126.0,7.0,0.0,10.0,0.0,2.0,74.0,2.0,40.0,91.0,42.0,19.0
586,9.0,7.0,2.0,26.0,13.0,287.0,51.0,423.0,140.0,456.0,10.0,5.0,22.0,4.0,13.0,265.0,199.0,128.0,361.0,218.0,188.0
588,1.0,0.0,1.0,6.0,3.0,3.0,14.0,2.0,7.0,11.0,14.0,1.0,11.0,0.0,4.0,4.0,0.0,2.0,19.0,3.0,3.0
589,2.0,4.0,7.0,2.0,1.0,578.0,819.0,896.0,470.0,1119.0,6.0,9.0,8.0,0.0,4.0,614.0,3194.0,387.0,1379.0,904.0,427.0
590,2.0,2.0,1.0,5.0,0.0,27.0,335.0,93.0,73.0,122.0,3.0,1.0,7.0,2.0,2.0,29.0,265.0,55.0,217.0,127.0,39.0
596,0.0,0.0,0.0,6.0,3.0,4.0,15.0,18.0,15.0,14.0,2.0,0.0,5.0,1.0,3.0,11.0,7.0,27.0,19.0,15.0,5.0
598,34.0,26.0,11.0,30.0,19.0,8.0,54.0,5.0,11.0,8.0,113.0,64.0,32.0,28.0,72.0,13.0,16.0,6.0,18.0,11.0,9.0
599,1137.0,2.0,601.0,467.0,459.0,1101.0,222.0,858.0,576.0,897.0,1275.0,0.0,1342.0,134.0,192.0,1233.0,69.0,167.0,1223.0,375.0,438.0
599_ref1,4.0,1.0,0.0,15.0,7.0,23.0,76.0,13.0,17.0,25.0,0.0,0.0,5.0,0.0,3.0,19.0,7.0,24.0,43.0,24.0,552.0
599_ref2,0.0,0.0,0.0,3.0,0.0,26.0,36.0,33.0,27.0,21.0,2.0,1.0,8.0,0.0,1.0,14.0,1.0,19.0,39.0,55.0,272.0
6,2.0,2.0,2.0,5.0,7.0,3.0,26.0,40.0,13.0,43.0,2.0,1.0,6.0,2.0,1.0,18.0,4.0,23.0,19.0,9.0,5.0
60,1001.0,1.0,583.0,101.0,31.0,1727.0,241.0,795.0,1065.0,1039.0,1251.0,1.0,1257.0,284.0,45.0,1065.0,62.0,59.0,1673.0,311.0,293.0
61,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0
611,4.0,14.0,3.0,2.0,0.0,91.0,134.0,99.0,66.0,53.0,3.0,6.0,6.0,0.0,2.0,35.0,39.0,27.0,84.0,29.0,42.0
616,201.0,23.0,274.0,359.0,195.0,343.0,433.0,358.0,247.0,441.0,320.0,18.0,836.0,90.0,49.0,269.0,57.0,186.0,577.0,269.0,157.0
619,3.0,2.0,3.0,3.0,1.0,2.0,8.0,4.0,2.0,12.0,1.0,0.0,4.0,2.0,3.0,0.0,1.0,5.0,4.0,2.0,0.0
622,4.0,0.0,1.0,5.0,3.0,57.0,202.0,84.0,89.0,150.0,5.0,0.0,9.0,1.0,3.0,186.0,2.0,37.0,282.0,136.0,71.0
627,35.0,1.0,99.0,211.0,65.0,22.0,4.0,91.0,68.0,73.0,129.0,0.0,113.0,101.0,127.0,28.0,2.0,21.0,40.0,37.0,22.0
631,81.0,5.0,243.0,24.0,9.0,621.0,53.0,1367.0,463.0,967.0,66.0,1.0,1232.0,24.0,20.0,688.0,885.0,243.0,1308.0,579.0,177.0
632,66.0,5.0,22.0,271.0,42.0,98.0,29.0,162.0,167.0,314.0,75.0,1.0,173.0,23.0,64.0,135.0,19.0,68.0,224.0,109.0,85.0
636,3.0,0.0,3.0,6.0,1.0,12.0,6.0,6.0,10.0,14.0,4.0,0.0,14.0,0.0,2.0,15.0,9.0,9.0,14.0,7.0,3.0
638,21.0,0.0,3.0,8.0,36.0,8.0,27.0,20.0,5.0,20.0,30.0,0.0,33.0,28.0,0.0,11.0,4.0,4.0,53.0,10.0,15.0
639,33.0,31.0,38.0,270.0,44.0,20.0,39.0,31.0,36.0,52.0,54.0,0.0,128.0,26.0,27.0,14.0,11.0,10.0,24.0,2.0,6.0
64,13.0,0.0,9.0,19.0,10.0,12.0,144.0,29.0,23.0,24.0,45.0,1.0,34.0,3.0,14.0,23.0,17.0,18.0,53.0,13.0,9.0
640,399.0,43.0,215.0,565.0,166.0,368.0,192.0,585.0,301.0,697.0,762.0,8.0,710.0,266.0,20.0,493.0,117.0,26.0,469.0,196.0,529.0
642,6546.0,129.0,3678.0,12189.0,11202.0,1592.0,527.0,2922.0,1645.0,3135.0,9332.0,19.0,8053.0,4762.0,2233.0,1529.0,1239.0,218.0,2184.0,896.0,500.0
648,16.0,7.0,6.0,9.0,0.0,2.0,6.0,3.0,3.0,6.0,5.0,2.0,12.0,0.0,7.0,7.0,4.0,2.0,5.0,2.0,1.0
649,4364.0,75.0,2374.0,4749.0,5298.0,1046.0,12934.0,835.0,824.0,1281.0,4041.0,13.0,6392.0,1339.0,1423.0,1159.0,180.0,113.0,1582.0,431.0,640.0
65,2.0,0.0,0.0,20.0,1.0,4.0,3.0,6.0,4.0,5.0,5.0,0.0,3.0,3.0,3.0,2.0,4.0,0.0,6.0,1.0,4.0
651,30.0,1.0,74.0,79.0,27.0,47.0,6.0,148.0,104.0,106.0,327.0,0.0,180.0,86.0,12.0,54.0,30.0,10.0,93.0,30.0,84.0
652,306.0,2.0,231.0,109.0,114.0,262.0,33.0,464.0,249.0,570.0,600.0,5.0,583.0,44.0,36.0,259.0,34.0,57.0,509.0,193.0,346.0
653,183.0,281.0,59.0,263.0,38.0,217.0,63.0,299.0,232.0,247.0,329.0,62.0,212.0,27.0,16.0,202.0,255.0,96.0,499.0,163.0,174.0
657,127.0,28.0,47.0,169.0,67.0,39.0,22.0,94.0,45.0,77.0,59.0,12.0,224.0,32.0,80.0,36.0,13.0,70.0,75.0,48.0,48.0
658,16.0,8.0,3.0,19.0,26.0,1.0,10.0,1.0,4.0,8.0,22.0,0.0,17.0,12.0,40.0,2.0,2.0,4.0,5.0,1.0,3.0
66,2.0,0.0,1.0,0.0,0.0,7.0,7.0,29.0,6.0,17.0,0.0,2.0,3.0,0.0,0.0,2.0,7.0,4.0,11.0,8.0,16.0
660,458.0,15.0,169.0,620.0,641.0,163.0,89.0,359.0,193.0,536.0,602.0,9.0,882.0,419.0,321.0,164.0,64.0,91.0,457.0,224.0,214.0
666,2790.0,1347.0,178.0,1039.0,2250.0,735.0,371.0,543.0,399.0,538.0,1208.0,496.0,516.0,254.0,177.0,478.0,209.0,68.0,747.0,175.0,364.0
667,74.0,26.0,466.0,222.0,54.0,215.0,206.0,174.0,295.0,238.0,67.0,12.0,1182.0,34.0,58.0,275.0,370.0,49.0,486.0,195.0,128.0
668,13.0,11.0,5.0,35.0,32.0,14.0,10.0,18.0,14.0,23.0,23.0,1.0,22.0,11.0,12.0,15.0,5.0,10.0,13.0,11.0,6.0
673,2404.0,28.0,2733.0,2832.0,5548.0,3229.0,541.0,4731.0,2826.0,4069.0,3491.0,4.0,6938.0,732.0,1300.0,2161.0,1764.0,2002.0,4888.0,2497.0,2309.0
674,93.0,172.0,242.0,87.0,180.0,217.0,115.0,192.0,116.0,174.0,135.0,23.0,441.0,29.0,34.0,123.0,223.0,93.0,340.0,106.0,116.0
676,1755.0,579.0,1034.0,960.0,834.0,879.0,413.0,1269.0,1291.0,1819.0,1703.0,52.0,2665.0,472.0,172.0,1166.0,869.0,290.0,2594.0,798.0,526.0
677,0.0,1.0,1.0,4.0,1.0,15.0,4.0,5.0,11.0,13.0,0.0,1.0,2.0,0.0,0.0,117.0,2.0,22.0,40.0,12.0,7.0
683,0.0,0.0,2.0,4.0,0.0,2.0,4.0,7.0,10.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,105.0,5.0,19.0,4.0,8.0
685,1.0,2.0,3.0,3.0,5.0,43.0,38.0,157.0,105.0,172.0,4.0,1.0,20.0,2.0,1.0,96.0,248.0,25.0,144.0,56.0,98.0
689,1756.0,1354.0,904.0,7485.0,3850.0,257.0,328.0,477.0,261.0,452.0,4739.0,3709.0,2923.0,838.0,583.0,285.0,339.0,27.0,388.0,143.0,145.0
690,166.0,35.0,55.0,37.0,3.0,31.0,13.0,60.0,43.0,117.0,394.0,21.0,95.0,19.0,7.0,86.0,5.0,1.0,26.0,36.0,12.0
692,1.0,0.0,1.0,4.0,1.0,626.0,1217.0,858.0,807.0,1010.0,0.0,0.0,10.0,0.0,0.0,491.0,694.0,52.0,834.0,227.0,370.0
693,10.0,13.0,9.0,201.0,33.0,23.0,41.0,43.0,38.0,77.0,30.0,15.0,45.0,8.0,29.0,42.0,3.0,21.0,114.0,21.0,54.0
695,369.0,70.0,362.0,394.0,284.0,212.0,786.0,529.0,402.0,672.0,332.0,27.0,972.0,128.0,81.0,241.0,145.0,175.0,408.0,259.0,146.0
697,3.0,0.0,8.0,29.0,19.0,91.0,167.0,174.0,97.0,188.0,19.0,0.0,20.0,4.0,8.0,48.0,120.0,64.0,90.0,58.0,77.0
7,50.0,161.0,182.0,63.0,27.0,267.0,39.0,212.0,195.0,331.0,162.0,1.0,648.0,33.0,4.0,295.0,339.0,61.0,581.0,161.0,94.0
701,3.0,4.0,1.0,11.0,0.0,16.0,144.0,15.0,16.0,11.0,1.0,1.0,11.0,2.0,3.0,11.0,16.0,29.0,13.0,11.0,11.0
702,11.0,2.0,3.0,2.0,3.0,261.0,857.0,265.0,280.0,306.0,1.0,0.0,27.0,2.0,5.0,284.0,398.0,78.0,511.0,178.0,174.0
703,38.0,0.0,22.0,431.0,328.0,41.0,12.0,17.0,19.0,64.0,82.0,1.0,167.0,92.0,29.0,16.0,119.0,3.0,31.0,22.0,23.0
705,3.0,1.0,1.0,2.0,2.0,177.0,7.0,207.0,294.0,330.0,2.0,0.0,13.0,0.0,1.0,259.0,12.0,63.0,494.0,115.0,156.0
709,5.0,6.0,11.0,7.0,7.0,5.0,13.0,13.0,14.0,4.0,2.0,2.0,49.0,6.0,4.0,6.0,4.0,14.0,14.0,7.0,4.0
711,1.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0
713,1879.0,150.0,1088.0,3039.0,2556.0,326.0,242.0,776.0,569.0,761.0,2514.0,1.0,2820.0,669.0,268.0,274.0,342.0,25.0,865.0,202.0,661.0
715,0.0,0.0,0.0,1.0,0.0,40.0,3.0,60.0,26.0,69.0,1.0,0.0,3.0,0.0,1.0,51.0,31.0,5.0,54.0,13.0,57.0
717,1109.0,304.0,400.0,1126.0,1931.0,248.0,262.0,299.0,203.0,359.0,1371.0,239.0,1092.0,527.0,608.0,196.0,90.0,59.0,358.0,109.0,275.0
721,11.0,0.0,15.0,116.0,35.0,168.0,101.0,205.0,156.0,354.0,24.0,2.0,34.0,4.0,11.0,131.0,26.0,47.0,338.0,66.0,98.0
724,15.0,5.0,15.0,27.0,22.0,207.0,204.0,390.0,166.0,522.0,31.0,4.0,33.0,4.0,19.0,213.0,12.0,83.0,419.0,151.0,80.0
727,2122.0,6.0,1676.0,2427.0,2070.0,975.0,107.0,677.0,468.0,881.0,1903.0,11.0,4018.0,1054.0,705.0,627.0,29.0,247.0,1115.0,420.0,338.0
729,733.0,320.0,641.0,2176.0,2592.0,406.0,124.0,410.0,307.0,538.0,1010.0,123.0,1873.0,779.0,395.0,399.0,238.0,174.0,1112.0,358.0,199.0
731,35.0,1.0,33.0,16.0,4.0,2361.0,669.0,3853.0,2846.0,3162.0,66.0,1.0,211.0,7.0,29.0,2852.0,1915.0,1074.0,6059.0,1517.0,1881.0
732,8.0,1.0,4.0,2.0,0.0,123.0,32.0,117.0,74.0,235.0,1.0,0.0,31.0,3.0,6.0,65.0,19.0,77.0,227.0,73.0,73.0
734,113.0,5.0,10.0,90.0,89.0,10.0,16.0,41.0,35.0,81.0,61.0,2.0,52.0,39.0,35.0,9.0,5.0,26.0,44.0,15.0,16.0
735,2.0,1.0,1.0,7.0,1.0,72.0,48.0,150.0,134.0,170.0,1.0,0.0,7.0,0.0,1.0,31.0,46.0,19.0,114.0,43.0,35.0
738,3.0,3.0,2.0,29.0,2.0,4.0,13.0,4.0,29.0,25.0,2.0,1.0,8.0,0.0,2.0,4.0,13.0,3.0,3.0,3.0,2.0
739,6.0,2.0,9.0,25.0,2.0,1691.0,746.0,4093.0,3053.0,4360.0,11.0,0.0,29.0,3.0,3.0,1845.0,1633.0,312.0,4564.0,1337.0,5119.0
740,19.0,2.0,6.0,10.0,6.0,34.0,65.0,36.0,47.0,44.0,12.0,3.0,16.0,4.0,9.0,22.0,33.0,41.0,75.0,14.0,17.0
741,50.0,4.0,32.0,202.0,41.0,21.0,27.0,25.0,59.0,40.0,56.0,6.0,136.0,24.0,55.0,11.0,7.0,22.0,41.0,7.0,9.0
742,56.0,12.0,64.0,236.0,89.0,2305.0,6334.0,3624.0,2619.0,3025.0,64.0,13.0,155.0,22.0,42.0,2077.0,4460.0,701.0,5188.0,1428.0,1008.0
748,3.0,1.0,2.0,0.0,1.0,44.0,12.0,111.0,69.0,105.0,3.0,1.0,5.0,2.0,0.0,85.0,4.0,20.0,117.0,47.0,107.0
749,1.0,1.0,1.0,1.0,1.0,12.0,5.0,16.0,10.0,8.0,0.0,0.0,9.0,0.0,0.0,9.0,7.0,29.0,17.0,20.0,9.0
754,3.0,0.0,0.0,7.0,1.0,128.0,19.0,128.0,167.0,140.0,0.0,0.0,8.0,1.0,0.0,53.0,31.0,16.0,85.0,61.0,100.0
755,2.0,0.0,0.0,6.0,1.0,4.0,5.0,10.0,26.0,17.0,4.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,8.0,4.0,7.0
756,1407.0,804.0,686.0,1423.0,4058.0,913.0,2405.0,498.0,702.0,388.0,2249.0,607.0,813.0,1642.0,1681.0,475.0,479.0,1161.0,2047.0,721.0,584.0
760,520.0,10.0,1557.0,1510.0,394.0,258.0,50.0,362.0,248.0,586.0,743.0,4.0,4369.0,341.0,638.0,313.0,35.0,146.0,471.0,175.0,150.0
77,62.0,609.0,66.0,60.0,47.0,122.0,114.0,101.0,139.0,354.0,13.0,78.0,272.0,16.0,35.0,144.0,3.0,21.0,117.0,188.0,100.0
772,20.0,33.0,42.0,24.0,8.0,21.0,48.0,110.0,49.0,163.0,5.0,13.0,156.0,4.0,3.0,34.0,2.0,24.0,157.0,61.0,92.0
775,4.0,3.0,5.0,17.0,4.0,86.0,35.0,171.0,65.0,123.0,2.0,0.0,14.0,0.0,6.0,140.0,15.0,51.0,221.0,92.0,95.0
778,614.0,18.0,327.0,435.0,358.0,557.0,141.0,1460.0,534.0,1075.0,723.0,10.0,905.0,208.0,198.0,496.0,135.0,170.0,1151.0,423.0,332.0
78,4.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0
782,1.0,0.0,3.0,2.0,1.0,6.0,5.0,48.0,23.0,48.0,1.0,0.0,4.0,0.0,0.0,67.0,4.0,36.0,52.0,20.0,20.0
783,863.0,54.0,78.0,99.0,392.0,187.0,127.0,74.0,114.0,100.0,391.0,196.0,345.0,63.0,85.0,159.0,176.0,23.0,97.0,37.0,62.0
784,3.0,11.0,0.0,21.0,4.0,36.0,7.0,18.0,31.0,104.0,2.0,3.0,10.0,1.0,1.0,61.0,4.0,16.0,23.0,32.0,10.0
789,2.0,0.0,1.0,8.0,0.0,118.0,6.0,268.0,271.0,193.0,2.0,1.0,3.0,2.0,2.0,72.0,0.0,16.0,122.0,73.0,128.0
790,35.0,26.0,15.0,115.0,88.0,450.0,189.0,820.0,470.0,806.0,44.0,29.0,53.0,21.0,50.0,482.0,256.0,85.0,1016.0,273.0,463.0
791,33.0,61.0,13.0,204.0,76.0,19.0,39.0,24.0,25.0,30.0,42.0,43.0,54.0,24.0,69.0,13.0,11.0,23.0,30.0,11.0,10.0
795,87.0,19.0,92.0,111.0,40.0,293.0,306.0,555.0,293.0,721.0,22.0,1.0,376.0,37.0,78.0,385.0,421.0,323.0,587.0,418.0,123.0
796,2.0,30.0,2.0,4.0,0.0,512.0,2465.0,1167.0,933.0,1842.0,4.0,23.0,8.0,0.0,6.0,538.0,4247.0,362.0,2086.0,1033.0,1013.0
797,5.0,1.0,3.0,6.0,6.0,24.0,6.0,69.0,38.0,90.0,3.0,5.0,3.0,0.0,1.0,34.0,50.0,16.0,199.0,60.0,33.0
798,16.0,6.0,11.0,14.0,7.0,564.0,101.0,560.0,472.0,785.0,7.0,3.0,15.0,8.0,6.0,428.0,59.0,357.0,1023.0,441.0,180.0
800,3.0,0.0,1.0,2.0,2.0,3.0,9.0,7.0,11.0,6.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,6.0,12.0,1.0,1.0
801,5.0,11.0,0.0,0.0,2.0,9.0,5.0,7.0,10.0,5.0,1.0,19.0,3.0,0.0,3.0,2.0,1.0,6.0,7.0,2.0,1.0
803,1.0,1.0,0.0,0.0,0.0,47.0,40.0,10.0,28.0,29.0,2.0,0.0,3.0,0.0,0.0,10.0,2.0,12.0,28.0,27.0,6.0
804,82.0,44.0,48.0,38.0,9.0,46.0,17.0,30.0,35.0,47.0,22.0,72.0,333.0,17.0,7.0,7.0,25.0,13.0,27.0,9.0,31.0
805,9.0,7.0,7.0,5.0,5.0,3.0,14.0,9.0,15.0,11.0,4.0,19.0,13.0,1.0,4.0,7.0,1.0,3.0,7.0,0.0,5.0
807,0.0,1.0,1.0,8.0,3.0,5.0,7.0,26.0,8.0,40.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,10.0,4.0,0.0
808,17.0,9.0,3.0,24.0,10.0,69.0,67.0,66.0,54.0,75.0,32.0,21.0,11.0,11.0,40.0,33.0,16.0,28.0,79.0,32.0,47.0
809,391.0,4.0,228.0,214.0,402.0,303.0,95.0,489.0,227.0,463.0,529.0,7.0,798.0,58.0,91.0,278.0,373.0,201.0,598.0,287.0,219.0
81,5.0,2.0,0.0,1.0,0.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,12.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0
811,1540.0,1157.0,193.0,1203.0,1531.0,95.0,104.0,206.0,214.0,231.0,1768.0,248.0,795.0,726.0,161.0,154.0,39.0,62.0,416.0,121.0,201.0
812,1.0,1.0,0.0,5.0,1.0,5.0,7.0,5.0,4.0,10.0,2.0,0.0,5.0,1.0,0.0,1.0,2.0,7.0,3.0,3.0,1.0
813,64.0,42.0,39.0,257.0,75.0,158.0,106.0,143.0,171.0,251.0,57.0,3.0,151.0,37.0,38.0,117.0,35.0,68.0,287.0,122.0,59.0
819,1.0,2.0,5.0,5.0,1.0,424.0,52.0,183.0,207.0,342.0,5.0,0.0,9.0,1.0,0.0,424.0,39.0,75.0,148.0,103.0,82.0
821,3.0,1.0,0.0,0.0,1.0,17.0,21.0,87.0,13.0,40.0,1.0,0.0,4.0,2.0,0.0,14.0,2.0,11.0,29.0,16.0,24.0
823,39.0,3.0,14.0,48.0,20.0,76.0,1079.0,214.0,99.0,190.0,18.0,0.0,75.0,10.0,30.0,29.0,1097.0,40.0,230.0,57.0,66.0
830,2.0,0.0,2.0,6.0,1.0,1.0,1.0,3.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
833,90.0,13.0,21.0,380.0,87.0,43.0,27.0,59.0,83.0,120.0,149.0,2.0,72.0,37.0,45.0,104.0,12.0,17.0,29.0,8.0,19.0
835,23.0,0.0,10.0,8.0,6.0,13.0,4.0,31.0,17.0,53.0,16.0,1.0,18.0,2.0,2.0,16.0,3.0,5.0,11.0,4.0,25.0
837,475.0,1.0,221.0,978.0,1182.0,234.0,179.0,606.0,214.0,608.0,485.0,3.0,511.0,188.0,237.0,283.0,97.0,87.0,359.0,247.0,219.0
838,59961.0,21780.0,46806.0,113868.0,110840.0,17944.0,8479.0,13965.0,13743.0,21837.0,92706.0,5308.0,112784.0,36336.0,23247.0,18992.0,11531.0,1802.0,17066.0,6556.0,9582.0
839,15.0,0.0,17.0,68.0,31.0,20.0,17.0,17.0,25.0,23.0,23.0,2.0,47.0,22.0,25.0,18.0,14.0,29.0,39.0,17.0,5.0
841,9.0,168.0,19.0,16.0,7.0,3.0,9.0,1.0,8.0,5.0,6.0,223.0,25.0,7.0,4.0,3.0,3.0,5.0,13.0,4.0,8.0
842,678.0,4317.0,768.0,6128.0,4991.0,185.0,56.0,279.0,188.0,426.0,1389.0,211.0,1909.0,881.0,2156.0,151.0,57.0,84.0,374.0,179.0,367.0
843,23.0,85.0,28.0,30.0,15.0,93.0,146.0,205.0,69.0,51.0,28.0,51.0,36.0,8.0,5.0,76.0,90.0,174.0,208.0,60.0,63.0
848,20.0,2.0,7.0,2.0,1.0,7.0,29.0,48.0,13.0,14.0,1.0,1.0,16.0,91.0,3.0,8.0,5.0,4.0,10.0,7.0,13.0
850,13.0,5.0,6.0,13.0,3.0,964.0,1301.0,601.0,979.0,822.0,4.0,5.0,47.0,4.0,10.0,977.0,1007.0,215.0,1520.0,376.0,377.0
853,2504.0,57.0,1341.0,1002.0,246.0,1341.0,1203.0,1290.0,1011.0,1211.0,4668.0,162.0,2024.0,695.0,98.0,1152.0,700.0,383.0,2817.0,922.0,1702.0
854,2.0,2.0,0.0,6.0,3.0,6.0,756.0,21.0,6.0,13.0,1.0,2.0,2.0,0.0,0.0,8.0,124.0,8.0,14.0,4.0,13.0
857,23.0,9.0,23.0,50.0,5.0,685.0,168.0,967.0,2026.0,2897.0,14.0,6.0,33.0,4.0,5.0,585.0,257.0,436.0,1217.0,471.0,686.0
859,627.0,85.0,138.0,319.0,274.0,92.0,56.0,89.0,120.0,274.0,939.0,39.0,342.0,132.0,216.0,131.0,218.0,31.0,239.0,61.0,127.0
860,101.0,52.0,46.0,566.0,267.0,155.0,234.0,266.0,196.0,399.0,158.0,29.0,130.0,54.0,93.0,142.0,50.0,135.0,408.0,152.0,155.0
862,116.0,18.0,92.0,320.0,480.0,61.0,72.0,76.0,76.0,48.0,207.0,8.0,184.0,54.0,191.0,57.0,25.0,102.0,148.0,30.0,36.0
868,5.0,1.0,2.0,8.0,1.0,0.0,7.0,4.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3.0,6.0,3.0,4.0
869,6.0,2.0,7.0,6.0,4.0,6.0,2.0,9.0,3.0,25.0,140.0,0.0,19.0,2.0,10.0,25.0,0.0,5.0,9.0,4.0,3.0
87,6.0,3.0,0.0,25.0,2.0,4.0,3.0,11.0,32.0,11.0,1.0,6.0,17.0,1.0,4.0,5.0,0.0,8.0,17.0,5.0,5.0
870,0.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0
871,27.0,136.0,53.0,12.0,2.0,88.0,269.0,164.0,51.0,68.0,79.0,41.0,124.0,8.0,2.0,55.0,3.0,6.0,104.0,31.0,52.0
879,1.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,3.0
880,0.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
882,1.0,2.0,0.0,1.0,3.0,2.0,2.0,7.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,2.0,2.0
887,0.0,1.0,30.0,0.0,1.0,82.0,634.0,321.0,192.0,409.0,0.0,0.0,34.0,0.0,1.0,128.0,344.0,26.0,328.0,202.0,210.0
888,172.0,27.0,107.0,55.0,34.0,331.0,316.0,272.0,310.0,417.0,115.0,3.0,338.0,47.0,14.0,583.0,133.0,61.0,539.0,115.0,156.0
89,456.0,73.0,37.0,913.0,605.0,75.0,297.0,456.0,112.0,398.0,863.0,25.0,145.0,464.0,357.0,149.0,321.0,43.0,175.0,182.0,289.0
892,0.0,1.0,2.0,3.0,0.0,48.0,14.0,201.0,91.0,296.0,0.0,1.0,0.0,0.0,0.0,136.0,6.0,12.0,118.0,104.0,59.0
897,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
