strain_id,A_MTX_5-FC.TPO1_MID2,A_MTX_Fluconazole.TPO1_MID2,A_MTX_Metformin.TPO1_MID2,A_MTX_Trifluoperazine.TPO1_MID2,A_MTX_noDrug.TPO1_MID2,A_noMTX_5-FC.TPO1_MID2,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Metformin.TPO1_MID2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_noDrug.TPO1_MID2,B_MTX_5-FC.TPO1_MID2,B_MTX_Fluconazole.TPO1_MID2,B_MTX_Metformin.TPO1_MID2,B_MTX_Trifluoperazine.TPO1_MID2,B_MTX_noDrug.TPO1_MID2,B_noMTX_5-FC.TPO1_MID2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Metformin.TPO1_MID2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.TPO1_MID2
543,5.0,3.0,0.0,9.0,0.0,6.0,79.0,13.0,5.0,31.0,0.0,0.0,10.0,0.0,1.0,17.0,61.0,18.0,2.0,3.0,107.0
545,381.0,21415.0,330.0,659.0,788.0,157.0,1366.0,142.0,128.0,272.0,457.0,15302.0,1659.0,469.0,62.0,387.0,108.0,135.0,65.0,56.0,157.0
546,10.0,2.0,51.0,6.0,0.0,172.0,265.0,253.0,252.0,152.0,0.0,9.0,223.0,4.0,3.0,670.0,153.0,246.0,169.0,70.0,70.0
557,11.0,4.0,0.0,17.0,5.0,2.0,2.0,6.0,12.0,2.0,3.0,0.0,6.0,2.0,0.0,3.0,1.0,3.0,8.0,7.0,1.0
559,3.0,12.0,1196.0,40.0,102.0,4.0,8.0,4.0,900.0,35.0,17.0,10.0,13.0,0.0,11.0,8.0,4.0,7.0,8.0,74.0,17.0
564,23.0,39.0,13.0,17.0,22.0,6.0,14.0,14.0,19.0,31.0,23.0,21.0,39.0,10.0,1.0,17.0,3.0,38.0,9.0,9.0,25.0
567,488.0,51.0,1165.0,539.0,632.0,397.0,356.0,412.0,262.0,397.0,549.0,10889.0,4450.0,496.0,96.0,772.0,86.0,470.0,153.0,194.0,126.0
57,2.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,5.0,1.0,1.0
571,543.0,41637.0,553.0,853.0,606.0,330.0,2570.0,469.0,419.0,257.0,803.0,66.0,2961.0,899.0,73.0,1431.0,1193.0,632.0,226.0,92.0,100.0
574,1.0,7.0,4.0,5.0,3.0,37.0,100.0,15.0,12.0,22.0,1.0,0.0,29.0,0.0,0.0,68.0,5.0,42.0,14.0,13.0,11.0
576,2.0,108.0,13.0,6.0,2.0,68.0,475.0,30.0,43.0,44.0,1.0,7.0,56.0,1.0,1.0,179.0,70.0,82.0,4.0,11.0,32.0
578,557.0,1913.0,268.0,938.0,895.0,178.0,515.0,164.0,135.0,80.0,427.0,2017.0,1786.0,1075.0,168.0,477.0,37.0,202.0,137.0,53.0,37.0
58,0.0,1.0,0.0,1.0,0.0,11.0,19.0,38.0,51.0,16.0,1.0,2.0,5.0,1.0,4.0,89.0,19.0,37.0,42.0,10.0,311.0
581,2.0,21.0,0.0,2.0,3.0,9.0,6.0,5.0,7.0,7.0,1.0,27.0,10.0,0.0,0.0,11.0,3.0,11.0,2.0,11.0,2.0
586,15.0,5.0,13.0,21.0,9.0,28.0,7.0,75.0,32.0,45.0,5.0,2.0,39.0,4.0,5.0,234.0,30.0,57.0,51.0,38.0,36.0
588,3.0,3.0,7.0,3.0,3.0,3.0,5.0,6.0,12.0,10.0,1.0,0.0,15.0,2.0,2.0,9.0,2.0,9.0,5.0,7.0,1.0
589,10.0,21.0,59.0,4.0,2.0,459.0,607.0,288.0,253.0,390.0,7.0,19.0,190.0,0.0,2.0,1027.0,902.0,607.0,258.0,280.0,130.0
590,10.0,1.0,1.0,33.0,1.0,9.0,11.0,11.0,20.0,15.0,2.0,0.0,14.0,2.0,2.0,12.0,2.0,14.0,9.0,7.0,14.0
596,1.0,0.0,4.0,3.0,1.0,9.0,9.0,4.0,7.0,15.0,0.0,0.0,5.0,0.0,1.0,9.0,3.0,11.0,9.0,19.0,7.0
598,819.0,87.0,308.0,1690.0,1085.0,263.0,70.0,163.0,196.0,111.0,938.0,28.0,1180.0,1226.0,169.0,1459.0,333.0,268.0,126.0,71.0,63.0
599,4052.0,50.0,1834.0,5692.0,4221.0,1521.0,346.0,1327.0,897.0,640.0,3451.0,18.0,10154.0,4548.0,506.0,5124.0,87.0,1215.0,728.0,351.0,331.0
599_ref1,23.0,0.0,4.0,2.0,1.0,26.0,45.0,1.0,33.0,44.0,7.0,0.0,19.0,0.0,0.0,88.0,4.0,87.0,42.0,41.0,268.0
599_ref2,14.0,0.0,1.0,1.0,0.0,18.0,32.0,6.0,33.0,40.0,7.0,0.0,8.0,0.0,1.0,39.0,0.0,57.0,45.0,40.0,207.0
6,3.0,0.0,2.0,4.0,1.0,9.0,3.0,39.0,30.0,25.0,0.0,0.0,3.0,1.0,2.0,58.0,0.0,33.0,12.0,21.0,12.0
60,34.0,1.0,1.0,19.0,6.0,11.0,6.0,6.0,15.0,12.0,7.0,0.0,16.0,8.0,5.0,5.0,5.0,14.0,18.0,6.0,5.0
61,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
611,5.0,18.0,67.0,5.0,0.0,439.0,421.0,498.0,347.0,207.0,4.0,5.0,370.0,0.0,1.0,1922.0,227.0,622.0,293.0,116.0,143.0
616,38.0,11.0,8.0,18.0,26.0,87.0,490.0,50.0,29.0,52.0,44.0,3.0,5.0,12.0,19.0,74.0,65.0,173.0,76.0,141.0,8.0
619,5.0,0.0,1.0,3.0,2.0,4.0,4.0,1.0,10.0,0.0,5.0,0.0,5.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0,0.0
622,13.0,0.0,6.0,44.0,5.0,123.0,90.0,29.0,104.0,63.0,4.0,0.0,50.0,5.0,4.0,323.0,0.0,37.0,48.0,37.0,36.0
627,5.0,3.0,3.0,4.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,4.0,9.0,8.0,2.0,7.0,4.0,1.0
631,90.0,4.0,79.0,60.0,54.0,216.0,61.0,70.0,71.0,174.0,57.0,2.0,463.0,33.0,29.0,618.0,10.0,204.0,106.0,70.0,47.0
632,65.0,3.0,31.0,122.0,31.0,80.0,24.0,87.0,98.0,82.0,21.0,9.0,107.0,24.0,18.0,267.0,8.0,59.0,49.0,81.0,56.0
636,10.0,1.0,15.0,11.0,1.0,161.0,652.0,124.0,97.0,99.0,5.0,0.0,29.0,1.0,3.0,651.0,793.0,233.0,87.0,44.0,36.0
638,15.0,4.0,48.0,4.0,1.0,4.0,34.0,2.0,3.0,8.0,3.0,0.0,27.0,14.0,0.0,16.0,3.0,1.0,3.0,0.0,15.0
639,47.0,17.0,9.0,183.0,17.0,12.0,18.0,15.0,15.0,7.0,25.0,0.0,32.0,24.0,9.0,14.0,7.0,11.0,10.0,10.0,2.0
64,120.0,15.0,109.0,235.0,267.0,117.0,3001.0,206.0,215.0,109.0,74.0,4.0,754.0,333.0,51.0,738.0,331.0,262.0,170.0,85.0,45.0
640,204.0,42.0,161.0,227.0,286.0,157.0,73.0,95.0,111.0,144.0,133.0,70.0,428.0,116.0,14.0,190.0,77.0,63.0,39.0,31.0,101.0
642,372.0,53.0,558.0,445.0,405.0,194.0,89.0,117.0,129.0,167.0,359.0,14.0,1546.0,362.0,31.0,280.0,19.0,84.0,49.0,51.0,49.0
648,57.0,42.0,10.0,11.0,4.0,8.0,80.0,8.0,16.0,19.0,32.0,32.0,70.0,3.0,4.0,63.0,21.0,23.0,10.0,3.0,40.0
649,3183.0,268.0,2539.0,4070.0,3145.0,1244.0,238.0,834.0,1037.0,847.0,2576.0,12.0,12910.0,3683.0,400.0,3118.0,143.0,779.0,585.0,327.0,353.0
65,3.0,1.0,1.0,5.0,3.0,3.0,5.0,0.0,6.0,0.0,1.0,2.0,4.0,0.0,0.0,5.0,10.0,6.0,3.0,3.0,0.0
651,137.0,8.0,134.0,254.0,219.0,131.0,25.0,98.0,70.0,86.0,155.0,0.0,528.0,181.0,14.0,180.0,86.0,105.0,41.0,43.0,46.0
652,710.0,12.0,572.0,1734.0,1069.0,324.0,164.0,286.0,319.0,272.0,1147.0,17.0,2726.0,1615.0,138.0,779.0,29.0,143.0,284.0,83.0,247.0
653,38.0,5197.0,33.0,78.0,53.0,111.0,76.0,83.0,67.0,218.0,35.0,1581.0,220.0,90.0,12.0,384.0,20.0,109.0,60.0,55.0,160.0
657,78.0,429.0,148.0,53.0,50.0,52.0,334.0,73.0,56.0,109.0,47.0,528.0,237.0,65.0,13.0,224.0,63.0,108.0,72.0,90.0,102.0
658,5.0,52.0,3.0,12.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0
66,1.0,4.0,58.0,3.0,0.0,194.0,883.0,501.0,166.0,265.0,0.0,4.0,121.0,0.0,0.0,360.0,331.0,283.0,91.0,70.0,214.0
660,13.0,65.0,3.0,66.0,15.0,6.0,32.0,11.0,10.0,8.0,9.0,3.0,16.0,12.0,6.0,6.0,7.0,37.0,6.0,11.0,8.0
666,377.0,28760.0,232.0,307.0,397.0,352.0,492.0,371.0,323.0,201.0,257.0,13491.0,902.0,255.0,39.0,1146.0,309.0,312.0,188.0,80.0,96.0
667,23.0,98.0,8.0,19.0,9.0,9.0,11.0,6.0,19.0,13.0,8.0,17.0,15.0,12.0,11.0,12.0,6.0,15.0,21.0,13.0,5.0
668,14.0,79.0,12.0,31.0,27.0,4.0,10.0,10.0,12.0,21.0,8.0,16.0,33.0,6.0,3.0,22.0,6.0,18.0,21.0,24.0,24.0
673,4764.0,1893.0,5617.0,5981.0,4956.0,5385.0,621.0,3824.0,3449.0,3712.0,4449.0,183.0,21127.0,4752.0,1157.0,24751.0,327.0,6422.0,4160.0,2527.0,2263.0
674,393.0,1017.0,396.0,1280.0,614.0,416.0,150.0,224.0,208.0,183.0,528.0,86.0,2281.0,852.0,104.0,839.0,59.0,307.0,209.0,142.0,74.0
676,416.0,33.0,407.0,778.0,750.0,158.0,137.0,199.0,194.0,139.0,275.0,43.0,1718.0,704.0,74.0,777.0,15.0,240.0,174.0,82.0,46.0
677,1.0,0.0,3.0,1.0,0.0,26.0,57.0,33.0,43.0,42.0,0.0,0.0,5.0,0.0,0.0,52.0,5.0,52.0,12.0,14.0,34.0
683,0.0,3.0,0.0,2.0,1.0,8.0,7.0,5.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,12.0,2.0,10.0,5.0,4.0,3.0
685,1.0,1.0,4.0,5.0,0.0,20.0,46.0,22.0,14.0,27.0,2.0,0.0,8.0,0.0,2.0,90.0,96.0,47.0,17.0,13.0,17.0
689,30.0,15.0,7.0,9.0,18.0,8.0,1.0,4.0,4.0,4.0,14.0,25.0,17.0,6.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0
690,58.0,2051.0,25.0,11.0,29.0,9.0,7.0,1.0,12.0,5.0,26.0,22.0,27.0,24.0,3.0,12.0,181.0,62.0,6.0,5.0,8.0
692,2.0,8.0,87.0,0.0,0.0,1176.0,3609.0,815.0,1122.0,721.0,2.0,0.0,312.0,1.0,0.0,1437.0,981.0,450.0,366.0,128.0,418.0
693,35.0,10.0,16.0,47.0,6.0,91.0,41.0,129.0,71.0,53.0,16.0,3.0,75.0,10.0,13.0,227.0,9.0,93.0,71.0,29.0,78.0
695,1970.0,202.0,3281.0,2607.0,2257.0,1094.0,1901.0,1785.0,954.0,1204.0,2289.0,28.0,14768.0,2377.0,213.0,2518.0,749.0,1606.0,443.0,416.0,315.0
697,8.0,1.0,14.0,18.0,4.0,44.0,187.0,59.0,76.0,69.0,4.0,1.0,18.0,2.0,3.0,81.0,96.0,85.0,48.0,32.0,55.0
7,6.0,6.0,16.0,4.0,1.0,146.0,23.0,136.0,156.0,236.0,3.0,1.0,52.0,2.0,2.0,723.0,21.0,173.0,160.0,58.0,110.0
701,2.0,7.0,2.0,8.0,0.0,152.0,17.0,134.0,77.0,216.0,0.0,0.0,56.0,0.0,0.0,671.0,47.0,144.0,74.0,45.0,96.0
702,8.0,17.0,3.0,10.0,1.0,17.0,38.0,11.0,14.0,19.0,1.0,3.0,25.0,4.0,0.0,17.0,10.0,22.0,36.0,13.0,9.0
703,2.0,1.0,3.0,4.0,2.0,2.0,6.0,5.0,8.0,7.0,1.0,0.0,1.0,4.0,1.0,9.0,0.0,5.0,4.0,3.0,2.0
705,2.0,0.0,15.0,0.0,0.0,251.0,137.0,107.0,101.0,134.0,1.0,0.0,20.0,0.0,1.0,242.0,66.0,130.0,89.0,37.0,41.0
709,158.0,26.0,218.0,435.0,208.0,42.0,175.0,58.0,55.0,35.0,144.0,55.0,984.0,311.0,41.0,86.0,451.0,181.0,45.0,21.0,19.0
711,1.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0
713,244.0,1.0,185.0,849.0,354.0,33.0,8.0,45.0,114.0,66.0,342.0,0.0,673.0,764.0,23.0,61.0,3.0,26.0,39.0,13.0,54.0
715,0.0,0.0,2.0,2.0,0.0,21.0,7.0,4.0,58.0,16.0,0.0,1.0,3.0,1.0,0.0,42.0,60.0,29.0,10.0,5.0,16.0
717,775.0,475.0,1098.0,2561.0,1577.0,765.0,939.0,350.0,592.0,565.0,1193.0,205.0,4392.0,2209.0,147.0,1908.0,286.0,372.0,328.0,149.0,405.0
721,16.0,3.0,23.0,42.0,10.0,108.0,551.0,57.0,92.0,186.0,10.0,3.0,33.0,7.0,3.0,346.0,83.0,101.0,79.0,32.0,91.0
724,61.0,8.0,8.0,50.0,8.0,45.0,15.0,26.0,28.0,27.0,18.0,1.0,20.0,11.0,4.0,26.0,13.0,24.0,31.0,21.0,12.0
727,404.0,3.0,516.0,638.0,454.0,234.0,1.0,212.0,122.0,109.0,422.0,4.0,1930.0,385.0,72.0,682.0,3.0,307.0,95.0,70.0,48.0
729,2272.0,1150.0,1393.0,3823.0,2678.0,1141.0,443.0,827.0,951.0,480.0,1999.0,565.0,6102.0,3427.0,495.0,4744.0,285.0,1140.0,620.0,316.0,225.0
731,69.0,26.0,2603.0,39.0,10.0,8227.0,1897.0,14632.0,7883.0,5325.0,14.0,0.0,8911.0,14.0,13.0,22565.0,3142.0,16047.0,7523.0,2948.0,2952.0
732,7.0,5.0,37.0,5.0,0.0,104.0,40.0,231.0,95.0,127.0,1.0,1.0,143.0,1.0,4.0,497.0,11.0,250.0,89.0,93.0,46.0
734,71.0,42.0,25.0,48.0,43.0,19.0,100.0,57.0,38.0,44.0,56.0,11.0,105.0,45.0,22.0,65.0,38.0,63.0,25.0,19.0,33.0
735,2.0,0.0,5.0,2.0,0.0,9.0,6.0,30.0,32.0,28.0,1.0,0.0,11.0,0.0,0.0,43.0,33.0,19.0,14.0,6.0,9.0
738,3.0,14.0,2.0,6.0,2.0,3.0,189.0,1.0,2.0,4.0,2.0,25.0,4.0,2.0,0.0,3.0,14.0,10.0,7.0,2.0,2.0
739,8.0,1.0,16.0,7.0,2.0,695.0,156.0,672.0,1028.0,940.0,5.0,0.0,90.0,2.0,4.0,1274.0,60.0,349.0,551.0,143.0,885.0
740,29.0,1.0,29.0,23.0,7.0,56.0,120.0,65.0,97.0,31.0,10.0,1.0,35.0,8.0,3.0,68.0,32.0,76.0,70.0,38.0,20.0
741,84.0,5.0,33.0,78.0,26.0,14.0,28.0,8.0,18.0,12.0,15.0,8.0,33.0,19.0,16.0,18.0,6.0,23.0,19.0,21.0,7.0
742,216.0,20.0,295.0,246.0,50.0,1611.0,10117.0,1859.0,1969.0,997.0,44.0,15.0,1432.0,58.0,50.0,5139.0,4423.0,2587.0,1486.0,691.0,401.0
748,2.0,6.0,16.0,2.0,2.0,219.0,129.0,124.0,226.0,109.0,1.0,1.0,36.0,1.0,0.0,262.0,15.0,60.0,100.0,60.0,118.0
749,2.0,6.0,4.0,0.0,0.0,110.0,11.0,64.0,36.0,47.0,1.0,0.0,10.0,0.0,1.0,165.0,23.0,60.0,34.0,33.0,14.0
754,1.0,1.0,1.0,0.0,2.0,150.0,36.0,68.0,164.0,85.0,1.0,1.0,21.0,2.0,1.0,122.0,6.0,80.0,26.0,16.0,36.0
755,0.0,1.0,0.0,5.0,2.0,3.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,1.0
756,3091.0,835.0,1113.0,3017.0,1492.0,711.0,1241.0,423.0,665.0,399.0,797.0,1009.0,985.0,2293.0,722.0,793.0,679.0,1320.0,1646.0,769.0,486.0
760,1200.0,206.0,2420.0,1032.0,970.0,617.0,212.0,379.0,384.0,495.0,913.0,204.0,8705.0,828.0,95.0,1368.0,353.0,382.0,185.0,164.0,192.0
77,23.0,151.0,0.0,30.0,19.0,16.0,8.0,4.0,4.0,19.0,3.0,208.0,2.0,4.0,7.0,31.0,1.0,12.0,18.0,18.0,7.0
772,20.0,35.0,81.0,62.0,13.0,26.0,6.0,21.0,18.0,35.0,16.0,40.0,164.0,27.0,3.0,81.0,5.0,28.0,22.0,22.0,12.0
775,5.0,15.0,24.0,5.0,1.0,396.0,309.0,332.0,399.0,256.0,3.0,20.0,215.0,3.0,0.0,1492.0,93.0,368.0,301.0,166.0,196.0
778,640.0,10.0,406.0,509.0,596.0,287.0,270.0,218.0,311.0,319.0,640.0,11.0,1634.0,627.0,66.0,892.0,50.0,214.0,217.0,112.0,164.0
78,3.0,0.0,3.0,1.0,0.0,80.0,0.0,119.0,51.0,40.0,1.0,1.0,54.0,0.0,0.0,227.0,48.0,124.0,45.0,25.0,16.0
782,5.0,1.0,14.0,3.0,1.0,33.0,10.0,73.0,53.0,60.0,0.0,1.0,5.0,0.0,0.0,57.0,4.0,36.0,44.0,27.0,25.0
783,3143.0,3004.0,935.0,3035.0,3258.0,793.0,626.0,668.0,559.0,325.0,3219.0,1467.0,5633.0,2563.0,131.0,1841.0,702.0,421.0,217.0,105.0,86.0
784,0.0,5.0,2.0,2.0,2.0,37.0,10.0,5.0,15.0,19.0,4.0,8.0,3.0,2.0,0.0,34.0,5.0,13.0,11.0,3.0,8.0
789,2.0,1.0,29.0,3.0,1.0,466.0,493.0,640.0,474.0,371.0,2.0,4.0,119.0,1.0,1.0,653.0,267.0,188.0,165.0,100.0,202.0
790,45.0,29.0,49.0,111.0,33.0,41.0,21.0,74.0,96.0,38.0,24.0,13.0,174.0,21.0,8.0,137.0,49.0,122.0,66.0,25.0,28.0
791,83.0,70.0,15.0,110.0,97.0,53.0,123.0,50.0,55.0,55.0,41.0,109.0,60.0,48.0,27.0,172.0,57.0,58.0,45.0,27.0,44.0
795,151.0,42.0,875.0,237.0,40.0,2028.0,2021.0,2462.0,1558.0,1157.0,24.0,33.0,3591.0,33.0,37.0,5779.0,756.0,2406.0,1050.0,665.0,302.0
796,5.0,12.0,18.0,7.0,0.0,100.0,545.0,168.0,125.0,247.0,0.0,21.0,68.0,1.0,0.0,370.0,282.0,252.0,190.0,91.0,236.0
797,2.0,4.0,1.0,27.0,6.0,23.0,33.0,37.0,23.0,38.0,4.0,4.0,21.0,3.0,3.0,78.0,29.0,22.0,11.0,26.0,31.0
798,17.0,4.0,27.0,10.0,1.0,814.0,62.0,184.0,188.0,272.0,3.0,2.0,37.0,7.0,4.0,851.0,96.0,325.0,204.0,349.0,48.0
800,1.0,1.0,0.0,2.0,0.0,3.0,7.0,6.0,9.0,3.0,1.0,0.0,3.0,0.0,0.0,8.0,6.0,5.0,6.0,1.0,0.0
801,5.0,124.0,6.0,25.0,4.0,4.0,8.0,8.0,20.0,7.0,2.0,16.0,11.0,4.0,4.0,9.0,3.0,8.0,6.0,3.0,20.0
803,1.0,0.0,1.0,2.0,0.0,7.0,9.0,7.0,6.0,20.0,0.0,0.0,2.0,0.0,1.0,9.0,3.0,6.0,7.0,5.0,18.0
804,25.0,2.0,13.0,6.0,22.0,3.0,21.0,3.0,10.0,7.0,6.0,21.0,53.0,4.0,5.0,23.0,10.0,9.0,6.0,5.0,2.0
805,162.0,99.0,429.0,98.0,105.0,214.0,85.0,104.0,78.0,155.0,237.0,756.0,845.0,151.0,12.0,230.0,96.0,90.0,24.0,20.0,45.0
807,2.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,6.0,7.0,2.0
808,107.0,12.0,13.0,44.0,16.0,11.0,54.0,10.0,20.0,15.0,37.0,10.0,17.0,10.0,6.0,31.0,28.0,18.0,33.0,17.0,11.0
809,264.0,6.0,250.0,482.0,273.0,102.0,233.0,95.0,83.0,83.0,144.0,10.0,574.0,185.0,47.0,191.0,37.0,147.0,70.0,95.0,39.0
81,28.0,103.0,19.0,24.0,33.0,31.0,48.0,13.0,23.0,54.0,61.0,54.0,415.0,18.0,1.0,38.0,20.0,12.0,4.0,12.0,19.0
811,73.0,195.0,44.0,138.0,137.0,19.0,77.0,29.0,35.0,16.0,61.0,132.0,140.0,145.0,34.0,48.0,18.0,56.0,32.0,29.0,14.0
812,2.0,3.0,0.0,2.0,0.0,5.0,4.0,2.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,9.0,3.0,3.0,5.0,11.0,2.0
813,40.0,24.0,25.0,147.0,30.0,77.0,66.0,160.0,74.0,68.0,21.0,21.0,73.0,34.0,17.0,347.0,38.0,62.0,52.0,71.0,20.0
819,3.0,3.0,146.0,20.0,1.0,3424.0,302.0,2568.0,1740.0,1295.0,2.0,1.0,712.0,3.0,0.0,8870.0,398.0,1321.0,881.0,535.0,394.0
821,2.0,0.0,1.0,0.0,0.0,94.0,611.0,41.0,59.0,153.0,0.0,0.0,11.0,0.0,0.0,325.0,182.0,77.0,29.0,33.0,49.0
823,32.0,1.0,12.0,40.0,6.0,32.0,14.0,35.0,62.0,24.0,4.0,1.0,44.0,12.0,11.0,23.0,20.0,30.0,25.0,28.0,10.0
830,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,1.0,6.0,2.0
833,128.0,9.0,116.0,255.0,158.0,67.0,72.0,64.0,63.0,167.0,158.0,136.0,494.0,158.0,19.0,54.0,27.0,46.0,20.0,19.0,62.0
835,7.0,1.0,2.0,5.0,1.0,4.0,1.0,3.0,10.0,2.0,4.0,1.0,7.0,4.0,2.0,5.0,2.0,3.0,0.0,0.0,1.0
837,171.0,12.0,121.0,154.0,125.0,100.0,35.0,99.0,57.0,114.0,153.0,12.0,628.0,161.0,25.0,169.0,15.0,171.0,61.0,52.0,52.0
838,28111.0,1312.0,21435.0,52773.0,30997.0,12110.0,2385.0,6722.0,7310.0,4352.0,23726.0,3737.0,41398.0,47041.0,3631.0,16629.0,1623.0,5375.0,3140.0,2161.0,2078.0
839,17.0,2.0,34.0,91.0,15.0,101.0,14.0,74.0,38.0,71.0,14.0,2.0,83.0,11.0,8.0,585.0,11.0,48.0,19.0,32.0,28.0
841,16.0,719.0,62.0,103.0,39.0,11.0,26.0,13.0,17.0,6.0,16.0,297.0,275.0,96.0,0.0,39.0,3.0,12.0,12.0,7.0,67.0
842,513.0,8188.0,852.0,2502.0,1528.0,258.0,667.0,171.0,247.0,230.0,866.0,2630.0,3402.0,2137.0,250.0,1102.0,307.0,226.0,151.0,100.0,230.0
843,26.0,65.0,19.0,39.0,2.0,265.0,140.0,519.0,245.0,977.0,4.0,100.0,164.0,5.0,3.0,823.0,107.0,620.0,391.0,218.0,1131.0
848,15.0,10.0,16.0,4.0,8.0,32.0,9.0,14.0,7.0,8.0,3.0,7.0,76.0,14.0,1.0,21.0,17.0,14.0,4.0,6.0,9.0
850,19.0,13.0,40.0,7.0,1.0,560.0,3728.0,593.0,508.0,359.0,4.0,14.0,257.0,0.0,1.0,2203.0,467.0,704.0,680.0,177.0,145.0
853,409.0,686.0,417.0,541.0,200.0,447.0,680.0,165.0,247.0,156.0,491.0,243.0,1528.0,759.0,45.0,1089.0,142.0,308.0,207.0,120.0,182.0
854,0.0,11.0,3.0,5.0,0.0,51.0,18.0,19.0,26.0,25.0,0.0,6.0,22.0,3.0,1.0,8.0,10.0,11.0,5.0,3.0,6.0
857,19.0,57.0,433.0,42.0,2.0,3628.0,672.0,4108.0,2377.0,5395.0,6.0,14.0,1241.0,3.0,3.0,4085.0,8397.0,2981.0,1453.0,873.0,1402.0
859,42.0,57.0,44.0,93.0,10.0,84.0,21.0,61.0,64.0,71.0,29.0,55.0,158.0,26.0,19.0,74.0,2.0,52.0,36.0,26.0,30.0
860,99.0,57.0,29.0,180.0,138.0,46.0,73.0,28.0,58.0,40.0,61.0,51.0,54.0,42.0,44.0,62.0,49.0,59.0,82.0,53.0,18.0
862,131.0,16.0,60.0,206.0,49.0,50.0,35.0,34.0,61.0,45.0,34.0,9.0,99.0,65.0,30.0,66.0,25.0,67.0,134.0,125.0,38.0
868,24.0,0.0,8.0,58.0,47.0,5.0,49.0,9.0,14.0,13.0,16.0,2.0,298.0,41.0,7.0,19.0,2.0,4.0,15.0,7.0,3.0
869,12.0,0.0,1.0,5.0,5.0,3.0,3.0,6.0,9.0,8.0,6.0,8.0,4.0,1.0,5.0,3.0,1.0,9.0,6.0,3.0,4.0
87,1.0,3.0,85.0,6.0,1.0,310.0,1.0,946.0,2602.0,434.0,3.0,3.0,2172.0,15.0,1.0,1065.0,5.0,266.0,1875.0,229.0,233.0
870,1.0,1.0,4.0,0.0,1.0,18.0,64.0,21.0,20.0,48.0,1.0,0.0,13.0,0.0,0.0,94.0,6.0,38.0,16.0,10.0,20.0
871,2.0,550.0,1.0,2.0,6.0,5.0,3.0,23.0,5.0,10.0,10.0,29.0,7.0,2.0,0.0,24.0,10.0,8.0,1.0,2.0,2.0
879,1.0,0.0,6.0,0.0,0.0,47.0,91.0,32.0,23.0,77.0,0.0,0.0,30.0,0.0,0.0,76.0,85.0,24.0,16.0,13.0,43.0
880,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0
882,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0
887,0.0,5.0,18.0,1.0,0.0,23.0,240.0,55.0,80.0,185.0,0.0,0.0,118.0,0.0,0.0,111.0,57.0,87.0,58.0,33.0,115.0
888,201.0,65.0,131.0,440.0,303.0,52.0,114.0,81.0,47.0,70.0,235.0,3.0,328.0,373.0,47.0,214.0,53.0,32.0,34.0,25.0,23.0
89,43.0,56.0,11.0,80.0,50.0,7.0,88.0,19.0,9.0,31.0,35.0,93.0,67.0,63.0,20.0,30.0,29.0,28.0,5.0,5.0,40.0
892,0.0,9.0,56.0,1.0,0.0,176.0,1118.0,164.0,117.0,220.0,0.0,5.0,199.0,0.0,1.0,252.0,550.0,295.0,48.0,60.0,44.0
897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
