strain_id,A_MTX_5-FC.SSH1_PIS1,A_MTX_Fluconazole.SSH1_PIS1,A_MTX_Metformin.SSH1_PIS1,A_MTX_Trifluoperazine.SSH1_PIS1,A_MTX_noDrug.SSH1_PIS1,A_noMTX_5-FC.SSH1_PIS1,A_noMTX_Fluconazole.SSH1_PIS1,A_noMTX_Metformin.SSH1_PIS1,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_noDrug.SSH1_PIS1,B_MTX_5-FC.SSH1_PIS1,B_MTX_Fluconazole.SSH1_PIS1,B_MTX_Metformin.SSH1_PIS1,B_MTX_Trifluoperazine.SSH1_PIS1,B_MTX_noDrug.SSH1_PIS1,B_noMTX_5-FC.SSH1_PIS1,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Metformin.SSH1_PIS1,B_noMTX_Trifluoperazine.SSH1_PIS1,B_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.SSH1_PIS1
541,1.0,1.0,7.0,12.0,4.0,51.0,36.0,245.0,35.0,27.0,8.0,0.0,20.0,2.0,9.0,104.0,128.0,173.0,80.0,112.0,2.0
543,2.0,0.0,4.0,2.0,3.0,31.0,496.0,29.0,10.0,9.0,3.0,0.0,12.0,2.0,7.0,37.0,3.0,22.0,33.0,13.0,13.0
545,51.0,306.0,18.0,38.0,39.0,32.0,13.0,33.0,26.0,15.0,241.0,154.0,214.0,52.0,45.0,39.0,21.0,44.0,111.0,28.0,34.0
546,14.0,12.0,5.0,22.0,7.0,222.0,118.0,110.0,111.0,184.0,6.0,2.0,36.0,6.0,10.0,271.0,25.0,170.0,307.0,125.0,6.0
557,9.0,2.0,2.0,5.0,10.0,92.0,20.0,171.0,69.0,57.0,11.0,0.0,23.0,4.0,7.0,82.0,15.0,149.0,95.0,66.0,5.0
559,3.0,10.0,39.0,10.0,3.0,15.0,0.0,100.0,36.0,30.0,9.0,5.0,162.0,1.0,6.0,41.0,3.0,56.0,121.0,33.0,0.0
564,11.0,25.0,11.0,28.0,4.0,18.0,9.0,29.0,17.0,13.0,13.0,10.0,46.0,8.0,2.0,22.0,6.0,28.0,36.0,22.0,3.0
567,13.0,16.0,25.0,19.0,16.0,312.0,34.0,490.0,57.0,273.0,12.0,8.0,74.0,5.0,25.0,292.0,12.0,366.0,285.0,287.0,69.0
57,1.0,0.0,2.0,2.0,0.0,4.0,44.0,14.0,7.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,34.0,20.0,11.0,5.0,3.0
571,88.0,63.0,103.0,225.0,25.0,213.0,54.0,76.0,30.0,18.0,190.0,38.0,1656.0,152.0,8.0,214.0,9.0,37.0,110.0,57.0,3.0
574,2.0,1.0,2.0,2.0,0.0,26.0,1.0,53.0,29.0,1.0,3.0,0.0,25.0,0.0,0.0,43.0,34.0,39.0,30.0,11.0,3.0
576,3.0,4.0,2.0,4.0,0.0,1.0,0.0,9.0,6.0,1.0,4.0,10.0,6.0,0.0,1.0,7.0,4.0,3.0,1.0,4.0,0.0
578,302.0,1385.0,415.0,1407.0,1041.0,306.0,402.0,348.0,171.0,175.0,452.0,2963.0,5522.0,1464.0,445.0,315.0,287.0,574.0,512.0,278.0,34.0
58,3.0,2.0,0.0,7.0,5.0,28.0,16.0,54.0,47.0,12.0,3.0,0.0,8.0,3.0,1.0,40.0,22.0,66.0,133.0,14.0,37.0
581,1.0,2.0,6.0,3.0,1.0,643.0,680.0,422.0,41.0,418.0,3.0,2.0,14.0,2.0,1.0,614.0,769.0,612.0,349.0,430.0,51.0
586,6.0,12.0,6.0,10.0,7.0,1105.0,57.0,1297.0,242.0,309.0,7.0,7.0,56.0,4.0,3.0,921.0,14.0,1024.0,1133.0,507.0,34.0
588,17.0,1.0,13.0,14.0,20.0,16.0,19.0,40.0,8.0,19.0,19.0,3.0,41.0,11.0,15.0,21.0,18.0,43.0,25.0,21.0,3.0
589,3.0,32.0,7.0,2.0,1.0,676.0,1250.0,710.0,213.0,407.0,10.0,22.0,25.0,1.0,7.0,620.0,564.0,870.0,496.0,569.0,7.0
590,73.0,1.0,50.0,36.0,24.0,227.0,12.0,263.0,68.0,347.0,436.0,15.0,246.0,23.0,20.0,131.0,9.0,309.0,181.0,258.0,12.0
596,1.0,1.0,4.0,11.0,0.0,31.0,147.0,95.0,47.0,25.0,4.0,2.0,15.0,1.0,0.0,218.0,136.0,77.0,77.0,70.0,6.0
598,297.0,81.0,264.0,107.0,40.0,1060.0,191.0,1565.0,839.0,886.0,1454.0,90.0,577.0,88.0,39.0,1077.0,276.0,1688.0,2300.0,839.0,29.0
599,179.0,3.0,197.0,125.0,69.0,614.0,14.0,829.0,132.0,206.0,891.0,124.0,391.0,70.0,93.0,688.0,81.0,708.0,479.0,305.0,60.0
599_ref1,149.0,0.0,39.0,18.0,23.0,432.0,1.0,16.0,26.0,16.0,501.0,0.0,187.0,20.0,24.0,546.0,1.0,56.0,53.0,38.0,181.0
599_ref2,138.0,0.0,52.0,9.0,1.0,353.0,3.0,45.0,11.0,39.0,319.0,0.0,369.0,13.0,8.0,437.0,8.0,70.0,83.0,44.0,182.0
6,4.0,0.0,5.0,5.0,2.0,815.0,75.0,1927.0,476.0,997.0,6.0,1.0,46.0,1.0,0.0,865.0,63.0,2302.0,1348.0,962.0,57.0
60,50.0,1.0,20.0,60.0,41.0,19.0,578.0,35.0,20.0,23.0,194.0,1.0,46.0,53.0,35.0,73.0,101.0,103.0,64.0,47.0,7.0
61,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
611,5.0,10.0,3.0,10.0,1.0,11.0,3.0,18.0,3.0,4.0,7.0,7.0,5.0,0.0,2.0,13.0,2.0,15.0,12.0,9.0,8.0
616,245.0,20.0,563.0,1907.0,58.0,786.0,100.0,791.0,380.0,182.0,920.0,108.0,3166.0,154.0,150.0,626.0,6.0,642.0,773.0,446.0,21.0
619,2.0,6.0,3.0,3.0,4.0,18.0,3.0,20.0,9.0,17.0,14.0,2.0,16.0,1.0,6.0,21.0,2.0,19.0,23.0,17.0,3.0
622,2.0,1.0,4.0,7.0,5.0,567.0,143.0,1171.0,130.0,401.0,13.0,1.0,19.0,1.0,3.0,586.0,1.0,736.0,515.0,430.0,24.0
627,3.0,1.0,2.0,8.0,8.0,22.0,1.0,30.0,13.0,11.0,15.0,0.0,32.0,2.0,7.0,27.0,3.0,21.0,26.0,19.0,4.0
631,63.0,6.0,1024.0,19.0,33.0,4320.0,148.0,5667.0,920.0,1863.0,192.0,2.0,4273.0,16.0,29.0,2724.0,330.0,2633.0,2545.0,2856.0,6.0
632,32.0,97.0,54.0,243.0,69.0,592.0,43.0,933.0,255.0,526.0,76.0,67.0,352.0,63.0,81.0,720.0,242.0,598.0,808.0,475.0,26.0
636,3.0,6.0,9.0,7.0,10.0,586.0,8.0,1040.0,296.0,230.0,2.0,1.0,30.0,2.0,6.0,859.0,2.0,680.0,836.0,407.0,11.0
638,5.0,0.0,6.0,1.0,0.0,9.0,23.0,16.0,7.0,5.0,9.0,1.0,9.0,1.0,7.0,4.0,0.0,11.0,50.0,18.0,11.0
639,19.0,4.0,17.0,45.0,31.0,8.0,5.0,35.0,13.0,12.0,37.0,2.0,97.0,15.0,31.0,18.0,7.0,25.0,18.0,20.0,3.0
64,15.0,12.0,9.0,51.0,12.0,9.0,3.0,32.0,10.0,5.0,16.0,9.0,104.0,18.0,7.0,13.0,8.0,22.0,20.0,18.0,1.0
640,49.0,1.0,50.0,69.0,17.0,559.0,42.0,658.0,199.0,528.0,204.0,0.0,621.0,38.0,4.0,632.0,19.0,745.0,1033.0,575.0,13.0
642,413.0,38.0,225.0,245.0,153.0,830.0,19.0,775.0,159.0,629.0,1776.0,38.0,1177.0,142.0,547.0,929.0,99.0,663.0,1242.0,728.0,19.0
648,2409.0,1409.0,153.0,110.0,105.0,1147.0,659.0,829.0,105.0,405.0,8705.0,761.0,745.0,161.0,640.0,825.0,84.0,462.0,290.0,426.0,68.0
649,454.0,27.0,408.0,225.0,222.0,288.0,9.0,394.0,36.0,197.0,1847.0,29.0,5014.0,176.0,558.0,379.0,28.0,354.0,733.0,431.0,13.0
65,7.0,4.0,2.0,22.0,3.0,10.0,27.0,68.0,10.0,15.0,3.0,1.0,30.0,6.0,7.0,16.0,1.0,50.0,62.0,31.0,3.0
651,41.0,0.0,226.0,88.0,19.0,139.0,9.0,101.0,23.0,26.0,216.0,4.0,429.0,72.0,63.0,163.0,32.0,97.0,297.0,121.0,36.0
652,121.0,3.0,151.0,80.0,31.0,593.0,172.0,377.0,114.0,286.0,226.0,5.0,537.0,42.0,67.0,403.0,177.0,492.0,331.0,463.0,57.0
653,25.0,66.0,48.0,85.0,22.0,550.0,88.0,1436.0,235.0,596.0,16.0,63.0,287.0,99.0,8.0,392.0,243.0,1235.0,975.0,358.0,27.0
657,215.0,50.0,140.0,35.0,38.0,463.0,112.0,803.0,373.0,359.0,1439.0,12.0,230.0,24.0,35.0,410.0,148.0,1038.0,906.0,616.0,19.0
658,19.0,0.0,4.0,14.0,6.0,3.0,2.0,7.0,1.0,5.0,26.0,6.0,15.0,2.0,1.0,6.0,0.0,9.0,7.0,7.0,2.0
66,0.0,3.0,1.0,5.0,1.0,1.0,6.0,8.0,3.0,0.0,1.0,0.0,14.0,1.0,0.0,6.0,4.0,7.0,2.0,5.0,0.0
660,7.0,1.0,4.0,15.0,23.0,5.0,4.0,28.0,6.0,11.0,45.0,3.0,20.0,10.0,10.0,10.0,3.0,18.0,29.0,15.0,1.0
666,793.0,200.0,134.0,236.0,158.0,197.0,465.0,494.0,122.0,221.0,1646.0,203.0,1005.0,272.0,251.0,352.0,595.0,476.0,374.0,128.0,28.0
667,23.0,16.0,203.0,64.0,40.0,80.0,26.0,41.0,22.0,40.0,51.0,8.0,4143.0,145.0,13.0,103.0,6.0,54.0,53.0,55.0,3.0
668,11.0,10.0,7.0,12.0,15.0,6.0,7.0,20.0,12.0,12.0,9.0,7.0,40.0,5.0,6.0,20.0,1.0,23.0,21.0,12.0,0.0
673,3594.0,42.0,4046.0,2290.0,747.0,18596.0,3774.0,21540.0,6627.0,9385.0,10371.0,35.0,25182.0,1404.0,739.0,19638.0,1063.0,16773.0,15928.0,14086.0,1685.0
674,8.0,49.0,29.0,22.0,20.0,25.0,7.0,45.0,8.0,12.0,21.0,7.0,67.0,19.0,20.0,36.0,3.0,32.0,27.0,16.0,4.0
676,1187.0,65.0,667.0,645.0,421.0,1309.0,202.0,1712.0,474.0,1178.0,2740.0,41.0,6396.0,338.0,154.0,1633.0,259.0,2180.0,1776.0,1223.0,24.0
677,0.0,0.0,4.0,0.0,0.0,141.0,4.0,196.0,43.0,73.0,0.0,1.0,3.0,0.0,0.0,112.0,4.0,180.0,133.0,69.0,3.0
683,2.0,1.0,1.0,1.0,1.0,858.0,44.0,780.0,240.0,685.0,1.0,1.0,10.0,0.0,2.0,841.0,1.0,787.0,1004.0,611.0,46.0
685,0.0,7.0,5.0,0.0,0.0,1260.0,821.0,1686.0,299.0,717.0,7.0,2.0,7.0,0.0,0.0,961.0,279.0,1289.0,948.0,492.0,53.0
689,808.0,2723.0,237.0,478.0,152.0,196.0,6.0,91.0,14.0,126.0,4576.0,905.0,2088.0,375.0,110.0,85.0,6.0,121.0,204.0,85.0,4.0
690,15.0,2.0,8.0,12.0,8.0,9.0,7.0,41.0,7.0,19.0,16.0,21.0,230.0,4.0,0.0,24.0,1.0,34.0,37.0,15.0,4.0
692,0.0,0.0,0.0,0.0,0.0,524.0,88.0,1116.0,181.0,526.0,0.0,1.0,7.0,0.0,0.0,459.0,8.0,769.0,517.0,488.0,11.0
693,9.0,29.0,12.0,29.0,15.0,16.0,5.0,41.0,6.0,8.0,29.0,4.0,40.0,11.0,40.0,9.0,2.0,17.0,24.0,7.0,11.0
695,27.0,7.0,48.0,65.0,32.0,59.0,14.0,116.0,30.0,56.0,45.0,6.0,167.0,20.0,34.0,40.0,9.0,96.0,81.0,78.0,5.0
697,2.0,2.0,5.0,4.0,2.0,21.0,12.0,61.0,19.0,9.0,6.0,2.0,24.0,6.0,3.0,16.0,8.0,38.0,40.0,34.0,2.0
7,23.0,0.0,338.0,41.0,10.0,237.0,124.0,107.0,54.0,68.0,65.0,19.0,149.0,64.0,2.0,174.0,0.0,77.0,91.0,261.0,3.0
701,0.0,10.0,4.0,1.0,0.0,1537.0,186.0,1985.0,560.0,1383.0,1.0,11.0,20.0,1.0,1.0,1471.0,698.0,2398.0,1912.0,1420.0,79.0
702,2.0,12.0,22.0,6.0,3.0,602.0,336.0,801.0,133.0,254.0,3.0,1.0,23.0,1.0,2.0,664.0,604.0,896.0,361.0,752.0,48.0
703,6.0,3.0,6.0,9.0,2.0,11.0,0.0,11.0,3.0,4.0,8.0,0.0,20.0,4.0,3.0,14.0,4.0,10.0,8.0,5.0,2.0
705,0.0,0.0,1.0,1.0,0.0,111.0,6.0,374.0,64.0,41.0,0.0,0.0,5.0,1.0,0.0,81.0,26.0,58.0,218.0,65.0,1.0
709,9.0,12.0,16.0,25.0,17.0,235.0,12.0,780.0,272.0,456.0,15.0,0.0,46.0,16.0,33.0,324.0,14.0,667.0,705.0,395.0,14.0
711,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,2.0
713,251.0,0.0,268.0,523.0,34.0,19.0,2.0,50.0,23.0,20.0,167.0,5.0,220.0,306.0,15.0,11.0,1.0,38.0,106.0,25.0,15.0
715,0.0,2.0,0.0,0.0,0.0,724.0,187.0,886.0,220.0,168.0,2.0,0.0,4.0,0.0,0.0,366.0,0.0,744.0,821.0,304.0,51.0
717,251.0,25.0,291.0,351.0,148.0,94.0,40.0,84.0,33.0,58.0,768.0,4.0,811.0,179.0,205.0,140.0,9.0,72.0,123.0,98.0,37.0
721,5.0,10.0,9.0,14.0,0.0,170.0,199.0,49.0,8.0,45.0,6.0,3.0,12.0,4.0,5.0,95.0,47.0,72.0,105.0,64.0,13.0
724,3.0,19.0,15.0,18.0,8.0,702.0,193.0,602.0,142.0,153.0,19.0,4.0,42.0,9.0,10.0,334.0,6.0,516.0,550.0,270.0,13.0
727,185.0,17.0,816.0,490.0,158.0,110.0,7.0,204.0,46.0,36.0,300.0,10.0,1103.0,254.0,90.0,127.0,13.0,152.0,74.0,76.0,20.0
729,846.0,862.0,3619.0,11370.0,3294.0,1400.0,1127.0,1552.0,339.0,747.0,4164.0,2102.0,15313.0,9576.0,3483.0,1443.0,527.0,1211.0,1107.0,467.0,39.0
731,19.0,10.0,110.0,26.0,5.0,1091.0,177.0,1234.0,321.0,2242.0,26.0,2.0,194.0,21.0,3.0,1078.0,186.0,2585.0,302.0,1262.0,103.0
732,2.0,3.0,13.0,2.0,1.0,14.0,8.0,59.0,16.0,65.0,4.0,2.0,23.0,0.0,2.0,25.0,12.0,46.0,20.0,31.0,1.0
734,184.0,4.0,8.0,23.0,100.0,93.0,3.0,34.0,18.0,121.0,800.0,10.0,221.0,49.0,45.0,44.0,1.0,87.0,40.0,30.0,5.0
735,1.0,0.0,2.0,0.0,0.0,389.0,36.0,873.0,220.0,638.0,3.0,0.0,8.0,0.0,0.0,496.0,6.0,706.0,614.0,434.0,7.0
738,106.0,109.0,53.0,25.0,14.0,145.0,65.0,385.0,133.0,154.0,255.0,53.0,84.0,78.0,18.0,113.0,12.0,310.0,267.0,143.0,10.0
739,42.0,4.0,18.0,33.0,25.0,3651.0,2355.0,5262.0,2101.0,2234.0,17.0,2.0,74.0,18.0,38.0,3941.0,2042.0,4709.0,6933.0,3669.0,790.0
740,6.0,16.0,20.0,26.0,6.0,20.0,16.0,61.0,16.0,21.0,18.0,2.0,73.0,7.0,2.0,23.0,30.0,35.0,25.0,22.0,4.0
741,23.0,32.0,28.0,70.0,48.0,12.0,5.0,23.0,6.0,3.0,60.0,19.0,137.0,19.0,59.0,12.0,8.0,18.0,12.0,8.0,1.0
742,38.0,41.0,52.0,384.0,70.0,208.0,193.0,569.0,361.0,278.0,58.0,45.0,352.0,70.0,64.0,352.0,131.0,690.0,1371.0,547.0,64.0
748,3.0,4.0,7.0,1.0,3.0,14.0,6.0,18.0,14.0,7.0,5.0,4.0,18.0,4.0,3.0,22.0,2.0,14.0,15.0,8.0,5.0
749,5.0,1.0,0.0,3.0,4.0,8.0,2.0,17.0,5.0,6.0,2.0,1.0,10.0,2.0,1.0,9.0,5.0,15.0,10.0,12.0,0.0
754,4.0,2.0,3.0,8.0,6.0,214.0,5.0,1364.0,119.0,247.0,4.0,1.0,24.0,6.0,3.0,174.0,38.0,476.0,377.0,286.0,9.0
755,6.0,2.0,0.0,2.0,3.0,6.0,14.0,66.0,30.0,33.0,5.0,0.0,3.0,2.0,1.0,13.0,2.0,89.0,43.0,44.0,3.0
756,601.0,373.0,889.0,2033.0,708.0,928.0,303.0,877.0,488.0,645.0,1081.0,240.0,2615.0,2184.0,662.0,905.0,246.0,1208.0,1676.0,937.0,134.0
760,448.0,216.0,1356.0,843.0,484.0,532.0,22.0,339.0,98.0,313.0,594.0,112.0,10443.0,329.0,355.0,579.0,24.0,191.0,231.0,488.0,23.0
77,26.0,3.0,9.0,11.0,9.0,124.0,11.0,212.0,27.0,217.0,53.0,5.0,91.0,6.0,6.0,183.0,11.0,78.0,132.0,77.0,3.0
772,5.0,42.0,8.0,21.0,1.0,16.0,13.0,108.0,13.0,11.0,19.0,41.0,27.0,4.0,5.0,9.0,2.0,28.0,18.0,8.0,1.0
775,0.0,16.0,15.0,13.0,0.0,132.0,54.0,125.0,40.0,28.0,6.0,11.0,52.0,3.0,1.0,191.0,155.0,131.0,205.0,309.0,18.0
778,44.0,5.0,8.0,13.0,19.0,280.0,27.0,231.0,220.0,253.0,61.0,3.0,60.0,14.0,16.0,417.0,65.0,216.0,528.0,144.0,39.0
78,1.0,1.0,1.0,8.0,5.0,313.0,0.0,913.0,46.0,388.0,1.0,0.0,8.0,3.0,1.0,528.0,5.0,513.0,757.0,406.0,2.0
782,1.0,1.0,4.0,1.0,0.0,15.0,7.0,55.0,6.0,10.0,1.0,1.0,11.0,0.0,2.0,41.0,16.0,20.0,20.0,14.0,7.0
783,18.0,135.0,24.0,36.0,25.0,31.0,23.0,34.0,12.0,19.0,41.0,167.0,88.0,15.0,21.0,28.0,16.0,45.0,21.0,19.0,2.0
784,0.0,4.0,0.0,3.0,0.0,2.0,7.0,13.0,7.0,8.0,0.0,6.0,7.0,3.0,3.0,10.0,1.0,17.0,13.0,8.0,2.0
789,2.0,1.0,3.0,4.0,2.0,14.0,5.0,31.0,23.0,15.0,2.0,3.0,13.0,0.0,0.0,18.0,3.0,26.0,39.0,20.0,5.0
790,19.0,33.0,17.0,43.0,23.0,378.0,144.0,1012.0,196.0,267.0,36.0,64.0,74.0,21.0,27.0,447.0,184.0,723.0,509.0,554.0,57.0
791,14.0,62.0,20.0,107.0,31.0,13.0,10.0,33.0,12.0,13.0,22.0,67.0,110.0,27.0,44.0,15.0,11.0,15.0,22.0,9.0,7.0
795,47.0,22.0,299.0,124.0,24.0,3537.0,5383.0,4106.0,751.0,2151.0,111.0,19.0,755.0,54.0,31.0,3919.0,3845.0,4328.0,2465.0,2883.0,197.0
796,2.0,52.0,6.0,6.0,3.0,344.0,627.0,946.0,325.0,331.0,0.0,28.0,13.0,1.0,0.0,404.0,713.0,677.0,748.0,512.0,26.0
797,0.0,7.0,0.0,10.0,5.0,8.0,4.0,22.0,11.0,5.0,3.0,2.0,11.0,1.0,1.0,8.0,1.0,13.0,16.0,10.0,2.0
798,1.0,7.0,6.0,11.0,1.0,1424.0,36.0,1769.0,340.0,642.0,3.0,0.0,21.0,3.0,0.0,1097.0,51.0,1096.0,988.0,758.0,14.0
800,1.0,1.0,3.0,1.0,0.0,10.0,3.0,8.0,7.0,14.0,1.0,2.0,4.0,1.0,0.0,4.0,1.0,12.0,10.0,5.0,0.0
801,44.0,91.0,7.0,3.0,4.0,4.0,1.0,9.0,15.0,5.0,40.0,89.0,60.0,0.0,2.0,9.0,0.0,7.0,28.0,6.0,5.0
803,0.0,0.0,2.0,2.0,0.0,8.0,1.0,23.0,12.0,6.0,0.0,1.0,4.0,0.0,1.0,22.0,0.0,24.0,21.0,18.0,2.0
804,150.0,23.0,99.0,35.0,15.0,420.0,21.0,857.0,84.0,625.0,632.0,32.0,860.0,30.0,36.0,352.0,2.0,494.0,467.0,419.0,2.0
805,162.0,64.0,89.0,181.0,29.0,401.0,18.0,399.0,168.0,417.0,1788.0,1006.0,333.0,135.0,104.0,208.0,4.0,510.0,628.0,315.0,19.0
807,2.0,1.0,2.0,1.0,0.0,14.0,8.0,14.0,7.0,4.0,3.0,1.0,7.0,1.0,0.0,10.0,1.0,14.0,23.0,14.0,2.0
808,17.0,59.0,32.0,39.0,14.0,21.0,8.0,37.0,15.0,14.0,30.0,34.0,54.0,5.0,20.0,13.0,11.0,19.0,27.0,19.0,1.0
809,68.0,7.0,50.0,59.0,61.0,371.0,114.0,797.0,170.0,611.0,92.0,12.0,182.0,34.0,78.0,506.0,3.0,1051.0,755.0,540.0,2.0
81,2.0,12.0,3.0,6.0,6.0,57.0,1.0,25.0,11.0,5.0,1.0,4.0,11.0,2.0,4.0,64.0,1.0,55.0,84.0,333.0,1.0
811,451.0,139.0,223.0,638.0,588.0,823.0,287.0,1397.0,362.0,846.0,2985.0,1094.0,1034.0,907.0,257.0,628.0,147.0,1467.0,1975.0,782.0,20.0
812,1.0,2.0,1.0,9.0,0.0,9.0,3.0,37.0,4.0,6.0,4.0,3.0,23.0,2.0,4.0,10.0,2.0,20.0,21.0,9.0,4.0
813,17.0,149.0,39.0,330.0,51.0,19.0,30.0,91.0,28.0,30.0,38.0,185.0,276.0,67.0,49.0,36.0,16.0,66.0,49.0,44.0,4.0
819,10.0,7.0,7.0,4.0,7.0,630.0,13.0,920.0,195.0,426.0,2.0,7.0,28.0,4.0,2.0,701.0,100.0,352.0,803.0,476.0,35.0
821,5.0,2.0,4.0,0.0,2.0,51.0,19.0,44.0,31.0,34.0,2.0,0.0,10.0,0.0,1.0,65.0,4.0,13.0,105.0,29.0,17.0
823,11.0,19.0,20.0,22.0,24.0,328.0,26.0,911.0,223.0,226.0,14.0,113.0,95.0,10.0,17.0,275.0,9.0,304.0,594.0,249.0,19.0
830,1.0,0.0,0.0,0.0,1.0,5.0,4.0,27.0,5.0,6.0,4.0,0.0,11.0,0.0,2.0,6.0,0.0,14.0,9.0,17.0,2.0
833,31.0,40.0,25.0,63.0,23.0,61.0,51.0,115.0,55.0,81.0,50.0,36.0,127.0,20.0,33.0,87.0,8.0,98.0,67.0,85.0,4.0
835,37.0,30.0,63.0,58.0,28.0,124.0,17.0,248.0,70.0,68.0,61.0,5.0,525.0,31.0,33.0,163.0,7.0,257.0,243.0,280.0,4.0
837,519.0,714.0,607.0,221.0,58.0,643.0,29.0,1338.0,125.0,518.0,1717.0,19.0,1565.0,240.0,159.0,835.0,5.0,878.0,592.0,779.0,14.0
838,28427.0,137773.0,30750.0,80414.0,28534.0,8210.0,3808.0,10726.0,1852.0,7062.0,85374.0,203695.0,84853.0,74779.0,39373.0,9641.0,4166.0,9844.0,7627.0,9406.0,554.0
839,10.0,6.0,21.0,62.0,47.0,22.0,3.0,24.0,6.0,12.0,23.0,4.0,110.0,26.0,28.0,32.0,8.0,27.0,23.0,16.0,4.0
841,115.0,867.0,231.0,67.0,22.0,83.0,16.0,36.0,109.0,61.0,569.0,725.0,1399.0,32.0,14.0,75.0,44.0,65.0,179.0,68.0,56.0
842,558.0,507.0,1000.0,709.0,111.0,606.0,60.0,157.0,68.0,237.0,2142.0,10054.0,968.0,1321.0,162.0,424.0,34.0,479.0,218.0,188.0,4.0
843,9.0,117.0,24.0,21.0,8.0,3529.0,8782.0,12196.0,2139.0,2839.0,24.0,56.0,83.0,11.0,5.0,2971.0,1342.0,6857.0,7922.0,4585.0,378.0
848,2.0,4.0,0.0,1.0,2.0,8.0,4.0,10.0,14.0,8.0,11.0,6.0,54.0,3.0,5.0,15.0,0.0,15.0,30.0,5.0,18.0
850,0.0,17.0,17.0,7.0,1.0,1265.0,5260.0,1540.0,762.0,795.0,4.0,8.0,39.0,1.0,0.0,1836.0,1659.0,2030.0,2996.0,1025.0,137.0
853,119.0,38.0,165.0,43.0,30.0,115.0,34.0,152.0,57.0,59.0,72.0,3.0,3557.0,127.0,29.0,186.0,18.0,111.0,134.0,66.0,28.0
854,0.0,4.0,2.0,2.0,3.0,7.0,17.0,22.0,2.0,6.0,2.0,5.0,6.0,0.0,0.0,13.0,63.0,25.0,12.0,9.0,2.0
857,3.0,23.0,24.0,12.0,3.0,4263.0,3657.0,6160.0,1667.0,4384.0,11.0,15.0,69.0,3.0,5.0,4497.0,458.0,7222.0,5890.0,6167.0,259.0
859,150.0,17.0,33.0,99.0,29.0,272.0,25.0,521.0,140.0,136.0,554.0,19.0,358.0,51.0,39.0,188.0,6.0,614.0,310.0,320.0,27.0
860,17.0,115.0,13.0,347.0,98.0,148.0,20.0,336.0,89.0,89.0,74.0,96.0,185.0,56.0,35.0,180.0,145.0,231.0,161.0,136.0,29.0
862,58.0,50.0,66.0,178.0,112.0,46.0,31.0,146.0,40.0,36.0,138.0,17.0,293.0,72.0,83.0,67.0,20.0,127.0,96.0,80.0,11.0
868,4.0,1.0,51.0,6.0,5.0,23.0,10.0,22.0,19.0,11.0,8.0,0.0,156.0,3.0,0.0,31.0,3.0,39.0,69.0,86.0,25.0
869,5.0,0.0,2.0,7.0,2.0,12.0,0.0,15.0,3.0,2.0,8.0,2.0,15.0,1.0,11.0,6.0,1.0,6.0,11.0,2.0,0.0
87,1.0,6.0,1.0,5.0,1.0,11.0,3.0,24.0,8.0,3.0,2.0,6.0,10.0,1.0,4.0,14.0,2.0,19.0,26.0,4.0,0.0
870,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,11.0,1.0,1.0,9.0,0.0,2.0,2.0,3.0,1.0
871,1.0,4.0,0.0,0.0,1.0,6.0,2.0,6.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,9.0,3.0,10.0,8.0,7.0,0.0
879,0.0,0.0,0.0,0.0,0.0,215.0,1.0,171.0,17.0,81.0,0.0,0.0,2.0,1.0,0.0,149.0,6.0,174.0,134.0,117.0,7.0
880,0.0,1.0,1.0,0.0,0.0,4.0,1.0,9.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,20.0,10.0,6.0,0.0
882,1.0,0.0,2.0,1.0,0.0,7.0,7.0,94.0,29.0,29.0,1.0,4.0,7.0,1.0,0.0,9.0,2.0,71.0,59.0,24.0,2.0
887,1.0,0.0,5.0,0.0,2.0,15.0,7.0,117.0,88.0,44.0,1.0,1.0,12.0,0.0,0.0,41.0,1.0,69.0,113.0,37.0,3.0
888,9.0,0.0,7.0,10.0,7.0,2.0,1.0,12.0,6.0,1.0,18.0,0.0,28.0,9.0,6.0,6.0,0.0,9.0,8.0,4.0,1.0
89,175.0,144.0,40.0,174.0,238.0,121.0,316.0,46.0,13.0,16.0,197.0,234.0,310.0,741.0,80.0,58.0,100.0,71.0,35.0,46.0,24.0
892,0.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,5.0,7.0,6.0,1.0,0.0
897,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
