strain_id,A_MTX_5-FC.SSH1_ERV25,A_MTX_Fluconazole.SSH1_ERV25,A_MTX_Metformin.SSH1_ERV25,A_MTX_Trifluoperazine.SSH1_ERV25,A_MTX_noDrug.SSH1_ERV25,A_noMTX_5-FC.SSH1_ERV25,A_noMTX_Fluconazole.SSH1_ERV25,A_noMTX_Metformin.SSH1_ERV25,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_noDrug.SSH1_ERV25,B_MTX_5-FC.SSH1_ERV25,B_MTX_Fluconazole.SSH1_ERV25,B_MTX_Metformin.SSH1_ERV25,B_MTX_Trifluoperazine.SSH1_ERV25,B_MTX_noDrug.SSH1_ERV25,B_noMTX_5-FC.SSH1_ERV25,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Metformin.SSH1_ERV25,B_noMTX_Trifluoperazine.SSH1_ERV25,B_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_ERV25
541,10.0,6.0,10.0,10.0,8.0,283.0,55.0,78.0,72.0,120.0,15.0,3.0,2.0,5.0,8.0,43.0,7.0,137.0,88.0,269.0,22.0
543,12.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,7.0,10.0
545,181.0,2281.0,44.0,62.0,188.0,80.0,50.0,31.0,20.0,11.0,125.0,1008.0,27.0,65.0,97.0,14.0,99.0,50.0,22.0,123.0,32.0
546,6.0,7.0,44.0,4.0,4.0,797.0,140.0,537.0,692.0,511.0,1.0,11.0,49.0,3.0,1.0,284.0,1792.0,1050.0,815.0,1253.0,123.0
557,21.0,0.0,4.0,12.0,3.0,62.0,8.0,97.0,63.0,18.0,15.0,1.0,11.0,4.0,3.0,28.0,6.0,45.0,36.0,136.0,7.0
559,7.0,5.0,5.0,10.0,10.0,27.0,3.0,8.0,25.0,2.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,68.0,7.0,23.0,2.0
564,513.0,537.0,150.0,160.0,62.0,132.0,49.0,148.0,70.0,126.0,187.0,275.0,89.0,184.0,265.0,104.0,18.0,34.0,150.0,183.0,24.0
567,532.0,36.0,314.0,104.0,214.0,148.0,17.0,195.0,103.0,88.0,131.0,47.0,246.0,57.0,119.0,146.0,105.0,89.0,108.0,329.0,34.0
57,4.0,1.0,9.0,6.0,1.0,437.0,49.0,329.0,196.0,160.0,2.0,0.0,8.0,0.0,2.0,201.0,102.0,204.0,145.0,384.0,27.0
571,393.0,100.0,114.0,103.0,165.0,287.0,44.0,257.0,376.0,254.0,98.0,211.0,161.0,50.0,149.0,71.0,293.0,193.0,199.0,731.0,46.0
574,5.0,1.0,2.0,1.0,1.0,15.0,7.0,14.0,13.0,37.0,3.0,1.0,2.0,0.0,1.0,10.0,301.0,90.0,10.0,49.0,10.0
576,3.0,37.0,4.0,2.0,1.0,137.0,8.0,59.0,83.0,51.0,3.0,23.0,1.0,2.0,1.0,94.0,10.0,58.0,159.0,271.0,32.0
578,2358.0,10575.0,444.0,1165.0,1834.0,574.0,1207.0,460.0,768.0,506.0,1049.0,8162.0,601.0,1589.0,867.0,206.0,557.0,534.0,792.0,1219.0,112.0
58,5.0,0.0,3.0,4.0,1.0,3.0,26.0,11.0,21.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,7.0,10.0,11.0,27.0
581,4.0,6.0,19.0,3.0,2.0,1003.0,164.0,572.0,289.0,572.0,0.0,5.0,24.0,0.0,0.0,336.0,345.0,311.0,425.0,969.0,123.0
586,52.0,40.0,23.0,65.0,17.0,339.0,84.0,324.0,240.0,125.0,36.0,12.0,25.0,13.0,7.0,265.0,153.0,177.0,305.0,394.0,107.0
588,109.0,0.0,20.0,20.0,41.0,36.0,2.0,51.0,33.0,10.0,73.0,2.0,24.0,4.0,13.0,21.0,14.0,14.0,18.0,59.0,1.0
589,2.0,33.0,64.0,7.0,0.0,1088.0,1210.0,1226.0,608.0,622.0,6.0,6.0,53.0,2.0,0.0,928.0,1399.0,925.0,792.0,1478.0,248.0
590,16.0,3.0,6.0,11.0,3.0,88.0,33.0,106.0,76.0,57.0,1.0,0.0,5.0,1.0,2.0,82.0,20.0,69.0,62.0,220.0,34.0
596,2.0,0.0,3.0,4.0,4.0,21.0,12.0,25.0,34.0,17.0,1.0,1.0,4.0,0.0,2.0,18.0,5.0,19.0,24.0,56.0,2.0
598,310.0,72.0,52.0,63.0,76.0,394.0,241.0,506.0,283.0,99.0,66.0,4.0,21.0,97.0,28.0,106.0,43.0,99.0,187.0,291.0,48.0
599,5709.0,31.0,916.0,1972.0,2484.0,1463.0,470.0,1142.0,723.0,778.0,1409.0,80.0,654.0,1474.0,1378.0,531.0,226.0,649.0,540.0,2370.0,229.0
599_ref1,11.0,0.0,28.0,10.0,1.0,364.0,38.0,171.0,71.0,119.0,19.0,1.0,38.0,3.0,0.0,115.0,59.0,72.0,61.0,572.0,770.0
599_ref2,1.0,2.0,12.0,1.0,3.0,409.0,2.0,363.0,144.0,26.0,15.0,0.0,13.0,4.0,0.0,293.0,64.0,74.0,77.0,382.0,759.0
6,37.0,2.0,7.0,5.0,5.0,64.0,4.0,248.0,37.0,127.0,10.0,2.0,14.0,7.0,18.0,49.0,5.0,96.0,52.0,136.0,13.0
60,1890.0,1.0,243.0,1045.0,491.0,436.0,430.0,114.0,567.0,416.0,582.0,2.0,239.0,711.0,278.0,102.0,702.0,405.0,382.0,802.0,77.0
61,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0
611,0.0,11.0,2.0,1.0,0.0,353.0,10.0,183.0,72.0,93.0,0.0,2.0,6.0,0.0,0.0,99.0,526.0,249.0,119.0,292.0,43.0
616,1068.0,270.0,276.0,225.0,531.0,340.0,134.0,227.0,184.0,180.0,435.0,421.0,244.0,222.0,309.0,81.0,52.0,202.0,185.0,536.0,51.0
619,16.0,4.0,2.0,10.0,2.0,9.0,2.0,9.0,13.0,5.0,3.0,0.0,3.0,1.0,1.0,8.0,4.0,7.0,12.0,35.0,2.0
622,44.0,1.0,13.0,41.0,11.0,1265.0,775.0,844.0,421.0,361.0,14.0,3.0,13.0,9.0,9.0,778.0,269.0,493.0,543.0,805.0,157.0
627,217.0,567.0,38.0,83.0,127.0,149.0,743.0,31.0,40.0,27.0,116.0,390.0,29.0,59.0,46.0,41.0,978.0,260.0,44.0,252.0,32.0
631,1226.0,57.0,1296.0,460.0,623.0,1284.0,134.0,1407.0,819.0,1038.0,507.0,3.0,1362.0,305.0,287.0,913.0,41.0,698.0,1082.0,2571.0,195.0
632,160.0,9.0,58.0,128.0,50.0,101.0,19.0,62.0,99.0,34.0,50.0,1.0,82.0,49.0,27.0,68.0,20.0,81.0,65.0,193.0,23.0
636,8.0,1.0,28.0,3.0,2.0,849.0,224.0,168.0,362.0,428.0,4.0,0.0,24.0,4.0,1.0,147.0,657.0,322.0,333.0,753.0,42.0
638,34.0,5.0,7.0,10.0,14.0,14.0,9.0,15.0,9.0,16.0,23.0,0.0,2.0,5.0,7.0,9.0,4.0,7.0,19.0,46.0,15.0
639,126.0,7.0,30.0,65.0,25.0,37.0,10.0,22.0,27.0,23.0,58.0,0.0,17.0,31.0,16.0,11.0,12.0,21.0,31.0,67.0,6.0
64,19.0,10.0,18.0,22.0,13.0,7.0,29.0,27.0,24.0,6.0,15.0,11.0,14.0,31.0,10.0,17.0,17.0,3.0,16.0,25.0,9.0
640,177.0,56.0,28.0,26.0,47.0,540.0,135.0,166.0,250.0,204.0,140.0,149.0,39.0,20.0,7.0,68.0,208.0,164.0,239.0,534.0,106.0
642,1363.0,53.0,106.0,260.0,762.0,735.0,63.0,218.0,661.0,371.0,470.0,21.0,150.0,277.0,203.0,175.0,60.0,178.0,584.0,811.0,123.0
648,683.0,1215.0,28.0,56.0,135.0,242.0,24.0,109.0,98.0,105.0,149.0,1099.0,32.0,52.0,182.0,189.0,39.0,58.0,102.0,298.0,61.0
649,2852.0,56.0,535.0,977.0,797.0,188.0,20.0,94.0,125.0,122.0,592.0,8.0,509.0,467.0,213.0,85.0,146.0,145.0,77.0,300.0,45.0
65,4.0,0.0,1.0,2.0,4.0,8.0,5.0,2.0,11.0,2.0,4.0,0.0,4.0,0.0,4.0,4.0,7.0,4.0,1.0,22.0,3.0
651,153.0,31.0,19.0,46.0,97.0,31.0,746.0,24.0,44.0,16.0,73.0,15.0,45.0,39.0,21.0,35.0,374.0,115.0,28.0,34.0,11.0
652,2210.0,32.0,397.0,672.0,572.0,273.0,531.0,211.0,263.0,163.0,801.0,15.0,564.0,553.0,348.0,144.0,116.0,147.0,189.0,341.0,215.0
653,82.0,531.0,38.0,47.0,38.0,27.0,410.0,25.0,56.0,20.0,13.0,691.0,31.0,21.0,10.0,29.0,550.0,132.0,34.0,101.0,14.0
657,353.0,547.0,68.0,172.0,81.0,181.0,60.0,260.0,144.0,84.0,135.0,1131.0,65.0,41.0,42.0,133.0,126.0,85.0,107.0,270.0,50.0
658,102.0,9.0,21.0,22.0,26.0,36.0,5.0,3.0,10.0,22.0,107.0,0.0,9.0,10.0,10.0,12.0,1.0,9.0,7.0,10.0,7.0
66,4.0,0.0,1.0,0.0,0.0,53.0,17.0,49.0,35.0,34.0,3.0,3.0,0.0,2.0,3.0,18.0,1.0,37.0,30.0,90.0,45.0
660,890.0,294.0,157.0,176.0,192.0,150.0,432.0,41.0,51.0,50.0,232.0,457.0,23.0,104.0,205.0,59.0,354.0,101.0,34.0,161.0,39.0
666,1487.0,9782.0,136.0,257.0,334.0,332.0,16.0,164.0,207.0,205.0,427.0,5454.0,229.0,340.0,127.0,68.0,129.0,189.0,68.0,392.0,72.0
667,509.0,137.0,96.0,205.0,214.0,55.0,170.0,52.0,67.0,90.0,142.0,73.0,250.0,113.0,109.0,51.0,509.0,150.0,126.0,70.0,28.0
668,29.0,25.0,8.0,27.0,9.0,17.0,9.0,14.0,15.0,5.0,13.0,10.0,7.0,9.0,3.0,24.0,18.0,8.0,17.0,132.0,9.0
673,65129.0,446.0,21586.0,31587.0,27573.0,20882.0,3983.0,38273.0,9737.0,10216.0,18996.0,274.0,20648.0,23475.0,23986.0,15809.0,11460.0,12666.0,13156.0,29408.0,5226.0
674,2750.0,753.0,411.0,435.0,341.0,316.0,1138.0,141.0,122.0,144.0,370.0,915.0,152.0,318.0,441.0,193.0,1846.0,534.0,148.0,297.0,113.0
676,760.0,175.0,158.0,455.0,391.0,300.0,115.0,249.0,274.0,283.0,169.0,60.0,256.0,305.0,283.0,159.0,429.0,247.0,402.0,800.0,74.0
677,1.0,1.0,0.0,1.0,0.0,10.0,11.0,4.0,11.0,10.0,1.0,1.0,0.0,1.0,0.0,16.0,5.0,10.0,17.0,20.0,13.0
683,3.0,2.0,1.0,4.0,0.0,84.0,6.0,102.0,70.0,28.0,0.0,0.0,7.0,0.0,0.0,41.0,31.0,34.0,84.0,59.0,26.0
685,2.0,11.0,15.0,1.0,6.0,328.0,213.0,586.0,321.0,226.0,2.0,7.0,8.0,4.0,4.0,184.0,453.0,287.0,312.0,441.0,140.0
689,1850.0,693.0,149.0,283.0,1247.0,528.0,82.0,48.0,250.0,301.0,859.0,1122.0,141.0,363.0,272.0,81.0,155.0,279.0,77.0,595.0,38.0
690,338.0,255.0,258.0,71.0,199.0,47.0,7.0,14.0,25.0,56.0,125.0,218.0,134.0,257.0,57.0,16.0,9.0,27.0,21.0,47.0,21.0
692,0.0,0.0,12.0,0.0,0.0,563.0,51.0,126.0,343.0,332.0,1.0,1.0,10.0,0.0,1.0,67.0,670.0,458.0,422.0,788.0,119.0
693,60.0,17.0,18.0,40.0,11.0,69.0,14.0,21.0,21.0,33.0,10.0,1.0,19.0,10.0,7.0,52.0,111.0,28.0,68.0,172.0,42.0
695,1201.0,32.0,120.0,194.0,329.0,157.0,109.0,76.0,115.0,165.0,451.0,123.0,395.0,256.0,62.0,56.0,43.0,87.0,75.0,337.0,46.0
697,15.0,0.0,2.0,15.0,6.0,26.0,16.0,44.0,29.0,29.0,3.0,0.0,6.0,2.0,3.0,20.0,8.0,50.0,17.0,66.0,13.0
7,190.0,9.0,31.0,23.0,42.0,176.0,1.0,133.0,139.0,86.0,22.0,0.0,5.0,14.0,42.0,42.0,73.0,113.0,160.0,239.0,17.0
701,1.0,9.0,55.0,2.0,1.0,531.0,378.0,736.0,347.0,334.0,0.0,2.0,56.0,1.0,0.0,205.0,293.0,389.0,188.0,1241.0,71.0
702,31.0,5.0,174.0,5.0,0.0,646.0,209.0,849.0,365.0,233.0,2.0,11.0,143.0,4.0,0.0,342.0,485.0,433.0,303.0,762.0,128.0
703,5.0,0.0,35.0,18.0,13.0,374.0,68.0,113.0,221.0,145.0,3.0,2.0,20.0,12.0,1.0,97.0,5.0,253.0,167.0,252.0,33.0
705,28.0,0.0,29.0,0.0,0.0,260.0,16.0,247.0,160.0,132.0,0.0,0.0,23.0,1.0,0.0,95.0,65.0,254.0,225.0,300.0,78.0
709,438.0,51.0,350.0,273.0,140.0,37.0,40.0,58.0,146.0,147.0,158.0,18.0,287.0,365.0,244.0,37.0,35.0,69.0,36.0,422.0,36.0
711,0.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,5.0,4.0,3.0,4.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,6.0,4.0
713,1245.0,15.0,149.0,325.0,690.0,198.0,11.0,79.0,244.0,191.0,400.0,43.0,268.0,203.0,164.0,36.0,68.0,156.0,167.0,530.0,60.0
715,1.0,0.0,5.0,1.0,1.0,87.0,2.0,16.0,85.0,39.0,0.0,3.0,4.0,0.0,0.0,17.0,22.0,25.0,68.0,73.0,26.0
717,2615.0,433.0,404.0,782.0,1315.0,305.0,355.0,88.0,219.0,159.0,581.0,300.0,392.0,808.0,661.0,97.0,222.0,138.0,131.0,362.0,98.0
721,17.0,4.0,12.0,10.0,2.0,174.0,184.0,107.0,75.0,56.0,0.0,5.0,16.0,3.0,3.0,64.0,43.0,51.0,74.0,192.0,49.0
724,19.0,2.0,8.0,20.0,8.0,88.0,9.0,51.0,77.0,49.0,5.0,0.0,12.0,4.0,2.0,53.0,20.0,37.0,126.0,60.0,20.0
727,3491.0,73.0,1614.0,1716.0,1890.0,704.0,35.0,1335.0,273.0,425.0,1153.0,15.0,1207.0,976.0,839.0,445.0,143.0,480.0,416.0,1091.0,121.0
729,4671.0,2665.0,1320.0,1807.0,2158.0,830.0,2509.0,995.0,408.0,468.0,1262.0,1251.0,883.0,1808.0,1929.0,318.0,2012.0,840.0,270.0,1453.0,188.0
731,20.0,17.0,333.0,10.0,0.0,1803.0,2509.0,2986.0,1234.0,1094.0,6.0,0.0,424.0,0.0,0.0,1022.0,707.0,1783.0,1094.0,3192.0,362.0
732,22.0,3.0,17.0,9.0,1.0,183.0,66.0,139.0,112.0,71.0,3.0,0.0,9.0,2.0,1.0,89.0,958.0,312.0,120.0,234.0,38.0
734,19.0,11.0,6.0,12.0,31.0,15.0,7.0,12.0,20.0,7.0,22.0,3.0,10.0,14.0,16.0,7.0,19.0,13.0,9.0,27.0,6.0
735,0.0,0.0,3.0,0.0,0.0,171.0,25.0,64.0,141.0,84.0,1.0,0.0,0.0,0.0,0.0,36.0,81.0,104.0,51.0,312.0,31.0
738,99.0,626.0,28.0,31.0,88.0,33.0,3.0,13.0,16.0,12.0,14.0,2356.0,8.0,23.0,52.0,16.0,24.0,19.0,22.0,138.0,12.0
739,10.0,5.0,104.0,3.0,1.0,2559.0,861.0,1272.0,3174.0,1820.0,8.0,4.0,100.0,0.0,2.0,638.0,1499.0,1911.0,2280.0,5111.0,1859.0
740,13.0,0.0,12.0,5.0,3.0,23.0,10.0,21.0,33.0,12.0,3.0,0.0,31.0,4.0,1.0,21.0,7.0,28.0,15.0,58.0,12.0
741,148.0,10.0,33.0,97.0,37.0,64.0,4.0,55.0,18.0,19.0,54.0,3.0,48.0,30.0,21.0,22.0,7.0,52.0,26.0,87.0,7.0
742,80.0,18.0,86.0,99.0,45.0,448.0,1026.0,761.0,812.0,719.0,32.0,5.0,154.0,29.0,23.0,169.0,1355.0,860.0,463.0,1838.0,96.0
748,17.0,10.0,6.0,14.0,3.0,22.0,155.0,27.0,33.0,7.0,4.0,6.0,6.0,6.0,1.0,15.0,82.0,24.0,27.0,9.0,27.0
749,11.0,0.0,22.0,5.0,1.0,61.0,286.0,30.0,13.0,44.0,1.0,2.0,14.0,1.0,0.0,32.0,1007.0,236.0,8.0,71.0,6.0
754,2.0,2.0,13.0,4.0,1.0,228.0,12.0,158.0,291.0,222.0,2.0,7.0,33.0,1.0,0.0,37.0,11.0,224.0,110.0,528.0,79.0
755,3.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,21.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,7.0,37.0,3.0
756,4813.0,772.0,991.0,1753.0,1623.0,464.0,1831.0,376.0,656.0,461.0,1021.0,778.0,855.0,1648.0,1245.0,205.0,1162.0,773.0,675.0,790.0,385.0
760,2031.0,52.0,1451.0,376.0,589.0,375.0,354.0,583.0,126.0,367.0,327.0,66.0,752.0,394.0,185.0,101.0,28.0,159.0,109.0,478.0,57.0
77,408.0,529.0,212.0,188.0,112.0,229.0,101.0,147.0,187.0,136.0,220.0,154.0,136.0,82.0,172.0,178.0,194.0,97.0,110.0,315.0,68.0
772,27.0,58.0,45.0,16.0,9.0,140.0,12.0,61.0,58.0,106.0,10.0,51.0,21.0,9.0,19.0,71.0,42.0,46.0,90.0,234.0,39.0
775,7.0,16.0,91.0,2.0,3.0,434.0,135.0,708.0,325.0,397.0,0.0,8.0,97.0,1.0,1.0,226.0,126.0,392.0,216.0,784.0,113.0
778,997.0,35.0,184.0,331.0,737.0,576.0,1119.0,499.0,680.0,410.0,361.0,37.0,224.0,237.0,269.0,303.0,751.0,502.0,447.0,1114.0,150.0
78,5.0,1.0,6.0,3.0,2.0,252.0,14.0,212.0,119.0,161.0,3.0,0.0,8.0,0.0,1.0,123.0,1.0,150.0,77.0,196.0,27.0
782,1.0,0.0,24.0,0.0,0.0,65.0,11.0,118.0,64.0,35.0,0.0,1.0,21.0,0.0,0.0,33.0,148.0,89.0,53.0,114.0,15.0
783,2084.0,2403.0,321.0,500.0,911.0,378.0,75.0,110.0,161.0,309.0,703.0,1219.0,196.0,312.0,289.0,69.0,92.0,222.0,145.0,1132.0,39.0
784,9.0,38.0,3.0,3.0,1.0,53.0,38.0,5.0,32.0,21.0,0.0,24.0,0.0,2.0,2.0,16.0,48.0,26.0,10.0,40.0,6.0
789,2.0,0.0,1.0,1.0,0.0,124.0,19.0,43.0,48.0,42.0,1.0,3.0,1.0,0.0,2.0,37.0,68.0,61.0,43.0,209.0,58.0
790,49.0,35.0,41.0,61.0,32.0,215.0,648.0,165.0,178.0,105.0,13.0,6.0,44.0,11.0,8.0,123.0,112.0,104.0,275.0,382.0,124.0
791,74.0,113.0,16.0,67.0,41.0,60.0,27.0,33.0,71.0,39.0,25.0,22.0,27.0,33.0,19.0,47.0,100.0,67.0,48.0,149.0,49.0
795,122.0,16.0,2012.0,46.0,15.0,5753.0,9244.0,7075.0,4153.0,4504.0,66.0,7.0,1930.0,42.0,12.0,2119.0,12411.0,7294.0,3278.0,10351.0,676.0
796,10.0,12.0,64.0,5.0,2.0,765.0,1026.0,1294.0,1017.0,1094.0,4.0,25.0,49.0,1.0,2.0,572.0,1721.0,947.0,1101.0,4135.0,359.0
797,6.0,3.0,5.0,10.0,3.0,17.0,11.0,10.0,28.0,7.0,2.0,3.0,11.0,2.0,1.0,13.0,3.0,6.0,25.0,47.0,10.0
798,6.0,4.0,84.0,1.0,1.0,7891.0,351.0,3006.0,3272.0,4040.0,1.0,3.0,83.0,0.0,0.0,2472.0,157.0,1803.0,4281.0,5604.0,394.0
800,3.0,4.0,1.0,1.0,0.0,6.0,7.0,4.0,17.0,2.0,0.0,2.0,1.0,2.0,0.0,6.0,21.0,5.0,4.0,16.0,2.0
801,53.0,286.0,3.0,25.0,10.0,12.0,8.0,4.0,10.0,1.0,14.0,190.0,13.0,17.0,20.0,2.0,8.0,4.0,7.0,17.0,16.0
803,2.0,0.0,11.0,1.0,1.0,149.0,112.0,58.0,168.0,121.0,0.0,0.0,12.0,0.0,0.0,52.0,5.0,112.0,64.0,319.0,18.0
804,409.0,470.0,456.0,120.0,248.0,142.0,1033.0,32.0,92.0,74.0,168.0,185.0,331.0,104.0,34.0,34.0,683.0,292.0,89.0,187.0,35.0
805,215.0,963.0,71.0,80.0,74.0,118.0,190.0,25.0,35.0,116.0,55.0,1896.0,62.0,41.0,39.0,26.0,7.0,29.0,19.0,78.0,12.0
807,1.0,2.0,1.0,0.0,0.0,18.0,2.0,3.0,14.0,6.0,0.0,0.0,1.0,1.0,0.0,13.0,8.0,10.0,9.0,15.0,4.0
808,15.0,12.0,15.0,14.0,5.0,126.0,50.0,62.0,69.0,37.0,7.0,4.0,20.0,8.0,0.0,49.0,34.0,19.0,39.0,118.0,30.0
809,2496.0,40.0,254.0,554.0,904.0,713.0,104.0,586.0,533.0,399.0,698.0,9.0,571.0,360.0,755.0,300.0,371.0,527.0,560.0,1049.0,162.0
81,322.0,41.0,25.0,56.0,75.0,185.0,3.0,17.0,136.0,146.0,149.0,9.0,24.0,43.0,15.0,23.0,2.0,60.0,144.0,385.0,38.0
811,56.0,116.0,42.0,52.0,74.0,91.0,21.0,62.0,102.0,23.0,23.0,39.0,33.0,51.0,24.0,29.0,19.0,39.0,78.0,135.0,19.0
812,9.0,6.0,2.0,5.0,1.0,20.0,7.0,30.0,29.0,24.0,0.0,2.0,0.0,0.0,0.0,26.0,13.0,23.0,22.0,50.0,9.0
813,141.0,92.0,55.0,111.0,42.0,173.0,31.0,132.0,155.0,79.0,45.0,98.0,65.0,62.0,24.0,85.0,68.0,113.0,204.0,203.0,39.0
819,53.0,10.0,28.0,8.0,7.0,1342.0,17.0,275.0,729.0,606.0,8.0,0.0,24.0,5.0,5.0,164.0,146.0,626.0,445.0,858.0,65.0
821,3.0,0.0,31.0,1.0,1.0,261.0,98.0,155.0,117.0,200.0,3.0,0.0,11.0,0.0,0.0,119.0,86.0,83.0,90.0,225.0,93.0
823,65.0,10.0,29.0,50.0,15.0,87.0,26.0,25.0,81.0,52.0,14.0,4.0,68.0,17.0,6.0,54.0,132.0,53.0,67.0,139.0,31.0
830,4.0,2.0,0.0,2.0,2.0,28.0,1.0,1.0,9.0,12.0,1.0,0.0,1.0,0.0,0.0,11.0,19.0,9.0,7.0,27.0,3.0
833,146.0,42.0,12.0,51.0,23.0,119.0,4.0,21.0,89.0,26.0,25.0,16.0,28.0,21.0,10.0,46.0,14.0,53.0,68.0,165.0,20.0
835,372.0,411.0,176.0,56.0,84.0,145.0,22.0,67.0,137.0,106.0,108.0,269.0,127.0,86.0,19.0,28.0,27.0,169.0,69.0,262.0,134.0
837,842.0,297.0,145.0,226.0,383.0,453.0,1891.0,185.0,119.0,176.0,549.0,104.0,133.0,230.0,284.0,98.0,2704.0,734.0,108.0,612.0,51.0
838,114688.0,12412.0,31006.0,38336.0,47034.0,24469.0,8902.0,10303.0,12308.0,11598.0,24132.0,18514.0,32315.0,39049.0,19941.0,4787.0,9895.0,19925.0,8247.0,36321.0,3384.0
839,45.0,2.0,18.0,26.0,15.0,38.0,10.0,18.0,46.0,13.0,16.0,1.0,41.0,30.0,11.0,34.0,12.0,25.0,27.0,54.0,8.0
841,762.0,5064.0,200.0,376.0,233.0,56.0,52.0,46.0,174.0,47.0,358.0,5790.0,167.0,212.0,134.0,21.0,56.0,93.0,115.0,100.0,114.0
842,2499.0,1046.0,389.0,524.0,1147.0,1292.0,82.0,974.0,294.0,449.0,947.0,1412.0,260.0,419.0,554.0,714.0,293.0,469.0,337.0,1242.0,152.0
843,58.0,31.0,48.0,51.0,10.0,841.0,1684.0,1261.0,578.0,636.0,27.0,15.0,52.0,17.0,7.0,1055.0,1923.0,1189.0,1362.0,1833.0,588.0
848,3.0,19.0,3.0,7.0,1.0,5.0,7.0,5.0,8.0,1.0,5.0,8.0,2.0,5.0,0.0,3.0,13.0,3.0,2.0,5.0,1.0
850,54.0,19.0,99.0,12.0,10.0,1439.0,2217.0,1500.0,1705.0,794.0,22.0,11.0,110.0,7.0,4.0,709.0,4467.0,1874.0,1625.0,2495.0,228.0
853,5682.0,11828.0,1132.0,2522.0,1622.0,1877.0,1079.0,1736.0,878.0,836.0,1826.0,7219.0,1333.0,2411.0,2345.0,1214.0,811.0,934.0,484.0,2961.0,743.0
854,5.0,15.0,14.0,3.0,1.0,14.0,173.0,25.0,40.0,16.0,0.0,14.0,8.0,0.0,0.0,5.0,203.0,101.0,7.0,45.0,8.0
857,4.0,21.0,65.0,0.0,4.0,3822.0,367.0,2139.0,3979.0,2199.0,14.0,12.0,132.0,3.0,1.0,977.0,367.0,3240.0,3230.0,6260.0,1568.0
859,184.0,40.0,23.0,51.0,33.0,606.0,39.0,112.0,292.0,160.0,89.0,14.0,39.0,36.0,8.0,88.0,18.0,102.0,196.0,848.0,185.0
860,110.0,38.0,33.0,81.0,24.0,264.0,67.0,209.0,204.0,128.0,38.0,13.0,40.0,43.0,19.0,136.0,78.0,167.0,156.0,595.0,82.0
862,464.0,17.0,100.0,512.0,98.0,78.0,16.0,49.0,93.0,17.0,71.0,9.0,136.0,84.0,47.0,47.0,32.0,53.0,62.0,200.0,14.0
868,35.0,17.0,46.0,46.0,43.0,35.0,41.0,24.0,31.0,30.0,27.0,52.0,10.0,34.0,7.0,25.0,11.0,58.0,41.0,48.0,18.0
869,322.0,0.0,153.0,242.0,227.0,174.0,11.0,77.0,90.0,56.0,174.0,11.0,294.0,129.0,243.0,65.0,13.0,29.0,205.0,132.0,44.0
87,8.0,12.0,1.0,4.0,14.0,960.0,5.0,301.0,740.0,66.0,2.0,10.0,12.0,2.0,2.0,302.0,0.0,33.0,44.0,742.0,371.0
870,11.0,17.0,15.0,2.0,2.0,40.0,426.0,46.0,50.0,41.0,2.0,3.0,6.0,2.0,0.0,44.0,329.0,96.0,115.0,60.0,17.0
871,41.0,109.0,3.0,4.0,3.0,6.0,3.0,1.0,4.0,6.0,6.0,32.0,13.0,13.0,5.0,5.0,47.0,51.0,2.0,37.0,6.0
879,1.0,1.0,0.0,0.0,0.0,30.0,164.0,3.0,5.0,8.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,6.0,13.0,74.0,13.0
880,1.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,9.0,4.0
882,2.0,1.0,1.0,0.0,0.0,4.0,5.0,3.0,19.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,3.0,3.0,27.0,0.0
887,0.0,30.0,9.0,0.0,1.0,55.0,87.0,38.0,71.0,85.0,0.0,0.0,3.0,0.0,0.0,33.0,25.0,23.0,97.0,138.0,33.0
888,703.0,83.0,66.0,172.0,216.0,90.0,15.0,41.0,37.0,20.0,96.0,75.0,75.0,144.0,89.0,41.0,47.0,33.0,55.0,46.0,14.0
89,1071.0,1899.0,99.0,456.0,1825.0,186.0,672.0,301.0,68.0,106.0,238.0,1810.0,99.0,405.0,820.0,139.0,664.0,184.0,166.0,283.0,90.0
892,0.0,1.0,5.0,1.0,1.0,92.0,172.0,43.0,77.0,97.0,0.0,5.0,8.0,0.0,0.0,33.0,14.0,104.0,60.0,334.0,16.0
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
