strain_id,A_MTX_5-FC.PLM2_HNM1,A_MTX_Fluconazole.PLM2_HNM1,A_MTX_Metformin.PLM2_HNM1,A_MTX_Trifluoperazine.PLM2_HNM1,A_MTX_noDrug.PLM2_HNM1,A_noMTX_5-FC.PLM2_HNM1,A_noMTX_Fluconazole.PLM2_HNM1,A_noMTX_Metformin.PLM2_HNM1,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_noDrug.PLM2_HNM1,B_MTX_5-FC.PLM2_HNM1,B_MTX_Fluconazole.PLM2_HNM1,B_MTX_Metformin.PLM2_HNM1,B_MTX_Trifluoperazine.PLM2_HNM1,B_MTX_noDrug.PLM2_HNM1,B_noMTX_5-FC.PLM2_HNM1,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Metformin.PLM2_HNM1,B_noMTX_Trifluoperazine.PLM2_HNM1,B_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.PLM2_HNM1
543,1.0,1.0,2.0,0.0,3.0,59.0,25.0,28.0,67.0,21.0,4.0,1.0,2.0,0.0,0.0,45.0,40.0,6.0,11.0,46.0,89.0
545,81.0,7178.0,45.0,66.0,90.0,120.0,46.0,120.0,63.0,138.0,134.0,280.0,79.0,93.0,36.0,109.0,391.0,73.0,9.0,172.0,62.0
546,1.0,5.0,1.0,1.0,1.0,385.0,71.0,559.0,237.0,297.0,2.0,0.0,3.0,1.0,2.0,278.0,553.0,280.0,49.0,574.0,174.0
557,16.0,2.0,3.0,4.0,3.0,71.0,50.0,139.0,100.0,135.0,12.0,2.0,2.0,3.0,3.0,88.0,38.0,95.0,22.0,162.0,32.0
559,6.0,7.0,12.0,5.0,2.0,11.0,5.0,52.0,35.0,5.0,9.0,1.0,57.0,5.0,1.0,13.0,0.0,23.0,60.0,26.0,3.0
564,15.0,23.0,26.0,9.0,11.0,11.0,18.0,23.0,26.0,8.0,12.0,12.0,26.0,11.0,2.0,26.0,12.0,7.0,9.0,18.0,12.0
567,39.0,7.0,120.0,1.0,11.0,152.0,21.0,184.0,83.0,199.0,45.0,0.0,211.0,21.0,6.0,174.0,21.0,102.0,40.0,416.0,39.0
57,1.0,0.0,0.0,1.0,0.0,4.0,6.0,4.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,5.0,2.0,5.0,11.0,11.0
571,160.0,79.0,382.0,89.0,42.0,358.0,114.0,406.0,152.0,192.0,217.0,49.0,425.0,94.0,10.0,223.0,413.0,289.0,33.0,453.0,139.0
574,1.0,0.0,1.0,0.0,4.0,4.0,2.0,8.0,7.0,0.0,5.0,0.0,2.0,2.0,2.0,8.0,4.0,6.0,7.0,12.0,2.0
576,3.0,17.0,0.0,0.0,2.0,5.0,4.0,5.0,3.0,1.0,4.0,5.0,0.0,5.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0
578,1565.0,8594.0,888.0,1773.0,853.0,535.0,797.0,428.0,282.0,400.0,1683.0,2286.0,1039.0,1317.0,279.0,397.0,976.0,387.0,87.0,759.0,343.0
58,0.0,1.0,0.0,1.0,2.0,6.0,127.0,8.0,19.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,11.0,2.0,1.0,6.0,18.0
581,6.0,11.0,0.0,0.0,1.0,171.0,6.0,132.0,51.0,93.0,2.0,3.0,2.0,2.0,2.0,85.0,17.0,114.0,26.0,303.0,23.0
586,13.0,34.0,11.0,9.0,16.0,205.0,21.0,128.0,148.0,80.0,11.0,11.0,17.0,10.0,3.0,188.0,24.0,40.0,41.0,168.0,67.0
588,33.0,1.0,1.0,5.0,8.0,11.0,20.0,26.0,28.0,11.0,22.0,2.0,7.0,4.0,4.0,16.0,13.0,23.0,8.0,51.0,16.0
589,6.0,71.0,5.0,5.0,5.0,510.0,875.0,522.0,581.0,323.0,7.0,12.0,6.0,4.0,4.0,581.0,978.0,403.0,101.0,854.0,209.0
590,4.0,1.0,2.0,2.0,3.0,50.0,61.0,55.0,58.0,25.0,6.0,0.0,0.0,3.0,1.0,45.0,172.0,47.0,11.0,73.0,27.0
596,2.0,1.0,0.0,0.0,1.0,11.0,21.0,24.0,48.0,6.0,2.0,0.0,0.0,1.0,1.0,10.0,16.0,9.0,30.0,23.0,11.0
598,350.0,142.0,372.0,57.0,138.0,826.0,325.0,381.0,330.0,586.0,584.0,7.0,378.0,103.0,36.0,550.0,169.0,334.0,121.0,1008.0,256.0
599,538.0,20.0,444.0,127.0,183.0,716.0,84.0,648.0,309.0,500.0,917.0,7.0,578.0,417.0,80.0,737.0,132.0,357.0,71.0,992.0,305.0
599_ref1,117.0,2.0,88.0,30.0,4.0,270.0,36.0,206.0,44.0,96.0,67.0,0.0,82.0,4.0,1.0,218.0,5.0,73.0,24.0,280.0,398.0
599_ref2,31.0,0.0,42.0,0.0,2.0,218.0,5.0,185.0,48.0,125.0,72.0,1.0,88.0,2.0,2.0,264.0,5.0,74.0,30.0,342.0,481.0
6,4.0,4.0,2.0,1.0,6.0,10.0,14.0,9.0,17.0,8.0,3.0,0.0,3.0,6.0,0.0,3.0,17.0,9.0,6.0,20.0,4.0
60,190.0,1.0,863.0,79.0,72.0,2167.0,790.0,1455.0,604.0,1283.0,494.0,0.0,905.0,85.0,46.0,964.0,286.0,843.0,193.0,1981.0,399.0
61,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,6.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
611,3.0,6.0,2.0,1.0,1.0,196.0,24.0,244.0,35.0,151.0,2.0,1.0,5.0,1.0,0.0,161.0,38.0,104.0,18.0,186.0,86.0
616,31.0,38.0,98.0,1.0,29.0,167.0,106.0,120.0,119.0,132.0,61.0,0.0,104.0,51.0,12.0,135.0,53.0,65.0,10.0,232.0,71.0
619,11.0,3.0,1.0,1.0,3.0,9.0,3.0,9.0,17.0,10.0,12.0,0.0,6.0,2.0,2.0,12.0,5.0,7.0,6.0,21.0,8.0
622,6.0,3.0,0.0,4.0,5.0,671.0,75.0,179.0,491.0,237.0,17.0,0.0,5.0,6.0,2.0,616.0,19.0,56.0,83.0,331.0,89.0
627,16.0,0.0,28.0,1.0,6.0,39.0,42.0,117.0,49.0,54.0,34.0,0.0,8.0,11.0,15.0,9.0,18.0,19.0,14.0,72.0,16.0
631,46.0,40.0,287.0,3.0,24.0,669.0,8.0,803.0,429.0,452.0,79.0,0.0,446.0,14.0,7.0,656.0,58.0,339.0,99.0,1055.0,151.0
632,43.0,19.0,22.0,31.0,29.0,41.0,19.0,71.0,69.0,49.0,43.0,3.0,45.0,67.0,7.0,31.0,15.0,41.0,19.0,71.0,27.0
636,0.0,2.0,2.0,1.0,1.0,730.0,78.0,357.0,242.0,458.0,4.0,1.0,5.0,1.0,0.0,329.0,94.0,260.0,25.0,552.0,183.0
638,80.0,0.0,9.0,84.0,13.0,206.0,41.0,47.0,73.0,81.0,73.0,0.0,22.0,9.0,4.0,134.0,22.0,17.0,9.0,112.0,40.0
639,29.0,5.0,7.0,21.0,27.0,12.0,7.0,14.0,15.0,5.0,46.0,1.0,16.0,51.0,9.0,7.0,4.0,7.0,4.0,12.0,9.0
64,10.0,6.0,3.0,72.0,67.0,4.0,2.0,8.0,8.0,1.0,12.0,2.0,5.0,185.0,13.0,3.0,3.0,2.0,5.0,7.0,2.0
640,90.0,7.0,105.0,3.0,34.0,510.0,56.0,427.0,156.0,397.0,203.0,11.0,144.0,66.0,13.0,217.0,13.0,176.0,17.0,447.0,137.0
642,348.0,85.0,67.0,154.0,202.0,149.0,10.0,202.0,99.0,59.0,308.0,1.0,90.0,175.0,82.0,120.0,269.0,70.0,30.0,122.0,49.0
648,1272.0,2427.0,56.0,83.0,157.0,256.0,2343.0,80.0,202.0,53.0,2434.0,566.0,60.0,256.0,47.0,328.0,2865.0,550.0,20.0,144.0,135.0
649,983.0,16.0,1223.0,549.0,347.0,1013.0,46.0,653.0,514.0,1023.0,1315.0,66.0,1857.0,632.0,195.0,850.0,19.0,299.0,97.0,1479.0,420.0
65,4.0,31.0,1.0,3.0,2.0,7.0,7.0,3.0,11.0,3.0,1.0,10.0,1.0,3.0,0.0,2.0,6.0,3.0,5.0,5.0,2.0
651,29.0,7.0,108.0,3.0,10.0,66.0,4.0,94.0,44.0,64.0,108.0,6.0,98.0,54.0,7.0,72.0,31.0,38.0,18.0,109.0,72.0
652,164.0,15.0,292.0,17.0,29.0,167.0,170.0,165.0,147.0,186.0,197.0,44.0,406.0,52.0,13.0,131.0,102.0,104.0,34.0,281.0,273.0
653,27.0,54.0,5.0,10.0,19.0,29.0,46.0,36.0,49.0,18.0,21.0,41.0,13.0,13.0,6.0,22.0,26.0,28.0,33.0,41.0,18.0
657,82.0,178.0,84.0,128.0,33.0,166.0,42.0,179.0,221.0,173.0,74.0,44.0,113.0,19.0,8.0,151.0,259.0,144.0,65.0,272.0,98.0
658,39.0,2.0,10.0,8.0,11.0,27.0,2.0,3.0,8.0,3.0,70.0,5.0,14.0,9.0,7.0,12.0,1.0,7.0,3.0,20.0,2.0
66,1.0,1.0,1.0,0.0,0.0,68.0,18.0,106.0,61.0,48.0,0.0,0.0,0.0,1.0,0.0,8.0,25.0,41.0,4.0,54.0,70.0
660,92.0,5.0,71.0,5.0,45.0,99.0,35.0,68.0,131.0,57.0,205.0,2.0,65.0,59.0,47.0,52.0,14.0,25.0,15.0,67.0,47.0
666,409.0,1938.0,75.0,114.0,111.0,362.0,217.0,394.0,158.0,232.0,606.0,378.0,161.0,122.0,20.0,181.0,557.0,284.0,17.0,417.0,224.0
667,64.0,98.0,298.0,8.0,34.0,302.0,55.0,208.0,355.0,298.0,55.0,16.0,563.0,60.0,33.0,242.0,91.0,171.0,67.0,503.0,152.0
668,9.0,5.0,2.0,2.0,3.0,7.0,6.0,8.0,25.0,7.0,5.0,2.0,6.0,4.0,1.0,16.0,6.0,6.0,9.0,11.0,10.0
673,7021.0,254.0,17990.0,3246.0,2105.0,21698.0,2741.0,22716.0,16278.0,17452.0,12438.0,29.0,19526.0,3711.0,1053.0,25528.0,1135.0,11604.0,4494.0,37576.0,11194.0
674,59.0,1748.0,517.0,81.0,34.0,410.0,28.0,381.0,291.0,325.0,74.0,237.0,581.0,85.0,16.0,257.0,17.0,181.0,87.0,444.0,196.0
676,534.0,1231.0,213.0,254.0,448.0,456.0,140.0,304.0,276.0,288.0,835.0,54.0,394.0,422.0,120.0,371.0,82.0,119.0,73.0,525.0,189.0
677,0.0,1.0,2.0,0.0,0.0,55.0,13.0,18.0,84.0,23.0,0.0,3.0,0.0,0.0,1.0,36.0,4.0,13.0,14.0,47.0,28.0
683,7.0,2.0,1.0,3.0,4.0,5.0,2.0,6.0,7.0,4.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,10.0
685,4.0,15.0,2.0,2.0,14.0,318.0,73.0,374.0,102.0,153.0,8.0,5.0,3.0,3.0,8.0,224.0,48.0,117.0,28.0,343.0,149.0
689,144.0,4988.0,254.0,86.0,241.0,149.0,7.0,49.0,18.0,82.0,69.0,12880.0,431.0,148.0,99.0,29.0,77.0,67.0,7.0,148.0,48.0
690,371.0,35.0,83.0,65.0,65.0,40.0,37.0,42.0,20.0,18.0,279.0,32.0,85.0,431.0,13.0,35.0,107.0,47.0,7.0,51.0,39.0
692,2.0,0.0,7.0,14.0,0.0,618.0,504.0,795.0,186.0,680.0,27.0,2.0,5.0,1.0,0.0,270.0,87.0,475.0,43.0,769.0,315.0
693,22.0,19.0,21.0,12.0,16.0,69.0,38.0,106.0,59.0,62.0,22.0,7.0,20.0,33.0,8.0,92.0,5.0,55.0,17.0,101.0,111.0
695,88.0,15.0,200.0,67.0,53.0,182.0,67.0,452.0,87.0,484.0,125.0,81.0,232.0,68.0,33.0,105.0,107.0,161.0,46.0,660.0,55.0
697,2.0,3.0,3.0,6.0,5.0,327.0,152.0,117.0,162.0,169.0,7.0,2.0,7.0,7.0,1.0,163.0,106.0,73.0,27.0,224.0,92.0
7,18.0,2.0,165.0,3.0,17.0,363.0,37.0,317.0,188.0,326.0,20.0,1.0,189.0,12.0,18.0,207.0,9.0,89.0,35.0,772.0,88.0
701,0.0,9.0,4.0,2.0,0.0,331.0,130.0,355.0,104.0,157.0,1.0,1.0,8.0,2.0,0.0,253.0,369.0,260.0,47.0,382.0,72.0
702,1.0,0.0,7.0,0.0,0.0,668.0,135.0,1230.0,402.0,581.0,1.0,0.0,12.0,4.0,5.0,662.0,216.0,589.0,160.0,1203.0,462.0
703,9.0,0.0,0.0,0.0,10.0,11.0,1.0,3.0,8.0,3.0,5.0,0.0,34.0,6.0,1.0,5.0,24.0,8.0,2.0,27.0,8.0
705,0.0,0.0,0.0,1.0,0.0,212.0,29.0,280.0,69.0,253.0,4.0,0.0,5.0,0.0,0.0,181.0,46.0,214.0,38.0,375.0,91.0
709,85.0,22.0,29.0,5.0,31.0,52.0,7.0,53.0,62.0,82.0,168.0,100.0,109.0,51.0,10.0,44.0,13.0,23.0,14.0,72.0,28.0
711,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,7.0,2.0,3.0,2.0,1.0
713,388.0,31.0,302.0,367.0,197.0,311.0,210.0,274.0,191.0,172.0,847.0,2.0,488.0,305.0,80.0,144.0,230.0,130.0,20.0,291.0,264.0
715,0.0,0.0,0.0,0.0,0.0,89.0,13.0,72.0,32.0,44.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,25.0,7.0,121.0,111.0
717,138.0,1050.0,149.0,111.0,117.0,105.0,243.0,82.0,78.0,89.0,206.0,45.0,235.0,174.0,51.0,71.0,213.0,83.0,19.0,123.0,98.0
721,10.0,12.0,7.0,6.0,6.0,126.0,149.0,51.0,68.0,38.0,9.0,0.0,9.0,17.0,1.0,57.0,62.0,39.0,21.0,43.0,34.0
724,14.0,3.0,8.0,3.0,5.0,147.0,10.0,61.0,96.0,79.0,1.0,0.0,21.0,8.0,0.0,113.0,113.0,47.0,21.0,131.0,39.0
727,330.0,24.0,485.0,225.0,364.0,423.0,33.0,457.0,177.0,206.0,400.0,4.0,927.0,290.0,153.0,337.0,36.0,205.0,64.0,434.0,170.0
729,891.0,5943.0,995.0,924.0,1003.0,856.0,1057.0,896.0,480.0,581.0,1146.0,1412.0,1588.0,1795.0,291.0,789.0,696.0,465.0,115.0,1433.0,413.0
731,39.0,31.0,26.0,10.0,17.0,4617.0,651.0,8516.0,2254.0,3494.0,12.0,2.0,41.0,15.0,8.0,3662.0,424.0,3696.0,816.0,6613.0,2575.0
732,2.0,1.0,5.0,2.0,2.0,309.0,59.0,356.0,96.0,335.0,5.0,2.0,3.0,6.0,0.0,145.0,600.0,277.0,45.0,511.0,56.0
734,1332.0,900.0,55.0,725.0,2413.0,624.0,285.0,1276.0,803.0,476.0,1930.0,69.0,121.0,995.0,536.0,797.0,306.0,456.0,73.0,758.0,224.0
735,8.0,1.0,1.0,2.0,2.0,151.0,11.0,86.0,113.0,55.0,0.0,2.0,2.0,1.0,2.0,72.0,2.0,27.0,32.0,95.0,36.0
738,14.0,175.0,12.0,1.0,8.0,20.0,17.0,50.0,26.0,39.0,10.0,19.0,15.0,2.0,0.0,21.0,33.0,32.0,13.0,57.0,23.0
739,105.0,2.0,54.0,26.0,43.0,1436.0,303.0,1124.0,905.0,1061.0,24.0,1.0,37.0,493.0,8.0,567.0,154.0,588.0,180.0,1382.0,1382.0
740,101.0,2.0,7.0,47.0,94.0,29.0,3.0,61.0,65.0,22.0,22.0,2.0,9.0,71.0,72.0,15.0,9.0,45.0,49.0,58.0,28.0
741,36.0,9.0,17.0,21.0,21.0,17.0,3.0,21.0,33.0,9.0,59.0,3.0,48.0,44.0,7.0,11.0,5.0,29.0,12.0,34.0,12.0
742,47.0,27.0,69.0,35.0,51.0,605.0,386.0,645.0,566.0,505.0,73.0,7.0,73.0,86.0,16.0,439.0,806.0,441.0,165.0,862.0,262.0
748,2.0,4.0,1.0,2.0,3.0,47.0,13.0,29.0,17.0,19.0,1.0,4.0,7.0,1.0,1.0,31.0,9.0,25.0,14.0,32.0,53.0
749,4.0,0.0,0.0,0.0,5.0,7.0,3.0,14.0,17.0,5.0,2.0,0.0,1.0,3.0,0.0,14.0,12.0,2.0,11.0,16.0,3.0
754,1.0,1.0,1.0,0.0,2.0,87.0,2.0,109.0,33.0,107.0,0.0,0.0,1.0,1.0,0.0,44.0,7.0,81.0,15.0,128.0,69.0
755,2.0,7.0,0.0,0.0,1.0,4.0,4.0,4.0,23.0,0.0,1.0,9.0,1.0,0.0,0.0,2.0,5.0,2.0,7.0,4.0,1.0
756,476.0,95.0,977.0,276.0,564.0,727.0,284.0,882.0,496.0,646.0,501.0,20.0,1089.0,394.0,202.0,301.0,185.0,345.0,86.0,973.0,667.0
760,231.0,12.0,334.0,44.0,175.0,316.0,117.0,298.0,228.0,334.0,179.0,11.0,1004.0,127.0,49.0,225.0,65.0,234.0,35.0,492.0,79.0
77,16.0,51.0,118.0,0.0,3.0,395.0,320.0,244.0,239.0,118.0,92.0,32.0,118.0,8.0,5.0,211.0,415.0,118.0,35.0,361.0,80.0
772,54.0,55.0,72.0,3.0,11.0,156.0,57.0,168.0,89.0,165.0,98.0,9.0,172.0,14.0,0.0,147.0,46.0,38.0,17.0,273.0,52.0
775,1.0,10.0,2.0,0.0,0.0,122.0,23.0,142.0,76.0,106.0,2.0,4.0,3.0,2.0,1.0,91.0,58.0,63.0,23.0,210.0,95.0
778,368.0,917.0,223.0,53.0,100.0,1458.0,201.0,805.0,1250.0,1014.0,469.0,169.0,277.0,243.0,48.0,1034.0,140.0,333.0,152.0,1328.0,332.0
78,1.0,0.0,1.0,1.0,0.0,16.0,0.0,21.0,5.0,27.0,0.0,0.0,1.0,1.0,0.0,32.0,3.0,20.0,2.0,91.0,6.0
782,0.0,0.0,4.0,0.0,2.0,83.0,45.0,88.0,32.0,116.0,1.0,0.0,3.0,1.0,0.0,57.0,9.0,72.0,17.0,122.0,39.0
783,82.0,164.0,44.0,95.0,37.0,95.0,38.0,44.0,50.0,51.0,138.0,1188.0,65.0,2681.0,16.0,42.0,47.0,40.0,22.0,58.0,26.0
784,0.0,24.0,2.0,0.0,2.0,53.0,10.0,76.0,11.0,34.0,0.0,15.0,1.0,3.0,1.0,8.0,11.0,43.0,7.0,51.0,16.0
789,1.0,1.0,0.0,0.0,0.0,411.0,9.0,183.0,244.0,184.0,0.0,0.0,1.0,1.0,0.0,128.0,52.0,83.0,39.0,211.0,312.0
790,22.0,34.0,20.0,12.0,19.0,113.0,59.0,164.0,79.0,90.0,40.0,12.0,40.0,58.0,8.0,63.0,34.0,128.0,48.0,251.0,91.0
791,35.0,105.0,27.0,45.0,49.0,12.0,14.0,16.0,23.0,8.0,47.0,13.0,25.0,87.0,18.0,15.0,11.0,15.0,14.0,31.0,20.0
795,31.0,13.0,113.0,23.0,17.0,5673.0,2061.0,8840.0,1728.0,4978.0,32.0,5.0,178.0,52.0,12.0,4889.0,1416.0,4155.0,605.0,10291.0,1523.0
796,3.0,9.0,3.0,0.0,4.0,187.0,87.0,139.0,202.0,200.0,5.0,4.0,5.0,0.0,0.0,138.0,187.0,74.0,89.0,428.0,83.0
797,2.0,4.0,1.0,0.0,4.0,83.0,36.0,28.0,118.0,24.0,5.0,2.0,2.0,5.0,1.0,60.0,0.0,14.0,20.0,45.0,27.0
798,1.0,16.0,2.0,2.0,4.0,3337.0,9901.0,2235.0,2031.0,2928.0,3.0,0.0,2.0,4.0,1.0,2248.0,7581.0,2544.0,343.0,4329.0,480.0
800,1.0,1.0,0.0,1.0,0.0,4.0,8.0,6.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,15.0,9.0,1.0,8.0,2.0
801,28.0,230.0,7.0,26.0,12.0,7.0,122.0,3.0,42.0,7.0,83.0,59.0,15.0,16.0,4.0,13.0,46.0,17.0,7.0,14.0,65.0
803,2.0,0.0,0.0,0.0,1.0,8.0,6.0,10.0,16.0,5.0,1.0,0.0,2.0,1.0,0.0,7.0,7.0,6.0,6.0,12.0,1.0
804,7.0,21.0,47.0,0.0,3.0,77.0,35.0,68.0,90.0,70.0,5.0,1.0,125.0,6.0,0.0,30.0,62.0,42.0,13.0,111.0,39.0
805,35.0,13.0,34.0,2.0,8.0,99.0,31.0,39.0,78.0,36.0,140.0,2.0,51.0,27.0,24.0,42.0,8.0,15.0,12.0,54.0,31.0
807,0.0,0.0,0.0,0.0,0.0,12.0,11.0,18.0,11.0,10.0,0.0,1.0,1.0,0.0,0.0,7.0,8.0,13.0,12.0,12.0,3.0
808,18.0,7.0,13.0,2.0,8.0,135.0,10.0,169.0,106.0,153.0,29.0,0.0,8.0,14.0,8.0,110.0,29.0,75.0,31.0,223.0,99.0
809,70.0,8.0,229.0,27.0,52.0,251.0,19.0,365.0,119.0,284.0,77.0,2.0,213.0,81.0,41.0,152.0,17.0,124.0,42.0,525.0,80.0
81,49.0,418.0,230.0,0.0,21.0,345.0,214.0,208.0,62.0,233.0,47.0,71.0,135.0,51.0,18.0,104.0,218.0,132.0,8.0,292.0,74.0
811,82.0,103.0,28.0,23.0,81.0,51.0,17.0,41.0,34.0,35.0,247.0,75.0,66.0,90.0,44.0,15.0,38.0,44.0,24.0,51.0,33.0
812,1.0,11.0,3.0,1.0,1.0,4.0,38.0,9.0,22.0,19.0,2.0,1.0,1.0,1.0,0.0,7.0,58.0,17.0,3.0,34.0,2.0
813,21.0,63.0,16.0,37.0,20.0,184.0,218.0,490.0,191.0,517.0,34.0,8.0,45.0,73.0,15.0,188.0,758.0,272.0,47.0,724.0,86.0
819,0.0,6.0,6.0,0.0,1.0,84.0,43.0,57.0,141.0,28.0,3.0,1.0,2.0,3.0,0.0,94.0,43.0,111.0,67.0,79.0,35.0
821,1.0,0.0,0.0,0.0,1.0,99.0,267.0,59.0,66.0,57.0,3.0,0.0,0.0,0.0,0.0,83.0,55.0,27.0,9.0,198.0,28.0
823,26.0,12.0,9.0,22.0,25.0,182.0,51.0,272.0,88.0,198.0,14.0,3.0,21.0,42.0,6.0,68.0,30.0,83.0,20.0,254.0,67.0
830,0.0,3.0,0.0,0.0,0.0,48.0,9.0,84.0,13.0,140.0,0.0,5.0,1.0,0.0,0.0,20.0,3.0,69.0,8.0,154.0,24.0
833,19.0,826.0,7.0,15.0,18.0,39.0,26.0,51.0,38.0,11.0,25.0,8.0,23.0,41.0,15.0,14.0,13.0,25.0,15.0,35.0,20.0
835,65.0,11.0,42.0,10.0,10.0,81.0,4.0,58.0,22.0,25.0,32.0,7.0,72.0,148.0,3.0,23.0,4.0,24.0,4.0,40.0,79.0
837,86.0,4.0,247.0,43.0,68.0,419.0,25.0,441.0,168.0,517.0,167.0,17.0,212.0,106.0,22.0,295.0,28.0,272.0,63.0,620.0,179.0
838,39605.0,40555.0,48088.0,72935.0,45619.0,28840.0,4161.0,30296.0,7404.0,21358.0,64192.0,7993.0,76977.0,74337.0,17514.0,11533.0,5817.0,14469.0,1595.0,25418.0,12034.0
839,12.0,12.0,11.0,10.0,11.0,53.0,14.0,144.0,16.0,55.0,21.0,0.0,25.0,20.0,1.0,54.0,11.0,38.0,11.0,51.0,36.0
841,52.0,1318.0,20.0,25.0,13.0,29.0,16.0,21.0,74.0,18.0,57.0,355.0,64.0,30.0,3.0,24.0,12.0,8.0,19.0,24.0,79.0
842,220.0,14174.0,868.0,766.0,800.0,143.0,74.0,111.0,96.0,139.0,127.0,74.0,972.0,251.0,1105.0,149.0,43.0,82.0,41.0,261.0,211.0
843,3.0,48.0,8.0,3.0,3.0,1261.0,3366.0,978.0,2297.0,425.0,8.0,4.0,11.0,4.0,3.0,1787.0,2702.0,750.0,370.0,1205.0,1211.0
848,3.0,0.0,9.0,1.0,3.0,31.0,3.0,122.0,18.0,33.0,3.0,3.0,39.0,3.0,0.0,17.0,6.0,30.0,6.0,88.0,25.0
850,4.0,19.0,7.0,1.0,10.0,1876.0,860.0,1662.0,1112.0,1050.0,5.0,7.0,11.0,4.0,0.0,1794.0,1953.0,1121.0,298.0,2507.0,748.0
853,744.0,1191.0,834.0,105.0,310.0,1783.0,2808.0,1011.0,897.0,634.0,1107.0,2995.0,1221.0,119.0,85.0,1327.0,2123.0,694.0,243.0,2069.0,1665.0
854,1.0,9.0,0.0,0.0,1.0,23.0,253.0,30.0,10.0,30.0,1.0,6.0,0.0,0.0,0.0,4.0,96.0,38.0,5.0,63.0,25.0
857,0.0,17.0,7.0,26.0,2.0,3075.0,844.0,4289.0,1221.0,2922.0,5.0,16.0,17.0,1.0,1.0,932.0,2916.0,3088.0,627.0,6498.0,1311.0
859,169.0,195.0,127.0,48.0,108.0,141.0,181.0,142.0,86.0,142.0,260.0,6.0,160.0,84.0,48.0,78.0,101.0,82.0,9.0,115.0,86.0
860,35.0,70.0,18.0,31.0,58.0,204.0,273.0,202.0,249.0,130.0,76.0,13.0,40.0,91.0,22.0,152.0,147.0,102.0,59.0,335.0,107.0
862,49.0,6.0,37.0,23.0,14.0,60.0,19.0,85.0,155.0,40.0,69.0,2.0,82.0,57.0,14.0,53.0,8.0,59.0,34.0,156.0,61.0
868,11.0,13.0,96.0,3.0,9.0,40.0,23.0,89.0,29.0,60.0,7.0,0.0,83.0,4.0,3.0,39.0,523.0,138.0,12.0,128.0,101.0
869,40.0,0.0,120.0,4.0,17.0,47.0,122.0,128.0,19.0,25.0,29.0,0.0,108.0,18.0,9.0,40.0,24.0,19.0,8.0,38.0,25.0
87,1.0,16.0,1.0,2.0,2.0,8.0,2.0,24.0,18.0,8.0,3.0,16.0,3.0,8.0,1.0,10.0,0.0,18.0,20.0,10.0,11.0
870,0.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0
871,3.0,30.0,22.0,0.0,1.0,99.0,11.0,53.0,61.0,44.0,20.0,17.0,25.0,3.0,0.0,74.0,18.0,25.0,5.0,70.0,41.0
879,0.0,2.0,2.0,0.0,0.0,104.0,5.0,41.0,87.0,60.0,0.0,2.0,3.0,0.0,0.0,44.0,7.0,15.0,5.0,47.0,71.0
880,1.0,4.0,1.0,0.0,0.0,3.0,2.0,4.0,9.0,3.0,1.0,4.0,2.0,0.0,0.0,5.0,5.0,3.0,5.0,3.0,4.0
882,2.0,1.0,2.0,1.0,6.0,10.0,15.0,4.0,21.0,7.0,1.0,0.0,0.0,1.0,1.0,5.0,20.0,3.0,8.0,11.0,2.0
887,0.0,2.0,18.0,1.0,0.0,302.0,14.0,150.0,550.0,89.0,0.0,1.0,7.0,1.0,0.0,273.0,19.0,27.0,66.0,190.0,145.0
888,9.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,14.0,0.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,7.0,0.0
89,417.0,596.0,29.0,328.0,252.0,91.0,909.0,105.0,105.0,72.0,586.0,307.0,59.0,519.0,166.0,204.0,439.0,133.0,19.0,143.0,188.0
892,0.0,2.0,0.0,0.0,1.0,44.0,23.0,49.0,9.0,14.0,0.0,0.0,1.0,0.0,0.0,4.0,89.0,28.0,2.0,38.0,2.0
897,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0
904,2.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0
91,31.0,1004.0,68.0,7.0,26.0,21.0,33.0,21.0,44.0,36.0,46.0,25.0,61.0,35.0,16.0,43.0,23.0,23.0,24.0,62.0,16.0
