strain_id,A_MTX_5-FC.RET2_EMP47,A_MTX_Fluconazole.RET2_EMP47,A_MTX_Metformin.RET2_EMP47,A_MTX_Trifluoperazine.RET2_EMP47,A_MTX_noDrug.RET2_EMP47,A_noMTX_5-FC.RET2_EMP47,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Metformin.RET2_EMP47,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_noDrug.RET2_EMP47,B_MTX_5-FC.RET2_EMP47,B_MTX_Fluconazole.RET2_EMP47,B_MTX_Metformin.RET2_EMP47,B_MTX_Trifluoperazine.RET2_EMP47,B_MTX_noDrug.RET2_EMP47,B_noMTX_5-FC.RET2_EMP47,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Metformin.RET2_EMP47,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.RET2_EMP47
545,18.0,537.0,17.0,51.0,57.0,55.0,30.0,22.0,114.0,27.0,40.0,549.0,14.0,24.0,11.0,39.0,17.0,33.0,11.0,468.0,2.0
546,13.0,26.0,3.0,9.0,5.0,28.0,16.0,18.0,18.0,24.0,1.0,8.0,16.0,2.0,4.0,42.0,21.0,54.0,22.0,47.0,7.0
557,12.0,0.0,4.0,18.0,6.0,10.0,6.0,11.0,9.0,2.0,2.0,0.0,5.0,7.0,6.0,19.0,2.0,14.0,10.0,9.0,2.0
559,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,11.0,2.0,0.0,4.0,8.0,1.0,7.0,2.0,3.0,3.0,2.0,5.0,2.0
564,4.0,5.0,3.0,7.0,2.0,9.0,10.0,5.0,3.0,11.0,12.0,3.0,6.0,7.0,6.0,9.0,8.0,16.0,4.0,14.0,4.0
567,46.0,25.0,50.0,32.0,17.0,58.0,13.0,120.0,22.0,86.0,35.0,451.0,52.0,32.0,34.0,225.0,11.0,78.0,39.0,217.0,7.0
57,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0
571,17.0,338.0,10.0,19.0,17.0,9.0,20.0,7.0,10.0,5.0,16.0,2.0,10.0,40.0,8.0,18.0,15.0,19.0,13.0,5.0,3.0
574,3.0,4.0,2.0,2.0,1.0,5.0,6.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,8.0,3.0,9.0,3.0,6.0,1.0
576,2.0,13.0,0.0,1.0,0.0,4.0,19.0,0.0,2.0,2.0,0.0,10.0,1.0,1.0,1.0,8.0,5.0,4.0,2.0,10.0,1.0
578,67.0,396.0,16.0,78.0,55.0,22.0,41.0,17.0,27.0,26.0,39.0,187.0,39.0,78.0,48.0,47.0,50.0,44.0,25.0,20.0,4.0
58,2.0,9.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,8.0,2.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,5.0
581,1.0,3.0,1.0,2.0,0.0,532.0,8.0,105.0,15.0,158.0,1.0,3.0,10.0,0.0,2.0,257.0,6.0,39.0,5.0,488.0,4.0
586,8.0,1.0,5.0,11.0,6.0,76.0,5.0,55.0,18.0,44.0,3.0,0.0,6.0,3.0,5.0,64.0,7.0,79.0,49.0,192.0,3.0
588,4.0,0.0,4.0,6.0,2.0,6.0,2.0,4.0,6.0,7.0,1.0,1.0,5.0,1.0,1.0,10.0,3.0,11.0,2.0,5.0,0.0
589,9.0,33.0,13.0,2.0,6.0,7068.0,534.0,5605.0,1557.0,5271.0,1.0,9.0,15.0,5.0,2.0,6981.0,500.0,7846.0,2682.0,21072.0,18.0
590,6.0,1.0,4.0,4.0,2.0,43.0,0.0,103.0,43.0,88.0,2.0,1.0,10.0,0.0,1.0,100.0,4.0,78.0,11.0,187.0,4.0
596,2.0,0.0,2.0,1.0,0.0,32.0,1.0,20.0,19.0,28.0,1.0,0.0,3.0,0.0,1.0,11.0,2.0,29.0,10.0,310.0,0.0
598,120.0,116.0,55.0,105.0,30.0,15.0,20.0,12.0,20.0,23.0,37.0,38.0,75.0,61.0,52.0,56.0,28.0,67.0,24.0,23.0,3.0
599,103.0,2.0,21.0,130.0,95.0,41.0,11.0,26.0,23.0,19.0,95.0,0.0,54.0,177.0,58.0,73.0,7.0,46.0,27.0,33.0,13.0
599_ref1,0.0,2.0,6.0,18.0,16.0,15.0,23.0,7.0,39.0,166.0,2.0,0.0,13.0,8.0,2.0,71.0,25.0,53.0,38.0,215.0,33.0
599_ref2,2.0,0.0,2.0,1.0,6.0,25.0,11.0,19.0,35.0,68.0,0.0,0.0,12.0,2.0,2.0,86.0,0.0,48.0,36.0,85.0,22.0
6,1.0,0.0,1.0,2.0,0.0,79.0,3.0,124.0,33.0,145.0,0.0,0.0,6.0,0.0,0.0,245.0,3.0,237.0,9.0,267.0,0.0
60,53.0,2.0,12.0,37.0,14.0,14.0,10.0,11.0,20.0,10.0,16.0,0.0,14.0,9.0,26.0,24.0,12.0,30.0,20.0,11.0,2.0
61,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
611,7.0,37.0,2.0,2.0,2.0,15.0,8.0,6.0,6.0,11.0,1.0,12.0,5.0,0.0,4.0,24.0,10.0,33.0,4.0,89.0,1.0
616,178.0,67.0,506.0,195.0,167.0,8947.0,2992.0,5321.0,1848.0,6131.0,549.0,8.0,538.0,37.0,20.0,9612.0,18.0,4355.0,2121.0,22860.0,7.0
619,3.0,5.0,1.0,2.0,0.0,3.0,0.0,2.0,4.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,8.0,3.0,10.0,0.0
622,2.0,0.0,7.0,4.0,4.0,126.0,5.0,119.0,19.0,75.0,3.0,0.0,6.0,0.0,3.0,111.0,2.0,101.0,35.0,86.0,5.0
627,5.0,1.0,1.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,4.0,10.0,3.0,5.0,10.0,18.0,0.0
631,63.0,10.0,66.0,17.0,11.0,523.0,637.0,173.0,75.0,191.0,33.0,1.0,88.0,3.0,22.0,226.0,12.0,327.0,73.0,676.0,11.0
632,72.0,17.0,27.0,53.0,48.0,28.0,8.0,27.0,22.0,25.0,52.0,8.0,88.0,22.0,52.0,27.0,10.0,70.0,21.0,41.0,21.0
636,5.0,1.0,2.0,6.0,3.0,15.0,10.0,14.0,21.0,17.0,4.0,0.0,12.0,2.0,3.0,44.0,7.0,41.0,12.0,26.0,6.0
638,5.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0
639,29.0,21.0,9.0,42.0,19.0,13.0,8.0,2.0,6.0,3.0,36.0,1.0,10.0,12.0,20.0,13.0,10.0,7.0,8.0,9.0,2.0
64,12.0,15.0,2.0,17.0,3.0,7.0,26.0,8.0,13.0,2.0,24.0,4.0,6.0,15.0,11.0,16.0,19.0,23.0,10.0,14.0,3.0
640,4.0,2.0,5.0,8.0,8.0,11.0,2.0,7.0,1.0,3.0,6.0,1.0,7.0,8.0,6.0,15.0,5.0,11.0,10.0,12.0,6.0
642,78.0,89.0,50.0,70.0,92.0,24.0,7.0,23.0,22.0,22.0,82.0,34.0,32.0,66.0,42.0,36.0,11.0,26.0,24.0,30.0,2.0
648,41.0,19.0,7.0,10.0,14.0,12.0,5.0,5.0,3.0,4.0,22.0,4.0,10.0,2.0,6.0,22.0,2.0,11.0,6.0,4.0,3.0
649,183.0,8.0,84.0,182.0,145.0,43.0,63.0,16.0,25.0,26.0,132.0,3.0,106.0,172.0,108.0,80.0,5.0,68.0,37.0,37.0,13.0
65,6.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,9.0,2.0,7.0,4.0,4.0,0.0
651,9.0,2.0,9.0,17.0,7.0,11.0,3.0,3.0,3.0,0.0,8.0,5.0,4.0,17.0,8.0,21.0,3.0,16.0,5.0,5.0,4.0
652,25.0,4.0,19.0,27.0,17.0,19.0,14.0,19.0,14.0,31.0,27.0,3.0,17.0,78.0,8.0,36.0,12.0,26.0,13.0,21.0,11.0
653,9.0,51.0,2.0,10.0,8.0,15.0,12.0,20.0,9.0,19.0,6.0,10.0,19.0,5.0,4.0,18.0,8.0,40.0,21.0,17.0,8.0
657,45.0,35.0,18.0,28.0,21.0,39.0,18.0,39.0,21.0,24.0,16.0,3.0,32.0,14.0,29.0,43.0,5.0,89.0,32.0,52.0,26.0
658,9.0,11.0,3.0,7.0,9.0,3.0,5.0,2.0,2.0,1.0,16.0,1.0,2.0,4.0,2.0,5.0,0.0,8.0,2.0,6.0,2.0
66,3.0,0.0,2.0,1.0,2.0,6.0,12.0,5.0,6.0,5.0,0.0,0.0,8.0,0.0,6.0,7.0,5.0,9.0,1.0,13.0,2.0
660,7.0,17.0,20.0,14.0,9.0,47.0,10.0,90.0,16.0,66.0,8.0,1.0,11.0,18.0,6.0,60.0,3.0,143.0,60.0,253.0,2.0
666,21.0,436.0,8.0,25.0,33.0,11.0,19.0,6.0,12.0,5.0,17.0,132.0,6.0,14.0,13.0,19.0,17.0,33.0,10.0,13.0,5.0
667,48.0,43.0,5.0,31.0,20.0,15.0,10.0,9.0,11.0,6.0,6.0,9.0,18.0,14.0,16.0,16.0,6.0,33.0,21.0,17.0,2.0
668,13.0,33.0,4.0,8.0,7.0,12.0,4.0,8.0,3.0,8.0,8.0,6.0,3.0,6.0,3.0,23.0,1.0,21.0,17.0,13.0,1.0
673,638.0,76.0,307.0,619.0,390.0,407.0,57.0,355.0,293.0,276.0,360.0,11.0,420.0,565.0,423.0,1060.0,73.0,772.0,427.0,454.0,163.0
674,26.0,39.0,15.0,47.0,16.0,15.0,12.0,8.0,12.0,9.0,9.0,8.0,10.0,41.0,20.0,22.0,2.0,41.0,16.0,18.0,3.0
676,35.0,12.0,15.0,40.0,42.0,33.0,19.0,12.0,22.0,23.0,18.0,192.0,33.0,46.0,12.0,36.0,11.0,50.0,38.0,48.0,7.0
677,1.0,1.0,0.0,1.0,0.0,11.0,7.0,7.0,12.0,4.0,0.0,1.0,3.0,0.0,1.0,12.0,8.0,17.0,7.0,33.0,2.0
683,1.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,5.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,17.0,5.0,5.0,2.0
685,1.0,4.0,7.0,1.0,0.0,17.0,6.0,19.0,6.0,12.0,10.0,0.0,10.0,1.0,0.0,7.0,5.0,26.0,16.0,11.0,2.0
689,12.0,39.0,3.0,16.0,32.0,5.0,7.0,4.0,0.0,0.0,33.0,20.0,9.0,12.0,15.0,9.0,7.0,2.0,7.0,1.0,4.0
690,10.0,25.0,1.0,6.0,2.0,4.0,4.0,0.0,10.0,2.0,4.0,6.0,7.0,3.0,6.0,6.0,3.0,17.0,5.0,5.0,3.0
692,2.0,0.0,1.0,1.0,1.0,32.0,44.0,26.0,27.0,26.0,2.0,0.0,4.0,0.0,0.0,24.0,11.0,37.0,19.0,28.0,10.0
693,19.0,16.0,12.0,35.0,11.0,16.0,7.0,16.0,9.0,14.0,15.0,0.0,15.0,11.0,26.0,18.0,5.0,26.0,13.0,13.0,14.0
695,47.0,7.0,131.0,68.0,33.0,739.0,40.0,296.0,175.0,584.0,69.0,3.0,182.0,93.0,18.0,617.0,29.0,496.0,172.0,1762.0,13.0
697,9.0,2.0,8.0,22.0,19.0,38.0,26.0,23.0,107.0,21.0,14.0,4.0,15.0,3.0,13.0,26.0,12.0,64.0,44.0,76.0,11.0
7,140.0,37.0,1047.0,334.0,242.0,2359.0,50.0,415.0,2618.0,914.0,503.0,1.0,789.0,120.0,213.0,1556.0,103.0,372.0,4094.0,2430.0,13.0
701,11.0,7.0,4.0,1.0,2.0,24.0,11.0,14.0,12.0,6.0,2.0,1.0,3.0,2.0,0.0,25.0,11.0,17.0,22.0,30.0,1.0
702,13.0,10.0,12.0,8.0,3.0,16.0,17.0,21.0,15.0,21.0,2.0,0.0,31.0,1.0,4.0,22.0,4.0,46.0,26.0,32.0,9.0
703,8.0,0.0,1.0,7.0,5.0,11.0,2.0,8.0,5.0,4.0,19.0,2.0,6.0,2.0,6.0,17.0,10.0,10.0,2.0,11.0,1.0
705,2.0,0.0,9.0,0.0,0.0,1503.0,361.0,624.0,1525.0,871.0,1.0,0.0,14.0,0.0,2.0,1157.0,24.0,609.0,1984.0,2541.0,16.0
709,7.0,11.0,4.0,20.0,6.0,1.0,4.0,6.0,3.0,3.0,5.0,1.0,10.0,14.0,7.0,5.0,6.0,12.0,7.0,8.0,1.0
711,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
713,28.0,0.0,12.0,36.0,20.0,4.0,1.0,5.0,10.0,10.0,15.0,0.0,13.0,46.0,11.0,2.0,3.0,8.0,7.0,2.0,5.0
715,0.0,2.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,6.0,2.0,1.0
717,48.0,12.0,23.0,90.0,86.0,40.0,27.0,18.0,29.0,24.0,78.0,18.0,32.0,82.0,47.0,51.0,14.0,40.0,22.0,40.0,11.0
721,7.0,12.0,6.0,6.0,5.0,24.0,27.0,17.0,106.0,17.0,1.0,2.0,8.0,4.0,4.0,16.0,27.0,38.0,23.0,117.0,5.0
724,18.0,44.0,39.0,78.0,92.0,45.0,31.0,29.0,35.0,25.0,67.0,11.0,36.0,30.0,38.0,47.0,13.0,59.0,48.0,68.0,9.0
727,72.0,7.0,56.0,61.0,54.0,33.0,4.0,29.0,14.0,23.0,62.0,6.0,61.0,36.0,36.0,45.0,20.0,52.0,39.0,47.0,7.0
729,81.0,342.0,59.0,186.0,95.0,48.0,23.0,38.0,28.0,28.0,103.0,396.0,100.0,189.0,59.0,93.0,20.0,66.0,58.0,52.0,8.0
731,86.0,16.0,85.0,44.0,5.0,284.0,221.0,354.0,202.0,257.0,21.0,0.0,238.0,20.0,19.0,574.0,288.0,955.0,297.0,326.0,111.0
732,10.0,5.0,7.0,3.0,0.0,15.0,7.0,22.0,8.0,17.0,3.0,2.0,33.0,1.0,3.0,30.0,7.0,57.0,17.0,23.0,7.0
734,42.0,4.0,2.0,23.0,41.0,13.0,5.0,11.0,11.0,5.0,62.0,5.0,27.0,28.0,31.0,15.0,8.0,29.0,13.0,16.0,7.0
735,2.0,2.0,1.0,4.0,0.0,6.0,6.0,14.0,8.0,7.0,2.0,0.0,2.0,0.0,0.0,7.0,8.0,25.0,8.0,6.0,1.0
738,4.0,16.0,1.0,1.0,1.0,6.0,10.0,4.0,2.0,1.0,3.0,7.0,3.0,3.0,1.0,3.0,7.0,13.0,5.0,1.0,0.0
739,51.0,4.0,5.0,30.0,17.0,44.0,28.0,48.0,69.0,44.0,180.0,1.0,19.0,23.0,54.0,80.0,39.0,100.0,79.0,53.0,60.0
740,29.0,8.0,29.0,41.0,14.0,43.0,23.0,30.0,43.0,19.0,16.0,2.0,34.0,14.0,16.0,45.0,53.0,121.0,47.0,58.0,10.0
741,39.0,13.0,25.0,47.0,30.0,18.0,8.0,19.0,13.0,12.0,40.0,5.0,26.0,23.0,31.0,22.0,3.0,31.0,23.0,24.0,4.0
742,75.0,30.0,52.0,142.0,37.0,92.0,181.0,74.0,88.0,60.0,113.0,14.0,92.0,40.0,88.0,151.0,174.0,193.0,141.0,103.0,23.0
748,13.0,5.0,9.0,14.0,17.0,44.0,17.0,27.0,80.0,23.0,10.0,1.0,25.0,5.0,7.0,46.0,8.0,41.0,33.0,147.0,9.0
749,2.0,0.0,3.0,4.0,9.0,1403.0,4.0,822.0,175.0,669.0,0.0,0.0,12.0,0.0,4.0,745.0,5.0,614.0,191.0,2811.0,2.0
754,7.0,1.0,2.0,6.0,4.0,7.0,2.0,8.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,10.0,3.0,13.0,4.0,8.0,1.0
755,2.0,2.0,0.0,0.0,0.0,4.0,12.0,7.0,9.0,4.0,1.0,0.0,3.0,0.0,0.0,7.0,2.0,12.0,3.0,3.0,0.0
756,41319.0,82938.0,92568.0,167434.0,193154.0,82552.0,65292.0,55649.0,54091.0,51089.0,133953.0,19581.0,75700.0,83755.0,103559.0,66476.0,31975.0,45203.0,56703.0,160742.0,1290.0
760,939.0,128.0,176.0,706.0,363.0,87.0,29.0,36.0,45.0,67.0,151.0,26.0,172.0,171.0,553.0,128.0,25.0,107.0,39.0,207.0,5.0
77,15.0,208.0,6.0,15.0,13.0,7.0,7.0,5.0,9.0,8.0,2.0,85.0,8.0,2.0,10.0,6.0,6.0,8.0,7.0,26.0,2.0
772,6.0,21.0,10.0,4.0,10.0,91.0,8.0,41.0,7.0,20.0,0.0,12.0,10.0,3.0,2.0,18.0,7.0,115.0,11.0,19.0,1.0
775,7.0,3.0,10.0,9.0,1.0,22.0,9.0,16.0,9.0,16.0,2.0,2.0,13.0,4.0,2.0,46.0,14.0,44.0,15.0,27.0,5.0
778,35.0,1.0,3.0,29.0,21.0,17.0,5.0,14.0,15.0,13.0,20.0,3.0,24.0,29.0,19.0,21.0,20.0,29.0,31.0,19.0,6.0
78,3.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,5.0,3.0,1.0,4.0,1.0,7.0,6.0,8.0,0.0
782,3.0,1.0,1.0,1.0,1.0,11.0,12.0,15.0,7.0,15.0,0.0,0.0,6.0,0.0,0.0,29.0,16.0,48.0,12.0,18.0,0.0
783,57.0,152.0,31.0,65.0,51.0,26.0,24.0,11.0,17.0,24.0,54.0,124.0,34.0,125.0,30.0,44.0,35.0,44.0,9.0,15.0,5.0
784,3.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,36.0,11.0,14.0,2.0,5.0,3.0
789,0.0,1.0,1.0,1.0,0.0,13.0,7.0,4.0,17.0,4.0,0.0,0.0,2.0,0.0,1.0,13.0,11.0,16.0,11.0,8.0,7.0
790,22.0,31.0,19.0,48.0,32.0,29.0,11.0,16.0,18.0,22.0,18.0,22.0,21.0,16.0,36.0,34.0,16.0,36.0,28.0,25.0,3.0
791,25.0,58.0,13.0,72.0,50.0,18.0,25.0,10.0,21.0,10.0,27.0,37.0,27.0,29.0,31.0,18.0,19.0,36.0,20.0,28.0,6.0
795,184.0,10.0,169.0,181.0,43.0,188.0,98.0,198.0,146.0,145.0,27.0,11.0,452.0,36.0,88.0,317.0,152.0,539.0,147.0,257.0,16.0
796,2.0,33.0,6.0,2.0,0.0,47.0,24.0,32.0,70.0,41.0,1.0,17.0,3.0,0.0,2.0,60.0,39.0,37.0,118.0,184.0,9.0
797,6.0,4.0,0.0,7.0,5.0,14.0,2.0,4.0,10.0,4.0,2.0,0.0,2.0,1.0,1.0,12.0,3.0,14.0,10.0,32.0,2.0
798,17.0,5.0,13.0,8.0,3.0,14580.0,2809.0,9860.0,2871.0,12615.0,5.0,1.0,55.0,0.0,6.0,12731.0,2345.0,10847.0,4140.0,42988.0,24.0
800,3.0,1.0,2.0,3.0,0.0,6.0,4.0,5.0,12.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2.0,16.0,6.0,26.0,0.0
801,0.0,13.0,1.0,5.0,0.0,4.0,3.0,2.0,12.0,6.0,0.0,19.0,2.0,1.0,1.0,7.0,1.0,7.0,2.0,10.0,2.0
803,0.0,0.0,1.0,1.0,0.0,9.0,3.0,14.0,12.0,11.0,0.0,0.0,5.0,0.0,0.0,12.0,2.0,24.0,7.0,71.0,0.0
804,18.0,10.0,7.0,3.0,0.0,5.0,4.0,2.0,5.0,5.0,11.0,2.0,12.0,1.0,14.0,8.0,1.0,19.0,12.0,8.0,4.0
805,5.0,12.0,5.0,5.0,5.0,6.0,21.0,4.0,1.0,6.0,11.0,8.0,5.0,2.0,6.0,5.0,3.0,16.0,3.0,4.0,1.0
807,0.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,5.0,14.0,0.0
808,42.0,45.0,38.0,39.0,9.0,42.0,32.0,29.0,90.0,25.0,18.0,14.0,25.0,6.0,26.0,24.0,24.0,59.0,37.0,395.0,2.0
809,102.0,20.0,193.0,89.0,121.0,4857.0,812.0,3268.0,975.0,2564.0,283.0,5.0,285.0,46.0,112.0,3703.0,29.0,4310.0,1535.0,8143.0,6.0
81,2.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0
811,15.0,19.0,17.0,33.0,17.0,142.0,31.0,76.0,320.0,97.0,30.0,6.0,15.0,15.0,12.0,100.0,24.0,78.0,42.0,1585.0,5.0
812,5.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,5.0,8.0,8.0,12.0,0.0
813,37.0,87.0,19.0,57.0,36.0,27.0,13.0,23.0,18.0,23.0,21.0,48.0,35.0,32.0,24.0,46.0,13.0,60.0,19.0,62.0,5.0
819,2.0,7.0,2.0,1.0,3.0,120.0,24.0,33.0,53.0,47.0,3.0,2.0,3.0,7.0,0.0,261.0,19.0,117.0,43.0,71.0,9.0
821,6.0,1.0,0.0,1.0,0.0,34.0,12.0,14.0,7.0,18.0,1.0,0.0,4.0,0.0,1.0,11.0,8.0,24.0,49.0,61.0,6.0
823,28.0,3.0,17.0,23.0,14.0,13.0,19.0,17.0,16.0,11.0,10.0,0.0,31.0,6.0,20.0,34.0,17.0,59.0,18.0,23.0,5.0
830,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0
833,35.0,22.0,7.0,36.0,17.0,14.0,9.0,4.0,13.0,13.0,40.0,9.0,14.0,17.0,32.0,16.0,9.0,28.0,5.0,15.0,9.0
835,4.0,0.0,1.0,7.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,5.0,3.0,6.0,3.0,1.0,5.0,2.0,4.0,0.0
837,48.0,12.0,28.0,46.0,58.0,35.0,12.0,31.0,27.0,23.0,48.0,1.0,29.0,23.0,38.0,46.0,17.0,63.0,41.0,80.0,8.0
838,3253.0,1108.0,1804.0,5229.0,3216.0,681.0,238.0,453.0,547.0,415.0,3758.0,782.0,2065.0,5006.0,3219.0,1022.0,909.0,1532.0,577.0,870.0,177.0
839,11.0,2.0,11.0,47.0,30.0,15.0,11.0,19.0,16.0,14.0,13.0,2.0,25.0,10.0,11.0,56.0,13.0,52.0,17.0,47.0,6.0
841,4.0,73.0,3.0,10.0,4.0,14.0,1.0,1.0,6.0,0.0,7.0,49.0,11.0,9.0,2.0,8.0,2.0,19.0,7.0,7.0,3.0
842,45.0,352.0,33.0,102.0,91.0,29.0,14.0,19.0,12.0,15.0,46.0,374.0,42.0,134.0,72.0,44.0,33.0,55.0,24.0,31.0,10.0
843,49.0,240.0,25.0,22.0,5.0,127.0,158.0,164.0,108.0,55.0,9.0,66.0,36.0,6.0,9.0,117.0,95.0,280.0,146.0,94.0,41.0
848,3.0,2.0,1.0,4.0,0.0,5.0,6.0,2.0,1.0,0.0,2.0,8.0,4.0,2.0,2.0,5.0,0.0,8.0,1.0,5.0,2.0
850,24.0,8.0,17.0,8.0,2.0,55.0,96.0,41.0,49.0,26.0,5.0,2.0,35.0,0.0,5.0,90.0,77.0,117.0,73.0,54.0,13.0
853,113.0,23.0,21.0,40.0,26.0,53.0,58.0,40.0,26.0,15.0,40.0,5.0,42.0,54.0,38.0,66.0,15.0,77.0,40.0,42.0,28.0
854,0.0,0.0,0.0,1.0,1.0,4.0,17.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,6.0,7.0,3.0,0.0,2.0
857,22.0,17.0,28.0,12.0,4.0,131.0,208.0,109.0,117.0,157.0,12.0,4.0,32.0,7.0,8.0,171.0,147.0,319.0,142.0,235.0,50.0
859,27.0,31.0,17.0,32.0,13.0,25.0,15.0,8.0,12.0,6.0,25.0,12.0,22.0,12.0,8.0,22.0,11.0,40.0,18.0,34.0,5.0
860,41.0,55.0,36.0,114.0,104.0,102.0,50.0,94.0,65.0,56.0,38.0,17.0,56.0,49.0,42.0,102.0,62.0,190.0,86.0,218.0,9.0
862,154.0,38.0,72.0,193.0,121.0,97.0,43.0,38.0,62.0,31.0,63.0,19.0,81.0,78.0,115.0,121.0,18.0,188.0,112.0,78.0,34.0
868,1.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,8.0,5.0,9.0,1.0
869,12.0,0.0,1.0,5.0,1.0,2.0,0.0,3.0,6.0,2.0,4.0,1.0,7.0,0.0,8.0,2.0,1.0,3.0,1.0,8.0,1.0
87,2.0,3.0,0.0,3.0,2.0,7.0,1.0,7.0,32.0,8.0,1.0,0.0,3.0,0.0,3.0,12.0,0.0,17.0,24.0,8.0,5.0
870,0.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0
871,0.0,7.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0
879,1.0,0.0,1.0,0.0,1.0,98.0,1.0,65.0,11.0,64.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,60.0,12.0,80.0,1.0
880,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0
882,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,2.0,2.0,2.0
887,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,7.0,3.0,6.0
888,19.0,0.0,3.0,12.0,2.0,8.0,3.0,3.0,4.0,3.0,4.0,1.0,8.0,21.0,1.0,8.0,1.0,6.0,8.0,10.0,1.0
89,22.0,109.0,1.0,24.0,22.0,5.0,16.0,2.0,2.0,2.0,18.0,47.0,5.0,42.0,30.0,5.0,12.0,9.0,4.0,4.0,7.0
892,0.0,0.0,1.0,0.0,0.0,4.0,19.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,16.0,5.0,3.0,12.0,1.0
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
904,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,7.0,0.0,0.0
91,11.0,18.0,23.0,15.0,18.0,10.0,21.0,14.0,18.0,16.0,9.0,8.0,32.0,10.0,11.0,26.0,26.0,56.0,24.0,16.0,5.0
911,27.0,9.0,7.0,13.0,6.0,9.0,2.0,6.0,10.0,3.0,10.0,1.0,16.0,10.0,8.0,18.0,8.0,23.0,7.0,14.0,3.0
916,6.0,7.0,9.0,9.0,3.0,3.0,4.0,5.0,3.0,6.0,9.0,2.0,9.0,5.0,9.0,6.0,4.0,11.0,6.0,5.0,0.0
