strain_id,A_MTX_5-FC.TPO1_TCB2,A_MTX_Fluconazole.TPO1_TCB2,A_MTX_Metformin.TPO1_TCB2,A_MTX_Trifluoperazine.TPO1_TCB2,A_MTX_noDrug.TPO1_TCB2,A_noMTX_5-FC.TPO1_TCB2,A_noMTX_Fluconazole.TPO1_TCB2,A_noMTX_Metformin.TPO1_TCB2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_noDrug.TPO1_TCB2,B_MTX_5-FC.TPO1_TCB2,B_MTX_Fluconazole.TPO1_TCB2,B_MTX_Metformin.TPO1_TCB2,B_MTX_Trifluoperazine.TPO1_TCB2,B_MTX_noDrug.TPO1_TCB2,B_noMTX_5-FC.TPO1_TCB2,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Metformin.TPO1_TCB2,B_noMTX_Trifluoperazine.TPO1_TCB2,B_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.TPO1_TCB2
543,3.0,0.0,3.0,4.0,2.0,23.0,64.0,10.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,22.0,4.0,3.0,7.0,0.0,74.0
545,248.0,2678.0,69.0,6.0,228.0,244.0,313.0,134.0,1.0,112.0,571.0,8830.0,113.0,12.0,219.0,296.0,423.0,187.0,64.0,7.0,161.0
546,6.0,2.0,5.0,4.0,2.0,256.0,84.0,368.0,17.0,133.0,1.0,1.0,10.0,1.0,1.0,219.0,16.0,471.0,279.0,9.0,84.0
557,5.0,0.0,2.0,4.0,5.0,3.0,6.0,4.0,3.0,5.0,6.0,0.0,1.0,2.0,2.0,3.0,0.0,5.0,3.0,4.0,1.0
559,5.0,0.0,12.0,2.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,0.0,2.0,3.0,4.0,8.0,4.0,5.0,5.0
564,57.0,105.0,47.0,2.0,29.0,38.0,76.0,25.0,2.0,13.0,59.0,75.0,35.0,1.0,14.0,114.0,17.0,14.0,22.0,3.0,39.0
567,1163.0,63.0,2040.0,15.0,302.0,625.0,463.0,788.0,11.0,637.0,1847.0,213.0,1049.0,8.0,214.0,772.0,175.0,631.0,236.0,16.0,230.0
57,1.0,4.0,2.0,0.0,2.0,12.0,15.0,4.0,3.0,2.0,2.0,13.0,2.0,0.0,0.0,28.0,6.0,2.0,8.0,3.0,3.0
571,82.0,201.0,119.0,9.0,53.0,139.0,376.0,131.0,12.0,32.0,149.0,21.0,221.0,10.0,23.0,91.0,29.0,239.0,202.0,7.0,45.0
574,1.0,4.0,2.0,1.0,0.0,49.0,49.0,25.0,0.0,17.0,1.0,0.0,2.0,1.0,0.0,39.0,4.0,40.0,8.0,1.0,26.0
576,2.0,10.0,2.0,2.0,3.0,69.0,49.0,62.0,0.0,36.0,1.0,9.0,2.0,0.0,0.0,77.0,30.0,62.0,22.0,6.0,49.0
578,377.0,2297.0,110.0,82.0,327.0,54.0,110.0,43.0,12.0,45.0,184.0,352.0,89.0,33.0,154.0,68.0,16.0,58.0,82.0,8.0,30.0
58,0.0,3.0,1.0,1.0,2.0,43.0,21.0,16.0,3.0,17.0,1.0,0.0,2.0,1.0,1.0,38.0,1.0,32.0,37.0,3.0,297.0
581,1.0,2.0,1.0,0.0,1.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,8.0,9.0,2.0,2.0
586,15.0,5.0,12.0,5.0,10.0,107.0,9.0,123.0,4.0,57.0,1.0,2.0,8.0,4.0,2.0,146.0,4.0,139.0,57.0,10.0,56.0
588,0.0,0.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,5.0,0.0,3.0
589,26.0,2.0,8.0,3.0,0.0,240.0,863.0,468.0,18.0,234.0,41.0,3.0,9.0,0.0,5.0,536.0,883.0,483.0,239.0,48.0,135.0
590,10.0,0.0,3.0,3.0,2.0,11.0,8.0,11.0,0.0,8.0,6.0,0.0,5.0,2.0,1.0,7.0,13.0,19.0,5.0,8.0,12.0
596,1.0,0.0,0.0,1.0,0.0,9.0,11.0,7.0,6.0,11.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,14.0,5.0,9.0,7.0
598,487.0,8.0,155.0,33.0,204.0,155.0,30.0,169.0,8.0,136.0,761.0,3.0,97.0,14.0,222.0,178.0,64.0,94.0,156.0,7.0,53.0
599,2110.0,4.0,1431.0,70.0,432.0,956.0,165.0,767.0,23.0,528.0,4906.0,14.0,1352.0,52.0,469.0,1330.0,27.0,1138.0,728.0,35.0,295.0
599_ref1,5.0,0.0,4.0,6.0,2.0,21.0,24.0,8.0,13.0,26.0,3.0,0.0,14.0,1.0,9.0,19.0,4.0,34.0,37.0,9.0,420.0
599_ref2,4.0,0.0,5.0,0.0,1.0,15.0,16.0,7.0,12.0,24.0,4.0,0.0,13.0,1.0,1.0,7.0,3.0,35.0,20.0,10.0,252.0
6,3.0,2.0,4.0,5.0,7.0,9.0,3.0,12.0,3.0,7.0,2.0,13.0,9.0,1.0,3.0,1.0,0.0,17.0,18.0,1.0,2.0
60,28.0,1.0,6.0,2.0,5.0,10.0,11.0,8.0,10.0,5.0,13.0,0.0,12.0,1.0,2.0,8.0,6.0,12.0,23.0,4.0,5.0
61,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,12.0,6.0,0.0,2.0,3.0,272.0,279.0,402.0,8.0,158.0,6.0,3.0,4.0,0.0,1.0,485.0,70.0,481.0,222.0,7.0,129.0
616,18.0,2.0,17.0,2.0,7.0,119.0,37.0,54.0,14.0,62.0,7.0,1.0,14.0,4.0,2.0,97.0,13.0,159.0,59.0,37.0,11.0
619,16.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,0.0,3.0,0.0,3.0,9.0,3.0,1.0,6.0,2.0,2.0
622,6.0,0.0,7.0,3.0,4.0,61.0,18.0,91.0,3.0,53.0,5.0,0.0,3.0,3.0,2.0,50.0,5.0,117.0,21.0,9.0,38.0
627,2.0,1.0,4.0,2.0,3.0,4.0,4.0,7.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0
631,55.0,0.0,36.0,11.0,6.0,338.0,36.0,104.0,14.0,77.0,16.0,2.0,54.0,1.0,8.0,236.0,16.0,93.0,72.0,15.0,64.0
632,45.0,1.0,26.0,35.0,37.0,156.0,24.0,104.0,6.0,101.0,23.0,3.0,43.0,17.0,37.0,171.0,135.0,231.0,90.0,10.0,44.0
636,11.0,0.0,5.0,3.0,1.0,166.0,27.0,163.0,5.0,88.0,7.0,0.0,9.0,0.0,3.0,414.0,6.0,263.0,103.0,8.0,41.0
638,37.0,3.0,9.0,3.0,15.0,12.0,184.0,14.0,0.0,12.0,14.0,0.0,17.0,0.0,4.0,35.0,5.0,6.0,4.0,2.0,16.0
639,24.0,6.0,13.0,30.0,24.0,7.0,9.0,5.0,5.0,0.0,30.0,2.0,16.0,5.0,20.0,8.0,8.0,11.0,6.0,4.0,3.0
64,48.0,0.0,145.0,91.0,159.0,162.0,2069.0,166.0,11.0,193.0,86.0,3.0,132.0,16.0,58.0,228.0,374.0,285.0,192.0,8.0,80.0
640,29.0,1.0,27.0,4.0,16.0,55.0,21.0,44.0,3.0,39.0,102.0,6.0,40.0,4.0,3.0,58.0,57.0,78.0,36.0,3.0,71.0
642,405.0,10.0,133.0,84.0,412.0,122.0,19.0,88.0,7.0,45.0,442.0,24.0,186.0,39.0,89.0,100.0,48.0,128.0,35.0,7.0,41.0
648,313.0,679.0,29.0,23.0,158.0,92.0,216.0,12.0,1.0,27.0,196.0,256.0,15.0,5.0,18.0,113.0,73.0,27.0,17.0,4.0,40.0
649,4422.0,449.0,2892.0,119.0,908.0,1801.0,792.0,1125.0,27.0,652.0,5738.0,21.0,3667.0,60.0,1262.0,1808.0,21.0,1220.0,883.0,31.0,388.0
65,0.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
651,117.0,0.0,125.0,5.0,85.0,135.0,57.0,148.0,6.0,56.0,159.0,3.0,106.0,8.0,123.0,123.0,271.0,304.0,115.0,2.0,97.0
652,352.0,1.0,326.0,24.0,88.0,232.0,48.0,204.0,16.0,148.0,476.0,11.0,360.0,5.0,50.0,346.0,118.0,191.0,236.0,10.0,208.0
653,22.0,257.0,34.0,4.0,5.0,318.0,94.0,62.0,10.0,118.0,14.0,181.0,13.0,1.0,13.0,370.0,20.0,76.0,78.0,20.0,139.0
657,191.0,698.0,158.0,10.0,68.0,335.0,151.0,103.0,18.0,199.0,371.0,374.0,109.0,3.0,72.0,321.0,99.0,153.0,108.0,19.0,170.0
658,14.0,17.0,1.0,6.0,45.0,2.0,2.0,1.0,3.0,1.0,31.0,0.0,1.0,0.0,6.0,0.0,3.0,3.0,2.0,0.0,1.0
66,0.0,0.0,1.0,2.0,0.0,97.0,139.0,168.0,1.0,94.0,1.0,1.0,3.0,0.0,0.0,66.0,111.0,139.0,54.0,2.0,127.0
660,133.0,9.0,42.0,5.0,37.0,39.0,16.0,26.0,4.0,15.0,197.0,1.0,142.0,4.0,17.0,24.0,23.0,41.0,17.0,2.0,10.0
666,387.0,6507.0,97.0,10.0,99.0,269.0,235.0,332.0,12.0,141.0,527.0,6749.0,165.0,8.0,136.0,292.0,710.0,795.0,250.0,4.0,114.0
667,43.0,27.0,11.0,8.0,14.0,15.0,16.0,8.0,10.0,6.0,9.0,18.0,14.0,2.0,13.0,26.0,7.0,12.0,11.0,3.0,10.0
668,58.0,105.0,11.0,3.0,21.0,46.0,76.0,18.0,11.0,14.0,233.0,89.0,5.0,2.0,14.0,32.0,4.0,27.0,14.0,3.0,50.0
673,3833.0,597.0,9980.0,205.0,1150.0,6235.0,2712.0,6334.0,245.0,4991.0,5567.0,12.0,4173.0,91.0,1007.0,8224.0,2314.0,7405.0,5593.0,286.0,3004.0
674,98.0,199.0,909.0,17.0,67.0,340.0,158.0,240.0,5.0,207.0,251.0,407.0,239.0,11.0,88.0,187.0,36.0,339.0,199.0,10.0,71.0
676,136.0,28.0,63.0,291.0,2326.0,41.0,28.0,56.0,15.0,43.0,115.0,63.0,103.0,76.0,119.0,73.0,16.0,68.0,78.0,21.0,29.0
677,1.0,1.0,0.0,1.0,1.0,121.0,17.0,76.0,1.0,48.0,1.0,1.0,1.0,0.0,0.0,132.0,76.0,76.0,25.0,5.0,61.0
683,1.0,0.0,0.0,0.0,0.0,29.0,4.0,7.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,33.0,6.0,26.0,19.0,2.0,31.0
685,4.0,0.0,1.0,4.0,1.0,24.0,16.0,51.0,4.0,21.0,0.0,2.0,9.0,0.0,4.0,30.0,6.0,52.0,37.0,4.0,24.0
689,22.0,36.0,7.0,20.0,61.0,4.0,7.0,0.0,2.0,2.0,35.0,12.0,13.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0
690,61.0,16.0,49.0,6.0,57.0,42.0,215.0,30.0,5.0,21.0,142.0,171.0,693.0,1.0,7.0,25.0,30.0,83.0,23.0,5.0,6.0
692,1.0,1.0,1.0,0.0,0.0,774.0,1485.0,1203.0,66.0,424.0,0.0,1.0,2.0,0.0,0.0,803.0,473.0,1652.0,920.0,23.0,444.0
693,12.0,18.0,7.0,15.0,43.0,284.0,25.0,83.0,7.0,53.0,10.0,1.0,3.0,9.0,5.0,205.0,16.0,71.0,66.0,7.0,86.0
695,1343.0,69.0,1452.0,172.0,494.0,1179.0,1233.0,1709.0,45.0,1139.0,3840.0,99.0,1953.0,41.0,296.0,1212.0,739.0,2706.0,999.0,43.0,436.0
697,5.0,2.0,8.0,6.0,9.0,71.0,36.0,49.0,16.0,28.0,7.0,1.0,4.0,1.0,3.0,65.0,12.0,99.0,63.0,12.0,55.0
7,10.0,16.0,32.0,9.0,11.0,782.0,45.0,103.0,36.0,132.0,10.0,0.0,9.0,2.0,6.0,902.0,25.0,88.0,167.0,12.0,131.0
701,5.0,5.0,5.0,1.0,2.0,785.0,53.0,93.0,8.0,118.0,0.0,0.0,2.0,1.0,1.0,859.0,29.0,106.0,89.0,8.0,90.0
702,10.0,11.0,3.0,2.0,5.0,105.0,54.0,16.0,14.0,16.0,1.0,7.0,12.0,2.0,3.0,67.0,13.0,27.0,30.0,9.0,29.0
703,3.0,0.0,0.0,4.0,3.0,8.0,8.0,5.0,4.0,2.0,2.0,0.0,10.0,0.0,5.0,3.0,1.0,12.0,5.0,1.0,14.0
705,2.0,0.0,0.0,0.0,0.0,122.0,87.0,208.0,17.0,149.0,1.0,0.0,4.0,0.0,0.0,254.0,135.0,280.0,116.0,10.0,89.0
709,59.0,41.0,298.0,5.0,45.0,50.0,17.0,59.0,7.0,86.0,330.0,61.0,183.0,2.0,49.0,58.0,20.0,46.0,47.0,2.0,30.0
711,0.0,0.0,1.0,1.0,1.0,36.0,3.0,6.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,3.0,2.0,12.0
713,99.0,0.0,69.0,43.0,54.0,12.0,76.0,41.0,7.0,19.0,260.0,0.0,68.0,32.0,86.0,18.0,10.0,34.0,61.0,3.0,26.0
715,0.0,5.0,1.0,0.0,0.0,12.0,4.0,21.0,0.0,17.0,0.0,4.0,1.0,0.0,0.0,15.0,6.0,6.0,34.0,0.0,17.0
717,1776.0,14.0,889.0,70.0,1164.0,666.0,592.0,418.0,17.0,428.0,2645.0,1280.0,1179.0,54.0,800.0,942.0,484.0,400.0,565.0,24.0,402.0
721,24.0,0.0,28.0,6.0,7.0,307.0,494.0,170.0,9.0,111.0,2.0,0.0,2.0,8.0,6.0,288.0,1321.0,399.0,118.0,10.0,116.0
724,22.0,33.0,18.0,11.0,84.0,24.0,12.0,9.0,13.0,5.0,10.0,20.0,11.0,3.0,9.0,13.0,8.0,44.0,37.0,14.0,15.0
727,1023.0,17.0,2548.0,26.0,539.0,271.0,155.0,376.0,13.0,260.0,960.0,185.0,2021.0,24.0,798.0,223.0,33.0,715.0,217.0,26.0,105.0
729,2635.0,17106.0,2168.0,67.0,1338.0,767.0,324.0,840.0,19.0,375.0,4808.0,6230.0,1377.0,56.0,1171.0,848.0,186.0,783.0,526.0,33.0,272.0
731,38.0,1.0,321.0,18.0,9.0,10563.0,14112.0,25766.0,335.0,11998.0,3.0,1.0,200.0,5.0,5.0,15391.0,2557.0,26770.0,12556.0,420.0,5802.0
732,12.0,3.0,4.0,0.0,2.0,121.0,198.0,326.0,8.0,227.0,4.0,3.0,25.0,1.0,1.0,212.0,122.0,442.0,111.0,12.0,75.0
734,587.0,5.0,25.0,88.0,544.0,107.0,17.0,107.0,19.0,42.0,589.0,0.0,32.0,26.0,100.0,131.0,3.0,43.0,36.0,6.0,30.0
735,0.0,0.0,2.0,0.0,0.0,15.0,9.0,34.0,10.0,29.0,0.0,0.0,2.0,0.0,0.0,45.0,3.0,60.0,26.0,4.0,11.0
738,3.0,9.0,0.0,3.0,5.0,8.0,8.0,6.0,2.0,3.0,11.0,45.0,6.0,1.0,8.0,3.0,16.0,10.0,6.0,1.0,3.0
739,18.0,4.0,12.0,5.0,18.0,427.0,100.0,391.0,59.0,306.0,5.0,0.0,10.0,4.0,1.0,478.0,45.0,392.0,506.0,39.0,684.0
740,12.0,1.0,3.0,3.0,5.0,28.0,48.0,57.0,10.0,19.0,7.0,0.0,5.0,4.0,10.0,29.0,16.0,96.0,48.0,15.0,31.0
741,65.0,22.0,56.0,29.0,120.0,16.0,16.0,15.0,12.0,10.0,106.0,36.0,102.0,6.0,32.0,14.0,16.0,37.0,21.0,10.0,11.0
742,106.0,12.0,85.0,65.0,329.0,556.0,1116.0,1215.0,101.0,643.0,66.0,12.0,78.0,26.0,50.0,713.0,747.0,1767.0,1378.0,57.0,272.0
748,5.0,1.0,3.0,4.0,2.0,247.0,115.0,304.0,13.0,147.0,3.0,2.0,10.0,0.0,4.0,248.0,13.0,169.0,261.0,4.0,161.0
749,6.0,0.0,4.0,1.0,0.0,42.0,128.0,97.0,7.0,39.0,1.0,0.0,2.0,0.0,0.0,50.0,8.0,60.0,43.0,8.0,24.0
754,1.0,1.0,4.0,0.0,3.0,106.0,4.0,150.0,6.0,55.0,5.0,0.0,1.0,0.0,2.0,116.0,19.0,185.0,74.0,3.0,66.0
755,2.0,0.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0
756,2112.0,1140.0,1460.0,1573.0,5386.0,681.0,1088.0,474.0,417.0,417.0,1628.0,729.0,524.0,585.0,1020.0,596.0,712.0,1273.0,1304.0,267.0,688.0
760,1918.0,37.0,2527.0,99.0,734.0,786.0,796.0,648.0,27.0,631.0,4681.0,147.0,3160.0,41.0,427.0,903.0,617.0,687.0,368.0,32.0,259.0
77,15.0,171.0,5.0,4.0,2.0,4.0,28.0,4.0,2.0,3.0,1.0,112.0,1.0,1.0,5.0,6.0,0.0,10.0,4.0,2.0,2.0
772,11.0,24.0,57.0,5.0,16.0,30.0,0.0,44.0,4.0,41.0,60.0,9.0,35.0,0.0,4.0,40.0,1.0,43.0,13.0,6.0,13.0
775,6.0,5.0,7.0,4.0,2.0,301.0,219.0,353.0,13.0,255.0,2.0,1.0,7.0,1.0,2.0,400.0,275.0,300.0,352.0,18.0,226.0
778,588.0,2.0,430.0,14.0,144.0,328.0,579.0,668.0,10.0,438.0,961.0,5.0,294.0,9.0,134.0,447.0,70.0,529.0,334.0,19.0,213.0
78,2.0,0.0,1.0,0.0,0.0,34.0,527.0,64.0,2.0,68.0,0.0,0.0,2.0,0.0,2.0,59.0,28.0,63.0,18.0,3.0,21.0
782,3.0,0.0,0.0,1.0,0.0,18.0,10.0,68.0,3.0,27.0,0.0,0.0,2.0,0.0,1.0,24.0,6.0,16.0,18.0,5.0,10.0
783,2047.0,2277.0,237.0,29.0,296.0,594.0,2539.0,312.0,19.0,126.0,3422.0,11129.0,446.0,13.0,457.0,316.0,226.0,494.0,362.0,6.0,70.0
784,1.0,3.0,1.0,1.0,8.0,86.0,19.0,16.0,0.0,16.0,0.0,5.0,2.0,0.0,1.0,53.0,12.0,35.0,16.0,0.0,23.0
789,2.0,1.0,1.0,0.0,0.0,239.0,11.0,172.0,12.0,99.0,0.0,1.0,2.0,0.0,1.0,182.0,4.0,232.0,218.0,2.0,171.0
790,35.0,19.0,25.0,36.0,85.0,18.0,41.0,47.0,7.0,15.0,35.0,16.0,21.0,10.0,23.0,18.0,63.0,50.0,29.0,7.0,24.0
791,57.0,82.0,30.0,93.0,284.0,17.0,25.0,9.0,6.0,10.0,49.0,43.0,16.0,32.0,54.0,8.0,17.0,27.0,25.0,13.0,16.0
795,101.0,24.0,159.0,49.0,36.0,1139.0,972.0,2054.0,99.0,841.0,48.0,9.0,171.0,15.0,28.0,1293.0,379.0,2238.0,1168.0,77.0,268.0
796,19.0,6.0,2.0,1.0,4.0,121.0,524.0,76.0,11.0,96.0,3.0,41.0,7.0,1.0,1.0,139.0,208.0,72.0,88.0,27.0,207.0
797,1.0,4.0,2.0,1.0,1.0,225.0,175.0,26.0,3.0,47.0,3.0,2.0,2.0,0.0,1.0,169.0,118.0,49.0,31.0,4.0,39.0
798,8.0,3.0,12.0,5.0,0.0,227.0,223.0,399.0,61.0,306.0,0.0,0.0,10.0,0.0,2.0,277.0,73.0,648.0,194.0,111.0,83.0
800,8.0,0.0,1.0,1.0,1.0,4.0,4.0,10.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,14.0,4.0,3.0,3.0,0.0,5.0
801,3.0,29.0,5.0,0.0,4.0,1.0,17.0,7.0,4.0,6.0,1.0,31.0,2.0,2.0,3.0,7.0,2.0,2.0,7.0,1.0,13.0
803,3.0,0.0,0.0,0.0,1.0,157.0,6.0,16.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,87.0,0.0,13.0,26.0,2.0,31.0
804,15.0,11.0,7.0,1.0,3.0,5.0,11.0,13.0,5.0,4.0,5.0,11.0,6.0,1.0,20.0,8.0,7.0,4.0,4.0,4.0,1.0
805,264.0,181.0,154.0,3.0,69.0,193.0,599.0,160.0,6.0,106.0,289.0,188.0,357.0,1.0,29.0,165.0,171.0,199.0,62.0,4.0,52.0
807,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0
808,299.0,3.0,14.0,21.0,53.0,23.0,14.0,8.0,11.0,6.0,120.0,5.0,16.0,3.0,36.0,30.0,21.0,22.0,12.0,3.0,4.0
809,325.0,7.0,273.0,39.0,107.0,164.0,201.0,198.0,21.0,140.0,437.0,13.0,147.0,26.0,92.0,231.0,45.0,264.0,121.0,33.0,120.0
81,12.0,39.0,18.0,3.0,13.0,35.0,2.0,28.0,0.0,16.0,59.0,4.0,9.0,5.0,30.0,15.0,4.0,57.0,8.0,0.0,13.0
811,25.0,28.0,22.0,23.0,43.0,26.0,33.0,11.0,14.0,10.0,8.0,9.0,14.0,17.0,23.0,21.0,16.0,41.0,32.0,13.0,8.0
812,5.0,3.0,1.0,5.0,7.0,6.0,3.0,29.0,2.0,7.0,6.0,3.0,3.0,2.0,3.0,10.0,3.0,12.0,3.0,0.0,3.0
813,34.0,16.0,28.0,30.0,35.0,160.0,48.0,224.0,9.0,140.0,29.0,4.0,28.0,12.0,21.0,184.0,161.0,228.0,121.0,14.0,48.0
819,0.0,0.0,5.0,1.0,1.0,3216.0,848.0,3395.0,82.0,1226.0,4.0,1.0,8.0,0.0,0.0,3900.0,421.0,4191.0,2271.0,35.0,493.0
821,9.0,1.0,3.0,1.0,0.0,127.0,22.0,91.0,2.0,60.0,2.0,0.0,1.0,0.0,2.0,186.0,118.0,65.0,45.0,2.0,55.0
823,21.0,0.0,10.0,15.0,15.0,23.0,26.0,30.0,8.0,14.0,10.0,1.0,25.0,6.0,10.0,23.0,22.0,28.0,14.0,9.0,10.0
830,4.0,2.0,1.0,1.0,2.0,5.0,6.0,14.0,2.0,7.0,2.0,2.0,4.0,0.0,3.0,11.0,5.0,4.0,7.0,2.0,4.0
833,527.0,381.0,49.0,16.0,71.0,727.0,418.0,46.0,5.0,51.0,954.0,53.0,151.0,12.0,40.0,374.0,8.0,35.0,30.0,4.0,65.0
835,13.0,11.0,12.0,8.0,5.0,3.0,8.0,5.0,2.0,4.0,1.0,5.0,22.0,2.0,4.0,6.0,2.0,6.0,5.0,0.0,1.0
837,251.0,18.0,97.0,45.0,182.0,84.0,33.0,184.0,15.0,161.0,238.0,8.0,91.0,18.0,114.0,245.0,21.0,113.0,98.0,13.0,58.0
838,33678.0,1643.0,20826.0,2993.0,39200.0,7167.0,7009.0,6819.0,440.0,2601.0,39955.0,4208.0,21484.0,2014.0,32052.0,5482.0,2631.0,8742.0,4129.0,207.0,2169.0
839,27.0,3.0,18.0,21.0,31.0,89.0,21.0,47.0,7.0,38.0,20.0,3.0,23.0,14.0,19.0,68.0,10.0,91.0,55.0,7.0,20.0
841,109.0,1726.0,44.0,9.0,24.0,42.0,13.0,3.0,9.0,9.0,141.0,555.0,47.0,3.0,9.0,28.0,5.0,19.0,22.0,4.0,106.0
842,907.0,8446.0,1688.0,74.0,2278.0,381.0,231.0,308.0,11.0,285.0,820.0,22750.0,972.0,38.0,2729.0,450.0,153.0,248.0,267.0,18.0,324.0
843,33.0,44.0,15.0,3.0,12.0,1590.0,413.0,401.0,68.0,445.0,6.0,69.0,12.0,1.0,2.0,1690.0,149.0,528.0,377.0,45.0,1003.0
848,8.0,40.0,9.0,0.0,0.0,23.0,29.0,19.0,2.0,22.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,20.0,4.0,1.0,7.0
850,19.0,2.0,18.0,1.0,1.0,608.0,890.0,467.0,40.0,294.0,3.0,2.0,20.0,0.0,4.0,648.0,504.0,475.0,410.0,22.0,155.0
853,237.0,52.0,426.0,15.0,29.0,322.0,2942.0,139.0,15.0,110.0,108.0,3.0,199.0,12.0,52.0,446.0,330.0,478.0,192.0,15.0,152.0
854,1.0,7.0,0.0,2.0,1.0,6.0,53.0,55.0,3.0,5.0,3.0,3.0,5.0,0.0,1.0,58.0,471.0,125.0,48.0,1.0,22.0
857,27.0,9.0,20.0,6.0,2.0,3736.0,1581.0,5278.0,132.0,2766.0,22.0,5.0,14.0,0.0,2.0,3206.0,3608.0,4425.0,3086.0,97.0,2228.0
859,97.0,49.0,87.0,15.0,56.0,72.0,100.0,35.0,9.0,43.0,95.0,21.0,17.0,10.0,11.0,42.0,11.0,25.0,37.0,2.0,24.0
860,76.0,86.0,81.0,89.0,228.0,38.0,137.0,29.0,22.0,33.0,46.0,48.0,33.0,34.0,59.0,47.0,49.0,66.0,76.0,19.0,31.0
862,180.0,7.0,86.0,55.0,190.0,93.0,77.0,46.0,47.0,29.0,88.0,6.0,27.0,13.0,23.0,66.0,34.0,94.0,102.0,30.0,66.0
868,5.0,0.0,21.0,3.0,2.0,2.0,6.0,7.0,5.0,11.0,20.0,1.0,10.0,1.0,11.0,6.0,93.0,38.0,36.0,3.0,7.0
869,17.0,1.0,5.0,4.0,11.0,7.0,3.0,3.0,3.0,1.0,1.0,0.0,17.0,0.0,1.0,2.0,1.0,11.0,4.0,3.0,5.0
87,1.0,6.0,1.0,2.0,1.0,209.0,190.0,326.0,20.0,170.0,0.0,1.0,7.0,1.0,0.0,93.0,0.0,264.0,214.0,6.0,181.0
870,2.0,1.0,0.0,0.0,0.0,298.0,542.0,45.0,3.0,68.0,0.0,1.0,1.0,0.0,0.0,306.0,12.0,18.0,51.0,4.0,48.0
871,1.0,8.0,8.0,3.0,3.0,10.0,2.0,1.0,0.0,1.0,2.0,106.0,2.0,0.0,0.0,16.0,0.0,4.0,8.0,1.0,11.0
879,0.0,0.0,0.0,0.0,2.0,143.0,69.0,59.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,99.0,12.0,91.0,37.0,3.0,100.0
880,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
882,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,5.0,0.0,13.0,1.0,2.0,1.0
887,0.0,0.0,7.0,0.0,0.0,214.0,88.0,69.0,9.0,77.0,0.0,0.0,3.0,0.0,0.0,153.0,72.0,65.0,71.0,4.0,103.0
888,31.0,0.0,26.0,4.0,5.0,77.0,24.0,20.0,8.0,18.0,90.0,17.0,68.0,1.0,13.0,32.0,176.0,61.0,45.0,3.0,18.0
89,293.0,288.0,17.0,79.0,450.0,50.0,137.0,9.0,2.0,15.0,601.0,52.0,16.0,46.0,145.0,42.0,33.0,19.0,9.0,3.0,21.0
892,1.0,0.0,0.0,0.0,0.0,129.0,2128.0,220.0,4.0,125.0,0.0,0.0,1.0,0.0,0.0,233.0,380.0,175.0,62.0,3.0,27.0
897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
904,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
91,71.0,18.0,90.0,10.0,35.0,20.0,44.0,27.0,7.0,22.0,10.0,171.0,45.0,4.0,15.0,37.0,10.0,11.0,26.0,4.0,15.0
