strain_id,A_MTX_5-FC.ALO1_ADE17,A_MTX_Fluconazole.ALO1_ADE17,A_MTX_Metformin.ALO1_ADE17,A_MTX_Trifluoperazine.ALO1_ADE17,A_MTX_noDrug.ALO1_ADE17,A_noMTX_5-FC.ALO1_ADE17,A_noMTX_Fluconazole.ALO1_ADE17,A_noMTX_Metformin.ALO1_ADE17,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_noDrug.ALO1_ADE17,B_MTX_5-FC.ALO1_ADE17,B_MTX_Fluconazole.ALO1_ADE17,B_MTX_Metformin.ALO1_ADE17,B_MTX_Trifluoperazine.ALO1_ADE17,B_MTX_noDrug.ALO1_ADE17,B_noMTX_5-FC.ALO1_ADE17,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Metformin.ALO1_ADE17,B_noMTX_Trifluoperazine.ALO1_ADE17,B_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ALO1_ADE17
541,2.0,1.0,7.0,8.0,4.0,121.0,189.0,31.0,86.0,56.0,9.0,1.0,3.0,2.0,5.0,101.0,598.0,150.0,115.0,70.0,69.0
543,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0
545,1253.0,50183.0,773.0,799.0,2483.0,1130.0,945.0,426.0,388.0,467.0,6414.0,59206.0,612.0,399.0,3411.0,983.0,2461.0,702.0,376.0,417.0,417.0
546,0.0,12.0,21.0,10.0,2.0,620.0,49.0,242.0,207.0,417.0,0.0,4.0,13.0,4.0,3.0,405.0,130.0,220.0,335.0,494.0,59.0
557,0.0,0.0,5.0,6.0,10.0,6.0,3.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,7.0,10.0,1.0,3.0,5.0,2.0,19.0
559,2.0,1.0,7.0,2.0,6.0,7.0,4.0,6.0,14.0,4.0,2.0,1.0,16.0,2.0,3.0,5.0,0.0,14.0,9.0,6.0,8.0
564,4.0,23.0,10.0,11.0,20.0,27.0,11.0,53.0,4.0,28.0,2.0,6.0,10.0,15.0,15.0,53.0,5.0,2.0,6.0,18.0,9.0
567,11.0,5.0,34.0,8.0,7.0,170.0,57.0,60.0,88.0,72.0,10.0,5.0,9.0,5.0,10.0,224.0,51.0,82.0,36.0,72.0,60.0
57,2.0,0.0,4.0,2.0,2.0,24.0,45.0,15.0,45.0,12.0,7.0,0.0,1.0,4.0,7.0,22.0,12.0,16.0,11.0,36.0,40.0
571,94.0,3.0,340.0,263.0,1084.0,162.0,358.0,438.0,254.0,227.0,1440.0,2.0,711.0,887.0,1028.0,152.0,644.0,544.0,78.0,230.0,35.0
574,0.0,2.0,1.0,1.0,1.0,99.0,77.0,45.0,40.0,23.0,2.0,0.0,0.0,0.0,1.0,72.0,116.0,43.0,29.0,45.0,71.0
576,1.0,10.0,1.0,7.0,0.0,55.0,22.0,33.0,12.0,17.0,0.0,5.0,1.0,0.0,2.0,24.0,50.0,32.0,8.0,22.0,30.0
578,57.0,753.0,160.0,248.0,161.0,223.0,427.0,217.0,221.0,99.0,47.0,287.0,96.0,145.0,91.0,204.0,690.0,245.0,201.0,103.0,87.0
58,3.0,0.0,1.0,3.0,5.0,2.0,5.0,5.0,14.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,5.0,4.0,2.0,9.0
581,18.0,14.0,14.0,0.0,33.0,147.0,8.0,80.0,55.0,77.0,107.0,1.0,9.0,0.0,5.0,107.0,25.0,77.0,62.0,91.0,65.0
586,9.0,10.0,8.0,33.0,50.0,273.0,127.0,345.0,114.0,146.0,5.0,5.0,15.0,12.0,22.0,258.0,27.0,166.0,194.0,319.0,138.0
588,6.0,0.0,4.0,1.0,3.0,16.0,4.0,10.0,24.0,6.0,1.0,0.0,1.0,0.0,1.0,11.0,101.0,22.0,8.0,7.0,18.0
589,12.0,3.0,6.0,5.0,3.0,50.0,260.0,26.0,43.0,33.0,12.0,12.0,10.0,4.0,14.0,77.0,256.0,73.0,19.0,64.0,74.0
590,2.0,0.0,4.0,6.0,7.0,42.0,62.0,22.0,48.0,17.0,5.0,0.0,3.0,3.0,2.0,33.0,171.0,49.0,37.0,30.0,28.0
596,0.0,0.0,1.0,2.0,2.0,15.0,18.0,15.0,20.0,20.0,1.0,0.0,1.0,0.0,0.0,17.0,2.0,10.0,12.0,13.0,11.0
598,25.0,6.0,29.0,20.0,23.0,11.0,26.0,1.0,13.0,4.0,27.0,2.0,40.0,14.0,32.0,16.0,6.0,9.0,8.0,9.0,5.0
599,112.0,6.0,68.0,59.0,67.0,118.0,25.0,183.0,88.0,51.0,72.0,0.0,80.0,59.0,88.0,105.0,21.0,47.0,128.0,50.0,45.0
599_ref1,373.0,0.0,5.0,3.0,144.0,1154.0,8.0,7.0,32.0,62.0,5323.0,0.0,8.0,0.0,489.0,938.0,3.0,12.0,3.0,103.0,1074.0
599_ref2,287.0,0.0,2.0,0.0,7.0,841.0,1.0,5.0,14.0,58.0,3324.0,0.0,3.0,1.0,50.0,682.0,7.0,14.0,23.0,59.0,1450.0
6,2.0,4.0,2.0,12.0,9.0,126.0,4.0,77.0,134.0,161.0,4.0,24.0,11.0,5.0,4.0,79.0,4.0,38.0,32.0,119.0,17.0
60,51.0,0.0,61.0,49.0,14.0,616.0,87.0,114.0,194.0,113.0,58.0,382.0,67.0,32.0,22.0,504.0,879.0,372.0,340.0,133.0,97.0
61,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
611,7.0,5.0,2.0,2.0,2.0,166.0,119.0,41.0,42.0,71.0,3.0,5.0,1.0,1.0,7.0,142.0,160.0,51.0,60.0,64.0,61.0
616,18.0,8.0,87.0,24.0,19.0,239.0,213.0,288.0,90.0,98.0,68.0,5.0,56.0,11.0,27.0,155.0,374.0,145.0,88.0,98.0,75.0
619,31.0,0.0,3.0,7.0,6.0,12.0,1.0,3.0,18.0,5.0,21.0,0.0,2.0,1.0,40.0,15.0,7.0,1.0,3.0,2.0,14.0
622,2.0,2.0,8.0,7.0,18.0,942.0,404.0,265.0,303.0,463.0,12.0,2.0,9.0,5.0,3.0,801.0,150.0,162.0,471.0,417.0,209.0
627,51.0,4.0,6.0,1.0,13.0,354.0,24.0,124.0,129.0,172.0,11.0,1.0,1.0,21.0,2.0,211.0,27.0,41.0,54.0,140.0,80.0
631,430.0,2.0,230.0,43.0,257.0,552.0,108.0,426.0,216.0,294.0,1704.0,0.0,147.0,24.0,32.0,498.0,39.0,330.0,214.0,424.0,154.0
632,24.0,1.0,73.0,115.0,45.0,52.0,15.0,73.0,54.0,50.0,19.0,0.0,29.0,33.0,71.0,94.0,17.0,54.0,20.0,44.0,21.0
636,3.0,1.0,6.0,1.0,2.0,22.0,9.0,12.0,31.0,16.0,8.0,0.0,1.0,0.0,3.0,20.0,7.0,21.0,11.0,11.0,4.0
638,267.0,1.0,118.0,80.0,428.0,409.0,40.0,84.0,72.0,160.0,2526.0,3.0,9.0,27.0,225.0,254.0,3.0,37.0,47.0,159.0,161.0
639,25.0,45.0,94.0,79.0,77.0,236.0,210.0,61.0,42.0,79.0,27.0,2.0,47.0,24.0,87.0,183.0,542.0,164.0,65.0,67.0,35.0
64,8.0,3.0,520.0,262.0,261.0,502.0,101.0,967.0,835.0,637.0,16.0,0.0,337.0,106.0,167.0,434.0,150.0,673.0,688.0,874.0,223.0
640,170.0,2.0,47.0,36.0,1031.0,99.0,13.0,17.0,23.0,28.0,832.0,0.0,50.0,16.0,107.0,66.0,76.0,29.0,14.0,10.0,14.0
642,49.0,42.0,122.0,205.0,92.0,112.0,20.0,133.0,68.0,71.0,48.0,15.0,98.0,71.0,85.0,100.0,17.0,92.0,81.0,52.0,30.0
648,85.0,67.0,8.0,51.0,106.0,21.0,49.0,3.0,9.0,8.0,207.0,63.0,9.0,16.0,40.0,17.0,75.0,14.0,3.0,3.0,21.0
649,112.0,7.0,176.0,312.0,222.0,133.0,5.0,100.0,128.0,61.0,75.0,1.0,81.0,61.0,262.0,225.0,18.0,59.0,64.0,52.0,64.0
65,0.0,0.0,2.0,2.0,12.0,1.0,7.0,1.0,7.0,2.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0
651,28.0,1.0,180.0,124.0,404.0,229.0,48.0,201.0,117.0,73.0,165.0,0.0,711.0,43.0,50.0,265.0,103.0,214.0,194.0,74.0,122.0
652,179.0,13.0,724.0,83.0,407.0,1951.0,888.0,1069.0,1479.0,848.0,1001.0,1.0,713.0,82.0,117.0,1629.0,593.0,702.0,1208.0,875.0,1136.0
653,9.0,18.0,29.0,9.0,21.0,32.0,62.0,27.0,47.0,25.0,8.0,16.0,5.0,12.0,15.0,23.0,33.0,20.0,13.0,15.0,20.0
657,15.0,162.0,48.0,20.0,29.0,93.0,259.0,70.0,102.0,86.0,13.0,7.0,24.0,12.0,22.0,97.0,71.0,43.0,55.0,80.0,95.0
658,15.0,10.0,4.0,4.0,32.0,13.0,18.0,1.0,8.0,3.0,23.0,1.0,3.0,2.0,3.0,29.0,3.0,6.0,0.0,0.0,9.0
66,0.0,1.0,3.0,1.0,0.0,28.0,24.0,38.0,13.0,6.0,0.0,5.0,0.0,0.0,0.0,39.0,22.0,43.0,7.0,22.0,9.0
660,8.0,2.0,71.0,31.0,822.0,109.0,33.0,138.0,99.0,50.0,12.0,3.0,23.0,12.0,22.0,127.0,8.0,69.0,60.0,31.0,54.0
666,17.0,176.0,10.0,33.0,11.0,82.0,127.0,25.0,25.0,13.0,21.0,94.0,11.0,18.0,5.0,19.0,87.0,75.0,45.0,15.0,20.0
667,22.0,96.0,26.0,21.0,15.0,127.0,118.0,48.0,53.0,68.0,13.0,24.0,12.0,14.0,13.0,89.0,126.0,53.0,51.0,56.0,49.0
668,10.0,15.0,8.0,12.0,11.0,11.0,16.0,3.0,12.0,4.0,22.0,3.0,4.0,9.0,5.0,15.0,5.0,7.0,4.0,5.0,15.0
673,12397.0,5.0,7548.0,2219.0,6065.0,18813.0,6577.0,9330.0,9705.0,6389.0,43401.0,572.0,5902.0,4625.0,11217.0,15072.0,3486.0,6554.0,7476.0,7369.0,10326.0
674,30.0,97.0,145.0,113.0,72.0,267.0,504.0,192.0,267.0,200.0,243.0,31.0,26.0,38.0,374.0,352.0,374.0,198.0,140.0,230.0,138.0
676,66.0,36.0,84.0,293.0,227.0,53.0,65.0,76.0,66.0,49.0,67.0,110.0,202.0,361.0,116.0,64.0,40.0,74.0,80.0,54.0,34.0
677,0.0,0.0,0.0,1.0,0.0,74.0,23.0,76.0,56.0,60.0,1.0,5.0,1.0,0.0,0.0,76.0,49.0,44.0,28.0,58.0,49.0
683,1.0,1.0,0.0,0.0,2.0,386.0,61.0,218.0,517.0,156.0,1.0,0.0,0.0,0.0,0.0,271.0,150.0,98.0,527.0,350.0,545.0
685,1.0,0.0,4.0,3.0,2.0,56.0,72.0,48.0,33.0,18.0,0.0,4.0,8.0,5.0,2.0,57.0,35.0,36.0,22.0,25.0,49.0
689,11.0,111.0,8.0,9.0,16.0,5.0,1.0,3.0,5.0,2.0,4.0,108.0,6.0,5.0,5.0,7.0,9.0,2.0,1.0,0.0,12.0
690,26.0,8.0,39.0,4.0,16.0,109.0,83.0,40.0,28.0,34.0,125.0,314.0,239.0,7.0,1.0,113.0,541.0,202.0,28.0,34.0,26.0
692,0.0,1.0,0.0,0.0,0.0,35.0,40.0,27.0,14.0,14.0,0.0,4.0,1.0,0.0,0.0,35.0,443.0,114.0,7.0,13.0,18.0
693,6.0,5.0,10.0,42.0,12.0,5.0,4.0,4.0,10.0,2.0,12.0,0.0,3.0,5.0,24.0,8.0,6.0,7.0,4.0,5.0,26.0
695,77.0,10.0,1703.0,682.0,314.0,1061.0,366.0,969.0,728.0,511.0,716.0,31.0,554.0,499.0,80.0,1010.0,715.0,939.0,654.0,479.0,199.0
697,10.0,1.0,10.0,9.0,3.0,115.0,380.0,75.0,72.0,41.0,8.0,4.0,3.0,2.0,8.0,109.0,311.0,142.0,92.0,54.0,43.0
7,7.0,2.0,7.0,4.0,2.0,11.0,6.0,5.0,9.0,7.0,7.0,1.0,25.0,0.0,5.0,14.0,6.0,7.0,12.0,4.0,7.0
701,0.0,5.0,6.0,1.0,0.0,11.0,26.0,13.0,27.0,17.0,0.0,4.0,19.0,2.0,0.0,28.0,24.0,24.0,13.0,16.0,8.0
702,2.0,18.0,22.0,5.0,6.0,416.0,931.0,197.0,231.0,174.0,3.0,19.0,12.0,1.0,7.0,266.0,474.0,265.0,210.0,301.0,158.0
703,1.0,0.0,2.0,20.0,2.0,105.0,5.0,45.0,82.0,38.0,3.0,0.0,4.0,7.0,2.0,54.0,11.0,18.0,112.0,40.0,97.0
705,1.0,1.0,3.0,1.0,0.0,274.0,58.0,269.0,157.0,214.0,0.0,0.0,3.0,0.0,0.0,242.0,27.0,199.0,173.0,290.0,144.0
709,10.0,6.0,146.0,40.0,31.0,219.0,40.0,160.0,218.0,162.0,5.0,5.0,49.0,28.0,58.0,175.0,54.0,81.0,171.0,196.0,145.0
711,4.0,0.0,0.0,0.0,1.0,69.0,11.0,27.0,15.0,24.0,1.0,1.0,1.0,0.0,0.0,60.0,236.0,78.0,49.0,16.0,17.0
713,30.0,0.0,47.0,41.0,30.0,9.0,6.0,16.0,43.0,18.0,16.0,2.0,51.0,62.0,11.0,26.0,6.0,42.0,69.0,12.0,7.0
715,0.0,6.0,0.0,0.0,0.0,7.0,11.0,1.0,17.0,3.0,1.0,4.0,0.0,1.0,1.0,8.0,3.0,3.0,6.0,1.0,1.0
717,773.0,3.0,686.0,256.0,1008.0,889.0,100.0,150.0,257.0,150.0,4051.0,5.0,61.0,454.0,293.0,411.0,151.0,150.0,210.0,359.0,230.0
721,7.0,1.0,16.0,11.0,10.0,532.0,770.0,596.0,302.0,420.0,0.0,3.0,13.0,7.0,5.0,448.0,894.0,539.0,274.0,446.0,197.0
724,7.0,15.0,17.0,23.0,31.0,206.0,488.0,86.0,124.0,76.0,9.0,9.0,5.0,3.0,23.0,104.0,152.0,75.0,103.0,81.0,61.0
727,204.0,18.0,269.0,127.0,1163.0,464.0,98.0,359.0,212.0,290.0,896.0,304.0,490.0,64.0,201.0,429.0,135.0,200.0,241.0,512.0,238.0
729,83.0,136.0,69.0,81.0,99.0,71.0,40.0,17.0,36.0,34.0,56.0,125.0,68.0,66.0,49.0,81.0,75.0,48.0,28.0,26.0,44.0
731,5.0,7.0,61.0,8.0,1.0,4553.0,5256.0,4442.0,3842.0,2294.0,0.0,1.0,19.0,5.0,2.0,3930.0,7430.0,3945.0,2526.0,3436.0,1800.0
732,2.0,2.0,11.0,3.0,1.0,1578.0,6417.0,1684.0,1368.0,1110.0,5.0,2.0,6.0,1.0,2.0,1254.0,2486.0,1671.0,883.0,1520.0,772.0
734,38.0,10.0,40.0,158.0,253.0,403.0,118.0,164.0,119.0,151.0,253.0,2.0,40.0,53.0,103.0,397.0,25.0,104.0,95.0,198.0,126.0
735,0.0,1.0,0.0,1.0,0.0,193.0,37.0,71.0,50.0,85.0,0.0,0.0,1.0,1.0,2.0,183.0,112.0,64.0,50.0,37.0,49.0
738,224.0,52.0,79.0,39.0,20.0,457.0,187.0,153.0,82.0,128.0,1546.0,18240.0,12.0,26.0,57.0,271.0,586.0,177.0,111.0,163.0,85.0
739,1.0,4.0,23.0,2.0,4.0,2105.0,402.0,1319.0,1816.0,974.0,2.0,4.0,13.0,7.0,2.0,1709.0,538.0,837.0,2604.0,981.0,1268.0
740,8.0,0.0,6.0,2.0,3.0,29.0,15.0,26.0,34.0,12.0,3.0,1.0,1.0,6.0,4.0,28.0,14.0,24.0,11.0,11.0,9.0
741,46.0,27.0,67.0,174.0,72.0,41.0,23.0,23.0,29.0,27.0,67.0,29.0,65.0,16.0,136.0,36.0,9.0,21.0,15.0,18.0,36.0
742,26.0,18.0,65.0,110.0,122.0,341.0,874.0,315.0,396.0,140.0,15.0,4.0,32.0,39.0,61.0,242.0,692.0,345.0,362.0,169.0,200.0
748,4.0,5.0,5.0,6.0,0.0,176.0,495.0,79.0,218.0,50.0,1.0,2.0,2.0,0.0,2.0,184.0,168.0,95.0,195.0,103.0,133.0
749,0.0,0.0,10.0,5.0,1.0,222.0,641.0,177.0,190.0,144.0,2.0,0.0,17.0,0.0,3.0,248.0,570.0,170.0,108.0,194.0,77.0
754,0.0,1.0,1.0,1.0,1.0,232.0,76.0,147.0,84.0,83.0,1.0,0.0,4.0,3.0,3.0,240.0,241.0,151.0,114.0,75.0,51.0
755,1.0,2.0,0.0,1.0,1.0,142.0,1.0,55.0,16.0,83.0,0.0,0.0,0.0,0.0,1.0,91.0,52.0,61.0,74.0,57.0,22.0
756,82.0,69.0,238.0,321.0,146.0,636.0,709.0,265.0,281.0,240.0,1064.0,52.0,100.0,110.0,127.0,522.0,372.0,204.0,396.0,258.0,433.0
760,1371.0,149.0,2506.0,796.0,1484.0,1349.0,931.0,453.0,313.0,453.0,5462.0,10.0,2063.0,417.0,1249.0,1121.0,507.0,393.0,335.0,365.0,315.0
77,4.0,20.0,36.0,11.0,52.0,117.0,482.0,81.0,79.0,84.0,3.0,6.0,12.0,1.0,6.0,155.0,42.0,29.0,51.0,50.0,50.0
772,2.0,23.0,101.0,29.0,44.0,12.0,14.0,6.0,12.0,16.0,228.0,27.0,1.0,3.0,15.0,22.0,7.0,10.0,2.0,53.0,19.0
775,2.0,6.0,7.0,3.0,1.0,1001.0,2855.0,558.0,1232.0,624.0,0.0,135.0,3.0,1.0,1.0,933.0,1386.0,508.0,728.0,708.0,901.0
778,31.0,1.0,243.0,104.0,177.0,852.0,1137.0,460.0,499.0,315.0,15.0,4.0,171.0,12.0,75.0,675.0,586.0,350.0,568.0,509.0,325.0
78,0.0,0.0,0.0,4.0,2.0,400.0,169.0,318.0,257.0,232.0,1.0,0.0,0.0,0.0,0.0,291.0,150.0,190.0,108.0,273.0,91.0
782,1.0,0.0,5.0,0.0,0.0,368.0,333.0,520.0,268.0,225.0,0.0,0.0,2.0,0.0,0.0,293.0,231.0,267.0,142.0,262.0,267.0
783,26.0,132.0,6.0,12.0,20.0,3.0,51.0,4.0,6.0,7.0,22.0,53.0,11.0,13.0,12.0,14.0,5.0,4.0,10.0,7.0,8.0
784,0.0,17.0,2.0,2.0,0.0,37.0,44.0,5.0,6.0,11.0,0.0,33.0,0.0,4.0,1.0,28.0,89.0,25.0,9.0,20.0,18.0
789,0.0,5.0,1.0,2.0,0.0,229.0,11.0,40.0,205.0,88.0,1.0,7.0,2.0,0.0,0.0,44.0,7.0,106.0,197.0,33.0,17.0
790,9.0,9.0,28.0,60.0,28.0,156.0,1974.0,44.0,108.0,48.0,10.0,5.0,22.0,14.0,16.0,101.0,2679.0,615.0,74.0,80.0,89.0
791,20.0,37.0,29.0,176.0,147.0,158.0,497.0,107.0,164.0,92.0,6.0,17.0,13.0,39.0,92.0,122.0,344.0,113.0,107.0,96.0,93.0
795,33.0,6.0,218.0,15.0,29.0,7255.0,1811.0,7559.0,5807.0,3298.0,5.0,3.0,167.0,20.0,10.0,7062.0,1498.0,4990.0,5800.0,3555.0,1402.0
796,2.0,5.0,9.0,7.0,5.0,164.0,1248.0,98.0,153.0,203.0,9.0,39.0,24.0,3.0,20.0,146.0,717.0,177.0,181.0,287.0,365.0
797,2.0,5.0,1.0,2.0,7.0,57.0,364.0,13.0,47.0,35.0,3.0,9.0,2.0,1.0,1.0,50.0,320.0,77.0,75.0,35.0,64.0
798,2.0,5.0,12.0,3.0,4.0,4565.0,3016.0,3794.0,1796.0,7778.0,0.0,2.0,33.0,2.0,3.0,6907.0,1993.0,2960.0,3379.0,6071.0,1523.0
800,5.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,7.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,32.0,0.0,6.0,2.0,8.0
801,2.0,27.0,3.0,0.0,3.0,4.0,15.0,2.0,9.0,3.0,1.0,19.0,2.0,1.0,0.0,1.0,49.0,6.0,3.0,1.0,8.0
803,1.0,2.0,0.0,1.0,0.0,68.0,12.0,8.0,20.0,10.0,0.0,0.0,2.0,1.0,1.0,29.0,11.0,29.0,30.0,43.0,21.0
804,24.0,69.0,24.0,9.0,14.0,15.0,14.0,2.0,11.0,7.0,7.0,36.0,16.0,4.0,31.0,10.0,32.0,9.0,17.0,14.0,17.0
805,3.0,21.0,19.0,5.0,4.0,185.0,209.0,62.0,25.0,44.0,92.0,21.0,8.0,2.0,8.0,108.0,741.0,191.0,43.0,30.0,30.0
807,2.0,0.0,1.0,1.0,2.0,243.0,22.0,107.0,74.0,83.0,1.0,3.0,12.0,1.0,0.0,313.0,24.0,78.0,109.0,68.0,56.0
808,46.0,2.0,17.0,55.0,24.0,17.0,57.0,9.0,13.0,6.0,35.0,2.0,12.0,13.0,136.0,18.0,28.0,4.0,7.0,19.0,7.0
809,45.0,2.0,95.0,59.0,65.0,297.0,56.0,301.0,201.0,164.0,25.0,4.0,68.0,51.0,188.0,224.0,43.0,247.0,192.0,211.0,108.0
81,7.0,25.0,3.0,4.0,2.0,39.0,9.0,3.0,10.0,10.0,8.0,2.0,7.0,8.0,5.0,10.0,77.0,27.0,5.0,6.0,16.0
811,11.0,41.0,18.0,23.0,32.0,23.0,30.0,16.0,34.0,22.0,7.0,15.0,17.0,19.0,17.0,20.0,31.0,24.0,15.0,22.0,16.0
812,3.0,4.0,1.0,9.0,15.0,7.0,17.0,3.0,9.0,4.0,2.0,5.0,4.0,3.0,2.0,16.0,10.0,6.0,5.0,5.0,6.0
813,21.0,71.0,73.0,282.0,116.0,429.0,229.0,144.0,201.0,362.0,16.0,62.0,34.0,41.0,162.0,361.0,527.0,188.0,406.0,255.0,112.0
819,4.0,2.0,12.0,6.0,5.0,2704.0,308.0,1660.0,2371.0,1253.0,127.0,1.0,4.0,0.0,10.0,2031.0,275.0,1468.0,2345.0,811.0,245.0
821,1.0,2.0,5.0,3.0,0.0,418.0,1352.0,52.0,172.0,101.0,4.0,1.0,6.0,4.0,0.0,276.0,1355.0,350.0,90.0,192.0,89.0
823,8.0,3.0,29.0,34.0,27.0,501.0,931.0,312.0,169.0,165.0,11.0,3.0,26.0,9.0,15.0,353.0,1827.0,564.0,167.0,226.0,145.0
830,2.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,13.0,1.0,2.0,2.0,1.0,0.0,1.0,9.0,4.0,5.0,2.0,0.0,7.0
833,18.0,10.0,21.0,23.0,34.0,42.0,18.0,23.0,34.0,17.0,12.0,13.0,10.0,14.0,37.0,59.0,114.0,32.0,36.0,18.0,16.0
835,8.0,11.0,23.0,5.0,5.0,7.0,2.0,9.0,13.0,5.0,14.0,9.0,35.0,9.0,3.0,10.0,4.0,14.0,1.0,1.0,7.0
837,49.0,4.0,35.0,55.0,62.0,78.0,85.0,28.0,48.0,31.0,32.0,4.0,18.0,24.0,40.0,71.0,67.0,31.0,39.0,28.0,61.0
838,15927.0,5546.0,73025.0,128912.0,136773.0,16017.0,1872.0,16594.0,6386.0,5677.0,27187.0,19214.0,91318.0,87668.0,118156.0,14332.0,3518.0,7521.0,6482.0,2988.0,1809.0
839,14.0,1.0,25.0,49.0,28.0,650.0,70.0,175.0,160.0,148.0,35.0,0.0,28.0,14.0,70.0,462.0,174.0,169.0,234.0,153.0,44.0
841,1536.0,5608.0,3377.0,152.0,463.0,297.0,390.0,159.0,541.0,217.0,11101.0,11536.0,1686.0,171.0,465.0,226.0,861.0,316.0,612.0,208.0,513.0
842,72.0,151.0,6950.0,7937.0,30795.0,536.0,398.0,217.0,304.0,277.0,509.0,603.0,4081.0,164.0,16139.0,665.0,392.0,313.0,397.0,279.0,344.0
843,7.0,11.0,29.0,11.0,27.0,5616.0,19328.0,2744.0,3629.0,4044.0,14.0,11.0,12.0,13.0,16.0,4139.0,21490.0,6192.0,2733.0,7250.0,3457.0
848,5.0,6.0,4.0,2.0,2.0,11.0,129.0,9.0,15.0,3.0,2.0,4.0,1.0,1.0,4.0,7.0,631.0,158.0,9.0,0.0,17.0
850,36.0,14.0,18.0,13.0,29.0,148.0,954.0,185.0,201.0,85.0,6.0,8.0,28.0,4.0,4.0,184.0,435.0,233.0,186.0,118.0,102.0
853,101.0,53.0,121.0,51.0,36.0,673.0,2620.0,724.0,590.0,244.0,43.0,36.0,73.0,33.0,25.0,575.0,1375.0,861.0,622.0,239.0,569.0
854,0.0,7.0,1.0,1.0,0.0,32.0,21.0,14.0,20.0,5.0,1.0,10.0,4.0,0.0,0.0,50.0,64.0,52.0,21.0,14.0,14.0
857,3.0,18.0,13.0,3.0,3.0,9331.0,7657.0,4394.0,3856.0,3980.0,2.0,66.0,4.0,0.0,1.0,6707.0,19075.0,7013.0,5749.0,2704.0,1745.0
859,26.0,20.0,56.0,33.0,36.0,123.0,97.0,91.0,42.0,52.0,22.0,7.0,39.0,20.0,47.0,155.0,13.0,41.0,51.0,31.0,34.0
860,34.0,27.0,66.0,405.0,103.0,89.0,61.0,41.0,89.0,65.0,11.0,7.0,19.0,34.0,185.0,59.0,28.0,54.0,41.0,30.0,54.0
862,58.0,3.0,105.0,141.0,105.0,77.0,26.0,41.0,91.0,28.0,37.0,1.0,24.0,35.0,117.0,68.0,43.0,40.0,28.0,19.0,30.0
868,1.0,5.0,5.0,12.0,9.0,9.0,22.0,5.0,13.0,3.0,0.0,3.0,12.0,8.0,10.0,7.0,4.0,0.0,5.0,2.0,6.0
869,15.0,4.0,114.0,63.0,10.0,186.0,39.0,284.0,70.0,91.0,5.0,9.0,65.0,23.0,26.0,177.0,23.0,94.0,44.0,88.0,43.0
87,2.0,2.0,2.0,2.0,10.0,9.0,1.0,5.0,14.0,4.0,5.0,6.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,9.0
870,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0
871,1.0,9.0,1.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,40.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,2.0,2.0
879,0.0,1.0,1.0,0.0,1.0,214.0,14.0,42.0,42.0,71.0,1.0,1.0,1.0,0.0,0.0,193.0,51.0,32.0,67.0,36.0,70.0
880,0.0,7.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,12.0
882,1.0,23.0,1.0,1.0,2.0,3.0,7.0,8.0,13.0,7.0,1.0,3.0,5.0,3.0,3.0,8.0,3.0,8.0,6.0,6.0,7.0
887,0.0,2.0,3.0,0.0,0.0,9.0,18.0,4.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,19.0,10.0,3.0,7.0,10.0,10.0
888,11.0,0.0,92.0,15.0,4.0,1574.0,421.0,1274.0,1261.0,347.0,10.0,2.0,47.0,5.0,27.0,1129.0,218.0,1059.0,1179.0,420.0,215.0
89,136.0,233.0,104.0,1815.0,23863.0,150.0,1258.0,12.0,33.0,48.0,711.0,96.0,38.0,3981.0,7878.0,125.0,1009.0,203.0,24.0,78.0,205.0
892,0.0,0.0,0.0,0.0,0.0,112.0,153.0,54.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,80.0,578.0,155.0,34.0,95.0,20.0
897,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
