strain_id,A_MTX_5-FC.HUG1_ALO1,A_MTX_Fluconazole.HUG1_ALO1,A_MTX_Metformin.HUG1_ALO1,A_MTX_Trifluoperazine.HUG1_ALO1,A_MTX_noDrug.HUG1_ALO1,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Metformin.HUG1_ALO1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_noDrug.HUG1_ALO1,B_MTX_5-FC.HUG1_ALO1,B_MTX_Fluconazole.HUG1_ALO1,B_MTX_Metformin.HUG1_ALO1,B_MTX_Trifluoperazine.HUG1_ALO1,B_MTX_noDrug.HUG1_ALO1,B_noMTX_5-FC.HUG1_ALO1,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Metformin.HUG1_ALO1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.HUG1_ALO1
541,6.0,6.0,11.0,13.0,20.0,1189.0,960.0,298.0,79.0,253.0,34.0,11.0,19.0,5.0,27.0,186.0,787.0,195.0,200.0,599.0,70.0
543,3.0,2.0,5.0,0.0,1.0,37.0,34.0,34.0,11.0,22.0,13.0,7.0,51.0,3.0,4.0,13.0,109.0,45.0,8.0,39.0,128.0
545,239.0,5049.0,160.0,32.0,275.0,132.0,314.0,34.0,25.0,31.0,368.0,6513.0,321.0,143.0,245.0,22.0,299.0,64.0,26.0,68.0,32.0
546,3.0,3.0,22.0,0.0,2.0,896.0,188.0,185.0,116.0,222.0,3.0,38.0,72.0,1.0,0.0,75.0,542.0,360.0,116.0,436.0,75.0
557,14.0,1.0,3.0,2.0,1.0,1984.0,220.0,550.0,152.0,247.0,27.0,1.0,38.0,10.0,1.0,340.0,605.0,725.0,257.0,503.0,60.0
559,8.0,17.0,1.0,1.0,4.0,7.0,6.0,3.0,16.0,4.0,11.0,55.0,37.0,5.0,3.0,0.0,37.0,3.0,4.0,28.0,3.0
564,140.0,634.0,98.0,10.0,30.0,465.0,43.0,63.0,20.0,78.0,249.0,66.0,445.0,70.0,128.0,56.0,101.0,74.0,128.0,166.0,56.0
567,44.0,5.0,9.0,4.0,15.0,159.0,10.0,47.0,26.0,32.0,22.0,8.0,435.0,10.0,18.0,36.0,48.0,29.0,8.0,77.0,27.0
57,4.0,1.0,1.0,0.0,2.0,85.0,72.0,35.0,7.0,50.0,2.0,1.0,6.0,1.0,3.0,16.0,10.0,46.0,14.0,52.0,30.0
571,475.0,212.0,1113.0,5.0,458.0,1730.0,316.0,728.0,148.0,509.0,1818.0,596.0,3225.0,302.0,417.0,419.0,1181.0,460.0,729.0,920.0,227.0
574,3.0,0.0,1.0,0.0,3.0,522.0,9.0,56.0,5.0,130.0,2.0,2.0,14.0,5.0,3.0,61.0,175.0,51.0,49.0,232.0,33.0
576,3.0,18.0,1.0,4.0,3.0,495.0,17.0,72.0,26.0,61.0,13.0,68.0,28.0,1.0,2.0,54.0,1081.0,49.0,45.0,232.0,47.0
578,694.0,1886.0,526.0,115.0,487.0,1076.0,121.0,223.0,153.0,214.0,971.0,7904.0,1291.0,442.0,405.0,194.0,1662.0,192.0,337.0,387.0,81.0
58,3.0,0.0,0.0,0.0,0.0,16.0,19.0,12.0,4.0,5.0,7.0,0.0,13.0,1.0,0.0,3.0,69.0,14.0,4.0,5.0,85.0
581,3.0,6.0,2.0,0.0,1.0,1031.0,177.0,368.0,57.0,332.0,4.0,4.0,13.0,2.0,0.0,227.0,117.0,172.0,189.0,642.0,50.0
586,26.0,42.0,10.0,4.0,8.0,2545.0,2846.0,818.0,359.0,776.0,19.0,42.0,49.0,14.0,6.0,422.0,168.0,664.0,605.0,1790.0,236.0
588,14.0,2.0,9.0,1.0,4.0,28.0,6.0,17.0,35.0,9.0,10.0,1.0,40.0,9.0,0.0,5.0,10.0,15.0,8.0,40.0,3.0
589,10.0,28.0,25.0,0.0,1.0,4065.0,4818.0,870.0,298.0,1565.0,5.0,29.0,96.0,1.0,10.0,840.0,27913.0,888.0,617.0,2319.0,373.0
590,4.0,1.0,2.0,1.0,3.0,287.0,25.0,107.0,36.0,152.0,7.0,13.0,26.0,7.0,1.0,31.0,195.0,153.0,50.0,258.0,50.0
596,3.0,1.0,1.0,0.0,4.0,58.0,27.0,29.0,14.0,34.0,3.0,1.0,5.0,2.0,2.0,7.0,38.0,34.0,15.0,108.0,13.0
598,421.0,133.0,254.0,11.0,110.0,1642.0,85.0,205.0,203.0,240.0,839.0,342.0,800.0,312.0,229.0,352.0,1616.0,209.0,317.0,292.0,55.0
599,1810.0,66.0,1073.0,93.0,181.0,9969.0,397.0,1210.0,640.0,1003.0,3431.0,19.0,3058.0,352.0,607.0,1561.0,998.0,1035.0,1143.0,1893.0,275.0
599_ref1,14.0,3.0,25.0,0.0,2.0,41.0,6.0,11.0,58.0,170.0,16.0,58.0,52.0,3.0,11.0,6.0,9.0,11.0,66.0,64.0,383.0
599_ref2,5.0,0.0,10.0,0.0,0.0,8.0,6.0,13.0,6.0,50.0,3.0,0.0,9.0,0.0,0.0,9.0,24.0,10.0,16.0,24.0,208.0
6,5.0,1.0,1.0,0.0,0.0,29.0,24.0,17.0,6.0,11.0,1.0,2.0,9.0,0.0,0.0,4.0,6.0,20.0,6.0,21.0,17.0
60,799.0,1.0,800.0,52.0,110.0,5649.0,147.0,417.0,597.0,406.0,1278.0,0.0,2381.0,130.0,80.0,664.0,3121.0,666.0,1401.0,1587.0,71.0
61,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0
611,1.0,5.0,2.0,1.0,0.0,2122.0,329.0,411.0,225.0,318.0,1.0,15.0,10.0,2.0,0.0,293.0,564.0,450.0,348.0,779.0,174.0
616,859.0,147.0,545.0,35.0,315.0,815.0,110.0,325.0,101.0,324.0,1915.0,10.0,1438.0,200.0,528.0,258.0,81.0,456.0,323.0,622.0,147.0
619,4.0,1.0,5.0,1.0,1.0,14.0,7.0,11.0,14.0,10.0,4.0,2.0,21.0,4.0,0.0,4.0,17.0,10.0,2.0,20.0,5.0
622,13.0,0.0,8.0,1.0,4.0,686.0,54.0,285.0,97.0,281.0,17.0,1.0,36.0,17.0,4.0,192.0,144.0,340.0,126.0,527.0,193.0
627,33.0,14.0,24.0,3.0,14.0,57.0,7.0,71.0,66.0,54.0,51.0,55.0,87.0,18.0,28.0,60.0,9.0,37.0,40.0,100.0,11.0
631,109.0,5.0,162.0,10.0,12.0,280.0,77.0,157.0,71.0,187.0,77.0,13.0,848.0,18.0,23.0,127.0,39.0,160.0,55.0,267.0,49.0
632,95.0,34.0,27.0,41.0,34.0,1042.0,93.0,227.0,99.0,311.0,85.0,33.0,303.0,66.0,43.0,223.0,202.0,408.0,201.0,858.0,129.0
636,7.0,3.0,3.0,3.0,2.0,35.0,16.0,9.0,25.0,16.0,5.0,2.0,70.0,4.0,5.0,10.0,64.0,18.0,15.0,54.0,9.0
638,137.0,57.0,80.0,2.0,66.0,271.0,36.0,36.0,33.0,117.0,330.0,1.0,600.0,23.0,190.0,70.0,7.0,50.0,36.0,166.0,67.0
639,83.0,16.0,134.0,21.0,25.0,212.0,6.0,40.0,12.0,44.0,56.0,16.0,256.0,78.0,31.0,22.0,21.0,74.0,45.0,147.0,55.0
64,12.0,2.0,14.0,1.0,2.0,97.0,15.0,8.0,36.0,11.0,47.0,3.0,170.0,7.0,11.0,10.0,12.0,15.0,21.0,34.0,6.0
640,115.0,23.0,90.0,7.0,29.0,209.0,18.0,36.0,38.0,31.0,231.0,8.0,504.0,35.0,48.0,32.0,36.0,74.0,89.0,206.0,46.0
642,1755.0,128.0,834.0,61.0,995.0,700.0,465.0,250.0,149.0,227.0,5120.0,320.0,3128.0,617.0,1160.0,133.0,409.0,357.0,236.0,663.0,168.0
648,151.0,279.0,21.0,7.0,86.0,23.0,42.0,11.0,15.0,8.0,255.0,329.0,120.0,16.0,22.0,9.0,7.0,29.0,20.0,32.0,11.0
649,892.0,14.0,2259.0,125.0,654.0,2566.0,69.0,507.0,307.0,349.0,3990.0,33.0,9855.0,600.0,1013.0,314.0,16.0,340.0,392.0,1001.0,113.0
65,3.0,2.0,0.0,2.0,2.0,35.0,6.0,4.0,10.0,3.0,1.0,7.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,21.0,1.0
651,235.0,11.0,437.0,6.0,55.0,1400.0,61.0,296.0,103.0,186.0,400.0,12.0,1219.0,222.0,166.0,273.0,14.0,230.0,243.0,352.0,91.0
652,514.0,22.0,499.0,49.0,112.0,1340.0,107.0,342.0,248.0,347.0,947.0,66.0,2390.0,212.0,224.0,157.0,158.0,242.0,375.0,923.0,208.0
653,261.0,366.0,73.0,4.0,137.0,560.0,48.0,173.0,129.0,127.0,859.0,1268.0,1123.0,90.0,88.0,100.0,461.0,204.0,135.0,332.0,80.0
657,60.0,184.0,51.0,13.0,31.0,87.0,53.0,57.0,46.0,58.0,82.0,165.0,265.0,31.0,57.0,28.0,259.0,113.0,34.0,201.0,58.0
658,190.0,3.0,142.0,17.0,234.0,31.0,8.0,11.0,18.0,20.0,831.0,14.0,839.0,91.0,188.0,11.0,5.0,50.0,3.0,31.0,36.0
66,3.0,1.0,2.0,4.0,5.0,491.0,35.0,124.0,35.0,86.0,3.0,13.0,3.0,2.0,5.0,61.0,132.0,117.0,129.0,303.0,118.0
660,1155.0,88.0,830.0,23.0,917.0,1338.0,55.0,413.0,158.0,695.0,3360.0,241.0,3539.0,562.0,911.0,183.0,319.0,404.0,279.0,1128.0,157.0
666,1071.0,2953.0,331.0,18.0,483.0,5553.0,233.0,542.0,393.0,429.0,2968.0,7112.0,2013.0,319.0,355.0,805.0,308.0,525.0,954.0,1370.0,246.0
667,191.0,74.0,1112.0,12.0,106.0,2777.0,72.0,476.0,176.0,389.0,151.0,110.0,3502.0,176.0,444.0,637.0,1313.0,468.0,487.0,987.0,99.0
668,45.0,15.0,17.0,8.0,13.0,28.0,4.0,15.0,13.0,9.0,53.0,22.0,64.0,20.0,28.0,9.0,38.0,25.0,14.0,40.0,28.0
673,5053.0,149.0,5227.0,595.0,1882.0,30385.0,923.0,5376.0,2883.0,5672.0,8453.0,87.0,15039.0,2399.0,4375.0,6370.0,751.0,5041.0,4026.0,9342.0,2016.0
674,66.0,89.0,379.0,26.0,35.0,1128.0,225.0,69.0,86.0,129.0,28.0,86.0,603.0,59.0,37.0,75.0,557.0,132.0,249.0,137.0,27.0
676,367.0,154.0,356.0,9.0,123.0,826.0,84.0,257.0,153.0,273.0,684.0,1139.0,2176.0,162.0,302.0,136.0,65.0,363.0,303.0,581.0,144.0
677,0.0,1.0,1.0,1.0,0.0,50.0,7.0,9.0,7.0,13.0,0.0,0.0,2.0,0.0,2.0,7.0,22.0,29.0,4.0,54.0,15.0
683,1.0,1.0,0.0,1.0,1.0,89.0,9.0,8.0,12.0,11.0,2.0,0.0,7.0,0.0,0.0,9.0,28.0,17.0,28.0,32.0,4.0
685,2.0,0.0,2.0,0.0,3.0,267.0,99.0,79.0,85.0,44.0,5.0,3.0,20.0,2.0,3.0,44.0,82.0,114.0,34.0,117.0,96.0
689,182.0,16082.0,302.0,9.0,185.0,127.0,108.0,37.0,36.0,42.0,1587.0,831.0,1313.0,233.0,1688.0,3.0,37.0,31.0,36.0,148.0,20.0
690,512.0,276.0,79.0,1.0,126.0,142.0,14.0,14.0,23.0,26.0,610.0,1108.0,367.0,51.0,39.0,22.0,205.0,12.0,14.0,97.0,15.0
692,0.0,0.0,5.0,0.0,0.0,3155.0,540.0,362.0,298.0,421.0,0.0,0.0,17.0,0.0,0.0,880.0,2897.0,447.0,990.0,1501.0,231.0
693,19.0,9.0,8.0,18.0,6.0,322.0,29.0,17.0,9.0,59.0,9.0,5.0,64.0,12.0,8.0,30.0,8.0,65.0,17.0,91.0,55.0
695,189.0,313.0,192.0,41.0,87.0,201.0,32.0,59.0,24.0,62.0,326.0,335.0,1437.0,52.0,88.0,30.0,27.0,108.0,43.0,139.0,21.0
697,6.0,2.0,6.0,0.0,0.0,498.0,172.0,97.0,24.0,117.0,6.0,1.0,24.0,0.0,4.0,98.0,1101.0,52.0,65.0,294.0,53.0
7,35.0,5.0,195.0,0.0,6.0,186.0,2.0,53.0,14.0,38.0,6.0,2.0,245.0,5.0,9.0,25.0,67.0,58.0,69.0,84.0,29.0
701,0.0,1.0,6.0,0.0,1.0,5049.0,634.0,934.0,347.0,625.0,1.0,5.0,25.0,3.0,1.0,745.0,612.0,795.0,1021.0,1273.0,111.0
702,4.0,3.0,6.0,0.0,0.0,1578.0,465.0,445.0,246.0,232.0,7.0,1.0,43.0,0.0,0.0,266.0,961.0,388.0,415.0,603.0,220.0
703,4.0,0.0,2.0,2.0,9.0,7.0,10.0,3.0,7.0,3.0,2.0,3.0,16.0,6.0,2.0,5.0,14.0,7.0,2.0,6.0,6.0
705,2.0,0.0,1.0,0.0,0.0,287.0,13.0,111.0,70.0,126.0,1.0,1.0,13.0,0.0,0.0,77.0,40.0,118.0,71.0,241.0,68.0
709,21.0,29.0,48.0,12.0,32.0,56.0,15.0,22.0,27.0,18.0,10.0,3.0,181.0,14.0,16.0,20.0,1084.0,42.0,12.0,62.0,21.0
711,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,7.0,10.0,1.0,2.0,10.0,2.0,4.0,17.0,11.0,2.0
713,524.0,5.0,593.0,30.0,344.0,414.0,38.0,67.0,120.0,66.0,1323.0,191.0,1450.0,222.0,626.0,55.0,30.0,98.0,160.0,304.0,63.0
715,0.0,0.0,0.0,0.0,1.0,724.0,542.0,61.0,100.0,144.0,1.0,1.0,1.0,0.0,1.0,102.0,2761.0,89.0,324.0,451.0,75.0
717,1195.0,203.0,1164.0,64.0,731.0,1369.0,27.0,270.0,222.0,325.0,1520.0,203.0,4357.0,547.0,789.0,252.0,315.0,360.0,466.0,732.0,168.0
721,10.0,3.0,5.0,3.0,8.0,1018.0,706.0,118.0,21.0,290.0,5.0,4.0,90.0,4.0,4.0,162.0,3244.0,259.0,191.0,636.0,107.0
724,5.0,2.0,7.0,5.0,4.0,317.0,3.0,27.0,39.0,69.0,5.0,1.0,28.0,5.0,1.0,26.0,22.0,69.0,70.0,118.0,15.0
727,892.0,42.0,2630.0,41.0,1475.0,2275.0,54.0,823.0,211.0,473.0,2573.0,145.0,5565.0,1346.0,2231.0,384.0,670.0,464.0,488.0,918.0,137.0
729,728.0,1056.0,1406.0,100.0,415.0,4519.0,309.0,603.0,316.0,627.0,1948.0,3159.0,6839.0,736.0,965.0,818.0,1753.0,385.0,660.0,964.0,204.0
731,8.0,1.0,50.0,2.0,4.0,26928.0,9153.0,9392.0,2779.0,5006.0,5.0,1.0,223.0,6.0,2.0,4449.0,9308.0,6753.0,6384.0,8762.0,1868.0
732,2.0,0.0,4.0,2.0,7.0,1130.0,458.0,640.0,116.0,464.0,3.0,2.0,25.0,2.0,3.0,124.0,1487.0,458.0,224.0,812.0,103.0
734,252.0,19.0,80.0,22.0,746.0,109.0,20.0,193.0,55.0,77.0,946.0,4.0,556.0,244.0,756.0,33.0,109.0,212.0,86.0,203.0,35.0
735,1.0,0.0,0.0,0.0,0.0,126.0,8.0,23.0,34.0,70.0,1.0,2.0,8.0,0.0,0.0,15.0,22.0,27.0,56.0,113.0,13.0
738,39.0,276.0,57.0,3.0,48.0,85.0,82.0,52.0,41.0,56.0,33.0,577.0,161.0,34.0,57.0,32.0,181.0,60.0,33.0,339.0,47.0
739,4.0,5.0,5.0,3.0,4.0,2302.0,176.0,538.0,645.0,583.0,1.0,1.0,32.0,4.0,1.0,373.0,548.0,679.0,1436.0,2212.0,603.0
740,5.0,0.0,5.0,2.0,1.0,46.0,15.0,12.0,13.0,6.0,6.0,1.0,42.0,3.0,1.0,8.0,33.0,14.0,10.0,65.0,4.0
741,52.0,7.0,24.0,16.0,31.0,25.0,7.0,4.0,10.0,4.0,36.0,4.0,193.0,27.0,27.0,3.0,25.0,5.0,9.0,31.0,6.0
742,37.0,3.0,27.0,20.0,25.0,2316.0,1982.0,802.0,621.0,547.0,27.0,11.0,311.0,24.0,24.0,773.0,3220.0,927.0,927.0,1566.0,96.0
748,5.0,0.0,6.0,1.0,20.0,353.0,102.0,123.0,43.0,87.0,12.0,4.0,10.0,2.0,16.0,65.0,371.0,173.0,89.0,185.0,112.0
749,0.0,0.0,5.0,0.0,5.0,296.0,394.0,45.0,17.0,99.0,4.0,2.0,47.0,2.0,0.0,60.0,236.0,103.0,33.0,283.0,24.0
754,4.0,3.0,5.0,1.0,1.0,344.0,43.0,92.0,52.0,42.0,4.0,10.0,34.0,1.0,1.0,46.0,55.0,86.0,150.0,143.0,39.0
755,3.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,6.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,20.0,1.0,5.0,12.0,0.0
756,676.0,214.0,830.0,419.0,935.0,1253.0,1426.0,460.0,394.0,609.0,2081.0,345.0,2229.0,1260.0,1028.0,461.0,538.0,790.0,611.0,1277.0,579.0
760,2610.0,204.0,7024.0,54.0,1943.0,4091.0,271.0,767.0,197.0,744.0,4909.0,3031.0,18590.0,1094.0,2096.0,535.0,966.0,557.0,527.0,1979.0,188.0
77,16.0,44.0,22.0,1.0,10.0,47.0,39.0,37.0,10.0,32.0,165.0,597.0,259.0,6.0,20.0,28.0,3.0,13.0,15.0,28.0,9.0
772,55.0,25.0,263.0,2.0,14.0,289.0,41.0,70.0,25.0,99.0,73.0,40.0,874.0,18.0,24.0,32.0,127.0,81.0,51.0,214.0,46.0
775,3.0,2.0,7.0,1.0,0.0,2809.0,198.0,785.0,541.0,988.0,1.0,4.0,59.0,1.0,0.0,475.0,446.0,702.0,864.0,2176.0,424.0
778,1460.0,52.0,1008.0,50.0,760.0,2798.0,521.0,971.0,367.0,1080.0,2892.0,99.0,3529.0,545.0,629.0,514.0,1312.0,1106.0,811.0,2044.0,578.0
78,2.0,0.0,6.0,0.0,1.0,358.0,4.0,194.0,13.0,271.0,2.0,0.0,95.0,0.0,0.0,102.0,73.0,255.0,101.0,361.0,103.0
782,1.0,1.0,5.0,0.0,1.0,377.0,209.0,238.0,62.0,159.0,0.0,0.0,16.0,1.0,2.0,101.0,1019.0,133.0,118.0,307.0,60.0
783,107.0,98.0,21.0,8.0,25.0,694.0,7.0,32.0,13.0,24.0,23.0,117.0,59.0,11.0,9.0,47.0,14.0,41.0,143.0,118.0,11.0
784,1.0,42.0,0.0,0.0,1.0,260.0,339.0,6.0,11.0,54.0,2.0,39.0,9.0,2.0,2.0,51.0,307.0,39.0,66.0,134.0,23.0
789,1.0,1.0,21.0,1.0,0.0,2719.0,21.0,585.0,342.0,218.0,1.0,1.0,32.0,0.0,0.0,152.0,21.0,247.0,1885.0,1267.0,243.0
790,17.0,26.0,19.0,8.0,33.0,235.0,81.0,92.0,89.0,116.0,20.0,33.0,214.0,14.0,20.0,83.0,89.0,120.0,74.0,206.0,40.0
791,24.0,46.0,5.0,31.0,32.0,21.0,15.0,28.0,7.0,25.0,23.0,57.0,93.0,35.0,14.0,8.0,70.0,28.0,15.0,82.0,16.0
795,28.0,6.0,94.0,6.0,8.0,3467.0,553.0,636.0,364.0,589.0,31.0,4.0,332.0,7.0,11.0,386.0,1124.0,822.0,705.0,1386.0,129.0
796,6.0,5.0,6.0,2.0,1.0,995.0,1786.0,774.0,181.0,805.0,1.0,14.0,33.0,1.0,1.0,166.0,4981.0,872.0,360.0,1147.0,780.0
797,0.0,3.0,2.0,2.0,1.0,22.0,4.0,6.0,5.0,9.0,0.0,6.0,12.0,4.0,0.0,5.0,26.0,6.0,2.0,20.0,5.0
798,6.0,1.0,13.0,2.0,0.0,3928.0,1602.0,1270.0,420.0,2009.0,2.0,1.0,77.0,7.0,3.0,1186.0,3057.0,1556.0,785.0,2788.0,608.0
800,3.0,2.0,0.0,0.0,0.0,20.0,15.0,14.0,15.0,2.0,0.0,2.0,4.0,0.0,0.0,8.0,170.0,6.0,4.0,22.0,5.0
801,3.0,21.0,0.0,2.0,2.0,20.0,6.0,12.0,22.0,7.0,1.0,23.0,11.0,4.0,0.0,4.0,58.0,8.0,5.0,27.0,5.0
803,0.0,0.0,0.0,0.0,0.0,696.0,48.0,25.0,34.0,39.0,1.0,0.0,5.0,0.0,1.0,18.0,31.0,40.0,57.0,60.0,22.0
804,65.0,717.0,556.0,5.0,42.0,176.0,15.0,60.0,31.0,76.0,148.0,13084.0,1357.0,64.0,25.0,30.0,923.0,25.0,72.0,102.0,18.0
805,84.0,177.0,211.0,6.0,31.0,215.0,12.0,61.0,21.0,44.0,155.0,731.0,423.0,20.0,36.0,11.0,23.0,34.0,34.0,266.0,15.0
807,0.0,1.0,0.0,0.0,1.0,19.0,11.0,11.0,10.0,8.0,1.0,1.0,3.0,1.0,0.0,13.0,31.0,12.0,8.0,24.0,3.0
808,5.0,7.0,9.0,5.0,5.0,59.0,15.0,68.0,75.0,62.0,16.0,11.0,52.0,6.0,2.0,13.0,111.0,80.0,51.0,139.0,64.0
809,291.0,2.0,123.0,14.0,30.0,356.0,106.0,208.0,72.0,197.0,655.0,1.0,796.0,41.0,48.0,80.0,344.0,188.0,84.0,319.0,78.0
81,173.0,71.0,147.0,5.0,30.0,355.0,10.0,97.0,11.0,91.0,254.0,248.0,824.0,73.0,96.0,68.0,253.0,127.0,84.0,330.0,136.0
811,7.0,5.0,9.0,4.0,4.0,30.0,14.0,11.0,10.0,5.0,13.0,3.0,32.0,5.0,4.0,16.0,27.0,26.0,14.0,37.0,7.0
812,2.0,2.0,2.0,0.0,0.0,62.0,20.0,66.0,7.0,87.0,3.0,1.0,14.0,0.0,3.0,34.0,25.0,82.0,89.0,242.0,47.0
813,31.0,17.0,38.0,17.0,16.0,245.0,126.0,109.0,37.0,87.0,34.0,41.0,281.0,58.0,20.0,35.0,298.0,99.0,66.0,300.0,38.0
819,3.0,5.0,6.0,1.0,7.0,7874.0,280.0,810.0,563.0,502.0,9.0,3.0,79.0,12.0,7.0,1097.0,513.0,573.0,964.0,1658.0,111.0
821,1.0,1.0,2.0,0.0,0.0,457.0,152.0,57.0,84.0,198.0,0.0,0.0,26.0,3.0,2.0,108.0,708.0,101.0,75.0,369.0,79.0
823,27.0,2.0,13.0,13.0,22.0,183.0,135.0,70.0,65.0,87.0,21.0,6.0,163.0,49.0,10.0,60.0,140.0,102.0,76.0,148.0,54.0
830,0.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,8.0,0.0,1.0,0.0,9.0,1.0,2.0,5.0,0.0
833,376.0,989.0,367.0,12.0,254.0,277.0,161.0,76.0,57.0,81.0,1097.0,690.0,2928.0,118.0,341.0,81.0,404.0,78.0,74.0,347.0,63.0
835,50.0,37.0,38.0,2.0,9.0,57.0,11.0,7.0,13.0,21.0,83.0,6.0,226.0,17.0,32.0,10.0,22.0,20.0,23.0,73.0,32.0
837,499.0,15.0,349.0,6.0,384.0,1398.0,158.0,536.0,87.0,391.0,882.0,17.0,1270.0,194.0,438.0,169.0,331.0,353.0,212.0,560.0,131.0
838,20327.0,10205.0,32931.0,3496.0,15523.0,32968.0,4249.0,6633.0,3632.0,5014.0,48170.0,11516.0,87979.0,44014.0,29673.0,5504.0,4324.0,8924.0,9542.0,13235.0,2109.0
839,23.0,1.0,27.0,14.0,17.0,924.0,26.0,100.0,46.0,51.0,21.0,0.0,377.0,32.0,18.0,125.0,150.0,201.0,145.0,179.0,17.0
841,33.0,552.0,43.0,5.0,14.0,9.0,10.0,6.0,15.0,1.0,105.0,1763.0,268.0,12.0,39.0,6.0,21.0,5.0,8.0,22.0,32.0
842,1062.0,2149.0,1613.0,125.0,2218.0,1483.0,125.0,277.0,196.0,405.0,1768.0,11302.0,5579.0,1750.0,2370.0,287.0,1853.0,206.0,338.0,799.0,239.0
843,10.0,13.0,19.0,3.0,2.0,3407.0,901.0,1834.0,390.0,1361.0,17.0,140.0,93.0,14.0,11.0,673.0,5294.0,2106.0,547.0,2492.0,2650.0
848,2.0,5.0,0.0,2.0,0.0,4.0,7.0,4.0,5.0,3.0,1.0,4.0,12.0,3.0,1.0,4.0,17.0,7.0,1.0,17.0,3.0
850,5.0,5.0,5.0,0.0,8.0,327.0,75.0,104.0,136.0,59.0,6.0,6.0,54.0,8.0,0.0,53.0,1544.0,98.0,126.0,167.0,28.0
853,1197.0,542.0,1573.0,16.0,1177.0,4792.0,1537.0,1725.0,904.0,906.0,1835.0,7255.0,7891.0,1704.0,2821.0,1272.0,16353.0,978.0,900.0,1961.0,662.0
854,3.0,14.0,6.0,0.0,0.0,427.0,1602.0,26.0,15.0,65.0,4.0,21.0,11.0,2.0,1.0,104.0,745.0,22.0,145.0,124.0,24.0
857,2.0,14.0,10.0,17.0,0.0,2911.0,133.0,316.0,438.0,276.0,37.0,15.0,52.0,4.0,1.0,256.0,585.0,1693.0,380.0,2956.0,317.0
859,717.0,34.0,446.0,9.0,283.0,588.0,36.0,53.0,82.0,110.0,1274.0,27.0,905.0,308.0,213.0,94.0,36.0,59.0,70.0,415.0,50.0
860,47.0,26.0,21.0,22.0,31.0,325.0,25.0,194.0,65.0,121.0,35.0,25.0,244.0,48.0,22.0,51.0,91.0,127.0,79.0,261.0,79.0
862,107.0,4.0,40.0,53.0,32.0,68.0,17.0,35.0,37.0,21.0,63.0,11.0,375.0,69.0,37.0,31.0,84.0,28.0,17.0,64.0,10.0
868,15.0,9.0,42.0,2.0,20.0,256.0,24.0,212.0,78.0,191.0,76.0,3.0,582.0,24.0,22.0,84.0,50.0,134.0,91.0,397.0,114.0
869,52.0,0.0,23.0,2.0,39.0,30.0,0.0,5.0,7.0,6.0,6.0,0.0,80.0,13.0,29.0,10.0,8.0,5.0,1.0,20.0,3.0
87,2.0,10.0,2.0,2.0,4.0,4.0,0.0,1.0,2.0,1.0,4.0,17.0,10.0,1.0,2.0,0.0,5.0,2.0,0.0,5.0,4.0
870,46.0,2.0,27.0,0.0,12.0,63.0,6.0,18.0,16.0,16.0,176.0,4.0,174.0,4.0,18.0,3.0,6.0,11.0,6.0,13.0,15.0
871,16.0,85.0,24.0,1.0,10.0,97.0,5.0,39.0,19.0,30.0,136.0,60.0,149.0,11.0,0.0,90.0,9.0,67.0,22.0,150.0,31.0
879,2.0,0.0,0.0,0.0,1.0,108.0,4.0,18.0,18.0,44.0,0.0,5.0,2.0,0.0,3.0,5.0,18.0,11.0,11.0,42.0,18.0
880,1.0,29.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,1.0,0.0,4.0,6.0,2.0,0.0,3.0,6.0,2.0,1.0,7.0,3.0
882,1.0,30.0,0.0,0.0,0.0,6.0,6.0,2.0,5.0,3.0,3.0,27.0,6.0,2.0,4.0,0.0,8.0,5.0,3.0,7.0,1.0
887,0.0,1.0,9.0,0.0,0.0,47.0,28.0,57.0,23.0,52.0,1.0,1.0,49.0,0.0,1.0,10.0,61.0,51.0,41.0,100.0,43.0
888,33.0,52.0,93.0,9.0,120.0,593.0,75.0,190.0,77.0,79.0,200.0,11.0,267.0,30.0,25.0,63.0,93.0,89.0,96.0,158.0,27.0
89,510.0,489.0,123.0,62.0,561.0,129.0,181.0,99.0,3.0,94.0,1105.0,2308.0,410.0,223.0,860.0,31.0,387.0,181.0,23.0,114.0,138.0
892,1.0,1.0,0.0,1.0,0.0,188.0,33.0,70.0,63.0,79.0,0.0,5.0,12.0,0.0,0.0,48.0,996.0,81.0,109.0,224.0,13.0
