strain_id,A_MTX_5-FC.ERV25_ORM2,A_MTX_Fluconazole.ERV25_ORM2,A_MTX_Metformin.ERV25_ORM2,A_MTX_Trifluoperazine.ERV25_ORM2,A_MTX_noDrug.ERV25_ORM2,A_noMTX_5-FC.ERV25_ORM2,A_noMTX_Fluconazole.ERV25_ORM2,A_noMTX_Metformin.ERV25_ORM2,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_noDrug.ERV25_ORM2,B_MTX_5-FC.ERV25_ORM2,B_MTX_Fluconazole.ERV25_ORM2,B_MTX_Metformin.ERV25_ORM2,B_MTX_Trifluoperazine.ERV25_ORM2,B_MTX_noDrug.ERV25_ORM2,B_noMTX_5-FC.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Metformin.ERV25_ORM2,B_noMTX_Trifluoperazine.ERV25_ORM2,B_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_ORM2
540,456.0,368.0,241.0,319.0,667.0,676.0,861.0,1500.0,268.0,561.0,814.0,1181.0,967.0,352.0,1324.0,1001.0,518.0,1823.0,963.0,1059.0,437.0
541,19.0,4.0,114.0,11.0,3.0,457.0,4.0,523.0,258.0,421.0,65.0,17.0,464.0,7.0,13.0,237.0,26.0,204.0,933.0,675.0,48.0
543,0.0,4.0,25.0,3.0,2.0,90.0,47.0,87.0,54.0,79.0,12.0,1.0,40.0,0.0,12.0,50.0,20.0,74.0,73.0,125.0,65.0
545,227.0,4750.0,157.0,192.0,266.0,88.0,13.0,104.0,31.0,88.0,435.0,5011.0,386.0,65.0,249.0,62.0,34.0,147.0,201.0,70.0,119.0
546,37.0,3.0,64.0,51.0,79.0,22.0,29.0,54.0,29.0,19.0,160.0,4.0,219.0,22.0,362.0,58.0,8.0,40.0,90.0,39.0,73.0
557,39.0,4.0,60.0,47.0,16.0,27.0,16.0,94.0,50.0,199.0,86.0,11.0,160.0,22.0,40.0,66.0,106.0,87.0,149.0,87.0,87.0
559,8.0,40.0,67.0,11.0,2.0,10.0,10.0,117.0,41.0,17.0,15.0,3.0,312.0,11.0,22.0,62.0,4.0,60.0,136.0,30.0,16.0
564,60.0,70.0,81.0,46.0,20.0,228.0,50.0,215.0,154.0,96.0,130.0,37.0,234.0,28.0,38.0,383.0,11.0,486.0,351.0,152.0,50.0
567,79.0,2.0,79.0,66.0,85.0,279.0,39.0,1162.0,129.0,492.0,283.0,8.0,368.0,16.0,310.0,570.0,8.0,1025.0,355.0,271.0,80.0
57,1.0,0.0,9.0,13.0,4.0,38.0,434.0,103.0,23.0,27.0,10.0,0.0,55.0,4.0,11.0,19.0,24.0,103.0,77.0,37.0,20.0
571,41.0,3.0,44.0,41.0,59.0,259.0,154.0,138.0,99.0,346.0,117.0,6.0,269.0,29.0,248.0,144.0,0.0,118.0,153.0,239.0,443.0
574,3.0,0.0,17.0,5.0,1.0,3.0,7.0,28.0,7.0,12.0,7.0,0.0,40.0,1.0,9.0,10.0,1.0,9.0,23.0,12.0,5.0
576,3.0,17.0,3.0,4.0,1.0,3.0,6.0,11.0,2.0,7.0,4.0,1.0,38.0,7.0,6.0,10.0,0.0,20.0,21.0,12.0,10.0
578,475.0,2044.0,327.0,668.0,956.0,641.0,2732.0,558.0,248.0,230.0,1167.0,2309.0,1061.0,429.0,1939.0,674.0,3754.0,392.0,1234.0,413.0,284.0
58,0.0,4.0,23.0,7.0,6.0,22.0,44.0,65.0,31.0,24.0,7.0,1.0,72.0,8.0,6.0,15.0,120.0,24.0,183.0,13.0,315.0
581,16.0,4.0,160.0,11.0,10.0,1359.0,280.0,988.0,374.0,643.0,13.0,2.0,257.0,6.0,14.0,1123.0,42.0,1666.0,1365.0,1074.0,124.0
586,60.0,10.0,162.0,35.0,31.0,1142.0,157.0,1113.0,260.0,794.0,127.0,11.0,389.0,25.0,121.0,1014.0,55.0,1133.0,755.0,622.0,210.0
588,31.0,2.0,59.0,44.0,31.0,112.0,425.0,252.0,95.0,104.0,39.0,15.0,180.0,17.0,125.0,136.0,192.0,103.0,143.0,120.0,26.0
589,15.0,184.0,63.0,20.0,8.0,591.0,108.0,1349.0,101.0,531.0,30.0,102.0,235.0,7.0,24.0,773.0,393.0,442.0,845.0,420.0,108.0
590,19.0,3.0,52.0,16.0,10.0,14.0,126.0,122.0,22.0,70.0,34.0,9.0,209.0,20.0,46.0,42.0,11.0,63.0,102.0,63.0,31.0
596,0.0,2.0,20.0,13.0,1.0,37.0,28114.0,142.0,78.0,30.0,1.0,2.0,43.0,0.0,1.0,124.0,18433.0,104.0,176.0,89.0,59.0
598,624.0,97.0,325.0,350.0,799.0,1185.0,439.0,1712.0,562.0,477.0,1039.0,55.0,1065.0,244.0,978.0,1045.0,18.0,1849.0,1723.0,760.0,240.0
599,1884.0,18.0,776.0,1146.0,1903.0,265.0,15.0,596.0,97.0,227.0,4810.0,11.0,2642.0,868.0,4640.0,413.0,29.0,311.0,382.0,162.0,206.0
599_ref1,2.0,1.0,3.0,2.0,0.0,209.0,27.0,21.0,18.0,59.0,7.0,0.0,20.0,0.0,2.0,310.0,3.0,16.0,23.0,35.0,651.0
599_ref2,3.0,0.0,2.0,2.0,1.0,176.0,27.0,28.0,11.0,41.0,2.0,0.0,14.0,0.0,4.0,407.0,1.0,33.0,51.0,54.0,683.0
6,3.0,2.0,25.0,8.0,6.0,9.0,24.0,56.0,15.0,31.0,17.0,1.0,101.0,4.0,11.0,24.0,4.0,39.0,35.0,20.0,9.0
60,518.0,1.0,155.0,265.0,589.0,187.0,69.0,403.0,189.0,144.0,1327.0,0.0,519.0,129.0,1179.0,260.0,83.0,293.0,704.0,180.0,141.0
61,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,1.0,4.0,7.0,0.0,0.0
611,11.0,12.0,37.0,9.0,1.0,25.0,36.0,338.0,35.0,69.0,18.0,7.0,96.0,3.0,11.0,33.0,183.0,76.0,103.0,70.0,50.0
616,340.0,32.0,204.0,284.0,756.0,664.0,351.0,743.0,315.0,435.0,661.0,7.0,739.0,178.0,767.0,742.0,38.0,998.0,1464.0,892.0,173.0
619,6.0,0.0,4.0,6.0,9.0,4.0,4.0,24.0,4.0,11.0,12.0,0.0,23.0,0.0,14.0,18.0,3.0,16.0,28.0,19.0,9.0
622,63.0,2.0,118.0,32.0,21.0,1336.0,76.0,1351.0,290.0,611.0,148.0,0.0,282.0,22.0,56.0,1183.0,5.0,1039.0,777.0,535.0,233.0
627,129.0,1.0,157.0,61.0,135.0,61.0,37.0,229.0,47.0,91.0,298.0,1.0,264.0,34.0,270.0,64.0,9.0,255.0,131.0,75.0,73.0
631,898.0,63.0,437.0,316.0,1260.0,606.0,102.0,1056.0,261.0,530.0,1911.0,36.0,1130.0,351.0,1930.0,1053.0,169.0,923.0,731.0,436.0,94.0
632,100.0,9.0,155.0,346.0,153.0,47.0,110.0,218.0,81.0,100.0,151.0,6.0,1087.0,46.0,376.0,131.0,52.0,205.0,297.0,129.0,42.0
636,7.0,0.0,14.0,10.0,4.0,11.0,33.0,71.0,88.0,34.0,13.0,1.0,64.0,3.0,8.0,58.0,6.0,57.0,96.0,97.0,9.0
638,93.0,1.0,29.0,18.0,19.0,9.0,5.0,81.0,22.0,27.0,304.0,0.0,95.0,41.0,592.0,16.0,0.0,19.0,52.0,42.0,97.0
639,55.0,17.0,24.0,86.0,62.0,12.0,16.0,23.0,18.0,10.0,91.0,1.0,259.0,33.0,203.0,15.0,4.0,17.0,54.0,19.0,11.0
64,163.0,1.0,90.0,207.0,323.0,28.0,47.0,93.0,42.0,64.0,268.0,7.0,211.0,176.0,320.0,41.0,16.0,59.0,134.0,49.0,46.0
640,37.0,35.0,46.0,31.0,51.0,215.0,1136.0,176.0,128.0,143.0,79.0,5.0,193.0,7.0,84.0,254.0,19.0,214.0,239.0,190.0,69.0
642,897.0,11.0,356.0,581.0,836.0,141.0,19.0,184.0,139.0,138.0,2532.0,14.0,1437.0,287.0,2336.0,103.0,12.0,289.0,325.0,261.0,68.0
648,142.0,159.0,64.0,62.0,78.0,44.0,39.0,55.0,14.0,51.0,258.0,23.0,147.0,36.0,251.0,63.0,184.0,31.0,54.0,27.0,118.0
649,537.0,5.0,806.0,694.0,914.0,167.0,27.0,230.0,99.0,137.0,1099.0,105.0,1556.0,288.0,2289.0,279.0,117.0,172.0,281.0,180.0,124.0
65,4.0,13.0,6.0,14.0,2.0,5.0,19.0,14.0,11.0,18.0,7.0,3.0,34.0,3.0,8.0,15.0,5.0,49.0,36.0,8.0,14.0
651,79.0,4.0,66.0,86.0,141.0,41.0,4.0,179.0,46.0,91.0,211.0,3.0,193.0,40.0,409.0,122.0,1.0,112.0,206.0,139.0,73.0
652,2264.0,32.0,1469.0,2578.0,1741.0,1278.0,126.0,1776.0,755.0,1206.0,6435.0,64.0,2460.0,1830.0,3849.0,1717.0,796.0,2085.0,1794.0,1305.0,1067.0
653,37.0,94.0,34.0,60.0,25.0,52.0,37.0,108.0,30.0,63.0,75.0,66.0,161.0,18.0,58.0,204.0,16.0,142.0,191.0,42.0,43.0
657,127.0,839.0,214.0,141.0,156.0,55.0,148.0,302.0,74.0,100.0,129.0,81.0,382.0,72.0,269.0,147.0,39.0,148.0,312.0,77.0,124.0
658,17.0,5.0,8.0,14.0,6.0,2.0,2.0,2.0,3.0,5.0,25.0,3.0,10.0,16.0,9.0,4.0,2.0,2.0,3.0,0.0,5.0
66,2.0,3.0,15.0,9.0,1.0,11.0,5.0,46.0,5.0,19.0,2.0,2.0,165.0,0.0,2.0,7.0,2.0,25.0,21.0,6.0,19.0
660,46.0,2.0,29.0,19.0,136.0,20.0,13.0,48.0,28.0,28.0,181.0,0.0,107.0,60.0,104.0,28.0,3.0,31.0,51.0,22.0,30.0
666,70.0,230.0,163.0,35.0,47.0,413.0,29.0,667.0,149.0,207.0,178.0,138.0,485.0,26.0,166.0,313.0,68.0,851.0,516.0,206.0,114.0
667,53.0,39.0,64.0,111.0,86.0,26.0,24.0,38.0,14.0,26.0,306.0,717.0,255.0,62.0,437.0,36.0,15.0,16.0,76.0,15.0,57.0
668,32.0,6.0,13.0,12.0,12.0,8.0,16.0,33.0,7.0,17.0,24.0,14.0,39.0,7.0,23.0,20.0,5.0,22.0,38.0,15.0,13.0
673,9543.0,75.0,4530.0,3286.0,7110.0,10402.0,1863.0,21794.0,5366.0,9726.0,25301.0,147.0,8834.0,1841.0,21395.0,14203.0,1769.0,9761.0,14804.0,8845.0,8408.0
674,388.0,1281.0,437.0,443.0,798.0,74.0,230.0,303.0,36.0,157.0,1067.0,554.0,417.0,345.0,2168.0,238.0,31.0,74.0,208.0,416.0,83.0
676,590.0,49.0,346.0,726.0,1224.0,307.0,59.0,518.0,277.0,325.0,1728.0,19.0,1474.0,455.0,2379.0,394.0,60.0,518.0,745.0,437.0,283.0
677,1.0,8.0,3.0,5.0,0.0,18.0,18.0,35.0,5.0,19.0,2.0,18.0,30.0,0.0,5.0,24.0,5.0,45.0,32.0,24.0,13.0
683,2.0,2.0,14.0,4.0,0.0,20.0,0.0,53.0,15.0,37.0,4.0,1.0,30.0,2.0,5.0,32.0,5.0,30.0,61.0,32.0,46.0
685,8.0,14.0,65.0,2.0,3.0,415.0,613.0,711.0,244.0,332.0,2.0,25.0,286.0,1.0,6.0,424.0,198.0,1352.0,598.0,738.0,243.0
689,244.0,379.0,29.0,100.0,175.0,9.0,13.0,10.0,15.0,14.0,106.0,88.0,156.0,125.0,156.0,20.0,4.0,15.0,37.0,12.0,32.0
690,45.0,22.0,33.0,15.0,15.0,7.0,8.0,19.0,12.0,13.0,24.0,24.0,203.0,14.0,43.0,30.0,4.0,23.0,33.0,19.0,1042.0
692,5.0,1.0,24.0,8.0,2.0,21.0,31.0,60.0,31.0,30.0,28.0,2.0,122.0,2.0,7.0,33.0,559.0,143.0,115.0,74.0,107.0
693,41.0,14.0,69.0,85.0,24.0,181.0,29.0,794.0,73.0,145.0,26.0,10.0,247.0,25.0,115.0,308.0,5.0,454.0,432.0,98.0,74.0
695,683.0,9.0,546.0,369.0,605.0,400.0,28.0,684.0,166.0,223.0,1041.0,44.0,2407.0,129.0,1568.0,230.0,78.0,858.0,443.0,449.0,77.0
697,8.0,1.0,39.0,39.0,5.0,9.0,108.0,68.0,39.0,78.0,19.0,11.0,343.0,6.0,54.0,44.0,11.0,129.0,143.0,58.0,33.0
7,94.0,16.0,40.0,68.0,134.0,26.0,15.0,95.0,15.0,25.0,228.0,0.0,97.0,62.0,283.0,48.0,2.0,32.0,46.0,70.0,44.0
701,10.0,130.0,17.0,2.0,10.0,30.0,24.0,63.0,9.0,75.0,14.0,545.0,87.0,2.0,5.0,59.0,12.0,54.0,53.0,25.0,33.0
702,35.0,11.0,93.0,36.0,10.0,139.0,207.0,435.0,92.0,228.0,102.0,5.0,210.0,21.0,35.0,136.0,60.0,197.0,291.0,169.0,190.0
703,51.0,1.0,49.0,106.0,94.0,28.0,8.0,21.0,19.0,13.0,118.0,2.0,220.0,53.0,570.0,12.0,0.0,400.0,84.0,70.0,28.0
705,18.0,1.0,187.0,20.0,5.0,1425.0,368.0,2094.0,699.0,1183.0,81.0,12.0,705.0,8.0,28.0,1327.0,252.0,1511.0,2578.0,1752.0,438.0
709,550.0,1839.0,571.0,1412.0,879.0,406.0,783.0,598.0,211.0,316.0,1316.0,33.0,1228.0,571.0,3062.0,151.0,2014.0,641.0,632.0,416.0,80.0
711,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,4.0,2.0,0.0,6.0,1.0,3.0,9.0,2.0,5.0,6.0,7.0,2.0
713,244.0,1.0,380.0,139.0,257.0,51.0,7.0,136.0,120.0,72.0,507.0,1113.0,546.0,54.0,566.0,74.0,4.0,187.0,83.0,261.0,38.0
715,0.0,2.0,11.0,4.0,1.0,12.0,47.0,17.0,10.0,13.0,14.0,1.0,27.0,3.0,0.0,10.0,2.0,43.0,60.0,18.0,21.0
717,361.0,80.0,166.0,609.0,630.0,617.0,4.0,716.0,143.0,237.0,970.0,43.0,567.0,319.0,772.0,501.0,125.0,414.0,853.0,320.0,306.0
721,60.0,53.0,109.0,47.0,29.0,144.0,80.0,298.0,115.0,148.0,96.0,44.0,306.0,26.0,77.0,213.0,110.0,156.0,179.0,264.0,70.0
724,19.0,10.0,44.0,91.0,15.0,321.0,32.0,178.0,96.0,50.0,40.0,3.0,254.0,12.0,69.0,288.0,16.0,237.0,293.0,110.0,58.0
727,1302.0,36.0,1076.0,538.0,872.0,527.0,6.0,1298.0,152.0,698.0,2806.0,22.0,2775.0,605.0,1853.0,950.0,109.0,1607.0,510.0,449.0,158.0
729,136.0,121.0,187.0,196.0,147.0,298.0,48.0,409.0,47.0,183.0,204.0,42.0,548.0,188.0,381.0,429.0,30.0,138.0,211.0,121.0,340.0
731,613.0,6.0,5194.0,791.0,289.0,3476.0,331.0,9703.0,1568.0,1966.0,1637.0,5.0,12681.0,431.0,710.0,3334.0,199.0,7797.0,5640.0,2395.0,1060.0
732,12.0,3.0,33.0,12.0,7.0,30.0,33.0,158.0,25.0,71.0,23.0,2.0,129.0,3.0,23.0,57.0,639.0,67.0,74.0,58.0,64.0
734,981.0,4.0,150.0,271.0,2794.0,27.0,7.0,81.0,37.0,31.0,837.0,4.0,376.0,187.0,2706.0,27.0,5.0,47.0,73.0,31.0,18.0
735,3.0,1.0,10.0,1.0,0.0,15.0,10.0,60.0,26.0,26.0,0.0,0.0,57.0,1.0,1.0,25.0,10.0,53.0,63.0,45.0,16.0
738,21.0,98.0,11.0,16.0,4.0,25.0,19.0,186.0,15.0,7.0,24.0,32.0,90.0,9.0,12.0,60.0,3.0,76.0,86.0,20.0,27.0
739,128.0,17.0,704.0,185.0,40.0,2970.0,682.0,2907.0,1964.0,2316.0,327.0,26.0,2261.0,50.0,109.0,3829.0,1106.0,4863.0,6216.0,6036.0,4258.0
740,22.0,3.0,39.0,59.0,11.0,24.0,15.0,92.0,39.0,45.0,13.0,1.0,439.0,4.0,37.0,47.0,19.0,87.0,124.0,40.0,10.0
741,119.0,30.0,48.0,183.0,72.0,12.0,14.0,40.0,18.0,30.0,112.0,13.0,359.0,48.0,281.0,27.0,7.0,55.0,51.0,23.0,10.0
742,121.0,35.0,156.0,296.0,102.0,621.0,1983.0,1030.0,294.0,461.0,186.0,37.0,681.0,64.0,398.0,621.0,393.0,1877.0,938.0,520.0,260.0
748,12.0,3.0,40.0,18.0,3.0,112.0,2.0,138.0,65.0,116.0,10.0,4.0,143.0,9.0,15.0,263.0,11.0,182.0,135.0,108.0,111.0
749,2.0,1.0,10.0,4.0,1.0,6.0,7.0,34.0,7.0,12.0,2.0,0.0,38.0,1.0,5.0,21.0,5.0,56.0,60.0,10.0,15.0
754,41.0,3.0,656.0,43.0,18.0,673.0,13.0,811.0,310.0,349.0,201.0,7.0,1671.0,6.0,34.0,353.0,27.0,1804.0,1414.0,426.0,136.0
755,2.0,5.0,1.0,1.0,5.0,13.0,8.0,24.0,50.0,33.0,4.0,0.0,31.0,0.0,2.0,31.0,4.0,80.0,91.0,30.0,22.0
756,882.0,632.0,743.0,1872.0,1248.0,728.0,485.0,1383.0,549.0,1431.0,3117.0,121.0,2122.0,1024.0,2118.0,855.0,322.0,1756.0,1708.0,1533.0,650.0
760,1349.0,14.0,954.0,491.0,1175.0,179.0,129.0,374.0,138.0,375.0,4166.0,12.0,2784.0,256.0,3223.0,249.0,79.0,318.0,356.0,457.0,135.0
77,9.0,97.0,15.0,7.0,4.0,20.0,122.0,23.0,10.0,33.0,39.0,63.0,27.0,3.0,23.0,7.0,5.0,13.0,37.0,9.0,30.0
772,13.0,95.0,23.0,34.0,49.0,35.0,13.0,47.0,19.0,43.0,150.0,130.0,127.0,33.0,85.0,20.0,13.0,13.0,39.0,15.0,29.0
775,29.0,178.0,356.0,81.0,23.0,127.0,24.0,551.0,67.0,166.0,92.0,90.0,881.0,37.0,16.0,219.0,96.0,229.0,308.0,80.0,271.0
778,517.0,8.0,190.0,188.0,682.0,299.0,11.0,826.0,404.0,288.0,1213.0,10.0,688.0,216.0,960.0,372.0,1.0,691.0,718.0,439.0,380.0
78,5.0,0.0,55.0,4.0,2.0,16.0,27.0,148.0,35.0,38.0,16.0,0.0,232.0,4.0,4.0,15.0,12.0,62.0,81.0,48.0,44.0
782,6.0,1.0,52.0,9.0,3.0,275.0,43.0,543.0,52.0,208.0,36.0,1.0,206.0,3.0,9.0,586.0,63.0,426.0,187.0,104.0,52.0
783,124.0,3085.0,181.0,111.0,95.0,623.0,127.0,550.0,339.0,88.0,314.0,2788.0,479.0,60.0,209.0,757.0,41.0,599.0,1328.0,830.0,125.0
784,2.0,79.0,3.0,3.0,2.0,12.0,10.0,15.0,7.0,8.0,1.0,15.0,13.0,0.0,0.0,22.0,2.0,22.0,30.0,11.0,9.0
789,9.0,0.0,104.0,71.0,32.0,135.0,6.0,67.0,90.0,123.0,82.0,1.0,333.0,39.0,74.0,297.0,127.0,555.0,806.0,161.0,66.0
790,105.0,57.0,223.0,100.0,60.0,195.0,285.0,756.0,182.0,464.0,217.0,45.0,813.0,79.0,224.0,329.0,880.0,522.0,296.0,266.0,187.0
791,65.0,866.0,184.0,99.0,60.0,336.0,229.0,633.0,168.0,283.0,214.0,1591.0,493.0,75.0,159.0,645.0,46.0,484.0,438.0,486.0,121.0
795,4019.0,22.0,15532.0,3163.0,1329.0,3421.0,4057.0,14210.0,2081.0,4573.0,11564.0,8.0,35725.0,1757.0,4108.0,5150.0,6104.0,8459.0,7112.0,4190.0,2046.0
796,26.0,252.0,190.0,22.0,15.0,287.0,960.0,920.0,268.0,539.0,78.0,287.0,438.0,2.0,39.0,349.0,1012.0,1330.0,902.0,399.0,285.0
797,4.0,13.0,6.0,12.0,3.0,8.0,10.0,23.0,15.0,11.0,7.0,29.0,19.0,7.0,8.0,24.0,7.0,14.0,31.0,9.0,10.0
798,78.0,28.0,198.0,18.0,12.0,631.0,331.0,2045.0,401.0,563.0,47.0,13.0,750.0,6.0,63.0,457.0,61.0,1137.0,1226.0,1067.0,371.0
800,4.0,3.0,4.0,3.0,3.0,3.0,1.0,9.0,5.0,8.0,0.0,3.0,22.0,0.0,5.0,11.0,0.0,7.0,24.0,4.0,0.0
801,4.0,3987.0,4.0,15.0,15.0,3.0,14.0,17.0,5.0,12.0,4.0,8119.0,29.0,10.0,9.0,11.0,18.0,18.0,25.0,10.0,26.0
803,0.0,0.0,9.0,8.0,2.0,15.0,17.0,36.0,20.0,16.0,0.0,0.0,30.0,1.0,6.0,29.0,7.0,44.0,30.0,28.0,16.0
804,63.0,107.0,46.0,27.0,148.0,39.0,62.0,31.0,18.0,24.0,95.0,43.0,221.0,94.0,258.0,26.0,4.0,36.0,83.0,33.0,13.0
805,93.0,23.0,45.0,53.0,92.0,60.0,68.0,93.0,46.0,88.0,69.0,948.0,202.0,8.0,222.0,211.0,226.0,233.0,122.0,185.0,51.0
807,35.0,2.0,105.0,13.0,0.0,80.0,9.0,196.0,147.0,146.0,111.0,1.0,266.0,6.0,16.0,236.0,172.0,345.0,542.0,104.0,44.0
808,34.0,18.0,55.0,73.0,24.0,42.0,16.0,132.0,53.0,90.0,40.0,8.0,266.0,8.0,94.0,87.0,3.0,127.0,122.0,84.0,28.0
809,200.0,23.0,191.0,210.0,316.0,56.0,49.0,219.0,92.0,124.0,411.0,13.0,605.0,161.0,1066.0,68.0,35.0,327.0,165.0,104.0,68.0
81,52.0,909.0,35.0,18.0,26.0,41.0,37.0,23.0,21.0,6.0,167.0,8.0,224.0,12.0,198.0,28.0,1.0,21.0,44.0,10.0,27.0
811,33.0,54.0,31.0,78.0,33.0,13.0,94.0,80.0,38.0,50.0,53.0,9.0,295.0,91.0,43.0,50.0,220.0,69.0,100.0,25.0,28.0
812,2.0,19.0,11.0,5.0,3.0,29.0,11.0,70.0,23.0,62.0,8.0,21.0,36.0,3.0,7.0,75.0,3.0,63.0,153.0,53.0,51.0
813,60.0,31.0,109.0,181.0,81.0,264.0,59.0,232.0,105.0,308.0,85.0,42.0,478.0,70.0,157.0,289.0,41.0,164.0,321.0,202.0,44.0
819,21.0,19.0,128.0,8.0,4.0,803.0,215.0,677.0,284.0,302.0,39.0,32.0,325.0,0.0,3.0,679.0,120.0,878.0,1229.0,397.0,188.0
821,16.0,5.0,55.0,6.0,1.0,17.0,55.0,28.0,12.0,17.0,20.0,3.0,108.0,15.0,22.0,35.0,12.0,41.0,34.0,19.0,52.0
823,36.0,3.0,55.0,102.0,33.0,35.0,52.0,114.0,45.0,72.0,35.0,4.0,439.0,24.0,117.0,61.0,139.0,156.0,178.0,74.0,77.0
830,7.0,8.0,22.0,2.0,2.0,5.0,8.0,16.0,11.0,19.0,12.0,7.0,22.0,1.0,2.0,15.0,1.0,34.0,39.0,15.0,8.0
833,55.0,28.0,46.0,53.0,32.0,30.0,66.0,48.0,59.0,54.0,76.0,8.0,356.0,34.0,86.0,54.0,15.0,116.0,231.0,68.0,22.0
835,128.0,462.0,242.0,115.0,170.0,47.0,432.0,44.0,46.0,24.0,482.0,106.0,318.0,46.0,377.0,37.0,1028.0,94.0,126.0,98.0,57.0
837,359.0,27.0,294.0,165.0,225.0,798.0,81.0,1956.0,381.0,626.0,691.0,8.0,891.0,101.0,530.0,782.0,36.0,1422.0,1132.0,744.0,246.0
838,69374.0,3620.0,54516.0,52449.0,79108.0,17354.0,21323.0,22235.0,11209.0,14358.0,167937.0,5175.0,192014.0,26521.0,201195.0,17298.0,18014.0,25525.0,44926.0,28441.0,6881.0
839,18.0,7.0,48.0,49.0,27.0,29.0,23.0,47.0,41.0,43.0,38.0,2.0,216.0,26.0,76.0,58.0,8.0,56.0,91.0,59.0,12.0
841,191.0,81801.0,312.0,1329.0,129.0,227.0,595.0,169.0,127.0,105.0,429.0,122931.0,963.0,632.0,156.0,142.0,68.0,164.0,361.0,168.0,573.0
842,425.0,7530.0,464.0,548.0,674.0,366.0,46.0,613.0,118.0,557.0,1235.0,19475.0,1284.0,415.0,1266.0,892.0,491.0,445.0,355.0,180.0,211.0
843,60.0,81.0,342.0,40.0,31.0,2132.0,12506.0,8164.0,1082.0,3462.0,88.0,214.0,796.0,31.0,90.0,4417.0,4371.0,5167.0,4836.0,3575.0,2329.0
848,7.0,29.0,17.0,17.0,6.0,6.0,7.0,19.0,15.0,17.0,5.0,29.0,39.0,5.0,8.0,12.0,1.0,17.0,23.0,11.0,16.0
850,141.0,293.0,148.0,49.0,27.0,214.0,155.0,771.0,213.0,327.0,176.0,175.0,355.0,29.0,62.0,408.0,323.0,295.0,953.0,173.0,243.0
853,93.0,39.0,155.0,63.0,76.0,69.0,28.0,173.0,37.0,56.0,136.0,202.0,431.0,53.0,213.0,155.0,29.0,83.0,176.0,30.0,151.0
854,7.0,19.0,16.0,4.0,0.0,6.0,48.0,13.0,6.0,11.0,9.0,21.0,20.0,2.0,9.0,10.0,168.0,21.0,29.0,9.0,14.0
857,224.0,83.0,1232.0,152.0,107.0,4342.0,1421.0,3973.0,5563.0,4299.0,342.0,205.0,3361.0,44.0,225.0,3393.0,120.0,12618.0,13148.0,4908.0,3363.0
859,106.0,106.0,103.0,149.0,118.0,4.0,16.0,49.0,22.0,36.0,167.0,142.0,267.0,35.0,356.0,31.0,8.0,41.0,61.0,24.0,39.0
860,98.0,72.0,107.0,172.0,75.0,175.0,39.0,498.0,138.0,223.0,116.0,79.0,430.0,74.0,202.0,268.0,45.0,263.0,391.0,226.0,206.0
862,239.0,40.0,161.0,238.0,147.0,44.0,54.0,196.0,50.0,96.0,229.0,27.0,685.0,68.0,440.0,113.0,18.0,133.0,233.0,84.0,34.0
868,10.0,0.0,2.0,5.0,6.0,4.0,12.0,14.0,9.0,5.0,4.0,1.0,54.0,3.0,8.0,4.0,1.0,8.0,16.0,14.0,21.0
869,290.0,1.0,470.0,236.0,449.0,385.0,22.0,464.0,173.0,313.0,967.0,5.0,1076.0,171.0,2352.0,297.0,5.0,532.0,715.0,530.0,169.0
87,5.0,7.0,5.0,3.0,3.0,9.0,4.0,31.0,3.0,14.0,11.0,4.0,21.0,4.0,15.0,22.0,0.0,6.0,14.0,5.0,5.0
870,2.0,6.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,6.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0
871,5.0,137.0,40.0,4.0,1.0,2.0,0.0,497.0,14.0,14.0,25.0,12.0,29.0,1.0,21.0,22.0,2.0,194.0,180.0,27.0,5.0
879,1.0,0.0,17.0,1.0,2.0,2.0,2.0,16.0,3.0,10.0,0.0,0.0,22.0,0.0,1.0,14.0,1.0,21.0,17.0,12.0,11.0
880,7.0,4.0,8.0,11.0,4.0,15.0,12.0,26.0,9.0,15.0,19.0,4.0,27.0,5.0,9.0,19.0,0.0,16.0,37.0,11.0,11.0
882,3.0,3.0,7.0,7.0,1.0,2.0,7.0,36.0,25.0,34.0,2.0,2.0,64.0,3.0,4.0,21.0,2.0,37.0,33.0,20.0,5.0
887,50.0,0.0,231.0,78.0,119.0,43.0,16.0,243.0,85.0,154.0,359.0,19.0,658.0,27.0,134.0,85.0,2.0,696.0,450.0,114.0,52.0
888,218.0,1.0,48.0,811.0,245.0,20.0,5.0,39.0,19.0,14.0,909.0,1.0,181.0,118.0,1206.0,30.0,0.0,23.0,28.0,19.0,54.0
89,328.0,783.0,97.0,201.0,595.0,26.0,182.0,53.0,7.0,30.0,680.0,1539.0,200.0,232.0,1269.0,63.0,161.0,12.0,29.0,38.0,503.0
