strain_id,A_MTX_5-FC.MID2_MAM33,A_MTX_Fluconazole.MID2_MAM33,A_MTX_Metformin.MID2_MAM33,A_MTX_Trifluoperazine.MID2_MAM33,A_MTX_noDrug.MID2_MAM33,A_noMTX_5-FC.MID2_MAM33,A_noMTX_Fluconazole.MID2_MAM33,A_noMTX_Metformin.MID2_MAM33,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_noDrug.MID2_MAM33,B_MTX_5-FC.MID2_MAM33,B_MTX_Fluconazole.MID2_MAM33,B_MTX_Metformin.MID2_MAM33,B_MTX_Trifluoperazine.MID2_MAM33,B_MTX_noDrug.MID2_MAM33,B_noMTX_5-FC.MID2_MAM33,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Metformin.MID2_MAM33,B_noMTX_Trifluoperazine.MID2_MAM33,B_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_MAM33
543,4.0,2.0,3.0,2.0,8.0,109.0,97.0,11.0,22.0,31.0,4.0,0.0,4.0,10.0,3.0,89.0,168.0,16.0,52.0,78.0,130.0
545,62.0,622.0,16.0,28.0,53.0,63.0,24.0,12.0,17.0,8.0,115.0,1482.0,16.0,114.0,83.0,9.0,15.0,11.0,5.0,21.0,10.0
546,4.0,12.0,6.0,6.0,3.0,318.0,13.0,303.0,113.0,211.0,3.0,4.0,9.0,6.0,1.0,284.0,92.0,515.0,457.0,453.0,119.0
557,13.0,2.0,7.0,10.0,8.0,21.0,8.0,21.0,22.0,12.0,7.0,0.0,7.0,6.0,2.0,15.0,19.0,31.0,31.0,69.0,12.0
559,5.0,11.0,4.0,6.0,10.0,6.0,6.0,4.0,3.0,3.0,8.0,9.0,11.0,2.0,3.0,4.0,3.0,3.0,7.0,32.0,4.0
564,84.0,82.0,58.0,12.0,73.0,169.0,47.0,21.0,31.0,36.0,124.0,44.0,33.0,38.0,67.0,93.0,26.0,94.0,47.0,94.0,32.0
567,50.0,24.0,70.0,17.0,17.0,335.0,13.0,120.0,76.0,144.0,152.0,7.0,82.0,34.0,41.0,264.0,12.0,248.0,139.0,243.0,60.0
57,7.0,1.0,0.0,0.0,2.0,666.0,1663.0,103.0,349.0,299.0,9.0,2.0,4.0,0.0,2.0,374.0,904.0,204.0,207.0,339.0,75.0
571,78.0,21.0,92.0,34.0,61.0,66.0,15.0,46.0,36.0,50.0,62.0,6.0,46.0,279.0,183.0,86.0,46.0,71.0,42.0,105.0,34.0
574,3.0,6.0,2.0,2.0,1.0,170.0,7.0,26.0,34.0,32.0,4.0,4.0,3.0,0.0,0.0,84.0,12.0,41.0,40.0,128.0,22.0
576,2.0,10.0,2.0,1.0,0.0,61.0,13.0,15.0,8.0,29.0,6.0,17.0,5.0,1.0,1.0,52.0,52.0,20.0,20.0,81.0,22.0
578,613.0,13035.0,1517.0,3598.0,5025.0,400.0,162.0,332.0,233.0,202.0,808.0,3899.0,593.0,2401.0,2024.0,265.0,1168.0,392.0,452.0,493.0,125.0
58,2.0,10.0,1.0,1.0,4.0,203.0,135.0,110.0,347.0,96.0,2.0,0.0,3.0,3.0,0.0,140.0,538.0,166.0,310.0,88.0,805.0
581,2.0,21.0,3.0,2.0,0.0,264.0,13.0,73.0,95.0,168.0,1.0,42.0,0.0,1.0,0.0,248.0,10.0,125.0,123.0,344.0,50.0
586,13.0,32.0,19.0,21.0,33.0,702.0,183.0,346.0,247.0,225.0,15.0,18.0,14.0,13.0,16.0,636.0,211.0,521.0,415.0,545.0,134.0
588,1.0,4.0,20.0,5.0,5.0,77.0,2.0,26.0,51.0,50.0,14.0,2.0,6.0,2.0,0.0,33.0,1.0,55.0,30.0,92.0,13.0
589,62.0,11.0,21.0,0.0,10.0,724.0,809.0,221.0,359.0,436.0,32.0,30.0,23.0,3.0,6.0,515.0,1007.0,497.0,333.0,668.0,165.0
590,6.0,7.0,8.0,1.0,9.0,230.0,14.0,137.0,254.0,166.0,6.0,7.0,5.0,5.0,5.0,147.0,194.0,126.0,222.0,335.0,75.0
596,1.0,1.0,1.0,0.0,0.0,13.0,41.0,8.0,6.0,16.0,1.0,117.0,0.0,1.0,1.0,5.0,30.0,9.0,6.0,34.0,10.0
598,231.0,130.0,91.0,109.0,76.0,285.0,79.0,83.0,123.0,110.0,209.0,392.0,55.0,962.0,68.0,192.0,50.0,167.0,274.0,108.0,69.0
599,1118.0,523.0,1475.0,319.0,848.0,1210.0,315.0,1029.0,493.0,486.0,1570.0,7.0,828.0,665.0,356.0,855.0,79.0,1608.0,564.0,1089.0,259.0
599_ref1,64.0,0.0,71.0,24.0,10.0,34.0,17.0,86.0,21.0,65.0,114.0,0.0,43.0,331.0,13.0,23.0,42.0,92.0,48.0,101.0,686.0
599_ref2,30.0,0.0,25.0,3.0,0.0,19.0,5.0,17.0,6.0,60.0,34.0,56.0,15.0,9.0,0.0,11.0,302.0,16.0,9.0,41.0,445.0
6,4.0,7.0,5.0,5.0,3.0,9.0,18.0,9.0,6.0,7.0,2.0,70.0,7.0,8.0,5.0,11.0,8.0,17.0,22.0,22.0,3.0
60,41.0,2.0,112.0,11.0,53.0,221.0,7.0,98.0,62.0,98.0,168.0,2.0,70.0,16.0,3.0,168.0,39.0,88.0,206.0,150.0,29.0
61,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0
611,35.0,4.0,2.0,3.0,4.0,257.0,101.0,116.0,109.0,114.0,26.0,17.0,0.0,1.0,3.0,159.0,67.0,509.0,160.0,206.0,86.0
616,80.0,12.0,35.0,76.0,36.0,129.0,116.0,50.0,32.0,70.0,45.0,4.0,40.0,46.0,27.0,100.0,622.0,77.0,109.0,78.0,39.0
619,49.0,1.0,4.0,2.0,10.0,27.0,5.0,8.0,14.0,8.0,36.0,4.0,4.0,3.0,10.0,37.0,48.0,6.0,9.0,29.0,3.0
622,20.0,0.0,32.0,9.0,20.0,1469.0,223.0,339.0,604.0,675.0,19.0,89.0,24.0,13.0,3.0,1093.0,436.0,705.0,498.0,736.0,216.0
627,15.0,23.0,48.0,8.0,8.0,38.0,61.0,60.0,17.0,33.0,4.0,96.0,8.0,10.0,10.0,51.0,50.0,47.0,33.0,112.0,16.0
631,204.0,12.0,789.0,33.0,50.0,2248.0,98.0,673.0,1127.0,1047.0,439.0,2.0,496.0,53.0,38.0,2074.0,203.0,1402.0,1302.0,1840.0,193.0
632,63.0,18.0,66.0,68.0,55.0,63.0,281.0,53.0,28.0,39.0,44.0,22.0,57.0,35.0,46.0,94.0,37.0,58.0,75.0,185.0,26.0
636,6.0,1.0,14.0,1.0,1.0,700.0,20.0,204.0,74.0,161.0,6.0,2.0,11.0,1.0,5.0,349.0,734.0,187.0,352.0,328.0,63.0
638,101.0,6.0,34.0,17.0,10.0,153.0,14.0,40.0,48.0,64.0,96.0,4.0,25.0,50.0,16.0,84.0,5.0,33.0,89.0,51.0,64.0
639,33.0,10.0,30.0,30.0,65.0,19.0,337.0,10.0,7.0,3.0,52.0,18.0,41.0,47.0,30.0,9.0,15.0,11.0,18.0,25.0,4.0
64,16.0,25.0,29.0,49.0,99.0,44.0,443.0,36.0,27.0,30.0,63.0,2.0,14.0,105.0,47.0,38.0,221.0,84.0,41.0,74.0,32.0
640,127.0,12.0,129.0,149.0,89.0,473.0,37.0,161.0,39.0,166.0,451.0,4.0,78.0,160.0,102.0,315.0,95.0,156.0,255.0,458.0,137.0
642,215.0,104.0,262.0,188.0,367.0,56.0,18.0,29.0,19.0,39.0,180.0,51.0,111.0,336.0,272.0,66.0,74.0,54.0,78.0,88.0,20.0
648,3615.0,4722.0,431.0,998.0,1981.0,1069.0,760.0,153.0,237.0,328.0,9377.0,2326.0,163.0,1315.0,925.0,982.0,447.0,271.0,251.0,620.0,258.0
649,596.0,7.0,2933.0,2321.0,1194.0,531.0,28.0,532.0,194.0,270.0,888.0,15.0,1291.0,1049.0,443.0,369.0,87.0,897.0,439.0,606.0,205.0
65,1.0,0.0,4.0,6.0,3.0,5.0,7.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,4.0,15.0,1.0
651,28.0,9.0,95.0,108.0,15.0,72.0,11.0,79.0,30.0,31.0,66.0,16.0,80.0,90.0,15.0,87.0,369.0,91.0,72.0,110.0,39.0
652,226.0,52.0,732.0,171.0,73.0,359.0,111.0,191.0,129.0,242.0,461.0,188.0,400.0,128.0,119.0,295.0,432.0,239.0,353.0,396.0,258.0
653,50.0,227.0,38.0,20.0,55.0,165.0,66.0,45.0,114.0,87.0,43.0,1441.0,21.0,28.0,24.0,120.0,93.0,73.0,98.0,138.0,54.0
657,65.0,106.0,74.0,19.0,30.0,176.0,51.0,36.0,67.0,74.0,88.0,135.0,56.0,13.0,74.0,107.0,86.0,117.0,110.0,260.0,58.0
658,506.0,10.0,561.0,568.0,4200.0,190.0,3.0,52.0,21.0,44.0,545.0,10.0,108.0,698.0,466.0,83.0,2.0,60.0,91.0,116.0,41.0
66,2.0,0.0,1.0,0.0,0.0,29.0,397.0,45.0,12.0,28.0,1.0,16.0,2.0,1.0,1.0,44.0,508.0,38.0,16.0,95.0,40.0
660,127.0,30.0,53.0,51.0,790.0,103.0,126.0,106.0,40.0,74.0,275.0,24.0,82.0,85.0,173.0,69.0,24.0,46.0,56.0,111.0,51.0
666,312.0,979.0,97.0,109.0,309.0,303.0,415.0,187.0,49.0,97.0,420.0,826.0,51.0,189.0,451.0,173.0,51.0,103.0,322.0,156.0,137.0
667,56.0,76.0,392.0,28.0,21.0,264.0,34.0,127.0,86.0,83.0,21.0,72.0,268.0,55.0,14.0,173.0,33.0,181.0,194.0,163.0,57.0
668,398.0,1417.0,159.0,197.0,100.0,623.0,105.0,119.0,197.0,254.0,584.0,377.0,47.0,216.0,79.0,331.0,348.0,236.0,334.0,382.0,78.0
673,7528.0,104.0,15850.0,6916.0,6746.0,14131.0,1780.0,9972.0,14677.0,9592.0,7141.0,949.0,9892.0,4929.0,5119.0,12879.0,2917.0,26885.0,10634.0,16215.0,5253.0
674,74.0,1430.0,985.0,185.0,289.0,334.0,27.0,243.0,482.0,265.0,151.0,638.0,439.0,385.0,132.0,241.0,451.0,872.0,371.0,301.0,97.0
676,174.0,156.0,555.0,353.0,345.0,350.0,262.0,292.0,186.0,218.0,268.0,194.0,271.0,554.0,263.0,315.0,446.0,210.0,322.0,457.0,122.0
677,0.0,2.0,0.0,0.0,1.0,30.0,29.0,32.0,29.0,42.0,0.0,6.0,0.0,1.0,0.0,18.0,135.0,76.0,31.0,188.0,51.0
683,1.0,1.0,0.0,1.0,5.0,35.0,4.0,2.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,18.0,20.0,34.0,26.0
685,1.0,2.0,4.0,3.0,10.0,784.0,328.0,316.0,128.0,217.0,3.0,26.0,6.0,13.0,6.0,455.0,61.0,287.0,279.0,504.0,254.0
689,454.0,9899.0,337.0,990.0,1738.0,218.0,20.0,59.0,28.0,85.0,678.0,827.0,239.0,471.0,589.0,164.0,846.0,126.0,98.0,128.0,30.0
690,31.0,24.0,29.0,4.0,8.0,45.0,49.0,21.0,14.0,23.0,45.0,783.0,183.0,21.0,0.0,14.0,30.0,58.0,31.0,21.0,4.0
692,0.0,2.0,3.0,0.0,1.0,738.0,1940.0,508.0,102.0,275.0,1.0,4.0,2.0,0.0,0.0,413.0,1374.0,243.0,723.0,1025.0,218.0
693,4.0,11.0,3.0,18.0,13.0,10.0,7.0,9.0,3.0,10.0,7.0,2.0,6.0,6.0,4.0,6.0,13.0,10.0,9.0,15.0,10.0
695,94.0,7.0,202.0,101.0,119.0,240.0,223.0,235.0,88.0,149.0,104.0,115.0,216.0,136.0,56.0,97.0,28.0,343.0,235.0,260.0,67.0
697,3.0,4.0,14.0,0.0,1.0,39.0,67.0,78.0,16.0,22.0,1.0,9.0,6.0,1.0,1.0,29.0,47.0,66.0,41.0,69.0,13.0
7,51.0,1.0,162.0,25.0,99.0,776.0,57.0,128.0,175.0,170.0,359.0,5.0,42.0,18.0,22.0,346.0,513.0,171.0,314.0,280.0,95.0
701,1.0,1.0,4.0,0.0,0.0,639.0,171.0,212.0,213.0,187.0,2.0,1.0,6.0,2.0,1.0,452.0,95.0,309.0,216.0,342.0,60.0
702,3.0,4.0,8.0,1.0,7.0,695.0,271.0,342.0,367.0,320.0,1.0,15.0,18.0,0.0,0.0,615.0,437.0,638.0,480.0,659.0,224.0
703,1.0,0.0,2.0,4.0,8.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,5.0,0.0,1.0
705,2.0,1.0,1.0,1.0,1.0,834.0,102.0,235.0,149.0,233.0,0.0,0.0,4.0,0.0,1.0,497.0,177.0,326.0,345.0,593.0,129.0
709,25.0,24.0,124.0,21.0,9.0,56.0,19.0,46.0,36.0,55.0,36.0,3.0,42.0,30.0,7.0,52.0,17.0,87.0,65.0,100.0,28.0
711,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0
713,164.0,2.0,319.0,210.0,308.0,200.0,608.0,101.0,55.0,110.0,172.0,1.0,156.0,235.0,165.0,135.0,35.0,124.0,291.0,282.0,98.0
715,0.0,6.0,0.0,0.0,3.0,13.0,8.0,12.0,4.0,19.0,0.0,4.0,2.0,2.0,0.0,25.0,44.0,4.0,29.0,20.0,36.0
717,216.0,3.0,479.0,498.0,555.0,390.0,15.0,115.0,83.0,86.0,471.0,13.0,412.0,524.0,435.0,188.0,21.0,84.0,282.0,173.0,109.0
721,1.0,0.0,11.0,3.0,2.0,366.0,1519.0,86.0,66.0,151.0,2.0,0.0,8.0,10.0,0.0,210.0,1519.0,127.0,161.0,269.0,72.0
724,6.0,8.0,8.0,2.0,18.0,558.0,10.0,117.0,174.0,213.0,4.0,3.0,9.0,5.0,5.0,323.0,12.0,232.0,323.0,388.0,44.0
727,266.0,139.0,1401.0,782.0,1164.0,178.0,61.0,484.0,190.0,200.0,290.0,908.0,1432.0,606.0,374.0,268.0,80.0,628.0,139.0,266.0,102.0
729,260.0,3168.0,1369.0,1578.0,932.0,893.0,350.0,513.0,322.0,472.0,502.0,759.0,719.0,1844.0,397.0,561.0,640.0,1366.0,340.0,815.0,216.0
731,18.0,2.0,24.0,5.0,19.0,7751.0,1211.0,8838.0,5587.0,5592.0,5.0,87.0,48.0,15.0,6.0,5111.0,1684.0,20107.0,6268.0,7877.0,4018.0
732,3.0,1.0,5.0,2.0,13.0,295.0,326.0,273.0,200.0,148.0,9.0,6.0,7.0,3.0,1.0,183.0,74.0,510.0,120.0,527.0,84.0
734,718.0,761.0,381.0,2915.0,15113.0,404.0,75.0,884.0,504.0,448.0,1018.0,120.0,110.0,4128.0,4431.0,619.0,65.0,777.0,582.0,872.0,289.0
735,0.0,2.0,1.0,0.0,0.0,14.0,18.0,140.0,27.0,32.0,0.0,0.0,1.0,0.0,0.0,19.0,17.0,42.0,28.0,104.0,14.0
738,47.0,1172.0,40.0,54.0,110.0,60.0,87.0,19.0,21.0,36.0,125.0,5627.0,10.0,126.0,438.0,56.0,106.0,35.0,66.0,92.0,31.0
739,6.0,3.0,12.0,7.0,15.0,1204.0,197.0,777.0,427.0,539.0,6.0,152.0,11.0,23.0,3.0,901.0,353.0,747.0,1434.0,1459.0,813.0
740,5.0,0.0,6.0,3.0,2.0,17.0,9.0,21.0,10.0,17.0,4.0,1.0,4.0,6.0,0.0,9.0,19.0,31.0,18.0,73.0,7.0
741,37.0,8.0,47.0,29.0,39.0,11.0,11.0,7.0,3.0,11.0,52.0,51.0,46.0,19.0,20.0,9.0,18.0,15.0,5.0,27.0,9.0
742,32.0,12.0,65.0,61.0,82.0,401.0,697.0,951.0,434.0,399.0,42.0,8.0,40.0,43.0,32.0,533.0,686.0,1263.0,665.0,935.0,159.0
748,4.0,0.0,4.0,3.0,5.0,191.0,31.0,57.0,84.0,81.0,5.0,5.0,1.0,7.0,2.0,154.0,40.0,96.0,128.0,127.0,66.0
749,0.0,1.0,4.0,0.0,6.0,85.0,98.0,23.0,20.0,31.0,14.0,0.0,10.0,3.0,1.0,55.0,639.0,43.0,23.0,92.0,20.0
754,1.0,2.0,1.0,0.0,1.0,98.0,2.0,91.0,37.0,29.0,2.0,0.0,2.0,0.0,2.0,88.0,5.0,38.0,144.0,96.0,38.0
755,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,9.0,12.0,0.0
756,169.0,28.0,447.0,327.0,561.0,305.0,231.0,116.0,136.0,154.0,343.0,273.0,255.0,536.0,302.0,235.0,127.0,219.0,343.0,383.0,180.0
760,611.0,165.0,3009.0,1063.0,1568.0,1128.0,319.0,419.0,183.0,483.0,789.0,92.0,3299.0,1105.0,1053.0,729.0,211.0,758.0,565.0,975.0,180.0
77,9.0,3.0,5.0,1.0,1.0,11.0,87.0,4.0,3.0,5.0,10.0,150.0,4.0,1.0,9.0,2.0,5.0,14.0,4.0,18.0,7.0
772,9.0,24.0,68.0,5.0,14.0,8.0,10.0,34.0,19.0,24.0,19.0,26.0,23.0,11.0,7.0,15.0,67.0,59.0,9.0,58.0,17.0
775,2.0,9.0,11.0,1.0,2.0,542.0,153.0,192.0,354.0,349.0,3.0,5.0,9.0,0.0,0.0,462.0,100.0,487.0,372.0,442.0,193.0
778,202.0,262.0,246.0,87.0,148.0,567.0,665.0,285.0,199.0,270.0,536.0,294.0,116.0,140.0,141.0,368.0,146.0,389.0,532.0,400.0,144.0
78,2.0,0.0,2.0,0.0,0.0,68.0,57.0,39.0,21.0,69.0,0.0,0.0,4.0,3.0,3.0,72.0,3.0,66.0,78.0,73.0,25.0
782,2.0,2.0,3.0,0.0,0.0,441.0,153.0,334.0,200.0,176.0,2.0,1.0,0.0,2.0,0.0,295.0,74.0,481.0,223.0,406.0,135.0
783,22.0,29.0,4.0,21.0,15.0,13.0,18.0,3.0,2.0,6.0,36.0,80.0,18.0,35.0,4.0,8.0,3.0,3.0,14.0,2.0,1.0
784,3.0,26.0,0.0,3.0,6.0,51.0,4.0,17.0,15.0,17.0,3.0,14.0,0.0,2.0,1.0,45.0,9.0,10.0,16.0,62.0,11.0
789,2.0,6.0,1.0,0.0,0.0,277.0,332.0,36.0,25.0,85.0,1.0,3.0,0.0,0.0,1.0,140.0,98.0,64.0,236.0,113.0,166.0
790,13.0,6.0,23.0,31.0,30.0,291.0,587.0,158.0,93.0,210.0,27.0,5.0,27.0,12.0,7.0,225.0,462.0,124.0,170.0,270.0,161.0
791,17.0,37.0,20.0,68.0,96.0,158.0,8.0,30.0,37.0,87.0,11.0,29.0,20.0,45.0,31.0,117.0,24.0,40.0,77.0,169.0,61.0
795,12.0,14.0,75.0,20.0,18.0,2060.0,365.0,2042.0,820.0,1582.0,8.0,646.0,54.0,14.0,5.0,1356.0,660.0,3195.0,1223.0,2466.0,297.0
796,9.0,12.0,8.0,1.0,4.0,307.0,958.0,290.0,622.0,427.0,8.0,127.0,9.0,6.0,4.0,232.0,95982.0,447.0,486.0,751.0,201.0
797,2.0,2.0,1.0,2.0,6.0,152.0,16.0,70.0,89.0,153.0,8.0,5.0,1.0,0.0,2.0,120.0,576.0,106.0,73.0,188.0,33.0
798,25.0,1.0,9.0,1.0,2.0,2083.0,16473.0,753.0,908.0,1070.0,9.0,1.0,22.0,4.0,5.0,1577.0,9917.0,1054.0,928.0,2511.0,434.0
800,10.0,1.0,3.0,0.0,2.0,12.0,8.0,5.0,14.0,7.0,11.0,0.0,3.0,2.0,1.0,26.0,141.0,7.0,6.0,22.0,2.0
801,51.0,72.0,24.0,23.0,13.0,20.0,88.0,7.0,20.0,12.0,82.0,107.0,15.0,13.0,5.0,14.0,516.0,21.0,46.0,27.0,139.0
803,0.0,0.0,3.0,0.0,0.0,12.0,40.0,312.0,29.0,20.0,1.0,0.0,0.0,1.0,0.0,26.0,29.0,20.0,93.0,65.0,30.0
804,73.0,57.0,53.0,18.0,13.0,10.0,9.0,41.0,12.0,13.0,44.0,151.0,32.0,21.0,63.0,10.0,67.0,31.0,14.0,13.0,13.0
805,68.0,73.0,190.0,27.0,28.0,131.0,26.0,102.0,34.0,57.0,89.0,34.0,157.0,9.0,27.0,103.0,86.0,116.0,39.0,106.0,24.0
807,0.0,1.0,0.0,0.0,0.0,6.0,40.0,17.0,6.0,15.0,0.0,1.0,0.0,0.0,1.0,14.0,23.0,9.0,16.0,11.0,3.0
808,70.0,4.0,14.0,13.0,23.0,334.0,30.0,80.0,55.0,62.0,61.0,7.0,12.0,19.0,20.0,178.0,180.0,106.0,95.0,125.0,30.0
809,54.0,11.0,157.0,56.0,102.0,195.0,247.0,183.0,69.0,104.0,105.0,8.0,143.0,88.0,173.0,155.0,132.0,235.0,141.0,311.0,76.0
81,137.0,3987.0,71.0,158.0,209.0,149.0,28.0,50.0,12.0,55.0,329.0,51.0,65.0,216.0,214.0,71.0,24.0,48.0,94.0,133.0,51.0
811,10.0,19.0,21.0,13.0,18.0,12.0,24.0,8.0,8.0,15.0,8.0,32.0,13.0,17.0,11.0,11.0,37.0,9.0,18.0,29.0,8.0
812,6.0,4.0,3.0,5.0,6.0,7.0,20.0,3.0,6.0,2.0,4.0,7.0,5.0,3.0,3.0,11.0,35.0,2.0,7.0,15.0,3.0
813,21.0,18.0,42.0,55.0,59.0,25.0,40.0,18.0,10.0,18.0,21.0,26.0,45.0,33.0,24.0,15.0,108.0,20.0,18.0,56.0,15.0
819,4.0,0.0,8.0,0.0,5.0,1644.0,89.0,604.0,275.0,489.0,6.0,2.0,11.0,5.0,7.0,956.0,557.0,872.0,1217.0,918.0,182.0
821,5.0,4.0,10.0,1.0,4.0,158.0,59.0,60.0,53.0,92.0,4.0,0.0,1.0,3.0,1.0,178.0,59.0,212.0,75.0,140.0,71.0
823,20.0,4.0,22.0,24.0,74.0,116.0,31.0,43.0,46.0,71.0,18.0,2.0,26.0,33.0,11.0,103.0,855.0,75.0,168.0,160.0,46.0
830,7.0,4.0,1.0,1.0,5.0,28.0,14.0,3.0,2.0,7.0,4.0,6.0,3.0,3.0,2.0,25.0,5.0,3.0,18.0,38.0,8.0
833,44.0,19.0,17.0,13.0,62.0,100.0,46.0,35.0,19.0,43.0,93.0,17.0,34.0,20.0,27.0,50.0,27.0,27.0,76.0,150.0,35.0
835,29.0,12.0,24.0,11.0,2.0,10.0,5.0,4.0,4.0,6.0,10.0,20.0,33.0,8.0,4.0,7.0,4.0,12.0,17.0,7.0,5.0
837,150.0,1.0,231.0,254.0,593.0,425.0,134.0,277.0,93.0,201.0,375.0,26.0,108.0,101.0,84.0,406.0,111.0,289.0,194.0,478.0,129.0
838,10000.0,10210.0,58553.0,52542.0,49619.0,11209.0,2808.0,10447.0,2060.0,4641.0,15794.0,19847.0,21260.0,33612.0,31416.0,8681.0,8950.0,12472.0,8150.0,8410.0,2098.0
839,10.0,2.0,20.0,18.0,13.0,160.0,155.0,101.0,18.0,33.0,15.0,1.0,15.0,10.0,3.0,79.0,22.0,75.0,60.0,155.0,29.0
841,120.0,2695.0,584.0,42.0,41.0,73.0,126.0,21.0,73.0,56.0,451.0,1325.0,142.0,52.0,25.0,58.0,505.0,39.0,163.0,52.0,171.0
842,151.0,1963.0,286.0,518.0,3826.0,329.0,176.0,76.0,108.0,119.0,950.0,8363.0,278.0,924.0,846.0,155.0,778.0,124.0,159.0,220.0,129.0
843,13.0,0.0,18.0,5.0,10.0,3227.0,3609.0,1099.0,2080.0,1489.0,8.0,73.0,12.0,4.0,2.0,2079.0,3997.0,2215.0,1517.0,2307.0,1867.0
848,3.0,7.0,4.0,0.0,5.0,11.0,57.0,4.0,5.0,7.0,3.0,2.0,9.0,5.0,23.0,20.0,15.0,9.0,3.0,19.0,15.0
850,5.0,8.0,11.0,2.0,16.0,564.0,850.0,556.0,444.0,250.0,3.0,5.0,4.0,5.0,6.0,524.0,259.0,876.0,481.0,582.0,149.0
853,403.0,8.0,408.0,212.0,262.0,1087.0,275.0,328.0,415.0,442.0,571.0,49.0,204.0,460.0,254.0,903.0,4690.0,853.0,531.0,798.0,590.0
854,3.0,12.0,2.0,0.0,3.0,66.0,805.0,44.0,15.0,51.0,0.0,46.0,5.0,0.0,0.0,35.0,2625.0,43.0,102.0,95.0,58.0
857,6.0,36.0,10.0,6.0,8.0,2610.0,1367.0,944.0,1121.0,1130.0,0.0,328.0,7.0,2.0,2.0,858.0,1013.0,1419.0,3589.0,2345.0,868.0
859,89.0,64.0,45.0,38.0,186.0,77.0,57.0,18.0,7.0,16.0,183.0,23.0,32.0,28.0,49.0,43.0,17.0,10.0,21.0,27.0,28.0
860,29.0,27.0,83.0,47.0,77.0,144.0,64.0,88.0,46.0,71.0,22.0,29.0,34.0,29.0,29.0,94.0,38.0,78.0,111.0,169.0,47.0
862,59.0,5.0,79.0,46.0,65.0,53.0,29.0,34.0,23.0,32.0,66.0,3.0,53.0,24.0,21.0,50.0,52.0,31.0,64.0,98.0,9.0
868,7.0,11.0,23.0,11.0,3.0,201.0,55.0,143.0,73.0,113.0,9.0,99.0,19.0,16.0,3.0,198.0,174.0,136.0,139.0,224.0,82.0
869,27.0,2.0,60.0,26.0,10.0,15.0,2.0,42.0,14.0,13.0,67.0,1.0,33.0,1.0,10.0,65.0,14.0,28.0,29.0,39.0,8.0
87,1.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0
870,44.0,9.0,22.0,1.0,1.0,156.0,64.0,13.0,20.0,29.0,9.0,5.0,5.0,2.0,0.0,57.0,12.0,12.0,61.0,27.0,16.0
871,3.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,118.0,3.0,2.0,2.0,0.0,4.0,7.0,2.0,6.0,1.0
879,2.0,6.0,0.0,0.0,1.0,89.0,46.0,53.0,19.0,25.0,1.0,3.0,1.0,2.0,0.0,22.0,19.0,54.0,29.0,80.0,62.0
880,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0
882,2.0,6.0,3.0,1.0,3.0,5.0,10.0,4.0,1.0,7.0,2.0,111.0,2.0,0.0,2.0,2.0,12.0,10.0,2.0,8.0,1.0
887,0.0,0.0,12.0,0.0,0.0,243.0,246.0,116.0,130.0,186.0,0.0,102.0,7.0,0.0,0.0,146.0,158.0,183.0,235.0,275.0,173.0
888,8.0,6.0,10.0,0.0,4.0,7.0,2.0,5.0,5.0,3.0,8.0,4.0,3.0,11.0,4.0,7.0,1.0,6.0,12.0,2.0,3.0
89,778.0,13343.0,427.0,3760.0,6978.0,298.0,1194.0,184.0,161.0,236.0,1157.0,591.0,153.0,4820.0,4163.0,313.0,1455.0,334.0,167.0,414.0,270.0
892,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,15.0,3.0,3.0,1.0,0.0
897,2.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
904,2.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,51.0,0.0,3.0,0.0,0.0
91,64.0,279.0,137.0,79.0,72.0,232.0,140.0,109.0,175.0,125.0,228.0,205.0,95.0,107.0,225.0,122.0,239.0,208.0,118.0,121.0,53.0
