strain_id,A_MTX_5-FC.HNM1_MAM33,A_MTX_Fluconazole.HNM1_MAM33,A_MTX_Metformin.HNM1_MAM33,A_MTX_Trifluoperazine.HNM1_MAM33,A_MTX_noDrug.HNM1_MAM33,A_noMTX_5-FC.HNM1_MAM33,A_noMTX_Fluconazole.HNM1_MAM33,A_noMTX_Metformin.HNM1_MAM33,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_noDrug.HNM1_MAM33,B_MTX_5-FC.HNM1_MAM33,B_MTX_Fluconazole.HNM1_MAM33,B_MTX_Metformin.HNM1_MAM33,B_MTX_Trifluoperazine.HNM1_MAM33,B_MTX_noDrug.HNM1_MAM33,B_noMTX_5-FC.HNM1_MAM33,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Metformin.HNM1_MAM33,B_noMTX_Trifluoperazine.HNM1_MAM33,B_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.HNM1_MAM33
541,1.0,0.0,2.0,5.0,0.0,17.0,17.0,15.0,7.0,4.0,2.0,0.0,3.0,6.0,5.0,36.0,11.0,18.0,8.0,10.0,2.0
543,1.0,0.0,2.0,1.0,0.0,1.0,1.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0,10.0,1.0,46.0
545,217.0,1442.0,157.0,390.0,168.0,265.0,394.0,80.0,93.0,217.0,202.0,2447.0,96.0,327.0,144.0,252.0,191.0,132.0,123.0,30.0,84.0
546,4.0,5.0,11.0,6.0,2.0,481.0,133.0,241.0,142.0,365.0,0.0,9.0,8.0,0.0,1.0,319.0,61.0,204.0,272.0,45.0,165.0
557,2.0,6.0,7.0,4.0,4.0,97.0,30.0,10.0,35.0,35.0,12.0,4.0,9.0,29.0,3.0,15.0,66.0,9.0,26.0,11.0,5.0
559,1.0,5.0,17.0,18.0,1.0,11.0,9.0,6.0,7.0,3.0,7.0,2.0,9.0,8.0,1.0,9.0,20.0,15.0,8.0,2.0,3.0
564,5.0,18.0,18.0,55.0,13.0,7.0,29.0,15.0,29.0,7.0,13.0,42.0,19.0,47.0,11.0,16.0,18.0,12.0,17.0,5.0,6.0
567,9.0,7.0,58.0,8.0,6.0,25.0,19.0,29.0,12.0,23.0,11.0,32.0,119.0,10.0,3.0,34.0,20.0,31.0,33.0,35.0,4.0
57,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0
571,51.0,126.0,309.0,116.0,82.0,59.0,25.0,47.0,58.0,101.0,205.0,2.0,144.0,102.0,4.0,128.0,37.0,61.0,87.0,7.0,34.0
574,3.0,0.0,7.0,1.0,1.0,10.0,3.0,8.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,6.0,7.0,2.0,4.0
576,2.0,13.0,4.0,14.0,2.0,29.0,6.0,10.0,5.0,13.0,2.0,20.0,2.0,3.0,1.0,35.0,10.0,13.0,13.0,3.0,9.0
578,2869.0,9776.0,1617.0,14917.0,15170.0,791.0,6730.0,357.0,525.0,992.0,6967.0,8479.0,1356.0,7387.0,10195.0,633.0,6851.0,491.0,747.0,120.0,464.0
58,1.0,0.0,2.0,6.0,0.0,9.0,36.0,11.0,37.0,14.0,2.0,0.0,1.0,4.0,2.0,2.0,43.0,13.0,26.0,3.0,72.0
581,2.0,10.0,5.0,11.0,4.0,109.0,14.0,23.0,26.0,31.0,2.0,19.0,5.0,4.0,0.0,63.0,6.0,22.0,63.0,11.0,18.0
586,8.0,5.0,12.0,36.0,5.0,216.0,16.0,128.0,102.0,174.0,13.0,57.0,11.0,19.0,11.0,234.0,16.0,107.0,182.0,38.0,61.0
588,6.0,0.0,18.0,9.0,1.0,16.0,5.0,10.0,9.0,2.0,2.0,19.0,19.0,6.0,2.0,23.0,2.0,16.0,9.0,4.0,4.0
589,9.0,8.0,14.0,1.0,3.0,331.0,353.0,113.0,218.0,163.0,18.0,12.0,9.0,6.0,7.0,256.0,652.0,321.0,245.0,53.0,103.0
590,7.0,1.0,8.0,4.0,2.0,27.0,17.0,35.0,42.0,27.0,3.0,3.0,13.0,7.0,0.0,23.0,14.0,7.0,51.0,20.0,11.0
596,1.0,1.0,12.0,2.0,0.0,34.0,7.0,38.0,127.0,245.0,2.0,0.0,5.0,1.0,2.0,18.0,10.0,50.0,75.0,23.0,49.0
598,185.0,29.0,197.0,136.0,40.0,308.0,163.0,160.0,177.0,347.0,482.0,9.0,142.0,130.0,107.0,338.0,96.0,165.0,279.0,44.0,118.0
599,711.0,2.0,455.0,258.0,463.0,705.0,60.0,181.0,290.0,378.0,946.0,4.0,505.0,225.0,277.0,426.0,37.0,338.0,275.0,96.0,210.0
599_ref1,407.0,0.0,95.0,39.0,0.0,995.0,25.0,67.0,67.0,130.0,568.0,0.0,47.0,13.0,8.0,758.0,38.0,133.0,81.0,37.0,852.0
599_ref2,259.0,0.0,61.0,89.0,12.0,879.0,12.0,68.0,120.0,97.0,559.0,0.0,48.0,15.0,308.0,574.0,69.0,115.0,147.0,27.0,829.0
6,3.0,5.0,6.0,7.0,3.0,9.0,17.0,7.0,2.0,7.0,1.0,4.0,9.0,4.0,2.0,10.0,4.0,9.0,10.0,4.0,1.0
60,362.0,0.0,419.0,303.0,57.0,994.0,909.0,155.0,305.0,415.0,194.0,0.0,258.0,142.0,83.0,884.0,952.0,321.0,499.0,65.0,187.0
61,1.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
611,6.0,29.0,8.0,6.0,2.0,140.0,125.0,46.0,67.0,94.0,15.0,7.0,5.0,3.0,1.0,45.0,30.0,77.0,72.0,17.0,57.0
616,56.0,12.0,127.0,94.0,335.0,136.0,215.0,122.0,73.0,116.0,290.0,51.0,51.0,106.0,319.0,111.0,190.0,86.0,97.0,23.0,65.0
619,9.0,0.0,6.0,5.0,1.0,5.0,5.0,6.0,3.0,4.0,31.0,3.0,5.0,4.0,3.0,13.0,6.0,5.0,10.0,6.0,0.0
622,5.0,2.0,10.0,7.0,5.0,502.0,9.0,371.0,179.0,256.0,8.0,4.0,9.0,11.0,6.0,388.0,5.0,164.0,231.0,39.0,137.0
627,3.0,2.0,22.0,34.0,4.0,8.0,6.0,5.0,14.0,4.0,9.0,1.0,15.0,6.0,70.0,16.0,4.0,11.0,17.0,6.0,2.0
631,79.0,8.0,1334.0,51.0,34.0,1315.0,201.0,1160.0,1006.0,1110.0,189.0,73.0,1007.0,73.0,44.0,818.0,243.0,1116.0,1215.0,312.0,234.0
632,48.0,10.0,132.0,174.0,43.0,83.0,21.0,43.0,43.0,50.0,62.0,7.0,54.0,77.0,46.0,73.0,26.0,63.0,65.0,63.0,16.0
636,1.0,1.0,11.0,5.0,0.0,2382.0,41.0,207.0,134.0,516.0,3.0,0.0,10.0,2.0,2.0,1704.0,26.0,241.0,335.0,46.0,150.0
638,13.0,0.0,12.0,4.0,6.0,5.0,3.0,2.0,9.0,2.0,28.0,1.0,9.0,39.0,0.0,11.0,1.0,9.0,8.0,4.0,7.0
639,26.0,25.0,39.0,59.0,23.0,30.0,22.0,25.0,11.0,20.0,31.0,7.0,22.0,37.0,14.0,22.0,7.0,15.0,20.0,5.0,10.0
64,4.0,12.0,26.0,9.0,16.0,65.0,29.0,38.0,74.0,47.0,26.0,14.0,44.0,11.0,6.0,40.0,47.0,41.0,61.0,19.0,13.0
640,214.0,111.0,94.0,72.0,72.0,184.0,105.0,133.0,55.0,131.0,424.0,1.0,53.0,29.0,83.0,140.0,95.0,69.0,92.0,5.0,91.0
642,817.0,34.0,681.0,2349.0,2151.0,549.0,198.0,152.0,138.0,240.0,938.0,35.0,504.0,1449.0,2051.0,313.0,254.0,253.0,223.0,43.0,118.0
648,1291.0,185.0,70.0,37.0,257.0,63.0,318.0,100.0,32.0,65.0,1881.0,93.0,42.0,36.0,281.0,46.0,128.0,29.0,23.0,10.0,64.0
649,714.0,9.0,960.0,905.0,324.0,1128.0,31.0,183.0,275.0,348.0,1059.0,23.0,1120.0,612.0,313.0,596.0,50.0,266.0,341.0,64.0,172.0
65,4.0,5.0,3.0,21.0,2.0,13.0,13.0,3.0,6.0,4.0,5.0,19.0,2.0,10.0,3.0,12.0,8.0,6.0,9.0,2.0,4.0
651,14.0,2.0,21.0,12.0,9.0,18.0,5.0,15.0,9.0,10.0,19.0,2.0,27.0,14.0,5.0,18.0,5.0,12.0,25.0,15.0,3.0
652,114.0,9.0,172.0,86.0,56.0,200.0,49.0,59.0,71.0,80.0,223.0,41.0,138.0,87.0,28.0,118.0,33.0,66.0,199.0,29.0,136.0
653,36.0,1470.0,73.0,92.0,25.0,115.0,59.0,101.0,104.0,145.0,191.0,62.0,71.0,38.0,31.0,46.0,23.0,84.0,136.0,39.0,104.0
657,27.0,70.0,119.0,47.0,19.0,142.0,71.0,265.0,135.0,157.0,104.0,195.0,42.0,61.0,35.0,145.0,30.0,122.0,174.0,69.0,44.0
658,9.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,7.0,1.0,4.0,5.0,4.0,7.0,1.0,3.0,2.0,5.0,0.0
66,0.0,1.0,3.0,1.0,0.0,14.0,24.0,30.0,8.0,26.0,0.0,2.0,0.0,2.0,0.0,11.0,5.0,1.0,11.0,6.0,38.0
660,10.0,5.0,21.0,18.0,13.0,22.0,14.0,14.0,6.0,9.0,83.0,5.0,13.0,19.0,6.0,8.0,4.0,4.0,12.0,2.0,2.0
666,1234.0,1742.0,183.0,435.0,331.0,738.0,228.0,111.0,210.0,334.0,2500.0,620.0,118.0,293.0,690.0,542.0,115.0,225.0,279.0,40.0,295.0
667,24.0,67.0,187.0,133.0,30.0,248.0,69.0,63.0,113.0,75.0,50.0,29.0,191.0,57.0,12.0,89.0,32.0,89.0,65.0,39.0,54.0
668,101.0,38.0,47.0,39.0,170.0,110.0,48.0,96.0,66.0,142.0,538.0,18.0,46.0,14.0,31.0,111.0,15.0,26.0,130.0,21.0,51.0
673,2505.0,22.0,2911.0,1724.0,1234.0,7271.0,603.0,3510.0,4123.0,3596.0,2736.0,418.0,2242.0,1231.0,472.0,6248.0,267.0,2836.0,5678.0,889.0,2508.0
674,21.0,35.0,205.0,73.0,39.0,176.0,95.0,67.0,44.0,129.0,67.0,67.0,174.0,75.0,14.0,93.0,51.0,92.0,111.0,37.0,46.0
676,1746.0,320.0,3559.0,998.0,764.0,1996.0,2084.0,1096.0,1483.0,2341.0,4070.0,58.0,2858.0,1030.0,472.0,1372.0,905.0,1148.0,2123.0,311.0,741.0
677,0.0,1.0,3.0,1.0,1.0,11.0,12.0,10.0,5.0,11.0,0.0,0.0,2.0,0.0,0.0,8.0,7.0,10.0,15.0,8.0,4.0
683,1.0,1.0,2.0,3.0,1.0,8.0,11.0,8.0,8.0,3.0,0.0,0.0,3.0,4.0,0.0,9.0,11.0,11.0,38.0,10.0,8.0
685,0.0,3.0,8.0,0.0,1.0,269.0,183.0,180.0,100.0,143.0,19.0,3.0,9.0,3.0,0.0,93.0,185.0,156.0,221.0,25.0,193.0
689,841.0,234.0,254.0,440.0,245.0,133.0,3.0,36.0,39.0,106.0,869.0,851.0,389.0,598.0,131.0,68.0,32.0,77.0,46.0,26.0,26.0
690,27.0,53.0,37.0,36.0,21.0,49.0,3.0,15.0,6.0,20.0,144.0,28.0,32.0,81.0,65.0,30.0,66.0,13.0,7.0,3.0,20.0
692,1.0,6.0,5.0,0.0,0.0,172.0,367.0,56.0,36.0,119.0,0.0,0.0,3.0,3.0,1.0,183.0,386.0,101.0,100.0,21.0,119.0
693,9.0,8.0,28.0,95.0,9.0,19.0,21.0,10.0,10.0,11.0,19.0,0.0,25.0,32.0,14.0,26.0,13.0,18.0,20.0,10.0,9.0
695,67.0,9.0,175.0,138.0,34.0,108.0,71.0,65.0,97.0,478.0,73.0,4.0,132.0,79.0,25.0,130.0,151.0,204.0,105.0,37.0,29.0
697,2.0,1.0,18.0,23.0,1.0,78.0,57.0,55.0,28.0,49.0,2.0,0.0,7.0,6.0,6.0,62.0,35.0,46.0,35.0,15.0,39.0
7,47.0,15.0,420.0,66.0,15.0,498.0,6.0,119.0,253.0,540.0,84.0,0.0,229.0,90.0,41.0,336.0,7.0,223.0,358.0,83.0,76.0
701,9.0,24.0,18.0,7.0,3.0,1864.0,273.0,758.0,1027.0,1826.0,4.0,5.0,13.0,19.0,0.0,902.0,685.0,1161.0,1218.0,277.0,260.0
702,6.0,31.0,27.0,4.0,2.0,624.0,737.0,320.0,495.0,402.0,9.0,26.0,20.0,16.0,3.0,502.0,75.0,299.0,806.0,81.0,230.0
703,2.0,1.0,6.0,7.0,8.0,7.0,13.0,5.0,4.0,11.0,9.0,1.0,5.0,6.0,2.0,25.0,10.0,18.0,11.0,7.0,1.0
705,4.0,0.0,8.0,1.0,0.0,465.0,225.0,209.0,251.0,449.0,1.0,0.0,2.0,2.0,1.0,310.0,255.0,355.0,363.0,59.0,185.0
709,23.0,4.0,185.0,252.0,37.0,78.0,45.0,60.0,92.0,153.0,91.0,11.0,135.0,100.0,61.0,80.0,80.0,77.0,102.0,30.0,40.0
711,0.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,0.0,1.0
713,493.0,193.0,733.0,1581.0,1850.0,142.0,253.0,53.0,94.0,179.0,1171.0,55.0,371.0,1339.0,759.0,115.0,226.0,119.0,187.0,31.0,206.0
715,3.0,3.0,3.0,1.0,0.0,18.0,1.0,13.0,7.0,14.0,0.0,2.0,0.0,0.0,1.0,8.0,4.0,15.0,24.0,2.0,26.0
717,506.0,107.0,493.0,964.0,768.0,299.0,108.0,78.0,118.0,271.0,1071.0,122.0,343.0,902.0,952.0,297.0,61.0,69.0,172.0,31.0,211.0
721,2.0,6.0,11.0,73.0,3.0,281.0,543.0,264.0,144.0,236.0,11.0,2.0,7.0,18.0,7.0,177.0,312.0,174.0,194.0,27.0,114.0
724,8.0,5.0,16.0,32.0,4.0,388.0,5.0,111.0,272.0,83.0,29.0,2.0,20.0,16.0,9.0,208.0,4.0,86.0,353.0,59.0,33.0
727,228.0,12.0,756.0,723.0,771.0,197.0,28.0,165.0,113.0,125.0,337.0,100.0,660.0,271.0,422.0,206.0,11.0,150.0,193.0,59.0,93.0
729,550.0,218.0,1071.0,1553.0,1271.0,489.0,156.0,266.0,376.0,338.0,1493.0,173.0,927.0,1317.0,1024.0,523.0,416.0,261.0,659.0,77.0,173.0
731,47.0,1.0,195.0,34.0,39.0,959.0,867.0,839.0,750.0,610.0,98.0,7.0,108.0,229.0,1.0,1155.0,666.0,917.0,972.0,396.0,410.0
732,3.0,11.0,56.0,5.0,2.0,47.0,29.0,36.0,29.0,36.0,5.0,2.0,31.0,5.0,2.0,49.0,16.0,44.0,60.0,37.0,10.0
734,205.0,5.0,24.0,94.0,305.0,38.0,26.0,54.0,32.0,16.0,502.0,3.0,35.0,110.0,1015.0,41.0,8.0,17.0,24.0,7.0,16.0
735,1.0,0.0,4.0,0.0,0.0,220.0,8.0,149.0,134.0,249.0,0.0,0.0,2.0,1.0,0.0,220.0,316.0,157.0,195.0,20.0,95.0
738,15.0,72.0,53.0,37.0,15.0,34.0,28.0,26.0,23.0,42.0,8.0,124.0,18.0,26.0,2.0,44.0,31.0,47.0,43.0,15.0,13.0
739,48.0,7.0,31.0,44.0,31.0,2455.0,496.0,799.0,1203.0,1668.0,52.0,1.0,16.0,50.0,33.0,1533.0,492.0,1186.0,2136.0,183.0,2644.0
740,3.0,2.0,35.0,28.0,5.0,33.0,9.0,46.0,46.0,27.0,14.0,2.0,10.0,15.0,2.0,52.0,13.0,43.0,37.0,20.0,6.0
741,19.0,14.0,66.0,124.0,34.0,12.0,3.0,20.0,10.0,13.0,41.0,7.0,27.0,59.0,24.0,26.0,6.0,17.0,24.0,10.0,2.0
742,53.0,13.0,101.0,216.0,41.0,916.0,2134.0,522.0,1034.0,1638.0,78.0,8.0,71.0,147.0,53.0,836.0,1680.0,995.0,1094.0,262.0,357.0
748,1.0,12.0,4.0,3.0,2.0,48.0,12.0,28.0,15.0,20.0,1.0,8.0,5.0,6.0,4.0,36.0,11.0,33.0,61.0,10.0,53.0
749,3.0,1.0,8.0,3.0,0.0,162.0,314.0,71.0,83.0,272.0,0.0,4.0,0.0,0.0,0.0,105.0,299.0,37.0,110.0,22.0,29.0
754,2.0,1.0,11.0,1.0,0.0,135.0,46.0,34.0,64.0,251.0,5.0,0.0,6.0,3.0,0.0,192.0,53.0,149.0,128.0,15.0,110.0
755,3.0,2.0,0.0,4.0,2.0,6.0,2.0,3.0,7.0,2.0,1.0,3.0,1.0,3.0,1.0,10.0,3.0,4.0,15.0,4.0,2.0
756,395.0,75.0,312.0,776.0,235.0,297.0,64.0,75.0,119.0,85.0,857.0,42.0,154.0,517.0,381.0,161.0,108.0,102.0,215.0,43.0,272.0
760,57.0,15.0,202.0,93.0,45.0,52.0,26.0,43.0,26.0,54.0,77.0,64.0,160.0,99.0,45.0,102.0,29.0,62.0,57.0,46.0,12.0
77,8.0,36.0,60.0,6.0,0.0,101.0,23.0,54.0,40.0,25.0,36.0,11.0,76.0,12.0,60.0,54.0,12.0,14.0,82.0,18.0,18.0
772,6.0,28.0,29.0,47.0,197.0,36.0,20.0,16.0,11.0,54.0,25.0,109.0,31.0,19.0,1.0,46.0,56.0,30.0,20.0,16.0,12.0
775,4.0,6.0,20.0,9.0,1.0,94.0,16.0,31.0,49.0,65.0,2.0,27.0,12.0,8.0,1.0,86.0,15.0,89.0,75.0,29.0,41.0
778,86.0,2.0,106.0,101.0,108.0,147.0,11.0,108.0,80.0,94.0,395.0,2.0,79.0,39.0,16.0,72.0,21.0,87.0,92.0,29.0,53.0
78,0.0,0.0,5.0,0.0,0.0,8.0,2.0,0.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,7.0,5.0,4.0,1.0
782,2.0,0.0,10.0,0.0,2.0,114.0,112.0,55.0,101.0,135.0,1.0,7.0,6.0,4.0,0.0,127.0,230.0,101.0,87.0,52.0,51.0
783,454.0,142.0,298.0,131.0,1738.0,383.0,8.0,43.0,87.0,178.0,1054.0,1093.0,160.0,370.0,183.0,454.0,211.0,237.0,176.0,25.0,56.0
784,1.0,23.0,7.0,18.0,11.0,72.0,4.0,36.0,10.0,60.0,8.0,16.0,6.0,10.0,5.0,52.0,6.0,14.0,26.0,12.0,29.0
789,2.0,3.0,9.0,1.0,0.0,65.0,10.0,39.0,18.0,29.0,4.0,5.0,3.0,6.0,0.0,24.0,9.0,12.0,57.0,19.0,14.0
790,17.0,30.0,56.0,101.0,19.0,132.0,623.0,210.0,180.0,291.0,34.0,13.0,32.0,56.0,14.0,114.0,446.0,104.0,220.0,36.0,247.0
791,20.0,103.0,50.0,614.0,42.0,14.0,129.0,32.0,23.0,40.0,41.0,49.0,31.0,181.0,39.0,26.0,44.0,20.0,27.0,20.0,20.0
795,86.0,99.0,556.0,151.0,71.0,3568.0,2540.0,1207.0,1747.0,2871.0,99.0,17.0,303.0,231.0,31.0,3303.0,2778.0,2528.0,2611.0,651.0,569.0
796,1.0,8.0,14.0,1.0,2.0,638.0,3416.0,1097.0,1406.0,2543.0,19.0,10.0,8.0,1.0,0.0,553.0,3003.0,513.0,1152.0,586.0,675.0
797,3.0,1.0,4.0,4.0,1.0,25.0,6.0,10.0,18.0,40.0,2.0,4.0,6.0,4.0,2.0,27.0,10.0,8.0,30.0,6.0,11.0
798,2.0,7.0,38.0,8.0,4.0,1209.0,1599.0,688.0,436.0,866.0,9.0,8.0,17.0,5.0,0.0,479.0,355.0,367.0,963.0,175.0,246.0
800,2.0,1.0,1.0,0.0,0.0,3.0,36.0,2.0,9.0,4.0,10.0,0.0,1.0,3.0,0.0,10.0,18.0,9.0,4.0,5.0,2.0
801,13.0,116.0,11.0,16.0,18.0,12.0,28.0,9.0,10.0,5.0,21.0,81.0,11.0,28.0,5.0,5.0,30.0,5.0,7.0,0.0,60.0
803,0.0,0.0,4.0,3.0,1.0,7.0,5.0,4.0,5.0,2.0,1.0,0.0,7.0,0.0,1.0,8.0,14.0,11.0,4.0,8.0,2.0
804,74.0,739.0,214.0,188.0,185.0,62.0,203.0,22.0,80.0,102.0,58.0,1080.0,68.0,72.0,723.0,112.0,33.0,67.0,42.0,30.0,18.0
805,13.0,7.0,96.0,31.0,11.0,136.0,10.0,97.0,40.0,146.0,53.0,14.0,72.0,15.0,11.0,63.0,35.0,58.0,23.0,18.0,69.0
807,0.0,2.0,5.0,2.0,0.0,62.0,280.0,8.0,12.0,12.0,0.0,3.0,0.0,2.0,1.0,55.0,35.0,16.0,15.0,9.0,9.0
808,18.0,13.0,29.0,43.0,8.0,134.0,25.0,105.0,40.0,204.0,108.0,3.0,15.0,28.0,7.0,78.0,39.0,50.0,86.0,16.0,25.0
809,275.0,65.0,256.0,156.0,594.0,183.0,14.0,182.0,175.0,237.0,320.0,2.0,228.0,122.0,263.0,139.0,46.0,231.0,267.0,67.0,86.0
81,7.0,6.0,26.0,13.0,5.0,16.0,3.0,2.0,3.0,52.0,1.0,2.0,5.0,27.0,4.0,17.0,5.0,5.0,4.0,1.0,4.0
811,1055.0,3119.0,557.0,1429.0,1992.0,134.0,206.0,135.0,177.0,257.0,2075.0,1170.0,333.0,1482.0,3311.0,126.0,199.0,138.0,267.0,44.0,144.0
812,0.0,2.0,6.0,5.0,3.0,24.0,6.0,65.0,17.0,14.0,5.0,2.0,3.0,2.0,2.0,9.0,7.0,13.0,35.0,8.0,30.0
813,42.0,17.0,108.0,162.0,44.0,118.0,134.0,56.0,170.0,368.0,74.0,24.0,60.0,89.0,37.0,162.0,323.0,89.0,163.0,65.0,29.0
819,1.0,0.0,16.0,2.0,2.0,637.0,87.0,147.0,118.0,168.0,5.0,1.0,14.0,5.0,0.0,514.0,78.0,197.0,238.0,63.0,59.0
821,0.0,0.0,2.0,0.0,3.0,182.0,37.0,30.0,28.0,15.0,1.0,0.0,3.0,4.0,1.0,154.0,9.0,50.0,87.0,35.0,30.0
823,15.0,2.0,46.0,35.0,32.0,152.0,78.0,33.0,48.0,74.0,43.0,4.0,45.0,83.0,19.0,56.0,53.0,63.0,74.0,36.0,11.0
830,2.0,5.0,4.0,3.0,0.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0,0.0,7.0,4.0,3.0,4.0,4.0,1.0
833,32.0,16.0,51.0,97.0,31.0,43.0,8.0,38.0,37.0,18.0,46.0,10.0,18.0,54.0,19.0,32.0,12.0,32.0,55.0,29.0,19.0
835,171.0,39.0,438.0,80.0,93.0,287.0,34.0,42.0,34.0,84.0,736.0,18.0,201.0,97.0,95.0,122.0,59.0,57.0,70.0,9.0,322.0
837,74.0,9.0,143.0,153.0,80.0,112.0,37.0,62.0,82.0,85.0,102.0,3.0,97.0,164.0,156.0,109.0,40.0,102.0,177.0,32.0,33.0
838,30356.0,4847.0,43011.0,90338.0,38242.0,29437.0,2247.0,5403.0,5869.0,9871.0,68187.0,2177.0,34469.0,63112.0,32497.0,23363.0,1940.0,8687.0,9744.0,1738.0,5079.0
839,12.0,1.0,36.0,38.0,8.0,36.0,5.0,14.0,14.0,11.0,15.0,0.0,28.0,29.0,7.0,82.0,8.0,21.0,40.0,18.0,0.0
841,18.0,306.0,95.0,22.0,11.0,24.0,14.0,18.0,42.0,29.0,75.0,620.0,79.0,15.0,8.0,26.0,11.0,10.0,79.0,8.0,39.0
842,263.0,2009.0,252.0,310.0,1029.0,142.0,51.0,30.0,48.0,51.0,258.0,8355.0,211.0,344.0,545.0,89.0,90.0,62.0,67.0,25.0,80.0
843,7.0,71.0,72.0,10.0,6.0,146.0,723.0,412.0,131.0,243.0,15.0,344.0,34.0,12.0,2.0,222.0,387.0,185.0,338.0,154.0,126.0
848,4.0,7.0,8.0,2.0,3.0,7.0,10.0,5.0,1.0,7.0,5.0,20.0,4.0,5.0,1.0,8.0,11.0,3.0,6.0,6.0,0.0
850,7.0,39.0,37.0,13.0,10.0,2819.0,2804.0,1018.0,2222.0,2590.0,21.0,86.0,26.0,23.0,1.0,1408.0,1161.0,1599.0,2778.0,479.0,623.0
853,133.0,21.0,369.0,70.0,319.0,377.0,229.0,278.0,395.0,167.0,403.0,44.0,207.0,353.0,98.0,190.0,498.0,190.0,328.0,112.0,334.0
854,0.0,13.0,8.0,0.0,2.0,54.0,16.0,43.0,12.0,64.0,1.0,4.0,1.0,0.0,1.0,51.0,19.0,12.0,31.0,7.0,26.0
857,3.0,132.0,100.0,17.0,2.0,963.0,120.0,429.0,660.0,526.0,38.0,42.0,69.0,8.0,4.0,1100.0,215.0,340.0,1139.0,289.0,279.0
859,20.0,62.0,35.0,198.0,17.0,25.0,9.0,10.0,18.0,12.0,33.0,17.0,14.0,40.0,28.0,20.0,27.0,12.0,19.0,5.0,4.0
860,48.0,68.0,79.0,573.0,49.0,112.0,30.0,73.0,80.0,105.0,43.0,18.0,39.0,130.0,57.0,94.0,34.0,91.0,99.0,44.0,33.0
862,56.0,14.0,179.0,173.0,40.0,45.0,13.0,46.0,53.0,35.0,73.0,9.0,92.0,131.0,31.0,97.0,22.0,66.0,90.0,60.0,16.0
868,5.0,2.0,31.0,4.0,1.0,5.0,27.0,8.0,16.0,7.0,4.0,2.0,19.0,2.0,1.0,17.0,4.0,12.0,27.0,9.0,36.0
869,100.0,1.0,91.0,78.0,24.0,94.0,160.0,20.0,22.0,57.0,157.0,3.0,104.0,85.0,6.0,56.0,124.0,30.0,47.0,17.0,17.0
87,4.0,54.0,20.0,8.0,7.0,18.0,2.0,8.0,33.0,28.0,2.0,16.0,16.0,11.0,1.0,21.0,6.0,8.0,42.0,12.0,2.0
870,0.0,7.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0
871,0.0,10.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0
879,2.0,0.0,3.0,1.0,1.0,23.0,6.0,7.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,8.0,5.0,5.0,8.0,3.0,11.0
880,0.0,2.0,0.0,1.0,1.0,0.0,11.0,1.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,10.0,2.0,8.0,3.0,2.0,2.0
882,1.0,1.0,4.0,4.0,0.0,7.0,9.0,4.0,4.0,4.0,1.0,3.0,2.0,0.0,0.0,17.0,2.0,11.0,8.0,4.0,2.0
887,0.0,1.0,8.0,1.0,0.0,133.0,389.0,221.0,89.0,138.0,1.0,0.0,3.0,0.0,0.0,59.0,226.0,59.0,167.0,26.0,78.0
888,18.0,3.0,63.0,32.0,20.0,218.0,50.0,45.0,53.0,173.0,56.0,5.0,25.0,36.0,11.0,106.0,48.0,45.0,110.0,26.0,41.0
89,164.0,1321.0,44.0,243.0,284.0,71.0,110.0,188.0,41.0,73.0,447.0,791.0,60.0,191.0,581.0,61.0,99.0,61.0,77.0,17.0,110.0
892,1.0,3.0,4.0,1.0,1.0,154.0,21.0,42.0,34.0,168.0,1.0,1.0,0.0,2.0,1.0,98.0,10289.0,73.0,102.0,14.0,25.0
897,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0
904,3.0,3.0,3.0,5.0,0.0,13.0,59.0,12.0,12.0,71.0,0.0,10.0,1.0,10.0,0.0,17.0,2.0,23.0,40.0,5.0,13.0
