strain_id,A_MTX_5-FC.MID2_TPO4,A_MTX_Fluconazole.MID2_TPO4,A_MTX_Metformin.MID2_TPO4,A_MTX_Trifluoperazine.MID2_TPO4,A_MTX_noDrug.MID2_TPO4,A_noMTX_5-FC.MID2_TPO4,A_noMTX_Fluconazole.MID2_TPO4,A_noMTX_Metformin.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_noDrug.MID2_TPO4,B_MTX_5-FC.MID2_TPO4,B_MTX_Fluconazole.MID2_TPO4,B_MTX_Metformin.MID2_TPO4,B_MTX_Trifluoperazine.MID2_TPO4,B_MTX_noDrug.MID2_TPO4,B_noMTX_5-FC.MID2_TPO4,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Metformin.MID2_TPO4,B_noMTX_Trifluoperazine.MID2_TPO4,B_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.MID2_TPO4
543,2.0,1.0,1.0,1.0,0.0,43.0,58.0,8.0,17.0,13.0,4.0,2.0,1.0,0.0,0.0,40.0,171.0,56.0,26.0,79.0,165.0
545,117.0,11217.0,119.0,76.0,10.0,166.0,143.0,19.0,94.0,87.0,180.0,8186.0,221.0,221.0,59.0,147.0,448.0,347.0,122.0,134.0,106.0
546,0.0,44.0,32.0,3.0,1.0,270.0,5.0,45.0,167.0,77.0,1.0,22.0,89.0,1.0,2.0,125.0,19.0,469.0,191.0,163.0,45.0
557,7.0,1.0,9.0,12.0,7.0,66.0,5.0,7.0,8.0,2.0,9.0,0.0,18.0,2.0,2.0,4.0,21.0,41.0,13.0,19.0,4.0
559,5.0,8.0,9.0,4.0,4.0,11.0,1.0,4.0,13.0,5.0,8.0,8.0,5.0,2.0,0.0,2.0,33.0,17.0,8.0,10.0,6.0
564,63.0,89.0,56.0,115.0,5.0,61.0,11.0,25.0,53.0,9.0,119.0,11.0,158.0,328.0,22.0,16.0,25.0,54.0,24.0,55.0,31.0
567,381.0,65.0,116.0,123.0,5.0,243.0,17.0,42.0,37.0,60.0,925.0,2.0,2199.0,307.0,128.0,41.0,369.0,245.0,63.0,148.0,60.0
57,0.0,1.0,9.0,2.0,1.0,234.0,1381.0,47.0,119.0,96.0,6.0,0.0,60.0,0.0,0.0,303.0,550.0,249.0,176.0,369.0,94.0
571,120.0,16.0,25.0,83.0,5.0,88.0,5.0,14.0,29.0,27.0,214.0,4.0,102.0,125.0,40.0,37.0,9.0,144.0,61.0,96.0,39.0
574,2.0,1.0,3.0,2.0,0.0,79.0,190.0,12.0,13.0,9.0,2.0,1.0,12.0,0.0,0.0,65.0,31.0,30.0,12.0,83.0,31.0
576,0.0,23.0,2.0,3.0,0.0,103.0,3.0,18.0,43.0,24.0,0.0,12.0,22.0,0.0,0.0,145.0,110.0,183.0,53.0,129.0,59.0
578,1313.0,6081.0,421.0,1159.0,82.0,624.0,222.0,84.0,368.0,131.0,2099.0,7056.0,2277.0,3025.0,535.0,201.0,867.0,890.0,426.0,425.0,200.0
58,0.0,0.0,4.0,1.0,0.0,27.0,46.0,14.0,53.0,13.0,3.0,0.0,3.0,0.0,0.0,7.0,68.0,76.0,65.0,47.0,464.0
581,0.0,7.0,18.0,1.0,0.0,325.0,127.0,41.0,148.0,136.0,1.0,9.0,25.0,4.0,0.0,220.0,8.0,520.0,186.0,430.0,104.0
586,14.0,43.0,46.0,31.0,8.0,284.0,84.0,74.0,105.0,95.0,38.0,9.0,197.0,13.0,12.0,241.0,65.0,448.0,192.0,305.0,161.0
588,5.0,5.0,17.0,5.0,3.0,23.0,4.0,26.0,25.0,7.0,11.0,0.0,33.0,5.0,1.0,13.0,11.0,72.0,23.0,18.0,6.0
589,1.0,55.0,22.0,3.0,2.0,539.0,497.0,156.0,223.0,203.0,4.0,10.0,205.0,3.0,1.0,522.0,245.0,700.0,257.0,585.0,216.0
590,6.0,7.0,17.0,3.0,2.0,84.0,13.0,28.0,48.0,14.0,11.0,3.0,14.0,2.0,0.0,43.0,30.0,107.0,54.0,126.0,38.0
596,1.0,3.0,2.0,1.0,1.0,39.0,20.0,37.0,26.0,10.0,2.0,0.0,3.0,2.0,2.0,39.0,9.0,84.0,33.0,51.0,18.0
598,56.0,288.0,21.0,28.0,3.0,97.0,12.0,19.0,38.0,26.0,62.0,102.0,18.0,29.0,35.0,69.0,23.0,156.0,35.0,69.0,30.0
599,1988.0,86.0,356.0,1458.0,37.0,695.0,126.0,107.0,190.0,161.0,3665.0,2321.0,1553.0,2989.0,1064.0,282.0,39.0,947.0,298.0,264.0,174.0
599_ref1,9.0,0.0,16.0,8.0,0.0,109.0,20.0,15.0,48.0,66.0,27.0,0.0,25.0,3.0,0.0,59.0,7.0,186.0,22.0,144.0,565.0
599_ref2,4.0,0.0,7.0,1.0,0.0,62.0,3.0,6.0,20.0,33.0,10.0,0.0,12.0,1.0,1.0,44.0,6.0,68.0,14.0,97.0,489.0
6,2.0,2.0,7.0,2.0,0.0,75.0,10.0,9.0,32.0,35.0,3.0,2.0,62.0,0.0,1.0,32.0,4.0,84.0,45.0,69.0,17.0
60,610.0,0.0,203.0,299.0,17.0,316.0,2.0,25.0,159.0,32.0,1065.0,1.0,449.0,470.0,440.0,292.0,31.0,447.0,324.0,122.0,50.0
61,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0
611,0.0,13.0,24.0,0.0,1.0,121.0,211.0,50.0,75.0,21.0,2.0,2.0,35.0,0.0,0.0,94.0,32.0,267.0,69.0,101.0,89.0
616,263.0,3496.0,263.0,108.0,7.0,162.0,714.0,45.0,115.0,62.0,384.0,27.0,481.0,120.0,43.0,205.0,463.0,417.0,132.0,233.0,104.0
619,3.0,4.0,8.0,4.0,3.0,16.0,1.0,14.0,12.0,2.0,13.0,0.0,3.0,4.0,2.0,12.0,13.0,25.0,10.0,12.0,9.0
622,10.0,18.0,62.0,18.0,1.0,359.0,136.0,98.0,110.0,70.0,23.0,18.0,179.0,12.0,5.0,377.0,559.0,340.0,180.0,359.0,123.0
627,11.0,13.0,12.0,0.0,5.0,37.0,129.0,21.0,28.0,24.0,2.0,2.0,5.0,1.0,1.0,47.0,24.0,110.0,20.0,57.0,11.0
631,565.0,211.0,653.0,149.0,9.0,1332.0,156.0,306.0,373.0,237.0,851.0,30.0,2739.0,382.0,235.0,781.0,443.0,1178.0,561.0,938.0,235.0
632,63.0,12.0,92.0,107.0,40.0,118.0,9.0,85.0,73.0,28.0,99.0,2.0,169.0,69.0,32.0,51.0,34.0,293.0,118.0,120.0,36.0
636,6.0,7.0,7.0,8.0,3.0,53.0,14.0,25.0,26.0,8.0,16.0,0.0,15.0,4.0,4.0,32.0,10.0,100.0,30.0,67.0,14.0
638,26.0,2.0,26.0,5.0,3.0,29.0,6.0,7.0,16.0,5.0,37.0,6.0,24.0,3.0,15.0,12.0,14.0,20.0,16.0,43.0,31.0
639,43.0,16.0,94.0,32.0,24.0,55.0,48.0,19.0,29.0,32.0,68.0,12.0,81.0,31.0,16.0,43.0,29.0,61.0,23.0,99.0,22.0
64,51.0,15.0,41.0,43.0,2.0,23.0,214.0,12.0,27.0,5.0,25.0,8.0,60.0,23.0,40.0,16.0,391.0,73.0,25.0,25.0,13.0
640,96.0,87.0,84.0,23.0,4.0,144.0,1521.0,15.0,66.0,34.0,139.0,24.0,200.0,53.0,26.0,115.0,55.0,224.0,80.0,124.0,75.0
642,353.0,53.0,232.0,136.0,15.0,191.0,95.0,21.0,90.0,67.0,808.0,11.0,1058.0,244.0,95.0,116.0,26.0,499.0,153.0,262.0,39.0
648,204.0,2249.0,26.0,35.0,32.0,148.0,18.0,23.0,32.0,20.0,397.0,943.0,89.0,140.0,33.0,121.0,129.0,86.0,24.0,124.0,72.0
649,2274.0,197.0,695.0,1355.0,192.0,592.0,26.0,104.0,247.0,180.0,3725.0,203.0,2731.0,3955.0,895.0,349.0,330.0,1196.0,364.0,330.0,267.0
65,3.0,6.0,2.0,1.0,1.0,5.0,4.0,1.0,10.0,1.0,5.0,1.0,5.0,1.0,0.0,4.0,7.0,28.0,6.0,11.0,3.0
651,278.0,12.0,78.0,180.0,11.0,263.0,2.0,35.0,94.0,34.0,495.0,2.0,658.0,396.0,86.0,107.0,6.0,248.0,124.0,156.0,89.0
652,2344.0,137.0,906.0,2251.0,12.0,763.0,711.0,79.0,430.0,246.0,4152.0,11.0,3703.0,6020.0,826.0,295.0,763.0,843.0,440.0,532.0,502.0
653,36.0,3052.0,29.0,59.0,3.0,93.0,6.0,54.0,52.0,20.0,90.0,1954.0,178.0,108.0,34.0,62.0,14.0,216.0,66.0,101.0,63.0
657,46.0,303.0,112.0,53.0,9.0,132.0,46.0,94.0,71.0,43.0,88.0,31.0,88.0,22.0,15.0,99.0,44.0,272.0,99.0,86.0,64.0
658,79.0,15.0,39.0,33.0,15.0,41.0,1058.0,2.0,8.0,20.0,214.0,2.0,76.0,30.0,6.0,105.0,18.0,43.0,11.0,39.0,24.0
66,1.0,2.0,1.0,1.0,0.0,65.0,7.0,13.0,23.0,17.0,2.0,5.0,43.0,2.0,2.0,11.0,6.0,277.0,41.0,39.0,74.0
660,70.0,24.0,60.0,27.0,9.0,115.0,8.0,26.0,32.0,42.0,159.0,65.0,128.0,64.0,54.0,70.0,38.0,109.0,47.0,61.0,78.0
666,172.0,7232.0,50.0,50.0,10.0,259.0,96.0,16.0,63.0,49.0,223.0,2292.0,109.0,95.0,37.0,68.0,133.0,176.0,113.0,97.0,68.0
667,195.0,44.0,176.0,139.0,5.0,223.0,14.0,30.0,155.0,92.0,142.0,15.0,561.0,381.0,130.0,138.0,76.0,257.0,88.0,163.0,40.0
668,26.0,12.0,12.0,21.0,0.0,52.0,57.0,14.0,31.0,23.0,76.0,6.0,18.0,18.0,20.0,58.0,49.0,60.0,50.0,89.0,39.0
673,17392.0,1101.0,9199.0,10318.0,435.0,17684.0,2487.0,4876.0,6345.0,3881.0,27703.0,279.0,50925.0,29960.0,13381.0,7423.0,4669.0,27535.0,10878.0,10970.0,5709.0
674,546.0,102.0,249.0,368.0,13.0,257.0,142.0,65.0,168.0,52.0,1142.0,138.0,1213.0,1277.0,469.0,122.0,31.0,530.0,211.0,331.0,99.0
676,459.0,70.0,203.0,501.0,13.0,361.0,24.0,78.0,256.0,143.0,1042.0,32.0,918.0,1431.0,317.0,365.0,61.0,693.0,357.0,566.0,196.0
677,0.0,5.0,1.0,0.0,0.0,17.0,7.0,9.0,31.0,7.0,1.0,1.0,5.0,3.0,0.0,24.0,13.0,60.0,31.0,39.0,20.0
683,0.0,1.0,2.0,1.0,0.0,36.0,63.0,11.0,19.0,12.0,0.0,1.0,2.0,0.0,0.0,20.0,381.0,49.0,70.0,32.0,37.0
685,0.0,2.0,21.0,1.0,1.0,339.0,104.0,51.0,123.0,87.0,4.0,4.0,34.0,2.0,1.0,251.0,165.0,457.0,102.0,272.0,225.0
689,705.0,1321.0,56.0,130.0,8.0,75.0,153.0,11.0,38.0,29.0,516.0,3069.0,305.0,244.0,47.0,104.0,32.0,151.0,26.0,112.0,53.0
690,4.0,47.0,0.0,3.0,3.0,14.0,62.0,10.0,12.0,5.0,8.0,16.0,6.0,2.0,0.0,6.0,5.0,25.0,15.0,25.0,3.0
692,0.0,0.0,30.0,0.0,0.0,407.0,81.0,36.0,263.0,113.0,1.0,0.0,77.0,0.0,0.0,264.0,63.0,895.0,190.0,445.0,150.0
693,4.0,14.0,43.0,38.0,8.0,53.0,10.0,19.0,15.0,16.0,12.0,3.0,35.0,23.0,9.0,49.0,8.0,77.0,36.0,58.0,36.0
695,222.0,16.0,381.0,177.0,13.0,334.0,158.0,94.0,136.0,196.0,579.0,0.0,1173.0,379.0,140.0,274.0,410.0,1199.0,219.0,752.0,142.0
697,0.0,5.0,7.0,4.0,4.0,49.0,13.0,19.0,32.0,14.0,5.0,2.0,12.0,4.0,4.0,52.0,48.0,136.0,41.0,99.0,26.0
7,116.0,331.0,25.0,29.0,1.0,68.0,6.0,14.0,68.0,26.0,200.0,52.0,71.0,92.0,9.0,57.0,31.0,88.0,78.0,88.0,65.0
701,0.0,6.0,4.0,0.0,0.0,167.0,28.0,73.0,55.0,34.0,4.0,2.0,63.0,0.0,1.0,168.0,27.0,269.0,103.0,137.0,29.0
702,0.0,14.0,122.0,1.0,0.0,435.0,69.0,123.0,171.0,110.0,2.0,1.0,378.0,3.0,0.0,365.0,238.0,696.0,244.0,292.0,192.0
703,45.0,1.0,8.0,17.0,0.0,54.0,652.0,10.0,25.0,11.0,109.0,0.0,43.0,55.0,21.0,45.0,157.0,41.0,24.0,23.0,11.0
705,0.0,1.0,24.0,0.0,0.0,355.0,222.0,52.0,163.0,92.0,1.0,1.0,65.0,0.0,0.0,297.0,173.0,568.0,167.0,363.0,150.0
709,55.0,8.0,59.0,47.0,5.0,31.0,5.0,15.0,32.0,29.0,28.0,0.0,38.0,175.0,13.0,39.0,20.0,83.0,31.0,35.0,23.0
711,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,19.0,7.0,4.0,3.0
713,41.0,7.0,22.0,12.0,3.0,29.0,64.0,9.0,37.0,20.0,99.0,1.0,45.0,42.0,12.0,67.0,37.0,72.0,32.0,60.0,43.0
715,0.0,0.0,0.0,0.0,0.0,31.0,3.0,4.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,35.0,24.0,40.0,27.0
717,355.0,14.0,231.0,552.0,30.0,187.0,27.0,26.0,182.0,83.0,653.0,21.0,398.0,1039.0,146.0,122.0,27.0,222.0,152.0,84.0,99.0
721,2.0,7.0,4.0,3.0,3.0,106.0,650.0,11.0,57.0,39.0,12.0,1.0,30.0,4.0,4.0,126.0,61.0,136.0,42.0,139.0,37.0
724,2.0,4.0,23.0,10.0,2.0,152.0,53.0,40.0,104.0,86.0,5.0,0.0,35.0,2.0,8.0,190.0,19.0,330.0,177.0,376.0,62.0
727,593.0,12.0,423.0,506.0,22.0,484.0,10.0,98.0,163.0,72.0,853.0,8.0,969.0,1075.0,475.0,221.0,50.0,532.0,99.0,148.0,78.0
729,677.0,384.0,324.0,905.0,32.0,579.0,354.0,120.0,142.0,143.0,917.0,208.0,1383.0,2016.0,599.0,374.0,160.0,548.0,230.0,338.0,159.0
731,69.0,69.0,2168.0,16.0,2.0,9757.0,1563.0,2621.0,5728.0,3095.0,42.0,2.0,10917.0,15.0,3.0,5425.0,1020.0,20481.0,7106.0,6582.0,5527.0
732,0.0,11.0,66.0,0.0,0.0,385.0,271.0,128.0,178.0,231.0,2.0,3.0,170.0,1.0,0.0,216.0,280.0,1022.0,272.0,368.0,127.0
734,371.0,26.0,40.0,178.0,54.0,81.0,37.0,78.0,48.0,34.0,1053.0,1.0,141.0,546.0,149.0,61.0,31.0,522.0,47.0,164.0,92.0
735,1.0,1.0,0.0,0.0,0.0,49.0,4.0,15.0,59.0,40.0,0.0,2.0,4.0,0.0,0.0,52.0,354.0,107.0,39.0,88.0,30.0
738,25.0,2684.0,21.0,8.0,4.0,87.0,98.0,17.0,46.0,49.0,37.0,968.0,66.0,9.0,4.0,123.0,5306.0,99.0,51.0,164.0,94.0
739,7.0,4.0,46.0,2.0,0.0,1461.0,187.0,149.0,1427.0,541.0,12.0,0.0,140.0,3.0,1.0,864.0,826.0,2195.0,1201.0,2038.0,1244.0
740,5.0,0.0,20.0,1.0,2.0,44.0,11.0,23.0,39.0,6.0,6.0,1.0,54.0,3.0,2.0,10.0,19.0,162.0,34.0,49.0,10.0
741,33.0,10.0,67.0,39.0,24.0,53.0,2.0,14.0,25.0,3.0,63.0,2.0,642.0,29.0,31.0,12.0,22.0,67.0,17.0,17.0,8.0
742,32.0,13.0,125.0,51.0,41.0,630.0,373.0,225.0,529.0,261.0,42.0,3.0,284.0,34.0,19.0,461.0,238.0,1511.0,642.0,956.0,212.0
748,0.0,12.0,6.0,4.0,1.0,194.0,88.0,34.0,116.0,62.0,15.0,8.0,52.0,8.0,9.0,186.0,155.0,308.0,116.0,193.0,166.0
749,1.0,2.0,21.0,1.0,1.0,57.0,12.0,19.0,24.0,39.0,0.0,5.0,90.0,0.0,1.0,76.0,16.0,124.0,39.0,43.0,19.0
754,0.0,12.0,5.0,0.0,0.0,111.0,41.0,16.0,82.0,44.0,1.0,1.0,32.0,0.0,1.0,86.0,11.0,315.0,62.0,156.0,63.0
755,0.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,9.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,14.0,15.0,10.0,6.0,5.0
756,409.0,627.0,208.0,688.0,159.0,296.0,935.0,251.0,260.0,83.0,589.0,476.0,356.0,637.0,793.0,447.0,135.0,1297.0,769.0,226.0,288.0
760,3620.0,8072.0,3597.0,752.0,67.0,1475.0,445.0,134.0,451.0,422.0,5997.0,7955.0,10879.0,1925.0,874.0,971.0,496.0,1686.0,478.0,984.0,275.0
77,17.0,50.0,91.0,8.0,3.0,53.0,8.0,11.0,7.0,4.0,43.0,28.0,9.0,26.0,7.0,68.0,5.0,56.0,20.0,6.0,11.0
772,3.0,81.0,10.0,7.0,1.0,17.0,19.0,4.0,9.0,2.0,5.0,18.0,9.0,12.0,1.0,4.0,27.0,18.0,11.0,10.0,6.0
775,10.0,81.0,46.0,3.0,0.0,546.0,218.0,117.0,271.0,172.0,10.0,3.0,213.0,3.0,0.0,297.0,5441.0,357.0,399.0,410.0,220.0
778,504.0,56.0,94.0,99.0,14.0,470.0,135.0,51.0,275.0,139.0,600.0,13.0,1026.0,387.0,123.0,154.0,651.0,766.0,270.0,319.0,146.0
78,4.0,1.0,40.0,1.0,0.0,63.0,0.0,9.0,49.0,24.0,2.0,2.0,11.0,1.0,0.0,33.0,25.0,99.0,18.0,63.0,24.0
782,0.0,2.0,63.0,0.0,0.0,419.0,8.0,130.0,150.0,115.0,13.0,3.0,261.0,1.0,0.0,355.0,23.0,904.0,206.0,448.0,207.0
783,33.0,127.0,11.0,23.0,16.0,39.0,9.0,12.0,20.0,4.0,41.0,74.0,30.0,17.0,10.0,13.0,26.0,44.0,30.0,14.0,1.0
784,0.0,33.0,15.0,0.0,0.0,82.0,24.0,8.0,37.0,55.0,2.0,16.0,129.0,2.0,0.0,105.0,11.0,178.0,27.0,92.0,36.0
789,2.0,2.0,3.0,0.0,0.0,55.0,5.0,22.0,38.0,33.0,3.0,1.0,7.0,1.0,0.0,53.0,15.0,100.0,59.0,127.0,121.0
790,20.0,38.0,46.0,16.0,25.0,115.0,95.0,23.0,69.0,47.0,22.0,0.0,96.0,17.0,17.0,79.0,266.0,220.0,69.0,123.0,81.0
791,25.0,118.0,28.0,73.0,28.0,42.0,25.0,13.0,15.0,9.0,39.0,18.0,24.0,57.0,15.0,23.0,58.0,53.0,19.0,24.0,21.0
795,34.0,14.0,1476.0,26.0,10.0,4916.0,1699.0,968.0,1784.0,1439.0,38.0,1.0,6949.0,33.0,12.0,2347.0,5199.0,8290.0,2764.0,3397.0,630.0
796,0.0,15.0,9.0,1.0,1.0,175.0,927.0,76.0,151.0,93.0,1.0,14.0,19.0,1.0,2.0,131.0,2287.0,341.0,201.0,291.0,154.0
797,1.0,13.0,4.0,3.0,0.0,72.0,6.0,19.0,30.0,9.0,2.0,4.0,5.0,3.0,0.0,53.0,40.0,22.0,28.0,64.0,25.0
798,3.0,17.0,91.0,5.0,0.0,1002.0,6609.0,258.0,630.0,438.0,2.0,1.0,94.0,2.0,0.0,1395.0,672.0,1253.0,675.0,1939.0,396.0
800,0.0,4.0,0.0,0.0,1.0,13.0,3.0,9.0,14.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,26.0,33.0,9.0,10.0,8.0
801,14.0,7793.0,10.0,30.0,7.0,39.0,141.0,11.0,13.0,6.0,69.0,4239.0,41.0,120.0,22.0,8.0,55.0,33.0,36.0,20.0,204.0
803,0.0,1.0,2.0,1.0,0.0,51.0,12.0,29.0,40.0,28.0,0.0,2.0,6.0,1.0,0.0,31.0,8.0,229.0,62.0,89.0,33.0
804,12.0,1700.0,18.0,5.0,1.0,8.0,7.0,10.0,16.0,6.0,34.0,57.0,22.0,5.0,3.0,10.0,18.0,35.0,15.0,10.0,5.0
805,179.0,219.0,61.0,56.0,0.0,117.0,6.0,19.0,54.0,37.0,290.0,541.0,532.0,123.0,63.0,132.0,632.0,241.0,67.0,190.0,47.0
807,0.0,0.0,0.0,1.0,0.0,3.0,9.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,18.0,19.0,5.0,6.0,1.0
808,6.0,20.0,9.0,15.0,8.0,62.0,55.0,19.0,45.0,44.0,11.0,1.0,13.0,2.0,0.0,61.0,213.0,141.0,59.0,94.0,46.0
809,64.0,8.0,90.0,87.0,21.0,116.0,82.0,47.0,57.0,67.0,195.0,4.0,405.0,87.0,44.0,85.0,62.0,250.0,103.0,111.0,63.0
81,14.0,35.0,5.0,6.0,2.0,32.0,5.0,6.0,17.0,34.0,21.0,14.0,14.0,3.0,3.0,66.0,165.0,49.0,12.0,90.0,25.0
811,13.0,56.0,11.0,28.0,4.0,28.0,28.0,25.0,21.0,4.0,89.0,1.0,15.0,26.0,10.0,21.0,21.0,119.0,31.0,27.0,6.0
812,3.0,4.0,2.0,1.0,2.0,23.0,14.0,11.0,11.0,12.0,2.0,5.0,63.0,2.0,0.0,16.0,25.0,22.0,9.0,15.0,23.0
813,25.0,45.0,50.0,60.0,13.0,123.0,51.0,37.0,66.0,37.0,39.0,23.0,92.0,74.0,11.0,102.0,223.0,183.0,117.0,208.0,41.0
819,5.0,9.0,116.0,7.0,0.0,1808.0,22.0,111.0,875.0,586.0,4.0,2.0,400.0,10.0,3.0,1449.0,491.0,1927.0,907.0,1263.0,349.0
821,2.0,1.0,11.0,0.0,0.0,245.0,45.0,19.0,68.0,57.0,1.0,0.0,80.0,0.0,0.0,151.0,144.0,206.0,81.0,169.0,114.0
823,11.0,6.0,93.0,32.0,12.0,163.0,502.0,59.0,92.0,128.0,21.0,4.0,128.0,26.0,11.0,110.0,1500.0,351.0,110.0,163.0,87.0
830,0.0,2.0,2.0,0.0,0.0,12.0,2.0,0.0,8.0,10.0,0.0,1.0,6.0,0.0,0.0,16.0,15.0,47.0,17.0,34.0,7.0
833,139.0,53.0,28.0,26.0,2.0,47.0,11.0,32.0,57.0,14.0,327.0,70.0,202.0,46.0,22.0,45.0,18.0,95.0,30.0,107.0,24.0
835,13.0,5.0,4.0,1.0,1.0,19.0,4.0,2.0,8.0,7.0,10.0,19.0,6.0,3.0,0.0,8.0,6.0,23.0,7.0,14.0,5.0
837,167.0,9.0,93.0,85.0,13.0,163.0,125.0,45.0,92.0,51.0,362.0,5.0,363.0,144.0,65.0,129.0,214.0,241.0,76.0,138.0,87.0
838,38141.0,2313.0,21033.0,26068.0,2244.0,12951.0,2648.0,1842.0,6510.0,4341.0,36049.0,6111.0,40342.0,59594.0,15973.0,8843.0,4502.0,21957.0,7212.0,11677.0,3565.0
839,17.0,18.0,35.0,52.0,9.0,55.0,14.0,11.0,19.0,8.0,25.0,1.0,52.0,35.0,21.0,15.0,18.0,93.0,38.0,37.0,5.0
841,44.0,15251.0,109.0,56.0,5.0,56.0,37.0,5.0,94.0,33.0,69.0,12424.0,216.0,121.0,14.0,56.0,82.0,71.0,82.0,99.0,256.0
842,286.0,14367.0,105.0,426.0,29.0,235.0,250.0,56.0,86.0,66.0,353.0,8505.0,447.0,2027.0,259.0,153.0,458.0,109.0,144.0,160.0,145.0
843,13.0,84.0,73.0,29.0,5.0,1214.0,6898.0,518.0,592.0,429.0,18.0,18.0,103.0,19.0,13.0,1659.0,4200.0,1638.0,847.0,2193.0,2064.0
848,1.0,15.0,10.0,3.0,1.0,24.0,8.0,5.0,15.0,11.0,18.0,11.0,6.0,6.0,1.0,20.0,2.0,68.0,14.0,33.0,30.0
850,3.0,29.0,22.0,3.0,0.0,307.0,62.0,117.0,253.0,120.0,5.0,8.0,72.0,5.0,2.0,260.0,64.0,734.0,452.0,218.0,102.0
853,220.0,94.0,145.0,277.0,28.0,223.0,209.0,174.0,236.0,52.0,164.0,54.0,309.0,300.0,94.0,156.0,772.0,636.0,147.0,125.0,188.0
854,1.0,10.0,6.0,0.0,0.0,141.0,127.0,14.0,84.0,108.0,1.0,7.0,91.0,1.0,0.0,138.0,551.0,327.0,79.0,209.0,116.0
857,1.0,51.0,8.0,6.0,0.0,1325.0,744.0,419.0,1591.0,783.0,20.0,4.0,50.0,5.0,1.0,1369.0,250.0,4833.0,1553.0,2706.0,1433.0
859,29.0,86.0,23.0,42.0,11.0,30.0,3.0,12.0,17.0,9.0,70.0,33.0,57.0,19.0,5.0,15.0,17.0,75.0,30.0,96.0,32.0
860,30.0,46.0,41.0,89.0,15.0,99.0,188.0,45.0,90.0,45.0,47.0,12.0,68.0,68.0,27.0,84.0,169.0,279.0,78.0,156.0,69.0
862,86.0,15.0,172.0,184.0,63.0,77.0,35.0,57.0,46.0,11.0,93.0,3.0,166.0,83.0,81.0,37.0,48.0,202.0,68.0,64.0,22.0
868,17.0,20.0,10.0,15.0,2.0,21.0,4.0,4.0,10.0,5.0,22.0,18.0,82.0,98.0,12.0,5.0,3.0,23.0,24.0,27.0,27.0
869,79.0,4.0,161.0,80.0,4.0,63.0,2.0,14.0,42.0,11.0,334.0,0.0,388.0,94.0,57.0,8.0,8.0,146.0,33.0,78.0,17.0
87,1.0,19.0,0.0,2.0,8.0,7.0,3.0,1.0,4.0,0.0,3.0,21.0,4.0,2.0,3.0,2.0,10.0,9.0,4.0,2.0,2.0
870,49.0,75.0,14.0,21.0,0.0,41.0,12.0,10.0,25.0,20.0,100.0,22.0,41.0,52.0,15.0,58.0,2.0,51.0,42.0,75.0,15.0
871,27.0,264.0,21.0,9.0,0.0,22.0,38.0,7.0,3.0,10.0,50.0,93.0,71.0,6.0,4.0,15.0,4.0,47.0,21.0,37.0,13.0
879,0.0,1.0,11.0,0.0,0.0,48.0,2.0,5.0,23.0,21.0,0.0,0.0,6.0,0.0,1.0,54.0,44.0,59.0,34.0,96.0,62.0
880,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,5.0,2.0,3.0
882,0.0,5.0,2.0,2.0,0.0,3.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,6.0,6.0,3.0,0.0
887,0.0,0.0,11.0,0.0,0.0,22.0,6.0,22.0,35.0,21.0,5.0,0.0,31.0,0.0,0.0,52.0,10.0,68.0,60.0,89.0,76.0
888,275.0,9.0,20.0,76.0,2.0,54.0,621.0,15.0,43.0,47.0,252.0,5.0,132.0,223.0,35.0,42.0,1995.0,140.0,39.0,52.0,41.0
89,781.0,7819.0,103.0,549.0,202.0,365.0,9542.0,66.0,93.0,123.0,1515.0,3788.0,526.0,1422.0,420.0,281.0,1527.0,323.0,95.0,687.0,363.0
892,1.0,1.0,0.0,1.0,0.0,6.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,8.0,7.0,13.0,1.0
897,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,1.0,7.0,1.0,0.0,3.0,0.0,0.0,16.0,2.0,14.0,7.0,31.0,14.0
904,1.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,18.0,20.0,1.0,0.0,0.0,0.0,1.0,85.0,9.0,46.0,11.0,40.0,19.0
91,145.0,429.0,154.0,43.0,4.0,66.0,109.0,33.0,53.0,27.0,209.0,68.0,137.0,218.0,102.0,49.0,218.0,135.0,59.0,127.0,58.0
