strain_id,A_MTX_5-FC.ERG11_ACF2,A_MTX_Fluconazole.ERG11_ACF2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Trifluoperazine.ERG11_ACF2,A_MTX_noDrug.ERG11_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Metformin.ERG11_ACF2,A_noMTX_Trifluoperazine.ERG11_ACF2,A_noMTX_noDrug.ERG11_ACF2,B_MTX_5-FC.ERG11_ACF2,B_MTX_Fluconazole.ERG11_ACF2,B_MTX_Metformin.ERG11_ACF2,B_MTX_Trifluoperazine.ERG11_ACF2,B_MTX_noDrug.ERG11_ACF2,B_noMTX_5-FC.ERG11_ACF2,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Metformin.ERG11_ACF2,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.ERG11_ACF2
541,4.0,4.0,5.0,4.0,3.0,31.0,24.0,97.0,17.0,43.0,3.0,2.0,17.0,4.0,7.0,36.0,6.0,66.0,53.0,9.0,47.0
543,3.0,1.0,1.0,0.0,2.0,6.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,0.0,2.0,1.0,3.0,8.0,11.0,1.0,37.0
545,147.0,188.0,73.0,81.0,135.0,131.0,19.0,262.0,5.0,115.0,96.0,377.0,162.0,134.0,60.0,90.0,2994.0,856.0,215.0,16.0,160.0
546,2.0,5.0,3.0,3.0,3.0,258.0,8.0,1035.0,17.0,232.0,2.0,7.0,15.0,1.0,0.0,211.0,15.0,780.0,739.0,46.0,170.0
557,3.0,2.0,5.0,1.0,4.0,87.0,7.0,130.0,9.0,98.0,17.0,0.0,10.0,2.0,1.0,30.0,4.0,101.0,94.0,14.0,42.0
559,6.0,10.0,27.0,7.0,8.0,11.0,6.0,77.0,26.0,17.0,14.0,12.0,153.0,4.0,1.0,25.0,9.0,30.0,102.0,14.0,13.0
564,9.0,25.0,7.0,27.0,6.0,20.0,34.0,37.0,8.0,12.0,15.0,22.0,54.0,11.0,4.0,8.0,15.0,64.0,57.0,7.0,27.0
567,69.0,2.0,425.0,29.0,38.0,190.0,37.0,267.0,14.0,277.0,99.0,2.0,342.0,10.0,28.0,152.0,9.0,285.0,153.0,63.0,152.0
57,0.0,0.0,3.0,12.0,1.0,24.0,201.0,101.0,4.0,38.0,3.0,0.0,13.0,1.0,0.0,21.0,40.0,40.0,36.0,5.0,11.0
571,65.0,2.0,96.0,6.0,12.0,60.0,4.0,106.0,5.0,60.0,22.0,2.0,215.0,50.0,14.0,20.0,7.0,93.0,153.0,16.0,42.0
574,1.0,1.0,1.0,0.0,1.0,26.0,35.0,35.0,0.0,41.0,1.0,0.0,3.0,0.0,0.0,10.0,3.0,37.0,20.0,6.0,12.0
576,2.0,10.0,0.0,2.0,6.0,3.0,4.0,10.0,2.0,12.0,3.0,12.0,9.0,1.0,0.0,6.0,5.0,14.0,6.0,0.0,9.0
578,3713.0,7715.0,2701.0,5884.0,6020.0,1096.0,7236.0,2380.0,41.0,1615.0,1409.0,14971.0,7559.0,6315.0,3079.0,754.0,453.0,2506.0,3358.0,134.0,545.0
58,0.0,1.0,6.0,14.0,0.0,2.0,3.0,12.0,3.0,9.0,3.0,0.0,20.0,3.0,0.0,0.0,2.0,10.0,17.0,0.0,13.0
581,0.0,2.0,1.0,0.0,1.0,61.0,14.0,87.0,5.0,70.0,2.0,2.0,12.0,0.0,0.0,50.0,8.0,136.0,53.0,14.0,61.0
586,14.0,9.0,16.0,13.0,8.0,191.0,143.0,453.0,12.0,227.0,16.0,7.0,41.0,9.0,2.0,146.0,6.0,358.0,325.0,40.0,97.0
588,12.0,0.0,9.0,3.0,17.0,22.0,28.0,68.0,9.0,37.0,18.0,1.0,34.0,7.0,5.0,15.0,380.0,150.0,42.0,6.0,17.0
589,1.0,48.0,3.0,1.0,0.0,298.0,4094.0,313.0,20.0,266.0,6.0,16.0,28.0,0.0,0.0,241.0,138.0,371.0,256.0,66.0,155.0
590,10.0,2.0,5.0,0.0,1.0,29.0,1855.0,198.0,6.0,62.0,4.0,2.0,16.0,4.0,1.0,23.0,817.0,342.0,220.0,21.0,32.0
596,2.0,12.0,1.0,1.0,1.0,185.0,290.0,304.0,53.0,99.0,2.0,0.0,3.0,2.0,0.0,110.0,113.0,251.0,176.0,33.0,98.0
598,88.0,2.0,239.0,20.0,22.0,215.0,8.0,301.0,15.0,164.0,134.0,3.0,176.0,40.0,50.0,92.0,2942.0,894.0,329.0,23.0,118.0
599,333.0,14.0,621.0,103.0,91.0,748.0,521.0,748.0,24.0,558.0,397.0,16.0,1193.0,167.0,185.0,524.0,55.0,826.0,918.0,96.0,287.0
599_ref1,6.0,0.0,3.0,0.0,1.0,186.0,2.0,7.0,2.0,16.0,19.0,0.0,19.0,1.0,2.0,114.0,1.0,3.0,13.0,2.0,1505.0
599_ref2,7.0,0.0,5.0,1.0,0.0,245.0,3.0,12.0,1.0,5.0,48.0,0.0,13.0,0.0,0.0,104.0,0.0,7.0,9.0,4.0,1298.0
6,2.0,2.0,3.0,2.0,1.0,18.0,18.0,86.0,11.0,80.0,1.0,0.0,9.0,0.0,1.0,32.0,5.0,63.0,90.0,10.0,16.0
60,81.0,0.0,146.0,37.0,25.0,481.0,5.0,600.0,17.0,505.0,185.0,0.0,400.0,58.0,22.0,170.0,16.0,639.0,590.0,30.0,81.0
61,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0
611,0.0,2.0,1.0,2.0,0.0,150.0,8.0,182.0,1.0,101.0,2.0,3.0,9.0,1.0,0.0,97.0,13.0,152.0,69.0,12.0,137.0
616,360.0,51.0,304.0,215.0,64.0,469.0,565.0,917.0,22.0,725.0,321.0,1.0,1346.0,228.0,38.0,356.0,6.0,1000.0,904.0,86.0,362.0
619,1.0,0.0,0.0,2.0,0.0,10.0,5.0,22.0,2.0,16.0,3.0,0.0,9.0,1.0,0.0,11.0,0.0,20.0,18.0,3.0,7.0
622,9.0,1.0,5.0,1.0,0.0,268.0,10.0,468.0,21.0,140.0,11.0,2.0,16.0,2.0,3.0,237.0,6.0,369.0,240.0,40.0,87.0
627,72.0,4.0,66.0,15.0,77.0,108.0,3.0,124.0,6.0,89.0,42.0,0.0,93.0,20.0,33.0,68.0,4.0,170.0,100.0,13.0,53.0
631,80.0,2.0,2087.0,32.0,34.0,1451.0,684.0,4417.0,38.0,1821.0,69.0,6.0,2421.0,4.0,74.0,1506.0,44.0,2412.0,1753.0,338.0,429.0
632,49.0,10.0,58.0,146.0,39.0,65.0,36.0,301.0,36.0,83.0,69.0,8.0,549.0,52.0,23.0,43.0,28.0,218.0,262.0,37.0,30.0
636,6.0,1.0,4.0,2.0,5.0,326.0,32.0,763.0,17.0,270.0,3.0,0.0,36.0,2.0,1.0,247.0,8.0,646.0,448.0,24.0,120.0
638,6.0,0.0,13.0,2.0,1.0,17.0,1.0,49.0,2.0,17.0,5.0,0.0,23.0,0.0,2.0,31.0,2.0,5.0,15.0,5.0,42.0
639,93.0,0.0,37.0,27.0,18.0,31.0,4.0,106.0,1.0,26.0,102.0,1.0,169.0,19.0,14.0,22.0,8.0,87.0,99.0,10.0,72.0
64,16.0,1.0,31.0,11.0,6.0,25.0,5.0,136.0,7.0,49.0,11.0,3.0,56.0,2.0,4.0,13.0,16.0,80.0,68.0,8.0,22.0
640,2.0,0.0,9.0,6.0,2.0,53.0,9.0,153.0,9.0,56.0,27.0,0.0,24.0,3.0,0.0,19.0,157.0,175.0,131.0,8.0,69.0
642,248.0,13.0,56.0,359.0,51.0,57.0,17.0,150.0,12.0,77.0,264.0,19.0,309.0,78.0,51.0,34.0,12.0,146.0,137.0,26.0,91.0
648,68.0,30.0,29.0,3.0,17.0,34.0,4.0,52.0,1.0,26.0,105.0,14.0,58.0,40.0,31.0,32.0,111.0,57.0,33.0,5.0,65.0
649,640.0,8.0,1103.0,358.0,226.0,425.0,3.0,626.0,26.0,358.0,441.0,26.0,2913.0,803.0,62.0,308.0,4.0,589.0,799.0,40.0,262.0
65,1.0,3.0,2.0,3.0,0.0,1.0,0.0,13.0,2.0,6.0,3.0,0.0,8.0,1.0,0.0,0.0,165.0,56.0,11.0,5.0,3.0
651,21.0,1.0,33.0,30.0,7.0,57.0,8.0,100.0,4.0,81.0,29.0,0.0,72.0,15.0,8.0,48.0,2.0,62.0,60.0,13.0,32.0
652,296.0,10.0,267.0,43.0,29.0,165.0,17.0,437.0,17.0,176.0,183.0,9.0,464.0,73.0,17.0,132.0,65.0,332.0,495.0,31.0,187.0
653,51.0,21.0,126.0,20.0,16.0,60.0,60.0,255.0,20.0,60.0,28.0,186.0,162.0,11.0,10.0,72.0,14.0,185.0,165.0,24.0,41.0
657,219.0,16.0,641.0,52.0,66.0,298.0,2410.0,478.0,35.0,323.0,211.0,19.0,237.0,69.0,52.0,231.0,37.0,470.0,524.0,110.0,171.0
658,100.0,0.0,116.0,27.0,33.0,22.0,6.0,44.0,0.0,12.0,102.0,0.0,171.0,11.0,19.0,23.0,1.0,81.0,21.0,1.0,71.0
66,1.0,1.0,2.0,2.0,2.0,51.0,5.0,293.0,2.0,133.0,2.0,0.0,5.0,1.0,0.0,72.0,0.0,388.0,232.0,12.0,93.0
660,134.0,39.0,104.0,97.0,238.0,163.0,6.0,223.0,6.0,133.0,320.0,1.0,111.0,77.0,13.0,72.0,6.0,178.0,153.0,43.0,91.0
666,121.0,96.0,39.0,93.0,114.0,162.0,5.0,351.0,11.0,199.0,283.0,71.0,164.0,182.0,41.0,134.0,10.0,247.0,280.0,11.0,97.0
667,125.0,11.0,863.0,35.0,12.0,516.0,540.0,476.0,11.0,410.0,57.0,7.0,1595.0,40.0,18.0,299.0,6.0,413.0,642.0,50.0,247.0
668,7.0,1.0,8.0,11.0,8.0,9.0,14.0,23.0,5.0,10.0,13.0,7.0,36.0,5.0,9.0,7.0,5.0,27.0,32.0,4.0,15.0
673,5201.0,8.0,23407.0,1349.0,1310.0,28224.0,241.0,25262.0,401.0,16981.0,5058.0,8.0,21953.0,1605.0,986.0,18987.0,211.0,19767.0,13640.0,3835.0,7843.0
674,83.0,44.0,1719.0,162.0,34.0,552.0,715.0,726.0,8.0,380.0,62.0,23.0,1377.0,249.0,11.0,302.0,12.0,642.0,328.0,96.0,202.0
676,170.0,6.0,252.0,51.0,21.0,137.0,65.0,337.0,25.0,206.0,103.0,7.0,971.0,80.0,28.0,108.0,31.0,289.0,388.0,32.0,128.0
677,1.0,2.0,0.0,0.0,0.0,31.0,5.0,28.0,2.0,30.0,0.0,0.0,4.0,0.0,0.0,26.0,2.0,61.0,52.0,8.0,38.0
683,0.0,3.0,4.0,0.0,0.0,28.0,5.0,34.0,7.0,11.0,0.0,0.0,10.0,1.0,0.0,9.0,0.0,45.0,87.0,11.0,14.0
685,4.0,4.0,12.0,0.0,1.0,132.0,20.0,607.0,10.0,174.0,0.0,0.0,10.0,0.0,2.0,93.0,9.0,232.0,319.0,16.0,162.0
689,139.0,100.0,49.0,104.0,112.0,35.0,8.0,25.0,7.0,22.0,319.0,114.0,919.0,174.0,33.0,16.0,3.0,63.0,58.0,10.0,29.0
690,110.0,22.0,105.0,26.0,79.0,77.0,16.0,185.0,9.0,97.0,185.0,25.0,478.0,24.0,53.0,74.0,5.0,206.0,57.0,9.0,73.0
692,0.0,7.0,3.0,0.0,0.0,153.0,8.0,328.0,20.0,184.0,0.0,0.0,11.0,2.0,0.0,112.0,23.0,414.0,394.0,29.0,169.0
693,10.0,21.0,14.0,251.0,14.0,53.0,14.0,130.0,5.0,66.0,25.0,2.0,145.0,32.0,8.0,88.0,9.0,118.0,166.0,22.0,120.0
695,111.0,9.0,194.0,30.0,98.0,227.0,44.0,538.0,16.0,256.0,177.0,6.0,696.0,81.0,12.0,153.0,16.0,680.0,432.0,45.0,75.0
697,4.0,5.0,5.0,3.0,6.0,34.0,6.0,46.0,4.0,67.0,8.0,0.0,22.0,1.0,2.0,39.0,12.0,91.0,128.0,19.0,16.0
7,11.0,2.0,151.0,8.0,2.0,150.0,2.0,127.0,14.0,117.0,14.0,0.0,188.0,6.0,6.0,121.0,58.0,318.0,139.0,17.0,46.0
701,1.0,15.0,2.0,0.0,0.0,516.0,17.0,678.0,18.0,361.0,0.0,10.0,11.0,1.0,0.0,257.0,7.0,548.0,554.0,49.0,123.0
702,3.0,3.0,9.0,4.0,0.0,633.0,16.0,1181.0,16.0,506.0,2.0,1.0,24.0,2.0,0.0,575.0,1658.0,1343.0,1142.0,115.0,329.0
703,51.0,3.0,85.0,47.0,23.0,52.0,6.0,111.0,4.0,42.0,50.0,0.0,21.0,25.0,35.0,36.0,0.0,49.0,55.0,3.0,95.0
705,0.0,0.0,0.0,0.0,0.0,40.0,5.0,117.0,17.0,60.0,0.0,4.0,6.0,0.0,0.0,35.0,4.0,90.0,149.0,14.0,89.0
709,38.0,10.0,319.0,40.0,43.0,85.0,1.0,192.0,13.0,98.0,21.0,0.0,200.0,30.0,22.0,33.0,11.0,168.0,132.0,16.0,67.0
711,0.0,0.0,1.0,1.0,0.0,16.0,2.0,30.0,1.0,24.0,0.0,2.0,8.0,0.0,0.0,12.0,1.0,32.0,19.0,1.0,36.0
713,57.0,0.0,15.0,100.0,29.0,20.0,1.0,53.0,5.0,86.0,42.0,8.0,463.0,86.0,5.0,10.0,2.0,61.0,131.0,9.0,50.0
715,1.0,0.0,0.0,1.0,0.0,6.0,4.0,28.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,7.0,13.0,34.0,2.0,6.0
717,440.0,9.0,425.0,465.0,474.0,288.0,10.0,625.0,13.0,305.0,363.0,74.0,1416.0,397.0,208.0,188.0,12.0,345.0,357.0,33.0,231.0
721,8.0,3.0,5.0,10.0,2.0,90.0,17.0,214.0,8.0,122.0,8.0,1.0,40.0,4.0,4.0,40.0,19.0,109.0,218.0,14.0,53.0
724,10.0,1.0,19.0,29.0,4.0,37.0,5.0,121.0,12.0,45.0,6.0,3.0,36.0,6.0,2.0,15.0,7.0,124.0,111.0,16.0,33.0
727,637.0,12.0,5849.0,1858.0,872.0,1035.0,6.0,1484.0,19.0,532.0,922.0,15.0,5381.0,1567.0,346.0,573.0,12.0,1791.0,1168.0,154.0,310.0
729,690.0,703.0,2733.0,2633.0,840.0,844.0,26.0,1565.0,23.0,469.0,573.0,620.0,3468.0,4016.0,428.0,510.0,157.0,1022.0,1066.0,99.0,241.0
731,9.0,30.0,41.0,10.0,1.0,2340.0,37.0,4882.0,94.0,2243.0,10.0,1.0,135.0,3.0,0.0,2196.0,23.0,3692.0,3913.0,443.0,1770.0
732,0.0,1.0,7.0,1.0,0.0,741.0,10.0,2060.0,11.0,1005.0,1.0,1.0,15.0,1.0,0.0,463.0,77.0,2470.0,1036.0,129.0,328.0
734,241.0,3.0,90.0,77.0,810.0,41.0,2.0,136.0,6.0,73.0,194.0,4.0,103.0,132.0,140.0,57.0,370.0,236.0,160.0,11.0,103.0
735,0.0,1.0,0.0,0.0,0.0,43.0,5.0,134.0,14.0,58.0,0.0,1.0,4.0,0.0,0.0,18.0,2.0,148.0,123.0,13.0,51.0
738,1.0,11.0,14.0,7.0,2.0,42.0,159.0,201.0,14.0,89.0,20.0,21.0,23.0,5.0,1.0,27.0,17.0,121.0,197.0,12.0,76.0
739,3.0,1.0,8.0,4.0,1.0,520.0,36.0,1656.0,91.0,698.0,6.0,3.0,37.0,3.0,0.0,374.0,1532.0,1580.0,1927.0,109.0,937.0
740,8.0,1.0,8.0,3.0,3.0,17.0,7.0,83.0,11.0,43.0,6.0,1.0,41.0,4.0,0.0,14.0,9.0,78.0,80.0,9.0,10.0
741,73.0,15.0,252.0,107.0,94.0,47.0,14.0,74.0,8.0,74.0,98.0,16.0,220.0,50.0,24.0,25.0,11.0,76.0,76.0,29.0,77.0
742,31.0,13.0,52.0,201.0,39.0,310.0,78.0,1034.0,46.0,569.0,78.0,17.0,407.0,45.0,22.0,211.0,192.0,1228.0,1436.0,118.0,209.0
748,3.0,11.0,8.0,5.0,11.0,74.0,11.0,192.0,6.0,52.0,1.0,9.0,20.0,1.0,4.0,64.0,8.0,116.0,117.0,12.0,130.0
749,1.0,1.0,1.0,0.0,0.0,16.0,5.0,34.0,3.0,26.0,2.0,5.0,12.0,0.0,0.0,16.0,6.0,48.0,18.0,11.0,14.0
754,2.0,2.0,2.0,2.0,1.0,144.0,4.0,766.0,11.0,207.0,1.0,3.0,22.0,0.0,0.0,93.0,1.0,416.0,296.0,15.0,196.0
755,0.0,0.0,0.0,1.0,1.0,6.0,6.0,13.0,6.0,17.0,3.0,0.0,1.0,2.0,1.0,9.0,3.0,26.0,43.0,5.0,20.0
756,748.0,309.0,701.0,856.0,402.0,427.0,860.0,1374.0,132.0,574.0,485.0,375.0,1699.0,795.0,485.0,408.0,153.0,1158.0,1524.0,89.0,644.0
760,593.0,48.0,1061.0,204.0,1748.0,285.0,25.0,500.0,24.0,394.0,390.0,89.0,3201.0,241.0,163.0,162.0,19.0,421.0,251.0,50.0,238.0
77,4.0,3.0,3.0,10.0,2.0,56.0,87.0,72.0,2.0,38.0,9.0,7.0,4.0,2.0,3.0,25.0,560.0,172.0,35.0,6.0,76.0
772,1.0,75.0,2.0,26.0,2.0,3.0,25.0,14.0,1.0,6.0,8.0,53.0,37.0,9.0,2.0,5.0,19.0,16.0,25.0,2.0,14.0
775,1.0,9.0,14.0,2.0,0.0,213.0,46.0,382.0,11.0,163.0,3.0,6.0,25.0,3.0,0.0,149.0,517.0,366.0,228.0,50.0,203.0
778,153.0,1.0,108.0,13.0,24.0,149.0,228.0,246.0,32.0,257.0,62.0,2.0,182.0,44.0,15.0,106.0,6.0,453.0,291.0,33.0,148.0
78,0.0,0.0,2.0,2.0,1.0,76.0,2.0,121.0,4.0,150.0,1.0,0.0,7.0,0.0,0.0,42.0,3.0,133.0,80.0,22.0,21.0
782,0.0,0.0,2.0,0.0,1.0,41.0,6.0,134.0,9.0,64.0,2.0,1.0,10.0,0.0,0.0,41.0,4.0,153.0,89.0,11.0,46.0
783,687.0,3252.0,584.0,210.0,151.0,1048.0,2162.0,1161.0,8.0,1076.0,668.0,11583.0,1145.0,446.0,179.0,572.0,94.0,812.0,1132.0,35.0,200.0
784,1.0,10.0,3.0,1.0,3.0,61.0,63.0,116.0,5.0,32.0,2.0,13.0,9.0,2.0,1.0,33.0,12.0,132.0,90.0,6.0,63.0
789,0.0,2.0,1.0,0.0,0.0,85.0,13.0,397.0,20.0,54.0,4.0,0.0,8.0,0.0,1.0,113.0,6.0,274.0,413.0,19.0,125.0
790,19.0,51.0,21.0,71.0,42.0,90.0,41.0,197.0,11.0,71.0,44.0,49.0,140.0,21.0,21.0,26.0,18.0,106.0,171.0,20.0,97.0
791,20.0,143.0,18.0,259.0,39.0,63.0,32.0,162.0,11.0,71.0,73.0,112.0,157.0,55.0,22.0,51.0,23.0,166.0,277.0,19.0,51.0
795,31.0,14.0,651.0,35.0,11.0,8128.0,9066.0,16607.0,171.0,9440.0,110.0,6.0,692.0,23.0,4.0,6383.0,2425.0,16360.0,8849.0,1034.0,2620.0
796,0.0,38.0,2.0,1.0,0.0,25.0,46.0,135.0,19.0,69.0,2.0,17.0,20.0,1.0,0.0,27.0,96.0,74.0,69.0,44.0,130.0
797,1.0,8.0,1.0,4.0,3.0,5.0,4.0,29.0,2.0,17.0,1.0,5.0,5.0,2.0,1.0,4.0,7.0,11.0,16.0,5.0,13.0
798,2.0,0.0,24.0,0.0,0.0,1962.0,97.0,4432.0,91.0,3617.0,0.0,4.0,11.0,1.0,0.0,1638.0,76.0,2521.0,2739.0,407.0,735.0
800,1.0,0.0,0.0,1.0,0.0,2.0,4.0,14.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,12.0,12.0,1.0,3.0
801,11.0,175.0,17.0,2.0,5.0,4.0,21.0,21.0,2.0,2.0,1.0,96.0,12.0,3.0,5.0,5.0,46.0,32.0,41.0,3.0,105.0
803,0.0,0.0,0.0,0.0,0.0,10.0,6.0,37.0,9.0,11.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,21.0,21.0,6.0,10.0
804,134.0,50.0,819.0,49.0,56.0,179.0,15.0,974.0,11.0,652.0,109.0,36.0,2929.0,120.0,14.0,180.0,297.0,1108.0,612.0,41.0,159.0
805,46.0,8.0,57.0,7.0,8.0,63.0,4.0,157.0,4.0,25.0,38.0,27.0,77.0,6.0,8.0,75.0,5.0,65.0,48.0,11.0,55.0
807,0.0,0.0,0.0,1.0,0.0,10.0,11.0,19.0,7.0,10.0,1.0,3.0,4.0,0.0,0.0,14.0,2.0,15.0,31.0,3.0,17.0
808,10.0,23.0,10.0,15.0,3.0,61.0,23.0,202.0,7.0,36.0,22.0,14.0,83.0,10.0,4.0,40.0,15.0,175.0,168.0,21.0,87.0
809,153.0,23.0,380.0,106.0,59.0,170.0,9.0,787.0,20.0,436.0,163.0,4.0,532.0,65.0,39.0,207.0,13.0,698.0,359.0,65.0,183.0
81,4.0,18.0,0.0,2.0,1.0,1.0,0.0,6.0,4.0,1.0,10.0,1.0,31.0,2.0,0.0,3.0,1.0,2.0,14.0,3.0,4.0
811,18.0,13.0,9.0,44.0,18.0,28.0,23.0,75.0,9.0,25.0,25.0,18.0,46.0,50.0,8.0,24.0,13.0,75.0,98.0,12.0,15.0
812,0.0,3.0,2.0,0.0,0.0,46.0,6.0,156.0,2.0,95.0,4.0,0.0,7.0,2.0,0.0,47.0,8.0,137.0,95.0,37.0,57.0
813,37.0,50.0,60.0,207.0,39.0,111.0,31.0,232.0,23.0,214.0,46.0,51.0,351.0,66.0,21.0,72.0,524.0,274.0,261.0,29.0,75.0
819,0.0,3.0,7.0,6.0,3.0,574.0,575.0,458.0,28.0,448.0,1.0,3.0,18.0,4.0,2.0,349.0,809.0,789.0,937.0,41.0,197.0
821,1.0,1.0,1.0,1.0,0.0,94.0,3.0,62.0,4.0,57.0,1.0,0.0,1.0,0.0,0.0,45.0,9.0,55.0,56.0,15.0,72.0
823,24.0,5.0,24.0,25.0,13.0,57.0,13.0,326.0,19.0,135.0,32.0,6.0,162.0,16.0,14.0,51.0,23.0,162.0,156.0,16.0,40.0
830,0.0,0.0,1.0,0.0,1.0,10.0,6.0,14.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,7.0,15.0,0.0,9.0
833,40.0,37.0,17.0,36.0,25.0,32.0,39.0,105.0,18.0,46.0,50.0,31.0,206.0,19.0,7.0,16.0,26.0,91.0,142.0,14.0,34.0
835,6.0,4.0,4.0,4.0,1.0,4.0,13.0,49.0,6.0,12.0,11.0,1.0,29.0,3.0,4.0,4.0,4.0,12.0,44.0,8.0,11.0
837,81.0,11.0,167.0,104.0,114.0,205.0,11.0,451.0,13.0,239.0,148.0,2.0,379.0,93.0,58.0,249.0,75.0,470.0,423.0,51.0,147.0
838,44324.0,30720.0,64565.0,97241.0,66958.0,29283.0,11650.0,45700.0,505.0,21859.0,31416.0,46814.0,193601.0,98204.0,32599.0,15993.0,38103.0,46621.0,34071.0,2167.0,6009.0
839,22.0,8.0,37.0,39.0,20.0,231.0,23.0,171.0,13.0,377.0,38.0,3.0,144.0,28.0,8.0,156.0,9.0,179.0,158.0,17.0,70.0
841,80.0,957.0,578.0,24.0,28.0,44.0,53.0,32.0,4.0,22.0,64.0,1941.0,611.0,28.0,14.0,22.0,352.0,87.0,286.0,7.0,297.0
842,444.0,288.0,2962.0,590.0,673.0,570.0,27.0,446.0,11.0,416.0,432.0,296.0,2958.0,872.0,276.0,393.0,16.0,350.0,531.0,83.0,359.0
843,9.0,39.0,13.0,16.0,10.0,731.0,16198.0,3487.0,75.0,771.0,16.0,32.0,81.0,11.0,4.0,593.0,15923.0,6031.0,4326.0,295.0,2854.0
848,20.0,6.0,78.0,6.0,2.0,126.0,49.0,243.0,2.0,210.0,13.0,4.0,254.0,30.0,1.0,90.0,0.0,201.0,138.0,22.0,85.0
850,3.0,12.0,4.0,2.0,2.0,2105.0,2680.0,3241.0,46.0,1582.0,3.0,10.0,25.0,2.0,1.0,1340.0,2180.0,3565.0,3241.0,266.0,588.0
853,1672.0,55.0,5634.0,388.0,40.0,4148.0,33.0,5164.0,48.0,1684.0,568.0,59.0,4905.0,439.0,113.0,2107.0,44.0,4166.0,4166.0,419.0,1310.0
854,0.0,6.0,1.0,1.0,2.0,34.0,1167.0,50.0,1.0,36.0,2.0,4.0,8.0,0.0,0.0,19.0,17.0,93.0,32.0,3.0,37.0
857,1.0,25.0,8.0,0.0,0.0,2181.0,11742.0,9223.0,287.0,3078.0,28.0,14.0,73.0,6.0,3.0,1299.0,86.0,5672.0,8434.0,459.0,2317.0
859,132.0,60.0,58.0,27.0,44.0,141.0,12.0,404.0,9.0,322.0,132.0,51.0,684.0,43.0,122.0,120.0,6.0,274.0,225.0,20.0,168.0
860,25.0,38.0,28.0,111.0,24.0,97.0,34.0,480.0,23.0,187.0,70.0,24.0,191.0,37.0,10.0,72.0,287.0,491.0,331.0,40.0,65.0
862,118.0,16.0,104.0,121.0,57.0,75.0,37.0,212.0,18.0,103.0,183.0,22.0,425.0,75.0,39.0,33.0,40.0,216.0,209.0,23.0,34.0
868,24.0,0.0,24.0,2.0,2.0,33.0,10.0,89.0,6.0,24.0,2.0,0.0,16.0,2.0,1.0,10.0,0.0,38.0,108.0,13.0,38.0
869,33.0,0.0,154.0,26.0,26.0,126.0,3.0,232.0,1.0,77.0,74.0,0.0,189.0,3.0,6.0,52.0,1.0,128.0,155.0,5.0,77.0
87,0.0,3.0,1.0,5.0,5.0,12.0,0.0,18.0,6.0,0.0,0.0,6.0,17.0,1.0,2.0,7.0,1.0,114.0,14.0,5.0,97.0
870,3.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,0.0,5.0,1.0,5.0,6.0,1.0,3.0
871,9.0,2.0,11.0,1.0,0.0,27.0,15.0,75.0,4.0,12.0,12.0,4.0,11.0,0.0,0.0,14.0,9.0,88.0,88.0,1.0,24.0
879,0.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,5.0,4.0,3.0,16.0
880,0.0,4.0,2.0,1.0,0.0,2.0,4.0,6.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,11.0,12.0,1.0,6.0
882,1.0,2.0,1.0,1.0,0.0,6.0,10.0,10.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,8.0,1.0,15.0,23.0,5.0,2.0
887,1.0,0.0,2.0,0.0,1.0,21.0,3.0,69.0,12.0,25.0,0.0,1.0,8.0,1.0,0.0,12.0,1.0,96.0,92.0,16.0,63.0
888,91.0,3.0,208.0,16.0,26.0,182.0,0.0,302.0,13.0,90.0,75.0,0.0,497.0,16.0,17.0,113.0,9.0,217.0,176.0,14.0,46.0
89,243.0,85.0,139.0,315.0,213.0,71.0,991.0,122.0,4.0,52.0,208.0,86.0,163.0,354.0,260.0,74.0,423.0,154.0,113.0,8.0,122.0
892,0.0,0.0,0.0,1.0,0.0,25.0,477.0,66.0,0.0,42.0,1.0,1.0,1.0,2.0,0.0,24.0,4.0,46.0,140.0,14.0,13.0
897,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
