strain_id,A_MTX_5-FC.DHH1_LSM3,A_MTX_Fluconazole.DHH1_LSM3,A_MTX_Metformin.DHH1_LSM3,A_MTX_Trifluoperazine.DHH1_LSM3,A_MTX_noDrug.DHH1_LSM3,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Metformin.DHH1_LSM3,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_noDrug.DHH1_LSM3,B_MTX_5-FC.DHH1_LSM3,B_MTX_Fluconazole.DHH1_LSM3,B_MTX_Metformin.DHH1_LSM3,B_MTX_Trifluoperazine.DHH1_LSM3,B_MTX_noDrug.DHH1_LSM3,B_noMTX_5-FC.DHH1_LSM3,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Metformin.DHH1_LSM3,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.DHH1_LSM3
541,27.0,44.0,2.0,3.0,6.0,39.0,8.0,27.0,19.0,38.0,2.0,34.0,40.0,14.0,10.0,37.0,21.0,14.0,29.0,32.0,5.0
543,66.0,6.0,1.0,2.0,8.0,8.0,27.0,7.0,3.0,10.0,7.0,3.0,31.0,6.0,19.0,3.0,114.0,4.0,3.0,11.0,3.0
545,569.0,19910.0,15.0,33.0,162.0,26.0,47.0,25.0,4.0,70.0,116.0,4038.0,241.0,503.0,392.0,19.0,37.0,10.0,19.0,24.0,7.0
546,132.0,72.0,183.0,13.0,19.0,665.0,465.0,2015.0,834.0,1764.0,26.0,8.0,1832.0,13.0,24.0,273.0,2394.0,105.0,1369.0,2675.0,135.0
557,291.0,22.0,65.0,27.0,27.0,105.0,124.0,217.0,183.0,153.0,22.0,10.0,535.0,35.0,105.0,68.0,45.0,49.0,155.0,132.0,18.0
559,86.0,180.0,2.0,6.0,9.0,5.0,11.0,12.0,18.0,69.0,9.0,5.0,95.0,11.0,22.0,3.0,20.0,5.0,5.0,119.0,3.0
564,109.0,657.0,18.0,8.0,34.0,20.0,24.0,16.0,19.0,34.0,7.0,120.0,86.0,48.0,35.0,10.0,101.0,10.0,9.0,72.0,2.0
567,1875.0,205.0,294.0,102.0,801.0,64.0,46.0,240.0,67.0,116.0,737.0,44.0,2993.0,491.0,2010.0,91.0,47.0,30.0,44.0,183.0,13.0
57,6.0,2.0,0.0,1.0,1.0,8.0,12.0,4.0,3.0,3.0,2.0,1.0,7.0,4.0,1.0,12.0,7.0,4.0,5.0,11.0,5.0
571,243.0,68.0,48.0,12.0,42.0,43.0,9.0,32.0,21.0,33.0,32.0,20.0,281.0,67.0,133.0,18.0,28.0,15.0,24.0,32.0,5.0
574,42.0,4.0,22.0,1.0,4.0,234.0,41.0,441.0,78.0,333.0,9.0,4.0,221.0,12.0,10.0,184.0,43.0,38.0,156.0,407.0,37.0
576,51.0,195.0,23.0,5.0,7.0,132.0,10.0,62.0,21.0,94.0,5.0,8.0,135.0,12.0,13.0,34.0,24.0,13.0,11.0,93.0,11.0
578,5423.0,70950.0,718.0,1499.0,1636.0,196.0,6830.0,552.0,440.0,648.0,2333.0,22072.0,4378.0,4447.0,3808.0,159.0,16552.0,40.0,970.0,409.0,64.0
58,10.0,1.0,1.0,0.0,2.0,3.0,55.0,44.0,42.0,42.0,3.0,0.0,53.0,4.0,2.0,10.0,51.0,4.0,48.0,64.0,154.0
581,34.0,27.0,5.0,0.0,3.0,49.0,13.0,29.0,31.0,13.0,5.0,13.0,49.0,1.0,11.0,31.0,60.0,31.0,36.0,44.0,8.0
586,313.0,128.0,34.0,17.0,46.0,120.0,43.0,264.0,68.0,217.0,27.0,47.0,193.0,90.0,84.0,120.0,315.0,55.0,123.0,215.0,17.0
588,119.0,5.0,47.0,9.0,17.0,33.0,4.0,32.0,29.0,20.0,10.0,0.0,178.0,13.0,28.0,25.0,11.0,16.0,9.0,31.0,2.0
589,82.0,102.0,19.0,7.0,10.0,211.0,189.0,338.0,133.0,278.0,33.0,49.0,238.0,17.0,18.0,208.0,256.0,78.0,137.0,299.0,33.0
590,155.0,129.0,8.0,9.0,17.0,40.0,63.0,117.0,39.0,308.0,17.0,9.0,142.0,22.0,40.0,36.0,265.0,17.0,67.0,101.0,23.0
596,14.0,8.0,7.0,2.0,3.0,39.0,128.0,20.0,32.0,66.0,4.0,2.0,37.0,1.0,5.0,18.0,171.0,19.0,13.0,73.0,1.0
598,5288.0,21736.0,463.0,846.0,1538.0,182.0,82.0,608.0,365.0,337.0,1865.0,4480.0,2128.0,6128.0,3289.0,124.0,525.0,63.0,682.0,308.0,58.0
599,25232.0,286.0,1607.0,2890.0,3071.0,679.0,74.0,1097.0,459.0,875.0,10069.0,18.0,8776.0,10950.0,9192.0,343.0,72.0,148.0,604.0,718.0,101.0
599_ref1,23.0,3.0,70.0,0.0,1.0,98.0,51.0,18.0,50.0,61.0,5.0,2.0,96.0,9.0,2.0,21.0,171.0,20.0,209.0,42.0,294.0
599_ref2,13.0,0.0,13.0,0.0,1.0,117.0,49.0,25.0,40.0,33.0,9.0,1.0,25.0,1.0,1.0,17.0,15.0,16.0,166.0,57.0,160.0
6,48.0,2.0,3.0,5.0,7.0,6.0,48.0,6.0,10.0,16.0,3.0,2.0,90.0,5.0,7.0,3.0,18.0,1.0,6.0,14.0,1.0
60,47.0,4.0,21.0,8.0,27.0,124.0,0.0,21.0,20.0,8.0,11.0,1.0,60.0,9.0,13.0,45.0,27.0,20.0,90.0,29.0,0.0
61,6.0,3.0,2.0,2.0,1.0,4.0,12.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,18.0,2.0,2.0,3.0,1.0
611,33.0,89.0,34.0,1.0,10.0,78.0,44.0,170.0,106.0,56.0,3.0,20.0,643.0,12.0,7.0,62.0,138.0,25.0,80.0,125.0,33.0
616,1892.0,534.0,116.0,190.0,479.0,93.0,81.0,89.0,64.0,367.0,816.0,179.0,611.0,604.0,1096.0,55.0,11.0,19.0,162.0,298.0,29.0
619,134.0,14.0,15.0,8.0,22.0,12.0,2.0,15.0,19.0,24.0,8.0,4.0,97.0,37.0,29.0,29.0,6.0,5.0,8.0,24.0,4.0
622,403.0,84.0,168.0,22.0,36.0,304.0,24.0,607.0,292.0,655.0,60.0,23.0,1120.0,61.0,89.0,320.0,18.0,79.0,253.0,497.0,55.0
627,320.0,530.0,15.0,21.0,67.0,17.0,8.0,70.0,36.0,69.0,112.0,5.0,141.0,45.0,114.0,33.0,4.0,18.0,33.0,106.0,8.0
631,8535.0,879.0,496.0,376.0,1419.0,1235.0,391.0,2405.0,650.0,2720.0,3635.0,88.0,2753.0,1505.0,4767.0,1103.0,174.0,234.0,1021.0,3413.0,187.0
632,719.0,92.0,87.0,87.0,111.0,85.0,55.0,71.0,92.0,262.0,86.0,36.0,864.0,119.0,306.0,50.0,198.0,48.0,63.0,374.0,19.0
636,53.0,14.0,57.0,4.0,10.0,419.0,364.0,597.0,499.0,2244.0,12.0,8.0,1761.0,14.0,19.0,145.0,190.0,49.0,1077.0,3727.0,104.0
638,68.0,12.0,9.0,1.0,14.0,32.0,24.0,19.0,4.0,27.0,41.0,2.0,59.0,14.0,92.0,15.0,6.0,4.0,5.0,14.0,7.0
639,1805.0,346.0,55.0,69.0,164.0,63.0,49.0,36.0,36.0,147.0,352.0,57.0,479.0,180.0,639.0,35.0,137.0,15.0,91.0,203.0,25.0
64,331.0,13.0,22.0,73.0,21.0,21.0,44.0,104.0,18.0,64.0,32.0,62.0,219.0,88.0,144.0,31.0,45.0,14.0,50.0,71.0,6.0
640,1113.0,1187.0,105.0,96.0,385.0,203.0,147.0,284.0,169.0,573.0,604.0,214.0,576.0,202.0,859.0,54.0,18.0,24.0,403.0,1122.0,73.0
642,10539.0,176.0,348.0,862.0,2208.0,203.0,73.0,267.0,151.0,791.0,3753.0,88.0,5295.0,3080.0,5694.0,134.0,242.0,62.0,299.0,619.0,58.0
648,254.0,550.0,31.0,13.0,47.0,117.0,278.0,136.0,31.0,276.0,39.0,52.0,219.0,24.0,40.0,145.0,278.0,27.0,45.0,433.0,103.0
649,24318.0,231.0,2656.0,3896.0,4145.0,993.0,76.0,1327.0,962.0,1700.0,9915.0,2871.0,18197.0,15145.0,10158.0,416.0,190.0,131.0,1552.0,1875.0,136.0
65,78.0,9.0,3.0,3.0,6.0,2.0,7.0,9.0,9.0,10.0,9.0,1.0,61.0,10.0,27.0,4.0,11.0,2.0,4.0,10.0,2.0
651,823.0,992.0,164.0,218.0,135.0,97.0,3.0,159.0,203.0,315.0,401.0,348.0,1150.0,730.0,338.0,97.0,71.0,32.0,281.0,205.0,31.0
652,10787.0,351.0,1140.0,1489.0,2162.0,650.0,1093.0,1211.0,786.0,1533.0,5339.0,142.0,7666.0,7709.0,5724.0,340.0,863.0,114.0,869.0,2217.0,348.0
653,174.0,330.0,19.0,18.0,22.0,32.0,53.0,31.0,44.0,164.0,21.0,118.0,192.0,22.0,40.0,31.0,131.0,13.0,30.0,172.0,14.0
657,1524.0,23764.0,104.0,92.0,285.0,119.0,678.0,319.0,128.0,338.0,374.0,8237.0,1002.0,406.0,865.0,75.0,289.0,51.0,128.0,476.0,43.0
658,68.0,51.0,12.0,27.0,130.0,11.0,8.0,5.0,3.0,2.0,8.0,28.0,92.0,134.0,55.0,15.0,2.0,8.0,2.0,10.0,0.0
66,5.0,19.0,8.0,0.0,0.0,29.0,7.0,25.0,18.0,97.0,2.0,25.0,388.0,8.0,1.0,18.0,905.0,18.0,65.0,124.0,19.0
660,178.0,87.0,30.0,17.0,69.0,33.0,26.0,40.0,10.0,18.0,33.0,39.0,188.0,134.0,66.0,28.0,11.0,37.0,26.0,21.0,2.0
666,1147.0,9936.0,52.0,49.0,115.0,197.0,1611.0,208.0,166.0,462.0,310.0,2077.0,1261.0,218.0,279.0,103.0,1817.0,32.0,479.0,397.0,35.0
667,4915.0,1561.0,476.0,569.0,822.0,410.0,3444.0,811.0,524.0,1167.0,1320.0,607.0,4582.0,3207.0,2817.0,298.0,4363.0,66.0,921.0,1150.0,60.0
668,235.0,122.0,13.0,23.0,24.0,41.0,23.0,20.0,21.0,45.0,22.0,62.0,115.0,39.0,63.0,45.0,33.0,11.0,21.0,64.0,4.0
673,127373.0,4949.0,13898.0,15815.0,21098.0,14173.0,1456.0,36368.0,15268.0,25641.0,41781.0,1448.0,59121.0,59222.0,67532.0,9171.0,5979.0,2959.0,15769.0,24389.0,3212.0
674,301.0,143.0,279.0,61.0,58.0,118.0,70.0,228.0,126.0,50.0,121.0,175.0,1029.0,226.0,101.0,85.0,42.0,40.0,80.0,80.0,10.0
676,440.0,134.0,125.0,113.0,268.0,180.0,70.0,128.0,195.0,173.0,303.0,56.0,688.0,310.0,428.0,82.0,115.0,53.0,223.0,168.0,40.0
677,0.0,0.0,0.0,1.0,1.0,34.0,52.0,20.0,24.0,98.0,0.0,1.0,26.0,0.0,0.0,14.0,20.0,18.0,18.0,165.0,12.0
683,2.0,2.0,9.0,1.0,2.0,36.0,355.0,97.0,116.0,87.0,8.0,0.0,63.0,7.0,1.0,25.0,26.0,10.0,52.0,74.0,28.0
685,31.0,59.0,57.0,10.0,8.0,260.0,104.0,280.0,142.0,378.0,14.0,9.0,357.0,11.0,9.0,114.0,191.0,37.0,195.0,401.0,93.0
689,21.0,614.0,9.0,12.0,47.0,12.0,19.0,4.0,7.0,10.0,13.0,57.0,45.0,23.0,20.0,5.0,10.0,4.0,13.0,15.0,3.0
690,37.0,18.0,4.0,4.0,15.0,25.0,9.0,7.0,7.0,23.0,7.0,19.0,68.0,11.0,21.0,16.0,12.0,1.0,14.0,21.0,2.0
692,13.0,2.0,52.0,0.0,4.0,274.0,38.0,163.0,184.0,382.0,11.0,1.0,815.0,1.0,16.0,74.0,55.0,47.0,451.0,495.0,45.0
693,43.0,36.0,27.0,11.0,12.0,37.0,56.0,88.0,42.0,53.0,3.0,8.0,218.0,37.0,30.0,26.0,47.0,12.0,55.0,60.0,13.0
695,13249.0,277.0,2344.0,2007.0,4938.0,489.0,69.0,1169.0,577.0,1376.0,4357.0,57.0,15661.0,5619.0,9544.0,204.0,146.0,90.0,1010.0,954.0,52.0
697,60.0,21.0,45.0,6.0,4.0,50.0,85.0,109.0,41.0,222.0,9.0,54.0,570.0,11.0,21.0,47.0,42.0,32.0,89.0,247.0,19.0
7,869.0,118.0,7.0,26.0,58.0,22.0,20.0,32.0,21.0,99.0,198.0,56.0,147.0,167.0,199.0,16.0,6.0,7.0,39.0,106.0,7.0
701,8.0,1.0,8.0,0.0,8.0,149.0,302.0,103.0,40.0,131.0,11.0,8.0,38.0,1.0,2.0,47.0,30.0,37.0,85.0,75.0,7.0
702,163.0,233.0,766.0,6.0,14.0,826.0,14845.0,2577.0,1533.0,2088.0,75.0,104.0,4874.0,52.0,36.0,581.0,14958.0,153.0,1780.0,1934.0,278.0
703,13.0,1.0,3.0,6.0,14.0,35.0,16.0,4.0,8.0,4.0,4.0,4.0,20.0,18.0,10.0,10.0,19.0,9.0,37.0,11.0,3.0
705,5.0,31.0,68.0,0.0,9.0,306.0,134.0,725.0,463.0,890.0,19.0,1.0,502.0,3.0,3.0,231.0,11.0,100.0,728.0,646.0,66.0
709,2679.0,4547.0,283.0,544.0,880.0,61.0,654.0,200.0,121.0,154.0,1072.0,147.0,7405.0,3276.0,1905.0,38.0,90.0,30.0,122.0,94.0,11.0
711,7.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0,1.0,1.0,4.0,0.0,1.0,8.0,7.0,0.0,5.0,6.0,2.0
713,47.0,4.0,16.0,53.0,97.0,19.0,11.0,9.0,16.0,24.0,17.0,9.0,76.0,143.0,24.0,13.0,4.0,8.0,37.0,30.0,6.0
715,6.0,11.0,1.0,1.0,1.0,11.0,8.0,12.0,8.0,38.0,3.0,0.0,38.0,2.0,1.0,12.0,33.0,6.0,10.0,56.0,11.0
717,1946.0,615.0,241.0,401.0,453.0,116.0,95.0,171.0,252.0,263.0,733.0,147.0,1925.0,2199.0,1043.0,117.0,500.0,42.0,473.0,202.0,38.0
721,134.0,275.0,80.0,7.0,15.0,317.0,623.0,570.0,170.0,868.0,20.0,75.0,807.0,63.0,16.0,183.0,107.0,61.0,244.0,574.0,69.0
724,121.0,84.0,49.0,18.0,13.0,155.0,81.0,139.0,163.0,208.0,17.0,15.0,653.0,25.0,23.0,97.0,121.0,16.0,178.0,176.0,17.0
727,122.0,21.0,102.0,26.0,134.0,79.0,17.0,72.0,46.0,10.0,63.0,14.0,276.0,191.0,84.0,57.0,38.0,51.0,39.0,47.0,11.0
729,1345.0,976.0,152.0,130.0,181.0,165.0,128.0,238.0,45.0,151.0,291.0,211.0,1017.0,616.0,204.0,76.0,133.0,36.0,115.0,79.0,22.0
731,224.0,181.0,1468.0,34.0,119.0,2439.0,3288.0,6714.0,2520.0,3868.0,213.0,68.0,9668.0,302.0,31.0,1763.0,11219.0,909.0,3623.0,3115.0,445.0
732,24.0,7.0,84.0,2.0,7.0,184.0,640.0,304.0,162.0,198.0,13.0,2.0,490.0,12.0,5.0,108.0,340.0,41.0,116.0,207.0,20.0
734,92.0,21.0,10.0,30.0,195.0,37.0,42.0,43.0,20.0,27.0,32.0,6.0,83.0,33.0,80.0,37.0,117.0,29.0,30.0,49.0,9.0
735,32.0,25.0,18.0,4.0,2.0,163.0,400.0,263.0,201.0,906.0,10.0,2.0,366.0,6.0,0.0,82.0,789.0,37.0,293.0,1079.0,101.0
738,843.0,7854.0,40.0,77.0,194.0,86.0,122.0,203.0,68.0,545.0,236.0,3724.0,809.0,206.0,728.0,67.0,482.0,9.0,137.0,1014.0,122.0
739,97.0,46.0,124.0,25.0,7.0,749.0,192.0,1089.0,1099.0,3308.0,44.0,1.0,2662.0,16.0,11.0,333.0,719.0,133.0,1999.0,4351.0,391.0
740,55.0,1.0,23.0,9.0,11.0,35.0,48.0,41.0,44.0,45.0,9.0,1.0,249.0,5.0,12.0,35.0,144.0,20.0,15.0,52.0,2.0
741,147.0,29.0,41.0,35.0,46.0,15.0,25.0,14.0,17.0,17.0,28.0,10.0,157.0,47.0,64.0,17.0,36.0,11.0,6.0,20.0,4.0
742,240.0,117.0,252.0,66.0,68.0,387.0,23811.0,744.0,589.0,751.0,40.0,9.0,1125.0,89.0,84.0,236.0,42881.0,141.0,1001.0,584.0,71.0
748,22.0,8.0,56.0,4.0,6.0,38.0,11.0,101.0,97.0,178.0,5.0,5.0,318.0,8.0,5.0,57.0,70.0,19.0,98.0,53.0,18.0
749,45.0,3.0,35.0,3.0,6.0,94.0,37.0,376.0,151.0,303.0,7.0,1.0,216.0,6.0,8.0,56.0,58.0,18.0,129.0,336.0,7.0
754,51.0,12.0,13.0,1.0,7.0,121.0,4.0,62.0,89.0,194.0,1.0,1.0,45.0,4.0,6.0,25.0,63.0,7.0,229.0,180.0,14.0
755,31.0,13.0,1.0,1.0,3.0,4.0,8.0,5.0,13.0,29.0,1.0,2.0,13.0,2.0,9.0,15.0,7.0,11.0,8.0,14.0,2.0
756,359.0,379.0,93.0,99.0,162.0,143.0,103.0,383.0,210.0,724.0,185.0,78.0,1056.0,503.0,376.0,75.0,193.0,70.0,816.0,1553.0,79.0
760,20836.0,209.0,1521.0,1361.0,5258.0,940.0,409.0,704.0,277.0,1287.0,7500.0,160.0,6248.0,3743.0,16527.0,360.0,1767.0,92.0,529.0,1123.0,105.0
77,11.0,456.0,3.0,3.0,27.0,18.0,6.0,5.0,1.0,5.0,2.0,901.0,8.0,2.0,6.0,6.0,11.0,4.0,16.0,10.0,0.0
772,309.0,253.0,27.0,10.0,70.0,11.0,31.0,50.0,21.0,34.0,88.0,96.0,199.0,41.0,161.0,31.0,76.0,4.0,7.0,69.0,12.0
775,15.0,10.0,16.0,3.0,9.0,90.0,41.0,44.0,39.0,27.0,1.0,5.0,83.0,4.0,1.0,67.0,59.0,30.0,33.0,69.0,17.0
778,4327.0,165.0,200.0,371.0,988.0,335.0,34.0,665.0,521.0,945.0,2583.0,120.0,1656.0,2144.0,2096.0,278.0,58.0,92.0,599.0,838.0,83.0
78,21.0,0.0,3.0,0.0,3.0,23.0,8.0,9.0,8.0,14.0,1.0,0.0,14.0,1.0,10.0,11.0,4.0,9.0,8.0,16.0,4.0
782,26.0,3.0,38.0,5.0,0.0,122.0,789.0,223.0,84.0,347.0,9.0,2.0,590.0,8.0,1.0,87.0,474.0,36.0,99.0,286.0,29.0
783,2098.0,5564.0,102.0,285.0,557.0,153.0,419.0,38.0,67.0,116.0,1378.0,735.0,2511.0,1254.0,1268.0,16.0,49.0,13.0,235.0,127.0,6.0
784,26.0,214.0,11.0,3.0,3.0,159.0,16.0,13.0,15.0,59.0,4.0,51.0,44.0,6.0,8.0,23.0,45.0,9.0,30.0,104.0,4.0
789,18.0,7.0,6.0,2.0,5.0,114.0,14.0,59.0,31.0,20.0,12.0,3.0,96.0,5.0,5.0,24.0,14.0,11.0,55.0,189.0,14.0
790,293.0,43.0,27.0,27.0,63.0,39.0,27.0,22.0,48.0,34.0,41.0,7.0,275.0,67.0,128.0,32.0,35.0,21.0,30.0,59.0,5.0
791,319.0,241.0,40.0,44.0,79.0,26.0,44.0,62.0,36.0,42.0,34.0,87.0,281.0,97.0,110.0,28.0,434.0,11.0,44.0,44.0,5.0
795,387.0,9.0,689.0,83.0,274.0,822.0,3830.0,699.0,358.0,639.0,73.0,19.0,3914.0,132.0,116.0,475.0,7956.0,280.0,882.0,712.0,60.0
796,24.0,73.0,20.0,9.0,5.0,95.0,410.0,273.0,82.0,261.0,8.0,220.0,304.0,18.0,1.0,100.0,720.0,45.0,98.0,255.0,48.0
797,22.0,11.0,19.0,2.0,5.0,39.0,12.0,65.0,31.0,39.0,2.0,9.0,82.0,9.0,7.0,49.0,41.0,8.0,73.0,71.0,7.0
798,369.0,434.0,300.0,8.0,18.0,1309.0,4902.0,3377.0,1958.0,4368.0,88.0,139.0,2180.0,127.0,48.0,1284.0,678.0,214.0,1734.0,3657.0,259.0
800,11.0,9.0,1.0,0.0,2.0,4.0,10.0,11.0,14.0,10.0,1.0,2.0,26.0,3.0,2.0,5.0,11.0,4.0,5.0,13.0,2.0
801,25.0,156.0,5.0,7.0,5.0,21.0,29.0,27.0,27.0,20.0,9.0,165.0,63.0,14.0,6.0,16.0,34.0,9.0,17.0,34.0,42.0
803,2.0,2.0,2.0,0.0,2.0,34.0,107.0,22.0,17.0,20.0,0.0,0.0,25.0,1.0,0.0,22.0,24.0,13.0,15.0,22.0,3.0
804,2877.0,8579.0,411.0,369.0,422.0,93.0,31.0,215.0,120.0,243.0,1255.0,6140.0,1753.0,691.0,1651.0,32.0,253.0,16.0,170.0,191.0,19.0
805,5178.0,4959.0,260.0,417.0,1193.0,141.0,495.0,221.0,81.0,370.0,2076.0,1807.0,2705.0,965.0,2993.0,95.0,86.0,19.0,183.0,441.0,28.0
807,7.0,8.0,5.0,1.0,0.0,16.0,17.0,13.0,14.0,45.0,2.0,3.0,16.0,1.0,1.0,46.0,30.0,12.0,17.0,25.0,4.0
808,132.0,15.0,17.0,26.0,24.0,17.0,20.0,14.0,15.0,21.0,16.0,6.0,155.0,25.0,48.0,19.0,25.0,13.0,14.0,17.0,1.0
809,2611.0,375.0,100.0,100.0,332.0,68.0,21.0,97.0,74.0,133.0,762.0,4.0,771.0,501.0,1472.0,61.0,73.0,17.0,84.0,102.0,14.0
81,1659.0,9059.0,19.0,32.0,131.0,89.0,205.0,55.0,23.0,167.0,326.0,271.0,282.0,193.0,551.0,20.0,142.0,11.0,59.0,89.0,7.0
811,46.0,5.0,16.0,3.0,11.0,17.0,50.0,16.0,37.0,33.0,15.0,6.0,163.0,25.0,19.0,34.0,40.0,5.0,25.0,46.0,2.0
812,39.0,13.0,20.0,4.0,2.0,69.0,60.0,170.0,49.0,271.0,3.0,9.0,238.0,6.0,3.0,75.0,25.0,18.0,57.0,635.0,141.0
813,182.0,59.0,121.0,26.0,53.0,277.0,3237.0,245.0,196.0,462.0,36.0,59.0,635.0,116.0,88.0,107.0,1223.0,54.0,228.0,630.0,49.0
819,10.0,3.0,162.0,5.0,3.0,1891.0,1901.0,2449.0,2123.0,2281.0,3.0,19.0,1916.0,9.0,2.0,618.0,356.0,199.0,3149.0,2379.0,123.0
821,115.0,446.0,196.0,2.0,8.0,497.0,5039.0,921.0,262.0,1057.0,30.0,61.0,1864.0,57.0,25.0,371.0,4939.0,74.0,395.0,865.0,144.0
823,155.0,5.0,49.0,24.0,53.0,518.0,1200.0,1056.0,350.0,1483.0,20.0,1.0,594.0,82.0,72.0,145.0,7446.0,92.0,677.0,966.0,87.0
830,28.0,45.0,16.0,0.0,0.0,24.0,182.0,20.0,19.0,67.0,4.0,1.0,260.0,1.0,4.0,17.0,8.0,5.0,32.0,63.0,3.0
833,3995.0,108.0,73.0,158.0,683.0,146.0,239.0,78.0,80.0,805.0,1216.0,53.0,2952.0,316.0,2174.0,68.0,423.0,27.0,84.0,1432.0,120.0
835,919.0,1620.0,118.0,147.0,130.0,98.0,30.0,91.0,111.0,312.0,577.0,380.0,1731.0,237.0,639.0,24.0,18.0,14.0,367.0,192.0,51.0
837,1792.0,37.0,84.0,93.0,319.0,116.0,31.0,168.0,99.0,295.0,771.0,35.0,1214.0,400.0,788.0,93.0,70.0,87.0,105.0,295.0,54.0
838,134338.0,13508.0,15091.0,29290.0,26164.0,8987.0,26826.0,12256.0,9764.0,16230.0,47904.0,6547.0,145514.0,78407.0,96350.0,3570.0,43656.0,1530.0,15541.0,15268.0,1077.0
839,107.0,6.0,38.0,12.0,9.0,55.0,16.0,23.0,41.0,56.0,12.0,3.0,197.0,32.0,43.0,45.0,24.0,19.0,35.0,66.0,3.0
841,127.0,1168.0,85.0,144.0,43.0,29.0,45.0,75.0,177.0,106.0,37.0,2692.0,1351.0,371.0,172.0,23.0,33.0,12.0,291.0,208.0,168.0
842,6779.0,13437.0,480.0,1152.0,1691.0,213.0,76.0,254.0,161.0,412.0,2213.0,19926.0,2702.0,5556.0,3884.0,265.0,393.0,65.0,224.0,318.0,100.0
843,273.0,293.0,127.0,9.0,12.0,1161.0,1835.0,4551.0,1336.0,4455.0,38.0,653.0,1276.0,25.0,33.0,1232.0,3166.0,488.0,2155.0,7879.0,1644.0
848,53.0,1570.0,7.0,20.0,42.0,18.0,23.0,7.0,7.0,28.0,12.0,90.0,390.0,26.0,77.0,9.0,18.0,3.0,5.0,23.0,1.0
850,124.0,44.0,229.0,6.0,33.0,849.0,4992.0,2087.0,1441.0,1475.0,20.0,56.0,1483.0,45.0,31.0,420.0,4778.0,219.0,1589.0,1438.0,202.0
853,410.0,484.0,127.0,47.0,172.0,263.0,378.0,156.0,146.0,141.0,75.0,619.0,476.0,169.0,203.0,123.0,617.0,80.0,80.0,163.0,59.0
854,45.0,59.0,121.0,2.0,2.0,60.0,4491.0,34.0,65.0,135.0,2.0,30.0,465.0,0.0,2.0,24.0,2323.0,16.0,81.0,110.0,15.0
857,170.0,441.0,229.0,21.0,17.0,2063.0,301.0,1857.0,1848.0,7766.0,46.0,88.0,3174.0,64.0,12.0,1062.0,410.0,402.0,4537.0,5131.0,464.0
859,251.0,70.0,37.0,35.0,63.0,21.0,30.0,19.0,17.0,25.0,43.0,105.0,258.0,53.0,145.0,11.0,46.0,7.0,10.0,36.0,4.0
860,505.0,58.0,59.0,44.0,59.0,108.0,94.0,129.0,106.0,264.0,46.0,48.0,600.0,85.0,137.0,90.0,240.0,35.0,88.0,196.0,21.0
862,1281.0,27.0,146.0,150.0,177.0,93.0,29.0,90.0,86.0,143.0,79.0,24.0,904.0,129.0,398.0,86.0,120.0,30.0,51.0,151.0,11.0
868,45.0,4.0,9.0,3.0,8.0,7.0,9.0,10.0,7.0,12.0,4.0,1.0,56.0,7.0,10.0,10.0,22.0,3.0,11.0,27.0,7.0
869,593.0,15.0,55.0,25.0,186.0,23.0,3.0,35.0,35.0,81.0,457.0,5.0,240.0,233.0,350.0,16.0,6.0,16.0,19.0,80.0,4.0
87,62.0,40.0,0.0,3.0,3.0,3.0,3.0,7.0,3.0,19.0,9.0,4.0,43.0,7.0,11.0,1.0,5.0,2.0,17.0,22.0,0.0
870,4.0,11.0,0.0,2.0,3.0,5.0,11.0,0.0,3.0,2.0,1.0,8.0,7.0,0.0,2.0,1.0,8.0,3.0,3.0,4.0,1.0
871,11.0,81.0,8.0,1.0,2.0,5.0,2.0,23.0,17.0,32.0,3.0,17.0,35.0,1.0,4.0,12.0,8.0,8.0,12.0,62.0,0.0
879,3.0,0.0,2.0,0.0,3.0,50.0,17.0,26.0,20.0,207.0,6.0,1.0,52.0,3.0,0.0,11.0,22.0,5.0,42.0,300.0,30.0
880,5.0,9.0,1.0,0.0,1.0,0.0,12.0,7.0,7.0,2.0,1.0,3.0,14.0,2.0,1.0,4.0,16.0,1.0,5.0,8.0,2.0
882,15.0,5.0,1.0,0.0,1.0,3.0,2.0,8.0,2.0,4.0,2.0,2.0,39.0,2.0,3.0,7.0,19.0,4.0,5.0,13.0,0.0
887,6.0,2.0,0.0,2.0,1.0,15.0,17.0,11.0,13.0,36.0,16.0,14.0,82.0,6.0,2.0,9.0,16.0,15.0,45.0,50.0,6.0
888,1132.0,13.0,56.0,176.0,149.0,87.0,71.0,44.0,15.0,44.0,376.0,10.0,429.0,495.0,581.0,36.0,13.0,7.0,83.0,40.0,7.0
89,784.0,1697.0,31.0,98.0,292.0,42.0,95.0,80.0,27.0,79.0,313.0,1609.0,265.0,399.0,608.0,52.0,138.0,14.0,38.0,124.0,46.0
892,29.0,62.0,31.0,0.0,0.0,65.0,3.0,145.0,64.0,197.0,6.0,2.0,608.0,1.0,0.0,21.0,17.0,22.0,107.0,252.0,16.0
