strain_id,A_MTX_5-FC.ERV25_RBD2,A_MTX_Fluconazole.ERV25_RBD2,A_MTX_Metformin.ERV25_RBD2,A_MTX_Trifluoperazine.ERV25_RBD2,A_MTX_noDrug.ERV25_RBD2,A_noMTX_5-FC.ERV25_RBD2,A_noMTX_Fluconazole.ERV25_RBD2,A_noMTX_Metformin.ERV25_RBD2,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_noDrug.ERV25_RBD2,B_MTX_5-FC.ERV25_RBD2,B_MTX_Fluconazole.ERV25_RBD2,B_MTX_Metformin.ERV25_RBD2,B_MTX_Trifluoperazine.ERV25_RBD2,B_MTX_noDrug.ERV25_RBD2,B_noMTX_5-FC.ERV25_RBD2,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Metformin.ERV25_RBD2,B_noMTX_Trifluoperazine.ERV25_RBD2,B_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_RBD2
543,3.0,0.0,3.0,2.0,3.0,8.0,7910.0,3.0,3.0,4.0,11.0,1.0,8.0,2.0,1.0,3.0,19234.0,2.0,3.0,2.0,6.0
545,35.0,457.0,1.0,29.0,15.0,7.0,29.0,6.0,4.0,6.0,73.0,580.0,19.0,114.0,47.0,2.0,12.0,2.0,2.0,4.0,13.0
546,4.0,3.0,9.0,1.0,2.0,239.0,9.0,227.0,121.0,365.0,1.0,4.0,14.0,6.0,2.0,150.0,89.0,207.0,298.0,191.0,51.0
557,21.0,33.0,3.0,2.0,6.0,65.0,8.0,15.0,53.0,14.0,26.0,7.0,17.0,11.0,5.0,29.0,57.0,21.0,41.0,20.0,4.0
559,3.0,25.0,15.0,6.0,6.0,17.0,2.0,52.0,21.0,8.0,7.0,5.0,144.0,3.0,4.0,20.0,13.0,13.0,120.0,19.0,14.0
564,1719.0,130.0,2510.0,182.0,92.0,47.0,31.0,58.0,28.0,109.0,301.0,41.0,2175.0,241.0,124.0,47.0,65.0,47.0,61.0,66.0,40.0
567,30.0,13.0,10.0,30.0,9.0,21.0,8.0,16.0,18.0,11.0,32.0,8.0,55.0,15.0,20.0,14.0,66.0,16.0,16.0,32.0,2.0
57,1.0,1.0,1.0,2.0,0.0,9.0,15.0,3.0,8.0,3.0,1.0,1.0,3.0,0.0,0.0,4.0,11.0,3.0,2.0,3.0,3.0
571,29.0,8.0,12.0,14.0,13.0,48.0,18.0,14.0,12.0,7.0,48.0,5.0,36.0,19.0,18.0,6.0,26.0,10.0,14.0,15.0,3.0
574,6.0,3.0,1.0,1.0,1.0,400.0,54.0,547.0,220.0,484.0,6.0,4.0,8.0,3.0,1.0,410.0,19.0,478.0,481.0,435.0,97.0
576,2.0,14.0,0.0,3.0,2.0,19.0,7.0,4.0,9.0,2.0,4.0,23.0,6.0,4.0,3.0,8.0,14.0,6.0,7.0,4.0,4.0
578,100.0,1059.0,23.0,100.0,81.0,44.0,79.0,20.0,28.0,12.0,110.0,1446.0,72.0,148.0,76.0,18.0,164.0,14.0,42.0,26.0,6.0
58,2.0,0.0,0.0,2.0,0.0,5.0,18.0,2.0,4.0,0.0,6.0,0.0,2.0,3.0,0.0,3.0,10.0,2.0,5.0,4.0,47.0
581,5.0,6.0,1.0,2.0,2.0,597.0,16.0,367.0,249.0,494.0,2.0,6.0,4.0,1.0,2.0,497.0,312.0,345.0,540.0,326.0,63.0
586,29.0,26.0,19.0,13.0,9.0,460.0,106.0,688.0,261.0,435.0,14.0,14.0,24.0,16.0,12.0,463.0,102.0,501.0,750.0,540.0,158.0
588,19.0,1.0,9.0,5.0,24.0,40.0,12.0,14.0,16.0,12.0,10.0,2.0,27.0,13.0,15.0,14.0,14.0,20.0,12.0,21.0,5.0
589,11.0,16.0,1.0,6.0,3.0,107.0,108.0,39.0,44.0,52.0,4.0,14.0,5.0,2.0,2.0,36.0,570.0,60.0,97.0,46.0,19.0
590,5.0,4.0,0.0,4.0,1.0,17.0,34.0,9.0,7.0,10.0,14.0,3.0,4.0,5.0,4.0,11.0,88.0,6.0,11.0,18.0,13.0
596,1.0,1.0,1.0,2.0,1.0,6.0,12.0,14.0,12.0,4.0,2.0,2.0,3.0,5.0,4.0,6.0,39.0,10.0,33.0,8.0,12.0
598,146.0,223.0,9.0,42.0,26.0,36.0,30.0,12.0,15.0,8.0,120.0,5369.0,33.0,139.0,56.0,13.0,253.0,6.0,28.0,19.0,11.0
599,197.0,7.0,32.0,68.0,25.0,233.0,63.0,31.0,50.0,22.0,214.0,4.0,137.0,145.0,38.0,44.0,30.0,37.0,38.0,35.0,8.0
599_ref1,6760.0,5.0,7524.0,9.0,12.0,512.0,156.0,1655.0,606.0,2952.0,2667.0,4.0,6124.0,11.0,10.0,530.0,759.0,1319.0,1012.0,975.0,794.0
599_ref2,2809.0,0.0,2025.0,6.0,2.0,252.0,177.0,845.0,269.0,1761.0,1115.0,0.0,1522.0,2.0,14.0,258.0,1134.0,651.0,427.0,750.0,487.0
6,5.0,4.0,0.0,3.0,8.0,8.0,34.0,12.0,3.0,4.0,8.0,1.0,6.0,5.0,3.0,6.0,65.0,4.0,3.0,3.0,0.0
60,26.0,0.0,17.0,12.0,5.0,804.0,11.0,719.0,708.0,527.0,99.0,1.0,42.0,22.0,5.0,703.0,626.0,225.0,856.0,340.0,73.0
61,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,16.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0
611,0.0,1.0,0.0,0.0,2.0,57.0,11.0,21.0,7.0,3.0,1.0,7.0,5.0,1.0,8.0,14.0,24.0,9.0,19.0,17.0,7.0
616,42.0,13.0,4.0,58.0,25.0,28.0,6.0,6.0,7.0,11.0,50.0,4.0,34.0,63.0,18.0,8.0,9.0,13.0,9.0,5.0,9.0
619,14.0,1.0,4.0,6.0,4.0,16.0,1.0,11.0,10.0,4.0,7.0,2.0,11.0,8.0,4.0,13.0,3.0,12.0,4.0,9.0,0.0
622,30.0,0.0,1.0,8.0,1.0,62.0,24.0,19.0,27.0,16.0,28.0,2.0,14.0,15.0,9.0,39.0,16.0,19.0,18.0,22.0,17.0
627,14.0,6.0,1.0,2.0,5.0,11.0,7.0,10.0,9.0,4.0,3.0,0.0,10.0,15.0,7.0,15.0,6.0,10.0,7.0,9.0,3.0
631,44.0,13.0,10.0,6.0,8.0,76.0,28.0,18.0,35.0,24.0,32.0,7.0,43.0,19.0,7.0,49.0,28.0,21.0,23.0,31.0,12.0
632,70.0,138.0,22.0,40.0,36.0,64.0,31.0,22.0,36.0,29.0,88.0,63.0,105.0,52.0,24.0,32.0,64.0,17.0,23.0,49.0,17.0
636,1.0,3.0,14.0,4.0,2.0,1068.0,84.0,673.0,404.0,850.0,3.0,1.0,25.0,4.0,2.0,1446.0,928.0,499.0,757.0,401.0,54.0
638,7.0,3.0,1.0,1.0,0.0,15.0,19.0,4.0,7.0,8.0,12.0,2.0,20.0,6.0,3.0,4.0,7.0,3.0,4.0,3.0,10.0
639,46.0,25.0,8.0,16.0,14.0,32.0,19.0,8.0,11.0,17.0,54.0,4.0,57.0,71.0,18.0,13.0,16.0,7.0,9.0,8.0,8.0
64,9.0,3.0,20.0,4.0,1.0,420.0,82.0,626.0,284.0,511.0,85.0,0.0,36.0,5.0,1.0,397.0,14.0,521.0,552.0,576.0,93.0
640,17.0,12.0,4.0,2.0,5.0,23.0,0.0,11.0,10.0,8.0,20.0,2.0,19.0,10.0,3.0,5.0,11.0,10.0,9.0,10.0,8.0
642,263.0,76.0,55.0,42.0,59.0,1528.0,639.0,1411.0,1338.0,1647.0,200.0,28.0,117.0,119.0,65.0,1391.0,353.0,1118.0,3171.0,770.0,116.0
648,43.0,84.0,11.0,13.0,3.0,55.0,21.0,15.0,12.0,5.0,73.0,46.0,16.0,16.0,1.0,19.0,43.0,12.0,10.0,14.0,8.0
649,295.0,35.0,104.0,173.0,73.0,149.0,30.0,53.0,68.0,42.0,274.0,10.0,504.0,380.0,87.0,79.0,10.0,41.0,70.0,58.0,20.0
65,8.0,35.0,2.0,5.0,1.0,8.0,8.0,5.0,16.0,11.0,20.0,40.0,3.0,2.0,4.0,3.0,62.0,3.0,4.0,5.0,0.0
651,10.0,9.0,11.0,31.0,4.0,57.0,4.0,24.0,26.0,18.0,19.0,8.0,54.0,32.0,6.0,21.0,11.0,9.0,23.0,20.0,11.0
652,1578.0,33.0,4656.0,108.0,137.0,449.0,1246.0,500.0,264.0,490.0,1410.0,43.0,4470.0,167.0,85.0,375.0,1796.0,385.0,903.0,361.0,317.0
653,33.0,105.0,3.0,11.0,12.0,46.0,71.0,30.0,38.0,41.0,51.0,49.0,31.0,17.0,13.0,12.0,181.0,26.0,46.0,25.0,5.0
657,44.0,167.0,15.0,14.0,6.0,195.0,654.0,220.0,102.0,218.0,32.0,77.0,56.0,23.0,5.0,165.0,1361.0,210.0,232.0,224.0,59.0
658,25.0,6.0,4.0,24.0,60.0,13.0,3.0,1.0,4.0,1.0,37.0,5.0,25.0,56.0,33.0,2.0,6.0,1.0,0.0,2.0,2.0
66,1.0,2.0,0.0,0.0,0.0,15.0,6.0,6.0,6.0,1.0,12.0,6.0,2.0,2.0,0.0,3.0,14.0,2.0,4.0,6.0,3.0
660,47.0,13.0,17.0,21.0,36.0,58.0,35.0,21.0,43.0,24.0,108.0,14.0,71.0,61.0,41.0,14.0,76.0,19.0,18.0,15.0,16.0
666,57.0,246.0,5.0,15.0,20.0,103.0,40.0,12.0,17.0,9.0,70.0,253.0,27.0,32.0,12.0,22.0,23.0,13.0,19.0,12.0,10.0
667,40.0,50.0,24.0,12.0,6.0,90.0,31.0,25.0,77.0,32.0,41.0,63.0,76.0,38.0,19.0,21.0,45.0,15.0,55.0,15.0,3.0
668,15.0,15.0,11.0,5.0,3.0,1038.0,72.0,707.0,429.0,788.0,87.0,6.0,25.0,17.0,3.0,1390.0,867.0,569.0,679.0,459.0,45.0
673,1954.0,136.0,781.0,496.0,245.0,1331.0,1378.0,765.0,994.0,472.0,809.0,81.0,1499.0,1035.0,351.0,1217.0,6088.0,556.0,757.0,788.0,376.0
674,250.0,56.0,6117.0,77.0,14.0,149.0,238.0,169.0,84.0,141.0,252.0,47.0,2599.0,120.0,72.0,93.0,443.0,152.0,58.0,131.0,67.0
676,69.0,27.0,30.0,65.0,33.0,156.0,87.0,154.0,51.0,90.0,120.0,5.0,99.0,83.0,42.0,64.0,176.0,80.0,93.0,84.0,48.0
677,1.0,0.0,0.0,1.0,0.0,20.0,12.0,9.0,13.0,2.0,0.0,1.0,2.0,1.0,0.0,14.0,17.0,6.0,4.0,18.0,5.0
683,3.0,0.0,4.0,0.0,0.0,79.0,10.0,109.0,87.0,126.0,1.0,0.0,7.0,3.0,1.0,44.0,19.0,70.0,158.0,81.0,126.0
685,6.0,1.0,4.0,0.0,5.0,52.0,41.0,33.0,18.0,13.0,2.0,0.0,7.0,9.0,1.0,20.0,92.0,29.0,14.0,11.0,25.0
689,75.0,471.0,10.0,24.0,127.0,8.0,19.0,7.0,18.0,21.0,71.0,175.0,66.0,84.0,27.0,4.0,27.0,9.0,13.0,7.0,4.0
690,162.0,38.0,76.0,35.0,37.0,187.0,55.0,31.0,11.0,21.0,61.0,9.0,95.0,44.0,15.0,25.0,184.0,36.0,8.0,19.0,4.0
692,0.0,0.0,0.0,0.0,0.0,81.0,28.0,28.0,28.0,24.0,0.0,1.0,7.0,2.0,0.0,26.0,43.0,21.0,35.0,37.0,19.0
693,17.0,16.0,22.0,9.0,14.0,13.0,7.0,17.0,19.0,24.0,10.0,5.0,47.0,18.0,15.0,6.0,14.0,7.0,6.0,15.0,8.0
695,129.0,5.0,41.0,34.0,54.0,45.0,31.0,37.0,17.0,29.0,76.0,2.0,176.0,86.0,36.0,25.0,121.0,27.0,18.0,39.0,17.0
697,3.0,3.0,5.0,4.0,3.0,34.0,16.0,20.0,19.0,13.0,4.0,4.0,14.0,6.0,2.0,19.0,13.0,15.0,15.0,13.0,9.0
7,14.0,5.0,7.0,3.0,0.0,23.0,5.0,9.0,6.0,13.0,10.0,1.0,14.0,11.0,2.0,13.0,6.0,4.0,5.0,12.0,6.0
701,3.0,0.0,1.0,0.0,0.0,177.0,113.0,31.0,28.0,13.0,3.0,1.0,4.0,2.0,2.0,28.0,69.0,34.0,25.0,16.0,6.0
702,1.0,10.0,7.0,0.0,0.0,73.0,92.0,48.0,56.0,25.0,1.0,1.0,27.0,0.0,1.0,52.0,105.0,20.0,42.0,31.0,21.0
703,3.0,0.0,0.0,1.0,8.0,10.0,1.0,6.0,0.0,3.0,1.0,0.0,8.0,11.0,1.0,3.0,4.0,2.0,3.0,0.0,4.0
705,3.0,0.0,0.0,0.0,0.0,52.0,11.0,22.0,17.0,15.0,2.0,0.0,5.0,1.0,0.0,20.0,16.0,17.0,15.0,13.0,47.0
709,1719.0,137.0,984.0,12.0,5.0,415.0,84.0,581.0,551.0,537.0,737.0,8.0,2272.0,26.0,12.0,398.0,777.0,480.0,1013.0,504.0,124.0
711,3.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0
713,26.0,1.0,10.0,57.0,29.0,13.0,6.0,9.0,11.0,13.0,68.0,2.0,27.0,76.0,21.0,4.0,16.0,3.0,14.0,9.0,11.0
715,1.0,1.0,0.0,0.0,0.0,14.0,11.0,8.0,28.0,6.0,1.0,1.0,0.0,0.0,1.0,8.0,36.0,2.0,12.0,7.0,4.0
717,754.0,23.0,883.0,82.0,49.0,52.0,18.0,25.0,29.0,46.0,349.0,10.0,1350.0,138.0,86.0,20.0,34.0,36.0,42.0,26.0,29.0
721,5.0,2.0,6.0,4.0,1.0,302.0,1268.0,338.0,174.0,391.0,25.0,0.0,11.0,6.0,1.0,294.0,2428.0,272.0,525.0,209.0,72.0
724,4.0,5.0,5.0,7.0,0.0,26.0,7.0,11.0,30.0,11.0,5.0,0.0,26.0,7.0,2.0,13.0,16.0,7.0,25.0,8.0,2.0
727,62.0,4.0,63.0,48.0,32.0,136.0,13.0,28.0,24.0,17.0,79.0,3.0,133.0,74.0,45.0,24.0,27.0,27.0,15.0,45.0,12.0
729,57.0,144.0,58.0,72.0,28.0,140.0,48.0,38.0,34.0,25.0,94.0,80.0,151.0,128.0,45.0,36.0,48.0,20.0,31.0,34.0,11.0
731,2019.0,4.0,77.0,4.0,8.0,4565.0,291.0,3074.0,1940.0,3383.0,17.0,1.0,88.0,16.0,14.0,3675.0,879.0,2531.0,2975.0,2828.0,680.0
732,5.0,0.0,2.0,1.0,3.0,45.0,21.0,31.0,27.0,23.0,8.0,1.0,9.0,4.0,2.0,35.0,46.0,24.0,23.0,16.0,22.0
734,72.0,12.0,9.0,58.0,113.0,32.0,22.0,27.0,42.0,19.0,132.0,3.0,17.0,99.0,59.0,16.0,26.0,29.0,31.0,31.0,12.0
735,4.0,1.0,1.0,5.0,5.0,23.0,11.0,22.0,43.0,31.0,7.0,0.0,1.0,1.0,7.0,14.0,17.0,8.0,58.0,14.0,7.0
738,8.0,84.0,2.0,0.0,0.0,184.0,809.0,336.0,264.0,351.0,14.0,76.0,5.0,4.0,1.0,213.0,4967.0,326.0,524.0,196.0,96.0
739,41.0,3.0,66.0,66.0,23.0,589.0,2141.0,475.0,462.0,769.0,17.0,4.0,78.0,32.0,8.0,428.0,5863.0,536.0,1283.0,358.0,590.0
740,48.0,1.0,6.0,85.0,45.0,44.0,5.0,28.0,32.0,19.0,52.0,2.0,17.0,36.0,89.0,20.0,21.0,22.0,52.0,15.0,2.0
741,27.0,11.0,8.0,17.0,12.0,41.0,12.0,19.0,34.0,20.0,29.0,1.0,56.0,27.0,9.0,49.0,27.0,11.0,58.0,8.0,24.0
742,33.0,9.0,39.0,43.0,21.0,1756.0,1288.0,2778.0,1012.0,1919.0,37.0,8.0,132.0,44.0,19.0,1485.0,3917.0,2046.0,2327.0,1764.0,270.0
748,0.0,0.0,0.0,0.0,2.0,32.0,7.0,8.0,8.0,8.0,2.0,1.0,2.0,4.0,0.0,14.0,13.0,7.0,13.0,12.0,10.0
749,1.0,1.0,2.0,3.0,0.0,24.0,11.0,14.0,16.0,11.0,0.0,0.0,11.0,0.0,0.0,2.0,45.0,5.0,13.0,14.0,11.0
754,2.0,1.0,3.0,1.0,0.0,28.0,18.0,15.0,31.0,27.0,0.0,4.0,4.0,1.0,0.0,7.0,48.0,8.0,25.0,8.0,13.0
755,1.0,39.0,1.0,0.0,0.0,23.0,32.0,24.0,193.0,49.0,5.0,14.0,1.0,1.0,1.0,8.0,156.0,13.0,25.0,4.0,2.0
756,41.0,21.0,60.0,56.0,25.0,195.0,30.0,101.0,265.0,108.0,106.0,12.0,104.0,142.0,25.0,211.0,24.0,69.0,563.0,70.0,117.0
760,2430.0,14.0,8263.0,107.0,82.0,278.0,13.0,154.0,51.0,299.0,869.0,54.0,7271.0,138.0,118.0,305.0,57.0,198.0,88.0,161.0,83.0
77,4.0,10.0,1.0,0.0,2.0,145.0,16.0,24.0,13.0,23.0,8.0,270.0,7.0,3.0,0.0,11.0,53.0,26.0,8.0,30.0,0.0
772,9.0,29.0,12.0,4.0,6.0,16.0,20.0,6.0,9.0,2.0,10.0,29.0,22.0,7.0,1.0,8.0,28.0,6.0,12.0,7.0,4.0
775,4.0,2.0,4.0,1.0,1.0,146.0,776.0,54.0,98.0,63.0,2.0,5.0,12.0,1.0,2.0,103.0,2906.0,31.0,90.0,31.0,49.0
778,67.0,15.0,10.0,57.0,25.0,242.0,23.0,45.0,64.0,53.0,87.0,21.0,58.0,162.0,34.0,52.0,19.0,32.0,39.0,43.0,23.0
78,0.0,0.0,2.0,1.0,0.0,126.0,4.0,251.0,71.0,995.0,0.0,0.0,4.0,3.0,0.0,155.0,8.0,292.0,72.0,296.0,18.0
782,2.0,1.0,2.0,0.0,2.0,25.0,33.0,20.0,26.0,17.0,2.0,1.0,6.0,2.0,0.0,27.0,24.0,12.0,24.0,22.0,11.0
783,14.0,86.0,1.0,10.0,13.0,37.0,8.0,14.0,18.0,16.0,15.0,53.0,51.0,29.0,4.0,12.0,13.0,5.0,21.0,7.0,6.0
784,3.0,38.0,2.0,6.0,1.0,24.0,10.0,12.0,31.0,12.0,1.0,13.0,6.0,0.0,1.0,12.0,13.0,4.0,16.0,16.0,5.0
789,1.0,3.0,0.0,0.0,0.0,81.0,12.0,35.0,67.0,31.0,0.0,1.0,2.0,0.0,0.0,12.0,24.0,10.0,57.0,14.0,13.0
790,18.0,7.0,22.0,18.0,10.0,328.0,213.0,485.0,286.0,426.0,20.0,6.0,63.0,24.0,18.0,226.0,134.0,298.0,774.0,356.0,96.0
791,35.0,44.0,33.0,36.0,12.0,233.0,153.0,591.0,354.0,442.0,32.0,31.0,62.0,38.0,22.0,174.0,709.0,398.0,1091.0,442.0,141.0
795,5.0,8.0,125.0,11.0,6.0,5284.0,245.0,4951.0,1718.0,4205.0,19.0,4.0,160.0,14.0,4.0,5354.0,1027.0,3854.0,3087.0,3220.0,310.0
796,2.0,6.0,4.0,1.0,1.0,738.0,819.0,1016.0,772.0,526.0,1.0,4.0,5.0,1.0,4.0,644.0,3679.0,380.0,813.0,789.0,167.0
797,4.0,0.0,1.0,1.0,0.0,14.0,20.0,9.0,4.0,6.0,8.0,3.0,4.0,1.0,1.0,8.0,31.0,5.0,6.0,5.0,5.0
798,1.0,6.0,6.0,6.0,3.0,187.0,154.0,73.0,75.0,77.0,2.0,2.0,39.0,5.0,2.0,103.0,191.0,58.0,132.0,94.0,88.0
800,1.0,0.0,0.0,0.0,0.0,16.0,14.0,5.0,9.0,2.0,1.0,0.0,4.0,4.0,0.0,7.0,21.0,7.0,2.0,6.0,0.0
801,6.0,24.0,0.0,2.0,2.0,13.0,19.0,9.0,10.0,7.0,7.0,9.0,2.0,5.0,0.0,6.0,21.0,3.0,3.0,7.0,3.0
803,0.0,0.0,0.0,0.0,2.0,25.0,26.0,21.0,14.0,6.0,1.0,0.0,1.0,3.0,1.0,14.0,12.0,12.0,23.0,6.0,2.0
804,23.0,96.0,2.0,5.0,3.0,45.0,13.0,10.0,21.0,11.0,12.0,73.0,32.0,9.0,4.0,8.0,30.0,5.0,8.0,7.0,4.0
805,21.0,40.0,6.0,5.0,8.0,14.0,16.0,9.0,12.0,9.0,21.0,18.0,22.0,9.0,9.0,8.0,22.0,7.0,10.0,6.0,1.0
807,0.0,1.0,0.0,1.0,1.0,2671.0,1425.0,2782.0,877.0,2376.0,0.0,0.0,1.0,1.0,0.0,2889.0,2834.0,2116.0,1817.0,1009.0,166.0
808,22.0,3.0,4.0,5.0,9.0,24.0,6.0,10.0,15.0,8.0,9.0,1.0,13.0,10.0,9.0,13.0,24.0,4.0,16.0,16.0,10.0
809,50.0,8.0,13.0,16.0,13.0,46.0,29.0,15.0,11.0,6.0,58.0,1.0,36.0,38.0,21.0,13.0,43.0,17.0,21.0,17.0,9.0
81,17.0,80.0,16.0,3.0,1.0,687.0,673.0,610.0,336.0,1023.0,6.0,0.0,45.0,5.0,8.0,769.0,536.0,565.0,605.0,405.0,73.0
811,13.0,27.0,2.0,33.0,14.0,14.0,15.0,25.0,24.0,14.0,10.0,5.0,22.0,77.0,16.0,11.0,25.0,16.0,20.0,10.0,8.0
812,0.0,1.0,1.0,0.0,1.0,9.0,3.0,9.0,6.0,8.0,1.0,7.0,6.0,2.0,2.0,4.0,7.0,5.0,16.0,8.0,6.0
813,27.0,31.0,17.0,21.0,13.0,104.0,46.0,41.0,41.0,55.0,19.0,10.0,64.0,26.0,15.0,27.0,42.0,49.0,38.0,31.0,16.0
819,0.0,2.0,0.0,1.0,0.0,414.0,52.0,70.0,84.0,84.0,4.0,0.0,9.0,2.0,0.0,200.0,53.0,66.0,107.0,96.0,17.0
821,1.0,5.0,1.0,0.0,0.0,30.0,43.0,19.0,21.0,14.0,0.0,0.0,13.0,0.0,1.0,15.0,62.0,7.0,15.0,11.0,4.0
823,14.0,4.0,8.0,7.0,16.0,70.0,43.0,51.0,48.0,37.0,21.0,3.0,41.0,49.0,10.0,33.0,77.0,28.0,29.0,35.0,26.0
830,1.0,3.0,0.0,1.0,1.0,10.0,4.0,19.0,39.0,24.0,0.0,5.0,3.0,1.0,0.0,6.0,6.0,2.0,11.0,6.0,2.0
833,42.0,68.0,7.0,29.0,30.0,68.0,51.0,65.0,168.0,76.0,46.0,10.0,61.0,51.0,14.0,46.0,26.0,23.0,26.0,26.0,12.0
835,15.0,12.0,9.0,9.0,3.0,21.0,0.0,14.0,40.0,13.0,17.0,9.0,28.0,21.0,5.0,5.0,8.0,7.0,9.0,5.0,11.0
837,68.0,4.0,28.0,15.0,22.0,898.0,258.0,1710.0,628.0,1315.0,84.0,5022.0,65.0,35.0,13.0,760.0,370.0,1126.0,1541.0,1025.0,157.0
838,2200.0,1338.0,2003.0,3302.0,1274.0,22605.0,1151.0,18151.0,7012.0,20119.0,2646.0,509.0,5075.0,4256.0,1157.0,25106.0,3711.0,12593.0,10098.0,10589.0,1528.0
839,10.0,9.0,5.0,7.0,2.0,54.0,6.0,21.0,35.0,10.0,5.0,1.0,20.0,15.0,2.0,24.0,16.0,11.0,22.0,13.0,3.0
841,376.0,1093.0,1604.0,24.0,4.0,132.0,52.0,65.0,158.0,76.0,181.0,627.0,2940.0,7.0,2.0,100.0,101.0,50.0,441.0,69.0,151.0
842,57.0,436.0,28.0,97.0,60.0,58.0,46.0,34.0,51.0,30.0,75.0,563.0,123.0,118.0,62.0,28.0,100.0,12.0,32.0,24.0,15.0
843,7.0,0.0,7.0,4.0,1.0,928.0,1776.0,4172.0,713.0,858.0,4.0,278.0,21.0,7.0,3.0,757.0,4136.0,2447.0,2169.0,1413.0,465.0
848,3.0,11.0,1.0,0.0,0.0,6.0,10.0,5.0,6.0,5.0,2.0,4.0,5.0,6.0,0.0,8.0,4.0,1.0,6.0,6.0,0.0
850,8.0,1.0,2.0,2.0,4.0,110.0,2829.0,57.0,139.0,59.0,7.0,8.0,13.0,14.0,3.0,51.0,7653.0,41.0,100.0,63.0,25.0
853,61.0,31.0,36.0,11.0,22.0,168.0,119.0,75.0,120.0,25.0,100.0,33.0,143.0,67.0,24.0,75.0,125.0,40.0,98.0,37.0,53.0
854,2.0,10.0,0.0,1.0,0.0,22.0,59.0,10.0,17.0,6.0,3.0,12.0,2.0,2.0,0.0,9.0,61.0,4.0,12.0,8.0,7.0
857,7.0,29.0,10.0,12.0,2.0,21668.0,15556.0,23500.0,24854.0,36469.0,8.0,14.0,25.0,14.0,5.0,19985.0,9177.0,14189.0,39556.0,10240.0,2361.0
859,18.0,18.0,18.0,16.0,13.0,21.0,6.0,12.0,6.0,6.0,33.0,20.0,35.0,25.0,12.0,6.0,11.0,5.0,7.0,14.0,6.0
860,32.0,31.0,16.0,36.0,21.0,74.0,41.0,90.0,247.0,113.0,39.0,17.0,51.0,52.0,27.0,56.0,53.0,48.0,56.0,36.0,12.0
862,41.0,4.0,24.0,37.0,10.0,63.0,33.0,38.0,30.0,15.0,36.0,3.0,94.0,44.0,17.0,40.0,31.0,22.0,28.0,23.0,7.0
868,10.0,0.0,3.0,4.0,9.0,18.0,4.0,12.0,7.0,2.0,10.0,2.0,17.0,9.0,1.0,8.0,31.0,5.0,11.0,12.0,5.0
869,4.0,0.0,5.0,3.0,4.0,18.0,2.0,10.0,1.0,6.0,9.0,0.0,7.0,7.0,1.0,3.0,1.0,2.0,6.0,8.0,15.0
87,5.0,9.0,4.0,2.0,1.0,1.0,1.0,12.0,7.0,4.0,2.0,6.0,9.0,0.0,1.0,7.0,2.0,1.0,22.0,5.0,3.0
870,5.0,8.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,2.0
871,1.0,4.0,4.0,0.0,3.0,7.0,13.0,4.0,1.0,3.0,4.0,6.0,9.0,1.0,0.0,2.0,32.0,4.0,3.0,2.0,3.0
879,2.0,2.0,0.0,0.0,0.0,11.0,4.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,12.0,2.0
880,1.0,9.0,2.0,1.0,3.0,6.0,5.0,6.0,15.0,5.0,1.0,6.0,4.0,2.0,1.0,1.0,58.0,3.0,7.0,7.0,1.0
882,4.0,6.0,1.0,0.0,3.0,9.0,47.0,5.0,3.0,9.0,2.0,1.0,7.0,3.0,3.0,1.0,354.0,2.0,2.0,8.0,1.0
887,0.0,0.0,8.0,2.0,1.0,217.0,1069.0,326.0,235.0,328.0,1.0,0.0,19.0,0.0,0.0,147.0,44.0,256.0,616.0,236.0,77.0
888,10.0,8.0,4.0,3.0,3.0,11.0,2.0,6.0,3.0,4.0,21.0,1.0,15.0,5.0,5.0,2.0,0.0,1.0,11.0,4.0,4.0
89,2381.0,265.0,1181.0,75.0,76.0,158.0,1362.0,443.0,59.0,169.0,1356.0,216.0,1997.0,132.0,56.0,156.0,3937.0,173.0,128.0,330.0,107.0
892,1.0,0.0,1.0,0.0,1.0,24.0,18.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,52.0,12.0,2.0,4.0,1.0
897,2.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0
904,0.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,7.0,0.0,3.0,3.0,1.0,0.0,35.0,2.0,3.0,2.0,1.0
91,33.0,58.0,15.0,17.0,8.0,244.0,155.0,741.0,402.0,425.0,15.0,16.0,48.0,20.0,14.0,161.0,644.0,448.0,1078.0,601.0,163.0
