strain_id,A_MTX_5-FC.ERV25_ERG5,A_MTX_Fluconazole.ERV25_ERG5,A_MTX_Metformin.ERV25_ERG5,A_MTX_Trifluoperazine.ERV25_ERG5,A_MTX_noDrug.ERV25_ERG5,A_noMTX_5-FC.ERV25_ERG5,A_noMTX_Fluconazole.ERV25_ERG5,A_noMTX_Metformin.ERV25_ERG5,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_noDrug.ERV25_ERG5,B_MTX_5-FC.ERV25_ERG5,B_MTX_Fluconazole.ERV25_ERG5,B_MTX_Metformin.ERV25_ERG5,B_MTX_Trifluoperazine.ERV25_ERG5,B_MTX_noDrug.ERV25_ERG5,B_noMTX_5-FC.ERV25_ERG5,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Metformin.ERV25_ERG5,B_noMTX_Trifluoperazine.ERV25_ERG5,B_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.ERV25_ERG5
541,15.0,11.0,52.0,6.0,5.0,89.0,2.0,64.0,18.0,28.0,15.0,0.0,70.0,6.0,11.0,92.0,30.0,38.0,62.0,88.0,42.0
543,0.0,2.0,4.0,2.0,2.0,43.0,42.0,12.0,7.0,2.0,4.0,60.0,12.0,1.0,7.0,5.0,26.0,4.0,36.0,16.0,81.0
545,650.0,9030.0,193.0,316.0,1516.0,165.0,332.0,258.0,76.0,228.0,1414.0,18046.0,653.0,341.0,1338.0,148.0,639.0,49.0,154.0,160.0,134.0
546,20.0,7.0,235.0,21.0,5.0,327.0,418.0,607.0,395.0,480.0,54.0,3.0,278.0,11.0,21.0,475.0,431.0,197.0,715.0,470.0,192.0
557,25.0,193.0,160.0,20.0,6.0,296.0,536.0,765.0,159.0,434.0,26.0,10.0,330.0,9.0,29.0,337.0,158.0,209.0,831.0,384.0,214.0
559,2.0,7.0,23.0,9.0,3.0,14.0,8.0,80.0,28.0,18.0,16.0,9.0,76.0,8.0,12.0,30.0,2.0,21.0,141.0,24.0,8.0
564,22.0,22.0,22.0,50.0,33.0,98.0,26.0,135.0,42.0,30.0,22.0,16.0,71.0,61.0,58.0,68.0,11.0,16.0,103.0,59.0,33.0
567,369.0,1.0,326.0,71.0,699.0,93.0,439.0,716.0,27.0,269.0,361.0,127.0,673.0,94.0,892.0,220.0,76.0,75.0,235.0,288.0,92.0
57,1.0,4.0,19.0,2.0,7.0,31.0,696.0,126.0,32.0,38.0,5.0,0.0,23.0,1.0,8.0,21.0,171.0,30.0,56.0,77.0,37.0
571,21.0,3.0,8.0,24.0,6.0,10.0,5.0,11.0,7.0,15.0,26.0,1.0,32.0,26.0,142.0,9.0,5.0,6.0,27.0,15.0,13.0
574,2.0,42.0,27.0,1.0,2.0,116.0,6.0,65.0,11.0,79.0,6.0,0.0,55.0,0.0,6.0,48.0,0.0,24.0,22.0,95.0,49.0
576,6.0,44.0,14.0,5.0,3.0,86.0,5.0,93.0,44.0,85.0,5.0,16.0,6.0,6.0,19.0,106.0,4.0,19.0,36.0,73.0,78.0
578,3586.0,9617.0,3277.0,4959.0,5131.0,1564.0,6305.0,2041.0,1173.0,1922.0,6718.0,10405.0,8252.0,6657.0,10295.0,1247.0,5245.0,546.0,3190.0,2030.0,964.0
58,1.0,15.0,2.0,1.0,0.0,56.0,89.0,43.0,42.0,22.0,2.0,0.0,2.0,1.0,4.0,8.0,31.0,9.0,142.0,13.0,375.0
581,0.0,2.0,21.0,0.0,0.0,31.0,95.0,45.0,18.0,64.0,0.0,1.0,27.0,0.0,10.0,172.0,159.0,15.0,33.0,25.0,25.0
586,13.0,15.0,113.0,34.0,11.0,581.0,479.0,719.0,143.0,146.0,39.0,20.0,304.0,8.0,52.0,259.0,105.0,114.0,647.0,271.0,189.0
588,50.0,0.0,3.0,61.0,53.0,27.0,362.0,64.0,15.0,31.0,28.0,2.0,78.0,115.0,114.0,11.0,359.0,17.0,275.0,71.0,18.0
589,10.0,709.0,33.0,4.0,2.0,165.0,310.0,675.0,95.0,223.0,4.0,522.0,89.0,3.0,7.0,186.0,340.0,76.0,211.0,279.0,144.0
590,3.0,8.0,3.0,16.0,2.0,39.0,75.0,96.0,17.0,22.0,10.0,94.0,49.0,8.0,19.0,15.0,150.0,29.0,86.0,34.0,45.0
596,0.0,0.0,10.0,9.0,4.0,36.0,428.0,417.0,162.0,71.0,9.0,1.0,7.0,1.0,2.0,54.0,1062.0,118.0,347.0,152.0,147.0
598,290.0,37.0,257.0,307.0,441.0,444.0,358.0,520.0,232.0,383.0,1010.0,151.0,636.0,583.0,912.0,246.0,48.0,107.0,613.0,233.0,192.0
599,1049.0,17.0,283.0,726.0,596.0,219.0,97.0,396.0,87.0,331.0,1296.0,3.0,1339.0,914.0,1384.0,263.0,77.0,132.0,264.0,316.0,154.0
599_ref1,3.0,1.0,0.0,3.0,1.0,265.0,6.0,32.0,10.0,38.0,6.0,0.0,5.0,2.0,3.0,279.0,10.0,3.0,16.0,66.0,1366.0
599_ref2,0.0,0.0,0.0,0.0,1.0,172.0,2.0,37.0,7.0,61.0,6.0,0.0,2.0,0.0,1.0,219.0,1.0,10.0,11.0,77.0,1446.0
6,1.0,1.0,10.0,7.0,3.0,10.0,62.0,34.0,13.0,14.0,5.0,2.0,24.0,4.0,14.0,14.0,11.0,15.0,49.0,16.0,10.0
60,3450.0,6.0,1926.0,1325.0,2193.0,832.0,376.0,1417.0,1464.0,1852.0,5048.0,0.0,3588.0,2365.0,4914.0,1542.0,822.0,444.0,1449.0,1566.0,427.0
61,5.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,6.0,9.0,0.0,0.0,8.0,2.0,9.0,1.0,3.0,1.0,3.0,2.0,0.0
611,4.0,27.0,84.0,1.0,2.0,193.0,87.0,654.0,125.0,411.0,6.0,14.0,391.0,0.0,4.0,203.0,61.0,152.0,229.0,184.0,218.0
616,232.0,5.0,515.0,96.0,280.0,65.0,21.0,120.0,59.0,150.0,508.0,493.0,699.0,180.0,747.0,50.0,36.0,49.0,143.0,175.0,75.0
619,3.0,2.0,2.0,3.0,0.0,5.0,8.0,23.0,4.0,7.0,6.0,0.0,6.0,1.0,12.0,3.0,2.0,4.0,26.0,3.0,11.0
622,11.0,16.0,61.0,7.0,3.0,503.0,250.0,939.0,112.0,190.0,19.0,2.0,124.0,7.0,23.0,263.0,0.0,105.0,420.0,174.0,241.0
627,4.0,0.0,2.0,10.0,7.0,9.0,10.0,18.0,10.0,4.0,17.0,0.0,13.0,9.0,17.0,8.0,2.0,6.0,22.0,6.0,12.0
631,455.0,0.0,601.0,134.0,455.0,374.0,34.0,1670.0,129.0,265.0,852.0,6.0,855.0,197.0,784.0,408.0,248.0,277.0,482.0,532.0,88.0
632,47.0,11.0,108.0,260.0,105.0,82.0,40.0,213.0,75.0,105.0,123.0,1.0,398.0,66.0,484.0,149.0,27.0,70.0,357.0,56.0,64.0
636,4.0,5.0,81.0,7.0,1.0,255.0,9.0,211.0,73.0,84.0,12.0,0.0,110.0,5.0,14.0,267.0,7.0,57.0,284.0,66.0,89.0
638,42.0,4.0,8.0,12.0,2.0,9.0,19.0,63.0,13.0,8.0,33.0,1.0,32.0,9.0,60.0,22.0,1.0,10.0,14.0,3.0,49.0
639,29.0,10.0,22.0,126.0,54.0,35.0,14.0,33.0,13.0,49.0,102.0,6.0,141.0,34.0,233.0,21.0,6.0,7.0,49.0,21.0,27.0
64,240.0,0.0,342.0,515.0,347.0,204.0,194.0,837.0,159.0,338.0,590.0,4.0,699.0,573.0,1028.0,124.0,1171.0,127.0,743.0,594.0,130.0
640,171.0,78.0,98.0,33.0,377.0,126.0,115.0,76.0,62.0,86.0,197.0,66.0,368.0,72.0,260.0,63.0,256.0,29.0,80.0,97.0,89.0
642,947.0,34.0,790.0,421.0,922.0,278.0,189.0,219.0,119.0,348.0,2362.0,8.0,1586.0,426.0,2280.0,285.0,163.0,86.0,321.0,303.0,166.0
648,23.0,19.0,7.0,9.0,8.0,95.0,9.0,72.0,4.0,13.0,88.0,64.0,11.0,19.0,46.0,25.0,1.0,12.0,43.0,23.0,56.0
649,1654.0,11.0,970.0,1190.0,1733.0,308.0,43.0,505.0,205.0,370.0,2965.0,43.0,2635.0,1224.0,3817.0,467.0,96.0,140.0,371.0,203.0,289.0
65,1.0,54.0,5.0,11.0,3.0,9.0,7.0,4.0,9.0,32.0,2.0,18.0,50.0,4.0,16.0,5.0,2.0,4.0,30.0,2.0,8.0
651,296.0,7.0,103.0,292.0,339.0,189.0,7.0,181.0,88.0,190.0,421.0,10.0,601.0,455.0,594.0,106.0,4.0,28.0,235.0,145.0,219.0
652,2295.0,30.0,1296.0,1662.0,1086.0,880.0,627.0,1070.0,520.0,568.0,4825.0,469.0,2340.0,2334.0,2910.0,635.0,785.0,167.0,1181.0,457.0,1528.0
653,27.0,238.0,28.0,43.0,13.0,192.0,48.0,289.0,90.0,75.0,27.0,226.0,104.0,35.0,92.0,85.0,13.0,63.0,330.0,51.0,102.0
657,177.0,504.0,170.0,67.0,220.0,153.0,253.0,625.0,105.0,155.0,382.0,109.0,422.0,159.0,460.0,136.0,22.0,121.0,328.0,268.0,103.0
658,12.0,4.0,6.0,16.0,31.0,1.0,2.0,2.0,2.0,3.0,17.0,1.0,35.0,34.0,30.0,0.0,0.0,3.0,4.0,1.0,9.0
66,0.0,0.0,32.0,0.0,0.0,1.0,56.0,27.0,14.0,1.0,1.0,0.0,5.0,0.0,1.0,4.0,84.0,5.0,12.0,9.0,8.0
660,87.0,70.0,95.0,52.0,645.0,71.0,13.0,572.0,28.0,122.0,193.0,2.0,71.0,84.0,164.0,46.0,4.0,34.0,80.0,166.0,51.0
666,263.0,744.0,137.0,122.0,259.0,488.0,78.0,252.0,169.0,244.0,475.0,931.0,401.0,151.0,587.0,249.0,126.0,39.0,431.0,211.0,215.0
667,257.0,19.0,466.0,489.0,534.0,374.0,104.0,240.0,247.0,346.0,502.0,26.0,1016.0,611.0,1021.0,247.0,11.0,115.0,515.0,345.0,163.0
668,14.0,7.0,7.0,29.0,21.0,25.0,14.0,24.0,11.0,11.0,29.0,7.0,31.0,9.0,48.0,9.0,6.0,6.0,47.0,23.0,24.0
673,12714.0,46.0,6468.0,5343.0,11277.0,8885.0,240.0,25350.0,3242.0,7687.0,28303.0,106.0,11831.0,7630.0,18368.0,9868.0,1518.0,3621.0,8298.0,10412.0,8481.0
674,526.0,1507.0,599.0,404.0,684.0,384.0,36.0,1450.0,164.0,643.0,1118.0,213.0,1385.0,904.0,1585.0,339.0,98.0,279.0,711.0,632.0,243.0
676,799.0,83.0,654.0,1435.0,1679.0,681.0,330.0,960.0,507.0,761.0,1458.0,46.0,1738.0,1871.0,2142.0,434.0,849.0,278.0,1452.0,1133.0,250.0
677,0.0,3.0,2.0,3.0,0.0,13.0,10.0,59.0,23.0,23.0,2.0,6.0,5.0,0.0,0.0,33.0,3.0,18.0,64.0,38.0,29.0
683,2.0,1.0,29.0,3.0,2.0,255.0,4.0,249.0,104.0,112.0,0.0,5.0,121.0,1.0,2.0,128.0,23.0,24.0,350.0,190.0,308.0
685,1.0,362.0,38.0,4.0,5.0,155.0,33.0,281.0,93.0,153.0,12.0,88.0,85.0,3.0,7.0,86.0,73.0,62.0,243.0,120.0,114.0
689,50.0,54.0,15.0,48.0,216.0,71.0,38.0,52.0,34.0,51.0,86.0,192.0,122.0,116.0,82.0,20.0,5.0,5.0,34.0,32.0,81.0
690,12.0,14.0,10.0,10.0,25.0,10.0,20.0,21.0,26.0,14.0,20.0,37.0,60.0,28.0,24.0,6.0,5.0,4.0,42.0,5.0,23.0
692,44.0,33.0,244.0,10.0,3.0,400.0,1068.0,401.0,257.0,646.0,18.0,45.0,322.0,10.0,4.0,576.0,965.0,133.0,399.0,345.0,408.0
693,6.0,17.0,32.0,66.0,15.0,15.0,12.0,86.0,15.0,36.0,27.0,9.0,85.0,19.0,79.0,60.0,40.0,32.0,55.0,23.0,108.0
695,1654.0,8.0,2069.0,483.0,2462.0,280.0,168.0,1177.0,363.0,1350.0,2378.0,18.0,3975.0,553.0,2973.0,476.0,74.0,363.0,426.0,975.0,149.0
697,7.0,1.0,7.0,26.0,12.0,20.0,17.0,34.0,26.0,24.0,15.0,2.0,30.0,5.0,30.0,10.0,11.0,19.0,47.0,13.0,13.0
7,112.0,0.0,113.0,101.0,237.0,708.0,11.0,618.0,224.0,377.0,506.0,0.0,443.0,142.0,355.0,433.0,4.0,113.0,502.0,498.0,126.0
701,15.0,1025.0,115.0,8.0,0.0,154.0,194.0,421.0,121.0,260.0,17.0,1072.0,507.0,8.0,6.0,221.0,28.0,134.0,361.0,200.0,57.0
702,35.0,14.0,345.0,4.0,0.0,409.0,354.0,1530.0,354.0,429.0,19.0,31.0,465.0,4.0,1.0,493.0,175.0,390.0,882.0,587.0,373.0
703,109.0,2.0,12.0,15.0,180.0,46.0,0.0,33.0,40.0,12.0,42.0,45.0,13.0,8.0,202.0,30.0,0.0,9.0,58.0,72.0,79.0
705,0.0,56.0,73.0,8.0,3.0,987.0,155.0,769.0,293.0,328.0,7.0,39.0,130.0,2.0,8.0,281.0,359.0,136.0,1106.0,376.0,332.0
709,259.0,131.0,205.0,145.0,785.0,484.0,46.0,435.0,130.0,237.0,445.0,6.0,622.0,224.0,1266.0,117.0,20.0,67.0,621.0,172.0,165.0
711,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,2.0,13.0,0.0,7.0,2.0,3.0
713,185.0,0.0,173.0,420.0,800.0,115.0,10.0,88.0,70.0,138.0,376.0,1.0,585.0,896.0,557.0,51.0,3.0,35.0,178.0,38.0,86.0
715,1.0,0.0,3.0,1.0,1.0,81.0,6.0,24.0,21.0,24.0,1.0,11.0,13.0,0.0,0.0,18.0,3.0,16.0,68.0,43.0,99.0
717,213.0,1767.0,203.0,453.0,526.0,151.0,58.0,121.0,68.0,167.0,698.0,6.0,611.0,562.0,665.0,100.0,216.0,45.0,189.0,137.0,336.0
721,5.0,307.0,35.0,43.0,9.0,471.0,205.0,450.0,124.0,287.0,10.0,307.0,154.0,19.0,38.0,265.0,224.0,94.0,386.0,214.0,159.0
724,10.0,2.0,22.0,31.0,9.0,116.0,14.0,168.0,46.0,28.0,22.0,8.0,51.0,10.0,64.0,69.0,7.0,55.0,192.0,95.0,33.0
727,1779.0,119.0,1936.0,880.0,2220.0,527.0,25.0,3047.0,268.0,671.0,3772.0,14.0,4399.0,1365.0,3154.0,853.0,29.0,487.0,889.0,895.0,543.0
729,673.0,1670.0,713.0,711.0,1131.0,732.0,133.0,1750.0,227.0,495.0,1786.0,1298.0,1503.0,981.0,2085.0,699.0,91.0,271.0,621.0,889.0,317.0
731,209.0,9.0,1987.0,45.0,14.0,2790.0,42.0,9401.0,1200.0,3018.0,361.0,2.0,4612.0,84.0,30.0,1951.0,278.0,1690.0,4521.0,2448.0,1832.0
732,5.0,33.0,216.0,9.0,5.0,233.0,352.0,1323.0,199.0,735.0,5.0,38.0,646.0,4.0,11.0,225.0,72.0,293.0,338.0,769.0,145.0
734,62.0,21.0,29.0,146.0,610.0,141.0,8.0,270.0,133.0,139.0,104.0,415.0,132.0,150.0,378.0,26.0,6.0,137.0,214.0,143.0,31.0
735,2.0,0.0,29.0,4.0,0.0,140.0,333.0,139.0,64.0,69.0,10.0,9.0,69.0,1.0,4.0,36.0,165.0,25.0,178.0,228.0,83.0
738,8.0,7.0,1.0,8.0,2.0,7.0,22.0,15.0,17.0,11.0,13.0,8.0,18.0,4.0,4.0,2.0,4.0,5.0,40.0,14.0,6.0
739,26.0,18.0,521.0,4.0,9.0,1681.0,665.0,2750.0,1992.0,2253.0,27.0,10.0,1208.0,19.0,15.0,1302.0,508.0,611.0,3855.0,1930.0,3548.0
740,5.0,3.0,13.0,11.0,13.0,11.0,15.0,51.0,20.0,29.0,17.0,0.0,98.0,1.0,54.0,16.0,20.0,21.0,75.0,16.0,8.0
741,140.0,82.0,118.0,190.0,62.0,158.0,13.0,129.0,44.0,135.0,356.0,100.0,191.0,57.0,427.0,64.0,6.0,20.0,99.0,14.0,75.0
742,86.0,599.0,560.0,119.0,36.0,540.0,5485.0,2395.0,1116.0,1185.0,107.0,416.0,1937.0,56.0,190.0,722.0,1880.0,647.0,2241.0,1394.0,388.0
748,5.0,6.0,140.0,8.0,2.0,155.0,9.0,163.0,49.0,55.0,6.0,10.0,305.0,4.0,7.0,80.0,7.0,29.0,263.0,56.0,187.0
749,2.0,1.0,13.0,2.0,0.0,12.0,2.0,40.0,23.0,26.0,5.0,7.0,25.0,0.0,3.0,10.0,315.0,9.0,30.0,11.0,5.0
754,2.0,1.0,68.0,0.0,2.0,256.0,55.0,376.0,349.0,331.0,5.0,0.0,194.0,3.0,1.0,307.0,34.0,70.0,912.0,305.0,247.0
755,0.0,0.0,1.0,1.0,4.0,6.0,5.0,12.0,14.0,11.0,2.0,0.0,5.0,1.0,4.0,1.0,0.0,5.0,70.0,4.0,9.0
756,585.0,106.0,557.0,581.0,657.0,371.0,64.0,727.0,264.0,428.0,1179.0,104.0,1071.0,1240.0,1244.0,339.0,121.0,161.0,953.0,441.0,520.0
760,358.0,115.0,472.0,236.0,1038.0,306.0,82.0,375.0,76.0,357.0,1398.0,5.0,1195.0,207.0,1582.0,199.0,82.0,71.0,289.0,219.0,113.0
77,4.0,6.0,10.0,2.0,0.0,119.0,6.0,94.0,25.0,38.0,9.0,10.0,10.0,2.0,7.0,36.0,5.0,11.0,84.0,27.0,45.0
772,98.0,53.0,30.0,23.0,35.0,42.0,12.0,72.0,25.0,46.0,46.0,41.0,153.0,54.0,44.0,46.0,8.0,11.0,85.0,21.0,60.0
775,22.0,174.0,179.0,16.0,9.0,355.0,12.0,1017.0,212.0,530.0,38.0,17.0,594.0,6.0,6.0,467.0,29.0,172.0,441.0,632.0,848.0
778,289.0,5.0,181.0,62.0,462.0,222.0,73.0,302.0,120.0,142.0,537.0,24.0,735.0,202.0,1025.0,127.0,170.0,59.0,362.0,117.0,94.0
78,9.0,0.0,0.0,1.0,0.0,169.0,10.0,221.0,33.0,56.0,1.0,0.0,16.0,0.0,1.0,32.0,1.0,43.0,124.0,124.0,46.0
782,2.0,0.0,105.0,5.0,0.0,117.0,5.0,477.0,94.0,218.0,5.0,2.0,195.0,2.0,5.0,137.0,3.0,83.0,165.0,233.0,244.0
783,527.0,655.0,192.0,426.0,443.0,120.0,25.0,143.0,111.0,79.0,1026.0,77.0,759.0,276.0,664.0,199.0,25.0,52.0,169.0,174.0,72.0
784,2.0,7.0,1.0,6.0,3.0,6.0,14.0,12.0,7.0,7.0,3.0,8.0,5.0,1.0,5.0,6.0,7.0,7.0,40.0,9.0,8.0
789,0.0,0.0,3.0,0.0,0.0,10.0,6.0,42.0,25.0,16.0,6.0,1.0,9.0,0.0,2.0,9.0,4.0,10.0,96.0,6.0,40.0
790,32.0,151.0,143.0,76.0,23.0,481.0,188.0,665.0,217.0,246.0,51.0,159.0,301.0,49.0,118.0,193.0,179.0,152.0,799.0,392.0,449.0
791,39.0,103.0,73.0,269.0,48.0,156.0,87.0,144.0,86.0,88.0,72.0,80.0,245.0,57.0,313.0,50.0,19.0,35.0,259.0,181.0,147.0
795,1143.0,23.0,6769.0,268.0,134.0,3967.0,4797.0,12522.0,2216.0,6152.0,1244.0,20.0,13712.0,209.0,218.0,4803.0,3455.0,3100.0,5945.0,6173.0,1843.0
796,27.0,1702.0,127.0,8.0,8.0,668.0,4441.0,2442.0,434.0,1673.0,33.0,1641.0,367.0,16.0,20.0,437.0,4919.0,329.0,1257.0,2473.0,937.0
797,5.0,7.0,8.0,13.0,2.0,29.0,8.0,47.0,14.0,43.0,5.0,13.0,20.0,3.0,10.0,12.0,6.0,8.0,67.0,28.0,44.0
798,8.0,5.0,109.0,9.0,4.0,370.0,3975.0,2540.0,647.0,575.0,15.0,162.0,94.0,8.0,9.0,453.0,2326.0,235.0,460.0,1204.0,232.0
800,0.0,8.0,0.0,0.0,0.0,3.0,5.0,7.0,4.0,5.0,0.0,6.0,3.0,0.0,0.0,4.0,3.0,3.0,16.0,0.0,6.0
801,9.0,3252.0,10.0,65.0,40.0,21.0,25.0,13.0,16.0,14.0,13.0,8941.0,33.0,78.0,30.0,3.0,16.0,5.0,94.0,3.0,69.0
803,0.0,0.0,0.0,0.0,2.0,7.0,40.0,17.0,8.0,5.0,1.0,2.0,3.0,1.0,0.0,12.0,3.0,11.0,25.0,4.0,2.0
804,37.0,871.0,26.0,4.0,30.0,103.0,44.0,83.0,43.0,27.0,112.0,18.0,312.0,37.0,43.0,88.0,2.0,24.0,85.0,70.0,26.0
805,38.0,6.0,58.0,17.0,12.0,5.0,12.0,56.0,6.0,14.0,17.0,26.0,20.0,45.0,57.0,6.0,7.0,16.0,31.0,17.0,13.0
807,10.0,32.0,8.0,2.0,0.0,66.0,7.0,37.0,28.0,122.0,5.0,99.0,78.0,2.0,1.0,47.0,6.0,18.0,70.0,57.0,45.0
808,6.0,40.0,45.0,20.0,8.0,17.0,24.0,26.0,23.0,57.0,17.0,32.0,45.0,20.0,43.0,11.0,14.0,18.0,49.0,82.0,19.0
809,330.0,21.0,165.0,219.0,1005.0,164.0,114.0,415.0,173.0,160.0,649.0,12.0,812.0,329.0,975.0,98.0,20.0,86.0,477.0,134.0,104.0
81,40.0,15.0,72.0,4.0,111.0,39.0,10.0,15.0,26.0,95.0,86.0,0.0,255.0,33.0,75.0,11.0,1.0,8.0,27.0,9.0,15.0
811,44.0,181.0,18.0,133.0,112.0,13.0,22.0,41.0,33.0,57.0,98.0,16.0,86.0,213.0,105.0,9.0,17.0,26.0,68.0,19.0,17.0
812,6.0,3.0,14.0,91.0,30.0,9.0,3.0,38.0,3.0,7.0,12.0,3.0,28.0,68.0,114.0,3.0,3.0,7.0,39.0,5.0,11.0
813,28.0,92.0,80.0,234.0,68.0,81.0,57.0,290.0,69.0,182.0,75.0,20.0,244.0,82.0,250.0,79.0,21.0,49.0,230.0,230.0,51.0
819,5.0,67.0,212.0,11.0,4.0,568.0,149.0,1059.0,553.0,1097.0,10.0,159.0,391.0,7.0,3.0,1107.0,770.0,186.0,1630.0,522.0,264.0
821,5.0,67.0,16.0,0.0,0.0,19.0,8.0,55.0,20.0,122.0,0.0,25.0,28.0,1.0,2.0,73.0,1.0,8.0,58.0,45.0,69.0
823,18.0,13.0,75.0,48.0,44.0,96.0,91.0,120.0,85.0,199.0,30.0,0.0,264.0,23.0,118.0,76.0,14.0,28.0,242.0,118.0,77.0
830,1.0,1.0,1.0,0.0,2.0,1.0,37.0,10.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,58.0,3.0,14.0,3.0,4.0
833,45.0,18.0,29.0,72.0,56.0,73.0,48.0,71.0,83.0,96.0,81.0,14.0,125.0,68.0,72.0,40.0,13.0,27.0,245.0,25.0,43.0
835,40.0,97.0,74.0,53.0,98.0,40.0,65.0,36.0,56.0,23.0,124.0,131.0,198.0,102.0,87.0,58.0,119.0,14.0,91.0,36.0,99.0
837,103.0,6.0,97.0,46.0,128.0,296.0,396.0,458.0,73.0,124.0,168.0,3.0,126.0,27.0,131.0,129.0,217.0,58.0,174.0,274.0,175.0
838,75618.0,15296.0,66848.0,76133.0,93844.0,26948.0,6777.0,41853.0,14555.0,37597.0,151842.0,6860.0,158195.0,106125.0,182992.0,28166.0,6874.0,12594.0,40028.0,23753.0,7971.0
839,12.0,2.0,80.0,76.0,23.0,134.0,8.0,82.0,76.0,367.0,39.0,1.0,399.0,46.0,133.0,340.0,15.0,48.0,220.0,111.0,71.0
841,69.0,17203.0,84.0,1429.0,220.0,133.0,48.0,41.0,100.0,55.0,171.0,47955.0,245.0,1758.0,266.0,34.0,69.0,17.0,378.0,69.0,231.0
842,37.0,14775.0,107.0,120.0,63.0,72.0,20.0,124.0,35.0,38.0,83.0,227.0,337.0,131.0,264.0,31.0,13.0,29.0,174.0,31.0,74.0
843,45.0,723.0,184.0,46.0,11.0,3895.0,2525.0,11360.0,1208.0,1411.0,40.0,2519.0,383.0,38.0,35.0,972.0,790.0,972.0,8762.0,2359.0,2679.0
848,3.0,8.0,2.0,1.0,1.0,1.0,2.0,9.0,7.0,6.0,1.0,4.0,8.0,2.0,7.0,1.0,1.0,2.0,9.0,1.0,6.0
850,41.0,821.0,711.0,25.0,7.0,2030.0,2080.0,4384.0,2046.0,3304.0,43.0,628.0,1660.0,20.0,45.0,2046.0,2235.0,1279.0,5222.0,3226.0,840.0
853,655.0,2701.0,866.0,560.0,542.0,723.0,2405.0,1364.0,216.0,323.0,1256.0,336.0,1158.0,403.0,1607.0,550.0,994.0,177.0,715.0,258.0,416.0
854,0.0,4.0,58.0,4.0,2.0,39.0,291.0,41.0,34.0,105.0,16.0,7.0,115.0,4.0,3.0,25.0,2727.0,16.0,73.0,18.0,66.0
857,51.0,1521.0,1324.0,28.0,13.0,5702.0,602.0,8282.0,7171.0,8032.0,72.0,644.0,1242.0,79.0,54.0,4069.0,1223.0,1609.0,25246.0,5756.0,3007.0
859,345.0,30.0,103.0,158.0,834.0,105.0,9.0,84.0,59.0,122.0,324.0,45.0,442.0,87.0,775.0,174.0,3.0,11.0,66.0,43.0,46.0
860,26.0,53.0,51.0,171.0,62.0,111.0,431.0,237.0,137.0,163.0,66.0,25.0,179.0,74.0,241.0,69.0,401.0,104.0,418.0,163.0,101.0
862,107.0,23.0,81.0,278.0,112.0,52.0,30.0,161.0,64.0,56.0,246.0,10.0,248.0,93.0,412.0,46.0,16.0,47.0,170.0,34.0,43.0
868,51.0,64.0,30.0,80.0,89.0,4.0,41.0,49.0,32.0,45.0,105.0,14.0,77.0,101.0,111.0,24.0,3.0,12.0,33.0,20.0,38.0
869,41.0,0.0,63.0,70.0,134.0,203.0,186.0,107.0,51.0,61.0,109.0,8.0,224.0,43.0,164.0,62.0,128.0,48.0,217.0,41.0,101.0
87,0.0,6.0,4.0,11.0,1.0,5.0,5.0,28.0,270.0,6.0,1.0,8.0,9.0,6.0,9.0,55.0,0.0,7.0,20.0,5.0,8.0
870,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0
871,1.0,3.0,1.0,1.0,0.0,3.0,150.0,15.0,0.0,3.0,0.0,3.0,7.0,1.0,0.0,3.0,350.0,6.0,9.0,2.0,5.0
879,0.0,0.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.0,10.0,3.0,1.0
880,1.0,3.0,0.0,2.0,1.0,3.0,4.0,10.0,6.0,3.0,0.0,7.0,4.0,1.0,2.0,2.0,0.0,4.0,14.0,1.0,8.0
882,1.0,1.0,1.0,1.0,2.0,2.0,9.0,41.0,9.0,11.0,0.0,1.0,10.0,3.0,6.0,13.0,2.0,9.0,35.0,6.0,4.0
887,5.0,0.0,15.0,2.0,1.0,18.0,6.0,28.0,34.0,16.0,16.0,2.0,38.0,4.0,7.0,14.0,1.0,11.0,77.0,17.0,32.0
888,156.0,2.0,117.0,194.0,138.0,102.0,3.0,141.0,45.0,43.0,357.0,3.0,237.0,257.0,489.0,85.0,1.0,37.0,113.0,99.0,45.0
89,128.0,1091.0,50.0,313.0,260.0,251.0,595.0,256.0,28.0,65.0,180.0,321.0,189.0,257.0,633.0,136.0,65.0,22.0,229.0,85.0,143.0
892,0.0,9.0,2.0,0.0,0.0,30.0,81.0,39.0,67.0,29.0,1.0,3.0,66.0,2.0,0.0,61.0,80.0,10.0,124.0,53.0,41.0
