strain_id,A_MTX_5-FC.HNM1_TPO2,A_MTX_Fluconazole.HNM1_TPO2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Trifluoperazine.HNM1_TPO2,A_MTX_noDrug.HNM1_TPO2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Metformin.HNM1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_noDrug.HNM1_TPO2,B_MTX_5-FC.HNM1_TPO2,B_MTX_Fluconazole.HNM1_TPO2,B_MTX_Metformin.HNM1_TPO2,B_MTX_Trifluoperazine.HNM1_TPO2,B_MTX_noDrug.HNM1_TPO2,B_noMTX_5-FC.HNM1_TPO2,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Metformin.HNM1_TPO2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_TPO2
541,7.0,0.0,28.0,17.0,4.0,11.0,438.0,7.0,4.0,11.0,4.0,1.0,3.0,1.0,1.0,8.0,161.0,8.0,2.0,4.0,6.0
543,1.0,2.0,15.0,2.0,3.0,20.0,5.0,15.0,10.0,16.0,3.0,0.0,4.0,0.0,1.0,10.0,2.0,6.0,15.0,17.0,39.0
545,175.0,2085.0,107.0,58.0,99.0,51.0,32.0,33.0,30.0,102.0,200.0,2813.0,95.0,129.0,45.0,76.0,39.0,53.0,44.0,29.0,27.0
546,0.0,8.0,637.0,7.0,10.0,868.0,1483.0,947.0,797.0,528.0,3.0,3.0,159.0,4.0,2.0,644.0,736.0,996.0,717.0,771.0,302.0
557,5.0,1.0,27.0,2.0,5.0,4.0,12.0,5.0,6.0,6.0,3.0,0.0,5.0,14.0,2.0,10.0,3.0,8.0,11.0,5.0,3.0
559,1.0,0.0,180.0,54.0,7.0,423.0,14.0,246.0,147.0,9.0,4.0,2.0,409.0,8.0,5.0,66.0,7.0,374.0,891.0,501.0,22.0
564,17.0,41.0,225.0,30.0,28.0,24.0,44.0,21.0,54.0,33.0,0.0,33.0,74.0,43.0,29.0,21.0,11.0,18.0,18.0,76.0,44.0
567,3.0,8.0,104.0,3.0,3.0,82.0,20.0,59.0,20.0,53.0,9.0,2.0,23.0,1.0,7.0,55.0,6.0,28.0,22.0,15.0,12.0
57,1.0,0.0,35.0,2.0,1.0,37.0,267.0,20.0,26.0,14.0,5.0,0.0,11.0,2.0,1.0,60.0,12.0,36.0,23.0,42.0,11.0
571,175.0,41.0,1492.0,84.0,57.0,201.0,16.0,212.0,202.0,216.0,131.0,3.0,165.0,120.0,9.0,118.0,147.0,179.0,208.0,263.0,74.0
574,0.0,2.0,22.0,5.0,0.0,19.0,3.0,68.0,7.0,9.0,0.0,0.0,3.0,2.0,0.0,34.0,2.0,22.0,13.0,13.0,7.0
576,0.0,13.0,7.0,2.0,6.0,33.0,218.0,15.0,28.0,47.0,1.0,6.0,3.0,1.0,1.0,23.0,187.0,16.0,20.0,19.0,13.0
578,2934.0,7096.0,8924.0,2310.0,2724.0,1149.0,2700.0,1045.0,1223.0,1700.0,1997.0,6509.0,1846.0,3018.0,1968.0,838.0,3207.0,859.0,1362.0,2111.0,986.0
58,0.0,2.0,22.0,3.0,1.0,3.0,6.0,10.0,14.0,5.0,1.0,0.0,1.0,1.0,4.0,6.0,5.0,13.0,12.0,2.0,13.0
581,1.0,11.0,21.0,0.0,2.0,6.0,9.0,5.0,7.0,6.0,3.0,4.0,0.0,0.0,1.0,9.0,8.0,9.0,2.0,4.0,3.0
586,7.0,11.0,610.0,10.0,15.0,196.0,24.0,349.0,119.0,282.0,12.0,12.0,68.0,18.0,5.0,244.0,157.0,176.0,163.0,523.0,89.0
588,22.0,3.0,71.0,18.0,32.0,28.0,4.0,21.0,25.0,33.0,6.0,0.0,16.0,2.0,30.0,26.0,0.0,18.0,14.0,29.0,18.0
589,13.0,9.0,131.0,3.0,12.0,429.0,1849.0,280.0,244.0,486.0,11.0,17.0,17.0,0.0,10.0,163.0,425.0,245.0,134.0,546.0,205.0
590,2.0,4.0,71.0,15.0,6.0,14.0,37.0,11.0,14.0,7.0,3.0,6.0,2.0,13.0,2.0,13.0,47.0,21.0,13.0,8.0,1.0
596,2.0,5.0,21.0,1.0,1.0,52.0,28.0,57.0,532.0,607.0,1.0,0.0,1.0,0.0,0.0,88.0,30.0,47.0,70.0,293.0,121.0
598,2444.0,330.0,4303.0,1684.0,1356.0,538.0,61.0,291.0,321.0,326.0,1297.0,5.0,1029.0,2004.0,1047.0,462.0,169.0,326.0,321.0,460.0,251.0
599,3799.0,4.0,5293.0,2879.0,2657.0,550.0,685.0,617.0,317.0,491.0,2559.0,10.0,1218.0,3764.0,2344.0,462.0,558.0,404.0,324.0,764.0,383.0
599_ref1,4.0,2.0,141.0,5.0,1.0,502.0,63.0,355.0,173.0,148.0,25.0,4.0,28.0,4.0,4.0,440.0,62.0,236.0,150.0,303.0,1107.0
599_ref2,5.0,2.0,70.0,3.0,1.0,579.0,27.0,366.0,218.0,122.0,20.0,0.0,27.0,5.0,2.0,389.0,27.0,205.0,167.0,128.0,1067.0
6,1.0,9.0,83.0,16.0,8.0,10.0,46.0,21.0,28.0,7.0,3.0,111.0,13.0,4.0,5.0,7.0,10.0,11.0,11.0,11.0,4.0
60,582.0,5.0,2116.0,94.0,57.0,617.0,1034.0,633.0,1014.0,1336.0,375.0,5.0,393.0,235.0,28.0,826.0,1038.0,843.0,765.0,810.0,250.0
61,2.0,0.0,15.0,3.0,7.0,1.0,9.0,2.0,6.0,7.0,4.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,1.0,1.0,0.0
611,6.0,22.0,25.0,2.0,7.0,55.0,527.0,118.0,44.0,96.0,6.0,8.0,3.0,1.0,2.0,33.0,70.0,75.0,50.0,27.0,83.0
616,336.0,75.0,219.0,186.0,231.0,156.0,14.0,189.0,119.0,148.0,189.0,107.0,64.0,189.0,178.0,102.0,24.0,88.0,127.0,334.0,125.0
619,22.0,0.0,29.0,7.0,2.0,12.0,11.0,5.0,7.0,1.0,22.0,6.0,6.0,6.0,4.0,21.0,3.0,4.0,4.0,5.0,1.0
622,3.0,1.0,475.0,12.0,7.0,247.0,32.0,107.0,51.0,153.0,15.0,0.0,62.0,8.0,6.0,158.0,18.0,167.0,99.0,239.0,67.0
627,0.0,0.0,15.0,4.0,1.0,8.0,8.0,8.0,11.0,7.0,4.0,1.0,1.0,3.0,1.0,10.0,3.0,12.0,6.0,7.0,3.0
631,986.0,41.0,7541.0,370.0,294.0,1800.0,865.0,2298.0,682.0,1180.0,504.0,56.0,1164.0,502.0,284.0,1100.0,244.0,2074.0,956.0,1875.0,301.0
632,31.0,3.0,695.0,83.0,53.0,54.0,62.0,56.0,91.0,42.0,21.0,7.0,42.0,49.0,34.0,52.0,25.0,49.0,33.0,35.0,22.0
636,0.0,1.0,68.0,3.0,5.0,321.0,78.0,216.0,90.0,43.0,4.0,1.0,9.0,4.0,1.0,389.0,14.0,272.0,194.0,12.0,44.0
638,14.0,1.0,17.0,5.0,3.0,2.0,8.0,1.0,1.0,1.0,24.0,1.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,5.0
639,37.0,21.0,210.0,81.0,39.0,15.0,12.0,7.0,12.0,7.0,35.0,6.0,25.0,30.0,23.0,11.0,19.0,7.0,7.0,5.0,5.0
64,11.0,6.0,73.0,41.0,55.0,13.0,24.0,24.0,20.0,13.0,12.0,0.0,20.0,51.0,49.0,20.0,15.0,27.0,40.0,14.0,5.0
640,149.0,51.0,463.0,77.0,67.0,183.0,88.0,99.0,92.0,88.0,106.0,34.0,30.0,81.0,62.0,162.0,63.0,169.0,93.0,187.0,70.0
642,1762.0,34.0,5044.0,630.0,1175.0,430.0,710.0,339.0,320.0,578.0,1393.0,15.0,509.0,790.0,447.0,307.0,589.0,260.0,272.0,486.0,111.0
648,64.0,260.0,24.0,19.0,96.0,17.0,867.0,7.0,7.0,5.0,120.0,37.0,9.0,37.0,29.0,29.0,124.0,30.0,12.0,2.0,10.0
649,834.0,1.0,1803.0,716.0,626.0,215.0,31.0,133.0,70.0,126.0,403.0,7.0,369.0,660.0,304.0,251.0,3.0,100.0,152.0,143.0,102.0
65,0.0,0.0,43.0,3.0,7.0,4.0,516.0,0.0,9.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,20.0,5.0,4.0,4.0,3.0
651,70.0,0.0,308.0,35.0,34.0,47.0,23.0,55.0,71.0,102.0,78.0,1.0,59.0,38.0,20.0,86.0,2.0,71.0,94.0,55.0,71.0
652,1586.0,12.0,2873.0,987.0,275.0,285.0,665.0,181.0,254.0,189.0,1038.0,14.0,529.0,1300.0,392.0,229.0,393.0,238.0,233.0,124.0,455.0
653,68.0,2520.0,606.0,65.0,55.0,107.0,492.0,159.0,112.0,118.0,48.0,550.0,40.0,86.0,26.0,71.0,96.0,37.0,107.0,175.0,147.0
657,82.0,87.0,248.0,53.0,107.0,68.0,50.0,51.0,65.0,114.0,60.0,1823.0,57.0,105.0,29.0,83.0,44.0,80.0,65.0,84.0,37.0
658,13.0,8.0,60.0,13.0,28.0,7.0,5.0,3.0,1.0,7.0,23.0,2.0,13.0,8.0,9.0,11.0,5.0,7.0,1.0,0.0,0.0
66,0.0,3.0,15.0,0.0,0.0,122.0,20.0,123.0,68.0,68.0,2.0,3.0,3.0,0.0,1.0,29.0,3.0,43.0,60.0,91.0,78.0
660,9.0,41.0,88.0,44.0,18.0,5.0,89.0,10.0,8.0,3.0,22.0,4.0,6.0,18.0,13.0,7.0,119.0,1.0,4.0,0.0,10.0
666,984.0,6359.0,1025.0,388.0,255.0,177.0,417.0,77.0,166.0,149.0,514.0,2950.0,153.0,501.0,221.0,154.0,26.0,251.0,245.0,241.0,207.0
667,372.0,70.0,1521.0,341.0,109.0,292.0,911.0,130.0,281.0,263.0,199.0,69.0,290.0,425.0,62.0,351.0,660.0,146.0,213.0,358.0,154.0
668,158.0,25.0,142.0,143.0,691.0,48.0,33.0,81.0,28.0,103.0,59.0,3.0,70.0,232.0,245.0,18.0,24.0,35.0,29.0,89.0,38.0
673,16482.0,82.0,28435.0,6965.0,4442.0,10893.0,5716.0,5864.0,4483.0,4591.0,10321.0,362.0,6506.0,7115.0,2046.0,7483.0,1378.0,4551.0,4946.0,5771.0,4897.0
674,8.0,17.0,84.0,21.0,24.0,23.0,126.0,102.0,24.0,23.0,14.0,16.0,33.0,33.0,23.0,28.0,84.0,46.0,24.0,25.0,27.0
676,2061.0,442.0,9780.0,2114.0,1056.0,1449.0,2326.0,1379.0,1264.0,1507.0,1644.0,271.0,1795.0,2175.0,718.0,1079.0,1219.0,1189.0,1590.0,2725.0,691.0
677,1.0,0.0,16.0,2.0,1.0,17.0,18.0,21.0,13.0,11.0,2.0,6.0,2.0,1.0,1.0,20.0,9.0,14.0,16.0,5.0,8.0
683,1.0,2.0,4.0,0.0,1.0,14.0,43.0,5.0,17.0,10.0,1.0,1.0,1.0,2.0,0.0,14.0,9.0,12.0,29.0,7.0,14.0
685,2.0,2.0,285.0,3.0,8.0,216.0,4076.0,308.0,127.0,163.0,3.0,28.0,72.0,2.0,2.0,122.0,75.0,369.0,175.0,294.0,220.0
689,13.0,108.0,42.0,10.0,33.0,10.0,3.0,4.0,6.0,8.0,24.0,6.0,21.0,15.0,10.0,5.0,3.0,8.0,7.0,11.0,9.0
690,32.0,5.0,168.0,8.0,8.0,45.0,49.0,52.0,13.0,36.0,44.0,530.0,267.0,12.0,2.0,45.0,55.0,83.0,29.0,37.0,4.0
692,1.0,0.0,31.0,2.0,1.0,146.0,705.0,171.0,112.0,176.0,2.0,2.0,14.0,1.0,1.0,115.0,429.0,152.0,141.0,123.0,125.0
693,6.0,5.0,42.0,15.0,5.0,10.0,15.0,9.0,8.0,6.0,12.0,1.0,11.0,11.0,7.0,16.0,4.0,17.0,5.0,6.0,11.0
695,37.0,6.0,535.0,163.0,63.0,51.0,112.0,71.0,96.0,62.0,78.0,56.0,101.0,71.0,65.0,61.0,52.0,66.0,61.0,33.0,16.0
697,11.0,3.0,78.0,11.0,3.0,42.0,47.0,43.0,21.0,15.0,12.0,4.0,5.0,10.0,5.0,41.0,32.0,40.0,28.0,9.0,17.0
7,581.0,3.0,1273.0,366.0,277.0,187.0,57.0,128.0,159.0,211.0,392.0,30.0,411.0,593.0,498.0,150.0,337.0,100.0,266.0,154.0,54.0
701,6.0,10.0,1068.0,8.0,8.0,559.0,1047.0,914.0,388.0,539.0,4.0,10.0,217.0,22.0,2.0,533.0,2719.0,666.0,387.0,1727.0,155.0
702,1.0,9.0,243.0,2.0,3.0,365.0,1104.0,367.0,317.0,152.0,6.0,28.0,66.0,5.0,0.0,414.0,69.0,463.0,288.0,548.0,270.0
703,6.0,4.0,18.0,3.0,18.0,5.0,25.0,4.0,11.0,4.0,17.0,2.0,3.0,5.0,4.0,22.0,13.0,14.0,9.0,0.0,1.0
705,1.0,0.0,95.0,0.0,0.0,438.0,1010.0,651.0,323.0,472.0,0.0,0.0,28.0,2.0,1.0,321.0,781.0,650.0,322.0,604.0,200.0
709,3.0,7.0,39.0,8.0,19.0,0.0,63.0,7.0,16.0,10.0,8.0,7.0,24.0,6.0,7.0,10.0,11.0,9.0,6.0,7.0,7.0
711,0.0,0.0,5.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0
713,3365.0,45.0,9491.0,4831.0,3425.0,242.0,436.0,341.0,438.0,491.0,2212.0,0.0,1534.0,7225.0,2419.0,223.0,89.0,449.0,492.0,488.0,539.0
715,0.0,5.0,10.0,0.0,0.0,33.0,2.0,21.0,22.0,12.0,1.0,0.0,5.0,2.0,0.0,12.0,77.0,10.0,21.0,18.0,92.0
717,933.0,98.0,2687.0,1063.0,400.0,304.0,585.0,192.0,273.0,336.0,601.0,183.0,630.0,1573.0,317.0,269.0,428.0,180.0,292.0,531.0,454.0
721,2.0,3.0,161.0,64.0,4.0,161.0,861.0,332.0,132.0,189.0,4.0,0.0,22.0,23.0,3.0,94.0,117.0,272.0,117.0,413.0,99.0
724,17.0,31.0,94.0,13.0,14.0,194.0,142.0,181.0,174.0,79.0,13.0,3.0,16.0,7.0,7.0,104.0,15.0,188.0,188.0,414.0,25.0
727,655.0,16.0,4149.0,303.0,363.0,344.0,273.0,359.0,162.0,130.0,615.0,680.0,1084.0,441.0,126.0,436.0,111.0,466.0,200.0,476.0,247.0
729,2479.0,659.0,4917.0,891.0,1175.0,856.0,2128.0,1060.0,553.0,464.0,1295.0,2146.0,1002.0,1692.0,985.0,1072.0,515.0,865.0,513.0,895.0,313.0
731,30.0,0.0,317.0,10.0,41.0,1856.0,3013.0,3281.0,1445.0,1709.0,38.0,8.0,272.0,140.0,3.0,1090.0,184.0,2499.0,1587.0,3219.0,1689.0
732,2.0,2.0,896.0,1.0,2.0,409.0,1208.0,874.0,375.0,881.0,8.0,9.0,149.0,6.0,2.0,362.0,482.0,646.0,351.0,775.0,145.0
734,32.0,12.0,42.0,61.0,291.0,17.0,283.0,32.0,43.0,20.0,54.0,2.0,12.0,83.0,92.0,53.0,10.0,37.0,29.0,18.0,7.0
735,0.0,3.0,209.0,0.0,1.0,235.0,295.0,64.0,145.0,351.0,1.0,0.0,94.0,0.0,1.0,180.0,58.0,213.0,219.0,341.0,71.0
738,9.0,27.0,56.0,2.0,11.0,45.0,101.0,29.0,37.0,31.0,19.0,89.0,17.0,8.0,4.0,22.0,204.0,29.0,31.0,25.0,31.0
739,45.0,6.0,2139.0,31.0,30.0,1971.0,822.0,2162.0,2592.0,1958.0,143.0,1.0,404.0,26.0,54.0,1353.0,710.0,2291.0,2758.0,2457.0,2819.0
740,4.0,0.0,38.0,13.0,2.0,23.0,29.0,38.0,32.0,30.0,5.0,0.0,2.0,14.0,3.0,23.0,19.0,61.0,35.0,16.0,9.0
741,52.0,23.0,282.0,64.0,62.0,21.0,22.0,18.0,34.0,16.0,167.0,39.0,53.0,41.0,40.0,20.0,26.0,30.0,12.0,10.0,5.0
742,44.0,22.0,1142.0,104.0,78.0,1246.0,14944.0,3556.0,2642.0,3208.0,62.0,8.0,164.0,69.0,68.0,1353.0,7700.0,2637.0,2419.0,4314.0,836.0
748,6.0,6.0,119.0,1.0,5.0,114.0,97.0,77.0,160.0,267.0,10.0,4.0,45.0,13.0,0.0,79.0,17.0,145.0,103.0,189.0,127.0
749,2.0,1.0,24.0,0.0,2.0,70.0,68.0,108.0,40.0,34.0,2.0,0.0,9.0,0.0,1.0,58.0,14.0,68.0,52.0,226.0,11.0
754,2.0,2.0,97.0,4.0,4.0,58.0,4.0,30.0,45.0,50.0,2.0,1.0,5.0,3.0,2.0,47.0,3.0,64.0,120.0,44.0,36.0
755,1.0,0.0,18.0,2.0,3.0,1.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,9.0,4.0,2.0
756,688.0,114.0,1263.0,834.0,470.0,191.0,1756.0,111.0,130.0,99.0,431.0,68.0,445.0,960.0,419.0,130.0,482.0,143.0,156.0,166.0,269.0
760,1293.0,48.0,5832.0,369.0,481.0,137.0,39.0,229.0,90.0,267.0,504.0,2.0,680.0,364.0,163.0,148.0,21.0,207.0,92.0,162.0,67.0
77,3.0,10.0,17.0,3.0,2.0,2.0,4.0,7.0,1.0,7.0,8.0,12.0,8.0,7.0,2.0,6.0,4.0,4.0,3.0,4.0,0.0
772,3.0,12.0,30.0,9.0,11.0,2.0,30.0,6.0,11.0,6.0,5.0,24.0,7.0,5.0,5.0,4.0,12.0,3.0,7.0,6.0,3.0
775,3.0,2.0,253.0,3.0,0.0,238.0,74.0,206.0,188.0,126.0,1.0,5.0,96.0,3.0,0.0,214.0,42.0,177.0,157.0,228.0,246.0
778,749.0,0.0,728.0,250.0,390.0,283.0,386.0,267.0,150.0,265.0,225.0,3.0,294.0,525.0,157.0,178.0,26.0,233.0,125.0,330.0,84.0
78,0.0,1.0,97.0,1.0,1.0,166.0,4.0,172.0,50.0,219.0,0.0,0.0,58.0,3.0,1.0,82.0,16.0,104.0,65.0,203.0,30.0
782,2.0,0.0,65.0,0.0,1.0,28.0,64.0,233.0,58.0,63.0,0.0,2.0,37.0,1.0,0.0,64.0,30.0,165.0,51.0,9.0,56.0
783,51.0,78.0,18.0,16.0,35.0,11.0,12.0,39.0,3.0,36.0,49.0,37.0,25.0,53.0,23.0,52.0,29.0,11.0,42.0,2.0,24.0
784,2.0,13.0,22.0,9.0,13.0,7.0,8.0,3.0,12.0,7.0,3.0,4.0,1.0,2.0,5.0,14.0,4.0,11.0,8.0,6.0,4.0
789,3.0,5.0,84.0,0.0,0.0,301.0,568.0,174.0,183.0,80.0,1.0,0.0,18.0,4.0,0.0,121.0,7.0,126.0,229.0,102.0,202.0
790,11.0,17.0,195.0,36.0,31.0,220.0,143.0,178.0,149.0,225.0,25.0,3.0,61.0,26.0,14.0,101.0,246.0,282.0,239.0,283.0,349.0
791,15.0,71.0,257.0,116.0,102.0,62.0,72.0,46.0,51.0,22.0,15.0,12.0,36.0,88.0,39.0,39.0,21.0,36.0,35.0,37.0,73.0
795,52.0,17.0,11612.0,30.0,39.0,2545.0,3038.0,4511.0,2011.0,3100.0,53.0,6.0,2845.0,75.0,16.0,3097.0,1550.0,3149.0,2026.0,4428.0,797.0
796,15.0,39.0,1087.0,2.0,5.0,730.0,8853.0,958.0,1161.0,2696.0,12.0,67.0,538.0,2.0,4.0,520.0,4538.0,934.0,1015.0,4067.0,952.0
797,3.0,2.0,39.0,8.0,2.0,28.0,22.0,11.0,17.0,18.0,7.0,5.0,2.0,2.0,2.0,20.0,43.0,16.0,38.0,15.0,20.0
798,2.0,10.0,147.0,4.0,2.0,1495.0,749.0,1069.0,1212.0,1973.0,2.0,1.0,41.0,2.0,1.0,799.0,387.0,1228.0,1170.0,2170.0,343.0
800,6.0,0.0,8.0,1.0,3.0,3.0,135.0,4.0,10.0,6.0,6.0,3.0,0.0,3.0,0.0,9.0,21.0,7.0,3.0,7.0,2.0
801,0.0,16.0,8.0,2.0,4.0,2.0,99.0,5.0,8.0,1.0,2.0,27.0,2.0,8.0,1.0,6.0,24.0,6.0,5.0,4.0,8.0
803,0.0,0.0,3.0,0.0,1.0,9.0,54.0,8.0,12.0,6.0,0.0,0.0,6.0,0.0,0.0,9.0,12.0,10.0,8.0,4.0,2.0
804,986.0,5824.0,3618.0,341.0,286.0,104.0,232.0,160.0,66.0,211.0,605.0,1844.0,209.0,576.0,488.0,148.0,40.0,212.0,65.0,229.0,46.0
805,132.0,3.0,60.0,86.0,137.0,16.0,275.0,24.0,30.0,63.0,118.0,25.0,50.0,105.0,140.0,25.0,28.0,24.0,21.0,14.0,26.0
807,0.0,4.0,12.0,5.0,1.0,8.0,14.0,7.0,7.0,6.0,1.0,0.0,4.0,0.0,0.0,13.0,15.0,7.0,15.0,8.0,4.0
808,60.0,8.0,112.0,35.0,17.0,84.0,45.0,57.0,71.0,118.0,99.0,3.0,18.0,22.0,36.0,85.0,50.0,63.0,36.0,81.0,48.0
809,1599.0,39.0,3805.0,1106.0,1416.0,145.0,28.0,234.0,141.0,312.0,851.0,4.0,649.0,2165.0,1375.0,183.0,85.0,357.0,155.0,328.0,104.0
81,323.0,1145.0,354.0,100.0,114.0,424.0,218.0,85.0,224.0,722.0,179.0,229.0,132.0,76.0,98.0,137.0,13.0,210.0,135.0,235.0,175.0
811,1527.0,8447.0,4259.0,2024.0,2462.0,378.0,1615.0,562.0,646.0,828.0,1303.0,3259.0,758.0,2669.0,1840.0,266.0,1471.0,455.0,780.0,1254.0,494.0
812,2.0,2.0,19.0,4.0,8.0,7.0,19.0,4.0,9.0,4.0,9.0,3.0,2.0,3.0,3.0,12.0,11.0,8.0,6.0,9.0,3.0
813,30.0,15.0,310.0,82.0,34.0,140.0,491.0,170.0,177.0,136.0,18.0,11.0,42.0,58.0,31.0,101.0,251.0,143.0,223.0,200.0,45.0
819,7.0,1.0,59.0,1.0,5.0,508.0,164.0,201.0,120.0,190.0,11.0,2.0,6.0,6.0,5.0,464.0,24.0,518.0,252.0,399.0,71.0
821,0.0,1.0,33.0,1.0,3.0,192.0,236.0,68.0,55.0,79.0,6.0,0.0,23.0,3.0,0.0,178.0,74.0,109.0,47.0,60.0,65.0
823,15.0,3.0,232.0,19.0,34.0,122.0,168.0,138.0,152.0,156.0,18.0,1.0,31.0,50.0,26.0,99.0,484.0,103.0,87.0,326.0,41.0
830,4.0,0.0,10.0,4.0,1.0,7.0,4.0,6.0,10.0,3.0,10.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0
833,20.0,7.0,261.0,72.0,29.0,17.0,23.0,22.0,55.0,11.0,33.0,3.0,25.0,29.0,17.0,36.0,7.0,27.0,29.0,19.0,17.0
835,2142.0,1982.0,5917.0,899.0,844.0,255.0,211.0,195.0,243.0,288.0,1330.0,2828.0,685.0,1204.0,670.0,198.0,38.0,373.0,255.0,243.0,449.0
837,89.0,13.0,139.0,39.0,58.0,68.0,373.0,34.0,36.0,33.0,119.0,2.0,36.0,61.0,39.0,91.0,417.0,41.0,45.0,22.0,26.0
838,48740.0,5432.0,140789.0,36894.0,19861.0,18753.0,7262.0,13948.0,11628.0,16754.0,26370.0,1077.0,21131.0,37940.0,25939.0,18773.0,3633.0,14023.0,9649.0,14854.0,7760.0
839,13.0,5.0,191.0,33.0,12.0,200.0,56.0,129.0,131.0,137.0,37.0,2.0,27.0,36.0,15.0,216.0,12.0,192.0,88.0,189.0,19.0
841,25.0,240.0,72.0,25.0,23.0,9.0,27.0,1.0,15.0,10.0,64.0,293.0,47.0,12.0,4.0,18.0,26.0,7.0,18.0,6.0,11.0
842,253.0,161.0,707.0,291.0,190.0,119.0,212.0,63.0,52.0,52.0,162.0,256.0,226.0,182.0,111.0,91.0,62.0,51.0,110.0,112.0,144.0
843,17.0,35.0,343.0,9.0,11.0,532.0,1397.0,381.0,303.0,692.0,9.0,248.0,167.0,11.0,6.0,296.0,457.0,576.0,364.0,1096.0,539.0
848,3.0,2.0,8.0,0.0,8.0,9.0,105.0,4.0,8.0,1.0,6.0,9.0,3.0,0.0,0.0,4.0,7.0,5.0,4.0,3.0,2.0
850,9.0,13.0,1696.0,4.0,17.0,2202.0,113527.0,2720.0,2098.0,2105.0,13.0,48.0,383.0,13.0,3.0,1753.0,2271.0,2025.0,2044.0,3299.0,1002.0
853,336.0,133.0,700.0,176.0,158.0,649.0,421.0,610.0,228.0,506.0,239.0,1033.0,463.0,166.0,92.0,502.0,227.0,515.0,323.0,508.0,645.0
854,8.0,9.0,37.0,1.0,1.0,7.0,13.0,5.0,12.0,5.0,0.0,3.0,2.0,2.0,2.0,13.0,25.0,9.0,6.0,4.0,4.0
857,7.0,22.0,512.0,25.0,11.0,2198.0,2690.0,2717.0,2700.0,1592.0,20.0,22.0,89.0,10.0,6.0,2820.0,346.0,2735.0,3432.0,2506.0,1218.0
859,32.0,64.0,248.0,60.0,18.0,26.0,28.0,7.0,17.0,9.0,40.0,14.0,17.0,42.0,25.0,24.0,17.0,9.0,16.0,8.0,7.0
860,53.0,74.0,680.0,211.0,74.0,106.0,410.0,197.0,177.0,56.0,60.0,11.0,44.0,123.0,66.0,88.0,43.0,118.0,117.0,235.0,46.0
862,72.0,5.0,426.0,103.0,78.0,67.0,53.0,60.0,66.0,34.0,72.0,2.0,62.0,75.0,40.0,104.0,52.0,77.0,63.0,33.0,18.0
868,2.0,1.0,14.0,6.0,3.0,9.0,14.0,7.0,5.0,1.0,3.0,3.0,7.0,4.0,4.0,5.0,7.0,4.0,6.0,6.0,2.0
869,336.0,1.0,557.0,78.0,252.0,58.0,4.0,75.0,18.0,38.0,22.0,1.0,14.0,70.0,102.0,17.0,17.0,252.0,59.0,11.0,9.0
87,4.0,23.0,17.0,7.0,9.0,16.0,2.0,12.0,6.0,16.0,1.0,8.0,4.0,8.0,1.0,12.0,1.0,10.0,25.0,2.0,1.0
870,1.0,6.0,1.0,0.0,0.0,5.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,1.0
871,2.0,7.0,6.0,4.0,3.0,0.0,41.0,1.0,2.0,2.0,1.0,47.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0
879,4.0,0.0,26.0,4.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,7.0,6.0,2.0,5.0,1.0,1.0
880,0.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0
882,1.0,2.0,18.0,8.0,1.0,3.0,34.0,9.0,20.0,10.0,0.0,101.0,3.0,1.0,2.0,6.0,3.0,15.0,4.0,5.0,1.0
887,3.0,0.0,331.0,2.0,0.0,152.0,457.0,112.0,235.0,362.0,0.0,6.0,139.0,1.0,0.0,122.0,507.0,89.0,162.0,475.0,131.0
888,219.0,28.0,542.0,61.0,30.0,239.0,137.0,78.0,74.0,158.0,129.0,15.0,87.0,77.0,16.0,207.0,79.0,118.0,147.0,135.0,85.0
89,236.0,488.0,326.0,315.0,571.0,137.0,239.0,42.0,35.0,51.0,178.0,503.0,108.0,350.0,265.0,46.0,178.0,51.0,21.0,46.0,169.0
892,0.0,0.0,2.0,0.0,3.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,4.0,1.0,0.0,0.0
