strain_id,A_MTX_5-FC.MID2_WSC2,A_MTX_Fluconazole.MID2_WSC2,A_MTX_Metformin.MID2_WSC2,A_MTX_Trifluoperazine.MID2_WSC2,A_MTX_noDrug.MID2_WSC2,A_noMTX_5-FC.MID2_WSC2,A_noMTX_Fluconazole.MID2_WSC2,A_noMTX_Metformin.MID2_WSC2,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_noDrug.MID2_WSC2,B_MTX_5-FC.MID2_WSC2,B_MTX_Fluconazole.MID2_WSC2,B_MTX_Metformin.MID2_WSC2,B_MTX_Trifluoperazine.MID2_WSC2,B_MTX_noDrug.MID2_WSC2,B_noMTX_5-FC.MID2_WSC2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Metformin.MID2_WSC2,B_noMTX_Trifluoperazine.MID2_WSC2,B_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.MID2_WSC2
543,1.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,7.0,14.0,2.0,0.0,20.0
545,11.0,428.0,3.0,15.0,9.0,4.0,15.0,4.0,4.0,1.0,30.0,206.0,4.0,10.0,10.0,6.0,25.0,4.0,4.0,4.0,6.0
546,5.0,11.0,4.0,6.0,0.0,247.0,144.0,440.0,176.0,108.0,1.0,0.0,7.0,3.0,0.0,443.0,216.0,633.0,770.0,31.0,114.0
557,1.0,7.0,6.0,30.0,67.0,6.0,2.0,9.0,6.0,2.0,5.0,1.0,3.0,3.0,2.0,8.0,3.0,15.0,7.0,6.0,2.0
559,3.0,5.0,4.0,12.0,13.0,4.0,5.0,18.0,13.0,1.0,2.0,2.0,5.0,1.0,0.0,8.0,1.0,41.0,16.0,2.0,5.0
564,8.0,25.0,7.0,47.0,51.0,7.0,9.0,18.0,14.0,5.0,6.0,12.0,6.0,4.0,5.0,16.0,11.0,48.0,11.0,6.0,8.0
567,8.0,16.0,25.0,10.0,4.0,14.0,5.0,35.0,14.0,9.0,14.0,1.0,16.0,3.0,3.0,22.0,6.0,51.0,12.0,8.0,4.0
57,0.0,1.0,1.0,1.0,0.0,558.0,1459.0,416.0,229.0,188.0,5.0,1.0,5.0,1.0,2.0,580.0,2722.0,416.0,673.0,87.0,200.0
571,511.0,188.0,263.0,125.0,390.0,222.0,4.0,235.0,120.0,43.0,1211.0,2.0,229.0,1368.0,143.0,249.0,80.0,422.0,580.0,21.0,46.0
574,1.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,0.0,1.0,4.0
576,0.0,13.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,5.0,7.0,9.0,1.0,1.0,5.0
578,152.0,410.0,62.0,125.0,65.0,30.0,47.0,54.0,38.0,23.0,319.0,161.0,96.0,91.0,49.0,70.0,50.0,187.0,196.0,16.0,28.0
58,8.0,8.0,4.0,2.0,17.0,337.0,93.0,170.0,334.0,125.0,0.0,0.0,6.0,13.0,3.0,184.0,225.0,410.0,1229.0,41.0,1517.0
581,1.0,12.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,8.0,4.0,1.0,5.0
586,10.0,22.0,13.0,66.0,161.0,897.0,173.0,616.0,283.0,303.0,40.0,6.0,8.0,5.0,14.0,911.0,88.0,1179.0,1271.0,98.0,263.0
588,2.0,8.0,14.0,8.0,6.0,13.0,0.0,23.0,4.0,9.0,0.0,0.0,3.0,3.0,3.0,18.0,1.0,32.0,6.0,5.0,4.0
589,65.0,21.0,1.0,5.0,18.0,21.0,41.0,27.0,27.0,11.0,23.0,7.0,1.0,0.0,2.0,70.0,69.0,71.0,34.0,20.0,41.0
590,3.0,4.0,2.0,19.0,18.0,12.0,9.0,23.0,9.0,7.0,3.0,1.0,2.0,7.0,1.0,16.0,31.0,59.0,9.0,8.0,9.0
596,0.0,2.0,0.0,3.0,2.0,16.0,19.0,54.0,40.0,18.0,1.0,0.0,0.0,1.0,0.0,38.0,16.0,134.0,36.0,11.0,12.0
598,188.0,11.0,965.0,161.0,439.0,58.0,44.0,291.0,177.0,212.0,201.0,6.0,462.0,135.0,102.0,49.0,70.0,707.0,455.0,51.0,139.0
599,326.0,17.0,1364.0,592.0,1557.0,52.0,4.0,217.0,103.0,109.0,1233.0,10.0,756.0,605.0,227.0,68.0,38.0,575.0,263.0,38.0,68.0
599_ref1,62.0,2.0,139.0,469.0,23.0,27.0,42.0,104.0,96.0,295.0,205.0,0.0,84.0,64.0,118.0,59.0,11.0,261.0,269.0,102.0,802.0
599_ref2,36.0,0.0,99.0,39.0,141.0,16.0,51.0,58.0,66.0,246.0,134.0,0.0,50.0,122.0,9.0,49.0,27.0,230.0,320.0,162.0,738.0
6,2.0,14.0,4.0,11.0,15.0,131.0,217.0,187.0,99.0,107.0,0.0,92.0,9.0,11.0,7.0,90.0,1.0,575.0,730.0,27.0,64.0
60,13.0,3.0,5.0,7.0,2.0,13.0,3.0,8.0,13.0,5.0,15.0,2.0,6.0,4.0,4.0,16.0,9.0,32.0,14.0,3.0,5.0
61,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,1.0
611,8.0,4.0,2.0,1.0,1.0,1.0,15.0,6.0,7.0,1.0,6.0,1.0,0.0,0.0,1.0,13.0,10.0,19.0,4.0,5.0,5.0
616,13.0,21.0,6.0,6.0,2.0,9.0,23.0,10.0,6.0,3.0,7.0,2.0,5.0,3.0,6.0,17.0,18.0,23.0,5.0,8.0,4.0
619,50.0,1.0,11.0,8.0,23.0,14.0,3.0,6.0,16.0,6.0,27.0,0.0,3.0,5.0,6.0,20.0,11.0,16.0,13.0,6.0,3.0
622,11.0,8.0,13.0,15.0,49.0,300.0,17.0,298.0,41.0,70.0,11.0,2.0,2.0,6.0,6.0,155.0,30.0,234.0,248.0,25.0,95.0
627,8.0,2.0,0.0,3.0,0.0,19.0,33.0,54.0,27.0,21.0,3.0,1.0,1.0,3.0,4.0,17.0,78.0,216.0,25.0,12.0,23.0
631,46.0,7.0,36.0,15.0,16.0,128.0,13.0,72.0,45.0,30.0,42.0,1.0,42.0,10.0,9.0,147.0,18.0,148.0,103.0,30.0,30.0
632,28.0,6.0,43.0,155.0,89.0,19.0,12.0,68.0,56.0,13.0,25.0,0.0,23.0,35.0,20.0,53.0,15.0,168.0,37.0,14.0,24.0
636,1.0,3.0,5.0,14.0,13.0,29.0,12.0,41.0,26.0,14.0,9.0,0.0,1.0,3.0,2.0,50.0,13.0,81.0,48.0,7.0,18.0
638,7.0,0.0,0.0,4.0,8.0,4.0,5.0,3.0,0.0,4.0,17.0,0.0,3.0,1.0,2.0,5.0,2.0,7.0,7.0,0.0,5.0
639,749.0,934.0,439.0,650.0,2050.0,345.0,40.0,291.0,112.0,101.0,1268.0,469.0,275.0,495.0,315.0,429.0,480.0,530.0,234.0,23.0,120.0
64,10.0,15.0,8.0,63.0,38.0,3.0,16.0,3.0,10.0,4.0,27.0,2.0,8.0,62.0,13.0,6.0,7.0,20.0,9.0,6.0,1.0
640,29.0,1.0,562.0,186.0,331.0,75.0,20.0,217.0,102.0,108.0,120.0,0.0,267.0,117.0,68.0,89.0,65.0,750.0,202.0,40.0,156.0
642,19.0,22.0,26.0,44.0,29.0,5.0,5.0,13.0,15.0,6.0,24.0,6.0,21.0,19.0,6.0,10.0,6.0,31.0,8.0,5.0,1.0
648,3318.0,1250.0,195.0,1150.0,6107.0,391.0,1761.0,324.0,76.0,141.0,5578.0,602.0,196.0,850.0,902.0,310.0,2424.0,362.0,391.0,34.0,240.0
649,632.0,11.0,6150.0,2054.0,20573.0,237.0,20.0,326.0,380.0,275.0,1288.0,0.0,3069.0,1107.0,633.0,301.0,30.0,1312.0,771.0,89.0,305.0
65,4.0,1.0,1.0,49.0,50.0,7.0,20.0,4.0,21.0,2.0,1.0,0.0,1.0,2.0,3.0,33.0,11.0,144.0,7.0,2.0,9.0
651,7.0,7.0,13.0,27.0,57.0,9.0,8.0,25.0,17.0,9.0,18.0,0.0,15.0,4.0,12.0,17.0,6.0,45.0,17.0,7.0,5.0
652,202.0,6.0,1028.0,148.0,132.0,158.0,112.0,261.0,149.0,101.0,149.0,2.0,578.0,118.0,96.0,172.0,299.0,320.0,456.0,36.0,330.0
653,146.0,377.0,29.0,32.0,226.0,218.0,483.0,192.0,76.0,56.0,285.0,166.0,16.0,26.0,219.0,161.0,196.0,305.0,313.0,32.0,153.0
657,35.0,30.0,24.0,24.0,43.0,98.0,48.0,145.0,147.0,51.0,31.0,13.0,7.0,18.0,4.0,109.0,29.0,491.0,289.0,25.0,144.0
658,1350.0,1876.0,1008.0,631.0,3114.0,376.0,70.0,278.0,285.0,274.0,3984.0,10.0,477.0,379.0,610.0,794.0,52.0,1049.0,445.0,54.0,131.0
66,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,5.0,6.0,2.0,2.0,5.0
660,9.0,11.0,6.0,11.0,9.0,4.0,4.0,9.0,4.0,4.0,7.0,12.0,4.0,6.0,4.0,9.0,4.0,20.0,5.0,3.0,10.0
666,281.0,628.0,501.0,528.0,621.0,210.0,644.0,224.0,257.0,99.0,658.0,102.0,171.0,1211.0,569.0,141.0,540.0,567.0,698.0,15.0,184.0
667,12.0,50.0,20.0,16.0,7.0,8.0,15.0,20.0,8.0,10.0,7.0,15.0,22.0,14.0,3.0,40.0,10.0,29.0,13.0,8.0,7.0
668,12.0,22.0,3.0,3.0,8.0,5.0,7.0,20.0,13.0,9.0,12.0,3.0,2.0,0.0,1.0,18.0,9.0,43.0,19.0,4.0,6.0
673,1302.0,35.0,12424.0,3320.0,35807.0,11067.0,1066.0,10722.0,6742.0,7813.0,3836.0,24.0,7038.0,1535.0,1861.0,12247.0,1070.0,19612.0,28265.0,3066.0,3489.0
674,9.0,38.0,33.0,28.0,8.0,13.0,20.0,16.0,13.0,5.0,24.0,18.0,16.0,19.0,8.0,21.0,16.0,32.0,18.0,4.0,17.0
676,194.0,67.0,101.0,316.0,251.0,112.0,34.0,246.0,76.0,58.0,175.0,38.0,125.0,407.0,139.0,184.0,404.0,411.0,331.0,56.0,53.0
677,0.0,2.0,1.0,1.0,0.0,18.0,17.0,70.0,65.0,12.0,3.0,2.0,0.0,1.0,0.0,35.0,29.0,302.0,48.0,11.0,18.0
683,1.0,1.0,0.0,1.0,0.0,19.0,11.0,53.0,37.0,37.0,1.0,0.0,0.0,0.0,0.0,14.0,18.0,98.0,119.0,21.0,95.0
685,0.0,3.0,5.0,5.0,6.0,539.0,458.0,766.0,211.0,134.0,2.0,4.0,14.0,4.0,2.0,539.0,267.0,1084.0,916.0,66.0,420.0
689,7.0,150.0,1.0,11.0,2.0,1.0,7.0,5.0,3.0,0.0,6.0,50.0,11.0,9.0,3.0,7.0,7.0,7.0,1.0,4.0,6.0
690,17.0,25.0,17.0,10.0,1.0,20.0,22.0,26.0,9.0,12.0,16.0,157.0,561.0,11.0,1.0,31.0,12.0,211.0,17.0,17.0,7.0
692,0.0,0.0,1.0,0.0,0.0,42.0,19.0,81.0,48.0,22.0,0.0,1.0,2.0,0.0,0.0,134.0,35.0,263.0,135.0,5.0,76.0
693,3.0,10.0,5.0,17.0,7.0,160.0,11.0,173.0,29.0,28.0,5.0,1.0,10.0,4.0,8.0,122.0,11.0,197.0,122.0,21.0,85.0
695,11.0,3.0,52.0,127.0,52.0,452.0,39.0,269.0,111.0,246.0,26.0,13.0,124.0,72.0,33.0,488.0,40.0,722.0,318.0,60.0,142.0
697,4.0,1.0,3.0,8.0,4.0,28.0,22.0,40.0,53.0,10.0,6.0,2.0,1.0,1.0,2.0,18.0,22.0,206.0,28.0,11.0,11.0
7,130.0,12.0,230.0,123.0,172.0,231.0,72.0,73.0,149.0,56.0,176.0,5.0,186.0,39.0,69.0,203.0,25.0,210.0,562.0,14.0,305.0
701,0.0,2.0,5.0,0.0,0.0,476.0,425.0,294.0,160.0,259.0,1.0,0.0,1.0,0.0,1.0,689.0,181.0,1193.0,481.0,77.0,111.0
702,1.0,18.0,7.0,1.0,1.0,103.0,247.0,653.0,356.0,273.0,2.0,15.0,7.0,1.0,0.0,127.0,274.0,1383.0,1007.0,146.0,247.0
703,2.0,1.0,2.0,8.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,8.0,5.0,1.0
705,1.0,0.0,6.0,5.0,0.0,703.0,714.0,678.0,251.0,281.0,7.0,0.0,15.0,0.0,0.0,687.0,358.0,1502.0,990.0,63.0,270.0
709,128.0,10.0,53.0,35.0,106.0,96.0,7.0,194.0,57.0,25.0,142.0,4.0,71.0,60.0,17.0,94.0,323.0,283.0,284.0,18.0,42.0
711,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0
713,11.0,0.0,21.0,22.0,16.0,236.0,280.0,363.0,245.0,138.0,15.0,0.0,10.0,14.0,12.0,467.0,33.0,1401.0,810.0,22.0,278.0
715,0.0,6.0,0.0,0.0,0.0,83.0,79.0,74.0,29.0,24.0,1.0,6.0,0.0,0.0,0.0,147.0,234.0,178.0,78.0,6.0,49.0
717,133.0,34.0,937.0,1444.0,387.0,34.0,335.0,54.0,48.0,11.0,258.0,19.0,409.0,754.0,211.0,28.0,436.0,154.0,94.0,8.0,86.0
721,1.0,4.0,10.0,10.0,5.0,436.0,2630.0,411.0,238.0,143.0,4.0,0.0,1.0,6.0,2.0,604.0,4999.0,568.0,608.0,45.0,340.0
724,4.0,20.0,2.0,6.0,9.0,701.0,91.0,438.0,272.0,197.0,9.0,5.0,3.0,2.0,1.0,708.0,119.0,772.0,597.0,65.0,91.0
727,45.0,30.0,115.0,63.0,19.0,72.0,37.0,97.0,44.0,44.0,56.0,154.0,631.0,30.0,23.0,99.0,73.0,332.0,89.0,54.0,19.0
729,817.0,718.0,419.0,661.0,1577.0,1221.0,135.0,1078.0,294.0,498.0,1399.0,1305.0,375.0,575.0,528.0,1271.0,557.0,1367.0,1061.0,131.0,309.0
731,19.0,8.0,87.0,16.0,13.0,2181.0,591.0,4607.0,2445.0,3480.0,13.0,1.0,83.0,12.0,4.0,1592.0,3833.0,14115.0,7899.0,1328.0,2463.0
732,3.0,5.0,13.0,1.0,5.0,18.0,35.0,39.0,19.0,15.0,8.0,3.0,23.0,1.0,2.0,20.0,22.0,95.0,17.0,27.0,17.0
734,1644.0,598.0,415.0,3789.0,10978.0,669.0,521.0,844.0,280.0,331.0,3700.0,54.0,286.0,1824.0,3498.0,686.0,287.0,1638.0,1622.0,83.0,502.0
735,0.0,1.0,1.0,0.0,0.0,402.0,253.0,471.0,269.0,197.0,0.0,0.0,0.0,0.0,0.0,573.0,528.0,1003.0,1102.0,49.0,187.0
738,153.0,2153.0,59.0,112.0,228.0,334.0,555.0,293.0,208.0,159.0,488.0,1220.0,61.0,36.0,241.0,393.0,867.0,576.0,464.0,25.0,257.0
739,4.0,9.0,5.0,16.0,3.0,462.0,161.0,568.0,509.0,187.0,4.0,0.0,8.0,3.0,4.0,552.0,326.0,1143.0,1554.0,61.0,1004.0
740,3.0,1.0,0.0,4.0,2.0,12.0,14.0,48.0,29.0,11.0,1.0,0.0,4.0,2.0,5.0,24.0,21.0,106.0,18.0,5.0,7.0
741,27.0,15.0,21.0,53.0,31.0,10.0,11.0,21.0,11.0,7.0,70.0,14.0,117.0,12.0,9.0,15.0,19.0,56.0,5.0,5.0,5.0
742,36.0,8.0,37.0,104.0,97.0,283.0,286.0,627.0,284.0,307.0,29.0,1.0,39.0,32.0,22.0,462.0,157.0,1775.0,1035.0,137.0,212.0
748,0.0,6.0,1.0,2.0,1.0,100.0,9.0,64.0,34.0,30.0,2.0,3.0,3.0,1.0,4.0,75.0,6.0,111.0,134.0,12.0,107.0
749,2.0,1.0,42.0,5.0,5.0,581.0,464.0,335.0,166.0,197.0,0.0,1.0,25.0,1.0,1.0,661.0,368.0,1084.0,380.0,48.0,101.0
754,1.0,4.0,2.0,3.0,0.0,2.0,3.0,7.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,12.0,2.0,17.0,6.0,2.0,7.0
755,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,8.0,3.0,6.0,3.0
756,75.0,58.0,44.0,154.0,44.0,17.0,44.0,25.0,19.0,15.0,52.0,21.0,73.0,118.0,96.0,19.0,16.0,61.0,31.0,14.0,20.0
760,421.0,3738.0,10294.0,768.0,3762.0,272.0,25.0,438.0,219.0,267.0,571.0,36.0,4721.0,754.0,592.0,492.0,17.0,976.0,380.0,82.0,279.0
77,0.0,3.0,6.0,2.0,1.0,4.0,14.0,3.0,4.0,3.0,2.0,1.0,8.0,1.0,1.0,7.0,8.0,6.0,3.0,1.0,0.0
772,2.0,47.0,2.0,10.0,6.0,15.0,24.0,19.0,14.0,9.0,5.0,17.0,2.0,1.0,4.0,10.0,30.0,44.0,23.0,2.0,4.0
775,3.0,10.0,6.0,4.0,0.0,27.0,17.0,156.0,59.0,124.0,7.0,1.0,5.0,4.0,0.0,53.0,83.0,246.0,143.0,79.0,142.0
778,8.0,1.0,12.0,23.0,7.0,12.0,16.0,15.0,10.0,9.0,10.0,2.0,8.0,5.0,4.0,31.0,36.0,61.0,17.0,13.0,14.0
78,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,3.0,0.0,1.0
782,1.0,4.0,2.0,4.0,2.0,15.0,4.0,27.0,4.0,6.0,0.0,2.0,1.0,2.0,0.0,15.0,6.0,32.0,8.0,9.0,4.0
783,22.0,60.0,11.0,27.0,3.0,7.0,12.0,10.0,12.0,4.0,31.0,77.0,25.0,11.0,2.0,24.0,15.0,20.0,8.0,6.0,2.0
784,3.0,15.0,1.0,1.0,4.0,4.0,2.0,4.0,6.0,3.0,0.0,8.0,2.0,3.0,0.0,9.0,3.0,5.0,6.0,1.0,0.0
789,0.0,2.0,2.0,1.0,0.0,30.0,5.0,42.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,66.0,536.0,24.0,83.0,8.0,43.0
790,14.0,10.0,19.0,100.0,68.0,30.0,28.0,47.0,40.0,37.0,13.0,3.0,8.0,13.0,12.0,22.0,11.0,101.0,73.0,10.0,68.0
791,11.0,38.0,11.0,189.0,201.0,5.0,17.0,8.0,9.0,6.0,3.0,12.0,9.0,47.0,23.0,16.0,17.0,29.0,9.0,1.0,9.0
795,6.0,23.0,74.0,48.0,10.0,260.0,193.0,850.0,424.0,608.0,10.0,1.0,71.0,8.0,4.0,357.0,91.0,2517.0,1065.0,257.0,181.0
796,8.0,8.0,6.0,5.0,1.0,86.0,378.0,222.0,147.0,237.0,2.0,19.0,9.0,4.0,2.0,63.0,666.0,390.0,415.0,145.0,200.0
797,2.0,5.0,2.0,3.0,3.0,7.0,15.0,15.0,9.0,11.0,2.0,3.0,0.0,1.0,1.0,23.0,65.0,27.0,19.0,6.0,1.0
798,4.0,12.0,71.0,253.0,0.0,6471.0,14607.0,11152.0,3483.0,5911.0,3.0,1.0,25.0,3.0,0.0,7101.0,18686.0,13062.0,13149.0,2032.0,2291.0
800,11.0,1.0,0.0,6.0,5.0,6.0,4.0,8.0,7.0,2.0,7.0,1.0,0.0,1.0,2.0,17.0,40.0,11.0,4.0,2.0,4.0
801,12.0,355.0,38.0,16.0,117.0,25.0,179.0,13.0,20.0,13.0,56.0,60.0,47.0,20.0,8.0,12.0,192.0,46.0,53.0,3.0,129.0
803,0.0,0.0,1.0,1.0,0.0,7.0,21.0,27.0,16.0,7.0,1.0,0.0,0.0,1.0,0.0,12.0,29.0,66.0,12.0,6.0,6.0
804,26.0,37.0,6.0,5.0,1.0,2.0,9.0,9.0,12.0,5.0,11.0,12.0,12.0,4.0,25.0,20.0,21.0,17.0,8.0,3.0,10.0
805,31.0,15.0,33.0,7.0,4.0,16.0,78.0,57.0,9.0,10.0,23.0,10.0,50.0,13.0,8.0,33.0,28.0,35.0,67.0,8.0,30.0
807,1.0,1.0,0.0,0.0,2.0,6.0,3.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,4.0,2.0,5.0
808,97.0,5.0,13.0,31.0,42.0,8.0,12.0,10.0,11.0,9.0,38.0,1.0,7.0,8.0,20.0,23.0,83.0,17.0,12.0,5.0,3.0
809,137.0,6.0,126.0,75.0,86.0,276.0,49.0,395.0,165.0,104.0,250.0,4.0,78.0,40.0,41.0,382.0,369.0,536.0,1148.0,40.0,127.0
81,427.0,519.0,286.0,982.0,621.0,267.0,160.0,374.0,209.0,133.0,239.0,35.0,117.0,206.0,174.0,511.0,192.0,809.0,401.0,18.0,295.0
811,17.0,33.0,15.0,23.0,19.0,8.0,37.0,33.0,25.0,9.0,23.0,8.0,9.0,18.0,9.0,31.0,45.0,87.0,20.0,16.0,5.0
812,4.0,10.0,2.0,6.0,2.0,2.0,16.0,21.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,8.0,33.0,40.0,14.0,1.0,5.0
813,11.0,31.0,19.0,51.0,32.0,26.0,28.0,57.0,63.0,16.0,13.0,3.0,13.0,22.0,10.0,44.0,42.0,180.0,46.0,13.0,8.0
819,30.0,12.0,4.0,2.0,9.0,553.0,197.0,582.0,679.0,465.0,4.0,4.0,5.0,1.0,99.0,1507.0,58.0,1773.0,1455.0,123.0,193.0
821,1.0,1.0,2.0,5.0,6.0,13.0,23.0,14.0,8.0,9.0,5.0,1.0,4.0,3.0,4.0,13.0,18.0,25.0,13.0,6.0,18.0
823,7.0,3.0,13.0,62.0,67.0,21.0,15.0,35.0,33.0,14.0,11.0,0.0,10.0,18.0,8.0,22.0,43.0,112.0,23.0,12.0,14.0
830,2.0,3.0,0.0,0.0,1.0,1.0,4.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,7.0,2.0,5.0,3.0,1.0,4.0
833,11.0,14.0,7.0,16.0,6.0,7.0,9.0,21.0,19.0,5.0,7.0,2.0,7.0,9.0,3.0,14.0,7.0,43.0,16.0,5.0,4.0
835,9.0,14.0,10.0,9.0,4.0,2.0,2.0,10.0,9.0,2.0,10.0,3.0,22.0,2.0,2.0,5.0,7.0,20.0,7.0,1.0,8.0
837,258.0,9.0,82.0,278.0,579.0,117.0,1025.0,124.0,54.0,45.0,243.0,4.0,75.0,154.0,91.0,217.0,1182.0,150.0,182.0,20.0,80.0
838,12483.0,8650.0,21829.0,40687.0,72935.0,8123.0,3460.0,7192.0,6181.0,3952.0,15034.0,214.0,10030.0,19036.0,9530.0,15663.0,3471.0,17700.0,5655.0,936.0,2303.0
839,6.0,12.0,20.0,66.0,66.0,17.0,18.0,15.0,10.0,9.0,16.0,0.0,16.0,11.0,10.0,15.0,23.0,46.0,13.0,12.0,2.0
841,196.0,804.0,699.0,67.0,116.0,133.0,43.0,68.0,208.0,57.0,489.0,380.0,626.0,72.0,34.0,177.0,81.0,233.0,339.0,19.0,224.0
842,199.0,2280.0,280.0,327.0,690.0,189.0,71.0,133.0,111.0,59.0,345.0,1272.0,239.0,99.0,150.0,206.0,151.0,136.0,199.0,25.0,136.0
843,11.0,57.0,32.0,14.0,11.0,14629.0,10944.0,15103.0,4649.0,5398.0,4.0,16.0,7.0,0.0,5.0,10220.0,14695.0,26682.0,26644.0,1840.0,7292.0
848,1.0,8.0,3.0,4.0,4.0,4.0,4.0,2.0,9.0,4.0,2.0,3.0,0.0,0.0,2.0,8.0,8.0,18.0,3.0,2.0,3.0
850,2.0,13.0,7.0,25.0,11.0,30.0,944.0,92.0,43.0,16.0,3.0,0.0,10.0,0.0,4.0,65.0,87.0,114.0,54.0,34.0,27.0
853,1473.0,38.0,492.0,1112.0,2875.0,930.0,8656.0,938.0,311.0,411.0,2137.0,22.0,243.0,1233.0,766.0,1486.0,11478.0,1500.0,1550.0,129.0,640.0
854,0.0,9.0,3.0,1.0,0.0,343.0,159.0,348.0,310.0,131.0,3.0,2.0,0.0,0.0,0.0,547.0,107.0,1208.0,367.0,21.0,291.0
857,3.0,26.0,7.0,2.0,0.0,129.0,172.0,319.0,119.0,133.0,12.0,12.0,16.0,9.0,1.0,168.0,211.0,280.0,181.0,96.0,144.0
859,182.0,26.0,64.0,265.0,574.0,155.0,4.0,121.0,64.0,36.0,169.0,3.0,51.0,59.0,36.0,164.0,359.0,270.0,180.0,17.0,103.0
860,25.0,39.0,29.0,106.0,69.0,60.0,62.0,62.0,25.0,32.0,32.0,11.0,11.0,42.0,34.0,105.0,127.0,85.0,54.0,17.0,32.0
862,61.0,6.0,49.0,92.0,209.0,35.0,39.0,63.0,100.0,21.0,58.0,0.0,29.0,31.0,24.0,56.0,63.0,287.0,77.0,21.0,15.0
868,2.0,4.0,3.0,6.0,7.0,3.0,5.0,9.0,2.0,4.0,5.0,1.0,13.0,6.0,7.0,5.0,7.0,15.0,5.0,3.0,2.0
869,7.0,1.0,6.0,2.0,3.0,9.0,1.0,11.0,21.0,6.0,3.0,0.0,7.0,1.0,2.0,11.0,4.0,39.0,11.0,4.0,4.0
87,2.0,9.0,2.0,40.0,28.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,4.0,0.0,3.0,2.0,10.0,2.0,0.0,1.0
870,1.0,7.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,3.0
871,1.0,15.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,9.0,4.0,1.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0
879,0.0,1.0,1.0,0.0,0.0,11.0,1.0,30.0,17.0,9.0,0.0,1.0,1.0,1.0,0.0,22.0,11.0,68.0,63.0,1.0,38.0
880,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0
882,0.0,5.0,0.0,3.0,0.0,5.0,8.0,8.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,6.0,2.0,22.0,5.0,1.0,2.0
887,0.0,0.0,5.0,0.0,1.0,102.0,285.0,75.0,63.0,21.0,1.0,0.0,4.0,0.0,0.0,116.0,749.0,255.0,274.0,17.0,108.0
888,6.0,1.0,2.0,11.0,3.0,4.0,3.0,7.0,3.0,6.0,4.0,1.0,2.0,4.0,2.0,7.0,13.0,10.0,7.0,3.0,2.0
89,1446.0,7812.0,812.0,11979.0,52488.0,434.0,5263.0,320.0,151.0,274.0,1373.0,2469.0,746.0,10028.0,5770.0,243.0,5611.0,799.0,605.0,61.0,590.0
892,0.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0
897,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0
904,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0
91,7.0,30.0,18.0,18.0,17.0,2.0,10.0,9.0,9.0,5.0,4.0,6.0,6.0,5.0,10.0,14.0,14.0,16.0,5.0,5.0,5.0
