strain_id,A_MTX_5-FC.HNM1_ERG11,A_MTX_Fluconazole.HNM1_ERG11,A_MTX_Metformin.HNM1_ERG11,A_MTX_Trifluoperazine.HNM1_ERG11,A_MTX_noDrug.HNM1_ERG11,A_noMTX_5-FC.HNM1_ERG11,A_noMTX_Fluconazole.HNM1_ERG11,A_noMTX_Metformin.HNM1_ERG11,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_noDrug.HNM1_ERG11,B_MTX_5-FC.HNM1_ERG11,B_MTX_Fluconazole.HNM1_ERG11,B_MTX_Metformin.HNM1_ERG11,B_MTX_Trifluoperazine.HNM1_ERG11,B_MTX_noDrug.HNM1_ERG11,B_noMTX_5-FC.HNM1_ERG11,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Metformin.HNM1_ERG11,B_noMTX_Trifluoperazine.HNM1_ERG11,B_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.HNM1_ERG11
543,7.0,0.0,1.0,1.0,2.0,14.0,35.0,9.0,4.0,5.0,2.0,0.0,0.0,3.0,1.0,7.0,27.0,14.0,26.0,4.0,48.0
545,144.0,2147.0,107.0,33.0,126.0,109.0,123.0,47.0,17.0,38.0,423.0,1669.0,109.0,218.0,478.0,97.0,64.0,62.0,294.0,12.0,78.0
546,2.0,2.0,10.0,5.0,3.0,182.0,3266.0,111.0,31.0,27.0,3.0,1.0,17.0,8.0,3.0,136.0,10.0,50.0,260.0,19.0,49.0
557,5.0,2.0,10.0,3.0,9.0,48.0,15.0,147.0,17.0,18.0,5.0,1.0,13.0,4.0,5.0,32.0,3.0,46.0,80.0,15.0,23.0
559,2.0,5.0,1.0,4.0,5.0,62.0,6.0,55.0,61.0,15.0,7.0,8.0,3.0,4.0,1.0,9.0,2.0,5.0,24.0,8.0,27.0
564,32.0,18.0,37.0,45.0,46.0,40.0,33.0,45.0,19.0,11.0,185.0,9.0,70.0,238.0,64.0,16.0,2.0,12.0,24.0,9.0,21.0
567,67.0,7.0,357.0,36.0,91.0,87.0,27.0,148.0,30.0,62.0,182.0,1.0,141.0,76.0,163.0,73.0,9.0,68.0,118.0,31.0,42.0
57,1.0,1.0,6.0,4.0,0.0,40.0,28.0,156.0,15.0,25.0,2.0,0.0,3.0,2.0,2.0,31.0,0.0,34.0,65.0,3.0,38.0
571,103.0,11.0,75.0,19.0,91.0,155.0,50.0,86.0,29.0,78.0,250.0,2.0,52.0,200.0,73.0,95.0,284.0,86.0,159.0,20.0,43.0
574,0.0,1.0,1.0,3.0,0.0,17.0,54.0,16.0,3.0,9.0,2.0,0.0,4.0,1.0,1.0,27.0,2.0,6.0,38.0,3.0,12.0
576,1.0,25.0,1.0,0.0,3.0,29.0,1.0,34.0,2.0,5.0,5.0,30.0,2.0,3.0,2.0,17.0,3.0,7.0,16.0,4.0,13.0
578,4087.0,4870.0,1815.0,3800.0,5080.0,908.0,6921.0,677.0,177.0,181.0,10822.0,15649.0,1855.0,11246.0,9613.0,743.0,199.0,250.0,1340.0,62.0,581.0
58,1.0,0.0,0.0,0.0,2.0,7.0,8.0,9.0,28.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,57.0,4.0,64.0
581,2.0,3.0,11.0,0.0,1.0,232.0,1111.0,167.0,57.0,110.0,1.0,7.0,10.0,1.0,2.0,149.0,6.0,127.0,424.0,18.0,46.0
586,10.0,11.0,17.0,6.0,19.0,250.0,43.0,399.0,53.0,93.0,30.0,7.0,20.0,19.0,23.0,137.0,19.0,178.0,322.0,39.0,90.0
588,73.0,3.0,19.0,22.0,71.0,48.0,2078.0,70.0,43.0,43.0,187.0,1.0,25.0,116.0,45.0,27.0,9.0,21.0,114.0,14.0,40.0
589,1.0,44.0,20.0,0.0,3.0,270.0,2382.0,391.0,109.0,279.0,0.0,71.0,27.0,0.0,4.0,244.0,156.0,186.0,504.0,72.0,193.0
590,3.0,1.0,1.0,2.0,1.0,29.0,29.0,36.0,16.0,31.0,5.0,1.0,9.0,3.0,3.0,18.0,7.0,27.0,52.0,7.0,16.0
596,2.0,2.0,1.0,4.0,5.0,291.0,1087.0,147.0,167.0,128.0,3.0,0.0,4.0,0.0,1.0,241.0,79.0,106.0,500.0,20.0,109.0
598,718.0,168.0,533.0,343.0,665.0,360.0,118.0,258.0,70.0,67.0,1828.0,85.0,414.0,1009.0,1127.0,230.0,15.0,98.0,407.0,35.0,143.0
599,1003.0,5.0,298.0,400.0,923.0,415.0,1140.0,298.0,53.0,60.0,2688.0,1.0,443.0,1179.0,1276.0,190.0,9.0,126.0,218.0,35.0,125.0
599_ref1,2.0,1.0,38.0,0.0,1.0,197.0,705.0,255.0,21.0,16.0,6.0,0.0,31.0,0.0,3.0,179.0,32.0,60.0,92.0,18.0,559.0
599_ref2,6.0,0.0,25.0,0.0,0.0,164.0,654.0,364.0,59.0,33.0,4.0,1.0,21.0,2.0,0.0,162.0,16.0,113.0,98.0,39.0,656.0
6,1.0,1.0,0.0,3.0,7.0,5.0,34.0,11.0,5.0,2.0,4.0,4.0,0.0,3.0,2.0,12.0,12.0,3.0,5.0,4.0,7.0
60,2051.0,13.0,2526.0,971.0,1739.0,2156.0,1351.0,1049.0,232.0,168.0,6626.0,91.0,1327.0,3291.0,2399.0,1683.0,31.0,441.0,6712.0,95.0,572.0
61,0.0,0.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0,4.0,2.0,4.0
611,2.0,20.0,11.0,1.0,1.0,212.0,955.0,444.0,32.0,35.0,0.0,15.0,20.0,2.0,1.0,158.0,4.0,136.0,222.0,28.0,168.0
616,114.0,10.0,172.0,50.0,141.0,211.0,489.0,159.0,34.0,65.0,463.0,15.0,198.0,130.0,241.0,97.0,15.0,74.0,292.0,23.0,118.0
619,6.0,3.0,1.0,2.0,4.0,3.0,11.0,4.0,4.0,2.0,9.0,2.0,3.0,5.0,8.0,5.0,5.0,11.0,13.0,7.0,7.0
622,7.0,3.0,10.0,4.0,13.0,303.0,32.0,170.0,53.0,149.0,10.0,3.0,11.0,14.0,8.0,199.0,3.0,67.0,432.0,42.0,78.0
627,7.0,0.0,7.0,8.0,16.0,19.0,27.0,17.0,9.0,10.0,4.0,0.0,19.0,10.0,2.0,21.0,2.0,19.0,26.0,11.0,11.0
631,133.0,17.0,227.0,25.0,71.0,381.0,82.0,483.0,135.0,199.0,420.0,4.0,335.0,133.0,92.0,353.0,6.0,247.0,514.0,87.0,99.0
632,53.0,40.0,41.0,34.0,56.0,49.0,46.0,36.0,20.0,10.0,108.0,0.0,45.0,69.0,56.0,41.0,41.0,44.0,105.0,28.0,35.0
636,0.0,1.0,10.0,2.0,4.0,134.0,18.0,61.0,23.0,17.0,4.0,0.0,11.0,3.0,4.0,118.0,5.0,36.0,52.0,17.0,32.0
638,22.0,18.0,11.0,3.0,10.0,50.0,13.0,39.0,2.0,30.0,48.0,0.0,11.0,37.0,36.0,59.0,2.0,9.0,66.0,5.0,37.0
639,34.0,11.0,9.0,34.0,65.0,38.0,12.0,25.0,6.0,9.0,115.0,0.0,20.0,66.0,45.0,22.0,8.0,8.0,48.0,5.0,9.0
64,46.0,2.0,41.0,202.0,161.0,36.0,13.0,43.0,18.0,22.0,93.0,0.0,69.0,124.0,98.0,58.0,20.0,58.0,110.0,21.0,27.0
640,26.0,40.0,30.0,15.0,24.0,177.0,61.0,52.0,22.0,23.0,39.0,54.0,54.0,59.0,74.0,164.0,17.0,28.0,253.0,12.0,78.0
642,269.0,166.0,478.0,212.0,250.0,341.0,40.0,144.0,31.0,81.0,1045.0,8.0,258.0,342.0,364.0,160.0,30720.0,6118.0,334.0,28.0,55.0
648,558.0,135.0,45.0,121.0,268.0,70.0,1392.0,43.0,17.0,42.0,1419.0,167.0,67.0,326.0,293.0,55.0,55.0,24.0,59.0,12.0,64.0
649,1168.0,10.0,722.0,627.0,867.0,422.0,100.0,268.0,68.0,124.0,4434.0,4.0,959.0,1503.0,1519.0,276.0,18.0,104.0,583.0,79.0,181.0
65,5.0,2.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,6.0,0.0,4.0
651,84.0,6.0,53.0,19.0,77.0,19.0,12.0,20.0,11.0,5.0,118.0,1.0,48.0,88.0,147.0,20.0,13.0,15.0,40.0,12.0,21.0
652,802.0,5.0,1167.0,328.0,643.0,447.0,948.0,333.0,79.0,124.0,2367.0,25.0,986.0,1213.0,1264.0,241.0,43.0,140.0,496.0,36.0,715.0
653,35.0,50.0,19.0,12.0,44.0,36.0,67.0,45.0,32.0,14.0,17.0,18.0,28.0,54.0,65.0,17.0,14.0,27.0,49.0,26.0,31.0
657,177.0,2416.0,177.0,71.0,144.0,155.0,53.0,334.0,87.0,78.0,580.0,45.0,195.0,258.0,334.0,106.0,66.0,106.0,200.0,58.0,77.0
658,119.0,0.0,27.0,39.0,128.0,40.0,5.0,4.0,1.0,10.0,371.0,3.0,71.0,140.0,184.0,7.0,1.0,4.0,25.0,6.0,8.0
66,0.0,2.0,0.0,0.0,1.0,44.0,279.0,31.0,12.0,10.0,0.0,12.0,4.0,2.0,0.0,39.0,6.0,19.0,85.0,8.0,60.0
660,123.0,2.0,59.0,83.0,85.0,114.0,9.0,39.0,14.0,49.0,320.0,0.0,80.0,148.0,150.0,63.0,1.0,27.0,127.0,17.0,40.0
666,287.0,1081.0,160.0,210.0,389.0,132.0,50.0,118.0,15.0,26.0,1100.0,534.0,101.0,511.0,731.0,118.0,101.0,65.0,216.0,16.0,101.0
667,458.0,64.0,733.0,299.0,576.0,218.0,476.0,192.0,47.0,95.0,1690.0,17.0,654.0,803.0,652.0,168.0,15.0,135.0,383.0,41.0,162.0
668,26.0,17.0,13.0,58.0,39.0,44.0,13.0,36.0,16.0,20.0,113.0,5.0,10.0,54.0,61.0,19.0,16.0,14.0,96.0,18.0,20.0
673,8021.0,110.0,12456.0,6161.0,10558.0,9076.0,11127.0,16787.0,3432.0,3715.0,28818.0,20.0,12326.0,13645.0,20074.0,5829.0,844.0,5960.0,10272.0,1816.0,5698.0
674,343.0,389.0,674.0,648.0,617.0,135.0,65.0,462.0,37.0,67.0,1607.0,286.0,401.0,1090.0,891.0,122.0,23.0,220.0,211.0,25.0,96.0
676,614.0,78.0,389.0,453.0,1021.0,402.0,241.0,269.0,289.0,160.0,1719.0,25.0,347.0,1624.0,1107.0,281.0,137.0,192.0,805.0,119.0,152.0
677,1.0,5.0,0.0,0.0,1.0,24.0,6.0,9.0,15.0,10.0,2.0,3.0,3.0,0.0,1.0,12.0,2.0,8.0,34.0,3.0,7.0
683,1.0,1.0,5.0,1.0,2.0,40.0,12.0,15.0,12.0,10.0,2.0,0.0,1.0,0.0,2.0,11.0,5.0,20.0,53.0,11.0,38.0
685,4.0,10.0,7.0,2.0,21.0,322.0,764.0,377.0,57.0,87.0,4.0,12.0,15.0,5.0,1.0,255.0,31.0,107.0,404.0,34.0,231.0
689,58.0,86.0,224.0,43.0,44.0,19.0,14.0,3.0,3.0,7.0,36.0,212.0,9.0,10.0,72.0,21.0,4.0,10.0,60.0,5.0,12.0
690,56.0,163.0,11.0,17.0,116.0,56.0,27.0,12.0,7.0,3.0,203.0,181.0,32.0,47.0,49.0,23.0,6.0,25.0,71.0,7.0,9.0
692,0.0,1.0,55.0,3.0,0.0,1072.0,2625.0,631.0,79.0,145.0,2.0,4.0,28.0,5.0,0.0,815.0,553.0,491.0,1721.0,46.0,701.0
693,14.0,17.0,17.0,34.0,14.0,47.0,9.0,45.0,8.0,14.0,18.0,103.0,5.0,29.0,22.0,23.0,5.0,16.0,36.0,8.0,49.0
695,128.0,29.0,224.0,87.0,148.0,210.0,412.0,351.0,64.0,78.0,334.0,2.0,222.0,202.0,252.0,157.0,12.0,141.0,411.0,46.0,67.0
697,5.0,0.0,6.0,8.0,8.0,43.0,29.0,36.0,19.0,9.0,17.0,0.0,10.0,5.0,5.0,18.0,15.0,59.0,58.0,13.0,25.0
7,52.0,1.0,77.0,0.0,18.0,149.0,1.0,125.0,25.0,59.0,47.0,2.0,91.0,34.0,91.0,120.0,1.0,33.0,152.0,22.0,35.0
701,0.0,15.0,73.0,1.0,0.0,374.0,113.0,308.0,111.0,87.0,1.0,78.0,41.0,2.0,0.0,407.0,106.0,170.0,441.0,31.0,98.0
702,2.0,4.0,99.0,1.0,1.0,705.0,2433.0,1282.0,196.0,188.0,3.0,4.0,109.0,1.0,0.0,499.0,76.0,382.0,660.0,86.0,458.0
703,16.0,0.0,6.0,22.0,14.0,10.0,1.0,2.0,10.0,10.0,11.0,2.0,21.0,55.0,11.0,16.0,0.0,6.0,54.0,7.0,6.0
705,1.0,0.0,9.0,0.0,1.0,456.0,137.0,525.0,86.0,143.0,9.0,0.0,15.0,4.0,1.0,304.0,5.0,172.0,452.0,44.0,151.0
709,86.0,7.0,223.0,26.0,117.0,56.0,929.0,96.0,18.0,29.0,471.0,63.0,184.0,114.0,204.0,26.0,1.0,29.0,166.0,16.0,42.0
711,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,3.0,2.0
713,383.0,4.0,397.0,378.0,268.0,109.0,172.0,64.0,16.0,16.0,1224.0,0.0,168.0,980.0,637.0,92.0,3.0,21.0,433.0,7.0,140.0
715,0.0,1.0,0.0,0.0,0.0,12.0,7.0,8.0,8.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,3.0,40.0,4.0,26.0
717,1371.0,33.0,1107.0,1221.0,1305.0,443.0,90.0,196.0,60.0,87.0,4283.0,63.0,938.0,3699.0,3039.0,309.0,30.0,110.0,525.0,30.0,521.0
721,7.0,6.0,17.0,13.0,8.0,211.0,1043.0,225.0,35.0,81.0,7.0,4.0,14.0,22.0,7.0,151.0,486.0,179.0,345.0,21.0,110.0
724,9.0,7.0,3.0,12.0,11.0,89.0,11.0,148.0,20.0,31.0,19.0,1.0,15.0,18.0,11.0,69.0,3.0,75.0,320.0,13.0,18.0
727,764.0,12.0,1433.0,197.0,728.0,449.0,15.0,798.0,55.0,127.0,2090.0,7.0,1323.0,798.0,530.0,253.0,5.0,299.0,211.0,54.0,192.0
729,440.0,82.0,270.0,316.0,398.0,268.0,1562.0,260.0,85.0,109.0,948.0,37.0,264.0,641.0,642.0,218.0,16.0,83.0,278.0,52.0,148.0
731,13.0,13.0,466.0,2.0,2.0,2190.0,6822.0,6973.0,659.0,966.0,10.0,2.0,541.0,6.0,71.0,2009.0,248.0,2344.0,3991.0,409.0,2094.0
732,8.0,12.0,22.0,5.0,2.0,305.0,56.0,590.0,61.0,158.0,7.0,88.0,19.0,2.0,2.0,266.0,18.0,220.0,455.0,52.0,120.0
734,420.0,5.0,79.0,286.0,684.0,111.0,23.0,187.0,38.0,61.0,1529.0,13.0,75.0,641.0,599.0,46.0,18.0,66.0,156.0,18.0,44.0
735,1.0,0.0,5.0,0.0,0.0,68.0,14.0,50.0,13.0,14.0,0.0,0.0,2.0,0.0,0.0,36.0,5.0,21.0,131.0,9.0,44.0
738,7.0,13.0,10.0,0.0,11.0,27.0,17.0,42.0,6.0,6.0,20.0,12.0,12.0,4.0,9.0,15.0,17.0,7.0,35.0,5.0,13.0
739,3.0,4.0,104.0,1.0,4.0,2204.0,1017.0,1275.0,397.0,455.0,30.0,7.0,69.0,9.0,1.0,1565.0,807.0,831.0,4721.0,156.0,4214.0
740,3.0,5.0,6.0,2.0,7.0,13.0,13.0,29.0,4.0,2.0,5.0,0.0,16.0,4.0,4.0,8.0,10.0,36.0,32.0,14.0,10.0
741,39.0,8.0,28.0,49.0,39.0,20.0,2.0,19.0,9.0,8.0,98.0,3.0,34.0,43.0,45.0,14.0,7.0,23.0,24.0,9.0,13.0
742,24.0,18.0,177.0,40.0,36.0,567.0,6754.0,999.0,280.0,192.0,81.0,9.0,128.0,55.0,64.0,441.0,190.0,450.0,1429.0,110.0,494.0
748,1.0,5.0,16.0,3.0,8.0,167.0,78.0,94.0,41.0,41.0,2.0,5.0,16.0,1.0,4.0,136.0,184.0,85.0,294.0,13.0,231.0
749,1.0,1.0,7.0,2.0,2.0,119.0,10.0,69.0,14.0,36.0,3.0,1.0,23.0,0.0,0.0,72.0,2.0,10.0,133.0,10.0,21.0
754,1.0,0.0,6.0,0.0,0.0,184.0,9.0,104.0,19.0,36.0,1.0,1.0,5.0,0.0,0.0,124.0,10.0,49.0,309.0,13.0,100.0
755,1.0,2.0,0.0,0.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,0.0,7.0,15.0,1.0,7.0
756,391.0,74.0,579.0,563.0,595.0,239.0,95.0,154.0,67.0,54.0,2085.0,27.0,480.0,1357.0,1033.0,108.0,24.0,120.0,380.0,57.0,318.0
760,304.0,17.0,1602.0,114.0,262.0,430.0,177.0,321.0,54.0,143.0,1006.0,7.0,572.0,193.0,397.0,262.0,543.0,279.0,356.0,72.0,84.0
77,56.0,18.0,87.0,15.0,15.0,111.0,11.0,40.0,14.0,51.0,86.0,13.0,34.0,57.0,38.0,50.0,73.0,83.0,125.0,12.0,18.0
772,22.0,29.0,28.0,8.0,17.0,19.0,26.0,18.0,4.0,10.0,33.0,23.0,14.0,11.0,2.0,28.0,4.0,26.0,22.0,12.0,13.0
775,3.0,8.0,25.0,2.0,0.0,243.0,33.0,291.0,112.0,88.0,0.0,6.0,27.0,0.0,3.0,204.0,36.0,142.0,306.0,47.0,236.0
778,300.0,27.0,161.0,44.0,172.0,304.0,79.0,390.0,112.0,116.0,616.0,16.0,196.0,407.0,277.0,356.0,9.0,71.0,741.0,31.0,123.0
78,0.0,0.0,5.0,1.0,0.0,8.0,0.0,32.0,8.0,13.0,2.0,0.0,3.0,0.0,2.0,17.0,0.0,13.0,30.0,9.0,9.0
782,1.0,1.0,3.0,2.0,0.0,94.0,339.0,140.0,26.0,57.0,2.0,0.0,5.0,0.0,1.0,74.0,1.0,46.0,112.0,17.0,42.0
783,367.0,648.0,269.0,252.0,632.0,181.0,2772.0,70.0,9.0,25.0,2365.0,131.0,131.0,647.0,504.0,107.0,8.0,38.0,135.0,17.0,47.0
784,3.0,9.0,6.0,1.0,3.0,106.0,26.0,23.0,7.0,41.0,3.0,14.0,2.0,3.0,3.0,81.0,28.0,14.0,211.0,9.0,33.0
789,1.0,2.0,2.0,0.0,0.0,85.0,30.0,38.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,27.0,2.0,22.0,87.0,9.0,91.0
790,13.0,176.0,49.0,27.0,38.0,269.0,412.0,288.0,73.0,137.0,41.0,32.0,72.0,65.0,19.0,144.0,24.0,98.0,721.0,36.0,293.0
791,23.0,101.0,21.0,52.0,64.0,57.0,28.0,42.0,14.0,20.0,80.0,31.0,22.0,85.0,75.0,32.0,2.0,26.0,71.0,16.0,64.0
795,28.0,31.0,2355.0,32.0,16.0,7137.0,4974.0,14775.0,1147.0,1868.0,82.0,80.0,2175.0,40.0,15.0,4955.0,930.0,5605.0,7454.0,788.0,2544.0
796,0.0,34.0,18.0,0.0,2.0,473.0,1247.0,440.0,259.0,301.0,6.0,48.0,28.0,1.0,1.0,239.0,303.0,223.0,1375.0,73.0,290.0
797,1.0,3.0,2.0,0.0,7.0,25.0,15.0,12.0,18.0,26.0,4.0,6.0,4.0,3.0,3.0,22.0,1.0,13.0,48.0,7.0,24.0
798,1.0,7.0,21.0,3.0,1.0,829.0,142.0,1734.0,271.0,591.0,304.0,1.0,28.0,5.0,3.0,989.0,87.0,331.0,1727.0,174.0,221.0
800,0.0,5.0,0.0,1.0,1.0,3.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,9.0,4.0,5.0,5.0,2.0
801,44.0,1050.0,5.0,111.0,47.0,11.0,4.0,7.0,11.0,2.0,162.0,813.0,17.0,181.0,102.0,12.0,9.0,8.0,44.0,2.0,42.0
803,1.0,0.0,0.0,0.0,5.0,80.0,29.0,33.0,14.0,19.0,0.0,0.0,0.0,1.0,0.0,36.0,4.0,13.0,53.0,11.0,10.0
804,45.0,48.0,141.0,7.0,79.0,60.0,2723.0,40.0,13.0,13.0,129.0,20.0,169.0,53.0,96.0,29.0,244.0,75.0,146.0,6.0,29.0
805,80.0,19.0,166.0,22.0,61.0,33.0,38.0,46.0,4.0,14.0,359.0,32.0,134.0,52.0,79.0,59.0,4.0,27.0,44.0,12.0,19.0
807,0.0,1.0,1.0,1.0,0.0,28.0,14.0,6.0,2.0,9.0,11.0,2.0,6.0,0.0,0.0,9.0,4.0,7.0,55.0,8.0,6.0
808,14.0,25.0,7.0,7.0,10.0,51.0,916.0,63.0,27.0,27.0,37.0,14.0,12.0,24.0,22.0,55.0,7.0,27.0,98.0,23.0,44.0
809,200.0,29.0,216.0,52.0,228.0,180.0,23.0,142.0,68.0,63.0,534.0,9.0,104.0,233.0,247.0,108.0,18.0,74.0,238.0,41.0,72.0
81,83.0,498.0,12.0,101.0,82.0,59.0,1641.0,23.0,6.0,21.0,406.0,38.0,12.0,174.0,70.0,55.0,5.0,9.0,50.0,13.0,28.0
811,148.0,1436.0,19.0,75.0,75.0,63.0,425.0,40.0,16.0,12.0,310.0,463.0,15.0,236.0,64.0,27.0,3.0,30.0,111.0,15.0,32.0
812,0.0,2.0,0.0,8.0,3.0,23.0,3.0,34.0,6.0,9.0,1.0,1.0,1.0,3.0,0.0,13.0,3.0,8.0,33.0,4.0,14.0
813,28.0,121.0,43.0,40.0,60.0,204.0,616.0,201.0,96.0,97.0,87.0,6.0,54.0,113.0,56.0,138.0,385.0,179.0,623.0,51.0,78.0
819,2.0,6.0,85.0,2.0,2.0,1022.0,1591.0,391.0,114.0,91.0,6.0,4.0,38.0,5.0,4.0,784.0,30.0,255.0,1002.0,59.0,215.0
821,1.0,1.0,4.0,1.0,3.0,158.0,1099.0,42.0,22.0,32.0,2.0,0.0,4.0,1.0,0.0,35.0,4.0,26.0,60.0,14.0,46.0
823,33.0,30.0,21.0,41.0,63.0,122.0,22.0,210.0,36.0,54.0,59.0,1.0,25.0,38.0,39.0,64.0,96.0,69.0,179.0,29.0,76.0
830,1.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,2.0,6.0
833,22.0,69.0,10.0,19.0,33.0,23.0,31.0,26.0,13.0,5.0,37.0,4.0,24.0,44.0,18.0,10.0,28.0,25.0,47.0,9.0,13.0
835,84.0,22.0,85.0,52.0,35.0,32.0,33.0,7.0,4.0,7.0,253.0,12.0,40.0,85.0,98.0,19.0,5.0,12.0,34.0,7.0,30.0
837,64.0,19.0,80.0,33.0,69.0,334.0,34.0,145.0,42.0,78.0,193.0,4.0,88.0,61.0,33.0,141.0,6.0,87.0,184.0,38.0,84.0
838,42696.0,114761.0,43580.0,46444.0,56964.0,17236.0,6106.0,11324.0,1660.0,2294.0,147906.0,371.0,36004.0,108899.0,112175.0,12546.0,1272.0,6737.0,17569.0,1385.0,7474.0
839,13.0,8.0,14.0,25.0,27.0,38.0,12.0,25.0,14.0,3.0,31.0,1.0,33.0,55.0,30.0,39.0,25.0,29.0,34.0,13.0,18.0
841,84.0,9641.0,67.0,85.0,48.0,43.0,34.0,24.0,18.0,7.0,221.0,12849.0,39.0,216.0,37.0,19.0,39.0,20.0,71.0,9.0,89.0
842,705.0,229.0,813.0,623.0,1128.0,123.0,1781.0,123.0,42.0,54.0,1883.0,155.0,793.0,2136.0,2281.0,97.0,72.0,89.0,168.0,26.0,222.0
843,3.0,50.0,15.0,7.0,27.0,582.0,5922.0,1044.0,288.0,437.0,20.0,20.0,27.0,14.0,7.0,477.0,590.0,436.0,1119.0,137.0,681.0
848,3.0,4.0,0.0,2.0,14.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,0.0,6.0,1.0,6.0,11.0,5.0,5.0
850,12.0,21.0,62.0,9.0,12.0,1193.0,721.0,1158.0,338.0,218.0,6.0,16.0,89.0,8.0,8.0,886.0,467.0,575.0,1819.0,139.0,594.0
853,251.0,369.0,354.0,236.0,412.0,188.0,137.0,483.0,93.0,123.0,1149.0,40.0,296.0,394.0,588.0,161.0,48.0,121.0,341.0,76.0,394.0
854,1.0,3.0,10.0,0.0,2.0,33.0,661.0,20.0,7.0,6.0,4.0,4.0,10.0,0.0,0.0,33.0,26.0,27.0,90.0,2.0,47.0
857,3.0,22.0,192.0,2.0,0.0,3939.0,870.0,3352.0,897.0,996.0,57.0,16.0,78.0,4.0,1.0,2646.0,865.0,2011.0,10368.0,481.0,1731.0
859,71.0,138.0,76.0,72.0,76.0,59.0,17.0,41.0,14.0,13.0,179.0,16.0,31.0,108.0,142.0,36.0,7.0,15.0,120.0,3.0,35.0
860,45.0,43.0,26.0,79.0,75.0,102.0,32.0,104.0,46.0,51.0,75.0,6.0,36.0,98.0,62.0,88.0,10.0,74.0,250.0,41.0,40.0
862,73.0,40.0,69.0,166.0,115.0,68.0,24.0,92.0,55.0,14.0,230.0,4.0,69.0,151.0,143.0,28.0,10.0,106.0,73.0,52.0,37.0
868,8.0,22.0,62.0,47.0,40.0,22.0,19.0,19.0,15.0,8.0,97.0,1.0,36.0,32.0,43.0,11.0,3.0,12.0,89.0,1.0,47.0
869,66.0,1.0,126.0,1.0,39.0,56.0,4.0,90.0,9.0,20.0,244.0,0.0,64.0,18.0,40.0,23.0,3.0,24.0,59.0,9.0,16.0
87,2.0,12.0,7.0,2.0,6.0,169.0,2.0,144.0,14.0,29.0,5.0,8.0,2.0,7.0,1.0,2.0,0.0,65.0,5.0,19.0,94.0
870,0.0,44.0,0.0,0.0,4.0,24.0,3.0,12.0,6.0,7.0,1.0,13.0,1.0,0.0,1.0,4.0,0.0,2.0,17.0,2.0,8.0
871,7.0,1.0,1.0,1.0,14.0,6.0,7.0,6.0,4.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,6.0,4.0,3.0,2.0,3.0
879,0.0,0.0,1.0,0.0,0.0,14.0,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,7.0,24.0,5.0,11.0
880,0.0,3.0,1.0,1.0,1.0,4.0,6.0,7.0,8.0,11.0,2.0,1.0,6.0,2.0,0.0,13.0,3.0,7.0,17.0,3.0,7.0
882,1.0,8.0,1.0,0.0,3.0,6.0,6.0,6.0,11.0,2.0,2.0,5.0,2.0,1.0,0.0,7.0,3.0,6.0,14.0,4.0,2.0
887,14.0,24.0,23.0,2.0,3.0,92.0,9.0,95.0,78.0,64.0,7.0,4.0,32.0,11.0,23.0,83.0,15.0,46.0,346.0,16.0,76.0
888,76.0,2.0,21.0,58.0,79.0,58.0,1.0,28.0,17.0,17.0,249.0,2.0,48.0,103.0,167.0,33.0,126.0,46.0,60.0,6.0,24.0
89,513.0,261.0,139.0,358.0,473.0,167.0,334.0,325.0,26.0,170.0,1612.0,453.0,194.0,926.0,718.0,109.0,168.0,92.0,192.0,23.0,235.0
892,0.0,3.0,4.0,0.0,0.0,89.0,11.0,27.0,3.0,16.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,6.0,47.0,7.0,7.0
897,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0
904,0.0,0.0,1.0,1.0,1.0,40.0,7.0,17.0,9.0,12.0,1.0,4.0,1.0,0.0,0.0,15.0,37.0,6.0,31.0,2.0,10.0
