strain_id,T0_noMTX_noDrug.MID2_TPO4,T0_noMTX_noDrug.PLM2_SNA3,T0_noMTX_noDrug.MID2_WSC2,T0_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.ALO1_ADE17,T0_noMTX_noDrug.ERG11_PIS1,T0_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.SRO9_GIS2,T0_noMTX_noDrug.HNM1_TPO1,T0_noMTX_noDrug.SRO9_SGN1,T0_noMTX_noDrug.HUG1_ADE17,T0_noMTX_noDrug.PLM2_HNM1,T0_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.HNM1_RBD2,T0_noMTX_noDrug.ERV25_ERG5,T0_noMTX_noDrug.PMC1_GTR2,T0_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.SSH1_ERG11,T0_noMTX_noDrug.ADE17_HYR1,T0_noMTX_noDrug.ERG27_ACF2,T0_noMTX_noDrug.ALO1_HYR1,T0_noMTX_noDrug.HUG1_PGM2,T0_noMTX_noDrug.SRO9_DHH1,T0_noMTX_noDrug.MID2_RSN1,T0_noMTX_noDrug.ERG11_ERV25,T0_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.ALO1_UIP4,T0_noMTX_noDrug.SSH1_ERV25,T0_noMTX_noDrug.SSH1_PIS1,T0_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.TPO1_TPO2,T0_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.RET2_EMP70,T0_noMTX_noDrug.ERV25_RBD2,T0_noMTX_noDrug.ERV25_PIS1,T0_noMTX_noDrug.FMP45_HNM1,T0_noMTX_noDrug.HNM1_MAM33,T0_noMTX_noDrug.noPPI_reference,T0_noMTX_noDrug.SSH1_ORM2,T0_noMTX_noDrug.PMC1_CTR2,T0_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.FMP45_MEP1,T0_noMTX_noDrug.HNM1_MID2,T0_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_ERG11,T0_noMTX_noDrug.SNA4_VAC8,T0_noMTX_noDrug.ERV25_EMP47,T0_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERV25_ORM2,T0_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ADE17_GIS2,T0_noMTX_noDrug.TPO1_TCB2,T0_noMTX_noDrug.HNM1_TPO4,T0_noMTX_noDrug.ERG11_HYR1,T0_noMTX_noDrug.FMP45_MID2,T0_noMTX_noDrug.MID2_MAM33,T0_noMTX_noDrug.MID2_PIN2,T0_noMTX_noDrug.MID2_TPO2,T0_noMTX_noDrug.GTR1_SLM4,T0_noMTX_noDrug.ADE17_PGM2,T0_noMTX_noDrug.RET2_SNA3
250,4.0,1.0,103.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,22.0,1.0,0.0,15.0,1.0,14.0,2.0,3.0,4.0,1.0,0.0,16.0,2.0,10.0,21.0,5.0,1.0,1.0,4.0,2.0,0.0,1.0,18.0,11.0,70.0,0.0,1.0,2.0,14.0,3.0,17.0,4.0,0.0,23.0,6.0,40.0,8.0,0.0,3.0,4.0,11.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0
252,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,19.0,22.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,19.0,1.0,9.0,0.0,0.0,0.0,1.0,3.0,10.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,20.0,0.0
253,8.0,2.0,6.0,4.0,15.0,17.0,68.0,14.0,2.0,46.0,0.0,5.0,4.0,12.0,79.0,15.0,0.0,17.0,132.0,5.0,27.0,2.0,53.0,6.0,1.0,2.0,23.0,15.0,2.0,18.0,4.0,5.0,0.0,10.0,2.0,14.0,1.0,12.0,7.0,31.0,0.0,4.0,14.0,9.0,1.0,12.0,249.0,50.0,12.0,66.0,6.0,43.0,3.0,1.0,5.0,6.0,7.0,21.0,7.0,2.0,8.0,0.0
254,85.0,77.0,9.0,195.0,258.0,48.0,92.0,12.0,32.0,48.0,113.0,87.0,7.0,61.0,359.0,53.0,147.0,22.0,177.0,231.0,3.0,199.0,34.0,55.0,3.0,75.0,17.0,44.0,29.0,43.0,194.0,30.0,12.0,6.0,1.0,54.0,136.0,17.0,91.0,49.0,1.0,182.0,46.0,73.0,132.0,121.0,41.0,60.0,55.0,148.0,45.0,60.0,170.0,25.0,19.0,169.0,107.0,65.0,28.0,10.0,1.0,6.0
257,46.0,25.0,9.0,226.0,8.0,16.0,0.0,7.0,47.0,19.0,12.0,43.0,1.0,16.0,30.0,4.0,48.0,13.0,492.0,110.0,7.0,63.0,5.0,52.0,6.0,56.0,7.0,13.0,9.0,1.0,6.0,20.0,1.0,58.0,12.0,37.0,76.0,11.0,16.0,5.0,1.0,7.0,7.0,47.0,180.0,77.0,62.0,51.0,23.0,37.0,17.0,315.0,3.0,60.0,27.0,20.0,69.0,90.0,47.0,4955.0,244.0,3.0
258,74.0,232.0,14.0,143.0,123.0,43.0,39.0,22.0,48.0,26.0,32.0,77.0,7.0,129.0,109.0,4.0,102.0,23.0,690.0,220.0,12.0,49.0,28.0,29.0,2.0,14.0,27.0,35.0,5.0,11.0,17.0,26.0,3.0,135.0,11.0,21.0,175.0,19.0,32.0,2.0,1.0,31.0,118.0,71.0,337.0,89.0,415.0,54.0,44.0,89.0,67.0,118.0,17.0,189.0,30.0,30.0,37.0,25.0,38.0,7.0,134.0,5.0
27,3.0,16.0,3.0,10.0,22.0,12.0,13.0,15.0,1.0,8.0,0.0,20.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,11.0,0.0,1.0,11.0,5.0,4.0,2.0,16.0,6.0,0.0,1.0,24.0,10.0,6.0,0.0,0.0,24.0,1.0,2.0,20.0,4.0,1.0,21.0,35.0,3.0,1.0,10.0,1.0,54.0,12.0,0.0,1.0,2.0,23.0,0.0,7.0,2.0,3.0,9.0,5.0,1.0,2.0,14.0
271,104.0,14.0,8.0,15.0,462.0,33.0,100.0,21.0,20.0,93.0,50.0,27.0,4.0,8.0,84.0,31.0,122.0,14.0,0.0,73.0,109.0,85.0,26.0,33.0,6.0,51.0,195.0,23.0,1.0,11.0,13.0,17.0,3.0,13.0,6.0,74.0,10.0,22.0,31.0,57.0,0.0,34.0,24.0,41.0,5.0,63.0,3.0,69.0,11.0,145.0,139.0,1.0,28.0,40.0,24.0,180.0,78.0,25.0,45.0,6.0,1.0,3.0
272,28.0,6.0,167.0,6.0,4.0,29.0,50.0,5.0,2.0,6.0,0.0,49.0,2.0,6.0,7.0,2.0,0.0,2.0,60.0,0.0,0.0,0.0,5.0,20.0,3.0,5.0,2.0,37.0,0.0,14.0,1.0,20.0,0.0,0.0,0.0,10.0,17.0,16.0,0.0,3.0,0.0,0.0,5.0,9.0,0.0,25.0,1.0,18.0,33.0,7.0,16.0,0.0,1.0,18.0,14.0,8.0,4.0,11.0,1.0,499.0,2.0,0.0
277,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
286,6.0,3.0,2.0,10.0,7.0,5.0,21.0,0.0,14.0,4.0,19.0,52.0,4.0,0.0,7.0,12.0,62.0,4.0,2.0,55.0,56.0,33.0,5.0,5.0,0.0,29.0,41.0,22.0,14.0,2.0,155.0,5.0,4.0,1.0,0.0,20.0,0.0,11.0,3.0,10.0,2.0,52.0,4.0,3.0,0.0,9.0,36.0,2.0,4.0,25.0,5.0,0.0,188.0,3.0,4.0,2.0,10.0,2.0,8.0,2.0,0.0,1.0
289,126.0,13.0,29.0,45.0,185.0,33.0,67.0,15.0,43.0,34.0,52.0,111.0,7.0,79.0,143.0,134.0,13.0,13.0,166.0,22.0,74.0,27.0,27.0,72.0,9.0,4.0,58.0,27.0,14.0,9.0,28.0,16.0,2.0,82.0,1.0,95.0,45.0,8.0,31.0,65.0,2.0,24.0,19.0,199.0,72.0,265.0,4.0,117.0,38.0,60.0,103.0,56.0,38.0,15.0,27.0,118.0,88.0,60.0,61.0,11.0,4.0,1.0
29,103.0,4.0,129.0,4.0,27.0,146.0,181.0,60.0,1.0,81.0,1.0,3.0,11.0,7.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,4.0,37.0,24.0,4.0,1.0,132.0,17.0,0.0,51.0,0.0,25.0,4.0,0.0,1.0,101.0,1.0,11.0,71.0,2.0,0.0,0.0,7.0,10.0,1.0,12.0,0.0,5.0,29.0,6.0,2.0,2.0,0.0,0.0,89.0,213.0,30.0,12.0,9.0,3.0,3.0,4.0
294,61.0,3.0,5.0,65.0,62.0,24.0,37.0,4.0,67.0,13.0,40.0,2.0,6.0,1.0,66.0,40.0,17.0,15.0,5.0,41.0,25.0,30.0,32.0,17.0,3.0,3.0,70.0,22.0,1.0,42.0,0.0,6.0,1.0,6.0,2.0,37.0,8.0,18.0,9.0,38.0,1.0,2.0,1.0,61.0,4.0,66.0,1.0,59.0,19.0,83.0,105.0,31.0,2.0,3.0,37.0,31.0,25.0,9.0,24.0,2.0,2.0,1.0
296,32.0,47.0,5.0,75.0,224.0,30.0,58.0,8.0,3.0,25.0,31.0,51.0,5.0,3.0,125.0,44.0,64.0,27.0,1.0,25.0,49.0,78.0,46.0,19.0,2.0,23.0,86.0,23.0,18.0,12.0,80.0,8.0,2.0,83.0,0.0,76.0,5.0,19.0,61.0,53.0,5.0,36.0,26.0,56.0,43.0,44.0,43.0,45.0,36.0,51.0,122.0,61.0,108.0,45.0,18.0,160.0,46.0,33.0,13.0,3837.0,4.0,4.0
299,4.0,159.0,5.0,3.0,162.0,18.0,7.0,5.0,45.0,3.0,19.0,37.0,2.0,1.0,86.0,4.0,24.0,3.0,1.0,29.0,13.0,21.0,23.0,5.0,0.0,2.0,19.0,31.0,1.0,14.0,5.0,14.0,2.0,144.0,0.0,6.0,4.0,6.0,20.0,3.0,0.0,1.0,27.0,17.0,37.0,12.0,3.0,21.0,8.0,47.0,38.0,0.0,6.0,3.0,17.0,3.0,12.0,3.0,10.0,27.0,18.0,3.0
307,33.0,5.0,3.0,0.0,239.0,20.0,29.0,3.0,0.0,31.0,36.0,111.0,7.0,1.0,1.0,4.0,20.0,2.0,3.0,43.0,2.0,31.0,36.0,28.0,3.0,1.0,21.0,1.0,0.0,13.0,3.0,1.0,4.0,5.0,1.0,8.0,1.0,13.0,21.0,17.0,0.0,1.0,4.0,11.0,2.0,4.0,1.0,1.0,20.0,10.0,0.0,2.0,3.0,2.0,10.0,45.0,87.0,48.0,34.0,1.0,1.0,0.0
308,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,10.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
31,15.0,3.0,0.0,18.0,1.0,14.0,9.0,0.0,0.0,13.0,0.0,87.0,2.0,2.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,22.0,0.0,6.0,5.0,0.0,0.0,0.0,8.0,7.0,5.0,6.0,0.0,3.0,17.0,7.0,1.0,0.0,1.0,2.0,3.0,60.0,0.0,1.0,2.0,369.0,0.0,2.0
311,2.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0
312,3.0,5.0,0.0,11.0,33.0,37.0,107.0,10.0,0.0,41.0,6.0,2.0,23.0,0.0,2.0,4.0,8.0,6.0,1.0,43.0,1.0,7.0,7.0,6.0,5.0,2.0,14.0,15.0,3.0,30.0,0.0,47.0,3.0,1.0,0.0,42.0,2.0,10.0,10.0,0.0,1.0,0.0,12.0,8.0,1.0,19.0,0.0,5.0,16.0,26.0,6.0,1.0,2.0,12.0,44.0,25.0,2.0,3.0,1.0,2.0,1.0,2.0
32,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,44.0,117.0,54.0,100.0,147.0,49.0,79.0,6.0,126.0,33.0,21.0,125.0,14.0,171.0,110.0,14.0,39.0,101.0,19.0,6.0,62.0,46.0,13.0,20.0,10.0,6.0,30.0,113.0,70.0,57.0,74.0,44.0,8.0,72.0,10.0,57.0,128.0,16.0,229.0,13.0,2.0,40.0,37.0,79.0,204.0,191.0,265.0,28.0,61.0,159.0,9.0,10.0,47.0,123.0,77.0,13.0,46.0,19.0,18.0,6.0,7.0,6.0
323,2.0,1.0,1.0,0.0,61.0,4.0,40.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,41.0,0.0,9.0,11.0,3.0,18.0,1.0,6.0,1.0,11.0,1.0,0.0,16.0,11.0,7.0,0.0,16.0,0.0,2.0,4.0,0.0,1.0,1.0,7.0,8.0,1.0,1.0,1.0,1.0,17.0,2.0,12.0,0.0,16.0,1.0,32.0,10.0,1.0,11.0,0.0,3.0,3.0,6.0,3.0,8.0,1.0,1.0,8.0
325,51.0,24.0,174.0,30.0,13.0,56.0,200.0,8.0,33.0,24.0,145.0,27.0,16.0,2.0,217.0,47.0,189.0,48.0,5.0,20.0,6.0,281.0,30.0,38.0,5.0,16.0,103.0,69.0,14.0,22.0,60.0,55.0,10.0,9.0,10.0,155.0,30.0,25.0,68.0,51.0,3.0,45.0,9.0,43.0,35.0,52.0,3.0,30.0,28.0,202.0,50.0,2.0,83.0,5.0,105.0,73.0,92.0,20.0,49.0,4.0,2.0,6.0
33,18.0,7.0,4.0,21.0,121.0,24.0,19.0,2.0,6.0,4.0,0.0,45.0,5.0,1.0,63.0,10.0,1.0,11.0,89.0,5.0,5.0,1.0,11.0,17.0,1.0,1.0,16.0,43.0,6.0,3.0,16.0,20.0,3.0,3.0,17.0,70.0,52.0,6.0,72.0,7.0,1.0,2.0,0.0,76.0,64.0,112.0,92.0,5.0,19.0,95.0,7.0,0.0,18.0,34.0,4.0,80.0,12.0,5.0,14.0,4.0,19.0,0.0
335,97.0,9.0,155.0,47.0,97.0,24.0,7.0,9.0,7.0,5.0,60.0,26.0,10.0,5.0,18.0,16.0,43.0,74.0,0.0,62.0,7.0,39.0,33.0,52.0,3.0,3.0,73.0,96.0,1.0,2.0,53.0,8.0,1.0,179.0,2.0,26.0,1.0,17.0,33.0,12.0,0.0,48.0,24.0,9.0,15.0,15.0,2.0,15.0,17.0,22.0,95.0,0.0,37.0,2.0,5.0,87.0,109.0,41.0,52.0,0.0,1.0,1.0
336,27.0,4.0,4.0,34.0,26.0,17.0,49.0,10.0,2.0,38.0,15.0,75.0,6.0,3.0,43.0,32.0,36.0,3.0,1.0,72.0,2.0,62.0,22.0,32.0,6.0,3.0,28.0,14.0,2.0,11.0,92.0,14.0,8.0,53.0,4.0,101.0,0.0,6.0,31.0,45.0,2.0,71.0,26.0,47.0,2.0,73.0,0.0,1.0,15.0,14.0,18.0,0.0,130.0,10.0,21.0,141.0,14.0,22.0,28.0,7.0,0.0,9.0
337,94.0,28.0,60.0,122.0,377.0,119.0,326.0,33.0,49.0,200.0,76.0,155.0,41.0,57.0,457.0,33.0,139.0,55.0,8.0,159.0,83.0,127.0,58.0,34.0,24.0,154.0,289.0,110.0,19.0,82.0,70.0,96.0,8.0,48.0,22.0,111.0,66.0,19.0,152.0,61.0,6.0,38.0,43.0,48.0,71.0,114.0,5.0,241.0,32.0,451.0,431.0,10.0,42.0,59.0,178.0,178.0,48.0,42.0,26.0,1680.0,4.0,9.0
339,65.0,2.0,15.0,16.0,2.0,21.0,42.0,12.0,4.0,13.0,4.0,26.0,4.0,4.0,53.0,2.0,2.0,8.0,0.0,15.0,1.0,0.0,18.0,24.0,4.0,0.0,13.0,22.0,3.0,13.0,2.0,8.0,1.0,5.0,1.0,40.0,0.0,12.0,15.0,10.0,1.0,0.0,6.0,25.0,10.0,17.0,2.0,3.0,46.0,13.0,25.0,1.0,2.0,25.0,39.0,35.0,59.0,8.0,17.0,7.0,1.0,2.0
347,32.0,2.0,0.0,49.0,3.0,8.0,5.0,2.0,3.0,9.0,20.0,18.0,5.0,1.0,13.0,19.0,22.0,4.0,0.0,91.0,142.0,43.0,13.0,23.0,3.0,121.0,36.0,20.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,23.0,1.0,11.0,9.0,18.0,2.0,3.0,15.0,37.0,146.0,11.0,0.0,28.0,1.0,10.0,105.0,0.0,3.0,1.0,6.0,4.0,17.0,11.0,14.0,1.0,0.0,5.0
348,21.0,4.0,0.0,16.0,8.0,20.0,3.0,1.0,63.0,6.0,5.0,0.0,1.0,5.0,36.0,4.0,7.0,12.0,145.0,21.0,0.0,2.0,11.0,12.0,3.0,3.0,10.0,16.0,2.0,8.0,106.0,6.0,2.0,0.0,0.0,2.0,51.0,9.0,32.0,4.0,1.0,74.0,15.0,32.0,63.0,55.0,0.0,7.0,13.0,16.0,40.0,65.0,110.0,40.0,3.0,53.0,22.0,14.0,9.0,1.0,48.0,2.0
350,33.0,15.0,3.0,80.0,15.0,14.0,27.0,2.0,57.0,3.0,4.0,73.0,4.0,9.0,25.0,1.0,7.0,28.0,53.0,95.0,1.0,6.0,8.0,18.0,5.0,1.0,6.0,95.0,19.0,19.0,1.0,10.0,1.0,3.0,13.0,5.0,21.0,5.0,85.0,0.0,3.0,0.0,36.0,19.0,71.0,26.0,1.0,29.0,44.0,83.0,7.0,100.0,2.0,65.0,25.0,20.0,19.0,13.0,12.0,6.0,58.0,1.0
354,32.0,6.0,61.0,16.0,11.0,18.0,45.0,3.0,2.0,45.0,13.0,44.0,9.0,0.0,2.0,17.0,38.0,14.0,2.0,103.0,8.0,30.0,10.0,24.0,6.0,4.0,4.0,17.0,1.0,0.0,52.0,0.0,4.0,2.0,0.0,16.0,2.0,9.0,31.0,19.0,1.0,20.0,22.0,3.0,2.0,5.0,49.0,0.0,10.0,5.0,5.0,2.0,41.0,0.0,14.0,73.0,26.0,19.0,16.0,7.0,0.0,1.0
358,39.0,1.0,1.0,0.0,10.0,6.0,0.0,1.0,0.0,21.0,10.0,3.0,0.0,2.0,14.0,4.0,23.0,0.0,3.0,23.0,20.0,26.0,9.0,10.0,1.0,1.0,15.0,1.0,10.0,0.0,5.0,6.0,2.0,27.0,8.0,5.0,2.0,15.0,1.0,2.0,0.0,3.0,0.0,7.0,2.0,9.0,2.0,16.0,1.0,21.0,37.0,1.0,4.0,5.0,5.0,15.0,19.0,12.0,6.0,519.0,1.0,2.0
359,3.0,0.0,2.0,2.0,12.0,6.0,2.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,10.0,4.0,0.0,10.0,1.0,8.0,1.0,4.0,2.0,14.0,0.0,0.0,7.0,15.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,25.0,21.0,6.0,0.0,0.0,0.0,3.0,0.0,8.0,41.0,1.0,3.0,7.0,3.0,0.0,0.0,0.0,2.0,11.0,4.0,11.0,23.0,1.0,1.0,1.0
364,34.0,6.0,105.0,18.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,28.0,0.0,3.0,0.0,12.0,3.0,1.0,0.0,5.0,11.0,1.0,2.0,0.0,11.0,1.0,28.0,1.0,1.0,0.0,14.0,0.0,0.0,9.0,8.0,5.0,0.0,0.0,2.0,6.0,11.0,49.0,5.0,3.0,1.0,12.0,15.0,14.0,65.0,1.0,4.0,11.0,10.0,27.0,8.0,24.0,0.0,0.0,1.0
375,61.0,8.0,4.0,48.0,18.0,73.0,129.0,6.0,29.0,54.0,53.0,126.0,8.0,2.0,190.0,44.0,87.0,21.0,5.0,53.0,30.0,49.0,74.0,29.0,7.0,8.0,19.0,10.0,2.0,29.0,8.0,53.0,3.0,101.0,2.0,108.0,92.0,11.0,16.0,51.0,0.0,6.0,226.0,41.0,77.0,53.0,2.0,4.0,27.0,48.0,19.0,3.0,4.0,1.0,70.0,142.0,32.0,29.0,33.0,11.0,3.0,3.0
383,41.0,2.0,5.0,7.0,97.0,34.0,53.0,14.0,2.0,31.0,22.0,53.0,5.0,42.0,51.0,29.0,50.0,2.0,2.0,14.0,44.0,37.0,39.0,38.0,0.0,125.0,26.0,13.0,16.0,5.0,5.0,33.0,0.0,5.0,6.0,112.0,2.0,27.0,17.0,25.0,5.0,17.0,20.0,26.0,6.0,43.0,2.0,25.0,18.0,48.0,36.0,127.0,5.0,19.0,40.0,28.0,47.0,29.0,23.0,240.0,58.0,2.0
387,13.0,3.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,1.0,9.0,1.0,0.0,1.0,0.0,2.0,5.0,1.0,1.0,0.0,11.0,7.0,0.0,13.0,1.0,128.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,9.0,14.0,1.0,0.0,0.0,2.0,6.0,8.0,15.0,0.0,0.0,2.0,17.0,0.0,0.0,1.0,21.0,2.0,0.0,14.0,6.0,6.0,3.0,0.0,0.0
392,24.0,23.0,110.0,40.0,4.0,44.0,102.0,3.0,10.0,14.0,38.0,165.0,7.0,9.0,152.0,10.0,72.0,25.0,243.0,13.0,1.0,37.0,9.0,17.0,5.0,52.0,5.0,63.0,16.0,29.0,26.0,36.0,1.0,9.0,1.0,55.0,15.0,11.0,87.0,9.0,1.0,12.0,2.0,42.0,66.0,107.0,2.0,34.0,66.0,59.0,26.0,23.0,29.0,63.0,12.0,166.0,55.0,22.0,28.0,843.0,5.0,0.0
397,120.0,5.0,39.0,4.0,189.0,16.0,16.0,4.0,1.0,31.0,83.0,1.0,3.0,1.0,0.0,3.0,102.0,10.0,30.0,1.0,6.0,89.0,27.0,30.0,1.0,4.0,34.0,69.0,0.0,1.0,33.0,10.0,0.0,3.0,1.0,23.0,26.0,9.0,60.0,0.0,0.0,28.0,4.0,5.0,0.0,5.0,1.0,6.0,6.0,6.0,3.0,0.0,40.0,3.0,21.0,7.0,71.0,12.0,29.0,320.0,0.0,1.0
399,112.0,16.0,14.0,37.0,3.0,141.0,221.0,34.0,20.0,29.0,11.0,203.0,53.0,8.0,209.0,25.0,26.0,39.0,316.0,239.0,5.0,20.0,58.0,102.0,14.0,32.0,2.0,63.0,10.0,66.0,7.0,91.0,3.0,9.0,1.0,150.0,132.0,21.0,72.0,15.0,3.0,2.0,88.0,97.0,98.0,130.0,208.0,31.0,209.0,59.0,25.0,4.0,6.0,37.0,91.0,352.0,153.0,90.0,74.0,10.0,5.0,5.0
40,8.0,1.0,0.0,0.0,2.0,11.0,12.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,10.0,13.0,0.0,7.0,0.0,35.0,2.0,0.0,1.0,6.0,1.0,0.0,34.0,7.0,0.0,1.0,4.0,3.0,0.0,57.0,1.0,2.0,1.0,3.0,4.0,16.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,0.0,28.0,1.0,1.0,1.0,5.0,7.0,2.0,2.0,5.0,1.0,0.0,0.0
400,115.0,11.0,6.0,143.0,30.0,58.0,155.0,6.0,201.0,27.0,21.0,79.0,7.0,35.0,124.0,29.0,54.0,64.0,137.0,4.0,5.0,48.0,4.0,37.0,8.0,13.0,34.0,105.0,19.0,17.0,187.0,21.0,5.0,10.0,5.0,16.0,127.0,25.0,72.0,14.0,3.0,149.0,51.0,68.0,120.0,68.0,81.0,38.0,46.0,60.0,38.0,246.0,109.0,204.0,45.0,57.0,77.0,44.0,43.0,0.0,180.0,8.0
406,49.0,8.0,111.0,53.0,74.0,42.0,61.0,6.0,74.0,30.0,27.0,75.0,3.0,16.0,212.0,42.0,66.0,12.0,21.0,306.0,45.0,73.0,10.0,53.0,12.0,153.0,41.0,24.0,3.0,26.0,345.0,24.0,11.0,27.0,0.0,20.0,90.0,12.0,74.0,41.0,5.0,241.0,65.0,67.0,66.0,108.0,4.0,120.0,76.0,167.0,115.0,7.0,179.0,84.0,51.0,100.0,76.0,29.0,17.0,10.0,5.0,8.0
408,45.0,4.0,83.0,40.0,9.0,3.0,9.0,0.0,1.0,4.0,44.0,1.0,0.0,1.0,6.0,0.0,85.0,10.0,2.0,1.0,30.0,40.0,16.0,26.0,0.0,20.0,7.0,4.0,0.0,14.0,4.0,7.0,1.0,7.0,1.0,40.0,0.0,15.0,8.0,5.0,0.0,1.0,1.0,17.0,0.0,6.0,0.0,3.0,5.0,29.0,35.0,4.0,6.0,0.0,0.0,21.0,64.0,17.0,20.0,5.0,34.0,1.0
409,321.0,582.0,615.0,5.0,12.0,50.0,148.0,92.0,67.0,184.0,3.0,168.0,14.0,219.0,129.0,37.0,6.0,22.0,7.0,9.0,9.0,8.0,140.0,150.0,3.0,47.0,35.0,134.0,25.0,185.0,168.0,10.0,4.0,7.0,0.0,111.0,136.0,14.0,98.0,83.0,2.0,105.0,54.0,91.0,62.0,96.0,1.0,36.0,86.0,72.0,31.0,99.0,172.0,229.0,42.0,288.0,645.0,269.0,245.0,7.0,25.0,8.0
419,35.0,11.0,2.0,25.0,30.0,36.0,49.0,10.0,7.0,17.0,35.0,23.0,7.0,2.0,51.0,22.0,68.0,23.0,2.0,2.0,3.0,41.0,15.0,31.0,1.0,16.0,35.0,29.0,1.0,4.0,105.0,2.0,1.0,2.0,0.0,15.0,3.0,9.0,65.0,37.0,3.0,41.0,18.0,29.0,5.0,14.0,1.0,3.0,13.0,41.0,47.0,6.0,94.0,39.0,9.0,7.0,15.0,16.0,16.0,525.0,3.0,0.0
420,2.0,1.0,2.0,10.0,37.0,35.0,8.0,21.0,1.0,38.0,9.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,1.0,2.0,0.0,18.0,78.0,15.0,1.0,0.0,46.0,2.0,1.0,1.0,11.0,1.0,1.0,3.0,2.0,24.0,1.0,6.0,8.0,11.0,0.0,13.0,17.0,10.0,5.0,10.0,0.0,42.0,3.0,10.0,2.0,1.0,47.0,1.0,15.0,3.0,16.0,14.0,10.0,4.0,1.0,1.0
