strain_id,B_MTX_noDrug.SRO9_SGN1,B_MTX_noDrug.SRO9_DHH1,B_MTX_noDrug.MID2_TPO2,B_MTX_noDrug.ALO1_HYR1,B_MTX_noDrug.TPO1_MID2,B_MTX_noDrug.ALO1_UIP4,B_MTX_noDrug.ERG11_PIS1,B_MTX_noDrug.FMP45_HNM1,B_MTX_noDrug.ERG11_TPO4,B_MTX_noDrug.TPO1_TPO2,B_MTX_noDrug.MID2_MAM33,B_MTX_noDrug.ERG27_ACF2,B_MTX_noDrug.PLM2_SNA3,B_MTX_noDrug.MID2_RSN1,B_MTX_noDrug.ALO1_ADE17,B_MTX_noDrug.MID2_WSC2,B_MTX_noDrug.RET2_EMP70,B_MTX_noDrug.ERG11_ERG5,B_MTX_noDrug.ERG11_ORM2,B_MTX_noDrug.HNM1_MAM33,B_MTX_noDrug.ERV25_UIP4,B_MTX_noDrug.FMP45_MID2,B_MTX_noDrug.ERV25_RBD2,B_MTX_noDrug.ADE17_GIS2,B_MTX_noDrug.HUG1_ALO1,B_MTX_noDrug.DHH1_LSM3,B_MTX_noDrug.noPPI_reference,B_MTX_noDrug.ERV25_PIS1,B_MTX_noDrug.HNM1_MID2,B_MTX_noDrug.SRO9_GIS2,B_MTX_noDrug.HUG1_ADE17,B_MTX_noDrug.ERG11_HYR1,B_MTX_noDrug.SSH1_ERV25,B_MTX_noDrug.SSH1_ORM2,B_MTX_noDrug.ERG11_ERV25,B_MTX_noDrug.ADE17_PGM2,B_MTX_noDrug.HNM1_TPO1,B_MTX_noDrug.SSH1_ERG11,B_MTX_noDrug.RET2_EMP47,B_MTX_noDrug.ERV25_EMP47,B_MTX_noDrug.HNM1_ERG11,B_MTX_noDrug.SNA4_GTR2,B_MTX_noDrug.ERG11_MID2,B_MTX_noDrug.ERV25_ORM2,B_MTX_noDrug.HNM1_TPO4,B_MTX_noDrug.FMP45_MEP1,B_MTX_noDrug.ERV25_ERG5,B_MTX_noDrug.PMC1_CTR2,B_MTX_noDrug.HNM1_TPO2,B_MTX_noDrug.PMC1_GTR2,B_MTX_noDrug.MID2_TPO4,B_MTX_noDrug.ADE17_HYR1,B_MTX_noDrug.TPO1_TCB2,B_MTX_noDrug.SSH1_PIS1,B_MTX_noDrug.ERG11_ACF2,B_MTX_noDrug.HUG1_PGM2,B_MTX_noDrug.GTR1_SLM4,B_MTX_noDrug.PLM2_HNM1,B_MTX_noDrug.SNA4_VAC8,B_MTX_noDrug.RET2_SNA3,B_MTX_noDrug.MID2_PIN2,B_MTX_noDrug.HNM1_RBD2
235,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
248,4.0,0.0,5.0,3.0,5.0,0.0,4.0,1.0,5.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,383.0,23.0,192.0,3.0,4.0,0.0,116.0,1.0,23.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,6.0,2.0,27.0,3.0,5.0,1.0,33.0,30.0,63.0,12.0,3.0,237.0,3.0,115.0,2.0,0.0,0.0,0.0,1.0,1.0,228.0,1.0,1.0,0.0,3.0,0.0,0.0
250,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,12.0,2.0,23.0,3.0,0.0,67.0,1.0,0.0,7.0,48.0,0.0,2.0,0.0,0.0,1.0,0.0,49.0,1.0,2.0,0.0,0.0,0.0,71.0,0.0,1.0,8.0,23557.0,1.0,0.0,0.0,2.0,22.0,5.0,32.0,1.0,4.0,59.0,3.0,12.0,519.0,1.0,3.0,1.0,209.0,131.0,0.0,108.0,0.0,4.0,1.0,0.0,22.0,1.0,88.0,22.0,1.0,2.0,40.0,0.0,0.0,3.0,1.0
253,1987.0,88.0,4.0,133.0,5.0,26.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,1.0,1.0,8.0,5.0,4.0,3.0,1.0,2.0,0.0,5.0,6.0,9.0,17.0,6.0,2.0,9.0,0.0,27.0,0.0,3.0,2.0,20.0,0.0,44.0,0.0,9.0,8.0,115.0,4.0,3.0,43.0,22.0,2.0,15.0,3.0,341.0,0.0,4.0,0.0,0.0,7.0,0.0,41.0,0.0,46.0,1789.0
254,48.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,48.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,124.0,60.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,2.0,3.0,1.0,1.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
257,47.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0,2.0,0.0,2.0,0.0,25.0,3.0,0.0,4.0,3.0,7.0,1.0,3.0,1.0,1.0,0.0,1.0,151.0,2.0,1.0,2.0,0.0,0.0,1.0
258,689.0,37.0,74.0,15.0,12.0,7.0,20.0,5.0,19.0,5.0,16.0,554.0,11.0,18.0,683.0,9.0,4.0,5.0,242.0,17.0,5.0,2.0,2.0,7.0,22.0,372.0,0.0,12.0,129.0,11.0,25.0,43.0,48.0,64.0,39.0,5.0,140.0,62.0,7.0,30.0,122.0,235.0,60.0,155.0,69.0,20.0,189.0,1.0,274.0,5.0,24.0,11.0,5.0,4.0,1.0,4.0,10.0,2.0,892.0,2.0,34.0,1.0
27,243.0,145.0,1.0,3.0,0.0,13.0,6.0,15.0,24.0,38.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,679.0,6.0,1.0,2.0,0.0,2.0,1.0,4.0,35.0,4.0,1.0,41.0,2.0,9.0,1.0,14.0,2.0,2.0,1.0,3.0,0.0,13.0,9.0,41.0,16.0,6.0,1.0,21.0,5.0,13.0,0.0,6.0,0.0,0.0,10.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,53.0,1.0
270,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
272,14.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,46.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,6.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
277,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,14.0,5.0,14.0,0.0,14.0,22.0,6.0,1.0,81.0,558.0,4.0,103.0,1.0,3.0,2.0,0.0,6.0,2.0,487.0,0.0,4.0,0.0,6.0,1.0,266.0,309.0,43.0,2.0,14.0,2.0,20.0,20.0,32.0,7.0,12.0,1.0,30.0,60.0,2.0,5.0,35.0,26.0,4.0,123.0,3.0,31.0,41.0,64.0,0.0,30.0,30.0,3.0,114.0,2.0,5.0,77.0,4.0,2.0,18.0,9.0,8.0,1.0
289,9.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,20.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29,134.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,17.0,0.0,2.0,1.0,1.0,2.0,4.0,250.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,4.0,0.0,11.0,0.0,1.0,7.0,0.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0
291,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
292,3.0,0.0,0.0,4.0,0.0,8.0,1.0,0.0,17.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,360.0,1.0,0.0,0.0,1.0,5.0,8.0,4.0,1.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,3.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0
294,63.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,29.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,30.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,4.0,0.0,3.0,2.0,125.0,1.0,3.0,13.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0
296,6.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0
299,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,47.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,21.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
307,6.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,3.0,0.0,1.0,280.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,1.0,11.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0
308,22.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0
31,92.0,49.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,28.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,10.0,29.0,0.0,1.0,0.0,0.0,18.0,29.0,36.0,1.0,1.0,1.0,16.0,2.0,24.0,9.0,27.0,67.0,725.0,0.0,56.0,146.0,0.0,1.0,0.0,16.0,3.0,0.0,4.0,0.0,0.0,3317.0,73.0,1.0,0.0,26.0,0.0
311,11.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,19.0,0.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0
312,1897.0,393.0,14.0,20.0,25.0,98.0,143.0,5.0,326.0,4.0,3.0,43.0,4.0,28.0,46.0,2.0,6.0,179.0,9265.0,36.0,12.0,21.0,1.0,4.0,33.0,17.0,193.0,8.0,124.0,42.0,47.0,1076.0,59.0,102.0,516.0,1.0,8.0,63.0,9.0,338.0,63.0,40.0,24.0,163.0,17.0,86.0,21.0,3.0,9.0,26.0,4.0,1.0,5.0,4.0,38.0,50.0,12.0,7.0,4.0,4.0,12.0,7.0
320,3085.0,354.0,198.0,285.0,41.0,29.0,53.0,23.0,282.0,1580.0,302.0,49.0,194.0,37.0,1096.0,50.0,22.0,40.0,459.0,279.0,54.0,12.0,24.0,12.0,406.0,48.0,11.0,43.0,274.0,14.0,326.0,3353.0,219.0,376.0,110.0,42.0,1338.0,1737.0,29.0,883.0,707.0,706.0,84.0,552.0,153.0,77.0,1122.0,217.0,4533.0,90.0,40.0,35.0,53.0,23.0,41.0,483.0,71.0,44.0,732.0,21.0,105.0,1041.0
323,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,8.0,0.0,2.0,1.0,0.0,4.0,229.0,0.0,8.0,0.0,4.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,239.0,0.0,6.0,1.0,2.0,2.0,0.0,19.0,10.0,9.0,5.0,20.0,3.0,4.0,0.0,1.0,2.0,13.0,2.0,39.0,5.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,6.0,1.0,0.0,4.0,10.0,1.0,1.0
325,191.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,14.0,7.0,1.0,0.0,1.0,0.0,9.0,2.0,9.0,1.0,2.0,0.0,1.0,1.0,402.0,0.0,0.0,19.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,2.0,0.0,2.0,0.0
33,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
335,7.0,15.0,22.0,2.0,8.0,25.0,21.0,1.0,3.0,41.0,12.0,26.0,0.0,21.0,0.0,64.0,0.0,0.0,92.0,1.0,18.0,1.0,0.0,3.0,123.0,5.0,1.0,2.0,21.0,2.0,0.0,4.0,40.0,42.0,0.0,3.0,63.0,153.0,1.0,8.0,14.0,59.0,10.0,44.0,2.0,10.0,124.0,30.0,11.0,12.0,11.0,2.0,10.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,61.0,0.0
336,312.0,64.0,37.0,4.0,26.0,47.0,14.0,2.0,57.0,148.0,6.0,1.0,2.0,26.0,4.0,8.0,6.0,10.0,157.0,8.0,11.0,12.0,3.0,2.0,181.0,10.0,44.0,122.0,59.0,6.0,5.0,23.0,20.0,9.0,10.0,0.0,3.0,14.0,7.0,69.0,60.0,31.0,28.0,18.0,2.0,31.0,184.0,52.0,3.0,32.0,33.0,5.0,197.0,3.0,8.0,193.0,2.0,9.0,3.0,2.0,65.0,1.0
337,157.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,37.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,4.0,3.0,3.0,428.0,2.0,0.0,14.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,0.0,77.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,2.0,0.0
339,2994.0,142.0,51.0,13.0,8.0,5.0,73.0,2.0,913.0,4.0,68.0,36.0,26.0,12.0,18.0,28.0,9.0,5.0,515.0,14.0,4.0,2.0,2.0,3.0,7.0,15.0,1.0,13.0,67.0,11.0,54.0,3105.0,12.0,0.0,21.0,2.0,8.0,51.0,25.0,379.0,79.0,81.0,126.0,104.0,3.0,2.0,183.0,109.0,5.0,15.0,71.0,2.0,4.0,2.0,29.0,2.0,21.0,6.0,1.0,5.0,8.0,1.0
347,15.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,6.0,1.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
348,9.0,12.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,73.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,9.0,1.0,2.0,1.0,3.0,35.0,2.0,0.0,18.0,15.0,1.0,1.0,53.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,1.0,2.0,1.0,0.0
350,1852.0,13.0,39.0,37.0,7.0,40.0,64.0,77.0,3693.0,7.0,127.0,494.0,656.0,32.0,29.0,4.0,18.0,4.0,331.0,297.0,316.0,8.0,5.0,27.0,54.0,18.0,267.0,401.0,18.0,9.0,10.0,129.0,687.0,1207.0,33.0,19.0,72.0,1410.0,23.0,455.0,101.0,1037.0,77.0,595.0,486.0,918.0,611.0,11.0,1148.0,5.0,91.0,20.0,6.0,208.0,40.0,73.0,69.0,384.0,18.0,7.0,22.0,1.0
354,55.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,33.0,1.0,1.0,5.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,8.0,0.0,3.0,1.0,200.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,8.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0
358,78.0,27.0,3.0,614.0,2.0,2.0,3.0,0.0,4.0,28.0,1.0,97.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,54.0,1.0,31.0,2.0,106.0,10.0,132.0,127.0,1.0,3.0,673.0,25.0,12.0,0.0,4.0,0.0,10.0,29.0,3.0,4.0,7.0,2.0,0.0,110.0,1.0,1.0,71.0,5.0,0.0,5.0,4.0,2.0,2.0,21.0,1.0,33.0,10.0,0.0,8.0,2.0,4.0,2.0
359,11.0,16.0,15.0,31.0,0.0,3.0,29.0,29.0,94.0,2.0,3.0,73.0,0.0,10.0,5.0,2.0,2.0,11.0,5.0,0.0,4.0,10.0,14.0,25.0,7.0,10.0,1941.0,1.0,12.0,1.0,28.0,10.0,741.0,101.0,5.0,15.0,3.0,888.0,0.0,32.0,85.0,328.0,5.0,141.0,11.0,25.0,160.0,73.0,0.0,21.0,2.0,15.0,0.0,9.0,1.0,482.0,99.0,5.0,2960.0,3.0,146.0,0.0
36,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,3.0,0.0,0.0,2.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
364,6.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,92.0,7.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,53.0,16.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,17.0,2.0,15.0,25.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0
375,1132.0,1032.0,31.0,51.0,5.0,5.0,188.0,5.0,4305.0,10.0,3.0,4.0,2.0,63.0,8.0,8.0,3.0,107.0,318.0,8.0,17.0,5.0,12.0,7.0,103.0,560.0,88.0,24.0,130.0,40.0,583.0,1004.0,74.0,0.0,38.0,4.0,250.0,64.0,8.0,49.0,174.0,103.0,104.0,58.0,12.0,103.0,573.0,86.0,30.0,52.0,363.0,5.0,2.0,14.0,8.0,36.0,8.0,15.0,10.0,6.0,103.0,6.0
383,99.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,2.0,86.0,1.0,0.0,5.0,0.0,2.0,3.0,0.0,6.0,0.0,2.0,1.0,40.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,8.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,7.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0
387,47.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,42.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,25.0,2.0,1.0,2.0,4.0,2.0,4.0,40.0,2.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,3.0,1.0,1.0,14.0,0.0
392,36.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,52.0,5.0,5.0,4.0,4.0,0.0,4.0,1.0,0.0,1.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,6.0,3.0,3.0,0.0,35.0,4.0,2.0,15.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0
397,33.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
399,107.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,45.0,1.0,0.0,7.0,2.0,0.0,4.0,0.0,1.0,78.0,229.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,1112.0,1.0,0.0,3.0,5.0,1.0,2.0,4.0,5.0,0.0,4.0,52.0,78.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,17.0,0.0
40,10.0,1.0,13.0,10.0,1.0,0.0,15.0,0.0,9.0,84.0,4.0,79.0,0.0,20.0,1.0,0.0,1.0,0.0,45.0,1.0,1859.0,2.0,4.0,4.0,12.0,8.0,299.0,13.0,4.0,12.0,9.0,11.0,48.0,7.0,10.0,0.0,12.0,121.0,9.0,2.0,16.0,3.0,3.0,5.0,0.0,2.0,183.0,1023.0,9.0,206.0,13.0,3.0,5.0,6.0,2.0,6.0,1.0,0.0,1.0,5.0,187.0,0.0
