strain_id,B_noMTX_Trifluoperazine.PMC1_CTR2,B_noMTX_Trifluoperazine.MID2_PIN2,B_noMTX_Trifluoperazine.HUG1_PGM2,B_noMTX_Trifluoperazine.SSH1_PIS1,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_Trifluoperazine.SNA4_VAC8,B_noMTX_Trifluoperazine.MID2_MAM33,B_noMTX_Trifluoperazine.ALO1_ADE17,B_noMTX_Trifluoperazine.HNM1_TPO1,B_noMTX_Trifluoperazine.SSH1_ERV25,B_noMTX_Trifluoperazine.HNM1_TPO4,B_noMTX_Trifluoperazine.ALO1_UIP4,B_noMTX_Trifluoperazine.GTR1_SLM4,B_noMTX_Trifluoperazine.HNM1_MID2,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_Trifluoperazine.FMP45_MID2,B_noMTX_Trifluoperazine.RET2_SNA3,B_noMTX_Trifluoperazine.ERV25_ERG5,B_noMTX_Trifluoperazine.PMC1_GTR2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_Trifluoperazine.ERG11_MID2,B_noMTX_Trifluoperazine.ERV25_RBD2,B_noMTX_Trifluoperazine.SSH1_ERG11,B_noMTX_Trifluoperazine.SRO9_DHH1,B_noMTX_Trifluoperazine.ADE17_HYR1,B_noMTX_Trifluoperazine.noPPI_reference,B_noMTX_Trifluoperazine.HNM1_MAM33,B_noMTX_Trifluoperazine.MID2_WSC2,B_noMTX_Trifluoperazine.HUG1_ADE17,B_noMTX_Trifluoperazine.ADE17_GIS2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_Trifluoperazine.ERG11_ERG5,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_Trifluoperazine.ADE17_PGM2,B_noMTX_Trifluoperazine.ERV25_UIP4,B_noMTX_Trifluoperazine.ERG11_ERV25,B_noMTX_Trifluoperazine.FMP45_HNM1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_Trifluoperazine.TPO1_TCB2,B_noMTX_Trifluoperazine.ERV25_ORM2,B_noMTX_Trifluoperazine.ERG11_PIS1,B_noMTX_Trifluoperazine.FMP45_MEP1,B_noMTX_Trifluoperazine.HNM1_ERG11,B_noMTX_Trifluoperazine.ERG27_ACF2,B_noMTX_Trifluoperazine.MID2_RSN1,B_noMTX_Trifluoperazine.ERV25_EMP47,B_noMTX_Trifluoperazine.ERG11_TPO4,B_noMTX_Trifluoperazine.PLM2_SNA3,B_noMTX_Trifluoperazine.MID2_TPO2,B_noMTX_Trifluoperazine.ALO1_HYR1,B_noMTX_Trifluoperazine.SNA4_GTR2,B_noMTX_Trifluoperazine.MID2_TPO4,B_noMTX_Trifluoperazine.SSH1_ORM2,B_noMTX_Trifluoperazine.RET2_EMP70,B_noMTX_Trifluoperazine.HNM1_RBD2,B_noMTX_Trifluoperazine.SRO9_SGN1,B_noMTX_Trifluoperazine.ERV25_PIS1,B_noMTX_Trifluoperazine.ERG11_ORM2,B_noMTX_Trifluoperazine.ERG11_HYR1,B_noMTX_Trifluoperazine.PLM2_HNM1,B_noMTX_Trifluoperazine.SRO9_GIS2,B_noMTX_Trifluoperazine.TPO1_TPO2
240,1.0,31,7.0,4.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,3,1.0,28.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,40.0,2.0,7.0,4.0,2.0,1.0,3.0,7.0,2.0,34,25,3.0,6.0,0.0,268.0,7.0,5.0,2.0,2.0,35.0,8.0,0.0,2.0,0.0,6,4.0,4.0,3.0,5.0,2.0,5.0,113.0,2.0,8.0,0.0,0.0,1.0
248,2.0,49,7.0,9.0,4.0,6.0,21.0,4.0,2.0,281.0,3.0,25.0,9.0,41.0,2.0,109,1.0,72.0,3.0,44.0,92.0,3.0,48.0,6.0,3.0,294.0,79.0,9.0,9.0,4.0,2.0,4.0,28.0,343.0,71,60,10.0,18.0,4.0,23.0,19.0,9.0,16.0,3.0,131.0,6.0,2.0,3.0,6.0,5,190.0,14.0,25.0,8.0,3.0,17.0,1.0,31.0,18.0,5.0,5.0,3.0
250,3.0,6,2.0,160.0,76.0,5.0,2.0,0.0,14.0,43.0,2.0,2.0,5.0,7.0,2.0,3,0.0,23.0,2.0,13.0,10.0,2.0,63.0,15.0,7.0,150.0,16.0,44.0,3.0,1.0,1.0,21.0,4.0,1.0,58,6,1.0,0.0,0.0,63.0,30.0,14.0,2.0,44.0,10.0,35.0,3.0,1.0,1.0,7,4.0,1.0,144.0,3.0,4.0,24.0,4.0,3.0,19.0,1.0,16.0,3.0
253,53.0,211,2.0,9.0,4.0,4738.0,56.0,10.0,8.0,88.0,3.0,102.0,8.0,9.0,2.0,7,1.0,636.0,64.0,10.0,6.0,6.0,92.0,301.0,557.0,305.0,9.0,16.0,28.0,79.0,3.0,42.0,177.0,41.0,43,32,20.0,5.0,13.0,474.0,165.0,92.0,51.0,28.0,140.0,21.0,21.0,4.0,8.0,1113,49.0,8.0,91.0,6.0,26.0,693.0,8.0,29.0,80.0,3.0,41.0,3.0
254,172.0,665,893.0,359.0,743.0,122.0,200.0,575.0,86.0,155.0,51.0,27.0,50.0,68.0,21.0,653,31.0,768.0,319.0,235.0,199.0,51.0,63.0,130.0,87.0,905.0,504.0,13.0,624.0,57.0,848.0,69.0,318.0,10.0,842,93,69.0,882.0,520.0,188.0,673.0,89.0,165.0,864.0,244.0,161.0,334.0,367.0,107.0,38,623.0,165.0,181.0,54.0,777.0,847.0,11.0,14.0,472.0,50.0,98.0,1233.0
257,5.0,237,15.0,224.0,56.0,25.0,78.0,3.0,38.0,32.0,14.0,5.0,5736.0,70.0,4.0,26,5.0,16.0,1.0,74.0,36.0,171.0,9.0,12.0,39.0,7.0,12.0,3.0,15.0,175.0,3.0,14.0,14.0,725.0,33,25,44.0,20.0,7.0,60.0,22.0,7.0,111.0,77.0,128.0,21.0,4.0,24.0,8.0,12,66.0,23.0,26.0,10.0,4.0,59.0,13.0,1.0,19.0,20.0,10.0,3.0
258,14.0,260,56.0,196.0,48.0,2127.0,107.0,219.0,292.0,50.0,267.0,14.0,31.0,60.0,10.0,102,9.0,225.0,20.0,301.0,131.0,743.0,65.0,98.0,114.0,284.0,232.0,98.0,51.0,54.0,55.0,32.0,38.0,520.0,503,124,24.0,133.0,23.0,105.0,156.0,177.0,146.0,808.0,246.0,58.0,34.0,530.0,54.0,62,535.0,109.0,71.0,40.0,415.0,202.0,96.0,44.0,140.0,18.0,83.0,20.0
27,6.0,87,2.0,12.0,10.0,6.0,12.0,10.0,3.0,46.0,2.0,8.0,1.0,2.0,152.0,4,376.0,14.0,17.0,3.0,13.0,0.0,1.0,32.0,6.0,67.0,6.0,2.0,2.0,1.0,5.0,10.0,12.0,2.0,12,18,24.0,1.0,12.0,10.0,47.0,115.0,34.0,35.0,15.0,24.0,2.0,87.0,1.0,16,38.0,6.0,10.0,479.0,3.0,48.0,2.0,25.0,14.0,4.0,60.0,17.0
270,2.0,4,1.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,7.0,3.0,3.0,2,3.0,5.0,2.0,0.0,0.0,1.0,10.0,3.0,0.0,81.0,5.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,28,3,3.0,0.0,2.0,8.0,41.0,8.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0
271,55.0,242,78.0,5.0,46.0,7.0,236.0,374.0,39.0,22.0,49.0,198.0,19.0,37.0,1.0,745,4.0,111.0,50.0,25.0,56.0,9.0,21.0,140.0,3.0,103.0,58.0,6.0,98.0,2.0,47.0,30.0,110.0,8.0,317,722,132.0,112.0,31.0,593.0,165.0,85.0,166.0,256.0,220.0,39.0,18.0,8.0,43.0,679,81.0,126.0,49.0,8.0,9.0,784.0,72.0,22.0,74.0,17.0,42.0,28.0
272,11.0,137,2.0,5.0,3.0,3.0,3.0,1.0,3.0,196.0,22.0,4.0,1171.0,13.0,1.0,18,3.0,17.0,23.0,3.0,160.0,5.0,0.0,45.0,14.0,670.0,24.0,376.0,0.0,2.0,0.0,39.0,195.0,4.0,182,12,16.0,1.0,0.0,29.0,102.0,7.0,14.0,1.0,99.0,37.0,71.0,8.0,11.0,2,14.0,37.0,9.0,3.0,36.0,25.0,4.0,170.0,77.0,10.0,5.0,0.0
286,54.0,50,42.0,637.0,30.0,192.0,18.0,1.0,21.0,11.0,2.0,27.0,19.0,3.0,4.0,7,2.0,13.0,34.0,3.0,61.0,5.0,2.0,10.0,3.0,84.0,7.0,2.0,21.0,4.0,26.0,10.0,74.0,4.0,27,130,13.0,99.0,130.0,242.0,321.0,15.0,19.0,168.0,41.0,5.0,8.0,0.0,18.0,119,25.0,19.0,13.0,5.0,3.0,45.0,3.0,78.0,6.0,12.0,4.0,153.0
289,196.0,779,179.0,158.0,16.0,8.0,247.0,158.0,135.0,21.0,12.0,268.0,25.0,147.0,2.0,327,10.0,358.0,609.0,140.0,103.0,547.0,69.0,122.0,24.0,449.0,110.0,76.0,84.0,22.0,65.0,62.0,113.0,7.0,1923,166,105.0,65.0,219.0,171.0,281.0,34.0,374.0,26.0,417.0,167.0,29.0,14.0,170.0,801,123.0,248.0,94.0,7.0,390.0,483.0,16.0,23.0,102.0,20.0,74.0,49.0
29,3.0,44,11.0,12.0,6.0,7.0,137.0,11.0,4.0,83.0,1.0,74.0,26.0,48.0,5.0,1830,6.0,18.0,2.0,7.0,153.0,2.0,10.0,400.0,4.0,143.0,24.0,583.0,6.0,3.0,10.0,36.0,353.0,7.0,31,573,443.0,1.0,9.0,17.0,650.0,18.0,142.0,8.0,45.0,11.0,148.0,13.0,15.0,30,29.0,88.0,8.0,10.0,10.0,891.0,11.0,117.0,347.0,12.0,267.0,3.0
291,1.0,24,6.0,2.0,5.0,5.0,9.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,17,0.0,5.0,3.0,1.0,1.0,5.0,0.0,1.0,7.0,14.0,4.0,2.0,8.0,1.0,2.0,1.0,2.0,3.0,4,9,2.0,2.0,0.0,7.0,11.0,4.0,1.0,0.0,32.0,4.0,0.0,1.0,0.0,2,2.0,0.0,5.0,2.0,4.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0
292,2.0,4,3.0,3.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,0.0,4.0,1.0,5,0.0,10.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,88.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,3,5,2.0,1.0,0.0,1.0,9.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
294,84.0,155,88.0,12.0,13.0,9.0,93.0,104.0,455.0,138.0,1.0,113.0,18.0,174.0,2.0,297,5.0,372.0,216.0,7.0,91.0,5.0,123.0,286.0,8.0,92.0,15.0,8.0,143.0,39.0,4.0,17.0,119.0,4.0,505,360,51.0,88.0,7.0,426.0,212.0,18.0,302.0,53.0,207.0,29.0,298.0,4.0,67.0,40,244.0,144.0,33.0,13.0,9.0,206.0,7.0,6.0,299.0,3.0,36.0,6.0
296,145.0,555,102.0,66.0,67.0,462.0,180.0,224.0,10.0,59.0,115.0,184.0,8535.0,101.0,10.0,470,79.0,333.0,256.0,144.0,207.0,861.0,142.0,358.0,15.0,107.0,13.0,7.0,67.0,41.0,78.0,18.0,153.0,7.0,455,46,151.0,145.0,239.0,140.0,308.0,56.0,201.0,73.0,141.0,75.0,97.0,138.0,48.0,531,238.0,59.0,87.0,23.0,10.0,359.0,4.0,12.0,55.0,53.0,16.0,303.0
299,70.0,231,206.0,25.0,44.0,7.0,43.0,221.0,133.0,189.0,17.0,201.0,105.0,41.0,3.0,118,9.0,209.0,77.0,62.0,232.0,4910.0,9.0,375.0,34.0,863.0,19.0,11.0,163.0,3.0,4.0,121.0,26.0,41.0,1100,1197,48.0,460.0,7.0,334.0,542.0,84.0,43.0,183.0,31.0,57.0,44.0,2001.0,31.0,178,15.0,12.0,166.0,11.0,4.0,247.0,13.0,10.0,112.0,55.0,54.0,25.0
307,21.0,430,28.0,6.0,3.0,6.0,317.0,167.0,3.0,1.0,1.0,12.0,6.0,16.0,3.0,337,0.0,9.0,21.0,4.0,377.0,4.0,4.0,207.0,3.0,207.0,4.0,3.0,36.0,7.0,0.0,3.0,29.0,6.0,8,257,14.0,15.0,1.0,21.0,122.0,30.0,18.0,86.0,166.0,5.0,13.0,9.0,52.0,11,11.0,48.0,268.0,8.0,7.0,246.0,3.0,7.0,9.0,84.0,41.0,2.0
31,2.0,20,1.0,5.0,2.0,4.0,1.0,0.0,1.0,17.0,1.0,1.0,1381.0,14.0,0.0,160,1.0,13.0,1.0,1.0,16.0,1.0,0.0,7.0,1.0,246.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,3.0,7,2,35.0,4.0,0.0,18.0,174.0,4.0,19.0,1.0,3.0,4.0,0.0,2.0,0.0,2,36.0,20.0,3.0,1.0,2.0,82.0,2.0,27.0,11.0,14.0,4.0,4.0
311,2.0,32,7.0,7.0,6.0,5.0,8.0,0.0,3.0,4.0,4.0,2.0,47.0,4.0,1.0,11,4.0,8.0,6.0,2.0,4.0,10.0,0.0,3.0,10.0,184.0,8.0,7.0,3.0,4.0,3.0,2.0,12.0,3.0,15,36,5.0,0.0,6.0,22.0,16.0,2.0,8.0,3.0,41.0,3.0,2.0,2.0,7.0,9,6.0,6.0,5.0,3.0,5.0,19.0,5.0,1.0,9.0,11.0,1.0,7.0
312,5.0,37,8.0,3.0,5.0,5.0,23.0,44.0,5.0,41.0,18.0,15.0,23.0,81.0,1.0,79,5.0,11.0,8.0,6.0,78.0,2.0,47.0,94.0,2.0,57.0,11.0,3.0,3.0,4.0,3.0,140.0,276.0,4.0,32,516,94.0,6.0,3.0,218.0,317.0,30.0,80.0,103.0,19.0,17.0,116.0,3.0,6.0,8,19.0,6.0,35.0,5.0,6.0,551.0,4.0,159.0,68.0,7.0,100.0,2.0
32,1.0,2,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,6.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,4,2,0.0,0.0,2.0,4.0,4.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,10,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
320,92.0,341,167.0,1475.0,105.0,3014.0,241.0,290.0,910.0,1123.0,1079.0,86.0,40.0,330.0,31.0,86,32.0,419.0,139.0,1030.0,598.0,700.0,947.0,191.0,43.0,123.0,1016.0,700.0,150.0,36.0,108.0,194.0,1112.0,53.0,126,2763,160.0,199.0,86.0,489.0,875.0,205.0,1269.0,51.0,272.0,70.0,675.0,1295.0,156.0,1596,764.0,126.0,763.0,126.0,2246.0,1481.0,242.0,793.0,3494.0,117.0,36.0,192.0
323,5.0,28,16.0,537.0,0.0,5.0,7.0,50.0,1.0,14.0,0.0,8.0,2.0,23.0,16.0,24,71.0,143.0,0.0,2.0,5.0,0.0,8.0,4.0,3.0,64.0,3.0,1.0,12.0,4.0,1.0,0.0,139.0,3.0,14,7,3.0,2.0,1.0,78.0,9.0,9.0,46.0,10.0,22.0,6.0,2.0,0.0,6.0,4,2.0,9.0,19.0,153.0,0.0,7.0,5.0,1.0,3.0,1.0,2.0,3.0
325,94.0,272,318.0,228.0,56.0,8.0,233.0,4.0,69.0,167.0,2.0,84.0,8.0,49.0,6.0,105,9.0,306.0,198.0,132.0,135.0,10.0,86.0,148.0,5.0,133.0,35.0,417.0,153.0,6.0,51.0,196.0,483.0,6.0,128,351,122.0,467.0,88.0,330.0,545.0,30.0,120.0,98.0,162.0,9.0,48.0,53.0,49.0,21,67.0,57.0,46.0,18.0,4.0,101.0,77.0,208.0,583.0,3.0,19.0,36.0
33,3.0,44,3.0,10.0,3.0,267.0,25.0,292.0,15.0,49.0,14.0,11.0,5.0,47.0,1.0,195,0.0,140.0,14.0,56.0,22.0,1.0,21.0,30.0,13.0,174.0,39.0,6.0,8.0,2.0,2.0,33.0,20.0,28.0,16,103,128.0,1.0,27.0,167.0,65.0,4.0,81.0,1.0,53.0,4.0,2.0,2.0,7.0,7,22.0,10.0,358.0,9.0,5.0,10.0,193.0,28.0,4.0,9.0,1.0,23.0
335,22.0,293,50.0,13.0,10.0,2.0,296.0,336.0,65.0,236.0,5.0,46.0,10.0,8.0,2.0,175,7.0,47.0,29.0,18.0,31.0,1261.0,148.0,49.0,9.0,121.0,9.0,526.0,78.0,2.0,29.0,10.0,9.0,8.0,356,91,16.0,21.0,48.0,39.0,57.0,43.0,50.0,137.0,366.0,6.0,3.0,6.0,43.0,4,73.0,81.0,52.0,6.0,7.0,28.0,6.0,81.0,9.0,13.0,11.0,24.0
336,70.0,113,91.0,22.0,11.0,6.0,12.0,7.0,4.0,8.0,14.0,53.0,9.0,51.0,6.0,270,14.0,70.0,71.0,2.0,18.0,268.0,2.0,78.0,5.0,317.0,5.0,0.0,1.0,5.0,109.0,88.0,115.0,2.0,36,149,85.0,142.0,108.0,18.0,129.0,33.0,50.0,131.0,77.0,2.0,15.0,2.0,36.0,12,41.0,28.0,57.0,29.0,3.0,282.0,4.0,125.0,62.0,11.0,20.0,107.0
337,138.0,466,188.0,603.0,947.0,16.0,112.0,376.0,263.0,323.0,164.0,485.0,3106.0,163.0,12.0,599,26.0,1195.0,231.0,143.0,146.0,106.0,396.0,417.0,11.0,92.0,177.0,187.0,267.0,23.0,99.0,521.0,494.0,12.0,1919,486,375.0,288.0,72.0,1519.0,1169.0,145.0,451.0,411.0,180.0,184.0,330.0,37.0,55.0,1136,371.0,103.0,655.0,30.0,277.0,1494.0,232.0,584.0,1480.0,48.0,169.0,121.0
339,21.0,75,9.0,7.0,20.0,3.0,348.0,1.0,7.0,79.0,21.0,14.0,38.0,77.0,7.0,215,4.0,166.0,8.0,30.0,256.0,9.0,29.0,176.0,1.0,87.0,8.0,62.0,8.0,4.0,8.0,20.0,29.0,2.0,67,169,117.0,6.0,5.0,34.0,180.0,32.0,78.0,45.0,300.0,11.0,42.0,9.0,32.0,9,47.0,123.0,18.0,22.0,5.0,337.0,7.0,42.0,355.0,13.0,92.0,5.0
347,23.0,37,7.0,6.0,522.0,11.0,21.0,1.0,1.0,13.0,1.0,22.0,8.0,42.0,1.0,2,50.0,35.0,38.0,114.0,5.0,6.0,57.0,64.0,2.0,63.0,15.0,5.0,9.0,1.0,1.0,1.0,8.0,3.0,70,12,41.0,4.0,3.0,71.0,24.0,16.0,10.0,142.0,78.0,13.0,6.0,2.0,17.0,725,44.0,12.0,4.0,7.0,1.0,46.0,2.0,301.0,10.0,3.0,5.0,1.0
348,2.0,55,8.0,25.0,3.0,3.0,15.0,0.0,89.0,6.0,1.0,6.0,4.0,37.0,1.0,107,2.0,31.0,2.0,16.0,47.0,2.0,6.0,47.0,0.0,2.0,23.0,2.0,4.0,17.0,11.0,7.0,5.0,2.0,39,6,3.0,4.0,10.0,34.0,20.0,13.0,77.0,3.0,64.0,6.0,10.0,0.0,13.0,3,7.0,18.0,30.0,2.0,5.0,40.0,5.0,1.0,19.0,5.0,4.0,20.0
350,12.0,118,11.0,1933.0,14.0,10.0,57.0,15.0,432.0,360.0,79.0,21.0,17.0,59.0,18.0,34,14.0,81.0,2.0,77.0,157.0,4.0,109.0,6.0,16.0,225.0,42.0,0.0,2.0,259.0,4.0,12.0,82.0,140.0,135,41,22.0,12.0,7.0,383.0,166.0,91.0,64.0,278.0,81.0,42.0,124.0,16.0,12.0,13,305.0,30.0,357.0,16.0,7.0,121.0,283.0,29.0,368.0,15.0,19.0,10.0
354,24.0,206,17.0,58.0,6.0,620.0,193.0,5.0,7.0,56.0,2.0,6.0,18.0,3.0,4.0,161,3.0,14.0,72.0,8.0,9.0,2.0,24.0,74.0,12.0,53.0,13.0,470.0,25.0,4.0,15.0,7.0,50.0,11.0,39,402,22.0,58.0,39.0,46.0,279.0,75.0,19.0,180.0,140.0,8.0,1.0,13.0,33.0,46,70.0,33.0,193.0,10.0,5.0,466.0,5.0,27.0,21.0,25.0,21.0,59.0
358,4.0,48,27.0,146.0,2.0,2.0,9.0,9.0,0.0,0.0,2.0,12.0,1080.0,22.0,12.0,77,1.0,45.0,8.0,3.0,12.0,135.0,9.0,64.0,2.0,62.0,5.0,3.0,40.0,4.0,4.0,9.0,8.0,0.0,49,19,15.0,49.0,3.0,285.0,12.0,4.0,11.0,112.0,44.0,11.0,2.0,2.0,5.0,182,7.0,22.0,7.0,5.0,4.0,56.0,25.0,3.0,17.0,5.0,5.0,17.0
359,13.0,96,1.0,5.0,4.0,408.0,3.0,6.0,2.0,11.0,0.0,39.0,0.0,2.0,0.0,6,2.0,5.0,9.0,2.0,4.0,9.0,90.0,6.0,3.0,252.0,1.0,1.0,13.0,4.0,1.0,4.0,1.0,3.0,24,8,13.0,0.0,1.0,19.0,7.0,8.0,6.0,2.0,77.0,1.0,7.0,0.0,12.0,4,5.0,4.0,6.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0
375,191.0,336,135.0,16.0,99.0,11.0,45.0,4.0,102.0,14.0,9.0,35.0,43.0,23.0,5.0,339,5.0,612.0,265.0,59.0,213.0,1155.0,106.0,398.0,16.0,458.0,157.0,5.0,79.0,8.0,11.0,157.0,298.0,4.0,500,1015,103.0,342.0,5.0,95.0,397.0,330.0,82.0,136.0,152.0,12.0,91.0,7.0,37.0,433,134.0,102.0,224.0,15.0,6.0,289.0,10.0,67.0,167.0,29.0,67.0,13.0
383,73.0,196,99.0,829.0,495.0,12.0,92.0,421.0,2.0,72.0,21.0,106.0,386.0,42.0,7.0,28,7.0,122.0,126.0,9.0,37.0,13.0,6.0,136.0,14.0,450.0,7.0,12.0,44.0,499.0,32.0,60.0,208.0,229.0,49,91,55.0,125.0,3.0,261.0,160.0,21.0,82.0,4.0,201.0,36.0,4.0,9.0,39.0,129,15.0,77.0,32.0,2.0,908.0,445.0,41.0,12.0,139.0,15.0,92.0,6.0
387,3.0,11,4.0,56.0,89.0,2.0,25.0,1.0,2.0,1.0,11.0,0.0,21.0,4.0,1.0,6,0.0,1.0,3.0,3.0,6.0,8.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,4,16,3.0,2.0,0.0,10.0,5.0,1.0,44.0,1.0,51.0,2.0,1.0,3.0,6.0,2,2.0,4.0,9.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,0.0,3.0
392,28.0,223,173.0,1032.0,683.0,21.0,204.0,6.0,10.0,262.0,94.0,19.0,6777.0,175.0,6.0,981,15.0,518.0,64.0,96.0,321.0,17.0,119.0,40.0,77.0,1142.0,37.0,438.0,597.0,23.0,7.0,170.0,270.0,8.0,831,395,135.0,235.0,10.0,354.0,758.0,19.0,421.0,36.0,170.0,43.0,77.0,130.0,67.0,23,233.0,143.0,190.0,6.0,12.0,254.0,5.0,152.0,54.0,91.0,20.0,18.0
399,47.0,1748,92.0,27.0,686.0,3216.0,439.0,5.0,125.0,390.0,56.0,21.0,39.0,160.0,13.0,1848,22.0,1111.0,116.0,250.0,734.0,16.0,231.0,408.0,261.0,1371.0,814.0,25.0,64.0,41.0,23.0,855.0,800.0,30.0,408,1878,275.0,156.0,13.0,64.0,2673.0,240.0,317.0,1194.0,861.0,113.0,503.0,15.0,142.0,49,367.0,266.0,299.0,38.0,21.0,527.0,14.0,423.0,1123.0,85.0,222.0,18.0
40,25.0,57,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,2.0,0.0,3,2.0,22.0,20.0,1.0,5.0,345.0,7.0,4.0,4.0,10.0,1.0,0.0,5.0,2.0,2.0,0.0,8.0,1.0,97,5,4.0,1.0,0.0,0.0,39.0,1.0,0.0,52.0,40.0,1.0,0.0,0.0,2.0,4,3.0,7.0,10.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0
400,45.0,528,247.0,186.0,99.0,630.0,268.0,55.0,1328.0,215.0,302.0,161.0,19.0,66.0,14.0,196,12.0,636.0,120.0,148.0,203.0,17.0,297.0,16.0,119.0,948.0,261.0,9.0,113.0,246.0,411.0,94.0,246.0,1602.0,307,39,43.0,256.0,234.0,157.0,457.0,109.0,198.0,21.0,396.0,67.0,100.0,13.0,70.0,18,553.0,230.0,57.0,11.0,115.0,438.0,99.0,52.0,133.0,21.0,9.0,521.0
406,180.0,599,276.0,24.0,1590.0,19.0,227.0,141.0,542.0,141.0,560.0,169.0,44.0,182.0,36.0,417,30.0,1053.0,319.0,319.0,283.0,50.0,124.0,95.0,23.0,583.0,699.0,608.0,70.0,8.0,653.0,119.0,288.0,45.0,1582,272,75.0,263.0,571.0,1311.0,1238.0,176.0,426.0,1763.0,405.0,320.0,552.0,8.0,92.0,1394,189.0,123.0,213.0,76.0,19.0,375.0,16.0,145.0,749.0,38.0,47.0,1637.0
408,7.0,114,28.0,2.0,52.0,4.0,86.0,2.0,1.0,6.0,0.0,9.0,19.0,13.0,2.0,51,6.0,8.0,1.0,8.0,111.0,2.0,43.0,71.0,4.0,85.0,3.0,183.0,33.0,7.0,1.0,10.0,4.0,120.0,74,14,72.0,163.0,11.0,23.0,27.0,5.0,19.0,2.0,129.0,3.0,22.0,3.0,7.0,143,94.0,62.0,21.0,4.0,2.0,12.0,3.0,3.0,8.0,2.0,6.0,15.0
409,48.0,2251,17.0,865.0,143.0,20.0,1615.0,34.0,1940.0,965.0,574.0,58.0,72.0,239.0,23.0,1900,32.0,1335.0,57.0,199.0,603.0,21.0,151.0,878.0,31.0,299.0,744.0,4619.0,18.0,156.0,123.0,66.0,424.0,106.0,160,73,377.0,6.0,99.0,3143.0,981.0,157.0,631.0,28.0,1120.0,67.0,737.0,5508.0,522.0,46,73.0,533.0,467.0,38.0,4020.0,3485.0,30.0,365.0,2610.0,122.0,950.0,245.0
412,1.0,17,3.0,9.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,4.0,11.0,61.0,5.0,116,4.0,47.0,27.0,2.0,159.0,4.0,3.0,21.0,6.0,128.0,3.0,9.0,10.0,5.0,3.0,4.0,6.0,48.0,16,5,5.0,8.0,2.0,6.0,102.0,4.0,59.0,1.0,19.0,3.0,0.0,6.0,14.0,14,9.0,6.0,175.0,7.0,940.0,9.0,2.0,1.0,5.0,4.0,39.0,0.0
418,1.0,6,1.0,7.0,3.0,5.0,4.0,0.0,5.0,0.0,3.0,1.0,10.0,2.0,0.0,11,2.0,3.0,2.0,1.0,6.0,4.0,2.0,5.0,4.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,10,13,1.0,2.0,2.0,5.0,12.0,2.0,4.0,2.0,8.0,5.0,0.0,1.0,1.0,4,2.0,1.0,3.0,0.0,5.0,10.0,2.0,0.0,10.0,0.0,1.0,2.0
419,87.0,185,176.0,127.0,147.0,7.0,39.0,84.0,20.0,238.0,121.0,56.0,1006.0,85.0,5.0,25,6.0,39.0,99.0,8.0,196.0,5.0,125.0,97.0,5.0,87.0,18.0,4.0,89.0,16.0,72.0,22.0,185.0,2.0,278,1055,29.0,174.0,169.0,1264.0,247.0,106.0,126.0,5.0,280.0,20.0,4.0,6.0,33.0,14,118.0,64.0,500.0,13.0,3.0,693.0,9.0,470.0,24.0,14.0,52.0,186.0
