strain_id,B_MTX_Trifluoperazine.ERV25_RBD2,B_MTX_Trifluoperazine.TPO1_TPO2,B_MTX_Trifluoperazine.HUG1_ADE17,B_MTX_Trifluoperazine.HUG1_ALO1,B_MTX_Trifluoperazine.MID2_WSC2,B_MTX_Trifluoperazine.MID2_TPO4,B_MTX_Trifluoperazine.MID2_MAM33,B_MTX_Trifluoperazine.SNA4_VAC8,B_MTX_Trifluoperazine.ERG11_HYR1,B_MTX_Trifluoperazine.PMC1_GTR2,B_MTX_Trifluoperazine.ERG11_ORM2,B_MTX_Trifluoperazine.ERV25_EMP47,B_MTX_Trifluoperazine.ERG11_ERV25,B_MTX_Trifluoperazine.ERV25_ERG5,B_MTX_Trifluoperazine.HNM1_TPO4,B_MTX_Trifluoperazine.ERG11_MID2,B_MTX_Trifluoperazine.FMP45_MEP1,B_MTX_Trifluoperazine.SRO9_SGN1,B_MTX_Trifluoperazine.ALO1_HYR1,B_MTX_Trifluoperazine.SRO9_GIS2,B_MTX_Trifluoperazine.FMP45_MID2,B_MTX_Trifluoperazine.ALO1_UIP4,B_MTX_Trifluoperazine.ERG11_TPO4,B_MTX_Trifluoperazine.ERV25_UIP4,B_MTX_Trifluoperazine.ERV25_ORM2,B_MTX_Trifluoperazine.SSH1_ORM2,B_MTX_Trifluoperazine.ERG27_ACF2,B_MTX_Trifluoperazine.TPO1_TCB2,B_MTX_Trifluoperazine.RET2_EMP47,B_MTX_Trifluoperazine.ADE17_GIS2,B_MTX_Trifluoperazine.TPO1_MID2,B_MTX_Trifluoperazine.PLM2_SNA3,B_MTX_Trifluoperazine.HNM1_MAM33,B_MTX_Trifluoperazine.HNM1_ERG11,B_MTX_Trifluoperazine.HNM1_RBD2,B_MTX_Trifluoperazine.RET2_SNA3,B_MTX_Trifluoperazine.ERG11_PIS1,B_MTX_Trifluoperazine.HNM1_TPO2,B_MTX_Trifluoperazine.ADE17_PGM2,B_MTX_Trifluoperazine.MID2_TPO2,B_MTX_Trifluoperazine.MID2_RSN1,B_MTX_Trifluoperazine.SSH1_ERG11,B_MTX_Trifluoperazine.ADE17_HYR1,B_MTX_Trifluoperazine.SSH1_PIS1,B_MTX_Trifluoperazine.ERV25_PIS1,B_MTX_Trifluoperazine.PMC1_CTR2,B_MTX_Trifluoperazine.ERG11_ACF2,B_MTX_Trifluoperazine.SRO9_DHH1,B_MTX_Trifluoperazine.SSH1_ERV25,B_MTX_Trifluoperazine.noPPI_reference,B_MTX_Trifluoperazine.SNA4_GTR2,B_MTX_Trifluoperazine.ALO1_ADE17,B_MTX_Trifluoperazine.RET2_EMP70,B_MTX_Trifluoperazine.MID2_PIN2,B_MTX_Trifluoperazine.PLM2_HNM1,B_MTX_Trifluoperazine.FMP45_HNM1,B_MTX_Trifluoperazine.GTR1_SLM4,B_MTX_Trifluoperazine.HNM1_TPO1,B_MTX_Trifluoperazine.ERG11_ERG5,B_MTX_Trifluoperazine.DHH1_LSM3,B_MTX_Trifluoperazine.HUG1_PGM2,B_MTX_Trifluoperazine.HNM1_MID2
258,12.0,13.0,102.0,18.0,10.0,48.0,57.0,1908.0,12.0,2.0,13.0,96.0,253.0,106.0,166.0,99.0,58.0,84.0,21.0,76.0,8.0,7.0,7.0,11.0,25.0,37.0,172.0,0.0,9.0,11.0,112.0,47.0,30.0,155.0,28.0,1.0,11.0,610.0,24.0,457.0,17.0,173.0,31.0,23.0,13.0,0.0,2.0,26.0,82.0,25.0,226.0,140.0,8.0,28.0,18.0,3.0,58.0,206.0,24.0,153.0,9.0,43.0
270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
271,1.0,0.0,101.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,9.0,1.0,0.0
272,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,12.0,2.0,72.0,2.0,1.0,5.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,45.0,1.0,0.0,0.0
286,3.0,301.0,108.0,206.0,1.0,16.0,4.0,55.0,1.0,34.0,141.0,10.0,38.0,5.0,2.0,23.0,13.0,3.0,4.0,1.0,4.0,53.0,7.0,9.0,20.0,9.0,199.0,5.0,9.0,3.0,102.0,6.0,2.0,6.0,4.0,1.0,4.0,2.0,8.0,40.0,1.0,33.0,16.0,1.0,2.0,64.0,51.0,10.0,31.0,101.0,31.0,0.0,7.0,10.0,46.0,3.0,38.0,14.0,23.0,98.0,79.0,2.0
289,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,162.0,0.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0
291,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0
292,4.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,5.0,170.0,6.0,0.0,0.0,0.0,2.0,1.0,8.0,4.0,1.0,2.0,2.0,2.0
296,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,3.0,1.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,73.0,4.0,0.0,39.0,0.0,0.0
308,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0
31,3.0,1.0,1.0,3.0,2.0,276.0,0.0,6.0,22.0,0.0,97.0,23.0,4.0,43.0,1.0,108.0,46.0,70.0,4.0,0.0,36.0,1.0,1.0,0.0,72.0,20.0,0.0,0.0,1.0,0.0,0.0,69.0,2.0,36.0,0.0,1.0,42.0,0.0,3.0,7.0,4.0,9.0,13.0,4.0,1.0,0.0,294.0,29.0,3.0,80.0,75.0,0.0,0.0,41.0,496.0,59.0,6868.0,4.0,52.0,34.0,0.0,31.0
311,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,10.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,7.0,4.0,3.0,5.0,0.0,1.0,2.0,0.0
312,3.0,1.0,5.0,36.0,3.0,1.0,1.0,13.0,29.0,11.0,1153.0,2848.0,5526.0,6.0,52.0,32.0,89.0,547.0,24.0,248.0,15.0,85.0,20.0,35.0,33.0,58.0,74.0,1.0,5.0,5.0,3.0,5.0,39.0,24.0,9.0,2.0,114.0,15.0,1.0,64.0,34.0,49.0,10.0,2.0,31.0,2.0,120.0,107.0,36.0,199.0,76.0,12.0,20.0,29.0,4.0,27.0,38.0,39.0,270.0,27.0,94.0,27.0
320,24.0,507.0,383.0,90.0,92.0,120.0,223.0,1357.0,325.0,99.0,111.0,1623.0,589.0,238.0,365.0,129.0,38.0,605.0,177.0,8.0,11.0,44.0,49.0,28.0,98.0,70.0,15.0,25.0,9.0,23.0,231.0,40.0,346.0,490.0,31.0,12.0,108.0,3569.0,28.0,1014.0,40.0,1258.0,63.0,35.0,24.0,70.0,48.0,101.0,186.0,77.0,706.0,232.0,20.0,92.0,121.0,17.0,113.0,891.0,50.0,35.0,215.0,119.0
323,4.0,0.0,70.0,10.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0,3.0,5.0,4.0,2.0,3.0,19.0,2.0,1.0,0.0,6.0,2.0,1.0,6.0,10.0,8.0,0.0,0.0,10.0,7.0,3.0,0.0,1.0,32.0,0.0,4.0,9.0,2.0,12.0,3.0,2.0,8.0,4.0,6.0,3.0,1.0,5.0,2.0,3.0,442.0,3.0,6.0,5.0,1.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,15.0
335,29.0,47.0,4018.0,50.0,231.0,26.0,30.0,37.0,6.0,56.0,43.0,28.0,6.0,26.0,1.0,5.0,2.0,7.0,12.0,13.0,6.0,16.0,4.0,129.0,19.0,62.0,17.0,7.0,7.0,12.0,136.0,0.0,5.0,33.0,1.0,3.0,36.0,189.0,3.0,110.0,15.0,374.0,9.0,0.0,4.0,24.0,3.0,16.0,126.0,24.0,127.0,5.0,1.0,26.0,1.0,2.0,33.0,317.0,3.0,73.0,26.0,16.0
336,1.0,110.0,15.0,44.0,1.0,88.0,6.0,3.0,7.0,117.0,48.0,232.0,393.0,80.0,7.0,14.0,30.0,96.0,3.0,60.0,15.0,37.0,9.0,10.0,4.0,6.0,14.0,2.0,12.0,3.0,124.0,3.0,8.0,83.0,2.0,2.0,11.0,1.0,19.0,130.0,25.0,13.0,15.0,0.0,14.0,43.0,4.0,22.0,40.0,72.0,82.0,3.0,8.0,14.0,14.0,26.0,11.0,4.0,53.0,10.0,52.0,36.0
339,12.0,1.0,3.0,5.0,7.0,140.0,74.0,1.0,95.0,7.0,42.0,873.0,340.0,164.0,11.0,108.0,20.0,529.0,6.0,61.0,7.0,7.0,54.0,19.0,5.0,12.0,4.0,0.0,1.0,8.0,2.0,8.0,1.0,39.0,2.0,0.0,69.0,1.0,5.0,273.0,11.0,60.0,6.0,3.0,3.0,49.0,146.0,84.0,12.0,38.0,89.0,1.0,2.0,14.0,7.0,11.0,68.0,10.0,18.0,17.0,3.0,52.0
348,1.0,20.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,74.0,1.0,3.0,0.0,0.0,1.0,0.0,25.0,4.0,5.0,63.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,0.0,10.0,0.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,173.0,14.0,3.0,30.0,2.0,3.0
350,15.0,11.0,29.0,22.0,11.0,693.0,75.0,116.0,11.0,2.0,74.0,1738.0,90.0,290.0,426.0,121.0,677.0,184.0,27.0,9.0,29.0,54.0,239.0,449.0,85.0,632.0,1169.0,13.0,8.0,16.0,6.0,387.0,372.0,217.0,2.0,6.0,220.0,1939.0,16.0,445.0,21.0,1310.0,36.0,249.0,56.0,3.0,51.0,75.0,485.0,1006.0,1000.0,26.0,14.0,40.0,384.0,382.0,208.0,35.0,11.0,36.0,37.0,31.0
358,137.0,28.0,400.0,66.0,1.0,28.0,4.0,7.0,1.0,6.0,2.0,5.0,9.0,53.0,2.0,5.0,1.0,12.0,424.0,6.0,5.0,5.0,2.0,47.0,18.0,5.0,43.0,2.0,4.0,4.0,2.0,0.0,7.0,3.0,3.0,1.0,1.0,7.0,1.0,11.0,7.0,11.0,7.0,143.0,106.0,37.0,3.0,14.0,7.0,230.0,2.0,8.0,1.0,2.0,2.0,2.0,37.0,8.0,7.0,16.0,93.0,2.0
359,23.0,2.0,76.0,4.0,0.0,1.0,1.0,10123.0,12.0,18.0,4.0,35.0,12.0,64.0,13.0,15.0,56.0,5.0,52.0,1.0,53.0,147.0,12.0,198.0,30.0,29.0,120.0,3.0,0.0,34.0,0.0,3.0,2.0,128.0,2.0,4.0,54.0,0.0,46.0,102.0,20.0,508.0,100.0,6.0,4.0,15.0,9.0,55.0,352.0,2503.0,423.0,11.0,8.0,38.0,28.0,127.0,236.0,9.0,7.0,12.0,247.0,24.0
36,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,15.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,3.0,4.0,0.0,1.0,13.0,0.0,0.0,1692.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0
375,15.0,2.0,285.0,92.0,16.0,1570.0,6.0,18.0,260.0,97.0,34.0,80.0,3868.0,344.0,21.0,127.0,311.0,516.0,86.0,343.0,19.0,19.0,466.0,40.0,30.0,18.0,30.0,2.0,5.0,12.0,2.0,8.0,35.0,137.0,4.0,9.0,272.0,23.0,1.0,119.0,69.0,446.0,20.0,10.0,24.0,61.0,14.0,407.0,61.0,21.0,71.0,6.0,12.0,63.0,25.0,30.0,44.0,157.0,475.0,320.0,163.0,202.0
383,1.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,24.0,1.0,2.0,4.0,215.0,6.0,1.0,2.0,1.0,30.0,7.0,63.0,1.0,2.0,0.0,1.0,12.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,6.0,0.0,4.0,4.0,2.0,47.0,38.0,0.0,0.0
385,4.0,2.0,2.0,2.0,3.0,3.0,7.0,1.0,0.0,1.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,7.0,0.0,7.0,1.0,0.0
387,4.0,2.0,3.0,3.0,3.0,3.0,141.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,2.0,0.0,4.0,8.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,14.0,1.0,39.0,5.0,4.0,3.0,5.0,3.0,0.0,1.0,4.0,0.0,16.0,2.0,2.0,0.0,10.0,2.0,4.0,51.0,1.0,3.0,4.0,2.0,1.0
397,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,7.0,1.0,2.0,3.0,2.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0
399,1.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,164.0,3.0,96.0,10.0,3261.0,21.0,2.0,113.0,12.0,83.0,18.0,18.0,6.0,23.0,14.0,14.0,36.0,11.0,4.0,0.0,1.0,5.0,0.0,1.0,17.0,2.0,3.0,0.0,7.0,8.0,0.0,0.0,14.0,5.0,18.0,0.0,15.0,0.0,1.0,2.0,0.0,0.0,30.0,0.0,10.0,6.0,1.0,12.0,11.0,22.0,498.0,52.0,11.0,13.0
40,9.0,98.0,5.0,2.0,2.0,4.0,0.0,33.0,5.0,166.0,11.0,11.0,8.0,66.0,2.0,8.0,1.0,5.0,5.0,3.0,12.0,82.0,1.0,693.0,5.0,22.0,510.0,3.0,7.0,1.0,3.0,1.0,7.0,11.0,9.0,5.0,62.0,1.0,0.0,84.0,1.0,69.0,6.0,3.0,4.0,367.0,3.0,3.0,88.0,404.0,6.0,1.0,4.0,120.0,5.0,4.0,21.0,7.0,0.0,3.0,6.0,4.0
400,58.0,700.0,104.0,136.0,32.0,2304.0,90.0,54.0,125.0,131.0,94.0,857.0,322.0,1865.0,2203.0,446.0,323.0,232.0,53.0,17.0,1575.0,201.0,308.0,891.0,130.0,4162.0,38.0,24.0,134.0,19.0,4597.0,59.0,176.0,753.0,49.0,44.0,303.0,2445.0,33.0,1871.0,174.0,2271.0,140.0,227.0,39.0,62.0,89.0,138.0,1081.0,129.0,715.0,42.0,116.0,313.0,121.0,1751.0,156.0,4522.0,93.0,1395.0,270.0,537.0
409,33.0,51.0,33.0,27.0,955.0,935.0,3777.0,17.0,9.0,384.0,246.0,357.0,17.0,176.0,117.0,512.0,43.0,4298.0,45.0,576.0,58.0,26.0,117.0,38.0,564.0,109.0,4.0,8.0,6.0,4.0,48.0,1784.0,105.0,850.0,2465.0,4.0,265.0,283.0,28.0,642.0,74.0,339.0,34.0,185.0,21.0,146.0,34.0,426.0,248.0,119.0,69.0,33.0,3.0,445.0,316.0,42.0,82.0,77.0,29.0,878.0,45.0,476.0
411,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,8.0,3.0,1.0
412,18.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,102.0,11.0,38.0,1.0,0.0,4.0,63.0,5.0,28.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,386.0,0.0,0.0,0.0,0.0,16.0,4.0,36.0,23.0,16.0,0.0,2.0,12.0,2.0,0.0,3373.0,21.0,1.0,1.0,3.0,8.0,6.0,5.0,14.0,3.0,0.0,24.0,13.0
418,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
419,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,10.0,3.0,3.0,1.0,4.0,5.0,1.0,11.0,3.0,45.0,3.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,5.0,3.0,1.0,8.0,2.0,3.0,73.0,1.0,11.0,27.0,0.0,0.0
420,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
421,23.0,50.0,85.0,16.0,126.0,350.0,489.0,202.0,37.0,41.0,36.0,48.0,19.0,77.0,10.0,139.0,129.0,145.0,5.0,116.0,34.0,120.0,87.0,23.0,101.0,63.0,2.0,22.0,7.0,74.0,54.0,929.0,144.0,108.0,1470.0,3.0,136.0,116.0,20021.0,76.0,89.0,297.0,526.0,797.0,15.0,81.0,115.0,20.0,126.0,345.0,469.0,119.0,3.0,69.0,110.0,60.0,5369.0,460.0,117.0,1457.0,24.0,54.0
426,9.0,9.0,18.0,10.0,1.0,12.0,3.0,59.0,9.0,11.0,5.0,20.0,55.0,21.0,7.0,8.0,49.0,17.0,19.0,3.0,12.0,14.0,10.0,17.0,27.0,22.0,12.0,3.0,8.0,12.0,6.0,9.0,18.0,10.0,2.0,6.0,27.0,10.0,19.0,15.0,15.0,11.0,35.0,9.0,19.0,4.0,15.0,15.0,12.0,5.0,46.0,6.0,10.0,20.0,7.0,23.0,59.0,15.0,11.0,24.0,14.0,12.0
431,2.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,4.0,2.0,58.0,4.0,0.0,0.0,1.0,12.0,2.0,67.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,13.0,9.0,2.0,1.0
433,6.0,2.0,3.0,1.0,4.0,11.0,3.0,4.0,4.0,6.0,3.0,14.0,74.0,3.0,10.0,7.0,10.0,24.0,19.0,7.0,1.0,11.0,5.0,13.0,2.0,5.0,2.0,0.0,0.0,7.0,0.0,1.0,13.0,2.0,4.0,0.0,4.0,12.0,2.0,9.0,8.0,16.0,5.0,3.0,22.0,4.0,3.0,8.0,9.0,2.0,12.0,10.0,2.0,10.0,2.0,8.0,33.0,8.0,2.0,15.0,7.0,7.0
434,8.0,124.0,64.0,80.0,1.0,48.0,30.0,1663.0,35.0,121.0,734.0,744.0,1206.0,8.0,38.0,41.0,52.0,72.0,719.0,12.0,8.0,300.0,49.0,16.0,90.0,27.0,21.0,2.0,5.0,9.0,123.0,28.0,23.0,51.0,2.0,6.0,151.0,11.0,18.0,59.0,7.0,219.0,19.0,2.0,12.0,158.0,155.0,32.0,219.0,161.0,146.0,723.0,11.0,33.0,4.0,17.0,59.0,20.0,182.0,185.0,110.0,7.0
437,13.0,6.0,49.0,21.0,15.0,33.0,19.0,6.0,3.0,38.0,6.0,23.0,62.0,41.0,9.0,27.0,25.0,24.0,25.0,14.0,6.0,17.0,6.0,30.0,37.0,34.0,5.0,1.0,4.0,4.0,9.0,3.0,27.0,32.0,25.0,6.0,9.0,8.0,4.0,18.0,30.0,9.0,9.0,14.0,30.0,77.0,23.0,20.0,9.0,53.0,13.0,5.0,9.0,23.0,10.0,14.0,28.0,20.0,4.0,36.0,11.0,13.0
438,2.0,0.0,317.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,7.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0,0.0
439,2.0,0.0,237.0,1.0,3.0,3.0,6.0,5.0,15.0,0.0,0.0,0.0,4.0,1.0,0.0,12.0,1.0,47.0,3.0,4.0,2.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,14.0,1.0,1.0,9.0,0.0,1.0
43_ref1,2.0,1.0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,3.0,5.0,22.0,3.0,1.0,6.0,2.0,3.0
43_ref2,12.0,1.0,13.0,9.0,2.0,8.0,4.0,5.0,2.0,3.0,6.0,4.0,27.0,2.0,4.0,3.0,5.0,7.0,6.0,1.0,0.0,6.0,3.0,8.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,11.0,7.0,6.0,4.0,1.0,0.0,1.0,6.0,5.0,2.0,2.0,5.0,1.0,5.0,8.0,3.0,8.0,6.0,7.0,3.0,12.0,8.0,2.0
442,20.0,7.0,17.0,9.0,12.0,35.0,7.0,14.0,6.0,6.0,11.0,39.0,85.0,14.0,19.0,28.0,27.0,40.0,29.0,15.0,22.0,30.0,7.0,25.0,10.0,14.0,5.0,4.0,1.0,13.0,5.0,9.0,24.0,21.0,13.0,2.0,13.0,17.0,5.0,34.0,36.0,28.0,17.0,12.0,21.0,10.0,19.0,46.0,15.0,9.0,26.0,8.0,12.0,32.0,19.0,48.0,257.0,31.0,6.0,35.0,23.0,26.0
45,5.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,1.0,7.0,2.0,15.0,4.0,0.0,2.0,2.0,7.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,0.0,12.0,1.0,1.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,3.0,1.0,16.0,9.0,3.0,12.0,2.0,0.0,7.0,0.0
