strain_id,B_MTX_Fluconazole.MID2_WSC2,B_MTX_Fluconazole.HNM1_TPO2,B_MTX_Fluconazole.ADE17_GIS2,B_MTX_Fluconazole.ERV25_PIS1,B_MTX_Fluconazole.ALO1_UIP4,B_MTX_Fluconazole.RET2_SNA3,B_MTX_Fluconazole.MID2_RSN1,B_MTX_Fluconazole.FMP45_MEP1,B_MTX_Fluconazole.noPPI_reference,B_MTX_Fluconazole.SNA4_VAC8,B_MTX_Fluconazole.PLM2_SNA3,B_MTX_Fluconazole.SSH1_PIS1,B_MTX_Fluconazole.SSH1_ERV25,B_MTX_Fluconazole.TPO1_MID2,B_MTX_Fluconazole.ERG11_ERV25,B_MTX_Fluconazole.SSH1_ERG11,B_MTX_Fluconazole.PMC1_CTR2,B_MTX_Fluconazole.ALO1_HYR1,B_MTX_Fluconazole.MID2_TPO2,B_MTX_Fluconazole.RET2_EMP70,B_MTX_Fluconazole.ERV25_EMP47,B_MTX_Fluconazole.ERG11_ERG5,B_MTX_Fluconazole.PLM2_HNM1,B_MTX_Fluconazole.ERG11_ORM2,B_MTX_Fluconazole.SRO9_SGN1,B_MTX_Fluconazole.FMP45_HNM1,B_MTX_Fluconazole.ERG27_ACF2,B_MTX_Fluconazole.HNM1_ERG11,B_MTX_Fluconazole.ERG11_HYR1,B_MTX_Fluconazole.DHH1_LSM3,B_MTX_Fluconazole.GTR1_SLM4,B_MTX_Fluconazole.ERG11_MID2,B_MTX_Fluconazole.MID2_MAM33,B_MTX_Fluconazole.SRO9_DHH1,B_MTX_Fluconazole.ALO1_ADE17,B_MTX_Fluconazole.ERV25_RBD2,B_MTX_Fluconazole.ERV25_UIP4,B_MTX_Fluconazole.ADE17_HYR1,B_MTX_Fluconazole.ERV25_ERG5,B_MTX_Fluconazole.RET2_EMP47,B_MTX_Fluconazole.ADE17_PGM2,B_MTX_Fluconazole.SSH1_ORM2,B_MTX_Fluconazole.TPO1_TPO2,B_MTX_Fluconazole.PMC1_GTR2,B_MTX_Fluconazole.FMP45_MID2,B_MTX_Fluconazole.ERG11_PIS1,B_MTX_Fluconazole.ERG11_ACF2,B_MTX_Fluconazole.SRO9_GIS2,B_MTX_Fluconazole.ERV25_ORM2,B_MTX_Fluconazole.ERG11_TPO4,B_MTX_Fluconazole.HNM1_MID2,B_MTX_Fluconazole.TPO1_TCB2,B_MTX_Fluconazole.HUG1_ALO1,B_MTX_Fluconazole.HNM1_MAM33,B_MTX_Fluconazole.MID2_PIN2,B_MTX_Fluconazole.SNA4_GTR2,B_MTX_Fluconazole.MID2_TPO4,B_MTX_Fluconazole.HUG1_ADE17,B_MTX_Fluconazole.HNM1_TPO4,B_MTX_Fluconazole.HNM1_RBD2,B_MTX_Fluconazole.HNM1_TPO1,B_MTX_Fluconazole.HUG1_PGM2
392,3.0,4.0,3.0,2.0,2.0,0.0,1.0,6.0,1.0,5.0,8.0,1.0,9.0,4.0,1.0,8.0,21.0,5.0,2.0,1.0,13.0,10.0,3.0,9.0,2.0,1.0,6.0,5.0,1.0,36.0,1.0,56.0,19.0,5.0,1.0,10.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,69.0,11.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,19.0,5.0,5.0,5.0,4.0,15.0,6.0,5.0,6.0,18.0
399,8.0,13.0,64.0,27.0,32.0,6.0,3.0,20.0,59.0,58.0,44.0,88.0,23.0,10.0,431.0,234.0,61.0,32.0,1.0,2.0,32.0,1616.0,26.0,4292.0,1805.0,22.0,65.0,105.0,401.0,79.0,50.0,8362.0,3.0,58.0,83.0,0.0,31.0,9.0,22124.0,10.0,32.0,74.0,2.0,24.0,71.0,4029.0,191.0,564.0,4066.0,78.0,332.0,2.0,26.0,16.0,40.0,40.0,6.0,58.0,20.0,24.0,3.0,7.0
406,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,19.0,0.0,0.0,5.0,0.0,66.0,2.0,232.0,0.0,0.0,1.0,1.0,3.0,17.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,656.0,0.0,19.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
409,6.0,7.0,54.0,19.0,58.0,1.0,4.0,4.0,1.0,3.0,128.0,41.0,120.0,1.0,1.0,51.0,456.0,8.0,29.0,0.0,89.0,1.0,68.0,84.0,362.0,76.0,1.0,4.0,0.0,22.0,4.0,45.0,124.0,14.0,128.0,3.0,5.0,3.0,37.0,38.0,5.0,1.0,13.0,147.0,67.0,2.0,2.0,855.0,13.0,14997.0,55.0,2.0,6.0,5.0,93.0,5.0,183.0,10.0,43.0,10.0,29.0,3.0
411,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0
418,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
419,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,276.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
421,4.0,20.0,15.0,1.0,14.0,2.0,8.0,44.0,23.0,11.0,8.0,36.0,400.0,7.0,9.0,3.0,1.0,0.0,0.0,18.0,5.0,29.0,3.0,6.0,6.0,28.0,1.0,4.0,5.0,181.0,695.0,297.0,30.0,1.0,9.0,0.0,0.0,13.0,18.0,1.0,5488.0,4193.0,5.0,270.0,7.0,33.0,30.0,0.0,828.0,1.0,5.0,5.0,2.0,3.0,4.0,27.0,1.0,1.0,0.0,0.0,125.0,23.0
434,1.0,1.0,15.0,0.0,116.0,2.0,1.0,10.0,4.0,2135.0,0.0,5.0,22.0,11.0,1.0,2.0,7.0,45.0,11.0,1.0,202.0,37.0,1.0,68.0,251.0,3.0,2.0,2.0,1.0,133.0,15.0,9.0,7.0,21.0,0.0,5.0,9.0,9.0,18.0,1.0,11.0,4.0,84.0,1017.0,0.0,1877.0,4.0,6.0,1139.0,1.0,1.0,11.0,438.0,10.0,21.0,35.0,2.0,19.0,7.0,1.0,1.0,440.0
439,3.0,9.0,10.0,14.0,2.0,3.0,0.0,1.0,13.0,7.0,3.0,19.0,6.0,2.0,7.0,5.0,10.0,9.0,7.0,2.0,18.0,4.0,3.0,753.0,2437.0,1.0,4.0,5.0,64.0,62.0,16.0,673.0,10.0,5.0,8.0,6.0,8.0,2.0,539.0,1.0,4.0,13.0,0.0,12.0,5.0,899.0,20.0,259.0,4597.0,13.0,6.0,0.0,5.0,12.0,15.0,41.0,2.0,706.0,3.0,3.0,6.0,3.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,1.0,0.0,5.0,3.0,37.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,0.0,2.0,4.0,2.0,111.0,3.0,0.0,1.0,4.0,0.0,1.0,4.0,614.0,0.0,1.0,1.0,0.0,0.0,3.0,22.0,1.0,0.0,9.0,0.0,1.0,9.0,38.0,3.0,5.0,108.0,1.0,4.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0
460,45.0,30637.0,80.0,85.0,290.0,52.0,536.0,167.0,41.0,10012.0,58.0,507.0,5691.0,998.0,96.0,1190.0,126.0,125.0,801.0,220.0,1578.0,399.0,502.0,426.0,329.0,43.0,28.0,2069.0,141.0,12293.0,1530.0,1427.0,692.0,236.0,115.0,164.0,1090.0,91.0,123.0,6.0,221.0,361.0,933.0,17226.0,362.0,136.0,31.0,117.0,105.0,56.0,201.0,185.0,2009.0,936.0,233.0,6845.0,678.0,203.0,5280.0,987.0,2559.0,9131.0
468,19.0,3.0,2.0,4.0,5.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,98.0,3.0,1.0,1.0,36.0,1.0,5.0,220.0,0.0,16.0,49.0,1.0,1.0,2.0,0.0,10.0,12.0,7.0,50.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,21.0,1.0,5.0,0.0,1.0,5.0,36.0,0.0,1.0,9.0,1.0,4.0,5.0,1.0,8.0,9.0,0.0,2.0,10.0
470,138.0,9.0,58.0,31.0,739.0,0.0,250.0,75.0,4.0,5.0,914.0,82.0,16.0,24.0,7.0,9.0,18348.0,109.0,28.0,8.0,9.0,54.0,1.0,38.0,251.0,104.0,6.0,8.0,0.0,172.0,6.0,105.0,154.0,145.0,1670.0,96.0,5.0,1.0,1426.0,66.0,7.0,14.0,1.0,13770.0,63.0,2.0,10.0,2203.0,11.0,95.0,0.0,11.0,106.0,34.0,24.0,2.0,62.0,111.0,8.0,28.0,5.0,150.0
473,1.0,0.0,11.0,1.0,0.0,0.0,2.0,9.0,5.0,9.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,20.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,10.0,1.0,0.0,19.0,1.0,0.0,20.0,0.0,10.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,1.0,8.0,2.0,6.0,0.0,0.0,4.0,2.0
475,179.0,677.0,641.0,6.0,4.0,9.0,4.0,371.0,3.0,492.0,181.0,7.0,8.0,3.0,574.0,26.0,16.0,6.0,1.0,2.0,1.0,1012.0,11.0,296.0,11.0,6.0,1.0,401.0,71.0,120.0,83.0,1110.0,1194.0,7.0,269.0,17.0,24.0,374.0,718.0,5.0,189179.0,9.0,0.0,25.0,10.0,5703.0,9.0,47.0,108.0,2.0,262.0,181.0,39.0,13.0,2.0,728.0,12.0,17.0,11.0,2.0,29.0,8.0
48,47.0,50.0,1.0,7.0,3.0,0.0,10.0,4.0,1.0,3.0,13.0,1.0,1.0,0.0,21.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,22.0,4.0,0.0,7.0,4.0,4.0,12.0,1.0,32.0,1.0,11.0,2.0,5.0,2.0,15.0,1.0,17.0,4.0,0.0,11.0,3.0,14.0,2.0,6.0,23.0,0.0,6.0,3.0,5.0,7.0,7.0,6.0,4.0,2.0,0.0,3.0,1.0,9.0
485,2.0,6.0,8.0,1.0,1.0,6.0,7.0,1.0,6.0,12.0,3.0,1.0,2.0,3.0,6.0,31.0,5.0,5.0,14.0,3.0,2.0,0.0,13.0,4.0,2.0,2.0,11.0,8.0,4.0,9.0,5.0,1.0,6.0,11.0,2.0,17.0,2.0,8.0,3.0,2.0,4.0,0.0,4.0,15.0,7.0,1.0,1.0,539.0,7.0,2.0,2.0,1.0,14.0,1.0,7.0,2.0,5.0,16.0,4.0,9.0,5.0,16.0
486,19.0,72.0,2.0,1.0,2.0,3.0,8.0,5.0,1.0,15.0,37.0,0.0,3.0,5.0,4.0,2.0,8.0,1.0,1.0,3.0,2.0,151.0,1.0,5.0,4.0,3.0,6.0,4.0,4.0,20.0,0.0,3.0,197.0,1.0,82.0,8.0,4.0,4.0,7.0,1.0,74.0,1.0,4.0,366.0,1.0,12.0,2.0,2.0,3.0,1.0,2.0,53.0,11.0,3.0,33.0,2.0,10.0,15.0,3.0,2.0,1.0,9.0
491,14.0,39.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,362.0,8.0,3.0,0.0,1.0,5.0,4.0,39.0,1.0,4.0,0.0,2.0,0.0,60.0,0.0,9.0,2.0,0.0,62.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,6.0,0.0,4.0,33.0,3.0,20.0,5.0
50,7.0,11.0,15.0,23.0,0.0,25.0,0.0,0.0,7.0,1.0,1.0,6.0,2.0,53.0,0.0,1.0,13.0,8.0,25.0,18.0,0.0,7.0,8.0,3.0,7.0,4.0,26.0,0.0,41.0,0.0,0.0,7.0,6.0,2.0,4.0,31.0,6.0,24.0,1.0,34.0,5.0,3.0,7355.0,17.0,6.0,3.0,2.0,13.0,1.0,9.0,5.0,38.0,14.0,10.0,0.0,0.0,10.0,2.0,15.0,9.0,35.0,0.0
503,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0
508,9.0,4.0,3.0,2.0,55.0,0.0,3.0,2.0,0.0,4.0,11.0,0.0,3.0,5.0,1.0,7.0,4.0,6.0,1.0,4.0,11.0,4.0,1.0,24.0,59.0,5.0,2.0,3.0,1.0,7.0,15.0,67.0,20.0,6.0,18.0,3.0,3.0,0.0,136.0,0.0,7.0,3.0,0.0,34.0,3.0,99.0,1.0,80.0,28.0,3.0,24.0,2.0,7.0,2.0,0.0,1.0,6.0,19.0,1.0,1.0,5.0,7.0
52,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,29.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,40.0,24.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0
520,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
522,6.0,19.0,19.0,1.0,0.0,1.0,0.0,21.0,0.0,6.0,10.0,3.0,4.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,28.0,2.0,2.0,2.0,3.0,0.0,5.0,1.0,25.0,202.0,57.0,97.0,1.0,3.0,6.0,7.0,8.0,50.0,1.0,414.0,4.0,1.0,21.0,7.0,1117.0,4.0,0.0,3.0,3.0,9.0,8.0,15.0,4.0,6.0,27.0,0.0,2.0,1.0,0.0,1.0,8.0
523,16.0,401.0,32491.0,114.0,40.0,37.0,46.0,300.0,13.0,164.0,130.0,291.0,1182.0,21.0,11.0,135.0,212.0,13.0,57.0,6.0,217.0,1786.0,128.0,219.0,188.0,190.0,107.0,971.0,13.0,138.0,89.0,242.0,342.0,43.0,859.0,58.0,1025.0,160.0,916.0,224.0,13427.0,86.0,22.0,10323.0,418.0,357.0,80.0,43.0,222.0,1465.0,17381.0,46.0,1439.0,70.0,4.0,1083.0,104.0,277.0,97.0,655.0,1083.0,43.0
524,5.0,423.0,5.0,2.0,13.0,3.0,116.0,33.0,2.0,35.0,3.0,212.0,283.0,170.0,9.0,105.0,24.0,2.0,74.0,6.0,115.0,17.0,7.0,11.0,92.0,30.0,11.0,15.0,4.0,49.0,3.0,134.0,110.0,58.0,2.0,29.0,49.0,1.0,118.0,2.0,2.0,155.0,176.0,3147.0,15.0,10.0,11.0,2.0,14.0,2.0,89.0,68.0,1226.0,16.0,31.0,113.0,282.0,23.0,36.0,135.0,155.0,2591.0
525,2.0,4.0,5.0,2.0,52.0,1.0,2.0,3.0,2.0,337.0,7.0,9.0,112.0,4.0,4.0,60.0,5.0,35.0,11.0,2.0,3.0,8.0,0.0,1.0,18.0,4.0,31.0,5.0,2.0,46.0,0.0,3.0,42.0,45.0,0.0,8.0,2.0,7.0,8.0,1.0,15.0,407.0,24.0,272.0,3.0,5.0,4.0,197.0,12.0,2.0,7.0,2.0,17.0,4.0,4.0,47.0,3.0,6.0,30.0,140.0,70.0,10.0
531,9.0,52.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,3.0,22.0,4.0,7.0,10.0,10.0,4.0,10.0,4.0,2.0,5.0,8.0,4.0,5.0,10.0,5.0,1.0,2.0,2.0,1.0,10.0,3.0,13.0,120.0,3.0,55.0,9.0,8.0,1.0,2.0,3.0,29.0,5.0,5.0,49.0,5.0,3.0,3.0,1.0,5.0,5.0,2.0,41.0,12.0,10.0,3.0,5.0,1.0,5.0,3.0,2.0,0.0,24.0
532,4.0,9.0,11.0,8.0,0.0,5.0,1.0,1.0,2.0,3.0,11.0,7.0,6.0,5.0,1.0,2.0,27.0,1.0,0.0,1.0,4.0,5.0,4.0,10.0,7.0,4.0,1.0,1.0,3.0,2.0,1.0,6.0,13.0,0.0,7.0,5.0,5.0,3.0,4.0,7.0,4.0,1.0,4.0,54.0,4.0,3.0,3.0,3.0,4.0,11.0,17.0,2.0,24.0,6.0,1.0,2.0,1.0,4.0,6.0,4.0,2.0,1.0
535,1216.0,105.0,56.0,51.0,308.0,30.0,1583.0,175.0,892.0,35.0,50.0,2439.0,1852.0,14.0,47.0,4362.0,142.0,27.0,800.0,42.0,55.0,36.0,318.0,44.0,58.0,2068.0,35.0,404.0,20.0,188.0,41.0,263.0,11439.0,209.0,695.0,64.0,1974.0,28.0,58.0,14.0,76.0,222.0,384.0,169.0,1766.0,929.0,39.0,5300.0,981.0,285.0,493.0,344.0,4961.0,20.0,2017.0,3462.0,525.0,1390.0,35.0,88.0,16.0,7371.0
538,46.0,177.0,205.0,25.0,16.0,4.0,27.0,154.0,16.0,474.0,47.0,474.0,14.0,16.0,19.0,99.0,21.0,56.0,15.0,7.0,351.0,399.0,9.0,1346.0,37.0,10.0,6.0,74.0,4.0,46.0,12.0,52.0,286.0,161.0,65.0,35.0,24.0,117.0,81.0,8.0,51001.0,787.0,9.0,241.0,44.0,202.0,16.0,58.0,112.0,728.0,13.0,69.0,32.0,43.0,9.0,277.0,23.0,61.0,29.0,13.0,4162.0,45.0
539,27.0,65.0,3418.0,85.0,447.0,40.0,312.0,42.0,86.0,18.0,10.0,26732.0,3610.0,15.0,50.0,388.0,171.0,8.0,91.0,7.0,30.0,3323.0,10.0,230.0,45.0,13.0,0.0,211.0,4.0,188.0,11.0,1652.0,207.0,109.0,85.0,14.0,70.0,40.0,169.0,42.0,32.0,98.0,63.0,1369.0,26.0,120.0,9082.0,923.0,138.0,69.0,200.0,0.0,278.0,31.0,353.0,886.0,4769.0,15.0,19.0,58.0,1625.0,166.0
540,45.0,409.0,4992.0,45.0,119.0,16.0,302.0,93.0,213.0,1628.0,25.0,484.0,286.0,642.0,13.0,56.0,828.0,278.0,686.0,20.0,105.0,317.0,191.0,70.0,84.0,1711.0,79.0,261.0,44.0,3201.0,1990.0,80.0,1590.0,894.0,152.0,94129.0,92.0,525.0,268.0,17.0,58.0,75.0,685.0,40399.0,413.0,79.0,573.0,91.0,1181.0,16.0,157.0,1098.0,3232.0,352.0,215.0,622.0,485.0,4560.0,804.0,468.0,783.0,1164.0
545,206.0,2813.0,82.0,4566.0,2043.0,222.0,308.0,978.0,4588.0,390.0,132.0,154.0,1008.0,15302.0,240.0,530.0,1508.0,20984.0,1993.0,271.0,37192.0,677.0,280.0,1162.0,27875.0,1230.0,329.0,1669.0,300.0,4038.0,160.0,440.0,1482.0,13221.0,59206.0,580.0,10909.0,95.0,18046.0,549.0,323.0,332.0,8757.0,121708.0,7306.0,435.0,377.0,2867.0,5011.0,939.0,843.0,8830.0,6513.0,2447.0,1094.0,5343.0,8186.0,63317.0,2604.0,330.0,381.0,3633.0
557,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,1.0,0.0,7.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,9.0,1.0
559,2.0,2.0,43.0,0.0,0.0,2.0,1.0,10.0,240.0,80.0,1.0,5.0,5.0,10.0,0.0,56.0,23.0,6.0,3.0,0.0,3.0,44.0,1.0,3.0,0.0,1.0,4.0,8.0,2.0,5.0,0.0,6.0,9.0,6.0,1.0,5.0,4.0,14.0,9.0,4.0,19.0,3.0,3.0,43.0,3.0,58.0,12.0,0.0,3.0,2.0,7.0,1.0,55.0,2.0,0.0,10.0,8.0,51.0,4.0,1.0,5.0,4.0
564,12.0,33.0,41.0,4.0,13.0,5.0,2.0,53.0,261.0,88.0,9.0,10.0,275.0,21.0,16.0,648.0,28.0,13.0,14.0,5.0,22.0,204.0,12.0,34.0,824.0,12.0,5.0,9.0,19.0,120.0,31.0,51.0,44.0,279.0,6.0,41.0,14.0,63.0,16.0,3.0,185.0,5.0,62.0,1795.0,512.0,102.0,22.0,369.0,37.0,8.0,37.0,75.0,66.0,42.0,19.0,308.0,11.0,34.0,16.0,19.0,41.0,51.0
567,1.0,2.0,25.0,1.0,2.0,54.0,2.0,173.0,0.0,5.0,3.0,8.0,47.0,10889.0,2.0,4.0,478.0,13.0,1.0,116.0,5.0,568.0,0.0,18.0,1.0,9.0,55.0,1.0,62.0,44.0,0.0,19.0,7.0,0.0,5.0,8.0,0.0,13.0,127.0,451.0,8.0,3.0,139.0,282.0,19.0,13.0,2.0,70.0,8.0,1445.0,4.0,213.0,8.0,32.0,1.0,14.0,2.0,10.0,6.0,15.0,1.0,15.0
57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
571,2.0,3.0,58.0,1.0,1.0,1.0,10.0,7.0,5.0,15.0,0.0,38.0,211.0,66.0,2.0,3.0,11.0,16.0,16.0,1.0,1.0,2.0,49.0,0.0,0.0,1.0,18.0,2.0,1.0,20.0,1.0,12.0,6.0,10.0,2.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,67.0,15.0,0.0,30.0,2.0,1.0,6.0,2.0,8.0,21.0,596.0,2.0,69.0,67.0,4.0,32.0,1.0,2.0,0.0,246.0
576,6.0,6.0,6.0,20.0,4.0,12.0,3.0,3.0,9.0,13.0,4.0,10.0,23.0,7.0,5.0,26.0,47.0,59.0,5.0,1.0,4.0,9.0,5.0,101.0,5.0,4.0,18.0,30.0,6.0,8.0,3.0,7.0,17.0,17.0,5.0,23.0,27.0,6.0,16.0,10.0,5.0,0.0,5.0,98.0,9.0,29.0,12.0,10.0,1.0,20.0,17.0,9.0,68.0,20.0,2.0,4.0,12.0,82.0,5.0,1.0,4.0,10.0
578,161.0,6509.0,245.0,832.0,4044.0,265.0,5329.0,11096.0,919.0,17124.0,6950.0,2963.0,8162.0,2017.0,3174.0,8958.0,15914.0,19905.0,5782.0,242.0,18099.0,10636.0,2286.0,804.0,1530.0,4086.0,1013.0,15649.0,24888.0,22072.0,616.0,3919.0,3899.0,2614.0,287.0,1446.0,15946.0,318.0,10405.0,187.0,344.0,3315.0,2425.0,86622.0,27479.0,9036.0,14971.0,825.0,2309.0,1322.0,16576.0,352.0,7904.0,8479.0,2608.0,4773.0,7056.0,881.0,8675.0,5020.0,13048.0,3014.0
581,1.0,4.0,5.0,1.0,8.0,2.0,6.0,1.0,2.0,2.0,0.0,2.0,5.0,27.0,6.0,0.0,11.0,1.0,0.0,0.0,9.0,16.0,3.0,22.0,9.0,5.0,0.0,7.0,4.0,13.0,8.0,3.0,42.0,1.0,1.0,6.0,1.0,3.0,1.0,3.0,0.0,3.0,4.0,116.0,13.0,4.0,2.0,5.0,2.0,11.0,6.0,3.0,4.0,19.0,1.0,9.0,9.0,8.0,0.0,12.0,3.0,28.0
586,6.0,12.0,1.0,13.0,3.0,0.0,25.0,6.0,5.0,8.0,47.0,7.0,12.0,2.0,42.0,6.0,16.0,28.0,7.0,1.0,18.0,20.0,11.0,10.0,66.0,9.0,5.0,7.0,1.0,47.0,17.0,1.0,18.0,10.0,5.0,14.0,25.0,4.0,20.0,0.0,6.0,5.0,2.0,139.0,49.0,5.0,7.0,7.0,11.0,0.0,8.0,2.0,42.0,57.0,18.0,12.0,9.0,16.0,9.0,19.0,31.0,31.0
589,7.0,17.0,147.0,19.0,3.0,1.0,3.0,38.0,1.0,74.0,34.0,22.0,6.0,19.0,987.0,273.0,47.0,11.0,2.0,1.0,7.0,1945.0,12.0,215.0,59.0,6.0,9.0,71.0,56.0,49.0,513.0,3195.0,30.0,9.0,12.0,14.0,17.0,32.0,522.0,9.0,2900.0,11.0,0.0,31.0,27.0,3249.0,16.0,377.0,102.0,150.0,27.0,3.0,29.0,12.0,5.0,54.0,10.0,38.0,3.0,17.0,6.0,15.0
590,1.0,6.0,19.0,2.0,1.0,2.0,5.0,5.0,1.0,6.0,2.0,15.0,0.0,0.0,388.0,1.0,4.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0,9.0,3.0,9.0,7.0,1.0,0.0,3.0,5.0,1.0,94.0,1.0,19.0,0.0,0.0,5.0,0.0,784.0,2.0,0.0,9.0,0.0,4.0,0.0,13.0,3.0,2.0,17.0,3.0,8.0,1.0,0.0,1.0,4.0
