strain_id,B_MTX_Metformin.ADE17_HYR1,B_MTX_Metformin.ERG27_ACF2,B_MTX_Metformin.ERG11_ERG5,B_MTX_Metformin.RET2_EMP70,B_MTX_Metformin.ERV25_EMP47,B_MTX_Metformin.DHH1_LSM3,B_MTX_Metformin.ERG11_MID2,B_MTX_Metformin.SSH1_ORM2,B_MTX_Metformin.SNA4_VAC8,B_MTX_Metformin.PLM2_HNM1,B_MTX_Metformin.ERG11_TPO4,B_MTX_Metformin.HNM1_RBD2,B_MTX_Metformin.SSH1_ERV25,B_MTX_Metformin.SNA4_GTR2,B_MTX_Metformin.RET2_SNA3,B_MTX_Metformin.HUG1_PGM2,B_MTX_Metformin.HNM1_ERG11,B_MTX_Metformin.MID2_TPO2,B_MTX_Metformin.SRO9_GIS2,B_MTX_Metformin.ERG11_ORM2,B_MTX_Metformin.RET2_EMP47,B_MTX_Metformin.TPO1_MID2,B_MTX_Metformin.HUG1_ALO1,B_MTX_Metformin.PMC1_GTR2,B_MTX_Metformin.HNM1_TPO1,B_MTX_Metformin.SSH1_PIS1,B_MTX_Metformin.SSH1_ERG11,B_MTX_Metformin.ERG11_ACF2,B_MTX_Metformin.GTR1_SLM4,B_MTX_Metformin.SRO9_SGN1,B_MTX_Metformin.HNM1_MID2,B_MTX_Metformin.ERV25_RBD2,B_MTX_Metformin.ALO1_HYR1,B_MTX_Metformin.ERV25_ORM2,B_MTX_Metformin.ERG11_HYR1,B_MTX_Metformin.HNM1_TPO4,B_MTX_Metformin.SRO9_DHH1,B_MTX_Metformin.FMP45_MID2,B_MTX_Metformin.PLM2_SNA3,B_MTX_Metformin.MID2_RSN1,B_MTX_Metformin.FMP45_MEP1,B_MTX_Metformin.HUG1_ADE17,B_MTX_Metformin.ERG11_PIS1,B_MTX_Metformin.PMC1_CTR2,B_MTX_Metformin.TPO1_TPO2,B_MTX_Metformin.ADE17_GIS2,B_MTX_Metformin.ERV25_PIS1,B_MTX_Metformin.HNM1_TPO2,B_MTX_Metformin.MID2_MAM33,B_MTX_Metformin.ALO1_UIP4,B_MTX_Metformin.FMP45_HNM1,B_MTX_Metformin.ALO1_ADE17,B_MTX_Metformin.noPPI_reference,B_MTX_Metformin.TPO1_TCB2,B_MTX_Metformin.HNM1_MAM33,B_MTX_Metformin.MID2_TPO4,B_MTX_Metformin.ADE17_PGM2,B_MTX_Metformin.MID2_WSC2,B_MTX_Metformin.ERG11_ERV25,B_MTX_Metformin.ERV25_ERG5,B_MTX_Metformin.ERV25_UIP4,B_MTX_Metformin.MID2_PIN2
258,30.0,584.0,25.0,9.0,203.0,279.0,84.0,58.0,1094.0,62.0,43.0,191.0,107.0,1653,9.0,106.0,107.0,703.0,54.0,11.0,7.0,151.0,293.0,12.0,89.0,667.0,96.0,66.0,17.0,1167,180.0,20.0,52.0,461.0,160,267.0,29.0,14.0,164.0,150.0,130.0,467.0,59.0,7.0,59.0,21.0,82.0,502.0,47.0,25.0,23.0,158.0,232.0,9.0,109.0,311.0,52.0,13.0,49.0,253.0,113.0,134.0
27,8.0,33.0,16.0,15.0,401.0,40.0,9.0,8.0,6.0,26.0,1.0,1.0,7.0,528,22.0,2.0,18.0,3.0,87.0,54.0,51.0,117.0,2.0,47.0,8.0,8.0,7.0,4.0,9.0,1736,1.0,3.0,7.0,25.0,104,6.0,136.0,2.0,132.0,2.0,206.0,2.0,3.0,52.0,79.0,2.0,5.0,5.0,4.0,2.0,141.0,6.0,233.0,29.0,6.0,85.0,0.0,1.0,10.0,7.0,11.0,143.0
270,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7,0.0,0.0,2.0,7.0,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
271,1.0,10.0,15.0,1.0,15.0,680.0,16.0,5.0,2.0,0.0,1.0,0.0,15.0,16,6.0,29.0,5.0,13.0,80.0,20.0,4.0,29.0,23.0,2.0,21.0,2.0,8.0,8.0,6.0,1254,52.0,3.0,9.0,640.0,65,98.0,35.0,5.0,0.0,2.0,1.0,11.0,51.0,9.0,1.0,0.0,31.0,5.0,2.0,5.0,2.0,0.0,3.0,0.0,4.0,161.0,1.0,1.0,68.0,12.0,23.0,8.0
272,1.0,0.0,67.0,0.0,2.0,6.0,24.0,1.0,1.0,2.0,148.0,3.0,17.0,4,0.0,2.0,0.0,4.0,1.0,91.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,81.0,203,2.0,1.0,1.0,12.0,2,3.0,3.0,0.0,0.0,1.0,1.0,9.0,22.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,100.0,1.0,3.0,44.0,4.0,4.0,5.0
277,1.0,0.0,1.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,8,0.0,4.0,0.0,9.0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0
286,4.0,726.0,9.0,16.0,7.0,502.0,18.0,7.0,364.0,131.0,1.0,5.0,25.0,125,22.0,688.0,3.0,68.0,0.0,69.0,3.0,713.0,1763.0,90.0,89.0,8.0,54.0,71.0,6.0,26,5.0,14.0,17.0,187.0,46,3.0,28.0,2.0,4.0,15.0,68.0,62.0,10.0,144.0,335.0,2.0,1.0,9.0,48.0,43.0,134.0,5.0,580.0,539.0,7.0,134.0,4.0,3.0,24.0,26.0,14.0,51.0
289,1.0,2.0,7.0,2.0,1.0,12.0,37.0,0.0,2.0,2.0,25.0,1.0,7.0,11,1.0,1.0,7.0,12.0,17.0,1.0,0.0,10.0,4.0,2.0,4.0,5.0,8.0,0.0,0.0,167,174.0,4.0,4.0,25.0,39,2.0,6.0,0.0,0.0,3.0,3.0,1.0,8.0,2.0,1.0,1.0,8.0,2.0,2.0,3.0,5.0,0.0,9.0,0.0,1.0,58.0,2.0,1.0,56.0,27.0,13.0,3.0
292,3.0,5.0,2.0,3.0,13.0,6.0,1.0,7.0,1.0,2.0,0.0,1.0,4.0,16,7.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,3.0,0.0,4.0,11.0,1.0,4.0,3.0,18,5.0,4.0,0.0,13.0,15,2.0,0.0,0.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,436.0,4.0,2.0,4.0,23.0,2.0,1.0,11.0,1.0,3.0
294,6.0,7.0,72.0,1.0,51.0,27.0,17.0,4.0,8.0,1.0,624.0,2.0,14.0,83,6.0,27.0,30.0,11.0,133.0,12.0,5.0,9.0,14.0,3.0,9.0,15.0,224.0,5.0,10.0,165,217.0,7.0,8.0,381.0,236,8.0,14.0,2.0,0.0,1.0,9.0,3.0,124.0,4.0,4.0,6.0,14.0,2.0,3.0,11.0,5.0,1.0,24.0,3.0,3.0,50.0,13.0,1.0,354.0,43.0,49.0,11.0
296,2.0,1.0,42.0,1.0,15.0,286.0,29.0,43.0,45.0,12.0,12.0,4.0,16.0,33,2.0,31.0,19.0,81.0,12.0,3.0,0.0,79.0,18.0,2.0,1.0,1.0,59.0,1.0,1617.0,159,139.0,8.0,13.0,57.0,37,105.0,9.0,8.0,3.0,0.0,1.0,22.0,14.0,8.0,31.0,0.0,1.0,48.0,2.0,6.0,12.0,7.0,0.0,3.0,1.0,32.0,0.0,0.0,2.0,88.0,8.0,23.0
299,8.0,4.0,235.0,4.0,10.0,24.0,48.0,1.0,5.0,0.0,117.0,3.0,17.0,31,1.0,3.0,3.0,5.0,426.0,4.0,2.0,2.0,13.0,3.0,42.0,9.0,2.0,13.0,5.0,84,13.0,13.0,4.0,93.0,36,2.0,96.0,0.0,3.0,2.0,3.0,7.0,27.0,7.0,2.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,5.0,1.0,2.0,14.0,299.0,9.0,12.0
307,4.0,6.0,1.0,0.0,5.0,8.0,11.0,4.0,1.0,1.0,10.0,4.0,3.0,12,2.0,9.0,1.0,1.0,17.0,44.0,0.0,0.0,13.0,2.0,2.0,13.0,4.0,4.0,0.0,84,1.0,8.0,2.0,11.0,4,3.0,4.0,3.0,2.0,1.0,3.0,204.0,44.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0
308,8.0,1.0,0.0,1.0,0.0,14.0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,52,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,9.0,0.0,4.0,16.0,1.0,9.0,3.0,36,3.0,5.0,3.0,16.0,8,4.0,3.0,1.0,0.0,3.0,2.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,16.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,6.0
31,11.0,1.0,31.0,3.0,4.0,10.0,179.0,11.0,2.0,817.0,5.0,6.0,18.0,173,0.0,4.0,9.0,10.0,6.0,204.0,0.0,0.0,6.0,3.0,7.0,5.0,4.0,53.0,848.0,24,13.0,8.0,0.0,227.0,14,9.0,19.0,145.0,2.0,369.0,77.0,2.0,115.0,1.0,6.0,3.0,1.0,1.0,0.0,2.0,184.0,1.0,1018.0,1.0,1.0,131.0,1.0,2.0,4.0,308.0,1.0,117.0
311,1.0,1.0,6.0,0.0,3.0,17.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,18,3.0,4.0,1.0,7.0,0.0,2.0,3.0,3.0,7.0,2.0,2.0,5.0,8.0,3.0,1.0,35,2.0,2.0,1.0,22.0,41,5.0,1.0,2.0,0.0,3.0,2.0,9.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,0.0,4.0,2.0,1.0,3.0
312,9.0,243.0,621.0,2.0,702.0,28.0,262.0,85.0,10.0,1.0,23.0,5.0,67.0,179,8.0,32.0,19.0,5.0,364.0,285.0,6.0,7.0,193.0,47.0,14.0,15.0,62.0,635.0,14.0,738,136.0,9.0,13.0,138.0,686,28.0,297.0,2.0,4.0,14.0,45.0,38.0,32.0,33.0,7.0,8.0,12.0,9.0,32.0,21.0,110.0,59.0,313.0,5.0,10.0,6.0,4.0,6.0,598.0,15.0,28.0,145.0
320,102.0,102.0,229.0,61.0,592.0,205.0,468.0,283.0,2163.0,753.0,386.0,430.0,497.0,10453,65.0,1235.0,1031.0,2678.0,34.0,1054.0,35.0,2027.0,2645.0,473.0,1708.0,555.0,5020.0,3024.0,90.0,4915,858.0,106.0,2845.0,829.0,5441,4623.0,225.0,111.0,236.0,1435.0,241.0,2858.0,283.0,167.0,643.0,90.0,71.0,4163.0,583.0,512.0,152.0,666.0,539.0,284.0,1787.0,1000.0,65.0,1789.0,420.0,1161.0,162.0,722.0
323,1.0,5.0,1.0,9.0,2.0,7.0,1.0,16.0,2.0,1.0,2.0,0.0,0.0,4,4.0,27.0,11.0,0.0,3.0,0.0,5.0,2.0,24.0,0.0,3.0,12.0,2.0,19.0,1.0,13,13.0,5.0,1.0,199.0,10,1.0,2.0,1.0,1.0,1.0,4.0,253.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,0.0,2.0,471.0,4.0,0.0,1.0,7.0,3.0,2.0,4.0,1.0,0.0
325,9.0,22.0,425.0,23.0,11.0,249.0,66.0,36.0,6.0,3.0,45.0,4.0,21.0,49,29.0,27.0,6.0,75.0,68.0,27.0,38.0,278.0,17.0,4.0,109.0,12.0,19.0,7.0,22.0,1153,80.0,2.0,4.0,161.0,5942,1.0,16.0,1.0,1.0,2.0,9.0,32.0,137.0,4.0,49.0,3.0,5.0,34.0,3.0,3.0,4.0,2.0,9.0,17.0,6.0,26.0,6.0,0.0,257.0,239.0,6.0,19.0
33,1.0,1.0,19.0,0.0,1.0,2.0,10.0,20.0,34.0,0.0,0.0,0.0,1.0,5,2.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,3.0,1.0,2.0,3.0,16.0,4.0,3.0,7,57.0,1.0,1.0,259.0,3,0.0,17.0,1.0,0.0,1.0,1.0,14.0,11.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,21.0,61.0,1.0,2.0
335,15.0,163.0,2.0,11.0,16.0,76.0,1.0,43.0,5.0,11.0,2.0,6.0,221.0,743,7.0,272.0,4.0,320.0,10.0,60.0,1.0,795.0,442.0,36.0,147.0,6.0,441.0,13.0,2.0,25,39.0,3800.0,8.0,60.0,19,11.0,15.0,51.0,3.0,285.0,11.0,245.0,18.0,28.0,67.0,6.0,5.0,52.0,44.0,84.0,1.0,6.0,258.0,74.0,2.0,124.0,4.0,699.0,4.0,240.0,310.0,272.0
336,2.0,56.0,14.0,13.0,20.0,20.0,17.0,84.0,4.0,42.0,55.0,8.0,41.0,87,12.0,246.0,66.0,106.0,40.0,81.0,5.0,636.0,245.0,47.0,5.0,6.0,3.0,162.0,8.0,573,51.0,6.0,8.0,39.0,69,4.0,29.0,128.0,2.0,77.0,8.0,98.0,24.0,47.0,145.0,6.0,6.0,1.0,5.0,29.0,76.0,3.0,119.0,180.0,4.0,83.0,3.0,1.0,4.0,56.0,26.0,42.0
337,5.0,18.0,745.0,13.0,34.0,2040.0,58.0,45.0,13.0,7.0,90.0,7.0,118.0,51,23.0,25.0,23.0,30.0,110.0,54.0,17.0,72.0,33.0,13.0,59.0,38.0,251.0,21.0,248.0,2183,137.0,14.0,20.0,1859.0,2809,6.0,38.0,7.0,5.0,11.0,6.0,16.0,171.0,12.0,17.0,16.0,8.0,67.0,5.0,11.0,5.0,2.0,18.0,8.0,6.0,39.0,3.0,3.0,347.0,675.0,19.0,17.0
339,20.0,199.0,57.0,29.0,196.0,50.0,423.0,17.0,8.0,108.0,134.0,14.0,19.0,1513,27.0,11.0,53.0,1296.0,98.0,1145.0,25.0,11.0,46.0,10.0,17.0,13.0,123.0,641.0,27.0,1147,97.0,12.0,12.0,51.0,2721,24.0,495.0,298.0,2.0,1027.0,48.0,21.0,530.0,131.0,19.0,13.0,14.0,8.0,93.0,13.0,388.0,4.0,622.0,8.0,13.0,1832.0,2.0,56.0,18.0,836.0,91.0,179.0
347,2.0,1.0,3.0,1.0,1.0,251.0,0.0,9.0,7.0,3.0,7.0,1.0,1.0,30,2.0,2.0,1.0,3.0,2.0,355.0,1.0,1.0,13.0,4.0,3.0,16.0,43.0,3.0,2.0,209,36.0,4.0,6.0,21.0,4,3.0,2.0,1.0,2.0,9.0,2.0,17.0,12.0,3.0,0.0,4.0,3.0,11.0,7.0,2.0,2.0,0.0,6.0,0.0,2.0,7.0,2.0,0.0,3.0,5.0,9.0,5.0
348,1.0,3.0,5.0,0.0,3.0,72.0,5.0,27.0,2.0,0.0,9.0,2.0,12.0,20,0.0,1.0,14.0,11.0,0.0,1.0,0.0,72.0,3.0,0.0,7.0,7.0,0.0,2.0,3.0,23,4.0,4.0,4.0,84.0,16,0.0,12.0,3.0,0.0,0.0,1.0,4.0,5.0,1.0,28.0,2.0,0.0,21.0,1.0,1.0,0.0,0.0,7.0,4.0,8.0,1.0,0.0,0.0,1.0,1.0,21.0,5.0
350,20.0,589.0,17.0,9.0,864.0,22.0,262.0,812.0,16.0,167.0,537.0,5.0,178.0,2432,3.0,58.0,55.0,235.0,5.0,232.0,6.0,1.0,123.0,2.0,38.0,1873.0,632.0,109.0,20.0,319,25.0,9.0,9.0,851.0,133,340.0,15.0,34.0,147.0,176.0,76.0,23.0,92.0,19.0,11.0,475.0,235.0,485.0,61.0,24.0,12.0,24.0,475.0,8.0,70.0,376.0,62.0,9.0,11.0,527.0,59.0,22.0
354,3.0,6.0,13.0,4.0,9.0,21.0,6.0,10.0,13.0,0.0,0.0,3.0,4.0,51,2.0,9.0,5.0,4.0,3.0,7.0,2.0,3.0,13.0,0.0,7.0,11.0,10.0,7.0,4.0,542,4.0,3.0,14.0,14.0,72,4.0,11.0,0.0,0.0,9.0,3.0,56.0,20.0,7.0,1.0,4.0,5.0,3.0,2.0,2.0,4.0,1.0,6.0,1.0,6.0,10.0,0.0,2.0,13.0,7.0,6.0,11.0
358,8.0,48.0,4.0,1.0,20.0,42.0,2.0,3.0,6.0,5.0,0.0,2.0,1.0,34,6.0,173.0,3.0,31.0,1.0,2.0,8.0,34.0,587.0,13.0,12.0,11.0,15.0,5.0,30.0,40,0.0,731.0,281.0,184.0,12,1.0,18.0,1.0,0.0,60.0,2.0,966.0,2.0,16.0,24.0,1.0,215.0,3.0,10.0,2.0,0.0,1.0,607.0,0.0,1.0,118.0,0.0,1.0,5.0,79.0,48.0,27.0
359,17.0,89.0,7.0,3.0,11.0,20.0,5.0,19.0,713.0,7.0,23.0,0.0,254.0,89,3.0,50.0,14.0,40.0,0.0,3.0,4.0,3.0,8.0,18.0,18.0,23.0,233.0,22.0,4.0,13,6.0,18.0,6.0,82.0,218,10.0,20.0,29.0,1.0,62.0,5.0,13.0,13.0,3.0,8.0,7.0,1.0,1.0,4.0,100.0,186.0,5.0,3317.0,2.0,0.0,3.0,5.0,1.0,5.0,57.0,59.0,30.0
36,4.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,9,2.0,3.0,1.0,38.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,303.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,18.0,1.0
364,8.0,6.0,2.0,0.0,2.0,27.0,21.0,0.0,3.0,4.0,71.0,2.0,1.0,14,3.0,1.0,5.0,24.0,2.0,0.0,1.0,3.0,18.0,1.0,3.0,3.0,4.0,3.0,2.0,16,1.0,401.0,2.0,52.0,96,3.0,2.0,6.0,0.0,7.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,10.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,26.0,13.0
375,36.0,181.0,280.0,14.0,20.0,1082.0,153.0,12.0,12.0,233.0,406.0,12.0,13.0,826,21.0,1016.0,117.0,205.0,213.0,65.0,14.0,10.0,2853.0,423.0,118.0,16.0,516.0,381.0,23.0,1123,126.0,4388.0,1093.0,126.0,1344,19.0,436.0,279.0,1.0,171.0,774.0,1218.0,313.0,464.0,35.0,16.0,21.0,98.0,113.0,16.0,162.0,7.0,1071.0,22.0,182.0,1060.0,5.0,8.0,251.0,345.0,44.0,471.0
383,5.0,2.0,293.0,3.0,13.0,1511.0,14.0,5.0,1.0,2.0,2.0,2.0,3.0,32,2.0,32.0,16.0,9.0,44.0,117.0,0.0,46.0,13.0,3.0,13.0,6.0,0.0,2.0,41.0,1429,25.0,11.0,5.0,231.0,523,2.0,7.0,1.0,0.0,5.0,1.0,3.0,34.0,11.0,3.0,6.0,11.0,2.0,2.0,3.0,2.0,0.0,21.0,3.0,5.0,82.0,2.0,1.0,277.0,52.0,12.0,9.0
385,4.0,1.0,0.0,0.0,2.0,12.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,12,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,8.0,0.0,4.0,2.0,16,3.0,2.0,4.0,5.0,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0
392,4.0,2.0,138.0,1.0,7.0,75.0,42.0,4.0,4.0,2.0,29.0,0.0,3.0,27,1.0,2.0,13.0,5.0,1.0,17.0,1.0,2.0,4.0,3.0,3.0,3.0,12.0,6.0,128.0,38,50.0,0.0,9.0,392.0,10,16.0,2.0,2.0,5.0,4.0,2.0,2.0,22.0,1.0,6.0,2.0,2.0,23.0,1.0,1.0,5.0,1.0,8.0,1.0,6.0,39.0,1.0,0.0,9.0,86.0,8.0,7.0
397,1.0,4.0,2.0,0.0,9.0,27.0,2.0,1.0,3.0,2.0,4.0,0.0,2.0,16,1.0,26.0,1.0,12.0,2.0,67.0,3.0,7.0,49.0,2.0,5.0,5.0,9.0,4.0,7.0,162,4.0,3.0,3.0,35.0,81,2.0,8.0,1.0,0.0,9.0,0.0,118.0,20.0,2.0,1.0,3.0,2.0,1.0,6.0,10.0,0.0,36.0,2.0,3.0,3.0,22.0,1.0,0.0,1.0,9.0,3.0,13.0
399,11.0,23.0,814.0,9.0,36.0,4163.0,1299.0,28.0,16.0,5.0,576.0,10.0,53.0,63,14.0,22.0,118.0,37.0,78.0,1066.0,15.0,8.0,24.0,22.0,205.0,20.0,165.0,9.0,43.0,1458,341.0,21.0,11.0,248.0,2119,72.0,35.0,14.0,9.0,28.0,13.0,24.0,958.0,27.0,12.0,15.0,7.0,39.0,12.0,6.0,17.0,13.0,10.0,5.0,26.0,337.0,2.0,3.0,192.0,1703.0,13.0,37.0
40,1.0,426.0,1.0,10.0,2.0,6.0,19.0,89.0,3.0,1.0,0.0,7.0,48.0,3,10.0,2.0,6.0,72.0,1.0,0.0,2.0,2.0,8.0,9.0,1.0,4.0,21.0,10.0,0.0,7,3.0,11.0,5.0,2.0,12,3.0,14.0,46.0,0.0,303.0,1.0,19.0,52.0,27.0,31.0,0.0,3.0,1.0,4.0,6.0,17.0,0.0,345.0,3.0,2.0,839.0,0.0,2.0,2.0,8.0,236.0,113.0
400,38.0,77.0,96.0,67.0,1587.0,1386.0,440.0,500.0,225.0,392.0,307.0,116.0,591.0,3177,66.0,1241.0,179.0,796.0,16.0,241.0,23.0,7624.0,2177.0,186.0,1050.0,3178.0,1859.0,425.0,38.0,1025,458.0,48.0,18.0,426.0,343,1440.0,52.0,375.0,4.0,387.0,118.0,308.0,172.0,127.0,1122.0,52.0,50.0,573.0,98.0,121.0,302.0,64.0,1029.0,399.0,323.0,1386.0,80.0,9.0,22.0,1693.0,136.0,648.0
406,4.0,16.0,105.0,5.0,17.0,3375.0,101.0,1.0,3.0,2.0,433.0,6.0,7.0,24,7.0,47.0,16.0,10.0,111.0,60.0,8.0,507.0,35.0,16.0,154.0,11.0,16.0,9.0,17.0,290,195.0,14.0,18.0,309.0,622,38.0,8.0,6.0,3.0,1.0,3.0,16.0,59.0,13.0,9.0,5.0,4.0,53.0,8.0,11.0,3.0,1.0,5.0,3.0,4.0,93.0,2.0,2.0,71.0,413.0,15.0,12.0
409,8.0,15.0,11.0,6.0,203.0,464.0,81.0,211.0,1.0,147.0,176.0,1973.0,57.0,16,10.0,4.0,128.0,500.0,166.0,139.0,0.0,211.0,6.0,56.0,115.0,502.0,60.0,119.0,31.0,1076,113.0,21.0,16.0,1598.0,40,605.0,98.0,71.0,1384.0,433.0,38.0,2.0,204.0,33.0,72.0,9.0,10.0,152.0,228.0,15.0,50.0,13.0,265.0,31.0,234.0,341.0,7.0,820.0,5.0,205.0,15.0,603.0
40_2,1.0,2.0,0.0,0.0,2.0,12.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,2,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,7.0,0.0,26,0.0,1.0,2.0,8.0,3,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,1.0,2.0,1.0,0.0,2.0,11.0,4.0,2.0
411,2.0,1.0,1.0,1.0,1.0,14.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,14,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,2.0,28,0.0,3.0,2.0,9.0,2,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
412,5.0,0.0,2.0,1.0,1.0,5.0,26.0,12.0,1.0,5.0,0.0,1442.0,0.0,8,0.0,6.0,24.0,21.0,15.0,4.0,0.0,5.0,17.0,5.0,9.0,18.0,17.0,11.0,3.0,15,5.0,8.0,0.0,31.0,3,9.0,7.0,20.0,2.0,9.0,0.0,11.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1882.0,0.0,14.0,5.0,4.0,9.0,2.0,24.0,13.0,12.0
419,3.0,5.0,130.0,7.0,17.0,1564.0,44.0,284.0,2.0,3.0,3.0,8.0,34.0,51,6.0,73.0,10.0,233.0,45.0,103.0,0.0,504.0,31.0,10.0,43.0,11.0,208.0,9.0,517.0,901,183.0,9.0,9.0,218.0,25,171.0,25.0,6.0,3.0,11.0,5.0,17.0,54.0,5.0,39.0,1.0,5.0,6.0,2.0,8.0,4.0,3.0,7.0,8.0,6.0,293.0,1.0,0.0,36.0,375.0,21.0,22.0
420,1.0,1.0,2.0,1.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,3.0,0.0,1.0,10.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,182,4.0,0.0,1.0,21.0,5,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
421,96.0,9.0,108.0,11.0,63.0,1671.0,669.0,603.0,136.0,170.0,35.0,448.0,222.0,1674,8.0,50.0,53.0,51.0,170.0,127.0,17.0,336.0,88.0,52.0,191.0,2242.0,325.0,189.0,1179.0,250,113.0,19.0,12.0,241.0,86,3.0,56.0,7.0,20.0,496.0,85.0,68.0,239.0,123.0,205.0,39.0,20.0,67.0,425.0,16.0,164.0,67.0,1677.0,240.0,288.0,555.0,17291.0,143.0,7.0,556.0,198.0,460.0
426,14.0,28.0,16.0,22.0,23.0,156.0,5.0,29.0,18.0,4.0,8.0,7.0,7.0,78,18.0,19.0,9.0,14.0,2.0,5.0,7.0,20.0,47.0,10.0,7.0,51.0,16.0,35.0,10.0,137,9.0,12.0,7.0,91.0,89,2.0,12.0,6.0,4.0,12.0,33.0,14.0,24.0,14.0,12.0,11.0,10.0,6.0,11.0,12.0,3.0,3.0,31.0,7.0,4.0,10.0,6.0,3.0,5.0,66.0,10.0,20.0
431,2.0,3.0,14.0,2.0,28.0,1052.0,36.0,19.0,6.0,1.0,168.0,1.0,11.0,30,4.0,27.0,9.0,39.0,304.0,39.0,5.0,244.0,28.0,4.0,49.0,10.0,65.0,7.0,3.0,823,65.0,7.0,8.0,183.0,40,3.0,25.0,0.0,0.0,10.0,7.0,20.0,138.0,8.0,12.0,3.0,5.0,3.0,4.0,8.0,1.0,10.0,5.0,3.0,2.0,176.0,7.0,1.0,10.0,274.0,42.0,13.0
