strain_id,B_noMTX_5-FC.ERG11_PIS1,B_noMTX_5-FC.HNM1_RBD2,B_noMTX_5-FC.SSH1_ERG11,B_noMTX_5-FC.ERV25_RBD2,B_noMTX_5-FC.TPO1_TPO2,B_noMTX_5-FC.HNM1_MAM33,B_noMTX_5-FC.HUG1_ADE17,B_noMTX_5-FC.ERG27_ACF2,B_noMTX_5-FC.ERG11_TPO4,B_noMTX_5-FC.PLM2_HNM1,B_noMTX_5-FC.ERV25_EMP47,B_noMTX_5-FC.ERG11_ERG5,B_noMTX_5-FC.SSH1_ORM2,B_noMTX_5-FC.SNA4_GTR2,B_noMTX_5-FC.SSH1_PIS1,B_noMTX_5-FC.SRO9_DHH1,B_noMTX_5-FC.RET2_EMP70,B_noMTX_5-FC.TPO1_TCB2,B_noMTX_5-FC.ERG11_ERV25,B_noMTX_5-FC.HNM1_TPO1,B_noMTX_5-FC.MID2_PIN2,B_noMTX_5-FC.ERV25_UIP4,B_noMTX_5-FC.TPO1_MID2,B_noMTX_5-FC.PLM2_SNA3,B_noMTX_5-FC.ALO1_UIP4,B_noMTX_5-FC.FMP45_MID2,B_noMTX_5-FC.RET2_EMP47,B_noMTX_5-FC.ADE17_HYR1,B_noMTX_5-FC.PMC1_CTR2,B_noMTX_5-FC.ERG11_MID2,B_noMTX_5-FC.HNM1_MID2,B_noMTX_5-FC.MID2_TPO4,B_noMTX_5-FC.ERV25_ERG5,B_noMTX_5-FC.ERV25_ORM2,B_noMTX_5-FC.ADE17_GIS2,B_noMTX_5-FC.SNA4_VAC8,B_noMTX_5-FC.FMP45_MEP1,B_noMTX_5-FC.SRO9_SGN1,B_noMTX_5-FC.HUG1_ALO1,B_noMTX_5-FC.RET2_SNA3,B_noMTX_5-FC.HNM1_ERG11,B_noMTX_5-FC.ERG11_HYR1,B_noMTX_5-FC.ALO1_HYR1,B_noMTX_5-FC.ERV25_PIS1,B_noMTX_5-FC.MID2_TPO2,B_noMTX_5-FC.HNM1_TPO4,B_noMTX_5-FC.DHH1_LSM3,B_noMTX_5-FC.HUG1_PGM2,B_noMTX_5-FC.PMC1_GTR2,B_noMTX_5-FC.FMP45_HNM1,B_noMTX_5-FC.noPPI_reference,B_noMTX_5-FC.ALO1_ADE17,B_noMTX_5-FC.MID2_WSC2,B_noMTX_5-FC.MID2_MAM33,B_noMTX_5-FC.SSH1_ERV25,B_noMTX_5-FC.HNM1_TPO2,B_noMTX_5-FC.ERG11_ACF2,B_noMTX_5-FC.ERG11_ORM2,B_noMTX_5-FC.GTR1_SLM4,B_noMTX_5-FC.SRO9_GIS2,B_noMTX_5-FC.ADE17_PGM2,B_noMTX_5-FC.MID2_RSN1
252,2.0,21.0,4.0,2.0,2.0,6.0,1.0,0.0,2.0,0.0,21,4.0,14.0,8.0,5.0,6.0,8.0,4.0,1.0,5.0,97,2.0,7.0,10.0,23.0,9.0,45.0,5.0,2.0,5.0,6.0,1.0,1.0,2.0,4.0,3.0,3.0,28,0.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,3.0,3.0,60.0,3.0,5.0,4.0,111.0,5.0,0.0,4.0,2.0,5.0,77.0,7.0
253,47.0,270.0,113.0,6.0,5.0,10.0,3.0,3.0,39.0,10.0,2336,16.0,52.0,62.0,8.0,103.0,1.0,7.0,12.0,22.0,391,21.0,8.0,14.0,113.0,12.0,6.0,1967.0,274.0,39.0,28.0,12.0,77.0,426.0,45.0,2473.0,229.0,1574,0.0,1.0,37.0,28.0,115.0,9.0,67.0,26.0,11.0,4.0,27.0,55.0,211.0,40.0,19.0,42.0,30.0,7.0,75.0,11.0,12.0,99.0,29.0,24.0
254,71.0,1787.0,74.0,17.0,598.0,184.0,584.0,236.0,157.0,143.0,1175,71.0,468.0,229.0,218.0,56.0,14.0,326.0,38.0,26.0,392,150.0,2173.0,993.0,25.0,219.0,27.0,70.0,302.0,90.0,77.0,93.0,273.0,152.0,46.0,87.0,193.0,443,732.0,6.0,41.0,85.0,7.0,4.0,171.0,38.0,278.0,569.0,130.0,43.0,229.0,312.0,11.0,200.0,88.0,90.0,109.0,17.0,17.0,110.0,5.0,46.0
257,11.0,19.0,73.0,141.0,15.0,7.0,8.0,47.0,10.0,14.0,950,19.0,21.0,86.0,201.0,9.0,5.0,2.0,13.0,16.0,678,5.0,1.0,28.0,12.0,41.0,14.0,117.0,2.0,52.0,33.0,41.0,8.0,32.0,1162.0,18.0,12.0,129,2.0,3.0,36.0,23.0,6.0,144.0,270.0,18.0,43.0,16.0,3.0,24.0,20.0,12.0,7.0,69.0,20.0,54.0,0.0,8.0,4442.0,13.0,591.0,50.0
258,89.0,4230.0,356.0,600.0,21.0,316.0,109.0,667.0,69.0,161.0,2673,132.0,228.0,765.0,141.0,86.0,6.0,27.0,27.0,313.0,1257,415.0,420.0,4216.0,66.0,94.0,21.0,410.0,21.0,244.0,198.0,169.0,165.0,39.0,318.0,2289.0,749.0,1118,107.0,4.0,164.0,76.0,38.0,1103.0,431.0,375.0,46.0,67.0,38.0,46.0,346.0,536.0,50.0,240.0,51.0,416.0,59.0,85.0,26.0,208.0,397.0,158.0
27,32.0,4.0,13.0,1.0,19.0,7.0,1.0,22.0,8.0,25.0,961,34.0,12.0,60.0,9.0,28.0,105.0,78.0,6.0,4.0,237,8.0,62.0,210.0,18.0,4.0,507.0,1.0,14.0,55.0,8.0,5.0,1.0,5.0,4.0,2.0,289.0,102,3.0,612.0,10.0,12.0,6.0,5.0,15.0,8.0,5.0,1.0,6.0,24.0,87.0,18.0,4.0,4.0,41.0,6.0,6.0,7.0,1.0,38.0,3.0,5.0
270,5.0,2.0,57.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,37,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,16,6.0,1.0,2.0,8.0,4.0,1.0,0.0,1.0,8.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,34.0,3.0,3.0,2.0,1.0,6.0,6.0,2.0,1.0,4.0,1.0,0.0
271,84.0,9.0,55.0,16.0,35.0,34.0,236.0,73.0,26.0,40.0,2551,38.0,377.0,58.0,14.0,141.0,4.0,75.0,145.0,54.0,609,278.0,94.0,46.0,363.0,520.0,13.0,5.0,323.0,85.0,84.0,271.0,87.0,480.0,4.0,1.0,184.0,2313,149.0,2.0,87.0,40.0,374.0,1305.0,347.0,119.0,68.0,102.0,49.0,176.0,119.0,1122.0,13.0,325.0,56.0,49.0,123.0,17.0,18.0,89.0,7.0,157.0
272,105.0,207.0,0.0,3.0,4.0,30.0,0.0,0.0,123.0,66.0,362,104.0,12.0,25.0,1.0,10.0,1.0,1.0,3.0,6.0,219,50.0,2.0,7.0,3.0,17.0,3.0,85.0,36.0,133.0,17.0,67.0,4.0,9.0,3.0,3.0,15.0,313,0.0,2.0,20.0,117.0,2.0,2.0,19.0,54.0,11.0,0.0,2.0,13.0,396.0,2.0,78.0,4.0,84.0,5.0,36.0,43.0,606.0,45.0,2.0,28.0
277,1.0,7.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,8,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,44,0.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,4,1.0,1.0,0.0,2.0,2.0,2.0,6.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,2.0,3.0,0.0,0.0,5.0,3.0,1.0,2.0
286,31.0,5.0,82.0,4.0,151.0,1.0,28.0,57.0,15.0,89.0,20,9.0,20.0,69.0,480.0,9.0,1.0,270.0,28.0,9.0,109,1.0,203.0,2.0,50.0,3.0,7.0,4.0,166.0,39.0,1.0,8.0,22.0,185.0,2.0,200.0,60.0,100,80.0,3.0,7.0,18.0,19.0,4.0,20.0,5.0,9.0,40.0,26.0,27.0,68.0,4.0,2.0,8.0,20.0,5.0,15.0,248.0,8.0,3.0,3.0,22.0
289,62.0,1284.0,132.0,172.0,81.0,74.0,178.0,43.0,40.0,138.0,2616,67.0,53.0,183.0,165.0,103.0,3.0,102.0,26.0,73.0,693,800.0,365.0,7.0,200.0,117.0,10.0,34.0,452.0,76.0,207.0,124.0,151.0,37.0,24.0,3.0,79.0,952,70.0,2.0,174.0,54.0,174.0,5.0,331.0,20.0,20.0,83.0,250.0,128.0,182.0,114.0,30.0,221.0,24.0,48.0,36.0,10.0,22.0,81.0,3.0,165.0
29,217.0,9.0,107.0,2.0,1.0,20.0,1.0,4.0,160.0,5.0,58,22.0,1090.0,14.0,16.0,168.0,6.0,2.0,32.0,12.0,169,11.0,3.0,6.0,158.0,765.0,3.0,2.0,6.0,47.0,3.0,103.0,1.0,15.0,3.0,1.0,15.0,2316,1.0,1.0,20.0,136.0,8.0,7.0,42.0,4.0,6.0,7.0,5.0,106.0,136.0,10.0,317.0,59.0,23.0,7.0,66.0,59.0,21.0,151.0,1.0,24.0
291,2.0,5.0,20.0,1.0,1.0,4.0,11.0,0.0,4.0,0.0,26,1.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,90,2.0,5.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,5.0,0.0,2.0,3.0,26,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,3.0,9.0,1.0,0.0,7.0,3.0,4.0,2.0,6.0,2.0,2.0,3.0,9.0
294,73.0,14.0,171.0,10.0,1.0,10.0,237.0,29.0,293.0,10.0,2321,95.0,7.0,312.0,13.0,275.0,1.0,0.0,13.0,339.0,216,256.0,3.0,12.0,169.0,68.0,5.0,6.0,372.0,66.0,226.0,162.0,87.0,407.0,126.0,9.0,121.0,210,40.0,1.0,150.0,108.0,20.0,8.0,534.0,11.0,19.0,35.0,90.0,89.0,173.0,155.0,7.0,106.0,87.0,10.0,34.0,9.0,11.0,32.0,3.0,88.0
296,172.0,12.0,465.0,675.0,272.0,13.0,156.0,64.0,114.0,167.0,1492,15.0,166.0,263.0,190.0,358.0,19.0,352.0,15.0,15.0,675,450.0,717.0,292.0,350.0,331.0,63.0,7.0,792.0,224.0,71.0,88.0,157.0,329.0,166.0,411.0,129.0,627,160.0,450.0,75.0,51.0,309.0,17.0,317.0,223.0,188.0,204.0,345.0,231.0,173.0,649.0,11.0,244.0,113.0,120.0,76.0,21.0,11807.0,33.0,8.0,86.0
299,131.0,7.0,29.0,2336.0,8.0,12.0,204.0,83.0,30.0,132.0,1088,217.0,441.0,6.0,15.0,173.0,4.0,27.0,228.0,174.0,307,306.0,5.0,9684.0,190.0,62.0,3.0,7.0,457.0,108.0,53.0,5.0,114.0,258.0,3.0,4.0,135.0,164,69.0,3.0,22.0,20.0,28.0,9.0,223.0,40.0,34.0,172.0,37.0,44.0,261.0,769.0,38.0,72.0,117.0,78.0,8.0,15.0,98.0,68.0,38.0,35.0
307,36.0,13.0,35.0,6.0,3.0,5.0,76.0,51.0,8.0,398.0,19,1.0,40.0,8.0,2.0,173.0,0.0,3.0,19.0,6.0,903,2.0,0.0,13.0,7.0,97.0,2.0,3.0,23.0,79.0,33.0,37.0,4.0,7.0,4.0,1.0,18.0,328,4.0,1.0,10.0,3.0,0.0,6.0,387.0,1.0,6.0,14.0,6.0,21.0,168.0,181.0,20.0,158.0,1.0,9.0,21.0,6.0,11.0,61.0,3.0,83.0
308,2.0,22.0,12.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,27,2.0,3.0,4.0,8.0,6.0,2.0,3.0,2.0,0.0,74,0.0,3.0,14.0,0.0,12.0,1.0,3.0,5.0,8.0,2.0,4.0,4.0,8.0,2.0,4.0,6.0,33,2.0,0.0,2.0,2.0,6.0,2.0,8.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,9.0,4.0,0.0,1.0,1.0,1.0,5.0,8.0,6.0,5.0
31,43.0,4.0,35.0,3.0,1.0,5.0,1.0,0.0,2.0,151.0,18,20.0,14.0,75.0,6.0,0.0,0.0,3.0,3.0,4.0,20,4.0,1.0,4.0,2.0,97.0,2.0,2.0,1.0,29.0,1.0,41.0,18.0,13.0,0.0,3.0,32.0,208,0.0,1.0,5.0,2.0,1.0,0.0,5.0,5.0,7.0,1.0,2.0,26.0,138.0,0.0,3.0,2.0,10.0,1.0,7.0,13.0,655.0,73.0,1.0,2.0
311,6.0,22.0,2.0,6.0,4.0,7.0,0.0,0.0,4.0,4.0,57,2.0,8.0,8.0,5.0,1.0,2.0,1.0,3.0,8.0,99,4.0,2.0,3.0,4.0,18.0,1.0,4.0,6.0,12.0,1.0,3.0,0.0,11.0,2.0,6.0,3.0,62,3.0,1.0,3.0,5.0,3.0,9.0,9.0,1.0,5.0,2.0,4.0,1.0,38.0,5.0,7.0,2.0,1.0,4.0,1.0,4.0,12.0,14.0,4.0,12.0
312,133.0,12.0,115.0,3.0,5.0,18.0,34.0,99.0,76.0,3.0,358,619.0,19.0,31.0,6.0,70.0,5.0,2.0,477.0,15.0,69,25.0,5.0,9.0,41.0,87.0,4.0,3.0,53.0,145.0,26.0,6.0,2.0,331.0,4.0,1.0,62.0,1580,19.0,4.0,20.0,74.0,8.0,13.0,18.0,52.0,9.0,49.0,13.0,77.0,106.0,95.0,9.0,20.0,38.0,18.0,197.0,762.0,14.0,117.0,6.0,14.0
32,1.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,14,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,10,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
320,518.0,12489.0,2145.0,209.0,169.0,779.0,241.0,28.0,488.0,747.0,1319,308.0,1492.0,595.0,1544.0,121.0,61.0,174.0,525.0,1192.0,742,57.0,560.0,5936.0,120.0,110.0,35.0,95.0,269.0,700.0,455.0,245.0,216.0,435.0,39.0,2149.0,206.0,2126,123.0,11.0,751.0,878.0,296.0,1610.0,616.0,1135.0,36.0,188.0,153.0,161.0,78.0,508.0,162.0,397.0,517.0,1037.0,246.0,636.0,54.0,133.0,24.0,229.0
323,16.0,3.0,147.0,2.0,9.0,0.0,15.0,5.0,3.0,1.0,546,0.0,21.0,2.0,483.0,0.0,60.0,24.0,3.0,1.0,127,5.0,6.0,1.0,18.0,3.0,94.0,1.0,5.0,5.0,30.0,2.0,88.0,18.0,6.0,4.0,3.0,12,4.0,27.0,13.0,6.0,1.0,3.0,32.0,4.0,2.0,10.0,1.0,1.0,63.0,280.0,2.0,10.0,23.0,4.0,13.0,2.0,1.0,7.0,0.0,5.0
325,147.0,7.0,860.0,16.0,86.0,88.0,533.0,49.0,191.0,51.0,991,526.0,1047.0,116.0,413.0,202.0,15.0,152.0,225.0,205.0,540,82.0,263.0,376.0,229.0,55.0,13.0,7.0,470.0,65.0,83.0,79.0,135.0,608.0,5.0,6.0,36.0,933,369.0,4.0,74.0,341.0,22.0,174.0,319.0,21.0,64.0,851.0,115.0,313.0,182.0,12.0,313.0,252.0,177.0,63.0,307.0,133.0,19.0,91.0,7.0,74.0
33,56.0,1.0,59.0,1.0,1.0,61.0,2.0,1.0,6.0,23.0,21,35.0,385.0,5.0,158.0,6.0,1.0,26.0,19.0,18.0,9,4.0,1.0,1.0,24.0,56.0,8.0,12.0,49.0,31.0,45.0,4.0,49.0,44.0,0.0,128.0,2.0,17,1.0,2.0,19.0,8.0,2.0,1104.0,13.0,33.0,1.0,4.0,37.0,96.0,95.0,384.0,2.0,11.0,54.0,31.0,7.0,12.0,4.0,12.0,4.0,30.0
335,29.0,5.0,865.0,1299.0,53.0,3.0,132.0,60.0,9.0,20.0,192,6.0,81.0,111.0,9.0,30.0,3.0,83.0,11.0,81.0,762,210.0,89.0,4.0,40.0,197.0,3.0,7.0,40.0,37.0,20.0,166.0,113.0,60.0,4.0,8.0,18.0,90,38.0,4.0,26.0,2.0,5.0,13.0,296.0,32.0,26.0,32.0,12.0,14.0,179.0,590.0,97.0,354.0,74.0,64.0,0.0,190.0,5.0,18.0,4.0,149.0
336,21.0,8.0,3.0,236.0,186.0,4.0,19.0,57.0,70.0,54.0,38,59.0,83.0,45.0,19.0,41.0,8.0,291.0,8.0,8.0,269,9.0,643.0,5.0,49.0,120.0,12.0,3.0,415.0,14.0,31.0,38.0,42.0,66.0,5.0,1.0,72.0,670,90.0,5.0,34.0,32.0,4.0,6.0,74.0,10.0,11.0,156.0,63.0,106.0,209.0,11.0,5.0,6.0,9.0,4.0,29.0,84.0,7.0,40.0,3.0,28.0
337,544.0,1194.0,1094.0,173.0,115.0,330.0,332.0,411.0,509.0,451.0,8451,1373.0,805.0,288.0,872.0,390.0,15.0,104.0,463.0,178.0,610,1714.0,305.0,233.0,1000.0,519.0,63.0,13.0,1001.0,194.0,188.0,133.0,869.0,808.0,37.0,16.0,169.0,4593,373.0,99.0,306.0,803.0,246.0,2295.0,368.0,342.0,522.0,440.0,206.0,586.0,119.0,594.0,204.0,188.0,373.0,200.0,488.0,802.0,3329.0,322.0,11.0,140.0
339,76.0,4.0,102.0,4.0,4.0,3.0,2.0,9.0,153.0,96.0,272,67.0,2.0,46.0,15.0,60.0,16.0,2.0,23.0,6.0,284,54.0,1.0,5.0,13.0,64.0,6.0,4.0,204.0,268.0,40.0,141.0,52.0,10.0,3.0,2.0,29.0,711,3.0,3.0,37.0,114.0,5.0,5.0,298.0,13.0,11.0,2.0,22.0,94.0,71.0,3.0,68.0,225.0,40.0,16.0,64.0,45.0,15.0,66.0,2.0,63.0
347,44.0,9.0,110.0,9.0,0.0,4.0,27.0,209.0,30.0,22.0,233,2.0,7.0,114.0,5.0,75.0,4.0,1.0,6.0,2.0,65,85.0,1.0,5.0,93.0,9.0,5.0,2.0,139.0,8.0,182.0,38.0,9.0,32.0,4.0,3.0,151.0,136,6.0,89.0,13.0,42.0,222.0,9.0,105.0,5.0,763.0,15.0,38.0,22.0,54.0,3.0,5.0,15.0,29.0,179.0,6.0,244.0,11.0,19.0,2.0,27.0
348,38.0,7.0,32.0,2.0,11.0,3.0,3.0,1.0,13.0,5.0,154,9.0,35.0,18.0,5.0,30.0,3.0,76.0,5.0,19.0,235,22.0,31.0,6.0,5.0,44.0,8.0,16.0,3.0,39.0,42.0,24.0,12.0,8.0,63.0,1.0,13.0,44,1.0,1.0,20.0,12.0,2.0,4.0,57.0,14.0,6.0,2.0,0.0,1.0,5.0,2.0,2.0,23.0,13.0,15.0,4.0,4.0,8.0,13.0,1.0,32.0
350,93.0,7.0,599.0,7.0,5.0,48.0,6.0,233.0,156.0,84.0,1276,23.0,1013.0,225.0,1047.0,9.0,7.0,2.0,32.0,643.0,287,41.0,1.0,26.0,9.0,10.0,18.0,38.0,11.0,147.0,37.0,45.0,93.0,379.0,1429.0,7.0,186.0,297,14.0,1.0,47.0,170.0,11.0,1636.0,221.0,116.0,6.0,9.0,1.0,8.0,174.0,20.0,4.0,75.0,182.0,135.0,41.0,45.0,9.0,30.0,163.0,29.0
354,85.0,10.0,125.0,4.0,41.0,5.0,16.0,120.0,1.0,99.0,45,2.0,871.0,34.0,33.0,97.0,6.0,66.0,121.0,9.0,408,13.0,30.0,7.0,11.0,16.0,2.0,3.0,112.0,14.0,4.0,27.0,3.0,10.0,4.0,144.0,195.0,553,41.0,2.0,3.0,7.0,11.0,6.0,165.0,2.0,4.0,25.0,45.0,27.0,53.0,4.0,330.0,63.0,11.0,1.0,54.0,8.0,2.0,27.0,3.0,64.0
358,3.0,2.0,13.0,83.0,11.0,8.0,94.0,21.0,7.0,5.0,494,5.0,2.0,7.0,106.0,38.0,1.0,5.0,6.0,5.0,147,41.0,2.0,1.0,10.0,30.0,12.0,1.0,6.0,14.0,7.0,41.0,8.0,104.0,2.0,0.0,2.0,189,43.0,3.0,3.0,7.0,18.0,456.0,18.0,5.0,9.0,27.0,3.0,7.0,98.0,15.0,0.0,15.0,5.0,5.0,1.0,0.0,484.0,12.0,1.0,18.0
359,16.0,9.0,91.0,5.0,1.0,1.0,60.0,0.0,2.0,2.0,18,2.0,768.0,9.0,12.0,1.0,5.0,0.0,5.0,3.0,211,32.0,3.0,1.0,25.0,1.0,2.0,6.0,32.0,1.0,3.0,2.0,6.0,7.0,0.0,114.0,2.0,9,1.0,0.0,3.0,1.0,2.0,0.0,269.0,3.0,3.0,8.0,5.0,10.0,207.0,13.0,2.0,7.0,2.0,0.0,3.0,1.0,2.0,7.0,1.0,84.0
36,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
364,3.0,13.0,5.0,95.0,5.0,13.0,3.0,2.0,156.0,5.0,36,1.0,41.0,45.0,4.0,4.0,0.0,6.0,1.0,4.0,271,5.0,2.0,2.0,2.0,51.0,2.0,10.0,6.0,62.0,29.0,43.0,6.0,9.0,101.0,1.0,7.0,13,0.0,0.0,9.0,15.0,3.0,2.0,306.0,1.0,3.0,2.0,1.0,2.0,8.0,5.0,154.0,79.0,8.0,104.0,8.0,3.0,2.0,22.0,1.0,53.0
375,249.0,14.0,279.0,1305.0,46.0,237.0,233.0,99.0,197.0,275.0,76,242.0,387.0,236.0,26.0,300.0,5.0,10.0,223.0,160.0,359,47.0,6.0,5.0,38.0,153.0,11.0,18.0,1787.0,146.0,37.0,107.0,343.0,43.0,20.0,11.0,1202.0,896,309.0,5.0,53.0,215.0,139.0,20.0,337.0,20.0,59.0,191.0,291.0,185.0,459.0,11.0,5.0,72.0,20.0,61.0,113.0,48.0,25.0,128.0,4.0,49.0
383,49.0,7487.0,27.0,12.0,29.0,62.0,76.0,41.0,22.0,94.0,1445,213.0,37.0,51.0,408.0,157.0,5.0,18.0,65.0,11.0,385,35.0,434.0,31.0,108.0,65.0,30.0,16.0,1034.0,42.0,68.0,125.0,116.0,323.0,2095.0,11.0,129.0,736,66.0,5.0,100.0,104.0,53.0,305.0,297.0,42.0,360.0,148.0,145.0,244.0,508.0,536.0,33.0,151.0,51.0,13.0,52.0,29.0,399.0,187.0,183.0,162.0
385,4.0,15.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,23,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,57,2.0,2.0,17.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,21,1.0,0.0,0.0,3.0,2.0,2.0,8.0,0.0,5.0,0.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,3.0,6.0,3.0,3.0
392,91.0,14.0,283.0,8.0,16.0,30.0,384.0,7.0,120.0,471.0,1211,251.0,707.0,261.0,511.0,13.0,4.0,63.0,123.0,23.0,491,79.0,39.0,206.0,13.0,181.0,6.0,154.0,233.0,153.0,169.0,58.0,303.0,322.0,29.0,3.0,5.0,474,269.0,1.0,142.0,19.0,14.0,10.0,166.0,127.0,269.0,89.0,22.0,160.0,306.0,12.0,40.0,172.0,168.0,189.0,94.0,254.0,3155.0,29.0,9.0,47.0
397,6.0,16.0,12.0,2.0,49.0,98.0,27.0,2.0,3.0,3.0,34,5.0,31.0,9.0,2.0,5.0,3.0,182.0,3.0,7.0,58,4.0,88.0,8.0,8.0,6.0,8.0,121.0,2.0,7.0,4.0,91.0,4.0,10.0,4.0,5.0,3.0,110,4.0,2.0,3.0,11.0,3.0,3.0,26.0,5.0,3.0,10.0,2.0,29.0,69.0,66.0,173.0,80.0,14.0,9.0,2.0,4.0,26.0,6.0,4.0,77.0
399,883.0,30.0,590.0,21.0,20.0,821.0,102.0,1146.0,759.0,899.0,622,872.0,845.0,252.0,162.0,228.0,29.0,30.0,1010.0,397.0,2251,134.0,16.0,36.0,22.0,554.0,11.0,1058.0,133.0,1180.0,184.0,363.0,1123.0,59.0,27.0,2107.0,634.0,1261,130.0,9.0,364.0,797.0,39.0,15.0,915.0,130.0,210.0,87.0,86.0,379.0,812.0,11.0,33.0,499.0,171.0,374.0,480.0,545.0,48.0,341.0,29.0,464.0
40,48.0,4.0,94.0,479.0,11.0,1.0,0.0,143.0,1.0,3.0,9,0.0,18.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,160,94.0,0.0,0.0,17.0,16.0,0.0,3.0,173.0,14.0,1.0,18.0,8.0,5.0,0.0,0.0,6.0,9,1.0,0.0,4.0,6.0,2.0,0.0,36.0,2.0,5.0,4.0,17.0,6.0,39.0,4.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
400,98.0,391.0,779.0,12.0,621.0,268.0,132.0,17.0,25.0,122.0,731,88.0,191.0,270.0,144.0,19.0,26.0,421.0,12.0,634.0,627,152.0,2141.0,13.0,63.0,48.0,38.0,246.0,134.0,151.0,115.0,176.0,194.0,87.0,609.0,375.0,174.0,729,122.0,4.0,107.0,31.0,18.0,333.0,413.0,377.0,52.0,203.0,76.0,17.0,341.0,64.0,13.0,277.0,225.0,92.0,106.0,36.0,11.0,20.0,555.0,182.0
406,221.0,24.0,216.0,21.0,1065.0,286.0,101.0,442.0,268.0,154.0,3578,116.0,74.0,172.0,19.0,48.0,32.0,698.0,67.0,742.0,653,548.0,3435.0,7.0,171.0,75.0,46.0,20.0,547.0,235.0,146.0,60.0,473.0,1137.0,5.0,9.0,334.0,322,140.0,21.0,153.0,233.0,143.0,8.0,107.0,367.0,836.0,399.0,240.0,68.0,296.0,119.0,77.0,162.0,65.0,206.0,69.0,82.0,35.0,45.0,18.0,91.0
408,13.0,4.0,75.0,7.0,5.0,2.0,102.0,1.0,29.0,2.0,119,29.0,23.0,100.0,4.0,39.0,4.0,13.0,31.0,4.0,175,34.0,0.0,2.0,11.0,48.0,0.0,4.0,29.0,146.0,11.0,73.0,26.0,6.0,5.0,4.0,0.0,47,71.0,2.0,17.0,6.0,31.0,3.0,203.0,3.0,37.0,90.0,5.0,78.0,128.0,9.0,28.0,69.0,30.0,6.0,4.0,0.0,6.0,9.0,141.0,79.0
409,563.0,13028.0,294.0,36.0,148.0,468.0,7.0,9.0,473.0,964.0,1733,149.0,175.0,52.0,929.0,509.0,8.0,595.0,27.0,527.0,5861,40.0,340.0,37675.0,62.0,1399.0,22.0,16.0,95.0,792.0,310.0,548.0,127.0,1414.0,441.0,14.0,113.0,3764,10.0,5.0,357.0,174.0,17.0,20.0,3798.0,786.0,84.0,12.0,81.0,296.0,314.0,84.0,3528.0,1947.0,846.0,257.0,79.0,181.0,160.0,832.0,85.0,810.0
40_2,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,28,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,49,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
