strain_id,A_MTX_Trifluoperazine.SRO9_SGN1,A_MTX_Trifluoperazine.SRO9_DHH1,A_MTX_Trifluoperazine.ERG27_ACF2,A_MTX_Trifluoperazine.MID2_MAM33,A_MTX_Trifluoperazine.TPO1_MID2,A_MTX_Trifluoperazine.ERG11_ACF2,A_MTX_Trifluoperazine.PMC1_GTR2,A_MTX_Trifluoperazine.SSH1_ERG11,A_MTX_Trifluoperazine.HNM1_ERG11,A_MTX_Trifluoperazine.MID2_WSC2,A_MTX_Trifluoperazine.MID2_TPO2,A_MTX_Trifluoperazine.HUG1_PGM2,A_MTX_Trifluoperazine.SSH1_PIS1,A_MTX_Trifluoperazine.ERV25_PIS1,A_MTX_Trifluoperazine.MID2_PIN2,A_MTX_Trifluoperazine.ERG11_ERG5,A_MTX_Trifluoperazine.ERV25_EMP47,A_MTX_Trifluoperazine.ERV25_ORM2,A_MTX_Trifluoperazine.PLM2_HNM1,A_MTX_Trifluoperazine.ERG11_PIS1,A_MTX_Trifluoperazine.HNM1_TPO4,A_MTX_Trifluoperazine.RET2_SNA3,A_MTX_Trifluoperazine.ALO1_HYR1,A_MTX_Trifluoperazine.noPPI_reference,A_MTX_Trifluoperazine.SSH1_ORM2,A_MTX_Trifluoperazine.FMP45_HNM1,A_MTX_Trifluoperazine.TPO1_TPO2,A_MTX_Trifluoperazine.ADE17_GIS2,A_MTX_Trifluoperazine.SNA4_VAC8,A_MTX_Trifluoperazine.ADE17_HYR1,A_MTX_Trifluoperazine.HUG1_ALO1,A_MTX_Trifluoperazine.TPO1_TCB2,A_MTX_Trifluoperazine.ERV25_ERG5,A_MTX_Trifluoperazine.RET2_EMP70,A_MTX_Trifluoperazine.HUG1_ADE17,A_MTX_Trifluoperazine.HNM1_TPO2,A_MTX_Trifluoperazine.ERG11_MID2,A_MTX_Trifluoperazine.ERG11_ORM2,A_MTX_Trifluoperazine.GTR1_SLM4,A_MTX_Trifluoperazine.SRO9_GIS2,A_MTX_Trifluoperazine.ERG11_TPO4,A_MTX_Trifluoperazine.HNM1_MAM33,A_MTX_Trifluoperazine.ERG11_ERV25,A_MTX_Trifluoperazine.PMC1_CTR2,A_MTX_Trifluoperazine.ALO1_ADE17,A_MTX_Trifluoperazine.ADE17_PGM2,A_MTX_Trifluoperazine.MID2_RSN1,A_MTX_Trifluoperazine.HNM1_MID2,A_MTX_Trifluoperazine.ALO1_UIP4,A_MTX_Trifluoperazine.FMP45_MEP1,A_MTX_Trifluoperazine.FMP45_MID2,A_MTX_Trifluoperazine.MID2_TPO4,A_MTX_Trifluoperazine.HNM1_RBD2,A_MTX_Trifluoperazine.ERG11_HYR1,A_MTX_Trifluoperazine.SNA4_GTR2,A_MTX_Trifluoperazine.RET2_EMP47,A_MTX_Trifluoperazine.SSH1_ERV25,A_MTX_Trifluoperazine.DHH1_LSM3,A_MTX_Trifluoperazine.HNM1_TPO1,A_MTX_Trifluoperazine.ERV25_UIP4,A_MTX_Trifluoperazine.PLM2_SNA3,A_MTX_Trifluoperazine.ERV25_RBD2
250,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,16.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
252,2.0,2.0,2.0,1.0,3.0,37.0,1.0,12.0,0.0,6.0,33.0,51.0,83.0,0.0,1.0,1.0,246.0,60.0,11.0,1.0,25.0,1.0,3.0,9773.0,61.0,1.0,36.0,1.0,11.0,41.0,2.0,2.0,39.0,59.0,0.0,4.0,0.0,3.0,0.0,8.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,0.0,105.0,0.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,3.0,39.0,1.0,3.0,27.0
253,301.0,88.0,1.0,1.0,11.0,9.0,30.0,21.0,11.0,13.0,19.0,0.0,0.0,1.0,38.0,17.0,195.0,50.0,0.0,6.0,1.0,0.0,80.0,29.0,9.0,0.0,5.0,13.0,81.0,855.0,0.0,0.0,85.0,0.0,1.0,3.0,0.0,7.0,3.0,37.0,0.0,12.0,2.0,42.0,0.0,4.0,17.0,7.0,190.0,9.0,5.0,19.0,2572.0,19.0,5.0,0.0,0.0,1.0,8.0,3.0,0.0,10.0
254,10.0,6.0,12.0,0.0,3.0,13.0,1.0,6.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,23.0,20.0,10.0,0.0,2.0,4.0,1.0,0.0,5.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,79.0,2.0,16.0,21.0,1.0,6.0,12.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,2.0,1.0,60.0,3.0,2.0,3.0,11.0,0.0,1.0,0.0,0.0
257,4.0,5.0,4.0,2.0,4.0,1.0,0.0,6.0,2.0,4.0,1.0,8.0,1.0,1.0,1.0,18.0,11.0,16.0,1.0,0.0,5.0,0.0,2.0,6.0,0.0,1.0,6.0,5.0,20.0,2.0,0.0,3.0,3.0,1.0,1.0,7.0,2.0,13.0,1.0,12.0,2.0,3.0,0.0,0.0,3.0,6.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,6.0,10.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0
258,89.0,23.0,1278.0,62.0,117.0,6.0,11.0,152.0,27.0,7.0,219.0,10.0,26.0,15.0,43.0,34.0,141.0,72.0,2.0,9.0,285.0,4.0,16.0,7.0,62.0,0.0,26.0,11.0,1211.0,18.0,14.0,9.0,159.0,9.0,102.0,450.0,44.0,61.0,5.0,22.0,27.0,17.0,16.0,8.0,74.0,7.0,7.0,57.0,19.0,22.0,3.0,26.0,31.0,27.0,205.0,2.0,144.0,24.0,223.0,23.0,109.0,4.0
27,23.0,90.0,22.0,0.0,29.0,3.0,17.0,13.0,25.0,4.0,6.0,0.0,5.0,0.0,17.0,18.0,62.0,2.0,1.0,27.0,8.0,0.0,1.0,3.0,11.0,1.0,112.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,10.0,25.0,904.0,4.0,233.0,9.0,12.0,3.0,3.0,21.0,2.0,4.0,0.0,6.0,48.0,2.0,5.0,6.0,5.0,54.0,6.0,6.0,1.0,2.0,3.0,3.0,0.0
271,10.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,17.0,27.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,21.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
272,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,65.0,2.0,6.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,86.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0
286,2.0,26.0,663.0,2.0,133.0,11.0,40.0,23.0,5.0,11.0,23.0,20.0,0.0,1.0,14.0,3.0,19.0,24.0,0.0,0.0,11.0,2.0,3.0,156.0,1.0,0.0,597.0,3.0,25.0,8.0,50.0,3.0,5.0,16.0,22.0,10.0,5.0,215.0,4.0,3.0,28.0,5.0,8.0,87.0,2.0,3.0,5.0,2.0,198.0,54.0,0.0,15.0,4.0,20.0,44.0,10.0,52.0,24.0,14.0,15.0,0.0,11.0
289,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,8.0,9.0,6.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,10.0,2.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
29,63.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,9.0,2.0,0.0,5.0,5.0,2.0,11.0,27.0,6.0,1.0,6.0,6.0,1.0,7.0,3.0,8.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,24.0,1.0,117.0,5.0,3.0,24.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,8.0,16.0,9.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0
292,3.0,1.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,7.0,2.0,1.0,5.0,1.0,1.0,11.0,0.0,1.0,144.0,25.0,1.0,1.0,2.0,6.0,3.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,16.0,0.0,3.0,1.0,6.0,3.0,5.0,1.0,9.0,1.0,4.0,2.0,0.0,0.0
294,9.0,1.0,2.0,0.0,11.0,3.0,0.0,10.0,1.0,0.0,1.0,1.0,12.0,2.0,3.0,73.0,3.0,44.0,0.0,3.0,2.0,4.0,0.0,4.0,17.0,1.0,2.0,5.0,8.0,2.0,0.0,2.0,6.0,1.0,0.0,2.0,3.0,12.0,0.0,32.0,14.0,5.0,1.0,0.0,1.0,3.0,2.0,0.0,5.0,2.0,1.0,3.0,15.0,58.0,8.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0
296,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0
299,5.0,4.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,51.0,8.0,11.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,39.0,1.0,30.0,9.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,28.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
307,6.0,2.0,4.0,2.0,0.0,7.0,0.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,8.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,80.0,8.0,7.0,19.0,4.0,18.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,14.0,1.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0
308,3.0,3.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,9.0,5.0,2.0,10.0,1.0,0.0,3.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,8.0,2.0,8.0,1.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,44.0,0.0,5.0,1.0,1.0,1.0,4.0,7.0,3.0,0.0
31,10.0,91.0,0.0,0.0,0.0,2.0,0.0,5.0,10.0,1.0,8.0,1.0,0.0,0.0,193.0,68.0,11.0,181.0,159.0,29.0,4.0,1.0,0.0,47.0,3.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,34.0,1.0,0.0,1.0,75.0,196.0,818.0,14.0,1.0,0.0,1.0,0.0,2.0,0.0,17.0,1.0,2.0,75.0,19.0,34.0,6.0,8.0,37.0,0.0,18.0,2.0,0.0,0.0,2.0,1.0
311,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,3.0,0.0,10.0,0.0,1.0,7.0,1.0,0.0,3.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,17.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,9.0,2.0,1.0,2.0,0.0,8.0,2.0,3.0,3.0
312,236.0,330.0,67.0,1.0,21.0,212.0,8.0,135.0,5.0,7.0,30.0,36.0,12.0,10.0,47.0,518.0,2675.0,18.0,1.0,110.0,126.0,4.0,7.0,468.0,197.0,3.0,13.0,6.0,5.0,16.0,0.0,2.0,13.0,6.0,1.0,8.0,47.0,3847.0,6.0,446.0,80.0,21.0,261.0,1.0,37.0,8.0,17.0,81.0,118.0,59.0,7.0,9.0,18.0,370.0,74.0,5.0,56.0,4.0,3.0,118.0,2.0,1.0
320,620.0,258.0,47.0,212.0,311.0,66.0,91.0,1623.0,129.0,164.0,387.0,90.0,35.0,49.0,140.0,186.0,4842.0,192.0,12.0,56.0,436.0,16.0,486.0,29.0,148.0,43.0,722.0,31.0,1630.0,44.0,13.0,18.0,167.0,8.0,119.0,2693.0,193.0,449.0,24.0,27.0,94.0,567.0,65.0,62.0,353.0,34.0,46.0,78.0,249.0,55.0,37.0,88.0,31.0,1515.0,1204.0,36.0,326.0,11.0,1406.0,54.0,40.0,17.0
325,50.0,0.0,1.0,0.0,6.0,2.0,2.0,5.0,0.0,0.0,4.0,0.0,10.0,2.0,1.0,249.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,6.0,19.0,0.0,3.0,0.0,2.0,9.0,1.0,0.0,0.0,2.0,20.0,0.0,40.0,9.0,2.0,8.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,182.0,5.0,8.0,4.0,3.0,4.0,1.0,4.0,0.0
335,2.0,17.0,53.0,31.0,204.0,2.0,8.0,232.0,22.0,600.0,95.0,2.0,3.0,1.0,97.0,22.0,7.0,31.0,1.0,14.0,6.0,5.0,1.0,28.0,51.0,0.0,144.0,8.0,4.0,7.0,3.0,3.0,3.0,2.0,80.0,80.0,10.0,58.0,2.0,28.0,4.0,4.0,2.0,16.0,5.0,4.0,21.0,32.0,325.0,6.0,31.0,19.0,29.0,10.0,122.0,4.0,179.0,0.0,67.0,143.0,2.0,13.0
336,66.0,33.0,17.0,17.0,287.0,1.0,21.0,24.0,19.0,5.0,63.0,99.0,2.0,5.0,152.0,75.0,93.0,5.0,2.0,11.0,6.0,2.0,7.0,80.0,12.0,2.0,222.0,6.0,5.0,5.0,2.0,1.0,72.0,13.0,0.0,5.0,25.0,39.0,1.0,70.0,33.0,5.0,13.0,144.0,4.0,2.0,18.0,14.0,26.0,32.0,26.0,23.0,3.0,16.0,162.0,3.0,31.0,3.0,1.0,1.0,0.0,15.0
337,38.0,3.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,267.0,2.0,47.0,0.0,4.0,3.0,2.0,6.0,1.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0,1.0,17.0,0.0,0.0,1.0,1.0,51.0,0.0,81.0,5.0,4.0,50.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,255.0,4.0,3.0,0.0,22.0,1.0,0.0,0.0,0.0
339,659.0,153.0,45.0,121.0,7.0,38.0,9.0,143.0,25.0,47.0,145.0,0.0,4.0,6.0,6.0,65.0,1489.0,15.0,3.0,70.0,5.0,3.0,3.0,54.0,0.0,2.0,5.0,3.0,3.0,2.0,1.0,5.0,144.0,6.0,1.0,1.0,170.0,253.0,30.0,83.0,217.0,9.0,5.0,58.0,7.0,0.0,6.0,45.0,23.0,3.0,16.0,39.0,4.0,459.0,124.0,6.0,21.0,5.0,4.0,7.0,0.0,3.0
347,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,3.0,0.0,11.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0
348,2.0,28.0,2.0,1.0,38.0,0.0,5.0,11.0,10.0,8.0,2.0,0.0,5.0,4.0,12.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,0.0,64.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,5.0,1.0,1.0,8.0,0.0,94.0,1.0,2.0,3.0,2.0,16.0,16.0,76.0,0.0,4.0
350,205.0,69.0,2384.0,220.0,6.0,43.0,6.0,1431.0,99.0,17.0,355.0,67.0,211.0,70.0,19.0,127.0,2418.0,364.0,317.0,97.0,428.0,14.0,20.0,686.0,1171.0,263.0,19.0,32.0,25.0,29.0,8.0,21.0,233.0,42.0,8.0,1029.0,103.0,150.0,25.0,38.0,738.0,422.0,21.0,7.0,65.0,20.0,42.0,17.0,120.0,324.0,17.0,264.0,12.0,76.0,1477.0,20.0,441.0,8.0,18.0,242.0,1729.0,8.0
354,15.0,4.0,4.0,0.0,2.0,1.0,1.0,8.0,0.0,3.0,3.0,1.0,8.0,3.0,5.0,6.0,8.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,8.0,1.0,27.0,11.0,2.0,2.0,3.0,5.0,1.0,4.0,0.0,6.0,2.0,0.0,4.0,1.0,62.0,5.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0
358,37.0,26.0,148.0,11.0,7.0,6.0,13.0,7.0,2.0,9.0,17.0,20.0,88.0,52.0,7.0,5.0,1.0,20.0,0.0,1.0,5.0,1.0,495.0,305.0,3.0,0.0,15.0,6.0,3.0,3.0,0.0,1.0,12.0,2.0,77.0,2.0,6.0,5.0,3.0,8.0,6.0,7.0,6.0,1.0,39.0,1.0,14.0,2.0,29.0,3.0,5.0,11.0,3.0,10.0,7.0,2.0,8.0,3.0,6.0,55.0,0.0,92.0
364,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,12.0,4.0,11.0,2.0,4.0,2.0,6.0,3.0,10.0,2.0,0.0,0.0,3.0,2.0,0.0,4.0,10.0,1.0,2.0,3.0,9.0,10.0,0.0,1.0,4.0,0.0,0.0,1.0,25.0,1.0,0.0,1.0,63.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,5.0,5.0,16.0,8.0,12.0,37.0,7.0,2.0,19.0,0.0,1.0,19.0,2.0,7.0
375,248.0,1642.0,43.0,33.0,4.0,21.0,140.0,423.0,24.0,15.0,37.0,150.0,8.0,19.0,118.0,539.0,8.0,82.0,2.0,361.0,34.0,2.0,56.0,29.0,1.0,43.0,7.0,16.0,16.0,13.0,31.0,2.0,338.0,8.0,265.0,17.0,202.0,36.0,7.0,675.0,931.0,57.0,331.0,284.0,5.0,4.0,49.0,135.0,16.0,209.0,15.0,358.0,10.0,403.0,38.0,11.0,63.0,64.0,332.0,227.0,1.0,13.0
383,17.0,4.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,96.0,0.0,19.0,0.0,2.0,2.0,0.0,3.0,23.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,12.0,1.0,96.0,4.0,2.0,16.0,1.0,2.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,6.0,77.0,2.0,0.0,0.0,6.0,0.0,5.0,2.0,2.0
385,6.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,11.0,6.0,1.0,5.0,4.0,12.0,3.0,27.0,3.0,1.0,1.0,5.0,1.0,3.0,9.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,0.0,1.0,7.0,2.0,2.0,2.0,7.0,4.0,10.0,0.0,1.0,3.0,3.0,3.0,1.0,17.0,2.0,4.0,2.0,36.0,3.0,0.0,0.0,2.0,1.0,8.0,18.0,7.0,1.0
387,1.0,3.0,5.0,51.0,3.0,0.0,0.0,4.0,4.0,7.0,13.0,1.0,1.0,2.0,11.0,7.0,19.0,3.0,0.0,1.0,6.0,0.0,8.0,11.0,33.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,33.0,3.0,6.0,0.0,12.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,1.0,3.0,0.0,6.0,2.0,2.0,1.0,1.0
392,5.0,4.0,7.0,16.0,0.0,10.0,2.0,7.0,5.0,11.0,5.0,1.0,2.0,1.0,12.0,19.0,110.0,14.0,2.0,2.0,8.0,2.0,13.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,11.0,2.0,0.0,4.0,3.0,13.0,2.0,20.0,13.0,12.0,1.0,0.0,4.0,1.0,4.0,0.0,9.0,6.0,3.0,4.0,2.0,17.0,5.0,0.0,2.0,0.0,2.0,12.0,14.0,1.0
397,38.0,3.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,4.0,12.0,0.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,7.0,1.0,12.0,3.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0,2.0,3.0,1.0,64.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
399,44.0,0.0,1.0,0.0,8.0,0.0,2.0,31.0,1.0,1.0,0.0,0.0,3.0,2.0,8.0,1231.0,6.0,46.0,0.0,11.0,5.0,1.0,1.0,3.0,4.0,0.0,8.0,13.0,6.0,11.0,0.0,4.0,17.0,3.0,2.0,2.0,203.0,476.0,5.0,43.0,61.0,7.0,80.0,0.0,1.0,7.0,1.0,14.0,7.0,3.0,4.0,1.0,8.0,815.0,11.0,7.0,3.0,30.0,3.0,0.0,0.0,1.0
40,6.0,3.0,862.0,3.0,0.0,5.0,153.0,44.0,6.0,3.0,19.0,7.0,9.0,8.0,34.0,4.0,7.0,3.0,1.0,8.0,2.0,5.0,5.0,514.0,47.0,1.0,101.0,10.0,2.0,3.0,10.0,1.0,12.0,15.0,6.0,2.0,28.0,31.0,0.0,8.0,8.0,2.0,2.0,1465.0,2.0,1.0,10.0,5.0,86.0,1.0,53.0,11.0,1.0,29.0,0.0,5.0,77.0,10.0,7.0,593.0,2.0,9.0
400,366.0,38.0,56.0,80.0,5236.0,102.0,54.0,2751.0,336.0,27.0,732.0,395.0,250.0,59.0,199.0,249.0,783.0,187.0,173.0,353.0,1478.0,41.0,28.0,192.0,5971.0,874.0,1570.0,30.0,47.0,63.0,15.0,28.0,1516.0,89.0,59.0,1208.0,495.0,171.0,23.0,39.0,607.0,152.0,61.0,95.0,31.0,13.0,145.0,224.0,770.0,108.0,1490.0,1024.0,46.0,224.0,1296.0,68.0,955.0,442.0,4397.0,805.0,15.0,36.0
406,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,1.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,36.0,1.0,18.0,14.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,53.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,1.0
408,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
409,2761.0,1386.0,10.0,2228.0,44.0,34.0,206.0,371.0,309.0,1519.0,313.0,8.0,157.0,26.0,613.0,54.0,543.0,618.0,122.0,454.0,136.0,7.0,14.0,21.0,259.0,120.0,214.0,15.0,6.0,9.0,15.0,24.0,76.0,9.0,19.0,168.0,563.0,130.0,40.0,719.0,290.0,112.0,21.0,310.0,80.0,25.0,63.0,334.0,130.0,81.0,118.0,333.0,1419.0,11.0,27.0,9.0,421.0,252.0,86.0,32.0,4262.0,23.0
411,2.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,1.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0
412,1.0,2.0,0.0,2.0,1.0,6.0,2.0,5.0,5.0,0.0,8.0,144.0,32.0,2.0,2.0,4.0,2.0,11.0,9.0,44.0,8.0,0.0,1.0,2236.0,15.0,3.0,10.0,2.0,3.0,6.0,2.0,0.0,13.0,2.0,0.0,1.0,122.0,2.0,2.0,118.0,0.0,11.0,2.0,2.0,1.0,0.0,2.0,11.0,110.0,9.0,7.0,1.0,250.0,0.0,18.0,2.0,1.0,2.0,13.0,0.0,1.0,6.0
418,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,7.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,8.0,0.0,11.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
419,9.0,3.0,2.0,0.0,11.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,1.0,8.0,49.0,16.0,24.0,1.0,4.0,6.0,0.0,1.0,2.0,10.0,0.0,2.0,5.0,7.0,1.0,0.0,0.0,4.0,1.0,0.0,8.0,12.0,33.0,2.0,64.0,10.0,4.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0,4.0,2.0,2.0,0.0,5.0,7.0,4.0,1.0,1.0,0.0
