strain_id,A_noMTX_Fluconazole.SNA4_VAC8,A_noMTX_Fluconazole.HNM1_ERG11,A_noMTX_Fluconazole.HUG1_ADE17,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Fluconazole.TPO1_TPO2,A_noMTX_Fluconazole.HNM1_MAM33,A_noMTX_Fluconazole.SRO9_GIS2,A_noMTX_Fluconazole.MID2_RSN1,A_noMTX_Fluconazole.ERG27_ACF2,A_noMTX_Fluconazole.HNM1_RBD2,A_noMTX_Fluconazole.SSH1_ERV25,A_noMTX_Fluconazole.MID2_WSC2,A_noMTX_Fluconazole.PMC1_CTR2,A_noMTX_Fluconazole.PLM2_SNA3,A_noMTX_Fluconazole.MID2_PIN2,A_noMTX_Fluconazole.ERG11_TPO4,A_noMTX_Fluconazole.ERV25_UIP4,A_noMTX_Fluconazole.ALO1_UIP4,A_noMTX_Fluconazole.ERG11_ERV25,A_noMTX_Fluconazole.MID2_TPO2,A_noMTX_Fluconazole.SSH1_ORM2,A_noMTX_Fluconazole.RET2_EMP70,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Fluconazole.ERG11_PIS1,A_noMTX_Fluconazole.noPPI_reference,A_noMTX_Fluconazole.FMP45_MEP1,A_noMTX_Fluconazole.ALO1_HYR1,A_noMTX_Fluconazole.ERV25_EMP47,A_noMTX_Fluconazole.MID2_MAM33,A_noMTX_Fluconazole.PLM2_HNM1,A_noMTX_Fluconazole.HUG1_PGM2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Fluconazole.ALO1_ADE17,A_noMTX_Fluconazole.ERV25_ERG5,A_noMTX_Fluconazole.ADE17_GIS2,A_noMTX_Fluconazole.SNA4_GTR2,A_noMTX_Fluconazole.ERV25_ORM2,A_noMTX_Fluconazole.SRO9_SGN1,A_noMTX_Fluconazole.HNM1_TPO4,A_noMTX_Fluconazole.HNM1_MID2,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Fluconazole.MID2_TPO4,A_noMTX_Fluconazole.SRO9_DHH1,A_noMTX_Fluconazole.ADE17_PGM2,A_noMTX_Fluconazole.ADE17_HYR1,A_noMTX_Fluconazole.RET2_SNA3,A_noMTX_Fluconazole.ERG11_ORM2,A_noMTX_Fluconazole.ERG11_HYR1,A_noMTX_Fluconazole.SSH1_ERG11,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Fluconazole.ERG11_MID2,A_noMTX_Fluconazole.SSH1_PIS1,A_noMTX_Fluconazole.TPO1_TCB2,A_noMTX_Fluconazole.ERV25_PIS1,A_noMTX_Fluconazole.ERG11_ERG5,A_noMTX_Fluconazole.GTR1_SLM4,A_noMTX_Fluconazole.PMC1_GTR2,A_noMTX_Fluconazole.FMP45_MID2,A_noMTX_Fluconazole.FMP45_HNM1,A_noMTX_Fluconazole.HNM1_TPO1,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Fluconazole.ERV25_RBD2
250,13.0,3.0,2.0,1.0,1.0,10.0,1.0,3.0,114.0,11.0,42.0,4.0,0.0,0.0,10.0,5.0,11.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,6.0,1.0,0.0,5.0,0.0,1.0,3.0,2.0,22.0,0.0,2.0,12.0,1.0,5.0,5.0,8.0,5.0,4.0,1.0,3.0,14.0,5.0,2.0,0.0,3.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0
252,67.0,24.0,4.0,7.0,11.0,24.0,4.0,2.0,7.0,7.0,11.0,7.0,0.0,7.0,7.0,0.0,37.0,0.0,9.0,24.0,18.0,0.0,0.0,2377.0,3509.0,3.0,5.0,9.0,9.0,12.0,2.0,17.0,4.0,12.0,8.0,26.0,19.0,8.0,11.0,13.0,0.0,14.0,8.0,42.0,24.0,4.0,1.0,2.0,3.0,5.0,4.0,27.0,7.0,4.0,14.0,3.0,2.0,1.0,1.0,26.0,1855.0,17.0
253,8735.0,549.0,52.0,1.0,1252.0,5.0,128.0,5.0,66.0,6.0,0.0,8.0,157.0,35.0,37.0,10.0,7.0,49.0,7.0,18.0,2.0,5.0,14.0,99.0,15.0,51.0,766.0,82.0,10.0,38.0,3.0,0.0,14.0,88.0,87.0,132.0,0.0,204.0,13.0,15.0,6.0,11.0,141.0,79.0,2126.0,4.0,6.0,10.0,58.0,10.0,1900.0,4.0,169.0,13.0,65.0,19.0,62.0,25.0,47.0,23.0,18.0,8.0
254,24.0,605.0,2280.0,557.0,539.0,62.0,39.0,10.0,423.0,33.0,339.0,12.0,67.0,985.0,174.0,559.0,22.0,7.0,13.0,37.0,15.0,21.0,12.0,11.0,45.0,466.0,17.0,485.0,1680.0,247.0,149.0,34.0,1237.0,819.0,13.0,82.0,26.0,261.0,20.0,120.0,2891.0,12.0,82.0,49.0,60.0,21.0,20.0,48.0,26.0,1390.0,63.0,31.0,188.0,15.0,414.0,30.0,63.0,764.0,306.0,455.0,2173.0,542.0
257,16.0,315.0,10.0,17.0,5.0,38.0,5.0,7.0,138.0,5.0,154.0,8.0,6.0,45.0,857.0,5.0,10.0,8.0,7.0,43.0,0.0,1.0,0.0,18.0,8.0,7.0,11.0,42.0,121.0,61.0,45.0,10.0,6.0,4.0,266.0,117.0,78.0,40.0,21.0,100.0,91.0,457.0,16.0,13.0,25.0,8.0,1.0,49.0,10.0,3.0,49.0,8.0,6.0,63.0,6.0,11119.0,8.0,48.0,46.0,1559.0,88.0,528.0
258,792.0,122.0,585.0,10.0,6.0,355.0,28.0,1.0,67.0,244.0,19.0,11.0,11.0,64.0,20.0,5.0,38.0,8.0,9.0,120.0,3.0,0.0,5.0,533.0,16.0,128.0,9.0,43.0,28.0,23.0,18.0,3.0,101.0,13.0,22.0,107.0,11.0,10.0,330.0,19.0,21.0,114.0,20.0,17.0,12.0,3.0,5.0,6.0,28.0,9.0,22.0,371.0,9.0,208.0,23.0,4.0,6.0,5.0,34.0,159.0,674.0,387.0
27,7.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,12.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,24.0,0.0,1.0,1.0,17.0,0.0,2.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,2.0,5.0,9.0,4.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,7.0,8.0,364.0,1.0,4.0,1.0,6.0,0.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0
270,5.0,15.0,6.0,1.0,12.0,139.0,0.0,8.0,25.0,9.0,11.0,1.0,1.0,12.0,3.0,1.0,539.0,6.0,4.0,11.0,13.0,1.0,2.0,5.0,2950.0,228.0,7.0,103.0,3.0,15.0,1.0,20.0,6.0,951.0,2.0,11.0,17.0,90.0,24.0,3.0,3.0,0.0,3.0,6.0,12.0,7.0,1516.0,3.0,17.0,12.0,148.0,19.0,4.0,2.0,6.0,10.0,12.0,155.0,5.0,13.0,67.0,3.0
271,6.0,977.0,171.0,109.0,72.0,39.0,177.0,11.0,88.0,4.0,39.0,10.0,291.0,23.0,203.0,3.0,21.0,354.0,9.0,348.0,7.0,6.0,4.0,12.0,8.0,230.0,268.0,106.0,426.0,46.0,132.0,34.0,2456.0,31.0,1.0,11.0,377.0,423.0,7.0,458.0,22.0,67.0,152.0,10.0,12.0,2.0,9.0,4.0,31.0,8.0,12.0,8.0,41.0,18.0,7.0,14.0,119.0,900.0,80.0,5.0,10.0,5.0
272,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,3.0,3.0,0.0,63.0,121.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,47.0,3.0,0.0,1.0,1.0,4.0,1.0,17.0,2.0,0.0,1.0,1.0,0.0,4.0,22.0,1.0,1.0,0.0,0.0,2.0,0.0
277,6.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,3.0,5.0,0.0,5.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,5.0,15.0,0.0
286,78.0,5.0,10.0,0.0,700.0,2.0,1.0,1.0,31.0,0.0,0.0,3.0,31.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,7.0,3.0,2.0,37.0,21.0,1.0,25.0,55.0,164.0,0.0,4.0,1.0,2.0,4.0,5.0,0.0,3.0,0.0,15.0,0.0,3.0,9.0,6.0,3.0,1.0,5.0,53.0,31.0,2.0,6.0,249.0,2.0,1.0,4.0,3.0,0.0,1.0,6.0,8.0,3.0
289,11.0,613.0,218.0,24.0,63.0,274.0,933.0,18.0,15.0,25.0,36.0,99.0,2574.0,20.0,721.0,18.0,31.0,148.0,167.0,173.0,35.0,8.0,15.0,8.0,21.0,186.0,532.0,372.0,356.0,264.0,252.0,6.0,317.0,410.0,14.0,31.0,58.0,140.0,152.0,235.0,39.0,351.0,80.0,22.0,21.0,5.0,19.0,154.0,15.0,18.0,603.0,142.0,636.0,22.0,158.0,26.0,1317.0,129.0,243.0,56.0,336.0,844.0
29,10.0,3.0,5.0,3.0,2.0,4.0,182.0,1.0,3.0,1.0,10.0,14.0,2.0,1.0,7.0,99.0,7.0,68.0,2.0,0.0,0.0,3.0,3.0,4.0,15.0,1.0,2.0,7.0,3.0,2.0,1.0,0.0,1.0,10.0,1.0,10.0,17.0,144.0,6.0,2.0,5.0,14.0,34.0,2.0,0.0,1.0,62.0,5.0,2.0,3.0,15.0,2.0,0.0,4.0,5.0,2.0,0.0,19.0,3.0,2.0,5.0,0.0
291,2.0,15.0,12.0,0.0,0.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,9.0,2.0,2.0,0.0,1.0,11.0,17.0,1.0,0.0,2.0,30.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,1.0,61.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,14.0,1.0,3.0,1.0,2.0,3.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,0.0,2.0
292,5.0,18.0,5.0,2.0,25.0,0.0,1.0,7.0,1.0,1.0,0.0,4.0,3.0,3.0,4.0,2.0,1.0,118.0,4.0,31.0,81.0,5.0,0.0,2.0,9293.0,320.0,1.0,0.0,7.0,18.0,3.0,43.0,2.0,39.0,2.0,0.0,41.0,1.0,15.0,1.0,2.0,3.0,5.0,4.0,21.0,0.0,0.0,5.0,0.0,0.0,1.0,41.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,45.0,1.0,29.0
294,40.0,7166.0,3569.0,109.0,31.0,15.0,5.0,8.0,119.0,9.0,12.0,9.0,272.0,30.0,88.0,181.0,159.0,95.0,6.0,89.0,8.0,27.0,9.0,13.0,157.0,10.0,507.0,162.0,394.0,46.0,248.0,474.0,586.0,170.0,8.0,410.0,42.0,176.0,9.0,659.0,84.0,77.0,557.0,7.0,6.0,37.0,27.0,5554.0,134.0,24.0,18.0,6.0,17.0,6.0,99.0,93.0,1360.0,47.0,112.0,65.0,11.0,26.0
296,277.0,193.0,504.0,1890.0,700.0,24.0,6.0,28.0,198.0,15.0,162.0,26.0,299.0,281.0,1294.0,233.0,1815.0,530.0,22.0,877.0,161.0,27.0,18.0,27.0,144.0,41.0,722.0,95.0,117.0,262.0,459.0,13.0,1620.0,15.0,21.0,368.0,224.0,46.0,50.0,46.0,65.0,183.0,431.0,29.0,29.0,31.0,17.0,49.0,1341.0,1063.0,37.0,11.0,1023.0,18.0,11.0,5446.0,1703.0,30.0,407.0,18.0,1091.0,833.0
299,9.0,16.0,12.0,36.0,8.0,7.0,5.0,1.0,6.0,3.0,8.0,2.0,102.0,284.0,6.0,2.0,35.0,23.0,2.0,114.0,0.0,3.0,4.0,2.0,26.0,8.0,26.0,205.0,13.0,11.0,6.0,6.0,61.0,259.0,3.0,12.0,31.0,2.0,9.0,69.0,16.0,0.0,5.0,101.0,4.0,3.0,3.0,3.0,9.0,5.0,7.0,398.0,18.0,4.0,5.0,9.0,6.0,5.0,3.0,113.0,36.0,583.0
307,176.0,6.0,2.0,0.0,3.0,0.0,3.0,36.0,335.0,5.0,4.0,13.0,3.0,3.0,499.0,73.0,6.0,10.0,8.0,14.0,1.0,5.0,4.0,4.0,6.0,14.0,7.0,14.0,64.0,129.0,4.0,0.0,822.0,2.0,2.0,13.0,8.0,89.0,3.0,8.0,11.0,10.0,34.0,7.0,6.0,1.0,8.0,16.0,12.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,12.0,8.0,5.0,5.0,0.0
308,37.0,2.0,4.0,0.0,1.0,6.0,3.0,6.0,7.0,9.0,1.0,13.0,1.0,3.0,15.0,0.0,2.0,2.0,2.0,13.0,3.0,1.0,2.0,2.0,4.0,3.0,7.0,5.0,2.0,0.0,1.0,0.0,2.0,7.0,3.0,13.0,4.0,1.0,8.0,1.0,14.0,4.0,23.0,6.0,8.0,0.0,2.0,3.0,7.0,3.0,2.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,0.0,4.0,36.0,3.0
31,2.0,6.0,24.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,26.0,1.0,0.0,0.0,29.0,0.0,2.0,1.0,1.0,8.0,2.0,0.0,5.0,1.0,2.0,21.0,3.0,5.0,4.0,9.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,277.0,0.0,1.0,0.0,3.0,0.0,1.0,75.0,0.0,22.0,9.0,1.0,1.0,1.0
311,25.0,5.0,10.0,2.0,2.0,4.0,2.0,2.0,1.0,10.0,5.0,2.0,5.0,2.0,5.0,3.0,2.0,7.0,2.0,1.0,5.0,1.0,1.0,3.0,1015.0,12.0,4.0,3.0,1.0,12.0,2.0,5.0,3.0,6.0,2.0,8.0,1.0,0.0,8.0,5.0,4.0,0.0,3.0,2.0,5.0,0.0,6.0,1.0,1.0,0.0,3.0,9.0,2.0,1.0,5.0,15.0,7.0,1.0,2.0,5.0,6.0,6.0
312,13.0,384.0,3.0,1.0,0.0,4.0,144.0,5.0,2.0,4.0,4.0,2.0,17.0,4.0,8.0,4.0,5.0,7.0,1.0,5.0,6.0,1.0,2.0,2.0,51.0,238.0,0.0,626.0,7.0,4.0,9.0,348.0,30.0,4.0,5.0,7.0,2.0,166.0,4.0,4.0,8.0,3.0,5.0,9.0,3.0,5.0,5.0,3.0,10.0,2.0,2.0,2.0,3.0,1.0,80.0,11.0,4.0,36.0,3.0,1.0,5.0,2.0
32,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0
320,7590.0,467.0,77.0,17.0,308.0,2085.0,3.0,2.0,67.0,30.0,952.0,19.0,201.0,107.0,24.0,20.0,34.0,134.0,23.0,123.0,77.0,9.0,4.0,44.0,17.0,204.0,209.0,23.0,113.0,1829.0,247.0,318.0,284.0,476.0,21.0,404.0,79.0,69.0,456.0,73.0,22.0,3.0,55.0,58.0,128.0,5.0,255.0,2.0,659.0,35.0,16.0,124.0,16.0,50.0,112.0,14.0,129.0,21.0,12.0,158.0,1177.0,193.0
323,2.0,21.0,1226.0,23.0,17.0,2.0,4.0,5.0,46.0,6.0,6.0,1.0,6.0,4.0,31.0,1.0,0.0,29.0,3.0,13.0,19.0,11.0,26.0,4.0,4533.0,89.0,1.0,2.0,60.0,10.0,12.0,69.0,90.0,26.0,2.0,2.0,18.0,0.0,10.0,11.0,15.0,21.0,4.0,0.0,10.0,25.0,2.0,1.0,6.0,3.0,3.0,33.0,3.0,4.0,3.0,2.0,4.0,43.0,1.0,18.0,2.0,19.0
325,6.0,32.0,121.0,1443.0,11.0,14.0,1.0,13.0,185.0,9.0,178.0,94.0,169.0,8.0,12.0,5.0,60.0,296.0,105.0,321.0,12.0,10.0,5.0,84.0,30.0,8.0,6.0,6.0,53.0,156.0,864.0,6.0,8.0,11.0,2.0,1.0,241.0,1.0,20.0,37.0,18.0,33.0,75.0,4.0,10.0,11.0,3.0,8.0,362.0,123.0,268.0,11.0,66.0,10.0,176.0,3.0,1289.0,8.0,251.0,9.0,55.0,20.0
33,82.0,680.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,72.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,3.0,4.0,1.0,1.0,124.0,10.0,0.0,0.0,152.0,0.0,2.0,10.0,0.0,5.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,6.0,33.0,0.0,14.0,0.0
335,2.0,3.0,7.0,31.0,1.0,0.0,3.0,2.0,1.0,6.0,126.0,17.0,7.0,3.0,100.0,5.0,3.0,16.0,1.0,6.0,4.0,3.0,1.0,3.0,7.0,1.0,1.0,7.0,44.0,9.0,10.0,4.0,42.0,15.0,0.0,27.0,14.0,5.0,8.0,4.0,9.0,4.0,4.0,2.0,5.0,1.0,689.0,4.0,24.0,12.0,190.0,14.0,14.0,13.0,5.0,8.0,10.0,31.0,6.0,2.0,9.0,48.0
336,2.0,6.0,6.0,58.0,27.0,11.0,32.0,4.0,9.0,6.0,172.0,0.0,35.0,2.0,93.0,8.0,5.0,18.0,7.0,1.0,7.0,19.0,13.0,17.0,12.0,548.0,4.0,88.0,64.0,6.0,61.0,15.0,6.0,354.0,9.0,10.0,5.0,10.0,145.0,69.0,4.0,17.0,15.0,5.0,5.0,19.0,9.0,7.0,6.0,973.0,11.0,6.0,136.0,205.0,8.0,3.0,333.0,98.0,8.0,1.0,6.0,22.0
337,11.0,1334.0,193.0,312.0,167.0,9.0,25.0,11.0,55.0,35.0,944.0,1124.0,364.0,72.0,568.0,103.0,701.0,896.0,8.0,32.0,166.0,8.0,7.0,291.0,43.0,10.0,158.0,231.0,173.0,799.0,70.0,58.0,1691.0,1041.0,36.0,131.0,1559.0,169.0,23.0,214.0,3631.0,155.0,75.0,27.0,27.0,16.0,18.0,347.0,30.0,190.0,25.0,504.0,132.0,31.0,580.0,2376.0,140.0,694.0,43.0,40.0,1637.0,331.0
339,3.0,36.0,5.0,8.0,5.0,0.0,82.0,23.0,5.0,0.0,9.0,7.0,209.0,44.0,3.0,2402.0,2.0,19.0,7.0,45.0,2955.0,72.0,24.0,2.0,30.0,10.0,2.0,20.0,1510.0,43.0,22.0,9.0,15.0,34.0,23.0,11.0,51.0,36.0,14.0,49.0,8.0,13.0,4.0,15.0,34.0,3.0,11.0,4.0,8.0,7.0,4613.0,23.0,13.0,29.0,3.0,29.0,8.0,135.0,62.0,5.0,21.0,9.0
347,15.0,2.0,8.0,3.0,6.0,3.0,2.0,5.0,13.0,4.0,2.0,3.0,0.0,0.0,11.0,1.0,17.0,2.0,4.0,5.0,1.0,7.0,0.0,3.0,15.0,8.0,13.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,17.0,6.0,7.0,5.0,14.0,165.0,3.0,5.0,3.0,2.0,1.0,409.0,884.0,7.0,5.0,3.0,1.0,4.0,4.0,3.0,2.0,36.0,1.0,1.0,3.0,7.0,3.0
348,4.0,125.0,2.0,2.0,232.0,135.0,9.0,8.0,0.0,13.0,2.0,8.0,0.0,3.0,375.0,3.0,7.0,0.0,4.0,89.0,14.0,2.0,7.0,3.0,5.0,4.0,3.0,42.0,27.0,2.0,1.0,3.0,5.0,7.0,8.0,23.0,243.0,37.0,5.0,12.0,5.0,12.0,14.0,4.0,14.0,8.0,4.0,8.0,17.0,375.0,5.0,4.0,11.0,7.0,4.0,6.0,21.0,52.0,1.0,7.0,26.0,2.0
350,11.0,5.0,3.0,26.0,2.0,12.0,11.0,1.0,81.0,4.0,62.0,12.0,8.0,20.0,6.0,136.0,16.0,272.0,8.0,6.0,42.0,6.0,13.0,27.0,5.0,178.0,14.0,13.0,56.0,311.0,6.0,5.0,263.0,5.0,2153.0,89.0,17.0,400.0,199.0,109.0,3.0,48.0,3.0,35.0,31.0,11.0,9.0,1.0,518.0,1.0,20.0,385.0,8.0,29.0,16.0,10.0,4.0,24.0,11.0,238.0,1934.0,3.0
354,6.0,3.0,6.0,6.0,4.0,1.0,5.0,5.0,180.0,2.0,1.0,1.0,9.0,36.0,222.0,0.0,2.0,9.0,0.0,5.0,1.0,3.0,4.0,22.0,5.0,27.0,1.0,1.0,12.0,35.0,3.0,2.0,3.0,1.0,4.0,21.0,5.0,14.0,3.0,2.0,9.0,334.0,3.0,3.0,1.0,0.0,0.0,5.0,1.0,55.0,1.0,0.0,30.0,0.0,1.0,5.0,38.0,3.0,2.0,1.0,5.0,4.0
358,2.0,8.0,55.0,90.0,14.0,3.0,2.0,9.0,64.0,13.0,3.0,2.0,9.0,6.0,18.0,14.0,8.0,9.0,1.0,894.0,4.0,1.0,2.0,3.0,46.0,4.0,2.0,9.0,2.0,11.0,4.0,3.0,4.0,5.0,8.0,5.0,8.0,8.0,8.0,44.0,5.0,11.0,15.0,5.0,5.0,1.0,2.0,4.0,10.0,1.0,8.0,224.0,30.0,2.0,4.0,491.0,3.0,5.0,5.0,5.0,16.0,104.0
359,20.0,24.0,171.0,1.0,16.0,1.0,8.0,25.0,2.0,18.0,2.0,15.0,27.0,53.0,5308.0,3.0,0.0,216.0,4.0,191.0,5.0,2.0,1.0,1.0,24.0,4.0,1.0,32.0,3.0,1425.0,5.0,3.0,8.0,7.0,1.0,41.0,62.0,10.0,3.0,10.0,66.0,19.0,42.0,7.0,39.0,0.0,2.0,71.0,3.0,0.0,185.0,4.0,6.0,1.0,3.0,33.0,7.0,12.0,15.0,4.0,2.0,14.0
36,1.0,2.0,8.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,155.0,3.0,1.0,0.0,8.0,1.0,1.0,1.0,784.0,1.0,6.0,8.0,3.0,0.0,1.0,8.0,3.0,19.0,2.0,0.0,13.0,4.0,4.0,1.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,686.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,6.0
364,28.0,17.0,9.0,8.0,3.0,253.0,4.0,158.0,87.0,7.0,7.0,25.0,1.0,4.0,30.0,3.0,395.0,149.0,30.0,11.0,31128.0,188.0,1.0,5.0,264.0,98.0,2.0,4.0,2.0,11.0,183.0,178.0,2.0,371.0,2.0,170.0,506.0,6.0,6.0,3.0,12.0,8.0,8.0,3.0,7.0,3.0,6.0,10.0,1.0,2.0,7.0,98.0,2.0,6.0,10.0,11.0,10.0,336.0,99.0,3.0,25.0,6.0
375,41.0,30.0,34.0,411.0,297.0,3.0,49.0,3.0,13.0,4.0,262.0,3.0,747.0,3.0,79.0,9.0,52.0,37.0,5.0,32.0,3.0,7.0,4.0,66.0,18.0,326.0,186.0,45.0,7.0,25.0,65.0,2.0,6.0,10.0,81.0,17807.0,109.0,111.0,632.0,13.0,65.0,5.0,13.0,76.0,96.0,11.0,7.0,397.0,4.0,11.0,7.0,6.0,52.0,7.0,62.0,124.0,124.0,18.0,113.0,9.0,22.0,35.0
383,10.0,14.0,5.0,38.0,1.0,0.0,44.0,14.0,0.0,13.0,2.0,6.0,119.0,17.0,68.0,7.0,4.0,46.0,4.0,5.0,31.0,6.0,1.0,4.0,9.0,243.0,21.0,7.0,188.0,75.0,39.0,2.0,992.0,125.0,873.0,11.0,25.0,0.0,18.0,31.0,175.0,44.0,10.0,432.0,23.0,1.0,6.0,1.0,16.0,50.0,4.0,218.0,14.0,58.0,4.0,6.0,7.0,10.0,442.0,1.0,8.0,8.0
385,10.0,5.0,3.0,2.0,0.0,6.0,8.0,7.0,5.0,17.0,1.0,7.0,1.0,3.0,10.0,4.0,9.0,3.0,6.0,7.0,4.0,3.0,0.0,15.0,1.0,8.0,6.0,1.0,0.0,1.0,4.0,3.0,1.0,6.0,4.0,8.0,2.0,2.0,3.0,1.0,3.0,7.0,5.0,3.0,4.0,2.0,12.0,4.0,1.0,0.0,3.0,0.0,0.0,4.0,7.0,1.0,5.0,2.0,3.0,7.0,15.0,3.0
387,3.0,143.0,5.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,7.0,2.0,0.0,14.0,1.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,5.0,18.0,2.0,4.0,0.0,3.0,0.0,3.0,5.0,3.0,0.0,138.0,1.0,218.0,8.0,2.0,2.0,4.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,9.0,3.0,2.0
392,12.0,83.0,81.0,18.0,29.0,7.0,8.0,16.0,7.0,11.0,69.0,10.0,113.0,78.0,1801.0,10.0,23.0,469.0,6.0,34.0,154.0,5.0,3.0,8.0,9.0,14.0,2.0,23.0,149.0,1540.0,10.0,43.0,8.0,18.0,8.0,32.0,96.0,12.0,283.0,48.0,916.0,19.0,25.0,15.0,39.0,2.0,7.0,24.0,4.0,2.0,15.0,453.0,9.0,1.0,3.0,560.0,9.0,422.0,17.0,7.0,22.0,21.0
397,1.0,8.0,32.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,34.0,108.0,3.0,6.0,10.0,4.0,2.0,7.0,4.0,4.0,0.0,2.0,0.0,5.0,4.0,3.0,4.0,6.0,2.0,5.0,6.0,6.0,229.0,0.0,2.0,2.0,6.0,4.0,3.0,1.0,5.0,8.0,14.0,5.0,5.0,2.0,7.0,2.0,5.0,206.0,3.0,1.0,25.0,0.0,3.0,21.0,4.0,6.0,3.0,0.0,3.0,3.0
399,1565.0,710.0,1722.0,746.0,34.0,86.0,1377.0,41.0,1531.0,74.0,145.0,51.0,161.0,75.0,954.0,826.0,15.0,23.0,430.0,1757.0,134.0,20.0,20.0,436.0,119.0,767.0,31.0,61.0,898.0,1115.0,233.0,698.0,13.0,155.0,34.0,64.0,59.0,14.0,29.0,72.0,2563.0,425.0,1498.0,53.0,1594.0,7.0,1534.0,90.0,76.0,19.0,294.0,17.0,25.0,16.0,2855.0,36.0,72.0,2304.0,781.0,54.0,246.0,46.0
40,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,20.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,10.0,2.0,0.0,11.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,695.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,3.0,4.0,18.0,1.0,0.0,4.0
