strain_id,B_noMTX_Metformin.HNM1_TPO2,B_noMTX_Metformin.FMP45_MID2,B_noMTX_Metformin.MID2_TPO4,B_noMTX_Metformin.noPPI_reference,B_noMTX_Metformin.ERG27_ACF2,B_noMTX_Metformin.ERG11_PIS1,B_noMTX_Metformin.ERV25_PIS1,B_noMTX_Metformin.SNA4_VAC8,B_noMTX_Metformin.FMP45_MEP1,B_noMTX_Metformin.ERG11_ERG5,B_noMTX_Metformin.RET2_SNA3,B_noMTX_Metformin.ADE17_GIS2,B_noMTX_Metformin.PMC1_CTR2,B_noMTX_Metformin.ERV25_EMP47,B_noMTX_Metformin.PLM2_SNA3,B_noMTX_Metformin.HNM1_MAM33,B_noMTX_Metformin.SRO9_DHH1,B_noMTX_Metformin.PMC1_GTR2,B_noMTX_Metformin.RET2_EMP47,B_noMTX_Metformin.HNM1_TPO4,B_noMTX_Metformin.SNA4_GTR2,B_noMTX_Metformin.ERG11_ACF2,B_noMTX_Metformin.SSH1_ERV25,B_noMTX_Metformin.TPO1_TPO2,B_noMTX_Metformin.HNM1_TPO1,B_noMTX_Metformin.HNM1_RBD2,B_noMTX_Metformin.ERG11_HYR1,B_noMTX_Metformin.HUG1_ALO1,B_noMTX_Metformin.MID2_TPO2,B_noMTX_Metformin.MID2_RSN1,B_noMTX_Metformin.ERV25_UIP4,B_noMTX_Metformin.ERG11_MID2,B_noMTX_Metformin.HUG1_ADE17,B_noMTX_Metformin.SRO9_SGN1,B_noMTX_Metformin.ERV25_ORM2,B_noMTX_Metformin.ERG11_TPO4,B_noMTX_Metformin.HNM1_MID2,B_noMTX_Metformin.ALO1_UIP4,B_noMTX_Metformin.ERV25_ERG5,B_noMTX_Metformin.ADE17_PGM2,B_noMTX_Metformin.GTR1_SLM4,B_noMTX_Metformin.FMP45_HNM1,B_noMTX_Metformin.PLM2_HNM1,B_noMTX_Metformin.ALO1_ADE17,B_noMTX_Metformin.ERV25_RBD2,B_noMTX_Metformin.DHH1_LSM3,B_noMTX_Metformin.SSH1_ORM2,B_noMTX_Metformin.MID2_PIN2,B_noMTX_Metformin.TPO1_TCB2,B_noMTX_Metformin.TPO1_MID2,B_noMTX_Metformin.ALO1_HYR1,B_noMTX_Metformin.SSH1_PIS1,B_noMTX_Metformin.ERG11_ERV25,B_noMTX_Metformin.ADE17_HYR1,B_noMTX_Metformin.ERG11_ORM2,B_noMTX_Metformin.SSH1_ERG11,B_noMTX_Metformin.SRO9_GIS2,B_noMTX_Metformin.MID2_MAM33,B_noMTX_Metformin.HUG1_PGM2,B_noMTX_Metformin.RET2_EMP70,B_noMTX_Metformin.MID2_WSC2,B_noMTX_Metformin.HNM1_ERG11
250,23.0,2.0,5.0,71.0,5.0,6.0,1.0,2.0,34.0,3.0,1.0,5.0,1.0,30.0,0.0,4.0,14.0,1.0,1.0,6.0,10.0,2.0,19.0,0.0,6.0,49.0,16.0,1.0,3.0,55,39.0,6.0,8.0,8.0,27.0,14.0,10.0,1.0,13.0,1.0,3.0,0.0,0.0,1.0,1.0,20.0,8.0,5.0,1.0,1.0,3.0,123.0,2.0,2.0,4.0,24.0,5,0.0,7.0,0.0,89.0,1.0
252,10.0,0.0,4.0,547.0,1.0,140.0,6.0,19.0,7.0,9.0,3.0,18.0,3.0,3.0,4.0,3.0,7.0,0.0,10.0,3.0,20.0,13.0,49.0,6.0,12.0,48.0,5.0,2.0,8.0,8,1.0,2.0,13.0,4.0,3.0,1.0,3.0,6.0,5.0,141.0,1.0,3.0,7.0,1.0,4.0,4.0,9.0,11.0,4.0,1.0,5.0,18.0,4.0,11.0,1.0,0.0,17,2.0,2.0,201.0,14.0,5.0
253,17.0,6.0,40.0,56.0,54.0,105.0,29.0,10411.0,198.0,128.0,4.0,435.0,119.0,22.0,5.0,14.0,304.0,28.0,6.0,9.0,54.0,199.0,23.0,19.0,18.0,891.0,65.0,3.0,40.0,102,18.0,80.0,49.0,458.0,942.0,33.0,17.0,153.0,65.0,97.0,6.0,162.0,10.0,18.0,13.0,13.0,51.0,438.0,8.0,6.0,1387.0,19.0,8.0,3330.0,11.0,88.0,519,14.0,5.0,5.0,29.0,72.0
254,187.0,259.0,248.0,94.0,129.0,92.0,11.0,98.0,136.0,199.0,19.0,65.0,330.0,158.0,203.0,248.0,142.0,110.0,32.0,25.0,321.0,291.0,267.0,560.0,36.0,950.0,97.0,520.0,140.0,212,261.0,127.0,1710.0,181.0,281.0,179.0,171.0,7.0,310.0,16.0,14.0,184.0,67.0,437.0,19.0,105.0,84.0,660.0,612.0,1085.0,12.0,417.0,26.0,78.0,19.0,59.0,361,262.0,821.0,12.0,17.0,59.0
257,55.0,22.0,41.0,6.0,10.0,22.0,100.0,26.0,11.0,16.0,6.0,871.0,12.0,11.0,28.0,6.0,9.0,6.0,5.0,6.0,59.0,10.0,45.0,2.0,13.0,49.0,19.0,22.0,132.0,82,14.0,64.0,22.0,26.0,34.0,8.0,55.0,6.0,2.0,1641.0,4420.0,20.0,23.0,6.0,115.0,26.0,12.0,199.0,6.0,2.0,9.0,300.0,5.0,56.0,0.0,5.0,30,40.0,13.0,4.0,30.0,35.0
258,521.0,62.0,194.0,72.0,74.0,112.0,961.0,2816.0,193.0,52.0,3.0,140.0,18.0,212.0,341.0,188.0,87.0,40.0,15.0,212.0,320.0,55.0,55.0,23.0,139.0,2160.0,211.0,135.0,269.0,308,181.0,278.0,335.0,90.0,160.0,42.0,191.0,29.0,48.0,798.0,8.0,88.0,100.0,169.0,589.0,14.0,67.0,383.0,29.0,51.0,33.0,135.0,35.0,144.0,29.0,56.0,724,213.0,91.0,9.0,52.0,55.0
27,4.0,1.0,11.0,44.0,7.0,19.0,6.0,7.0,100.0,18.0,541.0,5.0,27.0,30.0,51.0,2.0,56.0,8.0,287.0,6.0,31.0,18.0,17.0,26.0,6.0,24.0,21.0,4.0,25.0,13,1.0,56.0,1.0,20.0,7.0,4.0,4.0,11.0,1.0,3.0,3.0,156.0,30.0,44.0,1.0,3.0,10.0,67.0,87.0,30.0,3.0,8.0,4.0,5.0,14.0,0.0,491,4.0,6.0,1240.0,16.0,23.0
271,51.0,664.0,354.0,39.0,42.0,76.0,1189.0,9.0,57.0,12.0,8.0,16.0,186.0,51.0,61.0,31.0,233.0,86.0,7.0,80.0,35.0,196.0,29.0,26.0,17.0,8.0,138.0,142.0,181.0,353,228.0,41.0,358.0,163.0,666.0,10.0,69.0,297.0,27.0,3.0,10.0,629.0,12.0,579.0,9.0,25.0,358.0,175.0,38.0,44.0,876.0,18.0,76.0,0.0,10.0,6.0,197,204.0,129.0,5.0,15.0,75.0
272,4.0,9.0,189.0,129.0,1.0,95.0,2.0,3.0,14.0,37.0,1.0,4.0,14.0,40.0,15.0,23.0,29.0,16.0,7.0,30.0,6.0,127.0,90.0,2.0,3.0,110.0,291.0,3.0,29.0,123,39.0,267.0,4.0,31.0,7.0,102.0,39.0,0.0,15.0,2.0,1377.0,29.0,82.0,4.0,0.0,9.0,2.0,74.0,4.0,2.0,17.0,5.0,7.0,37.0,28.0,2.0,155,3.0,1.0,1.0,729.0,33.0
286,6.0,8.0,43.0,23.0,34.0,9.0,7.0,407.0,37.0,18.0,4.0,13.0,78.0,2.0,3.0,0.0,12.0,27.0,6.0,2.0,28.0,18.0,18.0,282.0,48.0,8.0,13.0,123.0,21.0,34,4.0,106.0,68.0,19.0,245.0,8.0,13.0,47.0,2.0,6.0,9.0,70.0,31.0,17.0,2.0,10.0,5.0,24.0,234.0,95.0,93.0,219.0,20.0,5.0,47.0,14.0,10,7.0,72.0,2.0,2.0,8.0
289,115.0,295.0,255.0,70.0,10.0,78.0,15.0,9.0,12.0,39.0,8.0,9.0,294.0,314.0,12.0,38.0,57.0,300.0,8.0,12.0,90.0,134.0,111.0,18.0,65.0,767.0,152.0,26.0,410.0,400,672.0,79.0,229.0,106.0,93.0,16.0,434.0,191.0,81.0,9.0,7.0,241.0,156.0,141.0,368.0,5.0,47.0,599.0,215.0,42.0,679.0,172.0,25.0,5.0,4.0,48.0,253,253.0,73.0,4.0,28.0,142.0
29,9.0,164.0,75.0,28.0,2.0,97.0,1.0,2.0,7.0,8.0,1.0,9.0,16.0,4.0,8.0,3.0,140.0,5.0,6.0,1.0,4.0,289.0,64.0,1.0,2.0,10.0,291.0,4.0,29.0,23,2.0,31.0,9.0,90.0,9.0,111.0,30.0,65.0,3.0,7.0,1.0,187.0,3.0,5.0,3.0,4.0,213.0,84.0,6.0,3.0,4.0,11.0,24.0,2.0,16.0,9.0,572,630.0,5.0,5.0,378.0,10.0
291,3.0,1.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,7.0,6.0,3.0,1.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,9.0,9.0,8.0,13.0,34,0.0,5.0,20.0,0.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,0.0,2.0,1.0,4.0,5.0,29.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,3.0,20,6.0,3.0,1.0,11.0,5.0
292,1.0,3.0,6.0,1281.0,0.0,2.0,3.0,1.0,24.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,11.0,14.0,3.0,10.0,2.0,5.0,2.0,4.0,8,0.0,1.0,4.0,0.0,4.0,1.0,2.0,19.0,6.0,5.0,0.0,3.0,6.0,1.0,5.0,0.0,5.0,4.0,3.0,2.0,4.0,15.0,4.0,23.0,2.0,3.0,9,2.0,1.0,2.0,3.0,0.0
294,6.0,207.0,367.0,73.0,8.0,77.0,8.0,7.0,9.0,4.0,7.0,71.0,148.0,16.0,4.0,9.0,222.0,97.0,1.0,11.0,151.0,69.0,109.0,5.0,130.0,12.0,463.0,30.0,227.0,81,211.0,58.0,460.0,23.0,413.0,248.0,242.0,147.0,49.0,7.0,7.0,127.0,6.0,178.0,4.0,14.0,35.0,132.0,3.0,10.0,10.0,13.0,18.0,5.0,1.0,49.0,219,89.0,51.0,10.0,16.0,82.0
296,163.0,710.0,376.0,71.0,38.0,96.0,25.0,1199.0,81.0,29.0,210.0,86.0,406.0,118.0,90.0,30.0,286.0,298.0,97.0,371.0,463.0,332.0,151.0,630.0,20.0,39.0,99.0,99.0,308.0,137,277.0,233.0,345.0,129.0,89.0,61.0,201.0,304.0,71.0,24.0,15054.0,363.0,223.0,802.0,926.0,87.0,48.0,456.0,1199.0,181.0,1557.0,149.0,12.0,22.0,10.0,101.0,76,490.0,112.0,178.0,19.0,130.0
299,57.0,7.0,13.0,89.0,23.0,102.0,18.0,6.0,49.0,47.0,4.0,5.0,105.0,143.0,498.0,13.0,430.0,23.0,6.0,13.0,5.0,9.0,105.0,20.0,156.0,27.0,77.0,144.0,64.0,24,202.0,105.0,535.0,24.0,178.0,42.0,147.0,164.0,85.0,50.0,182.0,20.0,78.0,323.0,2287.0,20.0,130.0,150.0,1.0,3.0,296.0,189.0,74.0,9.0,8.0,14.0,377,23.0,172.0,4.0,8.0,60.0
307,10.0,33.0,37.0,36.0,12.0,21.0,0.0,12.0,7.0,5.0,2.0,4.0,18.0,1.0,9.0,1.0,114.0,5.0,4.0,5.0,4.0,65.0,0.0,0.0,2.0,9.0,2.0,28.0,79.0,100,0.0,98.0,211.0,43.0,5.0,19.0,23.0,10.0,1.0,14.0,1.0,7.0,75.0,169.0,3.0,6.0,99.0,280.0,3.0,1.0,0.0,7.0,33.0,3.0,30.0,3.0,72,177.0,15.0,3.0,8.0,4.0
308,5.0,2.0,5.0,0.0,0.0,9.0,2.0,10.0,7.0,1.0,0.0,12.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,6.0,2.0,1.0,3.0,0.0,54.0,7.0,2.0,7.0,9,1.0,4.0,10.0,0.0,5.0,2.0,2.0,1.0,1.0,8.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,12.0,1.0,2.0,1.0,9.0,0.0,6.0,1.0,0.0,8,2.0,1.0,0.0,9.0,5.0
31,3.0,179.0,52.0,44.0,1.0,11.0,0.0,3.0,16.0,2.0,1.0,1.0,0.0,4.0,6.0,1.0,7.0,1.0,0.0,1.0,9.0,52.0,20.0,2.0,0.0,18.0,14.0,1.0,11.0,10,1.0,79.0,13.0,14.0,15.0,0.0,15.0,0.0,9.0,4.0,1482.0,57.0,195.0,1.0,0.0,9.0,3.0,37.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,119,1.0,3.0,0.0,3.0,2.0
311,9.0,12.0,15.0,140.0,3.0,4.0,9.0,7.0,13.0,10.0,2.0,9.0,6.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,9.0,14.0,3.0,4.0,4.0,35.0,12.0,3.0,24.0,28,4.0,11.0,21.0,8.0,16.0,4.0,5.0,0.0,6.0,10.0,19.0,7.0,6.0,0.0,6.0,3.0,8.0,56.0,5.0,2.0,6.0,10.0,0.0,3.0,1.0,2.0,20,11.0,8.0,3.0,23.0,4.0
312,5.0,22.0,15.0,36.0,17.0,73.0,8.0,8.0,84.0,129.0,0.0,15.0,6.0,21.0,1.0,9.0,109.0,11.0,5.0,8.0,27.0,274.0,29.0,2.0,4.0,10.0,262.0,13.0,21.0,25,3.0,114.0,43.0,163.0,137.0,84.0,90.0,18.0,1.0,21.0,17.0,286.0,4.0,59.0,2.0,3.0,16.0,93.0,3.0,2.0,2.0,10.0,189.0,12.0,143.0,52.0,389,14.0,12.0,13.0,15.0,26.0
320,1531.0,94.0,506.0,66.0,33.0,247.0,854.0,4917.0,154.0,291.0,27.0,118.0,190.0,43.0,424.0,1058.0,352.0,179.0,41.0,1453.0,513.0,1134.0,989.0,233.0,1020.0,6836.0,3133.0,196.0,789.0,491,60.0,562.0,754.0,613.0,722.0,441.0,717.0,112.0,202.0,64.0,25.0,403.0,506.0,191.0,349.0,29.0,461.0,554.0,154.0,318.0,1287.0,1864.0,256.0,74.0,561.0,661.0,85,498.0,196.0,176.0,1347.0,279.0
323,1.0,6.0,9.0,639.0,9.0,11.0,5.0,1.0,40.0,0.0,306.0,5.0,4.0,3.0,0.0,0.0,1.0,1.0,94.0,2.0,0.0,97.0,67.0,6.0,3.0,10.0,15.0,7.0,18.0,24,11.0,5.0,73.0,3.0,57.0,2.0,133.0,10.0,38.0,4.0,2.0,10.0,8.0,11.0,3.0,2.0,20.0,21.0,13.0,5.0,0.0,659.0,9.0,5.0,0.0,24.0,10,1.0,10.0,685.0,0.0,5.0
325,113.0,290.0,227.0,45.0,23.0,242.0,195.0,12.0,27.0,552.0,14.0,13.0,178.0,47.0,46.0,80.0,271.0,147.0,21.0,5.0,86.0,1486.0,314.0,103.0,119.0,10.0,1198.0,660.0,210.0,274,67.0,204.0,1853.0,57.0,464.0,169.0,245.0,671.0,54.0,12.0,16.0,866.0,25.0,7.0,13.0,48.0,304.0,336.0,349.0,172.0,23.0,501.0,218.0,7.0,57.0,104.0,64,155.0,620.0,21.0,997.0,75.0
33,21.0,138.0,1.0,12.0,2.0,23.0,1334.0,143.0,3.0,19.0,2.0,14.0,12.0,2.0,1.0,17.0,24.0,9.0,10.0,6.0,3.0,5.0,36.0,9.0,15.0,1.0,49.0,0.0,16.0,40,9.0,23.0,5.0,5.0,229.0,1.0,116.0,9.0,11.0,12.0,4.0,171.0,7.0,132.0,0.0,1.0,199.0,19.0,26.0,7.0,14.0,35.0,10.0,12.0,15.0,24.0,10,4.0,1.0,6.0,2.0,36.0
335,31.0,81.0,197.0,25.0,16.0,23.0,17.0,2.0,11.0,7.0,2.0,2.0,65.0,15.0,5.0,3.0,68.0,15.0,9.0,15.0,36.0,5.0,182.0,29.0,61.0,9.0,11.0,50.0,299.0,433,56.0,59.0,331.0,16.0,46.0,6.0,52.0,75.0,37.0,7.0,4.0,33.0,10.0,139.0,817.0,6.0,28.0,391.0,51.0,64.0,3.0,25.0,2.0,2.0,19.0,134.0,25,260.0,21.0,4.0,1395.0,5.0
336,2.0,177.0,51.0,51.0,11.0,37.0,9.0,2.0,64.0,15.0,21.0,10.0,89.0,2.0,7.0,6.0,74.0,61.0,14.0,3.0,14.0,11.0,20.0,93.0,6.0,15.0,168.0,50.0,137.0,60,14.0,12.0,68.0,84.0,48.0,20.0,70.0,57.0,33.0,13.0,12.0,184.0,33.0,7.0,154.0,8.0,30.0,146.0,271.0,259.0,2.0,77.0,35.0,3.0,19.0,3.0,111,44.0,117.0,36.0,5.0,21.0
337,244.0,716.0,293.0,56.0,87.0,600.0,2258.0,23.0,144.0,616.0,33.0,59.0,380.0,553.0,54.0,311.0,764.0,256.0,121.0,190.0,284.0,904.0,1463.0,199.0,111.0,1332.0,2888.0,464.0,190.0,444,1128.0,235.0,1365.0,646.0,2532.0,357.0,607.0,917.0,324.0,10.0,6338.0,1079.0,490.0,621.0,143.0,202.0,541.0,526.0,274.0,210.0,1250.0,662.0,154.0,10.0,196.0,468.0,1080,167.0,382.0,42.0,211.0,313.0
339,24.0,294.0,436.0,30.0,22.0,291.0,13.0,2.0,17.0,35.0,11.0,9.0,65.0,21.0,11.0,2.0,112.0,12.0,20.0,115.0,3.0,182.0,110.0,11.0,3.0,15.0,1398.0,17.0,362.0,363,31.0,550.0,12.0,84.0,33.0,216.0,102.0,9.0,18.0,4.0,94.0,474.0,58.0,1.0,6.0,6.0,321.0,175.0,14.0,9.0,2.0,17.0,33.0,4.0,35.0,57.0,524,214.0,5.0,347.0,90.0,32.0
347,187.0,7.0,91.0,25.0,90.0,16.0,18.0,21.0,66.0,9.0,173.0,8.0,52.0,37.0,0.0,20.0,146.0,51.0,5.0,8.0,33.0,6.0,59.0,0.0,5.0,15.0,54.0,17.0,52.0,41,62.0,6.0,65.0,65.0,15.0,39.0,134.0,47.0,11.0,1.0,6.0,272.0,72.0,4.0,0.0,213.0,5.0,77.0,0.0,5.0,1358.0,6.0,4.0,3.0,439.0,18.0,29,75.0,30.0,21.0,10.0,14.0
348,12.0,21.0,78.0,2.0,3.0,4.0,2.0,3.0,2.0,8.0,0.0,47.0,3.0,1.0,0.0,7.0,57.0,2.0,5.0,4.0,7.0,2.0,3.0,20.0,15.0,9.0,26.0,6.0,45.0,50,11.0,44.0,8.0,16.0,10.0,15.0,34.0,9.0,4.0,2.0,6.0,0.0,1.0,0.0,3.0,1.0,27.0,53.0,19.0,42.0,1.0,28.0,0.0,2.0,1.0,3.0,7,13.0,0.0,2.0,4.0,27.0
350,86.0,24.0,145.0,39.0,31.0,89.0,1054.0,25.0,118.0,37.0,5.0,4626.0,23.0,43.0,41.0,36.0,6.0,4.0,36.0,106.0,137.0,89.0,212.0,0.0,132.0,23.0,442.0,17.0,91.0,129,25.0,124.0,23.0,24.0,628.0,73.0,43.0,102.0,48.0,381.0,11.0,12.0,53.0,45.0,1.0,4.0,493.0,98.0,6.0,6.0,10.0,1710.0,15.0,41.0,14.0,81.0,36,67.0,13.0,16.0,10.0,11.0
354,4.0,35.0,171.0,20.0,39.0,43.0,8.0,539.0,76.0,4.0,5.0,9.0,42.0,1.0,6.0,1.0,64.0,70.0,5.0,4.0,29.0,86.0,32.0,48.0,1.0,13.0,32.0,98.0,144.0,290,12.0,45.0,78.0,128.0,22.0,1.0,4.0,5.0,5.0,6.0,13.0,94.0,139.0,0.0,5.0,5.0,504.0,275.0,67.0,55.0,66.0,8.0,23.0,4.0,8.0,59.0,62,123.0,26.0,6.0,387.0,15.0
358,3.0,4.0,234.0,18.0,2.0,5.0,327.0,5.0,1.0,27.0,1.0,16.0,8.0,5.0,1.0,4.0,60.0,4.0,29.0,1.0,3.0,8.0,3.0,2.0,2.0,15.0,16.0,24.0,18.0,93,22.0,22.0,328.0,16.0,713.0,3.0,15.0,6.0,10.0,1.0,577.0,7.0,3.0,0.0,148.0,9.0,12.0,31.0,2.0,4.0,132.0,65.0,2.0,1.0,4.0,7.0,7,4.0,26.0,0.0,8.0,3.0
36,2.0,1.0,5.0,122.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,3,4.0,2.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,10,1.0,1.0,0.0,1.0,1.0
364,60.0,141.0,67.0,9.0,1.0,12.0,5.0,2.0,14.0,4.0,2.0,56.0,1.0,1.0,5.0,4.0,5.0,5.0,1.0,4.0,216.0,224.0,8.0,3.0,1.0,6.0,62.0,9.0,125.0,119,7.0,48.0,5.0,2.0,24.0,82.0,15.0,1.0,15.0,3.0,2.0,6.0,6.0,3.0,97.0,3.0,878.0,85.0,5.0,2.0,3.0,26.0,6.0,2.0,3.0,0.0,13,52.0,6.0,9.0,395.0,1.0
375,156.0,307.0,97.0,145.0,25.0,91.0,12.0,4.0,436.0,183.0,13.0,17.0,370.0,7.0,3.0,110.0,537.0,140.0,14.0,161.0,105.0,236.0,242.0,13.0,139.0,23.0,215.0,252.0,157.0,189,50.0,203.0,430.0,129.0,30.0,170.0,63.0,100.0,72.0,8.0,48.0,347.0,94.0,11.0,711.0,30.0,195.0,392.0,5.0,4.0,549.0,15.0,160.0,12.0,7.0,33.0,563,54.0,170.0,12.0,15.0,76.0
383,6.0,63.0,220.0,165.0,27.0,85.0,321.0,20.0,96.0,150.0,3.0,3311.0,148.0,26.0,5.0,6.0,150.0,88.0,23.0,4.0,20.0,195.0,21.0,5.0,6.0,2147.0,108.0,98.0,117.0,277,16.0,144.0,243.0,151.0,232.0,10.0,113.0,50.0,28.0,429.0,436.0,567.0,50.0,146.0,2.0,77.0,28.0,339.0,14.0,43.0,133.0,873.0,40.0,16.0,31.0,0.0,262,129.0,200.0,6.0,14.0,44.0
385,1.0,2.0,3.0,1.0,0.0,9.0,2.0,6.0,2.0,2.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,27.0,0.0,1.0,1.0,6,4.0,2.0,15.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,10.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,7,2.0,2.0,1.0,9.0,3.0
392,70.0,713.0,122.0,124.0,12.0,97.0,4.0,11.0,3.0,106.0,3.0,30.0,107.0,67.0,38.0,19.0,69.0,29.0,7.0,100.0,163.0,350.0,327.0,15.0,6.0,24.0,33.0,297.0,231.0,138,48.0,422.0,1445.0,18.0,641.0,59.0,379.0,25.0,127.0,10.0,5250.0,205.0,404.0,2.0,9.0,115.0,299.0,209.0,9.0,11.0,3.0,746.0,90.0,67.0,71.0,60.0,58,168.0,67.0,2.0,492.0,167.0
397,2.0,6.0,93.0,19.0,4.0,5.0,9.0,5.0,7.0,6.0,3.0,7.0,2.0,2.0,6.0,24.0,9.0,3.0,4.0,6.0,6.0,13.0,42.0,28.0,4.0,16.0,51.0,22.0,26.0,124,3.0,12.0,77.0,6.0,14.0,4.0,7.0,10.0,5.0,3.0,63.0,14.0,6.0,67.0,2.0,5.0,19.0,20.0,23.0,77.0,3.0,10.0,1.0,44.0,3.0,3.0,20,81.0,18.0,3.0,122.0,5.0
399,278.0,1943.0,680.0,205.0,222.0,464.0,12.0,3299.0,274.0,707.0,33.0,66.0,58.0,174.0,32.0,633.0,337.0,65.0,20.0,43.0,93.0,945.0,373.0,11.0,273.0,30.0,1118.0,296.0,638.0,991,68.0,1004.0,318.0,120.0,41.0,267.0,458.0,11.0,383.0,36.0,18.0,759.0,416.0,10.0,13.0,40.0,167.0,1521.0,11.0,21.0,36.0,27.0,746.0,1275.0,508.0,265.0,1254,1219.0,52.0,28.0,50.0,196.0
400,96.0,78.0,438.0,83.0,18.0,42.0,309.0,466.0,52.0,22.0,22.0,315.0,55.0,126.0,6.0,88.0,10.0,55.0,22.0,174.0,178.0,221.0,308.0,274.0,444.0,173.0,126.0,341.0,311.0,326,122.0,106.0,301.0,85.0,38.0,26.0,132.0,66.0,104.0,1441.0,8.0,15.0,72.0,97.0,6.0,21.0,60.0,352.0,292.0,480.0,12.0,94.0,9.0,71.0,20.0,190.0,30,194.0,81.0,17.0,20.0,38.0
406,754.0,497.0,434.0,121.0,421.0,245.0,45.0,20.0,411.0,362.0,44.0,15.0,466.0,560.0,28.0,592.0,194.0,275.0,76.0,681.0,170.0,286.0,353.0,2242.0,793.0,52.0,1339.0,287.0,281.0,707,759.0,443.0,221.0,101.0,820.0,426.0,462.0,279.0,535.0,51.0,35.0,329.0,318.0,154.0,29.0,416.0,113.0,609.0,1383.0,2462.0,1678.0,15.0,704.0,28.0,50.0,50.0,170,674.0,282.0,60.0,1226.0,335.0
408,4.0,25.0,145.0,43.0,4.0,6.0,3.0,3.0,2.0,2.0,16.0,3.0,23.0,8.0,7.0,1.0,81.0,1.0,7.0,0.0,66.0,7.0,18.0,8.0,2.0,8.0,31.0,171.0,90.0,174,34.0,64.0,115.0,2.0,29.0,42.0,74.0,9.0,1.0,303.0,11.0,90.0,3.0,5.0,2.0,9.0,16.0,77.0,21.0,1.0,90.0,7.0,8.0,0.0,4.0,27.0,10,154.0,55.0,20.0,62.0,7.0
409,76.0,542.0,400.0,39.0,3.0,114.0,2.0,8.0,29.0,26.0,6.0,144.0,49.0,21.0,842.0,94.0,300.0,28.0,16.0,205.0,6.0,125.0,178.0,41.0,65.0,2533.0,613.0,9.0,531.0,625,14.0,156.0,7.0,151.0,566.0,138.0,143.0,96.0,34.0,50.0,5.0,96.0,41.0,11.0,3.0,9.0,56.0,892.0,80.0,104.0,0.0,298.0,3.0,10.0,38.0,34.0,877,728.0,6.0,17.0,1619.0,36.0
411,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,9.0,1.0,1.0,3.0,6,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,6,0.0,0.0,12.0,1.0,1.0
412,3.0,36.0,15.0,354.0,1.0,24.0,1.0,6.0,21.0,5.0,5.0,11.0,2.0,0.0,2.0,3.0,6.0,9.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1256.0,2.0,3.0,32.0,36,1.0,103.0,15.0,3.0,8.0,2.0,35.0,6.0,6.0,5.0,3.0,110.0,2.0,2.0,1.0,0.0,155.0,18.0,0.0,5.0,5.0,13.0,5.0,3.0,2.0,5.0,90,1.0,1.0,36.0,15.0,9.0
418,1.0,1.0,4.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,2.0,10.0,5.0,1.0,1.0,5,1.0,3.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,3.0,7.0,1.0,5.0,1.0,3.0,1.0,0.0,2.0,1.0,4,1.0,2.0,1.0,2.0,2.0
419,4.0,10.0,197.0,48.0,11.0,103.0,3.0,11.0,141.0,18.0,11.0,19.0,246.0,7.0,18.0,9.0,122.0,181.0,20.0,78.0,78.0,85.0,169.0,248.0,21.0,16.0,13.0,252.0,202.0,416,130.0,330.0,577.0,104.0,702.0,10.0,138.0,88.0,38.0,15.0,1648.0,117.0,46.0,64.0,11.0,25.0,333.0,281.0,483.0,163.0,4.0,520.0,54.0,4.0,87.0,206.0,215,58.0,116.0,8.0,12.0,60.0
