strain_id,A_noMTX_5-FC.SNA4_VAC8,A_noMTX_5-FC.MID2_RSN1,A_noMTX_5-FC.HNM1_MAM33,A_noMTX_5-FC.ERG11_HYR1,A_noMTX_5-FC.TPO1_MID2,A_noMTX_5-FC.RET2_SNA3,A_noMTX_5-FC.ERV25_RBD2,A_noMTX_5-FC.PLM2_HNM1,A_noMTX_5-FC.SRO9_GIS2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_5-FC.ERG11_PIS1,A_noMTX_5-FC.RET2_EMP70,A_noMTX_5-FC.SSH1_PIS1,A_noMTX_5-FC.RET2_EMP47,A_noMTX_5-FC.HNM1_MID2,A_noMTX_5-FC.ERV25_ORM2,A_noMTX_5-FC.FMP45_MID2,A_noMTX_5-FC.ERV25_ERG5,A_noMTX_5-FC.HUG1_ADE17,A_noMTX_5-FC.GTR1_SLM4,A_noMTX_5-FC.ERG11_ERG5,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_5-FC.MID2_MAM33,A_noMTX_5-FC.HNM1_RBD2,A_noMTX_5-FC.TPO1_TPO2,A_noMTX_5-FC.ALO1_ADE17,A_noMTX_5-FC.MID2_TPO2,A_noMTX_5-FC.MID2_PIN2,A_noMTX_5-FC.PMC1_GTR2,A_noMTX_5-FC.FMP45_HNM1,A_noMTX_5-FC.ALO1_HYR1,A_noMTX_5-FC.ADE17_GIS2,A_noMTX_5-FC.SSH1_ERG11,A_noMTX_5-FC.noPPI_reference,A_noMTX_5-FC.ERG11_ORM2,A_noMTX_5-FC.ERV25_PIS1,A_noMTX_5-FC.ERG27_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_5-FC.FMP45_MEP1,A_noMTX_5-FC.ADE17_PGM2,A_noMTX_5-FC.MID2_TPO4,A_noMTX_5-FC.ALO1_UIP4,A_noMTX_5-FC.HUG1_PGM2,A_noMTX_5-FC.HNM1_TPO1,A_noMTX_5-FC.ADE17_HYR1,A_noMTX_5-FC.MID2_WSC2,A_noMTX_5-FC.ERG11_ERV25,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_5-FC.ERV25_UIP4,A_noMTX_5-FC.ERV25_EMP47,A_noMTX_5-FC.HNM1_ERG11,A_noMTX_5-FC.SNA4_GTR2,A_noMTX_5-FC.ERG11_TPO4,A_noMTX_5-FC.HNM1_TPO4,A_noMTX_5-FC.SSH1_ORM2,A_noMTX_5-FC.SSH1_ERV25,A_noMTX_5-FC.ERG11_MID2,A_noMTX_5-FC.TPO1_TCB2,A_noMTX_5-FC.SRO9_DHH1,A_noMTX_5-FC.PLM2_SNA3,A_noMTX_5-FC.PMC1_CTR2,A_noMTX_5-FC.SRO9_SGN1
248,2.0,17.0,61.0,2.0,1.0,0.0,10.0,6.0,2.0,21.0,53.0,1.0,3.0,2.0,49.0,2.0,27.0,76.0,8.0,3.0,1.0,5.0,35.0,2.0,2.0,9.0,68.0,37.0,0.0,5.0,1.0,3.0,21.0,50.0,37.0,3.0,1.0,4.0,1.0,173.0,12.0,13.0,12.0,3.0,3.0,4.0,1.0,9.0,4.0,2.0,8.0,19.0,3.0,18.0,6.0,136.0,138.0,8.0,0.0,14.0,2.0,5.0
250,1.0,15.0,50.0,14.0,2.0,2.0,1.0,0.0,21.0,8.0,10.0,0.0,222.0,1.0,21.0,11.0,2.0,16.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,4.0,0.0,54.0,62.0,2.0,1.0,21.0,0.0,26.0,2.0,3.0,12.0,9.0,19.0,2.0,24.0,0.0,37.0,51.0,52.0,0.0,0.0,48.0,28.0,12.0,37.0,14.0,0.0,16.0,1.0,0.0,16.0
252,5.0,0.0,19.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,5.0,64.0,3.0,23.0,5.0,3.0,3.0,2.0,2.0,2.0,6.0,5.0,5.0,2.0,0.0,3.0,15.0,15.0,2.0,0.0,1.0,1.0,3.0,31.0,4.0,2.0,2.0,1.0,2.0,57.0,3.0,17.0,2.0,3.0,16.0,3.0,0.0,1.0,4.0,1.0,1.0,7.0,3.0,2.0,6.0,183.0,4.0,0.0,2.0,14.0,1.0,4.0
253,1865.0,16.0,2.0,8.0,8.0,0.0,52.0,4.0,193.0,7.0,147.0,1.0,6.0,1.0,8.0,382.0,0.0,390.0,11.0,7.0,21.0,3.0,61.0,145.0,7.0,35.0,137.0,465.0,76.0,69.0,329.0,24.0,50.0,116.0,8.0,5.0,7.0,49.0,56.0,17.0,40.0,143.0,1.0,12.0,11413.0,8.0,5.0,12.0,12.0,134.0,25.0,166.0,127.0,19.0,21.0,53.0,63.0,2.0,164.0,8.0,64.0,383.0
254,83.0,114.0,261.0,41.0,531.0,13.0,61.0,88.0,207.0,90.0,115.0,11.0,336.0,18.0,126.0,106.0,105.0,272.0,1273.0,5.0,85.0,2869.0,134.0,306.0,495.0,368.0,417.0,988.0,177.0,102.0,10.0,23.0,28.0,206.0,9.0,6.0,247.0,166.0,61.0,3.0,116.0,35.0,950.0,30.0,683.0,8.0,50.0,284.0,248.0,125.0,136.0,180.0,90.0,32.0,107.0,95.0,171.0,329.0,83.0,229.0,155.0,292.0
257,9.0,43.0,12.0,14.0,0.0,1.0,172.0,19.0,18.0,156.0,29.0,0.0,178.0,4.0,49.0,15.0,21.0,27.0,17.0,2908.0,21.0,19.0,66.0,2.0,0.0,4.0,217.0,277.0,8.0,21.0,5.0,940.0,29.0,8.0,3.0,76.0,18.0,1.0,4.0,590.0,41.0,4.0,9.0,13.0,958.0,5.0,14.0,38.0,13.0,45.0,36.0,36.0,1.0,13.0,8.0,33.0,56.0,1.0,7.0,38.0,9.0,22.0
258,1344.0,139.0,474.0,42.0,78.0,11.0,655.0,209.0,314.0,716.0,201.0,9.0,172.0,11.0,252.0,60.0,56.0,307.0,171.0,13.0,75.0,531.0,229.0,866.0,20.0,706.0,821.0,470.0,32.0,112.0,44.0,319.0,54.0,174.0,64.0,569.0,496.0,38.0,263.0,272.0,192.0,59.0,150.0,302.0,2667.0,20.0,22.0,90.0,218.0,138.0,204.0,378.0,204.0,304.0,35.0,134.0,232.0,24.0,39.0,1475.0,19.0,133.0
27,3.0,6.0,4.0,5.0,9.0,289.0,7.0,23.0,154.0,6.0,28.0,195.0,4.0,289.0,14.0,4.0,1.0,2.0,1.0,7.0,7.0,2.0,7.0,1.0,28.0,49.0,24.0,328.0,12.0,85.0,1.0,2.0,1.0,44.0,2.0,7.0,8.0,16.0,66.0,3.0,10.0,12.0,0.0,5.0,20.0,3.0,3.0,7.0,1.0,118.0,15.0,13.0,5.0,4.0,0.0,36.0,46.0,31.0,42.0,22.0,19.0,47.0
271,7.0,83.0,36.0,25.0,48.0,3.0,26.0,80.0,135.0,21.0,89.0,7.0,14.0,4.0,188.0,583.0,428.0,104.0,467.0,10.0,33.0,762.0,359.0,3.0,56.0,1465.0,540.0,398.0,126.0,308.0,754.0,3.0,17.0,91.0,20.0,485.0,58.0,160.0,88.0,7.0,196.0,527.0,135.0,43.0,8.0,9.0,220.0,68.0,335.0,185.0,145.0,15.0,18.0,67.0,113.0,96.0,51.0,107.0,120.0,41.0,152.0,538.0
272,2.0,50.0,65.0,62.0,0.0,2.0,3.0,140.0,71.0,1.0,61.0,2.0,1.0,1.0,64.0,6.0,10.0,10.0,6.0,469.0,87.0,3.0,32.0,8.0,5.0,0.0,96.0,524.0,64.0,7.0,12.0,3.0,1.0,276.0,111.0,3.0,0.0,126.0,26.0,10.0,55.0,2.0,0.0,1.0,452.0,169.0,12.0,10.0,56.0,45.0,38.0,43.0,179.0,59.0,7.0,253.0,152.0,0.0,8.0,5.0,2.0,25.0
286,220.0,8.0,3.0,4.0,61.0,9.0,17.0,108.0,17.0,2.0,21.0,5.0,472.0,5.0,37.0,108.0,5.0,10.0,37.0,1.0,10.0,523.0,13.0,2.0,199.0,17.0,72.0,108.0,46.0,70.0,73.0,5.0,5.0,29.0,169.0,4.0,45.0,18.0,28.0,0.0,27.0,75.0,78.0,52.0,6.0,0.0,54.0,24.0,4.0,2.0,13.0,19.0,34.0,9.0,3.0,76.0,95.0,240.0,8.0,1.0,51.0,17.0
289,6.0,181.0,79.0,42.0,86.0,11.0,208.0,100.0,118.0,75.0,153.0,9.0,187.0,7.0,643.0,89.0,175.0,214.0,311.0,7.0,23.0,220.0,341.0,331.0,43.0,124.0,779.0,1321.0,460.0,187.0,408.0,27.0,43.0,132.0,17.0,9.0,14.0,109.0,54.0,2.0,367.0,319.0,323.0,127.0,363.0,19.0,32.0,32.0,586.0,185.0,258.0,76.0,32.0,21.0,20.0,71.0,134.0,93.0,49.0,10.0,178.0,165.0
29,7.0,23.0,9.0,226.0,1.0,4.0,2.0,4.0,439.0,8.0,222.0,3.0,8.0,0.0,22.0,3.0,345.0,3.0,4.0,3.0,38.0,6.0,227.0,6.0,2.0,15.0,71.0,105.0,3.0,260.0,6.0,3.0,10.0,64.0,28.0,9.0,3.0,99.0,10.0,1.0,61.0,116.0,1.0,8.0,6.0,361.0,112.0,16.0,8.0,3.0,25.0,15.0,438.0,5.0,135.0,119.0,142.0,2.0,79.0,6.0,7.0,398.0
291,2.0,6.0,4.0,1.0,0.0,3.0,5.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,15.0,1.0,3.0,3.0,8.0,0.0,0.0,2.0,8.0,22.0,5.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,11.0,2.0,3.0,4.0,1.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
294,17.0,79.0,22.0,63.0,1.0,7.0,24.0,15.0,67.0,5.0,160.0,2.0,3.0,5.0,728.0,454.0,82.0,210.0,380.0,5.0,7.0,173.0,281.0,6.0,3.0,214.0,544.0,283.0,275.0,184.0,75.0,108.0,62.0,62.0,9.0,5.0,22.0,78.0,16.0,5.0,218.0,240.0,73.0,417.0,7.0,5.0,102.0,23.0,216.0,134.0,201.0,243.0,196.0,13.0,4.0,118.0,128.0,0.0,121.0,3.0,89.0,64.0
296,179.0,123.0,16.0,36.0,130.0,10.0,721.0,136.0,33.0,235.0,280.0,28.0,197.0,46.0,316.0,261.0,253.0,377.0,136.0,7868.0,11.0,922.0,331.0,5.0,278.0,774.0,461.0,948.0,308.0,506.0,669.0,149.0,178.0,79.0,15.0,7.0,76.0,95.0,43.0,3.0,239.0,344.0,166.0,18.0,16.0,6.0,17.0,136.0,401.0,253.0,152.0,215.0,309.0,123.0,51.0,109.0,138.0,412.0,167.0,87.0,185.0,149.0
299,10.0,25.0,9.0,23.0,3.0,7.0,2781.0,183.0,127.0,61.0,274.0,7.0,8.0,4.0,124.0,66.0,14.0,121.0,414.0,28.0,245.0,227.0,40.0,3.0,5.0,679.0,286.0,373.0,72.0,81.0,91.0,7.0,47.0,169.0,11.0,8.0,69.0,40.0,73.0,29.0,16.0,230.0,136.0,167.0,13.0,10.0,432.0,24.0,215.0,79.0,82.0,12.0,32.0,25.0,133.0,306.0,95.0,12.0,355.0,2039.0,76.0,32.0
307,3.0,18.0,6.0,0.0,1.0,2.0,6.0,364.0,72.0,4.0,34.0,2.0,0.0,0.0,26.0,10.0,87.0,1.0,60.0,4.0,0.0,30.0,264.0,3.0,1.0,220.0,188.0,546.0,40.0,11.0,1.0,2.0,9.0,72.0,31.0,7.0,24.0,6.0,3.0,6.0,36.0,11.0,21.0,6.0,8.0,6.0,177.0,5.0,3.0,4.0,3.0,10.0,27.0,14.0,85.0,4.0,119.0,2.0,95.0,4.0,3.0,85.0
308,6.0,1.0,3.0,1.0,2.0,0.0,3.0,6.0,2.0,2.0,2.0,1.0,3.0,0.0,6.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,5.0,1.0,2.0,5.0,7.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,6.0,4.0,4.0,0.0,2.0,4.0,1.0,0.0,7.0,1.0,2.0
31,5.0,5.0,2.0,1.0,2.0,0.0,7.0,304.0,87.0,1.0,68.0,0.0,4.0,0.0,4.0,10.0,96.0,60.0,0.0,896.0,10.0,3.0,1.0,1.0,4.0,0.0,124.0,154.0,0.0,77.0,0.0,4.0,2.0,109.0,20.0,2.0,0.0,13.0,5.0,3.0,68.0,2.0,0.0,2.0,17.0,2.0,0.0,13.0,3.0,3.0,9.0,65.0,0.0,2.0,4.0,59.0,57.0,1.0,4.0,3.0,3.0,91.0
311,2.0,2.0,5.0,3.0,3.0,1.0,10.0,2.0,2.0,2.0,8.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,6.0,7.0,3.0,6.0,0.0,7.0,3.0,2.0,21.0,22.0,4.0,6.0,3.0,1.0,1.0,16.0,3.0,2.0,0.0,6.0,2.0,1.0,5.0,1.0,1.0,4.0,8.0,3.0,8.0,5.0,3.0,2.0,5.0,9.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0
312,5.0,39.0,7.0,185.0,4.0,6.0,5.0,3.0,251.0,7.0,214.0,7.0,11.0,5.0,136.0,221.0,59.0,5.0,51.0,5.0,268.0,65.0,14.0,6.0,2.0,89.0,127.0,381.0,22.0,379.0,7.0,10.0,60.0,77.0,542.0,9.0,151.0,338.0,88.0,6.0,15.0,46.0,14.0,7.0,11.0,5.0,429.0,13.0,16.0,73.0,57.0,34.0,164.0,34.0,15.0,81.0,58.0,0.0,172.0,5.0,5.0,245.0
320,1202.0,177.0,950.0,928.0,178.0,25.0,255.0,776.0,44.0,1266.0,471.0,89.0,1252.0,25.0,1028.0,501.0,44.0,497.0,323.0,32.0,303.0,1060.0,402.0,2057.0,163.0,845.0,998.0,1070.0,115.0,429.0,777.0,30.0,936.0,65.0,788.0,751.0,32.0,361.0,129.0,22.0,229.0,168.0,268.0,1443.0,176.0,105.0,1144.0,64.0,58.0,79.0,869.0,314.0,1021.0,906.0,370.0,1089.0,939.0,96.0,152.0,1593.0,35.0,211.0
323,1.0,8.0,6.0,2.0,2.0,72.0,5.0,0.0,5.0,3.0,16.0,101.0,540.0,73.0,93.0,21.0,3.0,158.0,73.0,0.0,0.0,8.0,2.0,1.0,9.0,436.0,32.0,33.0,1.0,5.0,1.0,6.0,28.0,38.0,2.0,4.0,16.0,42.0,2.0,4.0,3.0,19.0,8.0,0.0,7.0,1.0,4.0,3.0,19.0,11.0,20.0,2.0,6.0,2.0,7.0,55.0,5.0,36.0,2.0,3.0,6.0,0.0
325,10.0,99.0,75.0,587.0,225.0,16.0,59.0,22.0,37.0,124.0,288.0,13.0,445.0,8.0,218.0,398.0,276.0,335.0,967.0,7.0,368.0,2480.0,372.0,9.0,84.0,15.0,459.0,627.0,149.0,469.0,5.0,9.0,175.0,137.0,191.0,110.0,34.0,309.0,26.0,9.0,106.0,360.0,939.0,220.0,13.0,174.0,353.0,135.0,69.0,52.0,142.0,111.0,88.0,8.0,310.0,687.0,183.0,154.0,212.0,100.0,183.0,140.0
33,51.0,11.0,50.0,5.0,7.0,0.0,1.0,76.0,6.0,36.0,41.0,4.0,158.0,2.0,104.0,45.0,67.0,83.0,0.0,2.0,20.0,1.0,26.0,0.0,41.0,439.0,23.0,74.0,22.0,186.0,2.0,2.0,33.0,21.0,14.0,416.0,0.0,3.0,3.0,8.0,19.0,24.0,3.0,32.0,21.0,5.0,8.0,1.0,10.0,2.0,44.0,5.0,9.0,13.0,61.0,105.0,28.0,49.0,23.0,5.0,7.0,0.0
335,5.0,127.0,8.0,2.0,93.0,3.0,1620.0,38.0,56.0,90.0,104.0,2.0,7.0,6.0,180.0,35.0,91.0,32.0,244.0,3.0,40.0,214.0,425.0,5.0,41.0,877.0,703.0,764.0,47.0,38.0,1.0,2.0,146.0,117.0,110.0,7.0,34.0,9.0,23.0,1.0,131.0,123.0,61.0,113.0,16.0,127.0,79.0,22.0,134.0,11.0,23.0,113.0,7.0,9.0,29.0,350.0,110.0,53.0,29.0,4.0,30.0,6.0
336,1.0,20.0,5.0,72.0,154.0,6.0,128.0,50.0,25.0,3.0,39.0,11.0,14.0,9.0,76.0,26.0,117.0,33.0,64.0,5.0,31.0,414.0,80.0,1.0,85.0,16.0,147.0,277.0,89.0,174.0,1.0,4.0,3.0,133.0,91.0,4.0,73.0,20.0,35.0,0.0,71.0,63.0,208.0,4.0,3.0,1.0,19.0,13.0,15.0,2.0,37.0,34.0,14.0,4.0,45.0,13.0,16.0,203.0,57.0,2.0,74.0,101.0
337,21.0,112.0,390.0,1025.0,149.0,20.0,171.0,576.0,507.0,269.0,845.0,19.0,750.0,101.0,351.0,773.0,648.0,1419.0,536.0,2723.0,670.0,1662.0,240.0,404.0,184.0,764.0,628.0,974.0,240.0,859.0,910.0,19.0,347.0,58.0,1256.0,1089.0,358.0,614.0,170.0,17.0,269.0,1416.0,391.0,221.0,25.0,76.0,484.0,803.0,1253.0,716.0,485.0,305.0,544.0,316.0,184.0,820.0,143.0,88.0,334.0,122.0,285.0,1087.0
339,9.0,60.0,7.0,164.0,4.0,1.0,13.0,83.0,118.0,25.0,83.0,19.0,7.0,3.0,103.0,9.0,87.0,116.0,20.0,9.0,48.0,49.0,273.0,6.0,7.0,7.0,322.0,240.0,8.0,199.0,4.0,2.0,20.0,38.0,121.0,5.0,16.0,72.0,14.0,1.0,123.0,5.0,4.0,6.0,4.0,81.0,11.0,12.0,55.0,9.0,54.0,26.0,56.0,39.0,6.0,304.0,347.0,2.0,111.0,2.0,35.0,168.0
347,6.0,48.0,6.0,57.0,5.0,125.0,2.0,43.0,30.0,181.0,37.0,5.0,5.0,5.0,319.0,76.0,1.0,21.0,44.0,6.0,3.0,15.0,82.0,5.0,1.0,7.0,246.0,328.0,35.0,106.0,661.0,2.0,19.0,29.0,542.0,12.0,170.0,2.0,46.0,6.0,55.0,32.0,27.0,3.0,11.0,3.0,10.0,866.0,170.0,45.0,6.0,73.0,27.0,6.0,1.0,30.0,1.0,3.0,52.0,3.0,29.0,51.0
348,3.0,9.0,12.0,1.0,20.0,2.0,5.0,3.0,4.0,32.0,45.0,1.0,6.0,1.0,44.0,9.0,18.0,7.0,4.0,3.0,4.0,4.0,45.0,1.0,6.0,1.0,67.0,68.0,2.0,1.0,0.0,49.0,15.0,5.0,0.0,2.0,2.0,1.0,10.0,7.0,15.0,12.0,1.0,31.0,66.0,1.0,3.0,6.0,22.0,9.0,29.0,22.0,64.0,9.0,16.0,33.0,67.0,126.0,12.0,2.0,3.0,10.0
350,9.0,21.0,66.0,274.0,3.0,6.0,13.0,138.0,15.0,140.0,85.0,8.0,1008.0,15.0,117.0,218.0,23.0,67.0,14.0,6.0,30.0,42.0,127.0,4.0,4.0,24.0,281.0,120.0,1.0,13.0,9.0,1245.0,156.0,89.0,44.0,844.0,163.0,29.0,92.0,187.0,46.0,9.0,5.0,659.0,477.0,1.0,14.0,19.0,30.0,100.0,63.0,119.0,99.0,100.0,359.0,492.0,228.0,2.0,6.0,36.0,15.0,72.0
354,85.0,36.0,4.0,5.0,12.0,2.0,6.0,137.0,20.0,2.0,68.0,2.0,27.0,3.0,17.0,11.0,51.0,4.0,8.0,4.0,1.0,80.0,117.0,1.0,57.0,1.0,185.0,292.0,63.0,48.0,6.0,3.0,41.0,27.0,24.0,2.0,82.0,58.0,86.0,4.0,78.0,6.0,22.0,4.0,9.0,238.0,210.0,7.0,27.0,1.0,4.0,20.0,3.0,1.0,51.0,39.0,43.0,24.0,44.0,7.0,36.0,127.0
358,3.0,14.0,5.0,3.0,2.0,0.0,60.0,8.0,2.0,3.0,14.0,0.0,85.0,8.0,19.0,157.0,47.0,13.0,60.0,349.0,12.0,128.0,15.0,0.0,17.0,4.0,51.0,71.0,6.0,6.0,59.0,0.0,6.0,50.0,2.0,204.0,13.0,2.0,3.0,0.0,15.0,30.0,21.0,6.0,4.0,2.0,2.0,2.0,40.0,12.0,17.0,6.0,3.0,3.0,2.0,1.0,18.0,4.0,12.0,5.0,5.0,38.0
359,102.0,19.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,19.0,2.0,27.0,9.0,12.0,0.0,1.0,2.0,3.0,0.0,1.0,4.0,206.0,127.0,22.0,92.0,0.0,0.0,22.0,80.0,0.0,1.0,4.0,2.0,2.0,2.0,4.0,48.0,13.0,4.0,8.0,3.0,4.0,2.0,1.0,2.0,11.0,12.0,29.0,4.0,86.0,47.0,7.0,1.0,2.0,1.0,15.0,1.0
375,8.0,89.0,204.0,98.0,36.0,8.0,1414.0,321.0,112.0,101.0,441.0,13.0,16.0,8.0,91.0,47.0,361.0,529.0,462.0,9.0,415.0,1613.0,45.0,6.0,15.0,14.0,654.0,955.0,347.0,326.0,372.0,8.0,123.0,374.0,113.0,16.0,173.0,190.0,690.0,2.0,279.0,129.0,486.0,277.0,25.0,5.0,209.0,85.0,180.0,13.0,58.0,102.0,225.0,10.0,43.0,65.0,166.0,64.0,520.0,5.0,347.0,213.0
383,13.0,143.0,12.0,107.0,53.0,9.0,17.0,83.0,111.0,5.0,229.0,6.0,483.0,14.0,228.0,299.0,20.0,93.0,196.0,194.0,147.0,372.0,254.0,1349.0,8.0,492.0,596.0,690.0,165.0,342.0,193.0,2270.0,4.0,250.0,34.0,190.0,24.0,246.0,65.0,183.0,294.0,83.0,165.0,2.0,28.0,6.0,27.0,358.0,65.0,135.0,133.0,36.0,13.0,22.0,17.0,98.0,90.0,5.0,148.0,9.0,212.0,141.0
385,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,3.0,1.0,7.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,0.0,2.0,3.0,4.0,0.0,1.0
387,1.0,21.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,75.0,1.0,4.0,1.0,1.0,1.0,6.0,5.0,0.0,8.0,66.0,1.0,1.0,2.0,33.0,24.0,1.0,4.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,14.0,0.0,1.0,1.0,2.0,2.0,2.0,60.0,0.0,0.0,50.0,0.0,1.0,51.0,9.0,1.0,18.0,0.0,2.0,1.0,0.0,2.0
392,4.0,101.0,27.0,45.0,20.0,6.0,34.0,619.0,31.0,205.0,100.0,2.0,572.0,5.0,247.0,297.0,238.0,685.0,523.0,2291.0,144.0,1251.0,225.0,3.0,15.0,5.0,491.0,480.0,22.0,191.0,7.0,40.0,86.0,235.0,208.0,7.0,12.0,123.0,3.0,6.0,124.0,21.0,73.0,31.0,1053.0,65.0,43.0,352.0,161.0,93.0,175.0,166.0,57.0,139.0,188.0,328.0,316.0,137.0,10.0,26.0,81.0,126.0
397,3.0,12.0,113.0,4.0,11.0,0.0,12.0,3.0,2.0,4.0,16.0,1.0,2.0,2.0,7.0,1.0,5.0,2.0,28.0,37.0,1.0,31.0,155.0,2.0,26.0,127.0,67.0,29.0,4.0,7.0,2.0,4.0,3.0,27.0,2.0,5.0,2.0,6.0,2.0,4.0,43.0,4.0,19.0,2.0,817.0,179.0,3.0,7.0,3.0,3.0,3.0,7.0,1.0,3.0,2.0,16.0,2.0,311.0,6.0,4.0,2.0,12.0
399,2073.0,614.0,1494.0,948.0,17.0,15.0,48.0,1059.0,477.0,339.0,882.0,20.0,177.0,28.0,442.0,39.0,878.0,600.0,135.0,32.0,1259.0,824.0,769.0,19.0,16.0,14.0,1490.0,2720.0,284.0,753.0,27.0,30.0,303.0,666.0,663.0,26.0,1183.0,1124.0,395.0,19.0,305.0,18.0,87.0,417.0,6059.0,20.0,1439.0,419.0,93.0,127.0,371.0,283.0,856.0,73.0,212.0,597.0,1518.0,43.0,263.0,30.0,108.0,184.0
40,2.0,16.0,1.0,11.0,1.0,0.0,484.0,0.0,1.0,0.0,54.0,0.0,0.0,1.0,3.0,1.0,24.0,7.0,4.0,1.0,0.0,0.0,21.0,0.0,21.0,2.0,162.0,50.0,24.0,5.0,0.0,0.0,10.0,7.0,1.0,0.0,45.0,4.0,3.0,0.0,16.0,42.0,3.0,5.0,3.0,1.0,2.0,2.0,26.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,46.0,1.0,1.0,0.0,59.0,2.0
400,244.0,156.0,436.0,88.0,578.0,15.0,39.0,220.0,14.0,205.0,124.0,15.0,91.0,10.0,222.0,199.0,135.0,334.0,199.0,9.0,89.0,1317.0,493.0,62.0,369.0,53.0,538.0,690.0,93.0,19.0,13.0,664.0,359.0,309.0,63.0,162.0,8.0,200.0,78.0,480.0,404.0,68.0,317.0,815.0,1515.0,8.0,12.0,76.0,186.0,114.0,192.0,251.0,64.0,464.0,51.0,416.0,258.0,270.0,11.0,36.0,44.0,162.0
406,9.0,220.0,379.0,194.0,992.0,22.0,50.0,219.0,45.0,148.0,152.0,16.0,8.0,23.0,357.0,698.0,146.0,489.0,146.0,18.0,148.0,1169.0,156.0,9.0,1147.0,117.0,199.0,790.0,212.0,230.0,564.0,14.0,121.0,187.0,72.0,9.0,377.0,66.0,184.0,8.0,130.0,258.0,327.0,598.0,165.0,97.0,145.0,618.0,588.0,479.0,215.0,99.0,216.0,380.0,53.0,82.0,479.0,420.0,68.0,16.0,184.0,133.0
408,4.0,54.0,4.0,3.0,0.0,5.0,18.0,3.0,2.0,6.0,25.0,1.0,7.0,1.0,75.0,20.0,22.0,23.0,229.0,2.0,20.0,615.0,127.0,1.0,8.0,3.0,181.0,211.0,6.0,176.0,97.0,5.0,26.0,99.0,2.0,1.0,2.0,4.0,7.0,110.0,99.0,17.0,73.0,3.0,1.0,23.0,6.0,42.0,51.0,7.0,15.0,62.0,77.0,2.0,20.0,19.0,77.0,17.0,24.0,14.0,13.0,34.0
409,17.0,380.0,652.0,313.0,67.0,14.0,31.0,770.0,1586.0,284.0,535.0,8.0,721.0,18.0,425.0,1545.0,538.0,565.0,26.0,42.0,99.0,29.0,3660.0,2030.0,131.0,70.0,1545.0,2865.0,188.0,273.0,10.0,547.0,204.0,166.0,159.0,32.0,13.0,129.0,63.0,99.0,448.0,51.0,17.0,383.0,30.0,2655.0,19.0,70.0,39.0,182.0,551.0,70.0,2267.0,776.0,158.0,1444.0,666.0,504.0,388.0,10932.0,47.0,1108.0
40_2,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
411,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0
