strain_id,A_MTX_Fluconazole.PMC1_CTR2,A_MTX_Fluconazole.PLM2_SNA3,A_MTX_Fluconazole.ERV25_ERG5,A_MTX_Fluconazole.ERV25_UIP4,A_MTX_Fluconazole.HNM1_TPO4,A_MTX_Fluconazole.PLM2_HNM1,A_MTX_Fluconazole.RET2_SNA3,A_MTX_Fluconazole.ERG11_ERV25,A_MTX_Fluconazole.ALO1_UIP4,A_MTX_Fluconazole.SRO9_GIS2,A_MTX_Fluconazole.ADE17_HYR1,A_MTX_Fluconazole.ERV25_RBD2,A_MTX_Fluconazole.SSH1_ERV25,A_MTX_Fluconazole.MID2_TPO2,A_MTX_Fluconazole.TPO1_TPO2,A_MTX_Fluconazole.HNM1_RBD2,A_MTX_Fluconazole.SNA4_GTR2,A_MTX_Fluconazole.ERG11_PIS1,A_MTX_Fluconazole.FMP45_MEP1,A_MTX_Fluconazole.TPO1_MID2,A_MTX_Fluconazole.SRO9_SGN1,A_MTX_Fluconazole.SSH1_ERG11,A_MTX_Fluconazole.RET2_EMP70,A_MTX_Fluconazole.FMP45_MID2,A_MTX_Fluconazole.GTR1_SLM4,A_MTX_Fluconazole.ADE17_GIS2,A_MTX_Fluconazole.MID2_WSC2,A_MTX_Fluconazole.MID2_TPO4,A_MTX_Fluconazole.ALO1_ADE17,A_MTX_Fluconazole.ERG11_ORM2,A_MTX_Fluconazole.noPPI_reference,A_MTX_Fluconazole.RET2_EMP47,A_MTX_Fluconazole.ERV25_ORM2,A_MTX_Fluconazole.HNM1_MAM33,A_MTX_Fluconazole.HUG1_ALO1,A_MTX_Fluconazole.DHH1_LSM3,A_MTX_Fluconazole.HNM1_TPO2,A_MTX_Fluconazole.ERG11_TPO4,A_MTX_Fluconazole.ERV25_PIS1,A_MTX_Fluconazole.MID2_RSN1,A_MTX_Fluconazole.HNM1_ERG11,A_MTX_Fluconazole.MID2_PIN2,A_MTX_Fluconazole.HUG1_PGM2,A_MTX_Fluconazole.FMP45_HNM1,A_MTX_Fluconazole.TPO1_TCB2,A_MTX_Fluconazole.ERV25_EMP47,A_MTX_Fluconazole.ALO1_HYR1,A_MTX_Fluconazole.SRO9_DHH1,A_MTX_Fluconazole.HUG1_ADE17,A_MTX_Fluconazole.ERG11_HYR1,A_MTX_Fluconazole.SSH1_ORM2,A_MTX_Fluconazole.PMC1_GTR2,A_MTX_Fluconazole.HNM1_TPO1,A_MTX_Fluconazole.ERG11_ERG5,A_MTX_Fluconazole.ERG11_ACF2,A_MTX_Fluconazole.SNA4_VAC8,A_MTX_Fluconazole.HNM1_MID2,A_MTX_Fluconazole.MID2_MAM33,A_MTX_Fluconazole.SSH1_PIS1,A_MTX_Fluconazole.ADE17_PGM2,A_MTX_Fluconazole.ERG27_ACF2,A_MTX_Fluconazole.ERG11_MID2
29,5.0,18.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,436.0,10.0,1.0,4.0,5.0,0.0,2.0,10.0,12.0,2.0,1.0,28.0,0.0,0.0,3.0,8.0,19.0,22.0,5.0,15.0,1.0,0.0,4.0,4.0,8.0,0.0,9.0,19.0,7.0,10.0,4.0,2.0,12.0,0.0,0.0,4.0,5.0,3.0,5.0,1.0,1.0,2.0,1.0,4.0,11.0,0.0,2.0,2.0,6.0,4.0,29.0,1.0,25.0
292,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,2.0,1.0,1.0,0.0,2.0,180.0,0.0,8.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,4.0
311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,10.0,1.0,7.0,4.0,2052.0,4.0,3.0,211.0,19.0,2804.0,19.0,11.0,225.0,40.0,5.0,28.0,144.0,7.0,104.0,8.0,1130.0,23.0,5.0,5.0,9.0,13.0,32.0,25.0,20.0,128.0,14.0,15.0,55.0,12.0,5.0,30.0,12.0,352.0,28.0,48.0,8.0,346.0,65.0,43.0,3.0,1080.0,19.0,2128.0,9.0,177.0,56.0,766.0,20.0,19.0,0.0,11.0,10.0,12.0,13.0,0.0,37.0,8.0
32,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
320,2.0,2.0,58.0,13.0,85.0,21.0,0.0,193.0,2.0,7.0,21.0,3.0,166.0,18.0,23.0,4.0,207.0,147.0,26.0,48.0,17.0,43.0,1.0,4.0,2.0,21.0,4.0,13.0,3.0,2.0,1.0,5.0,10.0,136.0,4.0,2.0,365.0,17.0,14.0,2.0,80.0,61.0,22.0,1.0,72.0,6.0,14.0,242.0,6.0,18.0,2.0,17.0,283.0,25.0,24.0,1777.0,31.0,4.0,3.0,17.0,11.0,37.0
323,2.0,2.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,11.0,2.0,3.0,0.0,8.0,68.0,9.0,0.0,1.0,10.0,1.0,6.0,20.0,2.0,2.0,2.0,0.0,2.0,130.0,1.0,9.0,0.0,1.0,10.0,0.0,4.0,0.0,0.0,6.0,1.0,22.0,4.0,5.0,0.0,1.0,7.0,237.0,8.0,6.0,0.0,0.0,7.0,7.0,4.0,17.0,0.0,6.0,1.0,3.0,12.0
335,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,49.0,1.0,17.0,1.0,1.0,8.0,27.0,5.0,6.0,0.0,0.0,1.0,62.0,5.0,7.0,1.0,2.0,0.0,0.0,32.0,0.0,2.0,2.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,43.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,13.0,6.0
336,1.0,1.0,0.0,6.0,0.0,0.0,1.0,87.0,3.0,0.0,5.0,0.0,13.0,0.0,1.0,1.0,1.0,1.0,3.0,8.0,5.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,4.0,1.0,39.0,1.0,0.0,1.0,1.0,2.0,16.0,2.0,2.0,12.0,0.0,4.0,1.0,0.0,3.0,280.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0
337,3.0,9.0,336.0,2.0,5.0,8.0,1.0,8.0,3.0,200.0,5.0,0.0,3.0,2.0,2.0,6.0,8.0,209.0,5.0,6.0,22.0,11.0,0.0,6.0,867.0,7.0,1.0,4.0,4.0,468.0,2.0,2.0,241.0,0.0,1.0,73.0,0.0,87.0,8.0,3.0,8.0,7.0,0.0,7.0,0.0,11.0,2.0,4.0,1.0,87.0,2.0,1.0,2.0,147.0,4.0,2.0,9.0,0.0,10.0,2.0,3.0,219.0
339,20.0,5.0,0.0,1.0,34.0,4.0,6.0,1.0,25.0,134.0,9.0,2.0,25.0,68.0,6.0,3.0,9.0,8.0,5.0,3.0,5.0,21.0,5.0,1.0,9.0,22.0,3.0,3.0,19.0,182.0,1.0,11.0,1.0,2.0,0.0,4.0,0.0,4559.0,16.0,8.0,6.0,6.0,1.0,0.0,3.0,26.0,1.0,18.0,1.0,747.0,1.0,0.0,4.0,316.0,1.0,1.0,379.0,113.0,8.0,2.0,6.0,147.0
347,2.0,1.0,14.0,7.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,7.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,16.0,3.0,11.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0
348,1.0,0.0,6.0,1.0,11.0,4.0,1.0,2.0,0.0,2.0,24.0,52.0,0.0,6.0,6.0,1.0,6.0,69.0,2.0,183.0,6.0,0.0,1.0,1.0,31.0,4.0,0.0,0.0,0.0,1.0,145.0,2.0,9.0,2.0,0.0,25.0,0.0,6.0,4.0,0.0,7.0,5.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,8.0,2.0,7.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0
350,10.0,13.0,4.0,72.0,14.0,41.0,16.0,6464.0,37.0,14.0,11.0,2.0,1786.0,3.0,4.0,3.0,969.0,26.0,684.0,32.0,62.0,118.0,21.0,9.0,16.0,229.0,7.0,25.0,14.0,12.0,18.0,17.0,98.0,58.0,23.0,5.0,425.0,23.0,70.0,67.0,13.0,48.0,38.0,46.0,5.0,141.0,38.0,15.0,3.0,34.0,138.0,1.0,61.0,30.0,7.0,9.0,401.0,8.0,63.0,16.0,54.0,344.0
354,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,7.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0
36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,2.0,12.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
364,1.0,9.0,20.0,8.0,8.0,12.0,2.0,2.0,12.0,46.0,8.0,4.0,392.0,4.0,0.0,2.0,14.0,24.0,9.0,2.0,4.0,7.0,0.0,45.0,34.0,3.0,0.0,31.0,8.0,17.0,16.0,1.0,29.0,90.0,11.0,19.0,0.0,65.0,1.0,3.0,27.0,22.0,0.0,14.0,2.0,12.0,6.0,5.0,0.0,10.0,6.0,1.0,4.0,41.0,21.0,4.0,33.0,2.0,11.0,9.0,1.0,19.0
375,2.0,0.0,0.0,4.0,73.0,0.0,1.0,0.0,1.0,421.0,0.0,42.0,3.0,6.0,1.0,5.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,230.0,2.0,2.0,2.0,0.0,21.0,1.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0
383,3.0,1.0,0.0,6.0,6.0,4.0,0.0,12.0,8.0,1.0,9.0,7.0,10.0,1.0,3.0,6.0,43.0,15.0,4.0,8.0,10.0,7.0,1.0,4.0,7.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0,6.0,8.0,9.0,105.0,1.0,30.0,4.0,2.0,5.0,13.0,2.0,4.0,1.0,13.0,7.0,5.0,5.0,1.0,4.0,4.0,8.0,437.0,4.0,15.0,5.0,5.0,2.0,4.0,2.0,4.0
385,10.0,7.0,2.0,64.0,27.0,15.0,1.0,30.0,15.0,4.0,36.0,43.0,45.0,9.0,2.0,5.0,102.0,22.0,13.0,3.0,26.0,25.0,0.0,19.0,28.0,10.0,3.0,13.0,13.0,15.0,8.0,1.0,11.0,24.0,16.0,291.0,19.0,26.0,11.0,8.0,7.0,70.0,12.0,12.0,0.0,59.0,12.0,5.0,6.0,6.0,2.0,12.0,23.0,21.0,3.0,33.0,13.0,17.0,3.0,19.0,1.0,3.0
387,6.0,1.0,0.0,16.0,235.0,5.0,5.0,8.0,4.0,20.0,4.0,4.0,5.0,206.0,4.0,7.0,4.0,3.0,3.0,17.0,18.0,2.0,6.0,2.0,7.0,3.0,6.0,7.0,2.0,5.0,31.0,2.0,12.0,8.0,7.0,35.0,5.0,9.0,8.0,204.0,3.0,1312.0,4.0,4.0,2.0,17.0,8.0,10.0,4.0,10.0,1.0,5.0,9.0,1.0,1.0,0.0,5.0,114.0,3.0,3.0,2.0,60.0
392,15.0,5.0,2.0,38.0,17.0,13.0,9.0,22.0,10.0,31.0,7.0,10.0,10.0,20.0,12.0,14.0,7.0,5.0,4.0,8.0,101.0,2.0,7.0,22.0,12.0,3.0,10.0,16.0,2.0,10.0,8.0,3.0,3.0,24.0,32.0,30.0,17.0,4.0,13.0,13.0,4.0,48.0,13.0,11.0,7.0,34.0,17.0,12.0,12.0,12.0,2.0,24.0,16.0,8.0,3.0,5.0,15.0,10.0,0.0,0.0,9.0,12.0
397,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,9.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,27.0,0.0,1.0,17.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0
399,26.0,64.0,27889.0,40.0,120.0,78.0,25.0,15.0,91.0,6849.0,119.0,5.0,112.0,51.0,11.0,80.0,144.0,7412.0,154.0,52.0,403.0,129.0,8.0,200.0,99.0,224.0,43.0,65.0,61.0,12550.0,170.0,75.0,3474.0,119.0,21.0,622.0,6.0,3935.0,68.0,41.0,149.0,450.0,1.0,86.0,9.0,85.0,115.0,131.0,33.0,1581.0,143.0,39.0,19.0,12115.0,231.0,207.0,1191.0,19.0,272.0,88.0,58.0,11649.0
40,149.0,0.0,1.0,65.0,0.0,1.0,5.0,0.0,1.0,6.0,2.0,5.0,14.0,14.0,21.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,0.0,0.0,123.0,4.0,9.0,0.0,1.0,20.0,0.0,0.0,1.0,5.0,8.0,1178.0,2.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,175.0,2.0
409,635.0,96.0,4.0,15.0,171.0,166.0,2.0,3.0,155.0,69.0,6.0,4.0,235.0,277.0,8.0,20.0,16.0,69.0,16.0,10.0,62.0,95.0,2.0,48.0,16.0,129.0,89.0,177.0,91.0,131.0,1.0,47.0,34.0,4.0,8.0,75.0,3.0,24192.0,82.0,32.0,24.0,773.0,4.0,69.0,9.0,146.0,8.0,23.0,13.0,4.0,2.0,27.0,11.0,2.0,18.0,11.0,60.0,62.0,43.0,3.0,0.0,105.0
411,2.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,10.0,1.0,6.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0
418,4.0,2.0,0.0,6.0,2.0,0.0,0.0,7.0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,34.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,4.0,3.0,3.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,6.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0
419,3.0,2.0,0.0,4.0,1.0,0.0,0.0,12.0,1.0,237.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,35.0,0.0,0.0,21.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,41.0,3.0,0.0,1.0,4.0,0.0,9.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0
420,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
421,10.0,100.0,148.0,7.0,12.0,181.0,0.0,2.0,10.0,2.0,6.0,16.0,731.0,1.0,0.0,7.0,126.0,26.0,2.0,1.0,100.0,7.0,1.0,124.0,26249.0,4.0,4.0,6.0,4.0,14.0,4.0,1.0,66.0,0.0,8.0,1275.0,1.0,213.0,3.0,1.0,128.0,75.0,4.0,143.0,2.0,71.0,3.0,5.0,3.0,73.0,4.0,8.0,12.0,70.0,2.0,5.0,161.0,401.0,2.0,266.0,0.0,271.0
426,3.0,2.0,37.0,1.0,9.0,13.0,0.0,22.0,21.0,10.0,13.0,2.0,4.0,6.0,1.0,5.0,6.0,14.0,7.0,1.0,0.0,3.0,3.0,7.0,11.0,14.0,2.0,1.0,2.0,7.0,13.0,1.0,5.0,0.0,4.0,2.0,1.0,27.0,2.0,14.0,24.0,2.0,1.0,25.0,1.0,2.0,1.0,4.0,1.0,2.0,31.0,1.0,4.0,30.0,12.0,9.0,8.0,0.0,21.0,1.0,1.0,40.0
433,2.0,1.0,1.0,2.0,7.0,3.0,1.0,76.0,8.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,3.0,12.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,12.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0
434,503.0,27.0,50.0,0.0,5.0,2.0,1.0,38.0,13.0,3.0,16.0,9.0,166.0,2.0,15.0,0.0,16.0,87.0,12.0,39.0,7.0,115.0,2.0,3.0,105.0,21.0,0.0,7.0,6.0,65.0,0.0,5.0,29.0,5.0,5.0,377.0,0.0,341.0,3.0,0.0,3.0,18.0,7.0,119.0,12.0,3.0,25.0,34.0,3.0,43.0,2.0,54.0,1.0,236.0,1.0,1726.0,2.0,5.0,2.0,5.0,4.0,29.0
437,24.0,1.0,4.0,13.0,47.0,16.0,0.0,110.0,23.0,7.0,29.0,26.0,16.0,11.0,1.0,1.0,21.0,33.0,27.0,5.0,4.0,16.0,3.0,2.0,3.0,32.0,1.0,9.0,3.0,5.0,6.0,6.0,6.0,8.0,8.0,44.0,4.0,74.0,23.0,22.0,18.0,14.0,6.0,9.0,0.0,6.0,13.0,5.0,3.0,0.0,7.0,9.0,30.0,15.0,5.0,10.0,7.0,13.0,10.0,5.0,5.0,7.0
439,2.0,8.0,237.0,6.0,53.0,6.0,3.0,7.0,49.0,285.0,5.0,2.0,41.0,1.0,1.0,28.0,15.0,340.0,4.0,30.0,824.0,50.0,2.0,37.0,23.0,6.0,1.0,2.0,20.0,8618.0,16.0,4.0,2576.0,44.0,1.0,12.0,7.0,111.0,13.0,4.0,373.0,13.0,0.0,3.0,3.0,50.0,6.0,16.0,4.0,145.0,8.0,13.0,7.0,35.0,64.0,3.0,9.0,2.0,19.0,3.0,8.0,678.0
43_ref1,4.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,8.0,0.0,2.0,3.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,17.0,0.0,1.0,2.0,3.0
43_ref2,2.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,5.0,5.0,1.0,4.0,7.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,5.0,2.0,8.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,17.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,4.0,1.0,0.0,1.0,4.0
44,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
442,18.0,0.0,1.0,8.0,10.0,3.0,2.0,95.0,14.0,27.0,5.0,10.0,4.0,9.0,8.0,6.0,3.0,303.0,6.0,3.0,7.0,5.0,8.0,1.0,1.0,6.0,3.0,9.0,1.0,5.0,0.0,14.0,1.0,5.0,10.0,3.0,2.0,12.0,18.0,17.0,11.0,3.0,15.0,7.0,0.0,0.0,12.0,7.0,13.0,1.0,1.0,1.0,19.0,2.0,0.0,3.0,6.0,2.0,5.0,2.0,12.0,10.0
444,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
446,1.0,1.0,12.0,3.0,7.0,6.0,1.0,726.0,4.0,3.0,3.0,2.0,10.0,9.0,1.0,0.0,8.0,48.0,3.0,0.0,8.0,22.0,3.0,7.0,22.0,0.0,0.0,2.0,1.0,35.0,3.0,0.0,133.0,5.0,1.0,3.0,0.0,1.0,4.0,5.0,5.0,4.0,2.0,6.0,1.0,7.0,3.0,3.0,0.0,1.0,8.0,0.0,6.0,4.0,8.0,5.0,13.0,0.0,3.0,6.0,1.0,95.0
45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,13.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,8.0
450,1.0,8.0,33.0,1.0,6.0,9.0,3.0,0.0,0.0,4.0,5.0,0.0,8.0,2.0,0.0,6.0,5.0,16.0,4.0,3.0,0.0,7.0,1.0,10.0,5.0,3.0,3.0,4.0,6.0,10.0,8.0,2.0,11.0,5.0,2.0,81.0,1.0,6.0,1.0,2.0,10.0,5.0,1.0,7.0,1.0,0.0,2.0,4.0,1.0,1.0,8.0,0.0,4.0,35.0,7.0,9.0,16.0,1.0,12.0,8.0,0.0,19.0
452,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,6.0,0.0,1.0,3.0,8.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,21.0,4.0,1.0,2.0,0.0,12.0,0.0,0.0,11.0
460,184.0,140.0,84.0,3038.0,6690.0,5734.0,46.0,8958.0,637.0,130.0,379.0,383.0,6650.0,2140.0,641.0,685.0,5612.0,445.0,329.0,1398.0,365.0,528.0,68.0,937.0,2408.0,282.0,270.0,1890.0,260.0,125.0,445.0,22.0,173.0,1001.0,836.0,35679.0,18408.0,120.0,323.0,872.0,736.0,4358.0,1261.0,253.0,149.0,2348.0,214.0,592.0,57.0,149.0,600.0,735.0,4815.0,161.0,44.0,4169.0,553.0,688.0,144.0,28473.0,23.0,2098.0
466,3.0,0.0,1.0,3.0,3.0,2.0,0.0,19.0,4.0,4.0,2.0,0.0,4.0,3.0,0.0,1.0,19.0,10.0,3.0,3.0,12.0,4.0,0.0,0.0,3.0,10.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,4.0,2.0,30.0,2.0,10.0,11.0,2.0,2.0,1.0,3.0,2.0,0.0,6.0,7.0,1.0,2.0,2.0,0.0,1.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,1.0,0.0,5.0
468,14.0,10.0,10.0,19.0,8.0,3.0,92.0,12.0,2.0,458.0,12.0,6.0,5.0,9.0,122.0,49.0,10.0,168.0,10.0,13257.0,20.0,7.0,112.0,40.0,18.0,15.0,11.0,11.0,9.0,40.0,3.0,127.0,4.0,73.0,7.0,10.0,8.0,321.0,11.0,8.0,6.0,45.0,6.0,5.0,71.0,8.0,4.0,23.0,7.0,80.0,74.0,35.0,16.0,490.0,0.0,14.0,3.0,39.0,4.0,6.0,75.0,7.0
470,16237.0,794.0,269.0,198.0,10.0,42.0,3.0,168.0,11.0,15176.0,12.0,164.0,7.0,101.0,4.0,110.0,201.0,10.0,173.0,23.0,34770.0,10.0,9.0,4784.0,151.0,156.0,2074.0,194.0,10.0,34.0,87.0,125.0,111.0,219.0,142.0,261.0,173.0,110.0,289.0,116.0,38.0,495.0,142.0,271.0,11.0,126.0,168.0,180.0,117.0,115.0,5.0,2829.0,177.0,39.0,10.0,5.0,46.0,642.0,989.0,12.0,3.0,199.0
473,2.0,1.0,7.0,2.0,3.0,3.0,1.0,2.0,0.0,12.0,16.0,45.0,3.0,2.0,2.0,3.0,13.0,7.0,8.0,1.0,5.0,4.0,3.0,1.0,6.0,8.0,2.0,3.0,1.0,1.0,5.0,0.0,2.0,1.0,4.0,32.0,0.0,3.0,1.0,3.0,2.0,7.0,4.0,1.0,0.0,2.0,2.0,4.0,8.0,0.0,1.0,6.0,6.0,10.0,6.0,6.0,4.0,14.0,2.0,5.0,0.0,9.0
