strain_id,A_MTX_noDrug.FMP45_HNM1,A_MTX_noDrug.HNM1_ERG11,A_MTX_noDrug.ERV25_EMP47,A_MTX_noDrug.HNM1_RBD2,A_MTX_noDrug.ERG11_TPO4,A_MTX_noDrug.ERG27_ACF2,A_MTX_noDrug.ERV25_RBD2,A_MTX_noDrug.ADE17_GIS2,A_MTX_noDrug.ERV25_ERG5,A_MTX_noDrug.MID2_TPO4,A_MTX_noDrug.ERG11_PIS1,A_MTX_noDrug.ERG11_ACF2,A_MTX_noDrug.ERG11_ORM2,A_MTX_noDrug.ERV25_UIP4,A_MTX_noDrug.MID2_RSN1,A_MTX_noDrug.RET2_EMP70,A_MTX_noDrug.FMP45_MID2,A_MTX_noDrug.ALO1_ADE17,A_MTX_noDrug.HNM1_MAM33,A_MTX_noDrug.SNA4_VAC8,A_MTX_noDrug.SRO9_DHH1,A_MTX_noDrug.MID2_PIN2,A_MTX_noDrug.HNM1_TPO4,A_MTX_noDrug.HNM1_TPO1,A_MTX_noDrug.ALO1_HYR1,A_MTX_noDrug.FMP45_MEP1,A_MTX_noDrug.SRO9_GIS2,A_MTX_noDrug.HUG1_ADE17,A_MTX_noDrug.GTR1_SLM4,A_MTX_noDrug.SSH1_ORM2,A_MTX_noDrug.HNM1_TPO2,A_MTX_noDrug.noPPI_reference,A_MTX_noDrug.RET2_EMP47,A_MTX_noDrug.SSH1_ERG11,A_MTX_noDrug.HUG1_PGM2,A_MTX_noDrug.MID2_WSC2,A_MTX_noDrug.ERG11_MID2,A_MTX_noDrug.MID2_TPO2,A_MTX_noDrug.ERG11_HYR1,A_MTX_noDrug.HNM1_MID2,A_MTX_noDrug.ERG11_ERG5,A_MTX_noDrug.HUG1_ALO1,A_MTX_noDrug.PMC1_GTR2,A_MTX_noDrug.PMC1_CTR2,A_MTX_noDrug.ERV25_PIS1,A_MTX_noDrug.SSH1_PIS1,A_MTX_noDrug.MID2_MAM33,A_MTX_noDrug.RET2_SNA3,A_MTX_noDrug.PLM2_HNM1,A_MTX_noDrug.ADE17_PGM2,A_MTX_noDrug.SSH1_ERV25,A_MTX_noDrug.SRO9_SGN1,A_MTX_noDrug.PLM2_SNA3,A_MTX_noDrug.ERG11_ERV25,A_MTX_noDrug.DHH1_LSM3,A_MTX_noDrug.TPO1_TPO2,A_MTX_noDrug.ALO1_UIP4,A_MTX_noDrug.SNA4_GTR2,A_MTX_noDrug.ERV25_ORM2,A_MTX_noDrug.TPO1_TCB2,A_MTX_noDrug.ADE17_HYR1,A_MTX_noDrug.TPO1_MID2
294,4.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,7.0,4.0,12.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,2.0,39.0,1.0,1.0,3.0
296,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,6.0,43.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
307,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,6.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,79.0,2.0,9.0,3.0,2.0,0.0,2.0,4.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,7.0,2.0,5.0,1.0,0.0,1.0,3.0,8.0,0.0,2.0,0.0
31,19.0,8.0,6.0,2.0,3.0,0.0,0.0,3.0,7.0,3.0,134.0,1.0,140.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,163.0,1.0,0.0,1.0,8.0,2.0,1.0,1629.0,6.0,1.0,87.0,0.0,29.0,0.0,2.0,295.0,0.0,9.0,10.0,12.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,47.0,0.0,45.0,32.0,20.0,0.0,6.0,0.0,0.0,57.0,111.0,0.0,1.0,0.0
311,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0
312,36.0,23.0,868.0,13.0,58.0,100.0,0.0,10.0,6.0,2.0,588.0,209.0,2269.0,30.0,13.0,14.0,17.0,20.0,33.0,8.0,1.0,152.0,56.0,29.0,24.0,56.0,3.0,1.0,26.0,25.0,23.0,84.0,8.0,26.0,38.0,3.0,195.0,1.0,481.0,114.0,741.0,11.0,13.0,0.0,39.0,7.0,41.0,2.0,3.0,14.0,54.0,810.0,7.0,4090.0,43.0,4.0,54.0,76.0,191.0,10.0,7.0,11.0
320,26.0,345.0,5381.0,11.0,264.0,49.0,14.0,46.0,531.0,9.0,227.0,95.0,257.0,107.0,5.0,13.0,25.0,10078.0,614.0,3246.0,11.0,399.0,264.0,1187.0,263.0,48.0,15.0,40.0,108.0,284.0,5828.0,28.0,22.0,1020.0,770.0,698.0,686.0,6.0,839.0,497.0,187.0,114.0,201.0,154.0,46.0,15.0,482.0,7.0,77.0,163.0,260.0,542.0,110.0,174.0,118.0,846.0,292.0,757.0,292.0,129.0,38.0,245.0
323,6.0,6.0,5.0,0.0,11.0,0.0,5.0,22.0,5.0,0.0,27.0,12.0,3.0,2.0,0.0,12.0,1.0,903.0,1.0,3.0,0.0,0.0,5.0,2.0,0.0,30.0,1.0,3.0,0.0,2.0,4.0,445.0,7.0,9.0,15.0,0.0,17.0,1.0,1.0,17.0,2.0,3.0,0.0,2.0,3.0,8.0,5.0,8.0,4.0,22.0,6.0,0.0,5.0,3.0,1.0,5.0,8.0,7.0,2.0,11.0,4.0,0.0
325,7.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,16.0,0.0,103.0,0.0,117.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,1.0,26.0,6.0,192.0,8.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0
335,4.0,13.0,7.0,0.0,6.0,6.0,4.0,6.0,15.0,1.0,28.0,0.0,22.0,53.0,2.0,0.0,27.0,6.0,5.0,1.0,4.0,104.0,0.0,88.0,6.0,0.0,4.0,2.0,7.0,12.0,13.0,7.0,1.0,105.0,37.0,205.0,27.0,1.0,3.0,34.0,6.0,28.0,19.0,46.0,1.0,2.0,89.0,1.0,3.0,2.0,175.0,2.0,0.0,2.0,4.0,36.0,56.0,82.0,49.0,10.0,1.0,78.0
336,33.0,57.0,20.0,0.0,74.0,41.0,1.0,5.0,28.0,0.0,29.0,0.0,28.0,20.0,1.0,14.0,44.0,2.0,0.0,3.0,0.0,240.0,17.0,2.0,0.0,14.0,2.0,22.0,8.0,2.0,4.0,7.0,17.0,10.0,54.0,4.0,68.0,0.0,12.0,55.0,53.0,53.0,39.0,31.0,2.0,2.0,9.0,1.0,25.0,9.0,63.0,120.0,4.0,80.0,7.0,73.0,20.0,45.0,4.0,741.0,2.0,125.0
339,9.0,37.0,570.0,1.0,544.0,28.0,3.0,10.0,438.0,1.0,377.0,111.0,106.0,22.0,1.0,5.0,12.0,6.0,8.0,6.0,3.0,54.0,2.0,5.0,2.0,1.0,6.0,3.0,38.0,16.0,5.0,18.0,10.0,74.0,3.0,100.0,1294.0,0.0,524.0,70.0,38.0,3.0,21.0,135.0,10.0,9.0,53.0,5.0,6.0,1.0,119.0,692.0,6.0,211.0,52.0,2.0,7.0,112.0,8.0,1.0,1.0,2.0
348,1.0,27.0,6.0,4.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,186.0,1.0,0.0,2.0,1.0,7.0,2.0,1.0,6.0,2.0,14.0,3.0,2.0,1.0,0.0,17.0,8.0,1.0,6.0,1.0,11.0,4.0,8.0,13.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,4.0,2.0,3.0,18.0,18.0,0.0,3.0,1.0,1.0,1.0,13.0
350,637.0,105.0,699.0,2.0,1730.0,3281.0,12.0,36.0,166.0,6.0,276.0,72.0,126.0,417.0,9.0,45.0,22.0,46.0,130.0,33.0,5.0,61.0,814.0,10.0,30.0,682.0,13.0,17.0,94.0,555.0,2179.0,440.0,33.0,769.0,228.0,10.0,431.0,3.0,61.0,56.0,35.0,68.0,5.0,16.0,505.0,163.0,487.0,26.0,834.0,23.0,742.0,451.0,995.0,26.0,26.0,16.0,50.0,1072.0,161.0,68.0,21.0,7.0
354,2.0,2.0,5.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,11.0,2.0,0.0,1.0,2.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,9.0,1.0,58.0,0.0,1.0,0.0,0.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,22.0,15.0,14.0,6.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0
359,103.0,162.0,7.0,1.0,72.0,129.0,12.0,76.0,63.0,2.0,89.0,19.0,4.0,346.0,4.0,13.0,73.0,5.0,1.0,14695.0,14.0,442.0,16.0,9.0,81.0,122.0,2.0,76.0,8.0,36.0,9.0,2889.0,1.0,248.0,909.0,6.0,6.0,3.0,15.0,13.0,61.0,12.0,110.0,308.0,1.0,17.0,18.0,2.0,11.0,205.0,792.0,8.0,5.0,8.0,10.0,23.0,9.0,100.0,107.0,3.0,49.0,1.0
364,1.0,15.0,2.0,0.0,153.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,21.0,10.0,54.0,2.0,0.0,9.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,0.0,4.0,7.0,0.0,0.0,2.0,2.0,143.0,0.0,26.0,5.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,12.0,8.0,2.0,10.0,1.0,4.0,0.0,1.0,4.0,4.0,5.0,4.0,0.0
375,18.0,77.0,13.0,4.0,1368.0,8.0,6.0,20.0,267.0,4.0,446.0,9.0,127.0,53.0,3.0,12.0,22.0,6.0,14.0,11.0,5.0,347.0,18.0,46.0,44.0,36.0,10.0,14.0,27.0,5.0,27.0,14.0,4.0,122.0,1181.0,0.0,637.0,0.0,299.0,233.0,598.0,23.0,81.0,196.0,12.0,8.0,9.0,1.0,21.0,7.0,42.0,232.0,3.0,316.0,235.0,3.0,22.0,107.0,65.0,5.0,3.0,3.0
383,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,5.0,1.0,10.0,0.0,3.0,2.0,4.0,6.0,1.0,9.0,2.0,68.0,3.0,0.0,0.0,1.0,7.0,3.0,1.0,0.0,2.0,2.0,12.0,1.0,42.0,2.0,2.0,1.0,1.0,16.0,0.0,0.0,0.0
385,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,10.0,2.0,3.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,12.0,0.0,3.0,4.0,2.0,0.0,2.0,1.0,6.0,6.0,3.0,0.0,1.0,3.0,28.0,0.0,1.0,0.0,3.0,5.0,1.0,4.0,1.0,0.0,0.0,14.0,1.0,0.0,6.0,0.0,4.0,14.0,1.0,9.0,0.0,0.0,1.0,11.0,3.0,1.0,0.0
387,3.0,11.0,6.0,2.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,55.0,7.0,1.0,1.0,4.0,1.0,10.0,5.0,18.0,7.0,2.0,0.0,5.0,16.0,12.0,11.0,2.0,1.0,5.0,2.0,5.0,8.0,3.0,1.0,5.0,1698.0,0.0,3.0,18.0,2.0,3.0,9.0,5.0,9.0,2.0,1.0,3.0,1.0,10.0,3.0,2.0
392,4.0,5.0,8.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,6.0,3.0,1.0,2.0,8.0,9.0,9.0,3.0,2.0,17.0,5.0,6.0,0.0,2.0,1.0,0.0,10.0,1.0,9.0,4.0,0.0,1.0,5.0,37.0,16.0,1.0,3.0,7.0,23.0,1.0,2.0,1.0,3.0,1.0,10.0,0.0,4.0,15.0,6.0,9.0,18.0,7.0,2.0,3.0,5.0,7.0,5.0,5.0,2.0,1.0
399,6.0,0.0,1.0,4.0,10.0,0.0,0.0,5.0,1.0,0.0,10.0,0.0,112.0,1.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,5.0,6.0,4.0,0.0,9.0,2.0,2.0,0.0,0.0,42.0,0.0,0.0,232.0,0.0,280.0,5.0,544.0,0.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,17.0,4.0,345.0,28.0,0.0,5.0,22.0,26.0,2.0,3.0,2.0
40,1.0,14.0,12.0,3.0,5.0,266.0,7.0,5.0,11.0,5.0,171.0,18.0,28.0,4516.0,4.0,4.0,1.0,3.0,19.0,3.0,0.0,668.0,1.0,15.0,44.0,0.0,6.0,11.0,2.0,49.0,53.0,407.0,6.0,56.0,4.0,3.0,36.0,2.0,5.0,13.0,1.0,30.0,178.0,1079.0,21.0,5.0,78.0,33.0,3.0,1.0,341.0,34.0,0.0,26.0,12.0,122.0,18.0,5.0,3.0,18.0,1.0,5.0
400,4639.0,312.0,189.0,39.0,1357.0,21.0,17.0,24.0,1487.0,21.0,303.0,28.0,324.0,225.0,18.0,20.0,8259.0,37.0,153.0,48.0,16.0,1032.0,3654.0,3328.0,24.0,42.0,15.0,13.0,170.0,264.0,1723.0,31.0,38.0,918.0,320.0,11.0,1591.0,18.0,172.0,755.0,245.0,212.0,98.0,51.0,40.0,119.0,210.0,13.0,171.0,27.0,1388.0,349.0,70.0,102.0,579.0,629.0,146.0,711.0,305.0,91.0,37.0,3330.0
409,44.0,406.0,1425.0,42.0,423.0,7.0,29.0,15.0,116.0,40.0,344.0,43.0,69.0,137.0,23.0,3.0,136.0,74.0,1097.0,2.0,35.0,2829.0,81.0,34.0,9.0,14.0,56.0,52.0,47.0,406.0,148.0,121.0,8.0,95.0,34.0,8034.0,782.0,21.0,12.0,269.0,21.0,32.0,924.0,1384.0,21.0,51.0,5284.0,0.0,224.0,91.0,311.0,2127.0,4960.0,24.0,189.0,22.0,212.0,38.0,783.0,101.0,4.0,19.0
40_2,1.0,6.0,5.0,0.0,1.0,3.0,12.0,0.0,14.0,2.0,1.0,11.0,0.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,4.0,6.0,11.0,2.0,1.0,2.0,0.0,6.0,11.0,1.0,2392.0,1.0,0.0,0.0,3.0,6.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,15.0,3.0,4.0,7.0,0.0,6.0,2.0,2.0,3.0,1.0,14.0,2.0,1.0,9.0,1.0,5.0,0.0
412,25.0,16.0,1.0,0.0,0.0,1.0,18.0,2.0,79.0,0.0,44.0,15.0,0.0,2.0,2.0,2.0,15.0,0.0,4.0,4.0,2.0,0.0,12.0,14.0,1.0,1.0,0.0,4.0,6.0,38.0,0.0,3975.0,0.0,48.0,13.0,0.0,192.0,1.0,0.0,21.0,1.0,132.0,1.0,1.0,3.0,17.0,0.0,1.0,15.0,0.0,4.0,1.0,2.0,1.0,1.0,19.0,37.0,21.0,18.0,2.0,23.0,2.0
418,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0
419,2.0,6.0,7.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,24.0,1.0,3.0,0.0,2.0,5.0,4.0,5.0,0.0,17.0,2.0,1.0,1.0,2.0,0.0,2.0,8.0,26.0,5.0,0.0,0.0,3.0,0.0,8.0,6.0,1.0,2.0,0.0,66.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,27.0,4.0,6.0,3.0,2.0,3.0,2.0,6.0,12.0,2.0,0.0,1.0
421,38.0,67.0,29.0,4.0,505.0,6.0,5.0,138.0,388.0,6.0,185.0,129.0,87.0,11.0,4.0,3.0,22.0,78.0,1374.0,60.0,1.0,262.0,10.0,194.0,16.0,59.0,4.0,16.0,2438.0,272.0,93.0,168.0,9.0,239.0,55.0,51.0,646.0,3.0,52.0,129.0,208.0,3.0,81.0,123.0,21.0,119.0,383.0,6.0,129.0,14938.0,465.0,207.0,2986.0,13.0,685.0,346.0,29.0,263.0,291.0,885.0,153.0,58.0
426,21.0,17.0,11.0,2.0,14.0,8.0,3.0,33.0,15.0,1.0,21.0,6.0,9.0,9.0,2.0,2.0,31.0,9.0,7.0,24.0,1.0,51.0,7.0,6.0,11.0,16.0,2.0,6.0,29.0,3.0,9.0,2.0,11.0,6.0,7.0,5.0,69.0,0.0,12.0,16.0,21.0,4.0,10.0,3.0,18.0,7.0,9.0,5.0,5.0,30.0,3.0,14.0,14.0,9.0,21.0,3.0,4.0,43.0,10.0,6.0,10.0,12.0
431,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,124.0,7.0,1.0,1.0,2.0,16.0,0.0,0.0,1.0
433,4.0,6.0,9.0,1.0,21.0,3.0,3.0,7.0,4.0,0.0,7.0,8.0,17.0,11.0,0.0,0.0,5.0,9.0,4.0,12.0,1.0,50.0,3.0,1.0,7.0,10.0,1.0,3.0,9.0,2.0,1.0,0.0,1.0,11.0,10.0,2.0,53.0,0.0,6.0,11.0,12.0,3.0,2.0,7.0,7.0,5.0,7.0,2.0,1.0,8.0,8.0,10.0,3.0,15.0,10.0,1.0,4.0,4.0,2.0,4.0,6.0,2.0
434,12.0,46.0,78.0,6.0,260.0,28.0,2.0,36.0,9.0,6.0,624.0,276.0,1058.0,4.0,2.0,1.0,5.0,2257.0,4.0,3689.0,6.0,163.0,14.0,5.0,130.0,58.0,1.0,27.0,25.0,101.0,20.0,13.0,4.0,242.0,160.0,2.0,207.0,0.0,404.0,31.0,476.0,25.0,47.0,69.0,8.0,9.0,101.0,6.0,2.0,62.0,313.0,488.0,144.0,509.0,469.0,103.0,125.0,85.0,392.0,28.0,19.0,173.0
437,9.0,15.0,19.0,6.0,8.0,20.0,4.0,6.0,60.0,5.0,15.0,19.0,10.0,6.0,8.0,2.0,13.0,11.0,10.0,5.0,8.0,110.0,2.0,10.0,13.0,9.0,14.0,16.0,21.0,33.0,24.0,29.0,3.0,10.0,10.0,36.0,71.0,5.0,3.0,15.0,9.0,20.0,28.0,173.0,22.0,20.0,32.0,0.0,5.0,10.0,29.0,19.0,16.0,23.0,22.0,5.0,16.0,13.0,50.0,7.0,5.0,3.0
439,1.0,3.0,6.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,28.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,7.0,6.0,2.0,5.0,1.0,0.0,2.0,9.0,3.0,0.0,0.0
43_ref1,3.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,4.0,4.0,0.0,9.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,1.0,7.0,0.0,7.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0
43_ref2,6.0,5.0,5.0,3.0,10.0,3.0,3.0,2.0,1.0,5.0,9.0,1.0,3.0,1.0,4.0,0.0,2.0,3.0,2.0,8.0,3.0,37.0,8.0,1.0,3.0,7.0,4.0,2.0,5.0,6.0,0.0,1.0,3.0,3.0,6.0,4.0,42.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,11.0,10.0,3.0,5.0,3.0,1.0,8.0,2.0,3.0,9.0,5.0,0.0,18.0,1.0
442,23.0,33.0,61.0,6.0,53.0,17.0,4.0,21.0,22.0,14.0,17.0,11.0,27.0,20.0,12.0,12.0,9.0,67.0,13.0,23.0,13.0,119.0,14.0,9.0,22.0,12.0,22.0,8.0,23.0,14.0,26.0,2.0,5.0,38.0,4.0,45.0,118.0,5.0,15.0,20.0,11.0,6.0,10.0,8.0,31.0,14.0,15.0,7.0,8.0,20.0,22.0,64.0,32.0,44.0,20.0,2.0,31.0,23.0,33.0,8.0,3.0,7.0
446,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,116.0,3.0,1.0,1.0,2.0,18.0,2.0,0.0,0.0
45,1.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,3.0,0.0,3.0,4.0,20.0,11.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,1.0,8.0,8.0,6.0,26.0,3.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,6.0,0.0,0.0,14.0,1.0
450,3.0,2.0,2.0,0.0,6.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,14.0,1.0,6.0,3.0,5.0,0.0,4.0,0.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,9.0,0.0,2.0,1.0,10.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,3.0,5.0,1.0,8.0,3.0,0.0,2.0,1.0,0.0,3.0,26.0,3.0,6.0,1.0
452,1.0,8.0,5.0,3.0,7.0,2.0,0.0,6.0,8.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,38.0,2.0,9.0,1.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,26.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,7.0,2.0,0.0,0.0,12.0,1.0,1.0,4.0,1.0,3.0,0.0,2.0,8.0,6.0,3.0,3.0,0.0
458,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,21.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0
459,12.0,77.0,8.0,0.0,7.0,1.0,1.0,9.0,4.0,2.0,442.0,4.0,95.0,5.0,2.0,4.0,47.0,6.0,3.0,18.0,1.0,27.0,8.0,6.0,7.0,5.0,0.0,2.0,813.0,67.0,44.0,1.0,4.0,96.0,89.0,1.0,382.0,0.0,46.0,48.0,2.0,3.0,0.0,4.0,7.0,2.0,2.0,5.0,4.0,6.0,19.0,263.0,41.0,671.0,11.0,10.0,4.0,38.0,13.0,1.0,2.0,13.0
460,31.0,161.0,97.0,3.0,318.0,13.0,16.0,27.0,349.0,6.0,247.0,14.0,45.0,1024.0,7.0,11.0,96.0,28.0,902.0,1344.0,5.0,320.0,433.0,1752.0,60.0,30.0,11.0,21.0,164.0,336.0,5006.0,38.0,15.0,971.0,603.0,13.0,1916.0,12.0,198.0,277.0,388.0,220.0,41.0,25.0,74.0,69.0,202.0,8.0,59.0,73.0,653.0,125.0,40.0,40.0,707.0,199.0,174.0,572.0,84.0,20.0,1803.0,199.0
466,1.0,4.0,4.0,1.0,6.0,1.0,1.0,2.0,52.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,22.0,3.0,34.0,0.0,1.0,3.0,1.0,1.0,7.0,2.0,13.0,6.0,9.0,0.0,3.0,2.0,23.0,33.0,2.0,2.0,4.0,5.0,1.0,4.0,6.0,2.0,8.0,4.0,0.0,1.0,7.0,3.0,8.0,5.0,4.0,14.0,0.0,2.0,5.0,9.0,1.0,0.0,0.0
468,508.0,1044.0,178.0,50.0,3840.0,743.0,24.0,106.0,1780.0,33.0,1901.0,959.0,2000.0,168.0,20.0,21.0,627.0,69.0,404.0,2502.0,42.0,3313.0,2136.0,403.0,66.0,201.0,82.0,98.0,9193.0,216.0,368.0,193.0,29.0,546.0,290.0,3900.0,7203.0,30.0,721.0,1119.0,2700.0,240.0,725.0,481.0,65.0,86.0,398.0,19.0,275.0,106.0,689.0,2215.0,1684.0,966.0,1631.0,341.0,64.0,618.0,3349.0,179.0,47.0,764.0
470,97.0,167.0,63.0,33.0,143.0,17.0,6.0,14.0,9.0,44.0,313.0,15.0,49.0,22.0,21.0,5.0,161.0,13151.0,14.0,32.0,43.0,296.0,32.0,10.0,233.0,74.0,69.0,17.0,69.0,28.0,164.0,77.0,12.0,133.0,18.0,11924.0,574.0,19.0,84.0,41.0,302.0,11.0,188.0,1126.0,28.0,180.0,670.0,5.0,61.0,156.0,56.0,3347.0,10061.0,15.0,107.0,0.0,534.0,31.0,69.0,212.0,3.0,7.0
