strain_id,A_MTX_Metformin.RET2_SNA3,A_MTX_Metformin.HNM1_RBD2,A_MTX_Metformin.GTR1_SLM4,A_MTX_Metformin.ERG11_ORM2,A_MTX_Metformin.ERV25_ERG5,A_MTX_Metformin.SSH1_PIS1,A_MTX_Metformin.ADE17_PGM2,A_MTX_Metformin.FMP45_HNM1,A_MTX_Metformin.TPO1_TCB2,A_MTX_Metformin.HUG1_ADE17,A_MTX_Metformin.FMP45_MID2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Metformin.ERG11_ERG5,A_MTX_Metformin.SSH1_ORM2,A_MTX_Metformin.FMP45_MEP1,A_MTX_Metformin.RET2_EMP70,A_MTX_Metformin.ERG11_MID2,A_MTX_Metformin.ERG11_TPO4,A_MTX_Metformin.ALO1_ADE17,A_MTX_Metformin.TPO1_TPO2,A_MTX_Metformin.SNA4_GTR2,A_MTX_Metformin.SSH1_ERV25,A_MTX_Metformin.HNM1_MID2,A_MTX_Metformin.PMC1_CTR2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Metformin.SRO9_GIS2,A_MTX_Metformin.HNM1_ERG11,A_MTX_Metformin.PLM2_SNA3,A_MTX_Metformin.HNM1_TPO4,A_MTX_Metformin.ERG11_HYR1,A_MTX_Metformin.MID2_PIN2,A_MTX_Metformin.noPPI_reference,A_MTX_Metformin.ERV25_UIP4,A_MTX_Metformin.ADE17_HYR1,A_MTX_Metformin.RET2_EMP47,A_MTX_Metformin.MID2_WSC2,A_MTX_Metformin.DHH1_LSM3,A_MTX_Metformin.SRO9_DHH1,A_MTX_Metformin.SSH1_ERG11,A_MTX_Metformin.ERV25_PIS1,A_MTX_Metformin.ERV25_ORM2,A_MTX_Metformin.HNM1_MAM33,A_MTX_Metformin.MID2_MAM33,A_MTX_Metformin.SNA4_VAC8,A_MTX_Metformin.MID2_TPO2,A_MTX_Metformin.ERG11_PIS1,A_MTX_Metformin.ALO1_HYR1,A_MTX_Metformin.ERV25_RBD2,A_MTX_Metformin.HUG1_ALO1,A_MTX_Metformin.PLM2_HNM1,A_MTX_Metformin.ADE17_GIS2,A_MTX_Metformin.SRO9_SGN1,A_MTX_Metformin.MID2_TPO4,A_MTX_Metformin.TPO1_MID2,A_MTX_Metformin.HNM1_TPO1,A_MTX_Metformin.ERG27_ACF2,A_MTX_Metformin.MID2_RSN1,A_MTX_Metformin.ALO1_UIP4,A_MTX_Metformin.PMC1_GTR2,A_MTX_Metformin.ERV25_EMP47,A_MTX_Metformin.HUG1_PGM2,A_MTX_Metformin.ERG11_ERV25
399,2.0,4.0,27.0,1458.0,524.0,11.0,7.0,6.0,3.0,1.0,34.0,136.0,720.0,6.0,3.0,4.0,1588.0,1719.0,17.0,4.0,19.0,45.0,194.0,6.0,3.0,83.0,109.0,11.0,74.0,622.0,110.0,1.0,36.0,2.0,12.0,3.0,276.0,62.0,74.0,38.0,120.0,35.0,5.0,14.0,11.0,627.0,31.0,2.0,3.0,7.0,15.0,1278,40.0,3.0,166.0,7.0,34.0,36.0,6.0,26.0,17.0,2456.0
400,14.0,35.0,10.0,88.0,615.0,531.0,34.0,59.0,507.0,16.0,240.0,3065.0,106.0,257.0,58.0,19.0,102.0,250.0,35.0,394.0,442.0,399.0,105.0,80.0,275.0,9.0,257.0,8.0,807.0,73.0,1202.0,196.0,2361.0,8.0,16.0,11.0,325.0,22.0,394.0,78.0,135.0,494.0,243.0,226.0,239.0,167.0,60.0,10.0,675.0,194.0,23.0,1889,242.0,1594.0,1524.0,18.0,540.0,462.0,211.0,328.0,387.0,206.0
406,1.0,1.0,1.0,32.0,261.0,5.0,2.0,1.0,5.0,1.0,6.0,87.0,168.0,1.0,3.0,0.0,72.0,884.0,3.0,11.0,5.0,7.0,52.0,5.0,1.0,55.0,11.0,2.0,40.0,111.0,11.0,2.0,51.0,2.0,2.0,1.0,511.0,9.0,16.0,20.0,123.0,8.0,8.0,0.0,8.0,47.0,16.0,4.0,1.0,0.0,10.0,257,12.0,112.0,219.0,3.0,8.0,10.0,3.0,9.0,14.0,693.0
409,1.0,1304.0,14.0,75.0,53.0,143.0,18.0,17.0,49.0,3.0,60.0,371.0,19.0,71.0,36.0,5.0,123.0,534.0,17.0,72.0,12.0,153.0,41.0,55.0,207.0,116.0,93.0,1412.0,394.0,10.0,1184.0,80.0,64.0,4.0,1.0,1029.0,35.0,211.0,20.0,18.0,1057.0,243.0,1062.0,1.0,226.0,32.0,11.0,6.0,5.0,44.0,12.0,1441,94.0,58.0,317.0,2.0,979.0,32.0,152.0,41.0,4.0,21.0
40_2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,33,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
412,1.0,1346.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,4.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,7.0,1.0,2.0,0.0,10.0,277.0,53.0,2.0,0.0,11.0,0.0,5.0,0.0,1.0,1.0,16.0,1.0,0.0,9.0,1.0,0.0,1.0,9.0,0.0,0.0,13,3.0,5.0,2.0,0.0,29.0,2.0,4.0,2.0,4.0,3.0
421,1.0,708.0,1886.0,46.0,111.0,1384.0,11429.0,34.0,96.0,9.0,12.0,112.0,75.0,131.0,44.0,8.0,287.0,326.0,41.0,123.0,290.0,155.0,71.0,73.0,178.0,127.0,124.0,31.0,15.0,20.0,1112.0,333.0,43.0,40.0,7.0,26.0,133.0,76.0,227.0,8.0,80.0,296.0,575.0,37.0,75.0,39.0,15.0,4.0,12.0,43.0,66.0,297,276.0,98.0,386.0,1.0,1686.0,55.0,154.0,23.0,31.0,35.0
426,4.0,3.0,9.0,9.0,10.0,11.0,21.0,4.0,7.0,4.0,5.0,46.0,14.0,12.0,14.0,7.0,7.0,7.0,9.0,2.0,20.0,4.0,4.0,3.0,7.0,5.0,5.0,5.0,6.0,13.0,24.0,3.0,15.0,8.0,7.0,10.0,11.0,14.0,12.0,20.0,9.0,15.0,9.0,12.0,5.0,8.0,13.0,1.0,6.0,7.0,10.0,153,8.0,8.0,5.0,4.0,27.0,13.0,5.0,15.0,6.0,25.0
431,3.0,1.0,4.0,70.0,330.0,5.0,2.0,1.0,5.0,2.0,2.0,25.0,35.0,2.0,4.0,2.0,90.0,368.0,1.0,0.0,9.0,6.0,29.0,6.0,2.0,147.0,7.0,1.0,3.0,35.0,12.0,2.0,39.0,1.0,0.0,2.0,81.0,26.0,46.0,23.0,72.0,12.0,6.0,4.0,6.0,6.0,7.0,4.0,8.0,0.0,2.0,1920,59.0,80.0,17.0,4.0,8.0,34.0,5.0,14.0,9.0,11.0
433,5.0,3.0,14.0,11.0,7.0,6.0,14.0,5.0,7.0,6.0,11.0,112.0,12.0,50.0,8.0,4.0,12.0,17.0,12.0,2.0,15.0,20.0,3.0,10.0,10.0,2.0,10.0,12.0,7.0,14.0,20.0,2.0,16.0,7.0,6.0,6.0,16.0,10.0,7.0,23.0,14.0,19.0,10.0,8.0,7.0,9.0,31.0,6.0,4.0,8.0,11.0,230,12.0,4.0,15.0,5.0,45.0,11.0,11.0,7.0,11.0,29.0
434,29.0,1.0,61.0,637.0,61.0,20.0,44.0,210.0,241.0,17.0,12.0,40.0,419.0,402.0,38.0,11.0,222.0,687.0,1176.0,70.0,307.0,952.0,56.0,403.0,1490.0,81.0,85.0,110.0,62.0,404.0,958.0,439.0,192.0,10.0,9.0,8.0,128.0,180.0,979.0,42.0,933.0,31.0,263.0,3058.0,65.0,225.0,5043.0,9.0,271.0,8.0,23.0,2258,162.0,443.0,29.0,100.0,418.0,1652.0,289.0,509.0,487.0,95.0
437,1.0,17.0,17.0,14.0,14.0,13.0,12.0,8.0,4.0,17.0,11.0,206.0,12.0,9.0,8.0,3.0,13.0,16.0,13.0,0.0,25.0,7.0,6.0,12.0,12.0,8.0,7.0,13.0,7.0,3.0,46.0,4.0,30.0,7.0,5.0,12.0,20.0,17.0,10.0,37.0,20.0,37.0,14.0,7.0,11.0,10.0,43.0,6.0,6.0,5.0,10.0,179,13.0,2.0,22.0,6.0,44.0,14.0,22.0,15.0,12.0,50.0
43_ref2,3.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,0.0,3.0,1.0,4.0,2.0,6.0,6.0,14.0,0.0,4.0,5.0,28.0,20.0,5.0,17.0,10.0,0.0,2.0,11.0,25.0,4.0,9.0,2.0,4.0,2.0,3.0,11.0,1.0,15.0,10.0,4.0,2.0,2.0,69,15.0,2.0,22.0,6.0,13.0,3.0,6.0,6.0,5.0,13.0
442,2.0,5.0,20.0,16.0,16.0,5.0,9.0,5.0,3.0,13.0,13.0,281.0,11.0,17.0,5.0,5.0,16.0,14.0,24.0,3.0,24.0,6.0,7.0,9.0,6.0,9.0,6.0,18.0,5.0,9.0,47.0,3.0,38.0,5.0,7.0,12.0,20.0,18.0,5.0,70.0,25.0,50.0,14.0,8.0,7.0,4.0,47.0,7.0,15.0,1.0,8.0,499,15.0,6.0,35.0,3.0,43.0,16.0,8.0,29.0,11.0,61.0
452,3.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,6.0,6.0,3.0,5.0,3.0,0.0,1.0,6.0,0.0,7.0,3.0,0.0,4.0,0.0,0.0,2.0,3.0,2.0,5.0,10.0,2.0,7.0,3.0,1.0,4.0,7.0,3.0,2.0,6.0,64.0,0.0,2.0,5.0,2.0,3.0,10.0,0.0,1.0,0.0,5.0,68,4.0,1.0,3.0,1.0,1.0,3.0,1.0,6.0,0.0,9.0
459,3.0,31.0,148.0,70.0,20.0,6.0,7.0,4.0,38.0,121.0,55.0,513.0,6.0,114.0,12.0,6.0,53.0,15.0,2.0,53.0,81.0,38.0,6.0,5.0,140.0,26.0,40.0,50.0,155.0,42.0,111.0,56.0,11.0,2.0,1.0,10.0,44.0,233.0,83.0,10.0,81.0,342.0,27.0,9.0,78.0,69.0,23.0,4.0,52.0,1.0,9.0,272,22.0,32.0,13.0,2.0,546.0,4.0,2.0,14.0,15.0,574.0
460,10.0,1763.0,33.0,96.0,318.0,713.0,133.0,45.0,71.0,41.0,50.0,19310.0,374.0,234.0,63.0,40.0,647.0,273.0,77.0,44.0,811.0,491.0,195.0,22.0,100.0,88.0,263.0,52.0,1761.0,201.0,561.0,89.0,926.0,28.0,18.0,47.0,224.0,60.0,731.0,275.0,81.0,1595.0,419.0,906.0,181.0,125.0,106.0,20.0,288.0,194.0,62.0,441,87.0,119.0,1895.0,27.0,830.0,204.0,56.0,169.0,380.0,145.0
468,7.0,17.0,3407.0,2410.0,637.0,23.0,28.0,368.0,415.0,365.0,328.0,1691.0,1178.0,373.0,251.0,22.0,503.0,1641.0,103.0,238.0,229.0,114.0,238.0,418.0,1243.0,587.0,554.0,658.0,503.0,288.0,1685.0,310.0,926.0,30.0,14.0,949.0,703.0,949.0,324.0,65.0,1089.0,282.0,462.0,140.0,941.0,442.0,82.0,307.0,129.0,584.0,44.0,7708,587.0,505.0,439.0,131.0,3063.0,113.0,793.0,186.0,236.0,810.0
470,1.0,12.0,41.0,92.0,16.0,2.0,25.0,54.0,17.0,10.0,142.0,134.0,142.0,33.0,68.0,3.0,185.0,79.0,1757.0,0.0,24.0,11.0,15.0,93.0,263.0,251.0,77.0,2569.0,10.0,163.0,742.0,191.0,43.0,2.0,2.0,1617.0,25.0,1016.0,23.0,32.0,70.0,43.0,418.0,16.0,124.0,50.0,1145.0,2.0,6.0,11.0,14.0,3779,57.0,3.0,23.0,3.0,1303.0,207.0,116.0,23.0,9.0,67.0
473,4.0,4.0,3.0,15.0,52.0,5.0,3.0,3.0,2.0,3.0,2.0,59.0,3.0,7.0,3.0,0.0,4.0,95.0,3.0,4.0,8.0,9.0,23.0,4.0,6.0,15.0,0.0,0.0,50.0,3.0,10.0,5.0,38.0,8.0,0.0,5.0,25.0,13.0,23.0,19.0,29.0,5.0,1.0,4.0,10.0,8.0,19.0,8.0,1.0,5.0,2.0,77,21.0,23.0,57.0,4.0,7.0,7.0,2.0,10.0,8.0,52.0
475,22.0,69.0,815.0,9385.0,3578.0,114.0,2130.0,59.0,80.0,17.0,95.0,26053.0,3143.0,137.0,38.0,23.0,4580.0,13470.0,216.0,37.0,197.0,449.0,5459.0,57.0,206.0,2880.0,739.0,135.0,3961.0,3565.0,105.0,61.0,702.0,65.0,34.0,53.0,514.0,273.0,460.0,375.0,3813.0,295.0,99.0,55.0,148.0,903.0,281.0,169.0,32.0,57.0,2204.0,10190,81.0,162.0,4926.0,36.0,170.0,235.0,54.0,289.0,59.0,5471.0
476,11.0,15.0,37.0,1842.0,91.0,26.0,17.0,9.0,34.0,5.0,30.0,64.0,1200.0,41.0,9.0,18.0,1397.0,651.0,17.0,66.0,51.0,71.0,256.0,7.0,17.0,177.0,115.0,10.0,86.0,2769.0,131.0,9.0,44.0,6.0,18.0,5.0,195.0,132.0,54.0,43.0,3018.0,50.0,17.0,6.0,228.0,346.0,36.0,6.0,8.0,8.0,46.0,3755,209.0,623.0,420.0,12.0,112.0,31.0,13.0,43.0,51.0,2028.0
486,8.0,6.0,16.0,42.0,314.0,4.0,23.0,119.0,427.0,12.0,4.0,62.0,18.0,7.0,28.0,10.0,41.0,62.0,1432.0,229.0,392.0,26.0,128.0,815.0,8.0,152.0,138.0,18.0,10.0,14.0,480.0,216.0,273.0,5.0,15.0,1663.0,296.0,58.0,10.0,32.0,20.0,7.0,105.0,3.0,50.0,45.0,2798.0,8.0,419.0,32.0,10.0,172,213.0,726.0,17.0,189.0,496.0,475.0,328.0,461.0,202.0,137.0
491,11.0,10.0,35.0,133.0,419.0,23.0,43.0,196.0,296.0,65.0,138.0,221.0,64.0,27.0,454.0,12.0,295.0,1437.0,24.0,159.0,795.0,263.0,91.0,352.0,498.0,132.0,278.0,2450.0,90.0,93.0,871.0,779.0,293.0,19.0,16.0,36.0,88.0,354.0,60.0,40.0,351.0,237.0,724.0,33.0,186.0,225.0,60.0,31.0,919.0,253.0,28.0,722,51.0,219.0,61.0,321.0,1086.0,47.0,420.0,39.0,954.0,443.0
493,1.0,23.0,4.0,10.0,27.0,1.0,7.0,10.0,55.0,5.0,35.0,50.0,82.0,5.0,20.0,3.0,37.0,3.0,21.0,34.0,10.0,3.0,13.0,8.0,38.0,63.0,40.0,2.0,12.0,6.0,245.0,60.0,244.0,2.0,6.0,2.0,13.0,61.0,19.0,6.0,115.0,28.0,55.0,2.0,41.0,37.0,14.0,2.0,42.0,17.0,7.0,414,37.0,145.0,9.0,38.0,376.0,214.0,81.0,143.0,27.0,94.0
495,4.0,1.0,14.0,1101.0,693.0,16.0,12.0,4.0,7.0,9.0,9.0,609.0,197.0,14.0,5.0,1.0,188.0,2785.0,23.0,5.0,10.0,176.0,486.0,12.0,4.0,67.0,106.0,12.0,326.0,313.0,50.0,7.0,33.0,130.0,4.0,4.0,128.0,40.0,159.0,37.0,614.0,25.0,6.0,7.0,62.0,103.0,26.0,8.0,30.0,5.0,173.0,1096,80.0,13.0,521.0,5.0,51.0,50.0,10.0,45.0,10.0,76.0
50,2.0,2.0,23.0,6.0,41.0,85.0,15.0,1.0,220.0,2.0,2.0,208.0,10.0,47.0,3.0,4.0,2.0,11.0,9.0,43.0,49.0,6.0,0.0,2.0,43.0,9.0,1.0,4.0,26.0,34.0,27.0,10110.0,50.0,46.0,7.0,8.0,40.0,2.0,1.0,74.0,127.0,67.0,6.0,5.0,21.0,7.0,33.0,26.0,4.0,26.0,23.0,10730,23.0,1.0,133.0,5.0,11.0,9.0,0.0,36.0,1.0,60.0
501,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,7,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
507,1.0,2.0,0.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,17.0,8.0,0.0,0.0,21.0,10.0,1.0,1.0,3.0,9.0,13.0,1.0,0.0,0.0,9.0,3.0,33.0,54.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,2.0,8.0,2.0,121.0,0.0,0.0,1.0,1.0,6.0,7.0,2.0,1.0,0.0,2.0,13,0.0,1.0,22.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0
508,1.0,4.0,280.0,33.0,78.0,1.0,3.0,14.0,1.0,0.0,7.0,13.0,294.0,1.0,3.0,2.0,550.0,839.0,3.0,4.0,26.0,7.0,75.0,12.0,5.0,544.0,50.0,9.0,1.0,456.0,25.0,4.0,13.0,1.0,5.0,13.0,10.0,275.0,33.0,15.0,72.0,10.0,1.0,4.0,16.0,107.0,9.0,0.0,3.0,7.0,4.0,851,56.0,84.0,41.0,7.0,16.0,19.0,1.0,18.0,1.0,2.0
52,1.0,2.0,2.0,31.0,2.0,0.0,7.0,2.0,4.0,1.0,5.0,7.0,15.0,1.0,2.0,1.0,63.0,10.0,2.0,4.0,2.0,3.0,10.0,3.0,5.0,47.0,3.0,0.0,7.0,67.0,5.0,1.0,4.0,3.0,2.0,1.0,65.0,6.0,4.0,1.0,8.0,2.0,2.0,42.0,9.0,4.0,6.0,4.0,4.0,1.0,3.0,20,2.0,130.0,3.0,0.0,2.0,3.0,4.0,1.0,2.0,2.0
520,3.0,1.0,2.0,1.0,7.0,4.0,3.0,1.0,0.0,2.0,3.0,14.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,9.0,2.0,2.0,5.0,4.0,10.0,1.0,3.0,1.0,2.0,4.0,0.0,8.0,1.0,2.0,2.0,6.0,11.0,6.0,9.0,1.0,5.0,2.0,2.0,4.0,0.0,7.0,5.0,4.0,2.0,1.0,112,11.0,1.0,5.0,4.0,14.0,3.0,7.0,4.0,2.0,9.0
521,1.0,5.0,6.0,210.0,99.0,17.0,17.0,4.0,2.0,1.0,10.0,40.0,22.0,16.0,6.0,3.0,10.0,3911.0,8.0,4.0,16.0,20.0,9.0,16.0,330.0,40.0,11.0,1.0,18.0,16.0,45.0,10.0,255.0,3.0,4.0,1.0,7.0,4.0,22.0,40.0,41.0,14.0,1.0,4.0,6.0,156.0,17.0,1.0,5.0,7.0,21.0,157,17.0,4.0,17.0,13.0,31.0,59.0,4.0,54.0,12.0,52.0
522,4.0,6.0,151.0,16.0,26.0,7.0,56.0,12.0,7.0,3.0,11.0,152.0,74.0,12.0,8.0,2.0,20.0,152.0,23.0,5.0,15.0,18.0,48.0,1.0,19.0,14.0,17.0,10.0,25.0,91.0,23.0,9.0,25.0,13.0,3.0,5.0,43.0,15.0,12.0,19.0,62.0,17.0,9.0,7.0,13.0,7.0,29.0,5.0,9.0,3.0,14.0,130,23.0,12.0,100.0,3.0,28.0,6.0,6.0,14.0,12.0,29.0
523,83.0,3230.0,279.0,5085.0,4237.0,2445.0,7131.0,2851.0,446.0,258.0,5002.0,22011.0,4659.0,1197.0,815.0,98.0,2445.0,12176.0,556.0,480.0,3100.0,1078.0,5107.0,660.0,16120.0,530.0,6499.0,676.0,2323.0,3882.0,7070.0,376.0,8962.0,198.0,143.0,120.0,784.0,1166.0,1754.0,1052.0,3601.0,1876.0,1118.0,201.0,2731.0,3540.0,499.0,43.0,1283.0,1845.0,25981.0,11799,891.0,1011.0,3064.0,5010.0,5076.0,2427.0,852.0,1602.0,2103.0,3947.0
525,31.0,253.0,31.0,129.0,1434.0,773.0,73.0,179.0,95.0,83.0,1194.0,8090.0,92.0,546.0,210.0,26.0,357.0,2090.0,1388.0,87.0,473.0,837.0,244.0,306.0,539.0,148.0,550.0,187.0,5121.0,555.0,463.0,515.0,3699.0,55.0,46.0,21.0,219.0,351.0,758.0,658.0,379.0,1958.0,83.0,805.0,392.0,554.0,2214.0,22.0,1520.0,666.0,70.0,1504,168.0,510.0,1404.0,5793.0,1046.0,414.0,406.0,237.0,1285.0,255.0
532,1.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,0.0,1.0,51.0,2.0,2.0,0.0,0.0,3.0,7.0,5.0,7.0,2.0,5.0,8.0,2.0,5.0,4.0,3.0,5.0,2.0,12.0,4.0,3.0,7.0,0.0,1.0,1.0,3.0,4.0,3.0,8.0,5.0,6.0,6.0,0.0,3.0,1.0,12.0,1.0,2.0,5.0,2.0,53,4.0,3.0,8.0,2.0,5.0,2.0,1.0,4.0,0.0,4.0
535,9.0,15.0,36.0,1030.0,150.0,591.0,45.0,79.0,258.0,224.0,90.0,995.0,99.0,1632.0,66.0,28.0,352.0,253.0,2952.0,291.0,397.0,201.0,70.0,26.0,1640.0,120.0,135.0,75.0,126.0,130.0,2045.0,91.0,344.0,6.0,9.0,1078.0,43.0,462.0,286.0,208.0,3741.0,55.0,1466.0,6.0,284.0,169.0,52.0,18.0,422.0,63.0,21.0,318,215.0,177.0,30.0,12.0,3669.0,384.0,22.0,110.0,179.0,472.0
538,17.0,1006.0,55.0,344.0,967.0,1488.0,18020.0,382.0,185.0,28.0,360.0,7953.0,349.0,547.0,352.0,23.0,782.0,3532.0,121.0,51.0,257.0,724.0,380.0,59.0,1110.0,495.0,836.0,90.0,1282.0,197.0,503.0,545.0,1057.0,58.0,17.0,31.0,21.0,670.0,1203.0,751.0,1581.0,1393.0,328.0,1289.0,70.0,483.0,8995.0,8.0,52.0,1138.0,145.0,3926,123.0,11.0,2471.0,24.0,710.0,956.0,108.0,202.0,24.0,250.0
539,18.0,29.0,78.0,864.0,387.0,2326.0,120.0,255.0,23.0,5591.0,523.0,5539.0,540.0,4874.0,908.0,55.0,2023.0,3198.0,205.0,14.0,1623.0,3061.0,483.0,609.0,2900.0,2035.0,293.0,337.0,441.0,237.0,14609.0,721.0,1106.0,63.0,47.0,74.0,351.0,1119.0,1643.0,323.0,321.0,450.0,2688.0,50.0,2413.0,275.0,155.0,222.0,1522.0,2089.0,10382.0,8507,881.0,16.0,434.0,947.0,15420.0,781.0,460.0,239.0,3746.0,1327.0
540,14.0,1091.0,2221.0,41.0,2213.0,1095.0,79.0,485.0,398.0,598.0,1198.0,5086.0,290.0,343.0,269.0,34.0,516.0,109.0,99.0,130.0,707.0,143.0,650.0,968.0,401.0,356.0,735.0,140.0,367.0,258.0,3406.0,258.0,564.0,65.0,36.0,2067.0,843.0,382.0,101.0,236.0,241.0,625.0,1916.0,306.0,953.0,476.0,601.0,1890.0,1065.0,548.0,6174.0,4213,1512.0,888.0,678.0,898.0,6643.0,74.0,2061.0,80.0,877.0,207.0
541,4.0,18.0,533.0,40.0,52.0,7.0,4.0,11.0,7.0,3.0,5.0,28.0,10.0,6.0,12.0,6.0,23.0,118.0,7.0,4.0,10.0,10.0,182.0,6.0,5.0,13.0,3.0,4.0,0.0,30.0,13.0,2.0,17.0,0.0,7.0,2.0,2.0,32.0,2.0,16.0,114.0,2.0,2.0,2.0,6.0,39.0,7.0,3.0,11.0,6.0,9.0,35,3.0,98.0,2.0,1.0,7.0,11.0,3.0,9.0,14.0,46.0
545,8.0,0.0,12.0,98.0,193.0,18.0,5.0,59.0,69.0,165.0,87.0,107.0,149.0,37.0,32.0,12.0,94.0,489.0,773.0,71.0,177.0,44.0,91.0,49.0,73.0,250.0,107.0,8.0,154.0,58.0,803.0,147.0,798.0,3.0,17.0,3.0,15.0,407.0,30.0,394.0,157.0,157.0,16.0,4.0,57.0,25.0,594.0,1.0,160.0,45.0,16.0,2000,119.0,330.0,30.0,19.0,175.0,337.0,150.0,413.0,88.0,217.0
546,2.0,1.0,6.0,48.0,235.0,5.0,12.0,3.0,5.0,2.0,3.0,637.0,223.0,4.0,0.0,2.0,144.0,445.0,21.0,9.0,11.0,44.0,52.0,4.0,3.0,250.0,10.0,6.0,47.0,185.0,20.0,1.0,16.0,3.0,3.0,4.0,183.0,35.0,52.0,12.0,64.0,11.0,6.0,1.0,22.0,15.0,11.0,9.0,22.0,1.0,11.0,985,32.0,51.0,126.0,1.0,10.0,10.0,1.0,15.0,11.0,22.0
559,3.0,4.0,10.0,10.0,23.0,39.0,5.0,7.0,12.0,2.0,12.0,180.0,16.0,491.0,9.0,10.0,0.0,7.0,7.0,14.0,13.0,5.0,1.0,1.0,27.0,6.0,1.0,4.0,22.0,11.0,26.0,5728.0,13.0,16.0,5.0,4.0,2.0,12.0,19.0,12.0,67.0,17.0,4.0,2.0,176.0,5.0,18.0,15.0,1.0,12.0,21.0,89,9.0,1196.0,103.0,6.0,9.0,7.0,4.0,8.0,5.0,25.0
564,6.0,4.0,16.0,22.0,22.0,11.0,134.0,10.0,47.0,21.0,52.0,225.0,20.0,14.0,62.0,3.0,68.0,22.0,10.0,24.0,61.0,150.0,21.0,52.0,7.0,39.0,37.0,6.0,33.0,14.0,14.0,350.0,16.0,19.0,3.0,7.0,18.0,47.0,112.0,8.0,81.0,18.0,58.0,5.0,12.0,36.0,21.0,2510.0,98.0,26.0,15.0,299,56.0,13.0,139.0,4.0,101.0,9.0,30.0,181.0,104.0,17.0
567,31.0,13.0,38.0,209.0,326.0,25.0,10.0,305.0,2040.0,37.0,774.0,104.0,215.0,10.0,420.0,54.0,447.0,1907.0,34.0,1721.0,116.0,314.0,142.0,496.0,425.0,199.0,357.0,20.0,307.0,242.0,2905.0,187.0,321.0,12.0,50.0,25.0,294.0,463.0,59.0,61.0,79.0,58.0,70.0,9.0,119.0,66.0,918.0,10.0,9.0,120.0,37.0,1195,116.0,1165.0,47.0,331.0,265.0,123.0,908.0,155.0,55.0,1001.0
571,9.0,1.0,9.0,9.0,8.0,103.0,14.0,6.0,119.0,198.0,72.0,1492.0,30.0,49.0,84.0,8.0,125.0,72.0,340.0,72.0,194.0,114.0,15.0,73.0,96.0,14.0,75.0,11.0,949.0,16.0,428.0,279.0,16.0,25.0,10.0,263.0,48.0,71.0,267.0,10.0,44.0,309.0,92.0,8.0,40.0,17.0,24.0,12.0,1113.0,382.0,81.0,47,25.0,553.0,226.0,827.0,725.0,13.0,98.0,11.0,450.0,28.0
574,3.0,1.0,5.0,12.0,27.0,2.0,3.0,2.0,2.0,4.0,2.0,22.0,54.0,1.0,4.0,1.0,7.0,6.0,1.0,2.0,13.0,2.0,38.0,4.0,1.0,10.0,1.0,3.0,8.0,6.0,2.0,0.0,9.0,4.0,2.0,2.0,22.0,18.0,5.0,11.0,17.0,7.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,20.0,483,3.0,4.0,6.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0
576,1.0,1.0,3.0,5.0,14.0,2.0,1.0,0.0,2.0,1.0,3.0,7.0,13.0,5.0,1.0,0.0,5.0,5.0,1.0,0.0,2.0,4.0,20.0,4.0,0.0,3.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,23.0,14.0,0.0,11.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,519,2.0,13.0,7.0,1.0,3.0,5.0,2.0,1.0,1.0,8.0
