strain_id,A_MTX_5-FC.ERV25_EMP47,A_MTX_5-FC.ERG11_ACF2,A_MTX_5-FC.SSH1_PIS1,A_MTX_5-FC.HNM1_TPO4,A_MTX_5-FC.ADE17_HYR1,A_MTX_5-FC.FMP45_MID2,A_MTX_5-FC.GTR1_SLM4,A_MTX_5-FC.ERV25_ORM2,A_MTX_5-FC.HNM1_MAM33,A_MTX_5-FC.TPO1_TCB2,A_MTX_5-FC.HNM1_MID2,A_MTX_5-FC.TPO1_TPO2,A_MTX_5-FC.ERV25_PIS1,A_MTX_5-FC.MID2_PIN2,A_MTX_5-FC.ERG11_MID2,A_MTX_5-FC.FMP45_MEP1,A_MTX_5-FC.DHH1_LSM3,A_MTX_5-FC.MID2_WSC2,A_MTX_5-FC.ADE17_PGM2,A_MTX_5-FC.PMC1_CTR2,A_MTX_5-FC.RET2_EMP47,A_MTX_5-FC.PLM2_SNA3,A_MTX_5-FC.MID2_MAM33,A_MTX_5-FC.FMP45_HNM1,A_MTX_5-FC.ERG11_ORM2,A_MTX_5-FC.ERG11_PIS1,A_MTX_5-FC.ALO1_ADE17,A_MTX_5-FC.RET2_EMP70,A_MTX_5-FC.PMC1_GTR2,A_MTX_5-FC.ERG11_HYR1,A_MTX_5-FC.TPO1_MID2,A_MTX_5-FC.MID2_TPO4,A_MTX_5-FC.ALO1_UIP4,A_MTX_5-FC.ERG11_ERV25,A_MTX_5-FC.SRO9_GIS2,A_MTX_5-FC.SNA4_VAC8,A_MTX_5-FC.ERV25_ERG5,A_MTX_5-FC.noPPI_reference,A_MTX_5-FC.MID2_TPO2,A_MTX_5-FC.SRO9_SGN1,A_MTX_5-FC.ERV25_RBD2,A_MTX_5-FC.HNM1_TPO2,A_MTX_5-FC.HUG1_PGM2,A_MTX_5-FC.HNM1_TPO1,A_MTX_5-FC.ERG11_ERG5,A_MTX_5-FC.HUG1_ALO1,A_MTX_5-FC.HNM1_RBD2,A_MTX_5-FC.ERV25_UIP4,A_MTX_5-FC.MID2_RSN1,A_MTX_5-FC.ERG27_ACF2,A_MTX_5-FC.HNM1_ERG11,A_MTX_5-FC.SSH1_ERG11,A_MTX_5-FC.ERG11_TPO4,A_MTX_5-FC.PLM2_HNM1,A_MTX_5-FC.SSH1_ERV25,A_MTX_5-FC.ALO1_HYR1,A_MTX_5-FC.SNA4_GTR2,A_MTX_5-FC.SSH1_ORM2,A_MTX_5-FC.HUG1_ADE17,A_MTX_5-FC.ADE17_GIS2,A_MTX_5-FC.RET2_SNA3,A_MTX_5-FC.SRO9_DHH1
257,4.0,0.0,1.0,6.0,5.0,5.0,25.0,25.0,0.0,3.0,3.0,6.0,0.0,11.0,2.0,1.0,22.0,3.0,4.0,1.0,1.0,19.0,3.0,4.0,1.0,2.0,2.0,1.0,5.0,16,4.0,1.0,2.0,6.0,4.0,1.0,1.0,6.0,1.0,11.0,13.0,6.0,74.0,8.0,9.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0
258,55.0,8.0,54.0,247.0,5.0,25.0,17.0,91.0,27.0,19.0,156.0,8.0,47.0,186.0,146.0,91.0,1002.0,12.0,16.0,5.0,8.0,797.0,70.0,12.0,16.0,70.0,721.0,13.0,7.0,215,42.0,126.0,37.0,143.0,28.0,1391.0,181.0,6.0,351.0,339.0,5.0,989.0,58.0,169.0,27.0,58.0,117.0,31.0,30.0,500.0,99.0,27.0,42.0,15.0,346.0,6.0,199.0,78.0,255.0,14.0,4.0,26.0
27,18.0,13.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,50.0,0.0,34.0,3.0,134.0,13.0,125.0,17.0,1.0,2.0,20.0,12.0,26.0,0.0,40.0,101.0,81.0,0.0,89.0,33.0,15,7.0,3.0,14.0,1.0,104.0,2.0,3.0,90.0,7.0,61.0,2.0,2.0,1.0,1.0,7.0,2.0,2.0,0.0,2.0,42.0,14.0,0.0,1.0,11.0,3.0,0.0,29.0,14.0,0.0,1.0,15.0,127.0
270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,7.0,0.0,0.0,0.0,1.0,8.0,0.0,53.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,3.0,0.0,0.0,2.0,6.0,135,2.0,5.0,0.0,39.0,40.0,1.0,4.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,169.0,0.0,0.0,2.0
272,2.0,0.0,1.0,1.0,0.0,8.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0,1.0,1.0,5.0,0.0,3.0,1.0,20.0,2.0,6.0,8.0,1.0,0.0,0.0,1.0,2,1.0,1.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,3.0,1.0,24.0,2.0,16.0,3.0,0.0,1.0,2.0,0.0,6.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
286,10.0,3.0,9.0,5.0,6.0,53.0,2.0,69.0,2.0,208.0,12.0,282.0,0.0,41.0,15.0,9.0,235.0,1.0,1.0,40.0,7.0,20.0,7.0,20.0,66.0,1.0,1.0,7.0,69.0,20,114.0,21.0,180.0,41.0,2.0,11.0,4.0,293.0,17.0,9.0,4.0,8.0,193.0,8.0,20.0,143.0,1.0,9.0,0.0,205.0,4.0,8.0,20.0,8.0,196.0,0.0,18.0,5.0,3.0,1.0,11.0,7.0
289,7.0,1.0,1.0,0.0,0.0,11.0,3.0,9.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,2.0,18.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,315,2.0,0.0,1.0,50.0,6.0,1.0,4.0,0.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0
29,2.0,1.0,0.0,0.0,1.0,10.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,27.0,56.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,116,3.0,3.0,1.0,30.0,86.0,0.0,0.0,0.0,3.0,48.0,4.0,2.0,1.0,0.0,10.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,5.0,0.0,2.0,1.0,2.0,4.0
291,1.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,17,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,1.0,12.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
292,4.0,5.0,5.0,4.0,6.0,6.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,8.0,8.0,1.0,12.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,5.0,0.0,1.0,11,1.0,1.0,14.0,1.0,1.0,1.0,3.0,440.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,66.0,0.0,13.0,5.0,1.0,5.0,2.0,2.0
294,5.0,4.0,2.0,1.0,3.0,7.0,2.0,52.0,0.0,3.0,6.0,2.0,0.0,2.0,18.0,5.0,7.0,2.0,5.0,6.0,3.0,2.0,2.0,2.0,6.0,12.0,1.0,1.0,7.0,212,2.0,1.0,1.0,43.0,34.0,1.0,7.0,3.0,0.0,20.0,3.0,2.0,2.0,2.0,19.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,28.0,1.0,8.0,0.0,10.0,3.0,76.0,4.0,1.0,1.0
296,2.0,0.0,0.0,0.0,5.0,1.0,53.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,66.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,14,0.0,0.0,1.0,23.0,6.0,5.0,9.0,0.0,3.0,4.0,13.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
299,4.0,0.0,1.0,0.0,1.0,4.0,2.0,17.0,3.0,3.0,3.0,3.0,1.0,2.0,8.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,114,1.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,1.0,15.0,57.0,0.0,6.0,0.0,40.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0
307,2.0,5.0,2.0,0.0,0.0,28.0,7.0,3.0,2.0,3.0,8.0,0.0,3.0,8.0,20.0,2.0,7.0,8.0,2.0,4.0,0.0,16.0,9.0,14.0,3.0,4.0,1.0,4.0,11.0,5,1.0,3.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,11.0,10.0,2.0,6.0,3.0,3.0,4.0,13.0,2.0,8.0,3.0,13.0,3.0,2.0,5.0,5.0,2.0,1.0,6.0,398.0,1.0,3.0,9.0
308,2.0,3.0,3.0,4.0,1.0,53.0,18.0,12.0,2.0,1.0,11.0,1.0,1.0,16.0,10.0,2.0,13.0,18.0,1.0,1.0,0.0,57.0,6.0,19.0,3.0,2.0,0.0,3.0,5.0,16,6.0,12.0,2.0,1.0,12.0,3.0,0.0,5.0,9.0,8.0,5.0,1.0,3.0,3.0,5.0,3.0,76.0,4.0,10.0,0.0,11.0,0.0,3.0,8.0,6.0,5.0,6.0,4.0,1.0,0.0,0.0,5.0
31,19.0,14.0,3.0,0.0,3.0,129.0,3124.0,331.0,0.0,2.0,14.0,6.0,1.0,114.0,270.0,16.0,10.0,0.0,3.0,1.0,0.0,61.0,1.0,68.0,70.0,182.0,3.0,0.0,1.0,24,0.0,220.0,0.0,1.0,20.0,1.0,54.0,144.0,7.0,20.0,3.0,1.0,4.0,3.0,16.0,3.0,3.0,1.0,7.0,0.0,51.0,3.0,5.0,296.0,214.0,0.0,87.0,37.0,1.0,1.0,1.0,53.0
311,5.0,0.0,0.0,3.0,10.0,2.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,1.0,4.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,33,0.0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,2.0,4.0,5.0,9.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,35.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
312,289.0,422.0,9.0,164.0,5.0,50.0,15.0,137.0,10.0,8.0,59.0,11.0,13.0,103.0,93.0,96.0,26.0,8.0,7.0,4.0,15.0,11.0,11.0,37.0,706.0,433.0,12.0,28.0,11.0,1909,9.0,9.0,54.0,1976.0,368.0,2.0,11.0,428.0,83.0,1021.0,3.0,15.0,69.0,12.0,274.0,107.0,6.0,43.0,56.0,139.0,8.0,43.0,91.0,8.0,150.0,8.0,51.0,26.0,3.0,5.0,18.0,185.0
320,8602.0,215.0,358.0,1415.0,22.0,242.0,105.0,430.0,587.0,158.0,685.0,783.0,50.0,313.0,227.0,371.0,130.0,193.0,67.0,253.0,43.0,4329.0,307.0,184.0,131.0,181.0,1115.0,79.0,250.0,6558,278.0,104.0,256.0,1143.0,28.0,1697.0,459.0,90.0,393.0,1147.0,40.0,7328.0,1182.0,821.0,99.0,465.0,60.0,75.0,44.0,32.0,543.0,406.0,238.0,293.0,1662.0,971.0,616.0,88.0,224.0,18.0,57.0,211.0
323,1.0,33.0,3.0,6.0,5.0,6.0,3.0,15.0,0.0,4.0,16.0,3.0,0.0,0.0,1.0,177.0,1.0,3.0,62.0,9.0,4.0,1.0,12.0,16.0,1.0,13.0,342.0,38.0,3.0,10,0.0,2.0,35.0,1.0,1.0,9.0,3.0,644.0,1.0,0.0,11.0,1.0,108.0,0.0,3.0,15.0,0.0,2.0,6.0,0.0,24.0,6.0,3.0,5.0,1.0,0.0,5.0,21.0,235.0,4.0,6.0,1.0
325,4.0,0.0,4.0,0.0,4.0,3.0,3.0,5.0,5.0,8.0,2.0,4.0,1.0,1.0,21.0,10.0,37.0,1.0,8.0,8.0,13.0,2.0,5.0,1.0,10.0,12.0,0.0,6.0,1.0,1252,3.0,1.0,3.0,433.0,13.0,0.0,35.0,4.0,2.0,37.0,1.0,4.0,11.0,3.0,168.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,1.0,5.0,0.0,15.0,2.0,44.0,7.0,9.0,0.0
335,20.0,2.0,4.0,4.0,22.0,337.0,3.0,18.0,2.0,85.0,63.0,97.0,6.0,91.0,19.0,56.0,29.0,66.0,6.0,32.0,2.0,5.0,43.0,7.0,40.0,23.0,9.0,5.0,83.0,16,155.0,69.0,445.0,31.0,15.0,4.0,5.0,164.0,100.0,12.0,4258.0,151.0,165.0,187.0,17.0,139.0,3.0,169.0,41.0,63.0,1.0,56.0,6.0,47.0,1304.0,1.0,76.0,18.0,17.0,5.0,14.0,15.0
336,28.0,7.0,2.0,7.0,5.0,447.0,14.0,3.0,4.0,573.0,57.0,88.0,70.0,136.0,16.0,151.0,20.0,2.0,6.0,131.0,4.0,4.0,7.0,47.0,32.0,91.0,5.0,19.0,81.0,110,165.0,9.0,78.0,38.0,56.0,1.0,64.0,200.0,74.0,108.0,8.0,3.0,227.0,2.0,30.0,107.0,7.0,29.0,45.0,49.0,57.0,8.0,29.0,58.0,94.0,1.0,31.0,7.0,2.0,3.0,14.0,40.0
337,4.0,0.0,2.0,0.0,0.0,0.0,13.0,89.0,4.0,6.0,1.0,9.0,3.0,8.0,14.0,1.0,88.0,5.0,0.0,3.0,6.0,0.0,2.0,1.0,8.0,12.0,0.0,23.0,0.0,1718,9.0,1.0,3.0,298.0,41.0,1.0,22.0,2.0,0.0,105.0,2.0,0.0,2.0,2.0,164.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,3.0,5.0,4.0,0.0,2.0,13.0,0.0
339,322.0,51.0,3.0,2.0,4.0,199.0,19.0,12.0,4.0,12.0,140.0,13.0,3.0,37.0,369.0,5.0,21.0,27.0,2.0,112.0,11.0,14.0,122.0,28.0,62.0,250.0,7.0,6.0,16.0,1625,9.0,76.0,4.0,98.0,65.0,1.0,75.0,323.0,160.0,626.0,5.0,2.0,5.0,5.0,36.0,5.0,5.0,8.0,94.0,29.0,47.0,21.0,108.0,38.0,97.0,1.0,108.0,14.0,3.0,4.0,13.0,113.0
348,147.0,3.0,14.0,2.0,3.0,49.0,12.0,9.0,11.0,74.0,15.0,33.0,3.0,8.0,70.0,1.0,118.0,3.0,1.0,8.0,2.0,8.0,1.0,16.0,2.0,0.0,3.0,0.0,4.0,6,10.0,5.0,3.0,1.0,33.0,0.0,1.0,2.0,10.0,6.0,2.0,1.0,6.0,17.0,2.0,2.0,16.0,351.0,7.0,1.0,32.0,1.0,0.0,20.0,39.0,3.0,2.0,19.0,3.0,4.0,2.0,29.0
350,369.0,161.0,1088.0,644.0,28.0,147.0,49.0,296.0,293.0,26.0,45.0,20.0,461.0,29.0,135.0,2076.0,25.0,19.0,34.0,16.0,19.0,1508.0,51.0,221.0,47.0,137.0,22.0,56.0,7.0,170,15.0,438.0,378.0,110.0,6.0,28.0,355.0,843.0,198.0,391.0,12.0,1242.0,695.0,18.0,36.0,159.0,3.0,208.0,64.0,2054.0,94.0,173.0,587.0,461.0,1531.0,16.0,958.0,1910.0,18.0,49.0,28.0,32.0
354,5.0,1.0,3.0,2.0,0.0,4.0,10.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,34.0,2.0,26.0,1.0,2.0,6.0,5.0,16.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,38,1.0,5.0,2.0,61.0,7.0,3.0,1.0,6.0,2.0,23.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,5.0,6.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0
358,7.0,4.0,38.0,5.0,5.0,28.0,11.0,53.0,3.0,4.0,2.0,11.0,180.0,3.0,36.0,6.0,48.0,0.0,0.0,11.0,2.0,6.0,2.0,6.0,6.0,1.0,1.0,4.0,17.0,14,3.0,9.0,12.0,8.0,2.0,1.0,74.0,459.0,6.0,44.0,367.0,4.0,257.0,5.0,5.0,267.0,4.0,146.0,8.0,20.0,5.0,1.0,3.0,14.0,4.0,52.0,2.0,1.0,17.0,8.0,4.0,8.0
359,10.0,26.0,34.0,11.0,44.0,357.0,14.0,79.0,3.0,0.0,4.0,32.0,2.0,74.0,1.0,15.0,10.0,3.0,8.0,5.0,1.0,7.0,1.0,223.0,3.0,25.0,4.0,3.0,12.0,62,6.0,3.0,182.0,3.0,0.0,2938.0,61.0,7412.0,24.0,4.0,28.0,3.0,126.0,7.0,19.0,2.0,5.0,182.0,69.0,65.0,18.0,167.0,24.0,32.0,323.0,19.0,62.0,121.0,7.0,13.0,1.0,10.0
36,2.0,2.0,6.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,670.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0
364,4.0,0.0,2.0,0.0,8.0,234.0,5.0,13.0,28.0,11.0,2.0,2.0,1.0,7.0,115.0,67.0,10.0,0.0,1.0,4.0,0.0,5.0,2.0,9.0,2.0,3.0,1.0,2.0,9.0,144,2.0,16.0,5.0,1.0,3.0,2.0,1.0,8.0,2.0,0.0,465.0,1.0,15.0,3.0,1.0,8.0,0.0,15.0,0.0,3.0,8.0,4.0,217.0,10.0,109.0,0.0,3.0,4.0,1.0,5.0,1.0,1.0
375,30.0,65.0,7.0,40.0,23.0,140.0,19.0,32.0,93.0,21.0,233.0,36.0,8.0,158.0,146.0,387.0,618.0,12.0,8.0,212.0,37.0,3.0,34.0,47.0,41.0,451.0,3.0,35.0,195.0,4105,14.0,1058.0,46.0,876.0,206.0,5.0,274.0,104.0,78.0,395.0,2994.0,143.0,575.0,93.0,414.0,167.0,16.0,53.0,76.0,75.0,76.0,62.0,1400.0,71.0,128.0,147.0,90.0,9.0,174.0,7.0,33.0,351.0
383,2.0,0.0,2.0,0.0,0.0,13.0,5.0,21.0,0.0,0.0,5.0,2.0,1.0,6.0,5.0,1.0,68.0,3.0,0.0,4.0,1.0,4.0,1.0,10.0,8.0,2.0,0.0,0.0,2.0,255,2.0,2.0,0.0,9.0,90.0,0.0,5.0,8.0,4.0,30.0,2.0,1.0,3.0,0.0,38.0,2.0,14.0,1.0,8.0,0.0,10.0,0.0,0.0,10.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0
385,1.0,0.0,1.0,6.0,1.0,27.0,15.0,5.0,2.0,1.0,7.0,0.0,1.0,12.0,3.0,4.0,16.0,6.0,3.0,1.0,0.0,61.0,8.0,30.0,0.0,0.0,1.0,1.0,2.0,4,0.0,2.0,2.0,1.0,3.0,2.0,0.0,9.0,7.0,3.0,5.0,1.0,4.0,4.0,2.0,3.0,33.0,4.0,8.0,0.0,6.0,1.0,1.0,9.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0
387,7.0,1.0,17.0,9.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,16.0,3.0,1.0,46.0,2.0,3.0,9.0,1.0,8.0,158.0,6.0,0.0,0.0,0.0,2.0,5.0,10,1.0,4.0,3.0,0.0,0.0,1.0,1.0,9.0,23.0,8.0,2.0,1.0,5.0,2.0,1.0,21.0,2.0,3.0,17.0,3.0,13.0,1.0,2.0,2.0,1.0,0.0,3.0,60.0,0.0,2.0,1.0,4.0
392,6.0,0.0,2.0,5.0,2.0,19.0,8.0,25.0,1.0,2.0,3.0,1.0,2.0,5.0,10.0,3.0,31.0,4.0,0.0,2.0,0.0,32.0,0.0,18.0,2.0,2.0,1.0,3.0,4.0,12,0.0,2.0,0.0,59.0,3.0,0.0,1.0,3.0,0.0,10.0,5.0,2.0,3.0,1.0,41.0,2.0,4.0,3.0,2.0,1.0,6.0,2.0,6.0,13.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,2.0
397,8.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,2.0,1.0,1.0,2.0,0.0,5.0,1.0,2.0,13.0,1.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,10.0,1.0,4.0,0.0,65,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,11.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0
399,9.0,0.0,4.0,6.0,2.0,8.0,16.0,99.0,7.0,15.0,25.0,15.0,6.0,14.0,478.0,9.0,80.0,1.0,12.0,4.0,21.0,18.0,10.0,6.0,284.0,63.0,1.0,20.0,7.0,3447,18.0,0.0,3.0,571.0,64.0,3.0,64.0,0.0,0.0,48.0,1.0,2.0,5.0,3.0,513.0,1.0,5.0,7.0,1.0,7.0,3.0,3.0,68.0,5.0,12.0,1.0,17.0,1.0,2.0,13.0,16.0,0.0
40,6.0,11.0,7.0,3.0,8.0,139.0,2.0,5.0,3.0,12.0,3.0,45.0,9.0,214.0,32.0,1.0,10.0,3.0,0.0,370.0,7.0,2.0,2.0,40.0,3.0,45.0,1.0,8.0,47.0,158,3.0,25.0,70.0,5.0,2.0,5.0,85.0,898.0,9.0,16.0,338.0,5.0,6.0,4.0,2.0,7.0,4.0,1278.0,30.0,455.0,11.0,21.0,7.0,7.0,272.0,4.0,3.0,38.0,1.0,2.0,5.0,2.0
400,311.0,120.0,208.0,3491.0,32.0,7188.0,93.0,208.0,308.0,398.0,409.0,1028.0,73.0,457.0,529.0,686.0,2069.0,10.0,11.0,104.0,18.0,133.0,200.0,858.0,67.0,342.0,37.0,61.0,295.0,845,2215.0,911.0,616.0,154.0,8.0,28.0,1300.0,530.0,539.0,226.0,78.0,1304.0,3870.0,2095.0,224.0,924.0,48.0,737.0,388.0,26.0,649.0,291.0,185.0,352.0,2794.0,23.0,769.0,95.0,114.0,26.0,36.0,21.0
406,2.0,0.0,0.0,1.0,1.0,0.0,4.0,17.0,0.0,1.0,0.0,2.0,0.0,4.0,16.0,6.0,60.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,7.0,3.0,427,3.0,1.0,0.0,46.0,9.0,0.0,6.0,0.0,0.0,15.0,2.0,0.0,1.0,1.0,54.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,8.0,1.0,2.0,5.0,0.0
408,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0
409,597.0,923.0,1794.0,525.0,58.0,4746.0,542.0,1191.0,3207.0,1403.0,612.0,99.0,42.0,3062.0,1415.0,1490.0,1020.0,13294.0,823.0,2121.0,41.0,144798.0,8799.0,1312.0,204.0,468.0,227.0,31.0,1701.0,59,263.0,797.0,464.0,24.0,1032.0,15.0,86.0,1610.0,837.0,1580.0,90.0,428.0,61.0,85.0,308.0,73.0,34766.0,130.0,644.0,49.0,1068.0,126.0,312.0,2456.0,1599.0,23.0,46.0,260.0,48.0,37.0,24.0,406.0
40_2,3.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,9,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0
411,3.0,1.0,2.0,3.0,1.0,12.0,8.0,4.0,0.0,0.0,2.0,0.0,2.0,13.0,3.0,3.0,22.0,3.0,0.0,2.0,0.0,2.0,1.0,12.0,0.0,0.0,2.0,1.0,3.0,6,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,7.0,4.0,3.0,0.0,9.0,0.0,1.0,10.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,8.0
412,9.0,17.0,49.0,16.0,37.0,201.0,10.0,29.0,32.0,0.0,21.0,30.0,0.0,8.0,133.0,48.0,13.0,10.0,0.0,4.0,1.0,4.0,0.0,5.0,10.0,35.0,2.0,3.0,14.0,2,14.0,7.0,475.0,2.0,129.0,1.0,94.0,7053.0,43.0,1.0,32.0,1.0,9.0,7.0,11.0,319.0,1491.0,8.0,27.0,1.0,63.0,6.0,6.0,42.0,5.0,0.0,1.0,80.0,4.0,1.0,0.0,11.0
418,4.0,0.0,0.0,0.0,0.0,16.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,11.0,1.0,17.0,9.0,16.0,3.0,2.0,91.0,14.0,8.0,3.0,2.0,5.0,1.0,5.0,18,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,7.0,1.0,0.0,1.0,0.0,7.0,3.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
419,7.0,0.0,0.0,3.0,1.0,8.0,23.0,12.0,5.0,1.0,6.0,1.0,1.0,2.0,8.0,3.0,113.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,16.0,13.0,1.0,1.0,5.0,9,1.0,1.0,0.0,23.0,62.0,5.0,6.0,1.0,1.0,10.0,5.0,2.0,5.0,1.0,40.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,8.0,4.0,2.0,3.0,2.0,192.0,1.0,1.0,1.0
