seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
V,Xu_2009_SUTs,transcript,151206,151886,.,-,.,ID=ST4529;Name=SUT505;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT505
V,Xu_2009_SUTs,transcript,156110,156494,.,-,.,ID=ST4532;Name=SUT506;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0852;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.960384028600864;expr_in_YPGal/YPD=-0.188421738062807;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.89165025264912;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0574412997550784,SUT506
V,Xu_2009_SUTs,transcript,161494,162446,.,-,.,ID=ST4534;Name=SUT507;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0855;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST0854;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.70776869563624;expr_in_YPGal/YPD=-1.05441081304922;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.16345331475032;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.295398627701402;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.99882279565636;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.250620570026887,SUT507
V,Xu_2009_SUTs,transcript,173474,173770,.,+,.,ID=ST0858;Name=SUT089;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4538;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.0451602876620618;expr_in_YPGal/YPD=-0.195783967007464;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.235961038883478;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0772076562742425,SUT089
V,Xu_2009_SUTs,transcript,176086,177590,.,-,.,ID=ST4539;Name=SUT508;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0860;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=0.757881119347783;expr_in_YPGal/YPD=0.813933221475579;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-4.18589687213157;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-3.31323588068282;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.198146922279347;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.189736577452757,SUT508
V,Xu_2009_SUTs,transcript,186934,188070,.,-,.,ID=ST4541;Name=SUT509;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0864;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.07895288704955;expr_in_YPGal/YPD=-0.409867485592181;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=2.14612702083005;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=1.18176831446667;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.884500923161483;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.247015509576956,SUT509
V,Xu_2009_SUTs,transcript,191978,192682,.,+,.,ID=ST0865;Name=SUT090;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4543;expr_in_YPE/YPD=0.469332597982574;expr_in_YPGal/YPD=-0.575021865979568;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.0196275961187067;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.249093279713601;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT090
V,Xu_2009_SUTs,transcript,192782,194150,.,-,.,ID=ST4544;Name=SUT510;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0866;expr_in_YPE/YPD=0.757102216623545;expr_in_YPGal/YPD=0.393289313213272;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.25305083361455;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.449254121220596;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT510
V,Xu_2009_SUTs,transcript,194630,195030,.,-,.,ID=ST4546;Name=SUT511;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0867;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.10718226232503;expr_in_YPGal/YPD=-0.515967835096084;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.181788467889926;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.111361899604657,SUT511
V,Xu_2009_SUTs,transcript,203350,204590,.,-,.,ID=ST4547;Name=SUT512;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0871;expr_in_YPE/YPD=-1.6739584389823;expr_in_YPGal/YPD=-1.54652438959161;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=3.15894022673326;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.607212761814582;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT512
V,Xu_2009_SUTs,transcript,241758,242662,.,-,.,ID=ST4562;Name=SUT513;end_confidence=mapped5;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0884;expr_in_YPE/YPD=-0.925384312529484;expr_in_YPGal/YPD=-0.834248852397657;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.65429797340598;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.269406229150683;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT513
V,Xu_2009_SUTs,transcript,268859,269427,.,+,.,ID=ST0889;Name=SUT091;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4576;expr_in_YPE/YPD=0.660835495076586;expr_in_YPGal/YPD=0.435897214358432;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-2.21720469678234;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.644070612455607;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT091
V,Xu_2009_SUTs,transcript,270691,271571,.,+,.,ID=ST0890;Name=SUT092;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4576;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST4577;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.38601921072129;expr_in_YPGal/YPD=-0.894301808922206;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.0851770313741564;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0667716657077246;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-2.21720469678234;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.644070612455607,SUT092
V,Xu_2009_SUTs,transcript,273983,278263,.,-,.,"ID=ST4580;Name=SUT514;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST4581;sense_antisense_pair_with=ST0892;expr_in_YPE/YPD=-0.215638664410355;expr_in_YPGal/YPD=0.409808449778126;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.557334057424075,-2.2598976158571;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.106287688652497,-1.59257417698568;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT514
V,Xu_2009_SUTs,transcript,284419,287443,.,+,.,ID=ST0895;Name=SUT093;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4584;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-2.17383322885033;expr_in_YPGal/YPD=-0.419432823375194;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=4.50710153555767;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.350964866847045;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.699432255601015;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.0428750698686562,SUT093
V,Xu_2009_SUTs,transcript,309005,309045,.,+,.,ID=ST0905;Name=SUT094;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4592;expr_in_YPE/YPD=-0.197029932996849;expr_in_YPGal/YPD=-1.46219950610816;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.199579204820514;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.283383961706229;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT094
V,Xu_2009_SUTs,transcript,335589,335733,.,+,.,ID=ST0913;Name=SUT095;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT095
V,Xu_2009_SUTs,transcript,363969,364313,.,-,.,ID=ST4609;Name=SUT515;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=NA;expr_in_YPGal/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT515
V,Xu_2009_SUTs,transcript,377949,378709,.,+,.,ID=ST0925;Name=SUT096;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4612;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.444182743931612;expr_in_YPGal/YPD=-0.954409879315909;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-1.16832939763146;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.625540783789173;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.918210853015828;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0110174357440984,SUT096
V,Xu_2009_SUTs,transcript,401889,402321,.,-,.,"ID=ST4620;Name=SUT516;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0929,ST0930;expr_in_YPE/YPD=1.60283753529427;expr_in_YPGal/YPD=0.90586825550004;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.615388055965824,3.28365325074925;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.354614287372459,1.07334881498568;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT516
V,Xu_2009_SUTs,transcript,489926,491262,.,+,.,ID=ST0952;Name=SUT097;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4645;expr_in_YPE/YPD=-1.4077180131505;expr_in_YPGal/YPD=-0.582706985415798;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.718223967106935;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.112976399043079;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT097
V,Xu_2009_SUTs,transcript,504006,504950,.,+,.,ID=ST0954;Name=SUT098;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4650;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.297070287570383;expr_in_YPGal/YPD=1.11973733240247;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.508679182059787;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.320841488183255,SUT098
V,Xu_2009_SUTs,transcript,509818,510218,.,-,.,ID=ST4652;Name=SUT517;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0955;expr_in_YPE/YPD=-1.31123639986677;expr_in_YPGal/YPD=0.340923123251391;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.761745440322641;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0816728833028875;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT517
V,Xu_2009_SUTs,transcript,522874,522938,.,-,.,ID=ST4654;Name=SUT518;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0959;shares_5NFR_in_tandem_with=ST4653;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.243134308125132;expr_in_YPGal/YPD=-2.73486715513156;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.46736262759392;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.221005648996963,SUT518
V,Xu_2009_SUTs,transcript,526937,527266,.,-,.,ID=ST4655;Name=SUT519;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0961;expr_in_YPE/YPD=-0.126487904312723;expr_in_YPGal/YPD=-0.161847020794907;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.970654578191497;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.137985437200506;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT519
V,Xu_2009_SUTs,transcript,540658,541458,.,-,.,ID=ST4659;Name=SUT520;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0963;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-1.67520928247023;expr_in_YPGal/YPD=-1.30632106817766;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-1.22555238030289;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.219313445187041,SUT520
V,Xu_2009_SUTs,transcript,548578,549242,.,-,.,ID=ST4661;Name=SUT521;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0966;expr_in_YPE/YPD=-0.191418317276997;expr_in_YPGal/YPD=0.217098914201033;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=0.649913140631223;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.551036581906865;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT521
V,Xu_2009_SUTs,transcript,554134,556030,.,+,.,ID=ST0968;Name=SUT099;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4663;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=-0.64390368341336;expr_in_YPGal/YPD=0.0585812853993479;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.366158636079027;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.132895940532744;expr_of_SUT_sharing_5NFR_in_YPE/YPD=-0.827206041201852;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.372332024856348,SUT099
V,Xu_2009_SUTs,transcript,559426,561106,.,-,.,ID=ST4665;Name=SUT522;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0969;expr_in_YPE/YPD=0.649979862799843;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.389608352739376;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.200428797587051;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT522
V,Xu_2009_SUTs,transcript,562802,563154,.,-,.,ID=ST4667;Name=SUT523;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0970;expr_in_YPE/YPD=1.51762583698419;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.23466170473591;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT523
V,Xu_2009_SUTs,transcript,562950,564462,.,+,.,ID=ST0970;Name=SUT100;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST4666;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=1.23466170473591;expr_in_YPGal/YPD=0;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=1.51762583698419;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.270628984311605;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=0.206285828540172,SUT100
VI,Xu_2009_SUTs,transcript,54578,55274,.,+,.,"ID=ST0982;Name=SUT101;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4676,ST4677;expr_in_YPE/YPD=-0.424723333005006;expr_in_YPGal/YPD=-0.361147546798539;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.228445204806647,0.174350514495315;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.694970562163943,-0.161076441050247;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT101
VI,Xu_2009_SUTs,transcript,76575,77791,.,-,.,"ID=ST4681;Name=SUT524;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0986,ST0987;expr_in_YPE/YPD=-1.58758448038224;expr_in_YPGal/YPD=-0.958500760822252;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.875482915934778,4.32336408767524;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.403388061605135,2.28711369158889;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT524
VI,Xu_2009_SUTs,transcript,78051,79331,.,+,.,"ID=ST0988;Name=SUT102;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4682,ST4683;expr_in_YPE/YPD=0.384003259776997;expr_in_YPGal/YPD=-0.273970706598714;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.646482249990299,-0.574841338791772;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.0244499103370601,-0.274904749183444;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA",SUT102
VI,Xu_2009_SUTs,transcript,89579,90771,.,+,.,ID=ST0990;Name=SUT103;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST4687;expr_in_YPE/YPD=-0.771554533680864;expr_in_YPGal/YPD=-0.192729880783162;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.480597898080411;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=0.533318744543732;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT103
VI,Xu_2009_SUTs,transcript,97536,98008,.,-,.,ID=ST4691;Name=SUT525;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=ST0993;expr_in_YPE/YPD=-0.363402009362478;expr_in_YPGal/YPD=-0.0735914234849919;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=-0.519556022277332;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=-0.413500582378843;expr_of_SUT_sharing_5NFR_in_YPE/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=NA,SUT525
VI,Xu_2009_SUTs,transcript,103283,103555,.,-,.,ID=ST4693;Name=SUT526;end_confidence=bothEndsMapped;source=Manual;shares_5NFR_in_divergent_configuration_with=ST0994;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA;sense_antisense_pair_with=NA;expr_in_YPE/YPD=1.81181624141166;expr_in_YPGal/YPD=0.81798755282995;expr_of_SUT_in_sense_antisense_pair_in_YPE/YPD=NA;expr_of_SUT_in_sense_antisense_pair_in_YPGal/YPD=NA;expr_of_SUT_sharing_5NFR_in_YPE/YPD=0.29687737507282;expr_of_SUT_sharing_5NFR_in_YPGal/YPD=-0.0512092709815972,SUT526
