PPI_1,PPI_2
MID2:WSC3,FMP45:MID2
MID2:WSC3,TPO1:MID2
FMP45:WSC2,WSC2:MID2
FMP45:WSC2,FMP45:MID2
OSH7:MID2,TPO4:MID2
OSH7:MID2,RSN1:MID2
OSH7:MID2,TPO2:MID2
OSH7:MID2,HNM1:MID2
OSH7:MID2,WSC2:MID2
OSH7:MID2,MAM33:MID2
OSH7:MID2,FMP45:MID2
OSH7:MID2,TPO1:MID2
DHH1:DED1,DHH1:LSM3
DHH1:DED1,DHH1:SRO9
DHH1:LSM6,DHH1:LSM3
DHH1:LSM6,DHH1:SRO9
PGM2:HUG1,ACB1:HUG1
PGM2:HUG1,HUG1:SLA2
PGM2:HUG1,ARP2:PGM2
PGM2:HUG1,ALO1:PGM2
PGM2:HUG1,ARC40:PGM2
PGM2:HUG1,CWH41:HUG1
PGM2:HUG1,PGM2:ADE17
PGM2:HUG1,VMA8:PGM2
PGM2:HUG1,HUG1:SKI3
PGM2:HUG1,SSD1:PGM2
PGM2:HUG1,PGM2:ARC35
PGM2:HUG1,INO1:HUG1
PGM2:HUG1,ALO1:HUG1
PGM2:HUG1,ARC19:HUG1
PGM2:HUG1,GPM2:HUG1
PGM2:HUG1,PGM2:SNC2
PGM2:HUG1,HUG1:VPS21
PGM2:HUG1,ARC18:HUG1
PGM2:HUG1,TPD3:PGM2
PGM2:HUG1,HUG1:ADE17
PGM2:HUG1,SSL2:PGM2
PGM2:HUG1,SEC27:PGM2
ERG5:ERV25,ERV25:PKR1
ERG5:ERV25,VMA21:ERV25
ERG5:ERV25,ERV25:PPZ1
ERG5:ERV25,ERV25:GOT1
ERG5:ERV25,OLE1:ERG5
ERG5:ERV25,MYO1:ERG5
ERG5:ERV25,ERV25:ERP4
ERG5:ERV25,SUR2:ERV25
ERG5:ERV25,OLE1:ERV25
ERG5:ERV25,BAP2:ERV25
ERG5:ERV25,SSH1:ERV25
ERG5:ERV25,EPT1:ERV25
ERG5:ERV25,PHO88:ERV25
ERG5:ERV25,MCD4:ERV25
ERG5:ERV25,ERV25:ORM2
ERG5:ERV25,ERG5:ERG11
ERG5:ERV25,CBR1:ERV25
ERG5:ERV25,ERV25:SCS7
ERG5:ERV25,SHR3:ERV25
ERG5:ERV25,ERV25:ERG11
ERG5:ERV25,COS4:ERV25
ERG5:ERV25,ERP5:ERV25
ERG5:ERV25,ERV25:CPT1
ERG5:ERV25,RPB5:ERG5
ERG5:ERV25,ERV25:SEY1
ERG5:ERV25,GTT1:ERV25
ERG5:ERV25,ERV25:VHS3
ERG5:ERV25,ERV25:RBD2
ERG5:ERV25,ERV25:YDC1
ERG5:ERV25,ERP1:ERG5
ERG5:ERV25,ERV25:SWP1
ERG5:ERV25,KRE27:ERV25
ERG5:ERV25,AYT1:ERG5
ERG5:ERV25,ERP1:ERV25
ERG5:ERV25,EMP47:ERV25
ERG5:ERV25,ERV25:UIP4
ERG5:ERV25,ERG5:PIS1
ERG5:ERV25,WBP1:ERV25
ERG5:ERV25,ERV25:ALG5
ERG5:ERV25,PIS1:ERV25
ERG5:ERV25,YBR241C:ERV25
ERG5:ERV25,ERG3:ERV25
ERV25:PKR1,SSH1:ERV25
ERV25:PKR1,ERV25:ORM2
ERV25:PKR1,ERV25:ERG11
ERV25:PKR1,ERV25:RBD2
ERV25:PKR1,EMP47:ERV25
ERV25:PKR1,ERV25:UIP4
ERV25:PKR1,PIS1:ERV25
FMP45:MDG1,FMP45:MID2
CTR2:ATG27,PMC1:CTR2
TPO1:YLR326W,TPO1:HNM1
TPO1:YLR326W,TPO1:TCB2
TPO1:YLR326W,TPO2:TPO1
TPO1:YLR326W,TPO1:MID2
GPX2:FMP45,FMP45:MID2
PAT1:DHH1,DHH1:LSM3
PAT1:DHH1,DHH1:SRO9
YGR130C:TPO4,TPO4:MID2
YGR130C:TPO4,TPO4:HNM1
YGR130C:TPO4,ERG11:TPO4
DHH1:PUB1,DHH1:LSM3
DHH1:PUB1,DHH1:SRO9
COG3:SNA3,SNA3:RET2
COG3:SNA3,PLM2:SNA3
VMA8:ADE17,GIS2:ADE17
VMA8:ADE17,PGM2:ADE17
VMA8:ADE17,HYR1:ADE17
VMA8:ADE17,HUG1:ADE17
PMC1:YMR221C,PMC1:CTR2
FTH1:VAC8,SNA4:VAC8
VMA21:ERV25,SSH1:ERV25
VMA21:ERV25,ERV25:ORM2
VMA21:ERV25,ERV25:ERG11
VMA21:ERV25,ERV25:RBD2
VMA21:ERV25,EMP47:ERV25
VMA21:ERV25,ERV25:UIP4
VMA21:ERV25,PIS1:ERV25
PLM2:YLR413W,PLM2:HNM1
PLM2:YLR413W,PLM2:SNA3
GIS2:DBP1,GIS2:ADE17
GIS2:DBP1,GIS2:SRO9
GTR1:SLM4,VMA8:GTR1
GTR1:SLM4,SLM4:MEH1
GTR1:SLM4,MEH1:GTR1
GTR1:SLM4,SNA4:GTR1
GTR1:SLM4,PIB2:GTR1
GTR1:SLM4,VAC8:GTR1
AKR1:CTR2,PMC1:CTR2
MAM33:SLM1,MAM33:MID2
MAM33:SLM1,MAM33:HNM1
RET2:RBD2,EMP47:RET2
RET2:RBD2,RBD2:HNM1
RET2:RBD2,SNA3:RET2
RET2:RBD2,ERV25:RBD2
SEC27:RBD2,RBD2:HNM1
SEC27:RBD2,ERV25:RBD2
ERV25:PPZ1,SSH1:ERV25
ERV25:PPZ1,ERV25:ORM2
ERV25:PPZ1,ERV25:ERG11
ERV25:PPZ1,ERV25:RBD2
ERV25:PPZ1,EMP47:ERV25
ERV25:PPZ1,ERV25:UIP4
ERV25:PPZ1,PIS1:ERV25
HNM1:DUR3,TPO1:HNM1
HNM1:DUR3,ERG11:HNM1
HNM1:DUR3,TPO4:HNM1
HNM1:DUR3,RBD2:HNM1
HNM1:DUR3,TPO2:HNM1
HNM1:DUR3,HNM1:MID2
HNM1:DUR3,MAM33:HNM1
HNM1:DUR3,PLM2:HNM1
RER2:SNA3,SNA3:RET2
RER2:SNA3,PLM2:SNA3
SNA3:ACF2,SNA3:RET2
SNA3:ACF2,ERG11:ACF2
SNA3:ACF2,PLM2:SNA3
FLC2:FMP45,FMP45:MID2
ERG11:SWP1,ERG11:HNM1
ERG11:SWP1,PIS1:ERG11
ERG11:SWP1,ERG5:ERG11
ERG11:SWP1,ERV25:ERG11
ERG11:SWP1,ERG11:ACF2
ERG11:SWP1,ERG11:SSH1
ERG11:SWP1,ERG11:ORM2
ERG11:SWP1,ERG11:TPO4
ERG11:SWP1,ERG11:HYR1
SKI8:ADE17,GIS2:ADE17
SKI8:ADE17,PGM2:ADE17
SKI8:ADE17,HYR1:ADE17
SKI8:ADE17,HUG1:ADE17
SNQ2:PLM2,PLM2:HNM1
SNQ2:PLM2,PLM2:SNA3
ERG11:KRE27,ERG11:HNM1
ERG11:KRE27,PIS1:ERG11
ERG11:KRE27,ERG5:ERG11
ERG11:KRE27,ERV25:ERG11
ERG11:KRE27,ERG11:ACF2
ERG11:KRE27,ERG11:SSH1
ERG11:KRE27,ERG11:ORM2
ERG11:KRE27,ERG11:TPO4
ERG11:KRE27,ERG11:HYR1
PLM2:MUP1,PLM2:HNM1
PLM2:MUP1,PLM2:SNA3
YDR119W:PMC1,PMC1:CTR2
PHO88:PIS1,PIS1:ERG11
PHO88:PIS1,PIS1:ERV25
ERS1:RBD2,RBD2:HNM1
ERS1:RBD2,ERV25:RBD2
ATG27:RBD2,RBD2:HNM1
ATG27:RBD2,ERV25:RBD2
ERP1:ERG11,ERG11:HNM1
ERP1:ERG11,PIS1:ERG11
ERP1:ERG11,ERG5:ERG11
ERP1:ERG11,ERV25:ERG11
ERP1:ERG11,ERG11:ACF2
ERP1:ERG11,ERG11:SSH1
ERP1:ERG11,ERG11:ORM2
ERP1:ERG11,ERG11:TPO4
ERP1:ERG11,ERG11:HYR1
FTR1:HNM1,TPO1:HNM1
FTR1:HNM1,ERG11:HNM1
FTR1:HNM1,TPO4:HNM1
FTR1:HNM1,RBD2:HNM1
FTR1:HNM1,TPO2:HNM1
FTR1:HNM1,HNM1:MID2
FTR1:HNM1,MAM33:HNM1
FTR1:HNM1,PLM2:HNM1
MID2:MEP3,TPO4:MID2
MID2:MEP3,RSN1:MID2
MID2:MEP3,TPO2:MID2
MID2:MEP3,HNM1:MID2
MID2:MEP3,WSC2:MID2
MID2:MEP3,MAM33:MID2
MID2:MEP3,FMP45:MID2
MID2:MEP3,TPO1:MID2
YBL029C-A:TPO1,TPO1:HNM1
YBL029C-A:TPO1,TPO1:TCB2
YBL029C-A:TPO1,TPO2:TPO1
YBL029C-A:TPO1,TPO1:MID2
TPO4:MID2,GPA2:MID2
TPO4:MID2,RSN1:MID2
TPO4:MID2,TPO2:MID2
TPO4:MID2,RIM1:TPO4
TPO4:MID2,PST2:TPO4
TPO4:MID2,TPO4:HNM1
TPO4:MID2,TPO4:FLC1
TPO4:MID2,TPO4:LSP1
TPO4:MID2,RIM1:MID2
TPO4:MID2,ENA2:MID2
TPO4:MID2,PST2:MID2
TPO4:MID2,HNM1:MID2
TPO4:MID2,WSC2:MID2
TPO4:MID2,YOR1:TPO4
TPO4:MID2,DNF2:MID2
TPO4:MID2,SMI1:MID2
TPO4:MID2,MID2:LSP1
TPO4:MID2,QDR2:MID2
TPO4:MID2,PLM2:TPO4
TPO4:MID2,PPZ1:TPO4
TPO4:MID2,TPO4:PDR12
TPO4:MID2,MAM33:MID2
TPO4:MID2,VHT1:MID2
TPO4:MID2,YOR1:MID2
TPO4:MID2,OSH6:TPO4
TPO4:MID2,MUP1:TPO4
TPO4:MID2,GIN4:MID2
TPO4:MID2,TCB3:TPO4
TPO4:MID2,OLE1:TPO4
TPO4:MID2,HXT1:MID2
TPO4:MID2,FPS1:MID2
TPO4:MID2,MID2:PPZ1
TPO4:MID2,YGL108C:MID2
TPO4:MID2,MID2:PDR12
TPO4:MID2,MID2:DYN3
TPO4:MID2,MID2:LCB1
TPO4:MID2,MUP1:MID2
TPO4:MID2,SDS23:MID2
TPO4:MID2,MID2:TCB3
TPO4:MID2,MID2:RTS1
TPO4:MID2,OLE1:MID2
TPO4:MID2,FMP45:TPO4
TPO4:MID2,SLM1:MID2
TPO4:MID2,FTR1:TPO4
TPO4:MID2,SFK1:TPO4
TPO4:MID2,SYP1:MID2
TPO4:MID2,FMP45:MID2
TPO4:MID2,HSP30:TPO4
TPO4:MID2,BBC1:MID2
TPO4:MID2,ERG11:TPO4
TPO4:MID2,MID2:MYO5
TPO4:MID2,FTR1:MID2
TPO4:MID2,OSH7:TPO4
TPO4:MID2,TPO1:MID2
SNA4:YBT1,SNA4:GTR2
SNA4:YBT1,SNA4:VAC8
FMP45:FLC1,FMP45:MID2
GPA2:MID2,RSN1:MID2
GPA2:MID2,TPO2:MID2
GPA2:MID2,HNM1:MID2
GPA2:MID2,WSC2:MID2
GPA2:MID2,MAM33:MID2
GPA2:MID2,FMP45:MID2
GPA2:MID2,TPO1:MID2
AKR1:RBD2,RBD2:HNM1
AKR1:RBD2,ERV25:RBD2
TPO1:HNM1,HNM1:SFK1
TPO1:HNM1,RFS1:HNM1
TPO1:HNM1,QDR2:TPO1
TPO1:HNM1,HSP30:HNM1
TPO1:HNM1,TVP15:HNM1
TPO1:HNM1,ITR1:HNM1
TPO1:HNM1,ERG11:HNM1
TPO1:HNM1,HNM1:WSC3
TPO1:HNM1,HNM1:OSH7
TPO1:HNM1,GDI1:HNM1
TPO1:HNM1,UFD4:TPO1
TPO1:HNM1,HNM1:MEP3
TPO1:HNM1,TPO4:HNM1
TPO1:HNM1,GPA2:HNM1
TPO1:HNM1,RBD2:HNM1
TPO1:HNM1,PLM2:TPO1
TPO1:HNM1,HXT5:TPO1
TPO1:HNM1,HXT1:TPO1
TPO1:HNM1,TPO2:HNM1
TPO1:HNM1,TPO1:PDR12
TPO1:HNM1,HNM1:YGR130C
TPO1:HNM1,TPO1:YLR413W
TPO1:HNM1,SNQ2:TPO1
TPO1:HNM1,MUP1:TPO1
TPO1:HNM1,HNM1:MID2
TPO1:HNM1,TPO1:TCB3
TPO1:HNM1,HNM1:PDR5
TPO1:HNM1,HNM1:YVH1
TPO1:HNM1,HNM1:SWP1
TPO1:HNM1,YDR034W-B:TPO1
TPO1:HNM1,HNM1:YJU3
TPO1:HNM1,TPO1:TPO3
TPO1:HNM1,RIM1:HNM1
TPO1:HNM1,TPO1:DIP5
TPO1:HNM1,HNM1:MEP1
TPO1:HNM1,HNM1:MSC3
TPO1:HNM1,HNM1:YLR326W
TPO1:HNM1,FMP45:TPO1
TPO1:HNM1,DOP1:HNM1
TPO1:HNM1,PST2:HNM1
TPO1:HNM1,HNM1:WSC2
TPO1:HNM1,DUR3:TPO1
TPO1:HNM1,GPX2:HNM1
TPO1:HNM1,FLC2:HNM1
TPO1:HNM1,HNM1:SMI1
TPO1:HNM1,HNM1:FLC1
TPO1:HNM1,HNM1:LSP1
TPO1:HNM1,SFK1:TPO1
TPO1:HNM1,HNM1:QDR2
TPO1:HNM1,RFS1:TPO1
TPO1:HNM1,MAM33:HNM1
TPO1:HNM1,HNM1:VHT1
TPO1:HNM1,HNM1:YOR1
TPO1:HNM1,TPO1:TCB2
TPO1:HNM1,PLM2:HNM1
TPO1:HNM1,TPO1:MEP3
TPO1:HNM1,HNM1:HXT5
TPO1:HNM1,HNM1:HXT1
TPO1:HNM1,HNM1:HXT2
TPO1:HNM1,HNM1:PPZ1
TPO1:HNM1,HNM1:YGL108C
TPO1:HNM1,HNM1:YMR010W
TPO1:HNM1,HNM1:PDR12
TPO1:HNM1,TPO2:TPO1
TPO1:HNM1,HNM1:YLR413W
TPO1:HNM1,SNQ2:HNM1
TPO1:HNM1,HNM1:MUP1
TPO1:HNM1,SDS23:HNM1
TPO1:HNM1,HNM1:TCB3
TPO1:HNM1,TPO1:MID2
TPO1:HNM1,HNM1:SLM1
TPO1:HNM1,TPO1:RSA3
PHO13:ADE17,GIS2:ADE17
PHO13:ADE17,PGM2:ADE17
PHO13:ADE17,HYR1:ADE17
PHO13:ADE17,HUG1:ADE17
PLM2:TCB3,PLM2:HNM1
PLM2:TCB3,PLM2:SNA3
EHT1:SNA3,SNA3:RET2
EHT1:SNA3,PLM2:SNA3
EHT1:ALO1,HYR1:ALO1
EHT1:ALO1,UIP4:ALO1
EHT1:ALO1,ALO1:HUG1
SAM35:ALO1,HYR1:ALO1
SAM35:ALO1,UIP4:ALO1
SAM35:ALO1,ALO1:HUG1
FMP45:ARF3,FMP45:MID2
SNA4:HXT1,SNA4:GTR2
SNA4:HXT1,SNA4:VAC8
DHH1:SCD6,DHH1:LSM3
DHH1:SCD6,DHH1:SRO9
SSH1:ERV29,SSH1:ERV25
SSH1:ERV29,ORM2:SSH1
SSH1:ERV29,ERG11:SSH1
ERV25:GOT1,SSH1:ERV25
ERV25:GOT1,ERV25:ORM2
ERV25:GOT1,ERV25:ERG11
ERV25:GOT1,ERV25:RBD2
ERV25:GOT1,EMP47:ERV25
ERV25:GOT1,ERV25:UIP4
ERV25:GOT1,PIS1:ERV25
HNM1:SFK1,ERG11:HNM1
HNM1:SFK1,TPO4:HNM1
HNM1:SFK1,RBD2:HNM1
HNM1:SFK1,TPO2:HNM1
HNM1:SFK1,HNM1:MID2
HNM1:SFK1,MAM33:HNM1
HNM1:SFK1,PLM2:HNM1
OLE1:ERG5,ERG5:ERG11
WBP1:ORM2,ERV25:ORM2
WBP1:ORM2,ORM2:SSH1
WBP1:ORM2,ERG11:ORM2
FTH1:EMP47,EMP47:RET2
FTH1:EMP47,EMP47:ERV25
SFK1:WSC2,WSC2:MID2
DHH1:EDC3,DHH1:LSM3
DHH1:EDC3,DHH1:SRO9
SSD1:PLM2,PLM2:HNM1
SSD1:PLM2,PLM2:SNA3
MYO1:ERG5,ERG5:ERG11
SNA4:VMA8,SNA4:GTR2
SNA4:VMA8,SNA4:VAC8
ACB1:HUG1,ALO1:HUG1
ACB1:HUG1,HUG1:ADE17
RSN1:MID2,TPO2:MID2
RSN1:MID2,RIM1:MID2
RSN1:MID2,ENA2:MID2
RSN1:MID2,PST2:MID2
RSN1:MID2,HNM1:MID2
RSN1:MID2,WSC2:MID2
RSN1:MID2,DNF2:MID2
RSN1:MID2,SMI1:MID2
RSN1:MID2,MID2:LSP1
RSN1:MID2,QDR2:MID2
RSN1:MID2,MAM33:MID2
RSN1:MID2,VHT1:MID2
RSN1:MID2,YOR1:MID2
RSN1:MID2,GIN4:MID2
RSN1:MID2,TCB3:RSN1
RSN1:MID2,HXT1:MID2
RSN1:MID2,FPS1:MID2
RSN1:MID2,MID2:PPZ1
RSN1:MID2,YGL108C:MID2
RSN1:MID2,MID2:PDR12
RSN1:MID2,MID2:DYN3
RSN1:MID2,MID2:LCB1
RSN1:MID2,MUP1:MID2
RSN1:MID2,SDS23:MID2
RSN1:MID2,MID2:TCB3
RSN1:MID2,MID2:RTS1
RSN1:MID2,OLE1:MID2
RSN1:MID2,SLM1:MID2
RSN1:MID2,SYP1:MID2
RSN1:MID2,FMP45:MID2
RSN1:MID2,BBC1:MID2
RSN1:MID2,MID2:MYO5
RSN1:MID2,FTR1:MID2
RSN1:MID2,TPO1:MID2
GLO3:RBD2,RBD2:HNM1
GLO3:RBD2,ERV25:RBD2
PLM2:YGR169C-A,PLM2:HNM1
PLM2:YGR169C-A,PLM2:SNA3
SNA4:GTR1,SNA4:GTR2
SNA4:GTR1,SNA4:VAC8
SSH1:ERG25,SSH1:ERV25
SSH1:ERG25,ORM2:SSH1
SSH1:ERG25,ERG11:SSH1
GTR2:MEH1,SNA4:GTR2
GSY2:ADE17,GIS2:ADE17
GSY2:ADE17,PGM2:ADE17
GSY2:ADE17,HYR1:ADE17
GSY2:ADE17,HUG1:ADE17
ERV25:ERP4,SSH1:ERV25
ERV25:ERP4,ERV25:ORM2
ERV25:ERP4,ERV25:ERG11
ERV25:ERP4,ERV25:RBD2
ERV25:ERP4,EMP47:ERV25
ERV25:ERP4,ERV25:UIP4
ERV25:ERP4,PIS1:ERV25
SNA4:MEH1,SNA4:GTR2
SNA4:MEH1,SNA4:VAC8
TPO2:MID2,TPO2:PDR5
TPO2:MID2,RIM1:TPO2
TPO2:MID2,DOP1:TPO2
TPO2:MID2,RIM1:MID2
TPO2:MID2,TPO2:HNM1
TPO2:MID2,ENA2:MID2
TPO2:MID2,PST2:MID2
TPO2:MID2,HNM1:MID2
TPO2:MID2,WSC2:MID2
TPO2:MID2,DNF2:MID2
TPO2:MID2,SMI1:MID2
TPO2:MID2,MID2:LSP1
TPO2:MID2,QDR2:MID2
TPO2:MID2,PLM2:TPO2
TPO2:MID2,MAM33:MID2
TPO2:MID2,VHT1:MID2
TPO2:MID2,TPO2:HXT5
TPO2:MID2,YOR1:MID2
TPO2:MID2,TPO2:HXT1
TPO2:MID2,TPO2:PDR12
TPO2:MID2,GIN4:MID2
TPO2:MID2,TPO2:YLR413W
TPO2:MID2,SNQ2:TPO2
TPO2:MID2,MUP1:TPO2
TPO2:MID2,HXT1:MID2
TPO2:MID2,FPS1:MID2
TPO2:MID2,MID2:PPZ1
TPO2:MID2,YGL108C:MID2
TPO2:MID2,TPO2:TCB3
TPO2:MID2,MID2:PDR12
TPO2:MID2,MID2:DYN3
TPO2:MID2,MID2:LCB1
TPO2:MID2,TPO2:SLM1
TPO2:MID2,MUP1:MID2
TPO2:MID2,TPO2:TPO3
TPO2:MID2,SDS23:MID2
TPO2:MID2,MID2:TCB3
TPO2:MID2,MID2:RTS1
TPO2:MID2,OLE1:MID2
TPO2:MID2,TPO2:DIP5
TPO2:MID2,SLM1:MID2
TPO2:MID2,FMP45:TPO2
TPO2:MID2,PHO88:TPO2
TPO2:MID2,FTR1:TPO2
TPO2:MID2,SYP1:MID2
TPO2:MID2,TPO2:TPO1
TPO2:MID2,FMP45:MID2
TPO2:MID2,TPO2:SFK1
TPO2:MID2,BBC1:MID2
TPO2:MID2,RFS1:TPO2
TPO2:MID2,MID2:MYO5
TPO2:MID2,FTR1:MID2
TPO2:MID2,TPO1:MID2
TPO2:MID2,HSP30:TPO2
SUR2:ERV25,SSH1:ERV25
SUR2:ERV25,ERV25:ORM2
SUR2:ERV25,ERV25:ERG11
SUR2:ERV25,ERV25:RBD2
SUR2:ERV25,EMP47:ERV25
SUR2:ERV25,ERV25:UIP4
SUR2:ERV25,PIS1:ERV25
RFS1:HNM1,ERG11:HNM1
RFS1:HNM1,TPO4:HNM1
RFS1:HNM1,RBD2:HNM1
RFS1:HNM1,TPO2:HNM1
RFS1:HNM1,HNM1:MID2
RFS1:HNM1,MAM33:HNM1
RFS1:HNM1,PLM2:HNM1
SRO9:MPT5,SGN1:SRO9
SRO9:MPT5,GIS2:SRO9
SRO9:MPT5,DHH1:SRO9
OLE1:ERV25,SSH1:ERV25
OLE1:ERV25,ERV25:ORM2
OLE1:ERV25,ERV25:ERG11
OLE1:ERV25,ERV25:RBD2
OLE1:ERV25,EMP47:ERV25
OLE1:ERV25,ERV25:UIP4
OLE1:ERV25,PIS1:ERV25
AKR1:RET2,EMP47:RET2
AKR1:RET2,SNA3:RET2
HUG1:SLA2,ALO1:HUG1
HUG1:SLA2,HUG1:ADE17
QDR2:TPO1,TPO1:TCB2
QDR2:TPO1,TPO2:TPO1
QDR2:TPO1,TPO1:MID2
RFS1:WSC2,WSC2:MID2
YHR003C:UIP4,UIP4:ALO1
YHR003C:UIP4,ERV25:UIP4
DPP1:PMC1,PMC1:CTR2
SRO9:BRE5,SGN1:SRO9
SRO9:BRE5,GIS2:SRO9
SRO9:BRE5,DHH1:SRO9
HSP30:HNM1,ERG11:HNM1
HSP30:HNM1,TPO4:HNM1
HSP30:HNM1,RBD2:HNM1
HSP30:HNM1,TPO2:HNM1
HSP30:HNM1,HNM1:MID2
HSP30:HNM1,MAM33:HNM1
HSP30:HNM1,PLM2:HNM1
TPO2:PDR5,TPO2:HNM1
TPO2:PDR5,TPO2:TPO1
SNA4:GTR2,SNA4:VPS5
SNA4:GTR2,SNA4:VMA13
SNA4:GTR2,SNA4:KES1
SNA4:GTR2,FTH1:GTR2
SNA4:GTR2,FTH1:SNA4
SNA4:GTR2,GTR2:COT1
SNA4:GTR2,SNA4:VMA7
SNA4:GTR2,PIB2:GTR2
SNA4:GTR2,SNA4:PIB2
SNA4:GTR2,SNA4:VAC8
FMP45:VHT1,FMP45:MID2
ACF2:SEL1,ERG11:ACF2
TVP15:HNM1,ERG11:HNM1
TVP15:HNM1,TPO4:HNM1
TVP15:HNM1,RBD2:HNM1
TVP15:HNM1,TPO2:HNM1
TVP15:HNM1,HNM1:MID2
TVP15:HNM1,MAM33:HNM1
TVP15:HNM1,PLM2:HNM1
PLM2:DIP5,PLM2:HNM1
PLM2:DIP5,PLM2:SNA3
TMS1:PIS1,PIS1:ERG11
TMS1:PIS1,PIS1:ERV25
RIM1:TPO4,TPO4:HNM1
RIM1:TPO4,ERG11:TPO4
ITR1:HNM1,ERG11:HNM1
ITR1:HNM1,TPO4:HNM1
ITR1:HNM1,RBD2:HNM1
ITR1:HNM1,TPO2:HNM1
ITR1:HNM1,HNM1:MID2
ITR1:HNM1,MAM33:HNM1
ITR1:HNM1,PLM2:HNM1
SFT2:PMC1,PMC1:CTR2
PLM2:KEX1,PLM2:HNM1
PLM2:KEX1,PLM2:SNA3
VAC8:COT1,SNA4:VAC8
ERG11:HNM1,COS8:ERG11
ERG11:HNM1,ERG11:NCP1
ERG11:HNM1,WBP1:ERG11
ERG11:HNM1,PIS1:ERG11
ERG11:HNM1,HNM1:WSC3
ERG11:HNM1,HNM1:OSH7
ERG11:HNM1,ERG11:YKL088W
ERG11:HNM1,GDI1:HNM1
ERG11:HNM1,ERG11:ERG3
ERG11:HNM1,ERG11:FLC1
ERG11:HNM1,SRP14:ERG11
ERG11:HNM1,HNM1:MEP3
ERG11:HNM1,TPO4:HNM1
ERG11:HNM1,GPA2:HNM1
ERG11:HNM1,RBD2:HNM1
ERG11:HNM1,ERG11:DAL5
ERG11:HNM1,TPO2:HNM1
ERG11:HNM1,ERV29:ERG11
ERG11:HNM1,YOR1:ERG11
ERG11:HNM1,ERG25:ERG11
ERG11:HNM1,HNM1:YGR130C
ERG11:HNM1,ERG11:SIS2
ERG11:HNM1,HNM1:MID2
ERG11:HNM1,ERG5:ERG11
ERG11:HNM1,ERG11:PKR1
ERG11:HNM1,HNM1:PDR5
ERG11:HNM1,ERG11:HXT1
ERG11:HNM1,VMA21:ERG11
ERG11:HNM1,ERG11:PPZ1
ERG11:HNM1,HNM1:YVH1
ERG11:HNM1,ERV25:ERG11
ERG11:HNM1,HNM1:SWP1
ERG11:HNM1,ERG11:NDI1
ERG11:HNM1,HNM1:YJU3
ERG11:HNM1,ERG11:OSH6
ERG11:HNM1,ERG11:LAC1
ERG11:HNM1,RIM1:HNM1
ERG11:HNM1,SUR2:ERG11
ERG11:HNM1,HNM1:MEP1
ERG11:HNM1,OLE1:ERG11
ERG11:HNM1,HNM1:MSC3
ERG11:HNM1,HNM1:YLR326W
ERG11:HNM1,ERG11:ACF2
ERG11:HNM1,DOP1:HNM1
ERG11:HNM1,PST2:HNM1
ERG11:HNM1,EHT1:ERG11
ERG11:HNM1,HNM1:WSC2
ERG11:HNM1,GPX2:HNM1
ERG11:HNM1,ERG11:SSH1
ERG11:HNM1,FLC2:HNM1
ERG11:HNM1,HNM1:SMI1
ERG11:HNM1,HNM1:FLC1
ERG11:HNM1,HNM1:LSP1
ERG11:HNM1,HNM1:QDR2
ERG11:HNM1,CHO2:ERG11
ERG11:HNM1,ERG11:SPC1
ERG11:HNM1,ERG11:EPT1
ERG11:HNM1,PHO88:ERG11
ERG11:HNM1,ERG11:SOP4
ERG11:HNM1,MAM33:HNM1
ERG11:HNM1,ERG11:ORM2
ERG11:HNM1,HNM1:VHT1
ERG11:HNM1,HNM1:YOR1
ERG11:HNM1,GPI17:ERG11
ERG11:HNM1,ERG11:KES1
ERG11:HNM1,PLM2:HNM1
ERG11:HNM1,ERG11:SCS7
ERG11:HNM1,HNM1:HXT5
ERG11:HNM1,HNM1:HXT1
ERG11:HNM1,ERG11:SPC2
ERG11:HNM1,SHR3:ERG11
ERG11:HNM1,HNM1:HXT2
ERG11:HNM1,HNM1:PPZ1
ERG11:HNM1,HNM1:YGL108C
ERG11:HNM1,HNM1:YMR010W
ERG11:HNM1,HNM1:PDR12
ERG11:HNM1,COS4:ERG11
ERG11:HNM1,ERG11:SEC62
ERG11:HNM1,SHU1:ERG11
ERG11:HNM1,ERG11:CPT1
ERG11:HNM1,HNM1:YLR413W
ERG11:HNM1,SNQ2:HNM1
ERG11:HNM1,HNM1:MUP1
ERG11:HNM1,ERG11:SEY1
ERG11:HNM1,ERG11:TPO4
ERG11:HNM1,SLC1:ERG11
ERG11:HNM1,ERG11:GTT1
ERG11:HNM1,ERG11:VHS3
ERG11:HNM1,SDS23:HNM1
ERG11:HNM1,ERG11:HYR1
ERG11:HNM1,HNM1:TCB3
ERG11:HNM1,ERG11:ILM1
ERG11:HNM1,ERG11:STE24
ERG11:HNM1,HNM1:SLM1
ERG11:HNM1,ERG11:PHO86
DHH1:DCP2,DHH1:LSM3
DHH1:DCP2,DHH1:SRO9
RET3:RBD2,RBD2:HNM1
RET3:RBD2,ERV25:RBD2
GIS2:BRE5,GIS2:ADE17
GIS2:BRE5,GIS2:SRO9
SGN1:SRO9,SRO9:YGR054W
SGN1:SRO9,SRO9:SSD1
SGN1:SRO9,YGR250C:SGN1
SGN1:SRO9,GIS2:SRO9
SGN1:SRO9,SRO9:DEF1
SGN1:SRO9,SGN1:PUB1
SGN1:SRO9,SRO9:NAP1
SGN1:SRO9,SRO9:PSA1
SGN1:SRO9,DHH1:SRO9
EMP47:RBD2,EMP47:RET2
