label,PPI,Drug,MTX
RET2_EMP70_MTX_5-FC_avg_logratio_Fitness,RET2_EMP70,5-FC,MTX
RET2_EMP70_noMTX_Fluconazole_avg_logratio_Fitness,RET2_EMP70,Fluconazole,noMTX
RET2_EMP70_MTX_Fluconazole_avg_logratio_Fitness,RET2_EMP70,Fluconazole,MTX
RET2_EMP70_noMTX_Metformin_avg_logratio_Fitness,RET2_EMP70,Metformin,noMTX
RET2_EMP70_MTX_Metformin_avg_logratio_Fitness,RET2_EMP70,Metformin,MTX
RET2_EMP70_noMTX_Trifluoperazine_avg_logratio_Fitness,RET2_EMP70,Trifluoperazine,noMTX
RET2_EMP70_MTX_Trifluoperazine_avg_logratio_Fitness,RET2_EMP70,Trifluoperazine,MTX
HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness,HUG1_PGM2,noDrug,noMTX
HUG1_PGM2_MTX_noDrug_avg_logratio_Fitness,HUG1_PGM2,noDrug,MTX
HUG1_PGM2_noMTX_5-FC_avg_logratio_Fitness,HUG1_PGM2,5-FC,noMTX
HUG1_PGM2_MTX_5-FC_avg_logratio_Fitness,HUG1_PGM2,5-FC,MTX
HUG1_PGM2_noMTX_Fluconazole_avg_logratio_Fitness,HUG1_PGM2,Fluconazole,noMTX
HUG1_PGM2_MTX_Fluconazole_avg_logratio_Fitness,HUG1_PGM2,Fluconazole,MTX
HUG1_PGM2_noMTX_Metformin_avg_logratio_Fitness,HUG1_PGM2,Metformin,noMTX
HUG1_PGM2_MTX_Metformin_avg_logratio_Fitness,HUG1_PGM2,Metformin,MTX
HUG1_PGM2_noMTX_Trifluoperazine_avg_logratio_Fitness,HUG1_PGM2,Trifluoperazine,noMTX
HUG1_PGM2_MTX_Trifluoperazine_avg_logratio_Fitness,HUG1_PGM2,Trifluoperazine,MTX
MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness,MID2_RSN1,noDrug,noMTX
MID2_RSN1_MTX_noDrug_avg_logratio_Fitness,MID2_RSN1,noDrug,MTX
MID2_RSN1_noMTX_5-FC_avg_logratio_Fitness,MID2_RSN1,5-FC,noMTX
MID2_RSN1_MTX_5-FC_avg_logratio_Fitness,MID2_RSN1,5-FC,MTX
MID2_RSN1_noMTX_Fluconazole_avg_logratio_Fitness,MID2_RSN1,Fluconazole,noMTX
MID2_RSN1_MTX_Fluconazole_avg_logratio_Fitness,MID2_RSN1,Fluconazole,MTX
MID2_RSN1_noMTX_Metformin_avg_logratio_Fitness,MID2_RSN1,Metformin,noMTX
MID2_RSN1_MTX_Metformin_avg_logratio_Fitness,MID2_RSN1,Metformin,MTX
MID2_RSN1_noMTX_Trifluoperazine_avg_logratio_Fitness,MID2_RSN1,Trifluoperazine,noMTX
MID2_RSN1_MTX_Trifluoperazine_avg_logratio_Fitness,MID2_RSN1,Trifluoperazine,MTX
ERG11_ERV25_noMTX_noDrug_avg_logratio_Fitness,ERG11_ERV25,noDrug,noMTX
ERG11_ERV25_MTX_noDrug_avg_logratio_Fitness,ERG11_ERV25,noDrug,MTX
ERG11_ERV25_noMTX_5-FC_avg_logratio_Fitness,ERG11_ERV25,5-FC,noMTX
ERG11_ERV25_MTX_5-FC_avg_logratio_Fitness,ERG11_ERV25,5-FC,MTX
ERG11_ERV25_noMTX_Fluconazole_avg_logratio_Fitness,ERG11_ERV25,Fluconazole,noMTX
ERG11_ERV25_MTX_Fluconazole_avg_logratio_Fitness,ERG11_ERV25,Fluconazole,MTX
ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness,ERG11_ERV25,Metformin,noMTX
ERG11_ERV25_MTX_Metformin_avg_logratio_Fitness,ERG11_ERV25,Metformin,MTX
ERG11_ERV25_noMTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ERV25,Trifluoperazine,noMTX
ERG11_ERV25_MTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ERV25,Trifluoperazine,MTX
ALO1_UIP4_noMTX_noDrug_avg_logratio_Fitness,ALO1_UIP4,noDrug,noMTX
ALO1_UIP4_MTX_noDrug_avg_logratio_Fitness,ALO1_UIP4,noDrug,MTX
ALO1_UIP4_noMTX_5-FC_avg_logratio_Fitness,ALO1_UIP4,5-FC,noMTX
ALO1_UIP4_MTX_5-FC_avg_logratio_Fitness,ALO1_UIP4,5-FC,MTX
ALO1_UIP4_noMTX_Fluconazole_avg_logratio_Fitness,ALO1_UIP4,Fluconazole,noMTX
ALO1_UIP4_MTX_Fluconazole_avg_logratio_Fitness,ALO1_UIP4,Fluconazole,MTX
ALO1_UIP4_noMTX_Metformin_avg_logratio_Fitness,ALO1_UIP4,Metformin,noMTX
ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness,ALO1_UIP4,Metformin,MTX
ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness,ALO1_UIP4,Trifluoperazine,noMTX
ALO1_UIP4_MTX_Trifluoperazine_avg_logratio_Fitness,ALO1_UIP4,Trifluoperazine,MTX
SSH1_ORM2_noMTX_noDrug_avg_logratio_Fitness,SSH1_ORM2,noDrug,noMTX
SSH1_ORM2_MTX_noDrug_avg_logratio_Fitness,SSH1_ORM2,noDrug,MTX
SSH1_ORM2_noMTX_5-FC_avg_logratio_Fitness,SSH1_ORM2,5-FC,noMTX
SSH1_ORM2_MTX_5-FC_avg_logratio_Fitness,SSH1_ORM2,5-FC,MTX
SSH1_ORM2_noMTX_Fluconazole_avg_logratio_Fitness,SSH1_ORM2,Fluconazole,noMTX
SSH1_ORM2_MTX_Fluconazole_avg_logratio_Fitness,SSH1_ORM2,Fluconazole,MTX
SSH1_ORM2_noMTX_Metformin_avg_logratio_Fitness,SSH1_ORM2,Metformin,noMTX
SSH1_ORM2_MTX_Metformin_avg_logratio_Fitness,SSH1_ORM2,Metformin,MTX
SSH1_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness,SSH1_ORM2,Trifluoperazine,noMTX
SSH1_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness,SSH1_ORM2,Trifluoperazine,MTX
ERG11_MID2_noMTX_noDrug_avg_logratio_Fitness,ERG11_MID2,noDrug,noMTX
ERG11_MID2_MTX_noDrug_avg_logratio_Fitness,ERG11_MID2,noDrug,MTX
ERG11_MID2_noMTX_5-FC_avg_logratio_Fitness,ERG11_MID2,5-FC,noMTX
ERG11_MID2_MTX_5-FC_avg_logratio_Fitness,ERG11_MID2,5-FC,MTX
ERG11_MID2_noMTX_Fluconazole_avg_logratio_Fitness,ERG11_MID2,Fluconazole,noMTX
ERG11_MID2_MTX_Fluconazole_avg_logratio_Fitness,ERG11_MID2,Fluconazole,MTX
ERG11_MID2_noMTX_Metformin_avg_logratio_Fitness,ERG11_MID2,Metformin,noMTX
ERG11_MID2_MTX_Metformin_avg_logratio_Fitness,ERG11_MID2,Metformin,MTX
ERG11_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness,ERG11_MID2,Trifluoperazine,noMTX
ERG11_MID2_MTX_Trifluoperazine_avg_logratio_Fitness,ERG11_MID2,Trifluoperazine,MTX
ADE17_GIS2_noMTX_noDrug_avg_logratio_Fitness,ADE17_GIS2,noDrug,noMTX
ADE17_GIS2_MTX_noDrug_avg_logratio_Fitness,ADE17_GIS2,noDrug,MTX
ADE17_GIS2_noMTX_5-FC_avg_logratio_Fitness,ADE17_GIS2,5-FC,noMTX
ADE17_GIS2_MTX_5-FC_avg_logratio_Fitness,ADE17_GIS2,5-FC,MTX
ADE17_GIS2_noMTX_Fluconazole_avg_logratio_Fitness,ADE17_GIS2,Fluconazole,noMTX
ADE17_GIS2_MTX_Fluconazole_avg_logratio_Fitness,ADE17_GIS2,Fluconazole,MTX
ADE17_GIS2_noMTX_Metformin_avg_logratio_Fitness,ADE17_GIS2,Metformin,noMTX
ADE17_GIS2_MTX_Metformin_avg_logratio_Fitness,ADE17_GIS2,Metformin,MTX
ADE17_GIS2_noMTX_Trifluoperazine_avg_logratio_Fitness,ADE17_GIS2,Trifluoperazine,noMTX
ADE17_GIS2_MTX_Trifluoperazine_avg_logratio_Fitness,ADE17_GIS2,Trifluoperazine,MTX
RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness,RET2_EMP47,noDrug,noMTX
RET2_EMP47_MTX_noDrug_avg_logratio_Fitness,RET2_EMP47,noDrug,MTX
RET2_EMP47_noMTX_5-FC_avg_logratio_Fitness,RET2_EMP47,5-FC,noMTX
RET2_EMP47_MTX_5-FC_avg_logratio_Fitness,RET2_EMP47,5-FC,MTX
RET2_EMP47_noMTX_Fluconazole_avg_logratio_Fitness,RET2_EMP47,Fluconazole,noMTX
RET2_EMP47_MTX_Fluconazole_avg_logratio_Fitness,RET2_EMP47,Fluconazole,MTX
RET2_EMP47_noMTX_Metformin_avg_logratio_Fitness,RET2_EMP47,Metformin,noMTX
RET2_EMP47_MTX_Metformin_avg_logratio_Fitness,RET2_EMP47,Metformin,MTX
RET2_EMP47_noMTX_Trifluoperazine_avg_logratio_Fitness,RET2_EMP47,Trifluoperazine,noMTX
RET2_EMP47_MTX_Trifluoperazine_avg_logratio_Fitness,RET2_EMP47,Trifluoperazine,MTX
PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness,PMC1_CTR2,noDrug,noMTX
PMC1_CTR2_MTX_noDrug_avg_logratio_Fitness,PMC1_CTR2,noDrug,MTX
PMC1_CTR2_noMTX_5-FC_avg_logratio_Fitness,PMC1_CTR2,5-FC,noMTX
PMC1_CTR2_MTX_5-FC_avg_logratio_Fitness,PMC1_CTR2,5-FC,MTX
PMC1_CTR2_noMTX_Fluconazole_avg_logratio_Fitness,PMC1_CTR2,Fluconazole,noMTX
PMC1_CTR2_MTX_Fluconazole_avg_logratio_Fitness,PMC1_CTR2,Fluconazole,MTX
PMC1_CTR2_noMTX_Metformin_avg_logratio_Fitness,PMC1_CTR2,Metformin,noMTX
PMC1_CTR2_MTX_Metformin_avg_logratio_Fitness,PMC1_CTR2,Metformin,MTX
PMC1_CTR2_noMTX_Trifluoperazine_avg_logratio_Fitness,PMC1_CTR2,Trifluoperazine,noMTX
PMC1_CTR2_MTX_Trifluoperazine_avg_logratio_Fitness,PMC1_CTR2,Trifluoperazine,MTX
SRO9_GIS2_noMTX_noDrug_avg_logratio_Fitness,SRO9_GIS2,noDrug,noMTX
SRO9_GIS2_MTX_noDrug_avg_logratio_Fitness,SRO9_GIS2,noDrug,MTX
SRO9_GIS2_noMTX_5-FC_avg_logratio_Fitness,SRO9_GIS2,5-FC,noMTX
SRO9_GIS2_MTX_5-FC_avg_logratio_Fitness,SRO9_GIS2,5-FC,MTX
SRO9_GIS2_noMTX_Fluconazole_avg_logratio_Fitness,SRO9_GIS2,Fluconazole,noMTX
SRO9_GIS2_MTX_Fluconazole_avg_logratio_Fitness,SRO9_GIS2,Fluconazole,MTX
SRO9_GIS2_noMTX_Metformin_avg_logratio_Fitness,SRO9_GIS2,Metformin,noMTX
SRO9_GIS2_MTX_Metformin_avg_logratio_Fitness,SRO9_GIS2,Metformin,MTX
SRO9_GIS2_noMTX_Trifluoperazine_avg_logratio_Fitness,SRO9_GIS2,Trifluoperazine,noMTX
SRO9_GIS2_MTX_Trifluoperazine_avg_logratio_Fitness,SRO9_GIS2,Trifluoperazine,MTX
ERV25_PIS1_noMTX_noDrug_avg_logratio_Fitness,ERV25_PIS1,noDrug,noMTX
ERV25_PIS1_MTX_noDrug_avg_logratio_Fitness,ERV25_PIS1,noDrug,MTX
ERV25_PIS1_noMTX_5-FC_avg_logratio_Fitness,ERV25_PIS1,5-FC,noMTX
ERV25_PIS1_MTX_5-FC_avg_logratio_Fitness,ERV25_PIS1,5-FC,MTX
ERV25_PIS1_noMTX_Fluconazole_avg_logratio_Fitness,ERV25_PIS1,Fluconazole,noMTX
ERV25_PIS1_MTX_Fluconazole_avg_logratio_Fitness,ERV25_PIS1,Fluconazole,MTX
ERV25_PIS1_noMTX_Metformin_avg_logratio_Fitness,ERV25_PIS1,Metformin,noMTX
ERV25_PIS1_MTX_Metformin_avg_logratio_Fitness,ERV25_PIS1,Metformin,MTX
ERV25_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness,ERV25_PIS1,Trifluoperazine,noMTX
ERV25_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness,ERV25_PIS1,Trifluoperazine,MTX
ERG11_TPO4_noMTX_noDrug_avg_logratio_Fitness,ERG11_TPO4,noDrug,noMTX
ERG11_TPO4_MTX_noDrug_avg_logratio_Fitness,ERG11_TPO4,noDrug,MTX
ERG11_TPO4_noMTX_5-FC_avg_logratio_Fitness,ERG11_TPO4,5-FC,noMTX
ERG11_TPO4_MTX_5-FC_avg_logratio_Fitness,ERG11_TPO4,5-FC,MTX
ERG11_TPO4_noMTX_Fluconazole_avg_logratio_Fitness,ERG11_TPO4,Fluconazole,noMTX
ERG11_TPO4_MTX_Fluconazole_avg_logratio_Fitness,ERG11_TPO4,Fluconazole,MTX
ERG11_TPO4_noMTX_Metformin_avg_logratio_Fitness,ERG11_TPO4,Metformin,noMTX
ERG11_TPO4_MTX_Metformin_avg_logratio_Fitness,ERG11_TPO4,Metformin,MTX
ERG11_TPO4_noMTX_Trifluoperazine_avg_logratio_Fitness,ERG11_TPO4,Trifluoperazine,noMTX
ERG11_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness,ERG11_TPO4,Trifluoperazine,MTX
SSH1_PIS1_noMTX_noDrug_avg_logratio_Fitness,SSH1_PIS1,noDrug,noMTX
SSH1_PIS1_MTX_noDrug_avg_logratio_Fitness,SSH1_PIS1,noDrug,MTX
SSH1_PIS1_noMTX_5-FC_avg_logratio_Fitness,SSH1_PIS1,5-FC,noMTX
SSH1_PIS1_MTX_5-FC_avg_logratio_Fitness,SSH1_PIS1,5-FC,MTX
SSH1_PIS1_noMTX_Fluconazole_avg_logratio_Fitness,SSH1_PIS1,Fluconazole,noMTX
SSH1_PIS1_MTX_Fluconazole_avg_logratio_Fitness,SSH1_PIS1,Fluconazole,MTX
SSH1_PIS1_noMTX_Metformin_avg_logratio_Fitness,SSH1_PIS1,Metformin,noMTX
SSH1_PIS1_MTX_Metformin_avg_logratio_Fitness,SSH1_PIS1,Metformin,MTX
SSH1_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness,SSH1_PIS1,Trifluoperazine,noMTX
SSH1_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness,SSH1_PIS1,Trifluoperazine,MTX
FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness,FMP45_MID2,noDrug,noMTX
FMP45_MID2_MTX_noDrug_avg_logratio_Fitness,FMP45_MID2,noDrug,MTX
FMP45_MID2_noMTX_5-FC_avg_logratio_Fitness,FMP45_MID2,5-FC,noMTX
FMP45_MID2_MTX_5-FC_avg_logratio_Fitness,FMP45_MID2,5-FC,MTX
FMP45_MID2_noMTX_Fluconazole_avg_logratio_Fitness,FMP45_MID2,Fluconazole,noMTX
FMP45_MID2_MTX_Fluconazole_avg_logratio_Fitness,FMP45_MID2,Fluconazole,MTX
FMP45_MID2_noMTX_Metformin_avg_logratio_Fitness,FMP45_MID2,Metformin,noMTX
FMP45_MID2_MTX_Metformin_avg_logratio_Fitness,FMP45_MID2,Metformin,MTX
FMP45_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness,FMP45_MID2,Trifluoperazine,noMTX
FMP45_MID2_MTX_Trifluoperazine_avg_logratio_Fitness,FMP45_MID2,Trifluoperazine,MTX
ERG11_ERG5_noMTX_noDrug_avg_logratio_Fitness,ERG11_ERG5,noDrug,noMTX
ERG11_ERG5_MTX_noDrug_avg_logratio_Fitness,ERG11_ERG5,noDrug,MTX
ERG11_ERG5_noMTX_5-FC_avg_logratio_Fitness,ERG11_ERG5,5-FC,noMTX
ERG11_ERG5_MTX_5-FC_avg_logratio_Fitness,ERG11_ERG5,5-FC,MTX
ERG11_ERG5_noMTX_Fluconazole_avg_logratio_Fitness,ERG11_ERG5,Fluconazole,noMTX
ERG11_ERG5_MTX_Fluconazole_avg_logratio_Fitness,ERG11_ERG5,Fluconazole,MTX
ERG11_ERG5_noMTX_Metformin_avg_logratio_Fitness,ERG11_ERG5,Metformin,noMTX
ERG11_ERG5_MTX_Metformin_avg_logratio_Fitness,ERG11_ERG5,Metformin,MTX
ERG11_ERG5_noMTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ERG5,Trifluoperazine,noMTX
ERG11_ERG5_MTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ERG5,Trifluoperazine,MTX
TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness,TPO1_MID2,noDrug,noMTX
TPO1_MID2_MTX_noDrug_avg_logratio_Fitness,TPO1_MID2,noDrug,MTX
TPO1_MID2_noMTX_5-FC_avg_logratio_Fitness,TPO1_MID2,5-FC,noMTX
TPO1_MID2_MTX_5-FC_avg_logratio_Fitness,TPO1_MID2,5-FC,MTX
TPO1_MID2_noMTX_Fluconazole_avg_logratio_Fitness,TPO1_MID2,Fluconazole,noMTX
TPO1_MID2_MTX_Fluconazole_avg_logratio_Fitness,TPO1_MID2,Fluconazole,MTX
TPO1_MID2_noMTX_Metformin_avg_logratio_Fitness,TPO1_MID2,Metformin,noMTX
TPO1_MID2_MTX_Metformin_avg_logratio_Fitness,TPO1_MID2,Metformin,MTX
TPO1_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness,TPO1_MID2,Trifluoperazine,noMTX
TPO1_MID2_MTX_Trifluoperazine_avg_logratio_Fitness,TPO1_MID2,Trifluoperazine,MTX
PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness,PMC1_GTR2,noDrug,noMTX
PMC1_GTR2_MTX_noDrug_avg_logratio_Fitness,PMC1_GTR2,noDrug,MTX
PMC1_GTR2_noMTX_5-FC_avg_logratio_Fitness,PMC1_GTR2,5-FC,noMTX
PMC1_GTR2_MTX_5-FC_avg_logratio_Fitness,PMC1_GTR2,5-FC,MTX
PMC1_GTR2_noMTX_Fluconazole_avg_logratio_Fitness,PMC1_GTR2,Fluconazole,noMTX
PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness,PMC1_GTR2,Fluconazole,MTX
PMC1_GTR2_noMTX_Metformin_avg_logratio_Fitness,PMC1_GTR2,Metformin,noMTX
PMC1_GTR2_MTX_Metformin_avg_logratio_Fitness,PMC1_GTR2,Metformin,MTX
PMC1_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness,PMC1_GTR2,Trifluoperazine,noMTX
PMC1_GTR2_MTX_Trifluoperazine_avg_logratio_Fitness,PMC1_GTR2,Trifluoperazine,MTX
HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness,HNM1_RBD2,noDrug,noMTX
HNM1_RBD2_MTX_noDrug_avg_logratio_Fitness,HNM1_RBD2,noDrug,MTX
HNM1_RBD2_noMTX_5-FC_avg_logratio_Fitness,HNM1_RBD2,5-FC,noMTX
HNM1_RBD2_MTX_5-FC_avg_logratio_Fitness,HNM1_RBD2,5-FC,MTX
HNM1_RBD2_noMTX_Fluconazole_avg_logratio_Fitness,HNM1_RBD2,Fluconazole,noMTX
HNM1_RBD2_MTX_Fluconazole_avg_logratio_Fitness,HNM1_RBD2,Fluconazole,MTX
HNM1_RBD2_noMTX_Metformin_avg_logratio_Fitness,HNM1_RBD2,Metformin,noMTX
HNM1_RBD2_MTX_Metformin_avg_logratio_Fitness,HNM1_RBD2,Metformin,MTX
HNM1_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness,HNM1_RBD2,Trifluoperazine,noMTX
HNM1_RBD2_MTX_Trifluoperazine_avg_logratio_Fitness,HNM1_RBD2,Trifluoperazine,MTX
HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness,HNM1_MAM33,noDrug,noMTX
HNM1_MAM33_MTX_noDrug_avg_logratio_Fitness,HNM1_MAM33,noDrug,MTX
HNM1_MAM33_noMTX_5-FC_avg_logratio_Fitness,HNM1_MAM33,5-FC,noMTX
HNM1_MAM33_MTX_5-FC_avg_logratio_Fitness,HNM1_MAM33,5-FC,MTX
HNM1_MAM33_noMTX_Fluconazole_avg_logratio_Fitness,HNM1_MAM33,Fluconazole,noMTX
HNM1_MAM33_MTX_Fluconazole_avg_logratio_Fitness,HNM1_MAM33,Fluconazole,MTX
HNM1_MAM33_noMTX_Metformin_avg_logratio_Fitness,HNM1_MAM33,Metformin,noMTX
HNM1_MAM33_MTX_Metformin_avg_logratio_Fitness,HNM1_MAM33,Metformin,MTX
HNM1_MAM33_noMTX_Trifluoperazine_avg_logratio_Fitness,HNM1_MAM33,Trifluoperazine,noMTX
HNM1_MAM33_MTX_Trifluoperazine_avg_logratio_Fitness,HNM1_MAM33,Trifluoperazine,MTX
ERG11_ORM2_noMTX_noDrug_avg_logratio_Fitness,ERG11_ORM2,noDrug,noMTX
ERG11_ORM2_MTX_noDrug_avg_logratio_Fitness,ERG11_ORM2,noDrug,MTX
ERG11_ORM2_noMTX_5-FC_avg_logratio_Fitness,ERG11_ORM2,5-FC,noMTX
ERG11_ORM2_MTX_5-FC_avg_logratio_Fitness,ERG11_ORM2,5-FC,MTX
ERG11_ORM2_noMTX_Fluconazole_avg_logratio_Fitness,ERG11_ORM2,Fluconazole,noMTX
ERG11_ORM2_MTX_Fluconazole_avg_logratio_Fitness,ERG11_ORM2,Fluconazole,MTX
ERG11_ORM2_noMTX_Metformin_avg_logratio_Fitness,ERG11_ORM2,Metformin,noMTX
ERG11_ORM2_MTX_Metformin_avg_logratio_Fitness,ERG11_ORM2,Metformin,MTX
ERG11_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ORM2,Trifluoperazine,noMTX
ERG11_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness,ERG11_ORM2,Trifluoperazine,MTX
PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness,PLM2_HNM1,noDrug,noMTX
PLM2_HNM1_MTX_noDrug_avg_logratio_Fitness,PLM2_HNM1,noDrug,MTX
PLM2_HNM1_noMTX_5-FC_avg_logratio_Fitness,PLM2_HNM1,5-FC,noMTX
PLM2_HNM1_MTX_5-FC_avg_logratio_Fitness,PLM2_HNM1,5-FC,MTX
PLM2_HNM1_noMTX_Fluconazole_avg_logratio_Fitness,PLM2_HNM1,Fluconazole,noMTX
PLM2_HNM1_MTX_Fluconazole_avg_logratio_Fitness,PLM2_HNM1,Fluconazole,MTX
PLM2_HNM1_noMTX_Metformin_avg_logratio_Fitness,PLM2_HNM1,Metformin,noMTX
PLM2_HNM1_MTX_Metformin_avg_logratio_Fitness,PLM2_HNM1,Metformin,MTX
PLM2_HNM1_noMTX_Trifluoperazine_avg_logratio_Fitness,PLM2_HNM1,Trifluoperazine,noMTX
PLM2_HNM1_MTX_Trifluoperazine_avg_logratio_Fitness,PLM2_HNM1,Trifluoperazine,MTX
ADE17_HYR1_noMTX_noDrug_avg_logratio_Fitness,ADE17_HYR1,noDrug,noMTX
ADE17_HYR1_MTX_noDrug_avg_logratio_Fitness,ADE17_HYR1,noDrug,MTX
ADE17_HYR1_noMTX_5-FC_avg_logratio_Fitness,ADE17_HYR1,5-FC,noMTX
ADE17_HYR1_MTX_5-FC_avg_logratio_Fitness,ADE17_HYR1,5-FC,MTX
ADE17_HYR1_noMTX_Fluconazole_avg_logratio_Fitness,ADE17_HYR1,Fluconazole,noMTX
ADE17_HYR1_MTX_Fluconazole_avg_logratio_Fitness,ADE17_HYR1,Fluconazole,MTX
ADE17_HYR1_noMTX_Metformin_avg_logratio_Fitness,ADE17_HYR1,Metformin,noMTX
ADE17_HYR1_MTX_Metformin_avg_logratio_Fitness,ADE17_HYR1,Metformin,MTX
ADE17_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness,ADE17_HYR1,Trifluoperazine,noMTX
ADE17_HYR1_MTX_Trifluoperazine_avg_logratio_Fitness,ADE17_HYR1,Trifluoperazine,MTX
TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness,TPO1_TPO2,noDrug,noMTX
TPO1_TPO2_MTX_noDrug_avg_logratio_Fitness,TPO1_TPO2,noDrug,MTX
TPO1_TPO2_noMTX_5-FC_avg_logratio_Fitness,TPO1_TPO2,5-FC,noMTX
TPO1_TPO2_MTX_5-FC_avg_logratio_Fitness,TPO1_TPO2,5-FC,MTX
TPO1_TPO2_noMTX_Fluconazole_avg_logratio_Fitness,TPO1_TPO2,Fluconazole,noMTX
TPO1_TPO2_MTX_Fluconazole_avg_logratio_Fitness,TPO1_TPO2,Fluconazole,MTX
TPO1_TPO2_noMTX_Metformin_avg_logratio_Fitness,TPO1_TPO2,Metformin,noMTX
TPO1_TPO2_MTX_Metformin_avg_logratio_Fitness,TPO1_TPO2,Metformin,MTX
TPO1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness,TPO1_TPO2,Trifluoperazine,noMTX
TPO1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness,TPO1_TPO2,Trifluoperazine,MTX
ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness,ERV25_RBD2,noDrug,noMTX
ERV25_RBD2_MTX_noDrug_avg_logratio_Fitness,ERV25_RBD2,noDrug,MTX
ERV25_RBD2_noMTX_5-FC_avg_logratio_Fitness,ERV25_RBD2,5-FC,noMTX
ERV25_RBD2_MTX_5-FC_avg_logratio_Fitness,ERV25_RBD2,5-FC,MTX
ERV25_RBD2_noMTX_Fluconazole_avg_logratio_Fitness,ERV25_RBD2,Fluconazole,noMTX
ERV25_RBD2_MTX_Fluconazole_avg_logratio_Fitness,ERV25_RBD2,Fluconazole,MTX
ERV25_RBD2_noMTX_Metformin_avg_logratio_Fitness,ERV25_RBD2,Metformin,noMTX
ERV25_RBD2_MTX_Metformin_avg_logratio_Fitness,ERV25_RBD2,Metformin,MTX
ERV25_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness,ERV25_RBD2,Trifluoperazine,noMTX
ERV25_RBD2_MTX_Trifluoperazine_avg_logratio_Fitness,ERV25_RBD2,Trifluoperazine,MTX
MID2_TPO2_noMTX_noDrug_avg_logratio_Fitness,MID2_TPO2,noDrug,noMTX
MID2_TPO2_MTX_noDrug_avg_logratio_Fitness,MID2_TPO2,noDrug,MTX
MID2_TPO2_noMTX_5-FC_avg_logratio_Fitness,MID2_TPO2,5-FC,noMTX
MID2_TPO2_MTX_5-FC_avg_logratio_Fitness,MID2_TPO2,5-FC,MTX
MID2_TPO2_noMTX_Fluconazole_avg_logratio_Fitness,MID2_TPO2,Fluconazole,noMTX
MID2_TPO2_MTX_Fluconazole_avg_logratio_Fitness,MID2_TPO2,Fluconazole,MTX
MID2_TPO2_noMTX_Metformin_avg_logratio_Fitness,MID2_TPO2,Metformin,noMTX
MID2_TPO2_MTX_Metformin_avg_logratio_Fitness,MID2_TPO2,Metformin,MTX
MID2_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness,MID2_TPO2,Trifluoperazine,noMTX
MID2_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness,MID2_TPO2,Trifluoperazine,MTX
HNM1_TPO1_noMTX_noDrug_avg_logratio_Fitness,HNM1_TPO1,noDrug,noMTX
HNM1_TPO1_MTX_noDrug_avg_logratio_Fitness,HNM1_TPO1,noDrug,MTX
HNM1_TPO1_noMTX_5-FC_avg_logratio_Fitness,HNM1_TPO1,5-FC,noMTX
HNM1_TPO1_MTX_5-FC_avg_logratio_Fitness,HNM1_TPO1,5-FC,MTX
HNM1_TPO1_noMTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO1,Fluconazole,noMTX
HNM1_TPO1_MTX_Fluconazole_avg_logratio_Fitness,HNM1_TPO1,Fluconazole,MTX
HNM1_TPO1_noMTX_Metformin_avg_logratio_Fitness,HNM1_TPO1,Metformin,noMTX
