Condition,Correlation,p-value
RET2_EMP47_5-FC_noMTX,0.7970021563616173,1.2827051748991277e-80
RET2_EMP47_5-FC_MTX,0.7916167010122276,8.284183033665583e-79
RET2_EMP47_Fluconazole_noMTX,0.6168922073328444,3.13554495576448e-39
RET2_EMP47_Fluconazole_MTX,0.7406033743774133,5.83087444859258e-64
RET2_EMP47_Metformin_noMTX,0.8245901543272549,7.837020784814568e-91
RET2_EMP47_Metformin_MTX,0.7544276354086706,1.2737983266324562e-67
RET2_EMP47_Trifluoperazine_noMTX,0.7221519256821349,2.0073308860984244e-59
RET2_EMP47_Trifluoperazine_MTX,0.8501583058343815,4.8327149310278834e-102
PMC1_CTR2_noDrug_noMTX,0.7659651581745825,7.214120501998282e-71
PMC1_CTR2_noDrug_MTX,0.9291620612257505,3.1785165892201415e-157
PMC1_CTR2_5-FC_noMTX,0.7393820479939209,1.1964813084577066e-63
PMC1_CTR2_5-FC_MTX,0.9468020687894773,7.569404787020372e-179
PMC1_CTR2_Fluconazole_noMTX,0.5235242985596601,8.546809000752489e-27
PMC1_CTR2_Fluconazole_MTX,0.8570321839238625,2.037131613179569e-105
PMC1_CTR2_Metformin_noMTX,0.837991762829735,1.8277633533167047e-96
PMC1_CTR2_Metformin_MTX,0.918787570299478,5.510878798676109e-147
PMC1_CTR2_Trifluoperazine_noMTX,0.6809206803926978,1.6793769006254128e-50
PMC1_CTR2_Trifluoperazine_MTX,0.9321783214453349,1.700338430738988e-160
SRO9_GIS2_noDrug_noMTX,0.7341311911692261,2.5136223162478955e-62
SRO9_GIS2_noDrug_MTX,0.7783405224359552,1.4471456563128856e-74
SRO9_GIS2_5-FC_noMTX,0.7078905531848313,3.6723731755234565e-56
SRO9_GIS2_5-FC_MTX,0.8701427761772059,2.2532141679752373e-112
SRO9_GIS2_Fluconazole_noMTX,0.5298551380501908,1.6114741823142973e-27
SRO9_GIS2_Fluconazole_MTX,0.6313653418011078,1.5099783396804405e-41
SRO9_GIS2_Metformin_noMTX,0.7169213324134444,3.3305574995507414e-58
SRO9_GIS2_Metformin_MTX,0.7960066272188185,2.7979353252173374e-80
SRO9_GIS2_Trifluoperazine_noMTX,0.6273886631400662,6.727738353060457e-41
SRO9_GIS2_Trifluoperazine_MTX,0.8139550185783659,1.0783561184080203e-86
ERV25_PIS1_noDrug_noMTX,0.8098631788625992,3.58797177086909e-85
ERV25_PIS1_noDrug_MTX,0.8891873524154231,5.8875137411516925e-124
ERV25_PIS1_5-FC_noMTX,0.8891697109693577,6.04814454855344e-124
ERV25_PIS1_5-FC_MTX,0.9209385583857543,5.432278796287399e-149
ERV25_PIS1_Fluconazole_noMTX,0.5560389701449776,1.1025851797446458e-30
ERV25_PIS1_Fluconazole_MTX,0.7958899111297795,3.0649595227972596e-80
ERV25_PIS1_Metformin_noMTX,0.9021317760666908,4.0965656201771725e-133
ERV25_PIS1_Metformin_MTX,0.9081127720591878,8.677997910270222e-138
ERV25_PIS1_Trifluoperazine_noMTX,0.7230431498764102,1.2358574916490678e-59
ERV25_PIS1_Trifluoperazine_MTX,0.8756222298344646,1.6494118047903463e-115
ERG11_TPO4_noDrug_noMTX,0.7724452757899666,8.936106582272145e-73
ERG11_TPO4_noDrug_MTX,0.9037608589175713,2.343306549783819e-134
ERG11_TPO4_5-FC_noMTX,0.552834759433847,2.78482076977722e-30
ERG11_TPO4_5-FC_MTX,0.9062691022514484,2.585805040098375e-136
ERG11_TPO4_Fluconazole_noMTX,0.38589667368683694,2.890836751738175e-14
ERG11_TPO4_Fluconazole_MTX,0.6960481155289917,1.3421479788508371e-53
ERG11_TPO4_Metformin_noMTX,0.642224746308194,2.279843016191301e-43
ERG11_TPO4_Metformin_MTX,0.7973595678421973,9.68415945657234e-81
ERG11_TPO4_Trifluoperazine_noMTX,0.6915194413451142,1.1887574069088119e-52
ERG11_TPO4_Trifluoperazine_MTX,0.9050885381386277,2.1908169919282774e-135
SSH1_PIS1_noDrug_noMTX,0.880995224667349,9.88938426069169e-119
SSH1_PIS1_noDrug_MTX,0.8824466659534269,1.253013077776771e-119
SSH1_PIS1_5-FC_noMTX,0.90983447698668,3.414934280655565e-139
SSH1_PIS1_5-FC_MTX,0.9310348460967441,3.078205600732454e-159
SSH1_PIS1_Fluconazole_noMTX,0.6088249651474004,5.451620185680125e-38
SSH1_PIS1_Fluconazole_MTX,0.8408215902735389,1.0155384801328247e-97
SSH1_PIS1_Metformin_noMTX,0.8896401718374765,2.9456944213580663e-124
SSH1_PIS1_Metformin_MTX,0.8681652847776741,2.8150631532269705e-111
SSH1_PIS1_Trifluoperazine_noMTX,0.8478940569564419,5.741870781762406e-101
SSH1_PIS1_Trifluoperazine_MTX,0.8990918872054432,7.477162342050814e-131
FMP45_MID2_noDrug_noMTX,0.7557767597105358,5.430021746579567e-68
FMP45_MID2_noDrug_MTX,0.8584052925453656,4.107877408249641e-106
FMP45_MID2_5-FC_noMTX,0.586968302492191,8.39913629447925e-35
FMP45_MID2_5-FC_MTX,0.9052305792819745,1.6966689615423733e-135
FMP45_MID2_Fluconazole_noMTX,0.5336564245656094,5.818012050875357e-28
FMP45_MID2_Fluconazole_MTX,0.8223702475845067,6.036590870914886e-90
FMP45_MID2_Metformin_noMTX,0.7075688764537701,4.327700435578976e-56
FMP45_MID2_Metformin_MTX,0.9069057950689232,8.072024053249603e-137
FMP45_MID2_Trifluoperazine_noMTX,0.6519657333109365,4.5770851781598273e-45
FMP45_MID2_Trifluoperazine_MTX,0.9160283108225966,1.717709762721374e-144
ERG11_ERG5_noDrug_noMTX,0.7255909134757281,3.056293135143114e-60
ERG11_ERG5_noDrug_MTX,0.7398225760168724,9.236534327482752e-64
ERG11_ERG5_5-FC_noMTX,0.7735056849967002,4.295940757907944e-73
ERG11_ERG5_5-FC_MTX,0.7939290075636904,1.404997815757512e-79
ERG11_ERG5_Fluconazole_noMTX,0.5071828841759887,5.412590517236197e-25
ERG11_ERG5_Fluconazole_MTX,0.5619991433933703,1.9153313489516476e-31
ERG11_ERG5_Metformin_noMTX,0.36743005041153287,5.565141238280217e-13
ERG11_ERG5_Metformin_MTX,0.7280429332722972,7.847359729312765e-61
ERG11_ERG5_Trifluoperazine_noMTX,0.7095793750947447,1.5451237208500694e-56
ERG11_ERG5_Trifluoperazine_MTX,0.7973699902429071,9.605030377197822e-81
TPO1_MID2_noDrug_noMTX,0.425164750301601,2.79937219219403e-17
TPO1_MID2_noDrug_MTX,0.8084014625822182,1.2292814045815298e-84
TPO1_MID2_5-FC_noMTX,0.7093051163824429,1.779119652999694e-56
TPO1_MID2_5-FC_MTX,0.9185042168859959,1.003133694335377e-146
TPO1_MID2_Fluconazole_noMTX,0.5739927428028365,5.071182916655769e-33
TPO1_MID2_Fluconazole_MTX,0.8217321910949351,1.0798099945585638e-89
TPO1_MID2_Metformin_noMTX,0.6807965862929464,1.7773920914959883e-50
TPO1_MID2_Metformin_MTX,0.8303209387800534,3.5173577391936506e-93
TPO1_MID2_Trifluoperazine_noMTX,0.649253946716546,1.3783468142592616e-44
TPO1_MID2_Trifluoperazine_MTX,0.9096146287369336,5.180344998334698e-139
PMC1_GTR2_noDrug_noMTX,0.7005009969763016,1.509957161921529e-54
PMC1_GTR2_noDrug_MTX,0.9465375547436675,1.7998906911807827e-178
PMC1_GTR2_5-FC_noMTX,0.5924045661392942,1.4256853612984528e-35
PMC1_GTR2_5-FC_MTX,0.9367529106522718,9.308875521122166e-166
PMC1_GTR2_Fluconazole_noMTX,0.40943994237478437,5.033607195291738e-16
PMC1_GTR2_Fluconazole_MTX,0.8412290748421622,6.666917839965993e-98
PMC1_GTR2_Metformin_noMTX,0.765729284281608,8.441736272450502e-71
PMC1_GTR2_Metformin_MTX,0.9296764577471304,9.007824108801067e-158
PMC1_GTR2_Trifluoperazine_noMTX,0.7067392049520997,6.602893753575113e-56
PMC1_GTR2_Trifluoperazine_MTX,0.9361869107863214,4.374201261145637e-165
HNM1_RBD2_noDrug_noMTX,0.7106045053593155,9.107896799003963e-57
HNM1_RBD2_noDrug_MTX,0.7680333418355089,1.8042754389446077e-71
HNM1_RBD2_5-FC_noMTX,0.8023136262101834,1.855485437353004e-82
HNM1_RBD2_5-FC_MTX,0.9019176707115675,5.944345338871919e-133
HNM1_RBD2_Fluconazole_noMTX,0.585750605620122,1.2438666490670498e-34
HNM1_RBD2_Fluconazole_MTX,0.7868145770181654,3.0741213742456405e-77
HNM1_RBD2_Metformin_noMTX,0.6875534796828839,7.769951374955066e-52
HNM1_RBD2_Metformin_MTX,0.8457482154135458,5.776280003444291e-100
HNM1_RBD2_Trifluoperazine_noMTX,0.702245205351657,6.34588651619247e-55
HNM1_RBD2_Trifluoperazine_MTX,0.8489460790067935,1.8274353462091438e-101
HNM1_MAM33_noDrug_noMTX,0.5097855524408755,2.837511716821224e-25
HNM1_MAM33_noDrug_MTX,0.8892289495695327,5.5253454756434085e-124
HNM1_MAM33_5-FC_noMTX,0.7610148655680931,1.878728899883775e-69
HNM1_MAM33_5-FC_MTX,0.9215139015090006,1.5441372933188614e-149
HNM1_MAM33_Fluconazole_noMTX,0.6161150512907281,4.143354459958275e-39
HNM1_MAM33_Fluconazole_MTX,0.8730800780834496,4.899189578064977e-114
HNM1_MAM33_Metformin_noMTX,0.5545593481201103,1.693416455293697e-30
HNM1_MAM33_Metformin_MTX,0.9228507104766013,7.999457671387259e-151
HNM1_MAM33_Trifluoperazine_noMTX,0.7733537111386818,4.772565985581274e-73
HNM1_MAM33_Trifluoperazine_MTX,0.9149167550014343,1.6420560431660287e-143
ERG11_ORM2_noDrug_noMTX,0.7057361225828093,1.0982558958186533e-55
ERG11_ORM2_noDrug_MTX,0.8703132960598708,1.8088059129752196e-112
ERG11_ORM2_5-FC_noMTX,0.8593571150078275,1.340464234951103e-106
ERG11_ORM2_5-FC_MTX,0.8691463396398894,8.084379680607326e-112
ERG11_ORM2_Fluconazole_noMTX,0.36738726463619975,5.602195238738855e-13
ERG11_ORM2_Fluconazole_MTX,0.6648356856714646,2.0883461832329765e-47
ERG11_ORM2_Metformin_noMTX,0.6997387987878307,2.201008126701753e-54
ERG11_ORM2_Metformin_MTX,0.7662566131563731,5.939388944450792e-71
ERG11_ORM2_Trifluoperazine_noMTX,0.7891367166049755,5.418746868526044e-78
ERG11_ORM2_Trifluoperazine_MTX,0.8570757962464304,1.936617561267416e-105
PLM2_HNM1_noDrug_noMTX,0.7693531583859107,7.394773202662577e-72
PLM2_HNM1_noDrug_MTX,0.9324389140295413,8.726089483382632e-161
PLM2_HNM1_5-FC_noMTX,0.650122079693799,9.696637739623413e-45
PLM2_HNM1_5-FC_MTX,0.9039425897225939,1.697611911073966e-134
PLM2_HNM1_Fluconazole_noMTX,0.6658702023186202,1.3383551777150628e-47
PLM2_HNM1_Fluconazole_MTX,0.838976262031735,6.729580370327373e-97
PLM2_HNM1_Metformin_noMTX,0.6174324067075974,2.5821408624398538e-39
PLM2_HNM1_Metformin_MTX,0.9293804172804351,1.8632803535543036e-157
PLM2_HNM1_Trifluoperazine_noMTX,0.6424517164546091,2.0847626031647044e-43
PLM2_HNM1_Trifluoperazine_MTX,0.879309299735806,1.0537391129314683e-117
ADE17_HYR1_noDrug_noMTX,0.8167649733394393,9.237305402537606e-88
ADE17_HYR1_noDrug_MTX,0.905493162784255,1.056618987832862e-135
ADE17_HYR1_5-FC_noMTX,0.6644779775076552,2.434651697955921e-47
ADE17_HYR1_5-FC_MTX,0.9176075212881917,6.582593886833348e-146
ADE17_HYR1_Fluconazole_noMTX,0.8247093182263846,7.017831132161728e-91
ADE17_HYR1_Fluconazole_MTX,0.8642729390084739,3.6067352032242876e-109
ADE17_HYR1_Metformin_noMTX,0.7926911819995043,3.6425244797887244e-79
ADE17_HYR1_Metformin_MTX,0.898762963440819,1.3004270035238741e-130
ADE17_HYR1_Trifluoperazine_noMTX,0.758227244791638,1.137602413662905e-68
ADE17_HYR1_Trifluoperazine_MTX,0.9153090679883511,7.428343992392889e-144
TPO1_TPO2_noDrug_noMTX,0.6779545138182831,6.46651124372247e-50
TPO1_TPO2_noDrug_MTX,0.9429799897649084,1.368994659495886e-173
TPO1_TPO2_5-FC_noMTX,0.7353666394447418,1.2359569155737473e-62
TPO1_TPO2_5-FC_MTX,0.872751388687361,7.554921586009235e-114
TPO1_TPO2_Fluconazole_noMTX,0.5705781649214547,1.4477978570669763e-32
TPO1_TPO2_Fluconazole_MTX,0.8790892496186479,1.4312538968646016e-117
TPO1_TPO2_Metformin_noMTX,0.6625486930774026,5.549367779115988e-47
TPO1_TPO2_Metformin_MTX,0.8762533523522001,7.025407099556999e-116
TPO1_TPO2_Trifluoperazine_noMTX,0.63381123924308,5.958590080790662e-42
TPO1_TPO2_Trifluoperazine_MTX,0.939611826455449,2.9968040160965546e-169
ERV25_RBD2_noDrug_noMTX,0.761893594706382,1.05947687985886e-69
ERV25_RBD2_noDrug_MTX,0.9232348378850507,3.3832945913324544e-151
ERV25_RBD2_5-FC_noMTX,0.7486239683539732,4.688465568324635e-66
ERV25_RBD2_5-FC_MTX,0.8906939455807722,5.81028746627866e-125
ERV25_RBD2_Fluconazole_noMTX,0.7358552800377364,9.323698064365805e-63
ERV25_RBD2_Fluconazole_MTX,0.8562095885098397,5.2740450328686394e-105
ERV25_RBD2_Metformin_noMTX,0.7904110232850121,2.0709502360113993e-78
ERV25_RBD2_Metformin_MTX,0.8782749782486551,4.4214082184069906e-117
ERV25_RBD2_Trifluoperazine_noMTX,0.7090507726604373,2.0273852729045761e-56
ERV25_RBD2_Trifluoperazine_MTX,0.9110872208989961,3.113199849802674e-140
MID2_TPO2_noDrug_noMTX,0.7113139493979348,6.309175233555926e-57
MID2_TPO2_noDrug_MTX,0.7242772153994783,6.29384855640091e-60
MID2_TPO2_5-FC_noMTX,0.5941410886500288,8.033478155471315e-36
MID2_TPO2_5-FC_MTX,0.9310786502917768,2.757497807757467e-159
MID2_TPO2_Fluconazole_noMTX,0.5246871833145589,6.307361881868479e-27
MID2_TPO2_Fluconazole_MTX,0.8194206011896296,8.70827445269209e-89
MID2_TPO2_Metformin_noMTX,0.7321390628745809,7.83070278439055e-62
MID2_TPO2_Metformin_MTX,0.8766955857373357,3.852442398980336e-116
MID2_TPO2_Trifluoperazine_noMTX,0.6988229811235036,3.4560431546057937e-54
MID2_TPO2_Trifluoperazine_MTX,0.9378080576725684,5.004576649037147e-167
HNM1_TPO1_noDrug_noMTX,0.6290773746457292,3.576534876812509e-41
HNM1_TPO1_noDrug_MTX,0.9086651034040685,3.0953882393682497e-138
HNM1_TPO1_5-FC_noMTX,0.6881281309664967,5.930517440340506e-52
HNM1_TPO1_5-FC_MTX,0.9424216108309836,7.480566069609897e-173
HNM1_TPO1_Fluconazole_noMTX,0.6566396445602505,6.664648761233561e-46
HNM1_TPO1_Fluconazole_MTX,0.8338452519418355,1.1431969323085952e-94
HNM1_TPO1_Metformin_noMTX,0.7167896243478229,3.57172177183818e-58
HNM1_TPO1_Metformin_MTX,0.8639722238604425,5.214535248750078e-109
HNM1_TPO1_Trifluoperazine_noMTX,0.09730048125249337,0.06479330999017319
HNM1_TPO1_Trifluoperazine_MTX,0.9148937454989905,1.7200507644516597e-143
HNM1_TPO4_noDrug_noMTX,0.6992423056266174,2.8115689503786437e-54
HNM1_TPO4_noDrug_MTX,0.9166462299186283,4.830853278360856e-145
HNM1_TPO4_5-FC_noMTX,0.7529493952110126,3.221712854179177e-67
HNM1_TPO4_5-FC_MTX,0.9284518363658832,1.7846247953239636e-156
HNM1_TPO4_Fluconazole_noMTX,0.6658651844172903,1.3412524147760055e-47
HNM1_TPO4_Fluconazole_MTX,0.8492455684713563,1.3170501328819534e-101
HNM1_TPO4_Metformin_noMTX,0.6234743169737144,2.8673784090685198e-40
HNM1_TPO4_Metformin_MTX,0.8031231735041785,9.61917340508416e-83
HNM1_TPO4_Trifluoperazine_noMTX,0.7398450172406708,9.115432111064665e-64
HNM1_TPO4_Trifluoperazine_MTX,0.9243553022685482,2.6791087940151637e-152
PLM2_SNA3_noDrug_noMTX,0.22321353295115,1.8649465080181808e-05
PLM2_SNA3_noDrug_MTX,0.8419157969982349,3.2714042050398194e-98
PLM2_SNA3_5-FC_noMTX,0.6744094011374182,3.1732302731284383e-49
PLM2_SNA3_5-FC_MTX,0.8041968609008219,4.005573364786316e-83
PLM2_SNA3_Fluconazole_noMTX,0.6183407280374417,1.8612642875978924e-39
PLM2_SNA3_Fluconazole_MTX,0.8639973761578357,5.056373811276059e-109
PLM2_SNA3_Metformin_noMTX,0.6090081689822768,5.113931605863033e-38
PLM2_SNA3_Metformin_MTX,0.87141742423008,4.328222585244512e-113
PLM2_SNA3_Trifluoperazine_noMTX,0.7024983108138586,5.592855103703005e-55
PLM2_SNA3_Trifluoperazine_MTX,0.8324672061499232,4.406680195989278e-94
ADE17_PGM2_noDrug_noMTX,0.7656977784449701,8.62068299882591e-71
ADE17_PGM2_noDrug_MTX,0.8406462830305967,1.2166605727312115e-97
ADE17_PGM2_5-FC_noMTX,0.721501381841449,2.8566868249188645e-59
ADE17_PGM2_5-FC_MTX,0.8633917273322698,1.05972074582589e-108
ADE17_PGM2_Fluconazole_noMTX,0.796300778289838,2.223077300641288e-80
ADE17_PGM2_Fluconazole_MTX,0.8261314565729436,1.867052168155756e-91
ADE17_PGM2_Metformin_noMTX,0.7009401963452988,1.214576804364463e-54
ADE17_PGM2_Metformin_MTX,0.8464300521198062,2.784468909052018e-100
ADE17_PGM2_Trifluoperazine_noMTX,0.7252829542984656,3.621609932681387e-60
ADE17_PGM2_Trifluoperazine_MTX,0.837391451049228,3.3503493360231006e-96
TPO1_TCB2_noDrug_noMTX,0.20134522182689177,0.00011724763598274738
TPO1_TCB2_noDrug_MTX,0.9113385613565831,1.9171698102218293e-140
TPO1_TCB2_5-FC_noMTX,0.6550458595439221,1.2906178723622516e-45
TPO1_TCB2_5-FC_MTX,0.8986708263720062,1.5179715552981809e-130
TPO1_TCB2_Fluconazole_noMTX,0.43668178544542446,3.0583832478506105e-18
TPO1_TCB2_Fluconazole_MTX,0.8540551288401985,6.195411539255887e-104
TPO1_TCB2_Metformin_noMTX,0.7200438038384431,6.275275424275018e-59
TPO1_TCB2_Metformin_MTX,0.9050998967841795,2.146522563569967e-135
TPO1_TCB2_Trifluoperazine_noMTX,0.4377285620249572,2.490371901473506e-18
TPO1_TCB2_Trifluoperazine_MTX,0.927823045574947,8.100797898132109e-156
MID2_MAM33_noDrug_noMTX,0.6916031360279632,1.1422076820541797e-52
MID2_MAM33_noDrug_MTX,0.9263929259212684,2.4035972973471517e-154
MID2_MAM33_5-FC_noMTX,0.7649829493664246,1.3862755668397525e-70
MID2_MAM33_5-FC_MTX,0.9246613323272468,1.331140861877327e-152
MID2_MAM33_Fluconazole_noMTX,0.49388761393116865,1.3465047284587506e-23
MID2_MAM33_Fluconazole_MTX,0.7592919122172985,5.73500902429144e-69
MID2_MAM33_Metformin_noMTX,0.7384222240677999,2.098985724259603e-63
MID2_MAM33_Metformin_MTX,0.9032723481504289,5.555968853621004e-134
MID2_MAM33_Trifluoperazine_noMTX,0.5423658806938072,5.365987489171241e-29
MID2_MAM33_Trifluoperazine_MTX,0.928555976587791,1.3872627799544921e-156
MID2_WSC2_noDrug_noMTX,0.6359032916618232,2.6720583288938873e-42
MID2_WSC2_noDrug_MTX,0.8488035972921331,2.1350302246568265e-101
MID2_WSC2_5-FC_noMTX,0.7759095925401178,8.044648078856639e-74
MID2_WSC2_5-FC_MTX,0.9189619023770763,3.8080273182962096e-147
MID2_WSC2_Fluconazole_noMTX,0.633236310431179,7.419807306277238e-42
MID2_WSC2_Fluconazole_MTX,0.8776640300158381,1.0251518986669768e-116
MID2_WSC2_Metformin_noMTX,0.7101399326234595,1.1576265178652749e-56
MID2_WSC2_Metformin_MTX,0.9068765961477794,8.516273676135178e-137
MID2_WSC2_Trifluoperazine_noMTX,0.5632242680367322,1.330696540299926e-31
MID2_WSC2_Trifluoperazine_MTX,0.9021311742259213,4.1008598423080086e-133
HNM1_TPO2_noDrug_noMTX,0.6327391255658209,8.966022524018604e-42
HNM1_TPO2_noDrug_MTX,0.9258914373445175,7.764523616744416e-154
HNM1_TPO2_5-FC_noMTX,0.719442723180097,8.668433153393824e-59
HNM1_TPO2_5-FC_MTX,0.9207373769848164,8.41448740461879e-149
HNM1_TPO2_Fluconazole_noMTX,0.6597773744976696,1.793020600263735e-46
HNM1_TPO2_Fluconazole_MTX,0.8601384879113348,5.3126094814056855e-107
HNM1_TPO2_Metformin_noMTX,0.7454263917024397,3.2776033995771123e-65
HNM1_TPO2_Metformin_MTX,0.8117197194999172,7.393812210241855e-86
HNM1_TPO2_Trifluoperazine_noMTX,0.6812219628799585,1.4631437880690914e-50
HNM1_TPO2_Trifluoperazine_MTX,0.9029477318783612,9.83554121060621e-134
ALO1_ADE17_noDrug_noMTX,0.7946097028349938,8.297558697694836e-80
ALO1_ADE17_noDrug_MTX,0.8793448896888734,1.0027680609318195e-117
ALO1_ADE17_5-FC_noMTX,0.8323935453846457,4.734608052513357e-94
ALO1_ADE17_5-FC_MTX,0.8643998242083943,3.0863489725712323e-109
ALO1_ADE17_Fluconazole_noMTX,0.6673653448754957,7.013417771487897e-48
ALO1_ADE17_Fluconazole_MTX,0.8459900589499386,4.460871987702305e-100
ALO1_ADE17_Metformin_noMTX,0.6381253880414055,1.1322538195386888e-42
ALO1_ADE17_Metformin_MTX,0.8865810899735201,2.991127500117221e-122
ALO1_ADE17_Trifluoperazine_noMTX,0.6367598858639051,1.9206952266583785e-42
ALO1_ADE17_Trifluoperazine_MTX,0.907671639914044,1.9677031563804837e-137
noPPI_reference_noDrug_noMTX,0.7277450243103006,9.264183501548767e-61
noPPI_reference_noDrug_MTX,0.9193942873613475,1.5170756856125917e-147
noPPI_reference_5-FC_noMTX,0.9308277372909524,5.173567391132756e-159
noPPI_reference_5-FC_MTX,0.9475873525149587,5.6339855173405895e-180
noPPI_reference_Fluconazole_noMTX,0.6503181615825251,8.954755396700257e-45
noPPI_reference_Fluconazole_MTX,0.7755974323524121,1.0011382673993405e-73
noPPI_reference_Metformin_noMTX,0.6753716555298636,2.0651138578407556e-49
noPPI_reference_Metformin_MTX,0.9365033618842206,1.8447849298778195e-165
noPPI_reference_Trifluoperazine_noMTX,0.8903749908904054,9.513574676521215e-125
noPPI_reference_Trifluoperazine_MTX,0.9370902009701844,3.676831317871853e-166
